#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Type
10,verdreht[a] Stirnband,verdreht[a] Stirnbänder,Verdrehtes Stirnband,"Ausgeteilter physischer Schaden + 5 %
Physische Verwundbarkeit - 5 %",Erhöht den ausgeteilten physischen Schaden und verringert den ausgeteilten magischen Schaden.,4,2,0,1,2,0,243010,84,1
11,grün[a] Barett,grün[a] Barette,Grünes Barett,"Kritischer Attacke-Wert + 35
Ausgeteilter Schaden + 3 %
Maximal-LP + 7 %","Erhöht den kritischen Attacke-Wert, den ausgeteilten Schaden und die Maximal-LP.",4,2,0,1,2,0,243011,174,1
12,Paar[p] mystische Schuhe,Paar[p] mystische Schuhe,Mystische Schuhe,"Ausweichrate + 8 %
Be­we­gungs­ge­schwin­dig­keit + 50 %
Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 15 %.","Erhöhen die Ausweichrate, Bewegungsgeschwindigkeit und LP-Heilung.",4,1,0,1,2,0,243012,91,1
13,Schutzring,Schutzringe,Schutzring,"Erlittener Schaden - 10 %
Maximal-LP + 7 %",Verringert erlittenen Schaden und erhöht die Maximal-LP.,4,2,0,1,0,0,243013,104,1
14,Eisschild,Eisschilde,Eisschild,"Erlittener Schaden - 30 %
**Gemach** + 10 %
Absorbiert mit einer Wahr­schein­lich­keit von 30 % Wasserschaden als LP.",Verringert erlittenen Schaden. Verursacht Gemach bei dir. Kann Eisschaden absorbieren.,4,2,0,1,0,0,243014,140,1
15,Erdschild,Erdschilde,Erdschild,"Absorbiert mit einer Wahr­schein­lich­keit von 30 % Erdschaden als LP.
Gewährt beim Blocken mit dem Schild mit einer Wahr­schein­lich­keit von 10 % **Steinhaut**.
Wirkung: Verringert erlittenen Schaden in Höhe von 15 % der eigenen Maximal-LP.
Dauer: 60 Sekunden",Kann Erdschaden absorbieren und bei Blocken mit dem Schild Steinhaut gewähren.,4,2,0,1,0,0,243015,266,1
16,Wasserschild,Wasserschilde,Wasserschild,"Blockeffekt + 50 %
Absorbiert mit einer Wahr­schein­lich­keit von 30 % Wasserschaden als LP.
Gewährt beim Blocken mit dem Schild mit einer Wahr­schein­lich­keit von 10 % **Reflexion**.
Wirkung: Reflektiert die meisten magischen Attacken.
Dauer: 60 Sekunden",Stärkt das Blocken. Kann Wasserschaden absorbieren und beim Blocken mit dem Schild Reflexion gewähren.,4,2,0,1,0,0,243016,214,1
17,Kraftschild,Kraftschilde,Kraftschild,"Blockeffekt + 75 %
Magische Verwundbarkeit - 10 %",Stärkt das Blocken. Verringert erlittenen magischen Schaden.,4,2,0,1,0,0,243017,82,1
18,rot[a] Schleife,rot[a] Schleifen,Rote Schleife,"Steinresistenz + 100 %
Blindresistenz + 100 %
Paralyseresistenz + 100 %
","Erhöht die Resistenzen gegen Stein, Blind und Paralyse.",3,1,0,1,1,0,243018,84,1
19,Paar[p] Genji-Handschuhe,Paar[p] Genji-Handschuhe,Genji-Handschuhe,"Ausgeteilter Schaden + 12 %
Paralyseresistenz + 100 %
Erstatten beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr­schein­lich­keit von 10 % einen Teil der TP zurück.",Erhöhen den ausgeteilten Schaden und die Paralyseresistenz. Können bei Kombos mit Bestien TP gewähren.,4,1,0,1,2,0,243019,238,1
20,Genji-Schild,Genji-Schilde,Genji-Schild,"Blockeffekt + 30 %
Ausweichrate + 10 %",Stärkt das Blocken und erhöht die Ausweichrate.,4,2,0,1,0,0,243020,94,1
21,Genji-Rüstung,Genji-Rüstungen,Genji-Rüstung,"Be­we­gungs­ge­schwin­dig­keit - 20 %
Erlittener Schaden - 20 %
Maximal-LP + 30 %",Verringert die Bewegungsgeschwindigkeit. Erhöht die Maximal-LP.,3,1,0,1,1,0,243021,226,1
22,Silberrandbinokel,Silberrandbinokel,Silberrandbinokel,"Kritische Trefferrate + 15 %
Blindresistenz + 100 %",Erhöht die kritische Trefferrate und die Blindresistenz.,4,2,0,1,2,0,243022,112,1
23,Engelsrobe,Engelsroben,Engelsrobe,"Erlittener Schaden - 7 %
Giftresistenz + 100 %
Gewährt beim Erleiden von Schaden mit einer Wahr­schein­lich­keit von 5 % 1 Stapel **Rehabilitation**.
Wirkung: Regeneriert in bestimmten Intervallen LP in Höhe von 3 % der Maximal-LP.
Dauer: 12 Sekunden
Maximal-Stapelzahl: 8",Verringert erlittenen Schaden. Erhöht die Giftresistenz. Kann beim Erleiden von Schaden LP regenerieren.,3,1,0,1,1,0,243023,189,1
24,Meisterschild,Meisterschilde,Meisterschild,"Blockeffekt + 125 %
Erlittener Schaden - 25 %
Maximal-LP + 35 %",Erhöht den Blockeffekt. Reduziert erlittenen Schaden.,4,2,0,1,0,0,243024,390,1
25,Änigmaschleier,Änigmaschleier,Änigmaschleier,"Ausgeteilter magischer Schaden + 18 %
Magische Verwundbarkeit - 15 %
Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 15 %.",Erhöht den ausgeteilten magischen Schaden und die LP-Heilung. Verringert den erlittenen magischen Schaden.,4,2,0,1,0,0,243025,220,1
26,Dunkelkapuze,Dunkelkapuzen,Dunkelkapuze,"Maximal-LP + 6 %
Ausweichrate + 8 %
Schlafresistenz + 100 %","Erhöht die Maximal-LP, Ausweichrate und Schlafresistenz.",3,1,0,1,1,0,243026,122,1
27,Heldenkrone,Heldenkronen,Heldenkrone,"Maximal-LP + 30 %
Ausgeteilter Schaden + 18 %
Gewährt dir beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit **Exzellenz**.
Wirkung: Macht unverwundbar gegen die meisten Attacken und erhöht den ausgeteilten Schaden um 10 %
Dauer: 9 Sekunden",Erhöht die Maximal-LP und den ausgeteilten Schaden. Gewährt bei Kombos mit Bestien Exzellenz.,3,1,0,1,1,0,243027,420,1
28,Trugweste,Trugwesten,Trugweste,"Gewährt dir beim Erleiden von Schaden mit einer Wahr­schein­lich­keit von 20 % 1 Stapel **Blinzeln**.
Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.
Dauer: 120 Sekunden",Kann beim Erleiden von Schaden Blinzeln gewähren.,3,1,0,1,1,0,243028,150,1
29,Todesrüstung,Todesrüstungen,Todesrüstung,"Maximal-LP + 10 %
Erlittener Schaden - 5 %
Todesurteilresistenz + 100 %",Erhöht die Maximal-LP und Todesurteilresistenz. Verringert erlittenen Schaden.,3,1,0,1,1,0,243029,99,1
30,Rosenrüstung,Rosenrüstungen,Rosenrüstung,"Führt bei physischen Attacken des Gegners eine elementneutrale Konterattacke aus. Der Schaden der Konterattacke unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
Attacke-Wert: 360",Kontert physische Attacken.,3,1,0,1,1,0,243030,168,1
31,Feiglingsmesser,Feiglingsmesser,Feiglingsmesser,"Ausgeteilter Schaden + 1 %
Erlaubt mit einer Wahr­schein­lich­keit von 35 % die Flucht von einem Gegnerfeld. Da der Kampf vermieden wird, fällt keine Beute ab.
Nicht wirksam bei Elite- und Endgegnern.
Zusatzeffekt: Gewährt dir beim Fliehen 1 Stapel **Nadelstichtaktik**.
Wirkung: Ausgeteilter Schaden + 18 %,
Ausweichrate + 4 %",Erhöht ausgeteilten Schaden. Kann Flucht von Kampffeldern ermöglichen.,4,2,0,1,2,0,243031,90,1
32,Schattenmantel,Schattenmäntel,Schattenmantel,"Maximal-LP + 12 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr­schein­lich­keit von 25 % einen Teil der TP zurück.",Erhöht die Maximal-LP. Kann bei Kombos mit Bestien TP zurückerstatten.,4,2,0,1,0,0,243032,167,1
33,Schattenring,Schattenringe,Schattenring,"Physische Verwundbarkeit - 9 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr­schein­lich­keit von 10 % einen Teil der TP zurück.",Verringert erlittenen physischen Schaden. Kann bei Kombos mit Bestien TP zurückerstatten.,4,2,0,1,0,0,243033,81,1
34,Schattenarmreif,Schattenarmreife,Schattenarmreif,"Magische Verwundbarkeit - 15 %
Maximal-LP + 5 %
Betäubungsresistenz + 100 %",Verringert erlittenen magischen Schaden. Erhöht die Maximal-LP und Betäubungsresistenz.,4,2,0,1,0,0,243034,112,1
35,Lichtmantel,Lichtmäntel,Lichtmantel,"**Velocitas** + 25 %
Erlittener Schaden - 7 %
Maximal-LP + 15 %",Gewährt Velocitas. Verringert erlittenen Schaden. Erhöht die Maximal-LP.,4,2,0,1,0,0,243035,190,1
36,Lichtring,Lichtringe,Lichtring,"**Velocitas** + 15 %
Physische Verwundbarkeit - 8 %",Gewährt Velocitas. Verringert erlittenen physischen Schaden.,4,2,0,1,0,0,243036,74,1
37,Lichtarmreif,Lichtarmreife,Lichtarmreif,"**Velocitas** + 15 %
Magische Verwundbarkeit - 8 %",Gewährt Velocitas. Verringert erlittenen magischen Schaden.,4,2,0,1,0,0,243037,86,1
38,flammend[a] Axt,flammend[a] Äxte,Flammende Axt,"Versieht die Auto-Attacke mit zusätzlichem Feuerschaden.
Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
Attacke-Wert des Zusatzschadens: 240
Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.",Versieht die Auto-Attacke mit Feuerschaden.,3,1,0,1,1,0,243038,168,1
39,frostig[a] Axt,frostig[a] Äxte,Frostige Axt,"Versieht die Auto-Attacke mit zusätzlichem Eisschaden.
Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
Attacke-Wert des Zusatzschadens: 240
Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.",Versieht die Auto-Attacke mit Eisschaden.,3,1,0,1,1,0,243039,168,1
40,funkelnd[a] Axt,funkelnd[a] Äxte,Funkelnde Axt,"Versieht die Auto-Attacke mit zusätzlichem Blitzschaden.
Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
Attacke-Wert des Zusatzschadens: 240
Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.",Versieht die Auto-Attacke mit Blitzschaden.,3,1,0,1,1,0,243040,168,1
41,bebend[a] Axt,bebend[a] Äxte,Bebende Axt,"Versieht die Auto-Attacke mit zusätzlichem Erdschaden.
Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
Attacke-Wert des Zusatzschadens: 240
Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.",Versieht die Auto-Attacke mit Erdschaden.,3,1,0,1,1,0,243041,168,1
42,fließend[a] Axt,fließend[a] Äxte,Fließende Axt,"Versieht die Auto-Attacke mit zusätzlichem Wasserschaden.
Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
Attacke-Wert des Zusatzschadens: 240
Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.",Versieht die Auto-Attacke mit Wasserschaden.,3,1,0,1,1,0,243042,168,1
43,stürmisch[a] Axt,stürmisch[a] Äxte,Stürmische Axt,"Versieht die Auto-Attacke mit zusätzlichem Windschaden.
Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
Attacke-Wert des Zusatzschadens: 240
Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.",Versieht die Auto-Attacke mit Windschaden.,3,1,0,1,1,0,243043,168,1
44,Ninja-Gewand,Ninja-Gewänder,Ninja-Gewand,"Maximal-LP + 17 %
Ausweichrate + 8 %
Gewährt bei erfolgreichem Ausweichen 1 Stapel **Hast**
Wirkung: Die Intervalle zwischen Auto-Attacken und die (Re-)Ak­ti­vie­rungs­zei­ten von Waf­fen­fer­tig­kei­ten und Zaubern sind um 2 % verkürzt.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 5",Erhöht die Maximal-LP und Ausweichrate. Gewährt beim Ausweichen Hast.,4,2,0,1,2,0,243044,175,1
45,Paar[p] Ninja-Handschuhe,Paar[p] Ninja-Handschuhe,Ninja-Handschuhe,"**Hast** + 2 %
Ausgeteilter physischer Schaden + 3 %",Gewährt Hast. Erhöht den ausgeteilten physischen Schaden.,4,1,0,1,2,0,243045,63,1
46,Ninja-Augenklappe,Ninja-Augenklappen,Ninja-Augenklappe,"**Hast** + 5 %
Kritische Trefferrate + 5 %",Gewährt Hast. Erhöht die kritische Trefferrate.,3,1,0,1,1,0,243046,91,1
47,Windschild,Windschilde,Windschild,"Absorbiert mit einer Wahr­schein­lich­keit von 30 % Windschaden als LP.
Gewährt beim Blocken mit dem Schild mit einer Wahr­schein­lich­keit von 50 % 1 Stapel **Blinzeln**.
Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.
Dauer: 120 Sekunden",Kann Windschaden absorbieren und beim Blocken mit dem Schild Blinzeln gewähren.,4,2,0,1,0,0,243047,224,1
48,Windmaske,Windmasken,Windmaske,"Magische Verwundbarkeit - 10 %
Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 15 %.
Gewährt dir beim Ausweichen von Attacken **Zweischneidig**.
Wirkung: Verursacht Schaden über Zeit aber erhöht im Gegenzug den ausgeteilten Schaden um 30 %.
Dauer: 21 Sekunden",Verringert erlittenen magischen Schaden. Gewährt beim Ausweichen Zweischneidig.,3,1,0,1,1,0,243048,154,1
49,Windrüstung,Windrüstungen,Windrüstung,"Erlittener Schaden - 15 %
Ausgeteilter magischer Schaden + 20 %
Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 30 %.",Verringert erlittenen Schaden. Erhöht ausgeteilten magischen Schaden und die LP-Heilung.,3,1,0,1,1,0,243049,264,1
50,Streitaxt,Streitäxte,Streitaxt,"Erlittener Schaden - 25 %
Be­we­gungs­ge­schwin­dig­keit - 20 %",Erhöht ausgeteilten Schaden. Verringert die Bewegungsgeschwindigkeit.,3,1,0,1,1,0,243050,268,1
51,Mithril-Rüstung,Mithril-Rüstungen,Mithril-Rüstung,"Erlittener Schaden - 15 %
Maximal-LP + 15 %",Verringert erlittenen Schaden. Erhöht die Maximal-LP.,3,1,0,1,1,0,243051,172,1
52,Paar[p] Mithril-Handschuhe,Paar[p] Mithril-Handschuhe,Mithril-Handschuhe,"Erlittener Schaden - 5 %
Ausgeteilter physischer Schaden + 5 %
Maximal-LP + 5 %",Verringern erlittenen Schaden. Erhöhen ausgeteilten physischen Schaden und die Maximal-LP.,4,1,0,1,2,0,243052,113,1
53,Paar[p] Mithril-Ellbogenschützer,Paar[p] Mithril-Ellbogenschützer,Mithril-Ellbogenschützer,"Erlittener Schaden - 10 %
Maximal-LP + 5 %",Verringern erlittenen Schaden. Erhöhen das Maximal-LP.,4,1,0,1,2,0,243053,85,1
54,Bestienmaske,Bestienmasken,Bestienmaske,"Physische Verwundbarkeit - 10 %
Kritische Trefferrate + 15 %",Verringert erlittenen physischen Schaden. Erhöht die kritische Trefferrate.,3,1,0,1,1,0,243054,126,1
55,Bestienmesser,Bestienmesser,Bestienmesser,"Kritische Trefferrate + 8 %
Gewährt dir beim Landen eines kritischen Treffers mit einer Wahr­schein­lich­keit von 25 % 1 Stapel **Schaden +**.
Wirkung: Erhöht den ausgeteilten Schaden um 3 %.
Dauer: 30 Sekunden
Maximal-Stapelzahl: 8",Erhöht die kritische Trefferrate. Kann bei kritischen Treffern den ausgeteilten Schaden erhöhen.,4,2,0,1,2,0,243055,87,1
56,Bestienohrring,Bestienohrringe,Bestienohrring,"Kritische Trefferrate + 15 %
Maximal-LP + 100 %",Erhöht die kritische Trefferrate und Maximal-LP.,4,2,0,1,0,0,243056,84,1
57,Diebesmesser,Diebesmesser,Diebesmesser,"**Hast** + 1 %
Ermöglicht auf einem Schatzfeld die Wahl von zwei Gegenständen.",Gewährt Hast und zwei Schätze auf Schatzfeldern.,4,2,0,1,2,0,243057,200,1
58,Diebesgewand,Diebesgewänder,Diebesgewand,"Beuterate + 80 %
Erlittener Schaden - 8 %
Maximal-LP + 18 %",Erhöht die Beuterate und Maximal-LP. Verringert erlittenen Schaden.,4,2,0,1,2,0,243058,172,1
59,Paar[p] Diebeshandschuhe,Paar[p] Diebeshandschuhe,Diebeshandschuhe,"Beuterate + 70 %
**Hast** + 2 %",Erhöht die Beuterate. Gewährt Hast.,4,1,0,1,2,0,243059,50,1
60,Paar[p] Diebesstiefel,Paar[p] Diebesstiefel,Diebesstiefel,"Beuterate + 40 %
Ausweichrate + 2 %",Erhöht die Beute- und Ausweichrate.,4,1,0,1,2,0,243060,30,1
61,Donneraxt,Donneräxte,Donneraxt,"Ausgeteilter Schaden + 30 %
Verursacht beim Erleiden von Schaden mit einer Wahr­schein­lich­keit von 5 % **Betäubung** bei dir.
Dauer: 3 Sekunden",Erhöht den ausgeteilten Schaden. Kann beim Erleiden von Schaden Betäubung verursachen.,3,1,0,1,1,0,243061,315,1
62,Donnerrüstung,Donnerrüstungen,Donnerrüstung,"Absorbiert mit einer Wahr­schein­lich­keit von 30 % Blitzschaden als LP.
Gewährt dir beim Landen eines kritischen Treffers mit einer Wahr­schein­lich­keit von 25 % 1 Stapel **Hochstimmung**.
Wirkung: Ausgeteilter Schaden + 10 %, erlittener Schaden - 5 % 
Dauer: 120 Sekunden
Maximal-Stapelzahl: 4",Kann Blitzschaden absorbieren und beim Landen von kritischen Treffern Hochstimmung gewähren.,3,1,0,1,1,0,243062,161,1
63,schützend[a] Schild,schützend[a] Schilde,Schützender Schild,"Gewährt dir beim Blocken mit dem Schild 1 Stapel **Magische Verwundbarkeit -**.
Wirkung: Verringert erlittenen magischen Schaden um 5 %.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 8",Verringert beim Blocken mit dem Schild erlittenen magischen Schaden.,4,2,0,1,0,0,243063,84,1
64,Goldspange,Goldspangen,Goldspange,"**Velocitas** + 10 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr­schein­lich­keit von 25 % einen Teil der TP zurück.",Gewährt Velocitas. Kann bei Kombos mit Bestien TP zurückerstatten.,3,1,0,1,1,0,243064,113,1
65,Flammendolch,Flammendolche,Flammendolch,"Ausgeteilter Schaden + 25 %
**Hast** + 5 %
Gewährt dir beim Landen eines kritischen Treffers mit einer Wahr­schein­lich­keit von 10 % **Joch der Flammen**.
Wirkung: Erteilt bei Bewegung Feuerschaden.
Dauer: 9 Sekunden",Erhöht den ausgeteilten Schaden. Gewährt Hast. Kann beim Erleiden von Schaden Joch der Flammen verursachen.,4,2,0,1,0,0,243065,262,1
66,Flammenschild,Flammenschilde,Flammenschild,"Blockeffekt + 50 %
Ausgeteilter Schaden + 3 %
Absorbiert mit einer Wahr­schein­lich­keit von 30 % Feuerschaden als LP.",Erhöht den Blockeffekt. Kann Feuerschaden absorbieren.,4,2,0,1,0,0,243066,116,1
67,Händlerkappe,Händlerkappen,Händlerkappe,"Erhaltene Bestientaler + 25 %
Kritische Trefferrate - 10 %
Ausgeteilter Schaden + 5 %",Gewährt mehr Bestientaler und erhöht den ausgeteilten Schaden. Verringert die kritische Trefferrate.,3,1,0,1,1,0,243067,24,1
68,Händlergewand,Händlergewänder,Händlergewand,"Erhaltene Bestientaler + 25 %
Physische Verwundbarkeit - 10 %",Gewährt mehr Bestientaler. Verringert erlittenen physischen Schaden.,4,2,0,1,2,0,243068,52,1
69,Paar[p] Händlerschuhe,Paar[p] Händlerschuhe,Händlerschuhe,"Erhaltene Bestientaler + 25 %
Ausweichrate + 4 %
Maximal-LP + 12 %",Gewähren mehr Bestientaler. Erhöhen die Ausweichrate und Maximal-LP.,4,1,0,1,2,0,243069,101,1
70,Ring[p] der Euphorie,Ringe[p] der Euphorie,Ring der Euphorie,"Maximal-LP + 3 %
Erhöht die TP-Aufladung um 25 %.",Erhöht die TP-Aufladung und Maximal-LP.,4,2,0,1,0,0,243070,113,1
71,dämonisch[a] Helm,dämonisch[a] Helme,Dämonischer Helm,"Ausgeteilter Schaden + 20 %
Verursacht beim Erleiden von Schaden mit einer Wahr­schein­lich­keit von 1 % **Verhängnis** bei dir.
Dauer: 2 Sekunden
Erhöht die TP-Aufladung um 20 %.",Erhöht den ausgeteilten Schaden und die TP-Aufladung. Kann beim Erleiden von Schaden Verhängnis verursachen.,4,2,0,1,0,0,243071,264,1
72,dämonisch[a] Rüstung,dämonisch[a] Rüstungen,Dämonische Rüstung,"Maximal-LP + 5 %
Erhöht die TP-Aufladung um 5 %.
Gewährt dir beim Niederstrecken eines Gegners 1 Stapel **Hochstimmung**.
Wirkung: Ausgeteilter Schaden + 10 %, Erlittener Schaden - 5 % 
Dauer: 180 Sekunden
Maximal-Stapelzahl: 4",Erhöht die Maximal-LP und TP-Aufladung. Gewährt beim Niederstrecken von Gegnern Hochstimmung.,3,1,0,1,1,0,243072,170,1
73,Kaiserinnenspange,Kaiserinnenspangen,Kaiserinnenspange,"Ausweichrate + 10 %
Maximal-LP 8 %
Gewährt dir beim Landen eines kritischen Treffers mit einer Wahr­schein­lich­keit von 2 % 1 Stapel **Rehabilitation**.
Wirkung: Regeneriert in bestimmten Intervallen LP in Höhe von 3 % der Maximal-LP.
Dauer: 12 Sekunden
Maximal-Stapelzahl: 8",Erhöht die Ausweichrate. Verringert die Maximal-LP. Kann bei kritischen Treffern LP regenerieren.,3,1,0,1,1,0,243073,129,1
74,Hastgürtel,Hastgürtel,Hastgürtel,**Hast** + 6 %,Gewährt Hast.,4,2,0,1,0,0,243074,76,1
75,Rundschild,Rundschilde,Rundschild,"Blockeffekt + 100 %
Physische Verwundbarkeit - 5 %
Maximal-LP + 2 %",Erhöht den Blockeffekt und die Maximal-LP. Verringert erlittenen physischen Schaden.,4,2,0,1,0,0,243075,64,1
76,Bestien-Heiltrank[p] I,Bestien-Heiltränke[p] I,Bestien-Heiltrank I,Regeneriert 10 % LP bei dir oder deiner Bestie.,,4,2,0,1,0,0,243136,32,2
77,Bestien-Heiltrank[p] II,Bestien-Heiltränke[p] II,Bestien-Heiltrank II,Regeneriert 23 % LP bei dir oder deiner Bestie.,,4,2,0,1,0,0,243137,72,2
78,Bestien-Heiltrank[p] III,Bestien-Heiltränke[p] III,Bestien-Heiltrank III,Regeneriert 36 % LP bei dir oder deiner Bestie.,,4,2,0,1,0,0,243138,113,2
79,Bestien-Heiltrank[p] IV,Bestien-Heiltränke[p] IV,Bestien-Heiltrank IV,Regeneriert 50 % LP bei dir oder deiner Bestie.,,4,2,0,1,0,0,243139,158,2
80,Handvoll[p] Bestien-Pulver I,Handvoll[p] Bestien-Pulver I,Bestien-Pulver I,Regeneriert 10 % der LP bei allen Verbündeten in deiner Nähe.,,3,1,0,1,1,0,243140,63,2
81,Handvoll[p] Bestien-Pulver II,Handvoll[p] Bestien-Pulver II,Bestien-Pulver II,Regeneriert 25 % der LP bei allen Verbündeten in deiner Nähe.,,3,1,0,1,1,0,243141,158,2
82,Handvoll[p] Bestien-Pulver III,Handvoll[p] Bestien-Pulver III,Bestien-Pulver III,Regeneriert 40 % der LP bei allen Verbündeten in deiner Nähe.,,3,1,0,1,1,0,243142,252,2
83,Bestien-Gegengift,Bestien-Gegengifte,Bestien-Gegengift,"Heilt die meisten Vergiftungen bei dir oder deiner Bestie und regeneriert bei Erfolg 25 % der Maximal-LP des Ziels.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243143,32,2
84,Bestien-Goldnadel,Bestien-Goldnadeln,Bestien-Goldnadel,"Heilt die meisten Versteinerungen deiner Bestie und regeneriert bei Erfolg 50 % ihrer Maximal-LP. Gewährt außerdem **Steinhaut**.
Effekt: Absorbiert Schaden in Höhe von 50 % der Maximal-LP.
Dauer: 60 Sekunden
※ Nur in Kämpfen einsetzbar.",,3,1,0,1,1,0,243144,32,2
85,Phiole[p] Bestien-Augentropfen,Phiole[p] Bestien-Augentropfen,Bestien-Augentropfen,"Heilt die meisten Erblindungen bei dir oder deiner Bestie und regeneriert bei Erfolg 25 % der Maximal-LP des Ziels.
※ Nur in Kämpfen einsetzbar.",,3,1,0,1,1,0,243145,32,2
86,Bestien-Antigift-Serum[p] I,Bestien-Antigift-Seren[p] I,Bestien-Antigift-Serum I,"Erhöht die Giftresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 180 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243146,32,2
87,Bestien-Antigift-Serum[p] II,Bestien-Antigift-Seren[p] II,Bestien-Antigift-Serum II,"Erhöht die Giftresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 300 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243147,50,2
