#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131207,,Zum Alpha-Quadranten begeben?,5890154,0,0,0,402,1,1,0,0,False
131208,,Zum Beta-Quadranten begeben?,5890159,0,0,0,402,1,1,0,0,False
131209,,Zum Beta-Quadranten begeben?,5890166,0,0,0,402,1,1,0,0,False
131210,,Zum Gamma-Quadranten begeben?,5890180,0,0,0,402,1,1,0,0,False
131211,,Zum Gamma-Quadranten begeben?,5890183,0,0,0,402,1,1,0,0,False
131212,,Zum Delta-Quadranten begeben?,5890184,0,0,0,402,1,1,0,0,False
131213,,Zum For­schungs­labor begeben?,5867863,0,0,0,402,1,1,0,0,False
131214,,Das Gelenk verlassen?,5959290,0,0,0,399,1,1,0,0,False
131215,,Den Gordischen Knoten verlassen?,5959290,0,0,0,399,1,1,0,0,False
131216,In eine fantastische Realität,Den Achtzehnten Stock betreten?,6034535,592868,0,0,504,31,1,0,0,False
131217,Zurück zur realen Fantasie,Den Achtzehnten Stock verlassen?,6034570,0,0,0,130,1,1,0,0,False
131218,,Die Abkürzung ins Dravanische Hinterland nehmen?,6045307,0,0,0,399,1,1,0,0,False
131219,,Die Wachstube verlassen?,6215554,0,0,0,132,1,1,0,0,False
131220,,Zum hilfsbereiten Abenteurer zurückkehren?,6235159,0,593136,0,399,32,1,0,0,False
131221,,Das Gelenk verlassen?,6236358,0,0,0,399,1,1,0,0,False
131222,,Den Midischen Knoten verlassen?,6236358,0,0,0,399,1,1,0,0,False
131223,,Zum Krähennest fliegen?,6256320,0,0,0,567,1,1,0,0,False
131224,,Zum Abalathischen Wolkenmeer reisen?,6256553,0,0,0,401,1,1,0,0,False
131225,,Leofards Zimmer betreten?,6256675,0,0,0,568,1,1,0,0,False
131226,,Leofards Zimmer verlassen?,6256329,0,0,0,567,1,1,0,0,False
131227,,Den Luftschiff-Landeplatz verlassen?,6256327,0,0,0,567,1,1,0,0,False
131228,,Zum Luftschiff-Landeplatz begeben?,6256326,0,0,0,567,1,1,0,0,False
131229,Nach Ishgard,Für 150 Gil nach Ishgard reisen?,5835975,0,0,590453,419,33,1,0,0,False
131230,Nach Ishgard,Für 150 Gil nach Ishgard reisen?,5835975,0,0,590454,419,33,1,0,0,False
131231,Nach Ishgard,Für 150 Gil nach Ishgard reisen?,5835975,0,0,590455,419,33,1,0,0,False
131232,Nach Ul'dah,Für 150 Gil nach Ul'dah reisen?,4103339,0,0,592480,130,33,1,0,0,False
131233,Nach Gridania,Für 150 Gil nach Gridania reisen?,4103382,0,0,592480,132,33,1,0,0,False
131234,Nach Limsa Lominsa,Für 150 Gil nach Limsa Lominsa reisen?,4103399,0,0,592480,128,33,1,0,0,False
131235,,Nach Ishgard reisen?,5827477,0,0,0,418,1,1,0,0,False
131236,,Den Palast der Toten verlassen?,6385473,0,0,0,153,1,1,0,0,False
131237,Nach Ishgard,Für 150 Gil nach Ishgard reisen?,5835975,0,0,592480,419,33,1,0,0,False
131238,Zum Gold Saucer,Zum Gold Saucer reisen?,5649379,0,0,592264,144,34,1,0,0,False
131239,,Den zentralen Steuerraum verlassen?,6485807,0,0,0,399,1,1,0,0,False
131240,Zur Kinderabteilung,Die Kinderabteilung der Akademie betreten?,6483471,593427,593426,0,611,35,1,0,0,False
131241,,Die Kinderabteilung der Akademie verlassen?,6483427,0,0,0,131,1,1,0,0,False
131242,,Den Hauptantriebsraum verlassen?,6485807,0,0,0,399,1,1,0,0,False
131243,,Die Wachstube verlassen?,6515006,0,0,0,128,1,1,0,0,False
131244,,Die Wachstube verlassen?,6515008,0,0,0,130,1,1,0,0,False
131245,,,6654103,0,0,0,629,5,10,0,0,False
131246,,Das Zimmer verlassen?,6654162,0,0,0,628,1,1,0,0,False
131247,,Den Omega-Kontrollraum verlassen?,6728838,0,0,0,156,1,1,0,0,False
131248,,,6663537,593638,0,0,641,1,1,0,0,False
131249,,,6654210,593640,593639,0,628,36,1,0,0,False
131250,,Zu Amarissaixes Wachturm reisen?,6873899,593642,0,0,152,1,1,0,0,False
131251,,Castrum Oriens betreten?,6873933,593643,0,0,612,1,1,0,0,False
131252,,Für 300 Gil nach Limsa Lominsa reisen?,6873901,0,0,593644,129,37,1,0,0,False
131253,,Für 300 Gil nach Kugane reisen?,6874066,0,0,593645,628,37,1,0,0,False
131254,,In Richtung Virdjala weitergehen?,6873937,593646,0,0,612,1,1,0,0,False
131255,,In Richtung Pikensturz weitergehen?,6873936,593647,0,0,612,1,1,0,0,False
131256,,Das mhigische Wohn­viertel betreten?,6873958,593648,0,0,621,1,1,0,0,False
131257,,Die Kanalisation betreten?,6873957,593649,0,0,621,1,1,0,0,False
131258,,Das mhigische Wohn­viertel betreten?,6873954,593650,0,0,621,1,1,0,0,False
131259,,Das mhigische Wohn­viertel verlassen?,6873952,593651,0,0,621,1,1,0,0,False
131260,,Den Sitzungsraum verlassen?,6874048,0,0,0,628,1,1,0,0,False
131261,Zum Sitzungsraum,Den Sitzungsraum betreten?,6874031,593652,0,0,639,1,1,0,0,False
131262,,Zum Luftschiff-Landeplatz gehen?,6874050,0,0,0,628,1,1,0,0,False
131263,,Den Luftschiff-Landeplatz verlassen?,6874054,0,0,0,628,1,1,0,0,False
131264,Zur Klause der Grimmigen,Die Klause der Grimmigen betreten?,6874512,593655,0,0,681,1,1,0,0,False
131265,,Die Klause der Grimmigen betreten?,6874127,593656,0,0,614,1,1,0,0,False
131266,,Die Klause der Grimmigen verlassen?,6874125,593657,0,0,614,1,1,0,0,False
131267,,Die domanische Enklave betreten?,6877425,593661,0,0,682,1,1,0,0,False
131268,,Zum Goldbecken reisen?,6877422,593660,0,0,614,1,1,0,0,False
131269,,Vom Morgenthron herabsteigen?,6874086,593658,0,0,622,1,1,0,0,False
131270,,Zum Morgenthron hinaufgehen?,6874087,593659,593665,0,622,38,1,0,0,False
131271,,Specula Imperatoris betreten?,6889710,593662,0,0,620,1,1,0,0,False
131272,,Specula Imperatoris verlassen?,6889712,593663,0,0,620,1,1,0,0,False
131273,,Den Altar von Djanan Qhat verlassen?,6890265,0,0,0,612,1,1,0,0,False
131274,,Nach Limsa Lominsa reisen?,6873901,0,0,0,129,1,1,0,0,False
131275,,Zum kampferprobten Veteranen zurückkehren?,6938717,0,593703,0,612,39,1,0,0,False
131276,,Die Königliche Menagerie verlassen?,6988578,0,0,0,621,1,1,0,0,False
131277,,Durch das Tor schreiten?,6889710,0,0,0,620,1,1,0,0,False
131278,,Durch das Tor schreiten?,6889712,0,0,0,620,1,1,0,0,False
131279,,Den Inter­dimen­sio­nalen Riss verlassen?,6999027,0,0,0,612,1,1,0,0,False
131280,,Den Mordion-Kerker verlassen?,7073364,0,0,0,140,1,1,0,0,False
131281,,Die Theater­werk­statt betreten?,7078657,594538,0,0,735,1,1,0,0,False
131282,,Die *Prima Vista* verlassen?,7082407,0,0,0,628,1,1,0,0,False
131283,,Die Brücke betreten?,7080658,0,0,0,736,1,1,0,0,False
131284,,Die Theater­werk­statt betreten?,7080809,0,0,0,735,1,1,0,0,False
131285,,Den Königlichen Palast verlassen?,7083135,0,0,0,621,1,1,0,0,False
131286,,Das Transzendenz-Laboratorium verlassen?,7102724,0,0,0,621,1,1,0,0,False
131287,,Die Königliche Menagerie betreten?,7151251,594578,0,0,740,1,1,0,0,False
131288,,Die Königliche Menagerie verlassen?,7103377,0,0,0,621,1,1,0,0,False
131289,,Den Königlichen Palast verlassen?,7083135,594628,0,0,621,1,1,0,0,False
131290,,Für 30 Gil nach Sakazuki übersetzen?,7156750,594638,0,594639,613,40,1,0,0,False
131291,,Für 30 Gil nach Onokoro übersetzen?,7156756,594640,0,594641,613,40,1,0,0,False
131292,,Zur domanischen Enklave übersetzen?,7164043,593661,0,0,739,1,1,0,0,False
131293,,Zur domanischen Enklave übersetzen?,7182462,594559,0,0,759,1,1,0,0,False
131294,,Das Kienkan verlassen?,7226681,0,0,0,759,1,1,0,0,False
131295,Zum Reisen-Schrein,Den Reisen-Schrein betreten?,7239198,594756,0,0,764,1,1,0,0,False
131296,,Nach Yanxia übersetzen?,7343563,0,0,0,614,1,1,0,0,False
131297,,Den Reisen-Schrein verlassen?,7239363,594754,0,0,613,1,1,0,0,False
131298,,Die Himmelssäule verlassen?,7420749,0,0,0,613,1,1,0,0,False
131299,,In Richtung Virdjala weitergehen?,6873937,594718,0,0,612,1,1,0,0,False
131300,,Die Brücke betreten?,7080658,594829,0,0,736,1,1,0,0,False
131301,,Dhoro Iloh verlassen?,7447849,594861,0,0,622,1,1,0,0,False
131302,,Nach Dhoro Iloh fliegen?,7448849,594860,0,0,622,1,1,0,0,False
131303,,Das Geisterschloss betreten?,7672498,594983,0,0,809,1,1,0,0,False
131304,,Das Geisterschloss verlassen?,9383310,0,0,0,133,1,1,0,0,False
131305,,Das Hauptquartier der Eorzäischen Allianz verlassen?,7743671,0,0,0,621,1,1,0,0,False
131306,,Das Verhandlungszelt verlassen?,7743671,0,0,0,621,1,1,0,0,False
131307,,Das Tosende Auge verlassen?,7761499,0,0,0,132,1,1,0,0,False
131308,,In der Theater­werk­statt warten?,7078657,596781,0,0,735,1,1,0,0,False
131309,,Die Theater­werk­statt betreten?,7830042,0,0,0,828,1,1,0,0,False
131310,,Zum Val-Delta begeben?,7848800,0,0,0,827,1,1,0,0,False
131311,,Das Okular verlassen?,7878066,0,0,0,819,1,1,0,0,False
131312,,Dein Quartier verlassen?,7878085,0,0,0,819,1,1,0,0,False
131313,,Die Baumkrone betreten?,7878501,596477,0,0,820,1,1,0,0,False
131314,Zu den Wurzeln,Die Wurzeln betreten?,7878500,596478,0,0,820,1,1,0,0,False
131315,,Das Okular betreten?,7878732,596475,596176,0,844,43,1,0,0,False
131316,Quartier betreten,,7877999,0,0,0,843,41,11,0,0,False
131317,,In die Große Leere reisen?,7933894,0,0,0,878,1,1,0,0,False
131318,,Nach Amh Araeng reisen?,7933164,0,0,0,815,1,1,0,0,False
131319,,Ins Herz von Eden teleportieren?,7932479,0,0,0,857,1,1,0,0,False
131320,,In die Große Leere zurückkehren?,7932937,0,0,0,878,1,1,0,0,False
131321,,Zu dem sanften Veteranen gehen?,7935659,0,595193,0,814,42,1,0,0,False
131322,,Die Syrcus-Schlucht betreten?,8010128,596573,0,0,842,1,1,0,0,False
131323,,Zum Nordufer des Silbertränensee reisen?,8010132,0,0,0,156,1,1,0,0,False
131324,,Den Sender berühren und in die erste Splitter­welt reisen?,8010063,596472,0,0,844,1,1,0,0,False
131325,In den Ursprung,In die Ursprungs­welt zurückkehren?,8010129,0,0,0,842,1,1,0,0,False
131326,,Nach Kholusia reisen?,8010180,0,0,0,814,1,1,0,0,False
131327,,Nach Tempest reisen?,8010338,0,0,0,818,1,1,0,0,False
131328,,In die Ursprungs­welt zurückkehren?,8010129,596473,0,0,842,1,1,0,0,False
131329,Nach Kholusia,Nach Kholusia reisen?,8015551,596474,0,0,814,1,1,0,0,False
131330,,Zur Obersten Sprosse fahren?,8015653,596479,0,0,814,1,1,0,0,False
131331,,Zur Untersten Sprosse fahren?,8015648,596480,0,0,814,1,1,0,0,False
131332,,Nach Crystarium reisen?,8015796,596482,0,0,819,1,1,0,0,False
131333,,Nach Tempest reisen?,8016454,596481,0,0,818,1,1,0,0,False
131334,,Nach Kholusia reisen?,8015677,0,0,0,814,1,1,0,0,False
131335,,Nach Amh Araeng reisen?,7980014,596476,0,0,815,1,1,0,0,False
131336,,Nach Crystarium reisen?,8015796,595595,0,0,819,1,1,0,0,False
131337,Nach Crystarium,Nach Crystarium reisen?,8015796,596533,0,0,819,1,1,0,0,False
131338,,In die südlichen Bernsteinhügel reisen?,8050969,596572,0,0,815,1,1,0,0,False
131339,,Nach Pfotenschlag reisen?,8050970,0,0,0,815,1,1,0,0,False
131340,,Zum Erdgeschoss fahren?,8050982,0,0,0,818,1,1,0,0,False
131341,,Zum Obergeschoss fahren?,8050981,0,0,0,818,1,1,0,0,False
131342,Nach Himmelsstadt,Die Himmelsstadt betreten?,8141167,0,0,0,886,45,1,0,0,False
131343,,Die Schwaden betreten?,8141780,596706,0,0,418,1,1,0,0,False
131344,,Nach Il Mheg reisen?,8141925,596692,0,0,816,1,1,0,0,False
131345,,Nach Lyhe Mheg reisen?,8141929,596691,0,0,890,1,1,0,0,False
131346,,Nach Lyhe Mheg reisen?,8141930,596691,0,0,891,1,1,0,0,False
131347,,Nach Lyhe Mheg reisen?,8141931,596691,0,0,892,1,1,0,0,False
131348,,Den alten Stollen verlassen?,8143255,0,0,0,814,1,1,0,0,False
131349,,Den alten Stollen betreten?,8143261,0,0,0,895,1,1,0,0,False
131350,,Die kopierte Fabrik betreten?,8144702,0,0,0,896,1,1,0,0,False
131351,,Die kopierte Fabrik verlassen?,8143262,0,0,0,895,1,1,0,0,False
131352,,Zu Sektor 1 teleportieren?,8149903,0,0,0,896,1,1,0,0,False
131353,,Zu Sektor 4 teleportieren?,8149915,0,0,0,896,1,1,0,0,False
131354,,Zu Sektor 2 teleportieren?,8149924,0,0,0,896,1,1,0,0,False
131355,Nach Crystarium,Nach Crystarium reisen?,8015796,595630,595631,0,819,44,1,0,0,False
131356,Nach Eulmore,Nach Eulmore reisen?,8154983,595632,0,0,820,44,1,0,0,False
131357,,Zu Sektor 5 teleportieren?,8193602,0,0,0,896,1,1,0,0,False
131358,,Zu Sektor 4 teleportieren?,8193584,0,0,0,896,1,1,0,0,False
131359,,Nach Gangos reisen?,8276340,596734,0,0,915,1,1,0,0,False
131360,,In die domanische Enklave reisen?,8276336,596735,0,0,759,1,1,0,0,False
131361,,Die Kinderabteilung der Akademie betreten?,8321517,596820,596819,0,921,46,1,0,0,False
131362,,Die Kinderabteilung der Akademie verlassen?,8322370,0,0,0,131,1,1,0,0,False
131363,,Nach Kholusia reisen?,8341503,0,0,0,814,1,1,0,0,False
131364,,Ins Fenn reisen?,8367474,596931,0,0,621,1,1,0,0,False
131365,,Nach Wendeklipp reisen?,8368019,596932,0,0,919,1,1,0,0,False
131366,,Den Zwielichtsaal verlassen?,8373584,0,0,0,351,1,1,0,0,False
131367,,Den Zwielichtsaal betreten?,8373588,0,0,0,351,1,1,0,0,False
131368,,Die Noesis verlassen?,8373708,0,0,0,814,1,1,0,0,False
131369,,Die Noesis betreten?,8373710,596922,596923,0,918,48,1,0,0,False
131370,,Das Okular betreten?,7878732,596924,596925,0,844,47,1,0,0,False
131371,,Anoggs Zimmer betreten?,8380784,0,0,0,895,1,1,0,0,False
131372,,Zum alten Stollen zurückkehren?,8378564,0,0,0,895,1,1,0,0,False
131373,,Die Puppenfestung betreten?,8380830,0,0,0,928,1,1,0,0,False
