#,Name,ENPC,Unknown0,Unknown1
21,"Heldinnen und Helden der Arbeit, es ist vollbracht! Das Kreuzkarst-Spalier erstreckt sich zu unseren Füßen! Als Nächstes werden wir die Estrade der Sankt Roelle angehen und erbitten dem­ent­spre­chend Materiallieferungen.",1032493,8,10
22,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
23,"Saubere Arbeit! Die erste Phase der Estrade der Sankt Roelle ist abgeschlossen! Zur Vorbereitung der zweiten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
24,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
25,"Saubere Arbeit! Die zweite Phase der Estrade der Sankt Roelle ist abgeschlossen! Zur Vorbereitung der dritten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
26,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
27,Mit dem nächsten Arbeitsschritt werden wir die dritte Phase der Estrade der Sankt Roelle abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
28,"Saubere Arbeit! Die dritte Phase der Estrade der Sankt Roelle ist abgeschlossen! Zur Vorbereitung der vierten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
29,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
30,"Heldinnen und Helden der Arbeit, es ist vollbracht! Die Estrade der Sankt Roelle lädt zum entspannten Lustwandeln ein! Als Nächstes werden wir das Genist angehen und erbitten dem­ent­spre­chend Materiallieferungen.",1032493,8,10
31,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
32,"Saubere Arbeit! Die erste Phase des Genists ist abgeschlossen! Zur Vorbereitung der zweiten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
33,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
34,"Saubere Arbeit! Die zweite Phase des Genists ist abgeschlossen! Zur Vorbereitung der dritten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
35,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
36,"Saubere Arbeit! Die dritte Phase des Genists ist abgeschlossen! Zur Vorbereitung der vierten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
37,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
38,Mit dem nächsten Arbeitsschritt werden wir die vierte Phase des Genists abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
39,"Saubere Arbeit! Die vierte Phase des Genists ist abgeschlossen! Zur Vorbereitung der fünften Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
40,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
41,Mit dem nächsten Arbeitsschritt werden wir die fünfte Phase des Genists abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
42,"Saubere Arbeit! Die fünfte Phase des Genists ist abgeschlossen! Zur Vorbereitung der sechsten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
43,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
44,Mit dem nächsten Arbeitsschritt werden wir die sechste Phase des Genists abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
45,"Saubere Arbeit! Die sechste Phase des Genists ist abgeschlossen! Zur Vorbereitung der siebten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
46,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
47,Mit dem nächsten Arbeitsschritt werden wir die siebte Phase des Genists abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
48,"Heldinnen und Helden der Arbeit, es ist vollbracht! Auf dass unser Genist all jene willkommen heißt, deren Herzen sich nach einem heimeligen Zuhause sehnen. Ishgard steht in eurer Schuld!",1032493,8,10
49,,0,0,0
50,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
51,"Saubere Arbeit! Die erste Phase des Federfall-Quartiers ist abgeschlossen! Zur Vorbereitung der zweiten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
52,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
53,"Saubere Arbeit! Die zweite Phase des Federfall-Quartiers ist abgeschlossen! Zur Vorbereitung der dritten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
54,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
55,"Saubere Arbeit! Die dritte Phase des Federfall-Quartiers ist abgeschlossen! Zur Vorbereitung der vierten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
56,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
57,Mit dem nächsten Arbeitsschritt werden wir die vierte Phase des Federfall-Quartiers abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
58,"Saubere Arbeit! Die vierte Phase des Federfall-Quartiers ist abgeschlossen! Zur Vorbereitung der fünften Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
59,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
60,Mit dem nächsten Arbeitsschritt werden wir die fünfte Phase des Federfall-Quartiers abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
61,"Saubere Arbeit! Die fünfte Phase des Federfall-Quartiers ist abgeschlossen! Zur Vorbereitung der sechsten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
62,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
63,Mit dem nächsten Arbeitsschritt werden wir die sechste Phase des Federfall-Quartiers abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
64,"Saubere Arbeit! Die sechste Phase des Federfall-Quartiers ist abgeschlossen! Zur Vorbereitung der siebten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
65,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
66,Mit dem nächsten Arbeitsschritt werden wir die siebte Phase des Federfall-Quartiers abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
67,"Und da ist es! Das Federfall-Quartier steht bereit, um seine Rolle als schlagendes Herz des Firmaments einzunehmen. Aber jetzt keine Müdigkeit vorschützen! Es gibt noch immer eine Menge Arbeit für den Abakus zu erledigen.",1032493,8,10
68,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
69,"Saubere Arbeit! Die erste Phase des Abakus ist abgeschlossen! Zur Vorbereitung der zweiten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
70,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
71,Mit dem nächsten Arbeitsschritt werden wir die zweite Phase des Abakus abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
72,"Saubere Arbeit! Die zweite Phase des Abakus ist abgeschlossen! Zur Vorbereitung der dritten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
73,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
74,"Heldinnen und Helden der Arbeit, es ist vollbracht! Die Allee des Abakus erstreckt sich vor uns und weist uns den Weg in eine blühende Zukunft der Himmelsstadt! Doch sollten wir uns nun nicht auf unseren Erfolgen ausruhen. Als Nächstes steht die Konstruktion des Raureifs an, für das wir jede Menge Material benötigen werden!",1032493,8,10
75,"Alle notwendigen Materialien wurden gesammelt und das geplante Wieder­aufbauprojekt kann beginnen. Am Schwarzen Brett der Himmelsstadt ist ausgeschrieben, wann die Arbeiten durchgeführt werden.",0,0,10
76,"Saubere Arbeit! Die erste Phase des Raureif-Refugiums ist abgeschlossen! Zur Vorbereitung der zweiten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
77,"Saubere Arbeit! Die zweite Phase des Raureif-Refugiums ist abgeschlossen! Zur Vorbereitung der dritten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
78,Mit dem nächsten Arbeitsschritt werden wir die letzte Phase des Raureif-Refugiums abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
79,"Heldinnen und Helden der Arbeit, es ist vollbracht! Das Raureif-Refugium ist bereit, um Abenteurern aus aller Welt ein neues Zuhause zu bieten. Ihr habt Ishgard einen großen Dienst erwiesen!",1032493,8,10
80,,0,0,0
81,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
82,"Saubere Arbeit! Die erste Phase des westlichen Himmelsangs ist abgeschlossen! Zur Vorbereitung der zweiten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
83,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
84,Mit dem nächsten Arbeitsschritt werden wir die zweite Phase des westlichen Himmelsangs abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
85,"Die zweite Phase des westlichen Himmelsangs ist abgeschlossen, hervorragende Arbeit! Zur Vorbereitung der dritten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
86,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
87,Mit dem nächsten Arbeitsschritt werden wir die dritte Phase des westlichen Himmelsangs abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
88,"Die dritte Phase des westlichen Himmelsangs ist abgeschlossen, hervorragende Arbeit! Zur Vorbereitung der vierten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
89,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
90,Mit dem nächsten Arbeitsschritt werden wir die vierte Phase des westlichen Himmelsangs abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
91,"Die vierte Phase des westlichen Himmelsangs ist abgeschlossen, hervorragende Arbeit! Zur Vorbereitung der fünften Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
92,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
93,Mit dem nächsten Arbeitsschritt werden wir die fünfte Phase des westlichen Himmelsangs abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
94,"Die finale Phase des westlichen Himmelsangs ist abgeschlossen, hervorragende Arbeit! Zur Errichtung der Balladenpassage wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,8,10
95,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
96,Mit dem nächsten Arbeitsschritt werden wir die Arbeiten an der Balladenpassage abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
97,"Der Wieder­aufbau der Balladenpassage ist abgeschlossen, hervorragende Arbeit! Als Nächstes werden wir das östliche Himmelsang errichten. Dafür wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
98,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
99,"Saubere Arbeit! Die erste Phase des östlichen Himmelsangs ist abgeschlossen! Zur Vorbereitung der zweiten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
100,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
101,Mit dem nächsten Arbeitsschritt werden wir die zweite Phase des östlichen Himmelsangs abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
102,"Die zweite Phase des östlichen Himmelsangs ist abgeschlossen, hervorragende Arbeit! Zur Vorbereitung der dritten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
103,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
104,Mit dem nächsten Arbeitsschritt werden wir die dritte Phase des östlichen Himmelsangs abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
105,"Die dritte Phase des östlichen Himmelsangs ist abgeschlossen, hervorragende Arbeit! Zur Vorbereitung der vierten Bauphase wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
106,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
107,Mit dem nächsten Arbeitsschritt werden wir die vierte und letzte Phase des östlichen Himmelsangs abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
108,"Die vierte und letzte Phase des östlichen Himmelsangs ist abgeschlossen, hervorragende Arbeit! Als Nächstes werden wir das Thermalbad Winterwonne errichten. Zur Vorbereitung wird weiteres Material benötigt, das bei den Materialverwaltern abzugeben ist!",1032493,3,10
109,"Alle notwendigen Materialien wurden gesammelt und die geplanten Wieder­aufbauarbeiten können durchgeführt werden. Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",0,0,10
110,Mit dem nächsten Arbeitsschritt werden wir die Erbauung des Thermalbades Winterwonne abschließen! Der genaue Zeitplan ist dem Schwarzen Brett zu entnehmen.,1032493,3,10
111,"Die Erbauung des Thermalbades Winterwonne ist abgeschlossen, hervorragende Arbeit! Als Nächstes werden wir das Monument der Arbeit errichten! Am Schwarzen Brett der Himmelsstadt könnt ihr entnehmen, wann die Arbeiten durchgeführt werden.",1032493,8,10
112,"Die Arbeiten zum Wieder­aufbau der Himmelsstadt sind abgeschlossen! Das Juwel Ishgards erstrahlt in neuem Glanz! Ehre den Helferinnen und Helfern aus der ganzen Welt, die mit ihrem Fleiß und ihrer Kunst, den Bürgern Ishgards dieses großartige Geschenk gemacht haben!",1032493,8,10
113,,0,0,0
114,,0,0,0
115,,0,0,0
116,,0,0,0
117,,0,0,0
118,,0,0,0
119,,0,0,0
120,,0,0,0
121,,0,0,0
122,,0,0,0
123,,0,0,0
124,,0,0,0
125,,0,0,0
