#,Name,Category,Unknown0,Description,DutyType,Unknown1,Image,Unknown2,Unknown3,Unknown6,ItemLevelRequired,ItemLevelSync,RewardTomeA,RewardTomeB,RewardTomeC,Unknown5,InstanceContent,RequiredExVersion,OpenRule,RequiredLevel,SyncedFromLevel,ContentRouletteRoleBonus,SortKey,ClassJobCategory,ContentMemberType,Unknown9,QueueMaxPlayers,ContentType,Unknown12,TimeLimit,TimeLimitMax,LootModeType,Unknown15,PenaltyTimestampArrayIndex,CompletionArrayIndex,IsGoldSaucer,IsInDutyFinder,IsPvP,AppliesHighestAverageDutyItemLevel,Unknown18,AllowConsumableItems,AllowPhoenixDown,AllowReplacement,RatedMatch,Rated,Unknown22,Unknown23,Unknown24,IsRegistrationAllowedFromAnyDataCenter
10,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,Zufallsinhalt: Allianz-Raid,Allianz-Raid,,"Unter allen Allianz-Raids für 24 Spieler, an denen du schon teilnehmen kannst, wird einer zufällig ausgewählt. Bei erfolgreichem Abschluss winkt eine Sondervergütung.

※ Die Höhe der Routine- und Gil-Sondervergütung richtet sich nach der Klassen- bzw. Jobstufe und entschädigt für die Differenz, die man für einen der Stufe angemessenen Inhalt erhalten hätte.
※ Die Sondervergütung für Zufallsinhalte kann einmal pro Tag erhalten werden. Dieser Status wird täglich um 0:00 Uhr zurückgesetzt.
※ Der Bonus für gefragte Rollen ist immer erhältlich und bezieht sich auf die Rolle, die zum Zeitpunkt der Registrierung gefragt ist.",Allianz-Raids,0,112259,0,0,0,70,0,120,120,50,0,0,0,1,50,50,9,8,142,5,0,0,1,0,120,0,2,0,0,9,False,True,False,True,True,True,False,True,False,False,False,False,True,True
16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,Zufallsinhalt: Normaler Raid,Normaler Raid,,"Unter allen Raids für 8 Spieler, an denen du schon teilnehmen kannst, wird einer zufällig ausgewählt. Bei erfolgreichem Abschluss winkt eine Sondervergütung.

※ Die Höhe der Routine- und Gil-Sondervergütung richtet sich nach der Klassen- bzw. Jobstufe und entschädigt für die Differenz, die man für einen der Stufe angemessenen Inhalt erhalten hätte.
※ Die Sondervergütung für Zufallsinhalte kann einmal pro Tag erhalten werden. Dieser Status wird täglich um 0:00 Uhr zurückgesetzt.
※ Der Bonus für gefragte Rollen ist immer erhältlich und bezieht sich auf die Rolle, die zum Zeitpunkt der Registrierung gefragt ist.
※ Bei Teilnahme als bestehende Gruppe wird kein Bonus für gefragte Rollen gewährt.",Normale Raids,0,112294,0,0,0,170,0,80,60,20,0,0,1,1,60,60,10,9,142,3,0,0,1,0,90,0,2,0,0,10,False,True,False,False,True,True,False,True,False,False,False,False,True,True
18,Chocobo-Rennen: Sagolii-Straße,Sagolii-Straße,,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.",,0,112086,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,32,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
19,Chocobo-Rennen: Sonnenküste,Sonnenküste,,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.",,0,112084,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,33,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
20,Chocobo-Rennen: Pfad der Seelenruhe,Pfad der Seelenruhe,,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.",,0,112085,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,34,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
21,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Die Rennklasse wird anhand der Chocobo-Wertung bestimmt.
※ Bei einer Teilnahme als Gruppe wird die Rennklasse anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.",,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,31,109,23,3,8,19,26,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
22,Chocobo-Rennen: Sagolii-Straße (keine Belohnung),Sagolii-Straße (keine Belohnung),,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup­pen­mit­glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.",,0,112086,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,36,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
23,Chocobo-Rennen: Sonnenküste (keine Belohnung),Sonnenküste (keine Belohnung),,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup­pen­mit­glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.",,0,112084,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,37,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
24,Chocobo-Rennen: Pfad der Seelenruhe (keine Belohnung),Pfad der Seelenruhe (keine Belohnung),,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup­pen­mit­glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.",,0,112085,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,38,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
25,Chocobo-Rennen: Zufallsstrecke (keine Belohnung),Zufallsstrecke (keine Belohnung),,"Hingebungsvolle Männer und Frauen samt ihrer treuen gefiederten Freunde, im vollen Galopp auf die Ziellinie zudonnernd, um sich Ruhm und Ehre zu sichern - das, o Freunde, sind Chocobo-Rennen!

※ Es können nur Grup­pen­mit­glieder am Rennen teilnehmen.
※ Die Rennklasse wird anhand der niedrigsten Chocobo-Wertung bestimmt.
※ Parameterwerte von Chocobos mit höheren Wertungen werden an die aktuelle Rennklasse angepasst.
※ Die Teilnehmer können während des Rennens über den Gruppen-Chat miteinander kommunizieren.
※ Es werden keine Routine und Vergütungen vergeben.",,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,35,109,23,3,8,19,27,10,0,0,0,0,-1,True,True,False,False,True,True,True,False,False,False,False,False,True,True
26,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,34,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
27,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,35,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
28,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,36,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
29,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,37,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
30,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,38,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
31,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,39,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
32,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,40,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
33,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,41,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
34,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,42,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
35,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,43,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
36,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,44,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
37,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,45,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
38,Chocobo-Rennen: Zufallsstrecke,Zufallsstrecke,,,,0,112295,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,46,109,23,3,8,19,0,10,0,0,0,0,-1,True,False,False,False,False,True,True,False,False,False,False,False,True,True
39,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,Crystalline Conflict: Freies Spiel,Freies Spiel,,"Crystalline Conflict - so nennt die Eorzäische Allianz ihre neueste Gefechtsübung, die ein Scharmützel zwischen zwei kleinen Trupps simuliert. Es gilt, ein hitziges Schlachtfeld voller magischer Mechanismen zu dominieren und einen Kristall, der das Herzstück der Übung darstellt, sicher an sein Ziel zu bringen!",,0,112471,0,0,0,0,0,0,0,0,0,40027,0,3,30,30,0,47,146,29,3,2,6,43,5,0,0,0,0,-1,False,True,True,False,True,False,False,False,False,False,False,False,True,True
41,Crystalline Conflict: Gewertetes Spiel,Gewertetes Spiel,,"Crystalline Conflict - so nennt die Eorzäische Allianz ihre neueste Gefechtsübung, die ein Scharmützel zwischen zwei kleinen Trupps simuliert. Es gilt, ein hitziges Schlachtfeld voller magischer Mechanismen zu dominieren und einen Kristall, der das Herzstück der Übung darstellt, sicher an sein Ziel zu bringen!

※ Siegessterne und Kristallpunkte werden je nach Ausgang der Partie bestimmt.
※ Es werden Gegner mit ähnlichem Rang und Kampfklasse vermittelt.
※ Gruppen werden nach ausgewogener Rollenverteilung und ähnlichem Rang, Kampfklasse und Kristallpunkten gebildet.",,0,112472,0,0,1,0,0,0,0,0,0,40030,0,3,30,30,0,48,146,29,3,1,6,43,5,0,0,0,1,-1,False,True,True,False,True,False,False,False,False,False,False,False,True,False
