#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article
43,Stechmücke,Stechmücken,3,1,0,1,1,0
44,hopsend[a] Haarmücke,hopsend[a] Haarmücken,3,1,0,1,1,0
45,Irrlicht,Irrlichter,4,2,0,1,2,0
46,Plasmodium,Plasmodien,4,1,0,1,2,0
47,Forst-Fungus,Forst-Fungi,3,1,0,1,0,0
48,Krötenstuhl,Krötenstühle,4,2,0,1,0,0
49,Marienkäfer,Marienkäfer,4,2,0,1,0,0
50,Goblin-Strolch,Goblin-Strolche,2,2,0,1,0,0
51,Alpha-Anolis,Alpha-Anolis,3,1,0,1,0,0
52,Rotbauch-Späher,Rotbauch-Späher,4,2,0,1,0,0
53,Hoplomachus[p] der III. Kohorte,Hoplomachi[p] der III. Kohorte,3,1,0,1,0,0
54,Hornissenschwarm,Hornissenschwärme,4,2,0,1,0,0
55,Thanatos,Thanatos,3,1,0,1,0,0
56,Wasser-Exergon,Wasser-Exergone,4,2,0,1,2,0
57,Decurio[p] der III. Kohorte,Decurionen[p] der III. Kohorte,4,1,0,1,0,0
58,Laquearius[p] der III. Kohorte,Laquearii[p] der III. Kohorte,3,1,0,1,0,0
59,Eques[p] der III. Kohorte,Equites[p] der III. Kohorte,3,1,0,1,0,0
60,Secutor[p] der III. Kohorte,Secutoren[p] der III. Kohorte,4,1,0,1,0,0
61,Signifer[p] der III. Kohorte,Signiferi[p] der III. Kohorte,4,1,0,1,0,0
62,Pterosaurus,Pterosaurier,3,2,0,1,0,0
63,Pudding,Puddinge,4,2,0,1,0,0
64,silvanisch[a] Kreischerin,silvanisch[a] Kreischerinnen,3,1,0,1,1,0
65,silvanisch[a] Seufzerin,silvanisch[a] Seufzerinnen,3,1,0,1,1,0
66,silvanisch[a] Keiferin,silvanisch[a] Keiferinnen,3,1,0,1,1,0
67,Sylphen-Kreischerin,Sylphen-Kreischerinnen,3,1,0,1,1,0
68,Sylphen-Seufzerin,Sylphen-Seufzerinnen,3,1,0,1,1,0
69,Sylphen-Keiferin,Sylphen-Keiferinnen,3,1,0,1,1,0
70,Sylphen-Sängerin,Sylphen-Sängerinnen,3,1,0,1,1,0
71,Silbexio,Silbexio,3,1,0,0,1,1
72,Bockmann,Bockmann,3,1,0,0,0,1
73,Großkönig Galvanth,Großkönig Galvanth,3,1,0,0,0,1
74,Schredder,Schredder,3,1,0,0,0,1
75,Aerico,Aerico,3,1,0,0,0,1
76,gelmorrisch[a] Holmheber,gelmorrisch[a] Holmheber,4,2,0,1,0,0
77,gelmorrisch[a] Zahnrädlerin,gelmorrisch[a] Zahnrädlerinnen,3,1,0,1,1,0
78,gelmorrisch[a] Nagelspürer,gelmorrisch[a] Nagelspürer,4,2,0,1,0,0
79,Dalamud-Priester,Dalamud-Priester,4,2,0,1,0,0
80,Rotbauch-Wache,Rotbauch-Wachen,3,1,0,1,1,0
81,Giftstachel Severaint,Giftstachel Severaint,3,1,0,0,0,1
82,Rotbauch-Nesthüter,Rotbauch-Nesthüter,4,2,0,1,0,0
83,Rotbauch-Blinzler,Rotbauch-Blinzler,4,2,0,1,0,0
84,Rotbauch-Singstimme,Rotbauch-Singstimmen,3,1,0,1,1,0
85,Dofagan [t] Büßer[p],Dofagan [t] Büßer[p],4,2,0,0,0,1
86,Köter-Steuermann,Köter-Steuermänner,4,2,0,1,0,0
87,Köter-Matrose,Köter-Matrosen,8,1,0,1,0,0
88,Köter-Maschinist,Köter-Maschinisten,6,1,0,1,0,0
89,Köter-Kanonier,Köter-Kanoniere,4,2,0,1,0,0
90,Sammler-Spriggan,Sammler-Spriggans,4,1,0,1,0,0
91,Spriggan,Spriggans,4,1,0,1,0,0
92,Antares,Antares,3,1,0,0,0,1
93,Sargas,Sargas,3,1,0,0,0,1
94,Shaula,Shaula,3,1,0,0,0,1
95,schmelzend[a] Pudding,schmelzend[a] Puddinge,4,2,0,1,0,0
96,Hekatoncheir-Aufseher,Hekatoncheir-Aufseher,4,2,0,1,0,0
97,Hekatoncheir-Steinstoßer,Hekatoncheir-Steinstoßer,4,2,0,1,0,0
98,Hekatoncheir-Schockblocker,Hekatoncheir-Schockblocker,4,2,0,1,0,0
99,Hekatoncheir-Handrammer,Hekatoncheir-Handrammer,4,2,0,1,0,0
100,Hekatoncheir-Sprengmeister,Hekatoncheir-Sprengmeister,4,2,0,1,0,0
101,Gyges [t] Groß[a],Gyges [t] Groß[a],3,1,0,0,0,1
102,Ixal-Schwertkämpfer,Ixal-Schwertkämpfer,4,2,0,1,0,0
103,Ixal-Mutschwinge,Ixal-Mutschwingen,3,1,0,1,1,0
104,Ixal-Flinkschnabel,Ixal-Flinkschnäbel,4,2,0,1,0,0
105,Ixal-Nebelrufer,Ixal-Nebelrufer,4,2,0,1,0,0
106,Coeurl,Coeurl,3,1,0,1,0,0
107,Mandragora,Mandragoras,3,1,0,1,1,0
108,,,0,0,0,0,0,0
109,Totengräber,Totengräber,4,2,0,1,0,0
110,Skelettkrieger,Skelettkrieger,4,2,0,1,0,0
111,Gruftmilbe,Gruftmilben,3,1,0,1,1,0
112,Kalong,Kalongs,4,1,0,1,0,0
113,Erd-Exergon,Erd-Exergone,4,2,0,1,2,0
114,Eis-Exergon,Eis-Exergone,4,2,0,1,2,0
115,Wind-Exergon,Wind-Exergone,4,2,0,1,2,0
116,Feuer-Exergon,Feuer-Exergone,4,2,0,1,2,0
117,Blitz-Exergon,Blitz-Exergone,4,2,0,1,2,0
118,Mückenschwarm,Mückenschwärme,4,2,0,1,0,0
119,Octavel [t] Unerbittlich[a],Octavel [t] Unerbittlich[a],3,1,0,0,0,1
120,Anolis,Anolis,3,1,0,1,0,0
121,Rotbauch-Schwärmer,Rotbauch-Schwärmer,4,2,0,1,0,0
122,Rotbauch-Aufspießer,Rotbauch-Aufspießer,4,2,0,1,0,0
123,giftig[a] Fledermausfalle,giftig[a] Fledermausfallen,3,1,0,1,1,0
124,giftig[a] Fliegenfalle,giftig[a] Fliegenfallen,3,1,0,1,1,0
125,Eiterdämonenschnake,Eiterdämonenschnaken,3,1,0,1,1,0
126,Riesenschnecke,Riesenschnecken,3,1,0,1,1,0
127,Gigantenschnecke,Gigantenschnecken,3,1,0,1,1,0
128,Baumschrat-Ableger,Baumschrat-Ableger,4,2,0,1,0,0
129,Leuchtkäfer,Leuchtkäfer,4,2,0,1,0,0
130,Lindwurm,Lindwürmer,4,2,0,1,0,0
131,Krater-Golem,Krater-Golems,4,1,0,1,0,0
132,Rauchbomber,Rauchbomber,4,2,0,1,0,0
133,Riesenfledermaus,Riesenfledermäuse,3,2,0,1,1,0
134,unrein[a] Erd-Exergon,unrein[a] Erd-Exergone,4,2,0,1,2,0
135,unrein[a] Wind-Exergon,unrein[a] Wind-Exergone,4,2,0,1,2,0
136,unrein[a] Wasser-Exergon,unrein[a] Wasser-Exergone,4,2,0,1,2,0
137,umherirrend[a] Skelett,umherirrend[a] Skelette,4,2,0,1,2,0
138,Rotbauch-Jack,Rotbauch-Jacks,4,1,0,1,0,0
139,Coeurlklauen-Jägerin,Coeurlklauen-Jägerinnen,3,1,0,1,1,0
140,Coeurlklauen-Wilderin,Rotbauch-Wilderinnen,3,1,0,1,1,0
141,parasitär[a] Fungus,parasitär[a] Fungi,3,1,0,1,0,0
142,jung[a] Antilopenbock,jung[a] Antilopenböcke,4,2,0,1,0,0
143,Ak-Inik-Knappe,Ak-Inik-Knappen,8,1,0,1,0,0
144,Ak-Mena-Knappe,Ak-Mena-Knappen,8,1,0,1,0,0
145,Aaskäfer,Aaskäfer,4,2,0,1,0,0
146,Fleischfliegenschwarm,Fleischfliegenschwärme,4,2,0,1,0,0
147,Ackerlicht,Ackerlichter,4,2,0,1,2,0
148,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
149,Hordenmilbe,Hordenmilben,3,1,0,1,1,0
150,Bastardmilbe,Bastardmilben,3,1,0,1,1,0
151,Drecklaus,Dreckläuse,3,2,0,1,1,0
152,Nichtsflamme,Nichtsflammen,3,1,0,1,1,0
153,Kerker-Pterosaurus,Kerker-Pterosaurier,3,2,0,1,0,0
154,Mun-Tuy-Schössling,Mun-Tuy-Schösslinge,4,2,0,1,0,0
155,Milbenfalle,Milbenfallen,3,1,0,1,1,0
156,Wächter-Laterne,Wächter-Laternen,3,1,0,1,1,0
157,Zellenmilbe,Zellenmilben,3,1,0,1,1,0
158,Knastpudding,Knastpuddinge,4,2,0,1,0,0
159,Witwentröster,Witwentröster,4,2,0,1,0,0
160,Sylphenland-Bussard,Sylphenland-Bussarde,4,2,0,1,0,0
161,Grubenkeiler,Grubenkeiler,4,2,0,1,0,0
162,Milchwurzel-Schössling,Milchwurzel-Schösslinge,4,2,0,1,0,0
163,Sylphenland-Wächter,Sylphenland-Wächter,4,2,0,1,0,0
164,Traumkröte,Traumkröten,3,1,0,1,1,0
165,Milchwurzel-Knöterich,Milchwurzel-Knöteriche,4,2,0,1,0,0
166,Sylphenkappe,Sylphenkappen,3,1,0,1,1,0
167,Sylphen-Traum,Sylphen-Träume,4,2,0,1,0,0
168,Schwebfliegenschwarm,Schwebfliegenschwärme,4,2,0,1,0,0
169,Coeurlklauen-Sammlerin,Coeurlklauen-Sammlerinnen,3,1,0,1,1,0
170,Zwielicht-Todesmaus,Zwielicht-Todesmäuse,3,2,0,1,1,0
171,klein[a] Kalong,klein[a] Kalongs,4,1,0,1,0,0
172,Rotbauch-Strauchdieb,Rotbauch-Strauchdiebe,4,2,0,1,0,0
173,Anolis-Familiar,Anolis-Familiare,4,2,0,1,2,0
174,Wachwolf,Wachwölfe,4,2,0,1,0,0
175,giftig[a] Fliegenfalle,giftig[a] Fliegenfallen,3,1,0,1,1,0
176,futtersuchend[a] Antilopenkuh,futtersuchend[a] Antilopenkühe,3,2,0,1,1,0
177,Blattblutschnecke,Blattblutschnecken,3,1,0,1,1,0
178,Blattblutmilbe,Blattblutmilben,3,1,0,1,1,0
179,Waldbienenschwarm,Waldbienenschwärme,4,2,0,1,0,0
180,Blattblut-Rösling,Blattblut-Röslinge,4,2,0,1,0,0
181,Aasmücke,Aasmücken,3,1,0,1,1,0
182,Zombie-Speerträger,Zombie-Speerträger,4,2,0,1,0,0
183,Nordwald-Lori,Nordwald-Loris,4,1,0,1,0,0
184,Südwald-Opo-Opo,Südwald-Opo-Opos,4,1,0,1,0,0
185,Dunkelseele Janremi,Dunkelseele Janremi,3,1,0,0,0,1
186,Heckenritter,Heckenritter,4,2,0,1,0,0
187,Sumpflicht,Sumpflichter,4,2,0,1,2,0
188,Saprophage,Saprophagen,8,1,0,1,0,0
189,aufbrausend[a] Wegelagerer,aufbrausend[a] Wegelagerer,4,2,0,1,0,0
190,Ixal-Späher,Ixal-Späher,4,2,0,1,0,0
191,Tau-Marienkäfer,Tau-Marienkäfer,4,2,0,1,0,0
192,Ixal-Stumpfkralle,Ixal-Stumpfkrallen,3,1,0,1,1,0
193,Ixal-Stutzschwinge,Ixal-Stutzschwingen,3,1,0,1,1,0
194,Ixal-Lahmschnabel,Ixal-Lahmschnäbel,4,2,0,1,0,0
195,Schweinchen,Schweinchen,4,1,0,1,2,0
196,Schwarzmolch,Schwarzmolche,2,2,0,1,0,0
197,Sumpf-Yarzon,Sumpf-Yarzons,4,1,0,1,0,0
198,Nussknackerhörnchen,Nussknackerhörnchen,4,1,0,1,2,0
199,Stolper-Fungus,Stolper-Fungi,3,1,0,1,0,0
200,Träger-Marienkäfer,Träger-Marienkäfer,4,2,0,1,0,0
201,Mistfliegenwolke,Mistfliegenwolken,3,1,0,1,1,0
202,hungrig[a] Schweinchen,hungrig[a] Schweinchen,4,1,0,1,2,0
203,Lederranken-Mikrochu,Lederranken-Mikrochus,4,1,0,1,2,0
204,rotbraun[a] Yarzon,rotbraun[a] Yarzon,3,1,0,1,0,0
205,gesprenkelt[a] Molch,gesprenkelt[a] Molche,2,2,0,1,0,0
206,Anolis-Schleicher,Anolis-Schleicher,4,2,0,1,0,0
207,Schwebauge,Schwebaugen,4,1,0,1,2,0
208,Ixal-Leichtschwinge,Ixal-Leichtschwingen,3,1,0,1,1,0
209,Ixal-Tollkralle,Ixal-Tollkrallen,3,1,0,1,1,0
210,Ixal-Spitzschnabel,Ixal-Spitzschnäbel,4,2,0,1,0,0
211,Glühwürmchen,Glühwürmchen,4,1,0,1,2,0
212,Grauwolf,Grauwölfe,2,2,0,1,0,0
213,würgend[a] Efeuranke,würgend[a] Efeuranken,3,1,0,1,1,0
214,wuchernd[a] Efeuranke,wuchernd[a] Efeuranken,3,1,0,1,1,0
215,Grabranke,Grabranken,3,1,0,1,1,0
216,Giftkröte,Giftkröten,3,1,0,1,1,0
217,Lachkröte,Lachkröten,3,1,0,1,1,0
218,Qiqirn-Störenfried,Qiqirn-Störenfried,4,2,0,1,0,0
219,Qiqirn-Schläger,Qiqirn-Schläger,4,2,0,1,0,0
220,Feen-Fungus,Feen-Fungi,3,1,0,1,0,0
221,brütend[a] Ziz,brütend[a] Ziz,3,1,0,1,0,0
222,gehäutet[a] Ziz,gehäutet[a] Ziz,3,1,0,1,0,0
223,Jung-Ziz,Jung-Ziz,3,1,0,1,0,0
224,Ziz,Ziz,3,1,0,1,0,0
225,Goblin-Jäger,Goblin-Jäger,4,2,0,1,0,0
226,Fluss-Yarzon,Fluss-Yarzons,4,1,0,1,0,0
227,Aas-Yarzon,Aas-Yarzons,4,1,0,1,0,0
228,Rindenmolch,Rindenmolche,4,2,0,1,0,0
229,silvanisch[a] Schreierin,silvanisch[a] Schreierinnen,3,1,0,1,1,0
230,silvanisch[a] Heulerin,silvanisch[a] Heulerinnen,3,1,0,1,1,0
231,silvanisch[a] Ächzerin,silvanisch[a] Ächzerinnen,3,1,0,1,1,0
232,krank[a] Baumschrat,krank[a] Baumschrate,4,2,0,1,0,0
233,alt[a] Baumschrat,alt[a] Baumschrate,4,2,0,1,0,0
234,Schmalmaul-Orobon,Schmalmaul-Orobon,3,1,0,1,0,0
235,Großmaul-Orobon,Großmaul-Orobon,3,1,0,1,0,0
236,Wiedergänger,Wiedergänger,4,2,0,1,0,0
237,Morbol,Morbol,4,1,0,1,0,0
238,Todesweide,Todesweiden,3,1,0,1,1,0
239,Raptoren-Wilderin,Raptoren-Wilderinnen,3,1,0,1,1,0
240,Keiler-Wilderin,Keiler-Wilderinnen,3,1,0,1,1,0
241,Wolfs-Wilderin,Wölfe-Wilderinnen,3,1,0,1,1,0
242,Ahriman,Ahriman,4,1,0,1,0,0
243,Eisenschildkröte,Eisenschildkröten,3,1,0,1,1,0
244,Riesenschildkröte,Riesenschildkröten,3,1,0,1,1,0
245,Amalj'aa-Pikenier,Amalj'aa-Pikeniere,4,2,0,1,0,0
246,Amalj'aa-Aufspießer,Amalj'aa-Aufspießer,4,2,0,1,0,0
247,Amalj'aa-Speerwerfer,Amalj'aa-Speerwerfer,4,2,0,1,0,0
248,Amalj'aa-Hellebardier,Amalj'aa-Hellebardiere,4,2,0,1,0,0
249,Amalj'aa-Bogenschütze,Amalj'aa-Bogenschützen,8,1,0,1,0,0
250,Amalj'aa-Jäger,Amalj'aa-Jäger,4,2,0,1,0,0
251,Amalj'aa-Waldläufer,Amalj'aa-Waldläufer,4,2,0,1,0,0
252,Amalj'aa-Scharfschütze,Amalj'aa-Scharfschützen,8,1,0,1,0,0
253,Amalj'aa-Faustkämpfer,Amalj'aa-Faustkämpfer,4,2,0,1,0,0
254,Amalj'aa-Schläger,Amalj'aa-Schläger,4,2,0,1,0,0
255,Glasmaul Nazagg Gah,Glasmaul Nazagg Gah,3,1,0,0,2,1
256,Amalj'aa-Kraftprotz,Amalj'aa-Kraftprotze,2,2,0,1,0,0
257,Diamantmaul Nezedd Gah,Diamantmaul Nezedd Gah,3,1,0,0,2,1
258,Amalj'aa-Thaumaturg,Amalj'aa-Thaumaturgen,6,1,0,1,0,0
259,Amalj'aa-Seher,Amalj'aa-Seher,4,2,0,1,0,0
260,Amalj'aa-Weissager,Amalj'aa-Weissager,4,2,0,1,0,0
261,Uhrwerk-Spinne,Uhrwerk-Spinnen,3,1,0,1,1,0
262,Stern-Murmelhörnchen,Stern-Murmelhörnchen,4,1,0,1,2,0
263,Blutwolf,Blutwölfe,2,2,0,1,0,0
264,Drakon,Drakon,3,1,0,1,0,0
265,Sandkröte,Sandkröten,3,1,0,1,1,0
266,Qiqirn-Panzerbrecher,Qiqirn-Panzerbrecher,4,2,0,1,0,0
267,allagisch[a] Naga,allagisch[a] Naga,3,1,0,1,1,0
268,Qiqirn-Läufer,Qiqirn-Läufer,4,2,0,1,0,0
269,Magitek-Frontbrecher,Magitek-Frontbrecher,4,2,0,1,0,0
270,Granate,Granaten,3,1,0,1,1,0
271,Goldvlies,Goldvliese,2,2,0,1,2,0
272,Flausch,Flausche,2,2,0,1,0,0
273,Myotragus-Bock,Myotragus-Böcke,4,2,0,1,0,0
274,Myotragus-Geiß,Myotragus-Geißen,3,1,0,1,1,0
275,Quarz-Dobalos,Quarz-Dobalosse,3,2,0,1,0,0
276,rostig[a] Kobalos,rostig[a] Kobalosse,3,2,0,1,0,0
277,Kupfer-Kobalos,Kupfer-Kobalosse,3,2,0,1,0,0
278,Blei-Kobalos,Blei-Kobalosse,3,2,0,1,0,0
279,Sonnenfledermaus,Sonnenfledermäuse,3,2,0,1,1,0
280,Sandstein-Golem,Sandstein-Golems,4,1,0,1,0,0
281,Pelisaurus,Pelisaurier,3,2,0,1,0,0
282,Hammerschnabel,Hammerschnäbel,4,1,0,1,0,0
283,Goblin-Räuber,Goblin-Räuber,4,2,0,1,0,0
284,gefräßig[a] Yarzon,gefräßig[a] Yarzons,4,1,0,1,0,0
285,rotbraun[a] Yarzon,rotbraun[a] Yarzons,4,1,0,1,0,0
286,Sabotender,Sabotender,3,2,0,1,0,0
287,Kaktor,Kaktoren,4,1,0,1,0,0
288,Koschenillen-Kaktor,Koschenillen-Kaktoren,4,1,0,1,0,0
289,Molch,Molche,4,2,0,1,0,0
290,Sandwurm,Sandwürmer,4,2,0,1,0,0
291,Ouroboros,Ouroboros,3,1,0,1,0,0
292,Treiberameisen-Soldat,Treiberameisen-Soldaten,6,1,0,1,0,0
293,Treiberameisen-Wache,Treiberameisen-Wachen,3,1,0,1,1,0
294,Treiberameisen-Arbeiter,Treiberameisen-Arbeiter,4,2,0,1,0,0
295,Simurgh,Simurghen,4,1,0,1,0,0
296,Brummkäfer,Brummkäfer,4,2,0,1,0,0
297,Magitek-Colossus,Magitek-Colossi,3,1,0,1,0,0
298,Sonnenmückenschwarm,Sonnenmückenschwärme,4,2,0,1,0,0
299,nistend[a] Bussard,nistend[a] Bussarde,4,2,0,1,0,0
300,Höhlen-Bussard,Höhlen-Bussarde,4,2,0,1,0,0
301,Schlucht-Bussard,Schlucht-Bussarde,4,2,0,1,0,0
302,verwahrlost[a] Mischling,verwahrlost[a] Mischlinge,4,2,0,1,0,0
303,Sandhaut-Peiste,Sandhaut-Peiste,3,2,0,1,1,0
304,Basilisk,Basilisken,6,1,0,1,0,0
305,Wüsten-Peiste,Wüsten-Peiste,3,2,0,1,1,0
306,Tukotuko,Tukotukos,4,1,0,1,0,0
307,Anglerfisch,Anglerfische,2,2,0,1,0,0
308,Orobon,Orobon,3,1,0,1,0,0
309,aufgebläht[a] Spukgespenst,aufgebläht[a] Spukgespenster,2,2,0,1,2,0
310,Mondtropfen-Steineschlepper,Mondtropfen-Steineschlepper,4,2,0,1,0,0
311,Amajina-Steineschlepper,Amajina-Steineschlepper,4,2,0,1,0,0
312,Mondtropfen-Sprengmeister,Mondtropfen-Sprengmeister,4,2,0,1,0,0
313,Amajina-Sprengmeister,Amajina-Sprengmeister,4,2,0,1,0,0
314,Mondtropfen-Ramme,Mondtropfen-Rammen,3,1,0,1,1,0
315,Amajina-Ramme,Amajina-Rammen,3,1,0,1,1,0
316,Bomber,Bomber,4,2,0,1,0,0
317,Grabräuber-Spriggan,Grabräuber-Spriggans,3,1,0,1,0,0
318,Schnappspitzmull,Schnappspitzmulle,4,2,0,1,0,0
319,verrottend[a] Leiche,verrottend[a] Leichen,3,1,0,1,1,0
320,gefallen[a] Soldat,gefallen[a] Soldaten,6,1,0,1,0,0
321,gefallen[a] Pikenier,gefallen[a] Pikeniere,4,2,0,1,0,0
322,verrottend[a] Edelmann,verrottend[a] Edelmänner,2,2,0,1,0,0
323,gefallen[a] Magier,gefallen[a] Magier,4,2,0,1,0,0
324,gefallen[a] Zauberer,gefallen[a] Zauberer,4,2,0,1,0,0
325,Todesboten-Assassine,Todesboten-Assassinen,8,1,0,1,0,0
326,Quiveron-Wache,Quiveron-Wachen,3,1,0,1,1,0
327,Giftmischer-Assassine,Giftmischer-Assassinen,8,1,0,1,0,0
328,Baron[p] von Quiveron III.,Barone[p] von Quiveron III.,4,2,0,1,0,0
329,Scharfschützen-Assassine,Scharfschützen-Assassinen,8,1,0,1,0,0
330,Quiveron-Handlanger,Quiveron-Handlanger,4,2,0,1,0,0
331,Leichenbrigaden-Knöcheltänzer,Leichenbrigaden-Knöcheltänzer,4,2,0,1,0,0
332,Leichenbrigaden-Feuerteufel,Leichenbrigaden-Feuerteufel,4,2,0,1,0,0
333,Leichenbrigaden-Pikentänzer,Leichenbrigaden-Pikentänzer,4,2,0,1,0,0
334,Edelwaisen-Schmuggler,Edelwaisen-Schmuggler,4,2,0,1,0,0
335,Edelwaisen-Anführer,Edelwaisen-Anführer,4,2,0,1,0,0
336,Edelwaisen-Schreiberling,Edelwaisen-Schreiberlinge,4,2,0,1,0,0
337,abgeklärt[a] Gladiator,abgeklärt[a] Gladiatoren,4,1,0,1,0,0
338,abgeklärt[a] Faustkämpfer,abgeklärt[a] Faustkämpfer,4,2,0,1,0,0
339,abgeklärt[a] Redner,abgeklärt[a] Redner,4,2,0,1,0,0
340,Archelon,Archelons,3,1,0,1,0,0
341,Apkallu,Apkallus,3,1,0,1,0,0
342,Flachflossen-Plünderer,Flachflossen-Plünderer,4,2,0,1,0,0
343,Aermswys [t] Gezeichnet[a],Aermswys [t] Gezeichnet[a],3,1,0,0,1,1
344,Flachkrallen-Plünderer,Flachkrallen-Plünderer,4,2,0,1,0,0
345,Seichtklauen-Plünderer,Seichtklauen-Plünderer,4,2,0,1,0,0
346,Flachschuppen-Plünderer,Flachschuppen-Plünderer,4,2,0,1,0,0
347,Seichtschuppen-Plünderer,Seichtschuppen-Plünderer,4,2,0,1,0,0
348,Stumpfaugen-Plünderer,Stumpfaugen-Plünderer,4,2,0,1,0,0
349,Flusskröte,Flusskröten,3,1,0,1,1,0
350,Qiqirn-Strandguträuber,Qiqirn-Strandguträuber,4,2,0,1,0,0
351,Qiqirn-Möwenbrater,Qiqirn-Möwenbrater,4,2,0,1,0,0
352,Dschungel-Coeurl,Dschungel-Coeurl,3,1,0,1,0,0
353,Goobbue,Goobbue,3,1,0,1,1,0
354,Flechten-Goobbue,Flechten-Goobbue,3,1,0,1,1,0
355,Mehltau-Goobbue,Mehltau-Goobbue,3,1,0,1,1,0
356,moosig[a] Goobbue,moosig[a] Goobbue,3,1,0,1,1,0
357,Auerochse,Auerochsen,8,1,0,1,0,0
358,verwundet[a] Auerochse,verwundet[a] Auerochsen,8,1,0,1,0,0
359,Riesenbüffel,Riesenbüffel,4,2,0,1,0,0
360,Seewespe,Seewespen,3,1,0,1,1,0
361,Rotgischt-Helmqualle,Rotgischt-Helmqualle,3,2,0,1,1,0
362,treibend[a] Aurelia,treibend[a] Aurelias,3,1,0,1,1,0
363,Dämmerfledermaus,Dämmerfledermäuse,3,2,0,1,1,0
364,Höhlenfledermaus,Höhlenfledermäuse,3,2,0,1,1,0
365,Basaltgolem,Basaltgolems,4,1,0,1,0,0
366,Riesenpelikan,Riesenpelikane,4,2,0,1,0,0
367,Goblin-Fischer,Goblin-Fischer,4,2,0,1,0,0
368,Kobold-Schuttfeger,Kobold-Schuttfeger,4,2,0,1,0,0
369,Kobold-Steiger,Kobold-Steiger,4,2,0,1,0,0
370,Kobold-Hauer,Kobold-Hauer,4,2,0,1,0,0
371,Kobold-Priester,Kobold-Priester,4,2,0,1,0,0
372,Kobold-Bittsteller,Kobold-Bittsteller,4,2,0,1,0,0
373,Kobold-Missionar,Kobold-Missionare,4,2,0,1,0,0
374,Kobold-Diakon,Kobold-Diakone,4,2,0,1,0,0
375,Kobold-Fürbeter,Kobold-Fürbeter,4,2,0,1,0,0
376,Kobold-Diener,Kobold-Diener,4,2,0,1,0,0
377,Kobold-Laufbursche,Kobold-Laufburschen,8,1,0,1,0,0
378,Kobold-Kollektor,Kobold-Kollektoren,4,1,0,1,0,0
379,Kobold-Grenzsoldat,Kobold-Grenzsoldaten,6,1,0,1,0,0
380,Kobold-Fußsoldat,Kobold-Fußsoldaten,6,1,0,1,0,0
381,Wald-Yarzon,Wald-Yarzons,4,1,0,1,0,0
382,Wasserläufer,Wasserläufer,4,2,0,1,0,0
383,blutend[a] Yarzon,blutend[a] Yarzons,4,1,0,1,0,0
384,Panzerklauen-Sahagin,Panzerklauen-Sahagin,3,1,0,1,0,0
