#,Name,Background,Frame,Decoration,SortKey
72,Crystalline Conflict: Platin (2. Saison),96,54,54,3214
73,Crystalline Conflict: Diamant (2. Saison),97,55,55,3213
74,Crystalline Conflict: Kristall (2. Saison),98,56,56,3212
75,Kristallkönig (3. Saison),99,57,57,3218
76,Kristallfürst (3. Saison),100,58,58,3219
77,Kristallkämpfer (3. Saison),101,59,59,3220
78,Crystalline Conflict: Bronze (3. Saison),102,60,60,3226
79,Crystalline Conflict: Silber (3. Saison),103,61,61,3225
80,Crystalline Conflict: Gold (3. Saison),104,62,62,3224
81,Crystalline Conflict: Platin (3. Saison),105,63,63,3223
82,Crystalline Conflict: Diamant (3. Saison),106,64,64,3222
83,Crystalline Conflict: Kristall (3. Saison),107,65,65,3221
84,Crystalline Conflict: Blau,108,66,66,3002
85,Crystalline Conflict: Rot,109,67,67,3003
86,Unstetes Gewölbe: Die Unterstadt von Sil'dih,110,68,68,2402
87,Aufträge der Omikron,111,1,69,2315
88,Geometrisch: Kreise,119,70,75,11
89,Comic,116,69,74,12
90,Gemeines Grau (NQ),125,76,1,13
91,Rares Rosa (NQ),126,76,1,14
92,Gewöhnliches Grün (NQ),127,76,1,15
93,Besonderes Blau (NQ),128,76,1,16
94,Fantastisches Flieder (NQ),129,76,1,17
95,Gemeines Grau (HQ),125,77,1,18
96,Rares Rosa (HQ),126,77,1,19
97,Gewöhnliches Grün (HQ),127,77,1,20
98,Besonderes Blau (HQ),128,77,1,21
99,Fantastisches Flieder (HQ),129,77,1,22
100,Musik,123,1,76,23
101,Café,115,1,73,24
102,Kristallkönig (4. Saison),133,78,81,3227
103,Kristallfürst (4. Saison),134,79,82,3228
104,Kristallkämpfer (4. Saison),135,80,83,3229
105,Crystalline Conflict: Kristall (4. Saison),136,81,84,3230
106,Crystalline Conflict: Diamant (4. Saison),137,82,85,3231
107,Crystalline Conflict: Platin (4. Saison),138,83,86,3232
108,Crystalline Conflict: Gold (4. Saison),139,84,87,3233
109,Crystalline Conflict: Silber (4. Saison),140,85,88,3234
110,Crystalline Conflict: Bronze (4. Saison),141,86,89,3235
111,Kristallkönig (5. Saison),142,87,90,3236
112,Kristallfürst (5. Saison),143,88,91,3237
113,Kristallkämpfer (5. Saison),144,89,92,3238
114,Crystalline Conflict: Kristall (5. Saison),145,90,93,3239
115,Crystalline Conflict: Diamant (5. Saison),146,91,94,3240
116,Crystalline Conflict: Platin (5. Saison),147,92,95,3241
117,Crystalline Conflict: Gold (5. Saison),148,93,96,3242
118,Crystalline Conflict: Silber (5. Saison),149,94,97,3243
119,Crystalline Conflict: Bronze (5. Saison),150,95,98,3244
120,Falken,151,96,99,3004
121,Raben,152,97,100,3005
122,Aufträge der Pixies,153,1,101,2311
123,Aufträge der Qitari,154,1,102,2312
124,Aufträge der Zwerge,155,1,103,2313
125,Aufträge der Arkasodara,156,1,104,2314
126,Aufträge der Loporrit,157,1,105,2316
127,Omega (fatal),158,98,106,2504
128,Tiefes Gewölbe: Eureka Orthos 1,159,1,107,2358
129,Tiefes Gewölbe: Eureka Orthos 2,160,1,108,2359
130,Die vier Tierheiligen,161,99,1,2251
131,Inselparadies 1,162,100,109,2340
132,Inselparadies 2,163,101,110,2341
133,Kristallkönig (6. Saison),164,102,111,3245
134,Kristallfürst (6. Saison),165,103,112,3246
135,Kristallkämpfer (6. Saison),166,104,113,3247
136,Crystalline Conflict: Kristall (6. Saison),167,105,114,3248
137,Crystalline Conflict: Diamant (6. Saison),168,106,115,3249
138,Crystalline Conflict: Platin (6. Saison),169,107,116,3250
139,Crystalline Conflict: Gold (6. Saison),170,108,117,3251
140,Crystalline Conflict: Silber (6. Saison),171,109,118,3252
141,Crystalline Conflict: Bronze (6. Saison),172,110,119,3253
142,Kristallkönig (7. Saison),173,111,120,3254
143,Kristallfürst (7. Saison),174,112,121,3255
144,Kristallkämpfer (7. Saison),175,113,122,3256
145,Crystalline Conflict: Kristall (7. Saison),176,114,123,3257
146,Crystalline Conflict: Diamant (7. Saison),177,115,124,3258
147,Crystalline Conflict: Platin (7. Saison),178,116,125,3259
148,Crystalline Conflict: Gold (7. Saison),179,117,126,3260
149,Crystalline Conflict: Silber (7. Saison),180,118,127,3261
150,Crystalline Conflict: Bronze (7. Saison),181,119,128,3262
151,Aramitama,182,120,129,3006
152,Nigimitama,183,121,130,3007
153,Aufträge der Kojin,184,1,131,2308
154,Aufträge der Ananta,185,1,132,2309
155,Aufträge der Namazuo,186,1,133,2310
156,Blaumagier (normal),71,122,134,2071
157,Blaumagier (dynamisch),187,122,134,2171
158,Das Ende einer Ära,188,128,1,2250
159,10. Jubiläum,189,123,135,3950
160,Unstetes Gewölbe: Der Rokkon,190,124,136,2403
161,Fischer auf großer Fahrt,191,125,137,2346
162,Kapitalbeschaffung,192,126,138,2347
163,Mahjong-Profi,193,127,139,2350
164,Die Palästra,194,129,140,3008
165,Wolke Sieben,195,130,141,3009
166,Kristallkönig (8. Saison),196,131,142,3263
167,Kristallfürst (8. Saison),197,132,143,3264
168,Kristallkämpfer (8. Saison),198,133,144,3265
169,Crystalline Conflict: Kristall (8. Saison),199,134,145,3266
170,Crystalline Conflict: Diamant (8. Saison),200,135,146,3267
171,Crystalline Conflict: Platin (8. Saison),201,136,147,3268
172,Crystalline Conflict: Gold (8. Saison),202,137,148,3269
173,Crystalline Conflict: Silber (8. Saison),203,138,149,3270
174,Crystalline Conflict: Bronze (8. Saison),204,139,150,3271
175,Kristallkönig (9. Saison),205,140,151,3272
176,Kristallfürst (9. Saison),206,141,152,3273
177,Kristallkämpfer (9. Saison),207,142,153,3274
178,Crystalline Conflict: Kristall (9. Saison),208,143,154,3275
179,Crystalline Conflict: Diamant (9. Saison),209,144,155,3276
180,Crystalline Conflict: Platin (9. Saison),210,145,156,3277
181,Crystalline Conflict: Gold (9. Saison),211,146,157,3278
182,Crystalline Conflict: Silber (9. Saison),212,147,158,3279
183,Crystalline Conflict: Bronze (9. Saison),213,148,159,3280
184,Kristallkönig (10. Saison),214,149,160,3281
185,Kristallfürst (10. Saison),215,150,161,3282
186,Kristallkämpfer (10. Saison),216,151,162,3283
187,Crystalline Conflict: Kristall (10. Saison),217,152,163,3284
188,Crystalline Conflict: Diamant (10. Saison),218,153,164,3285
189,Crystalline Conflict: Platin (10. Saison),219,154,165,3286
190,Crystalline Conflict: Gold (10. Saison),220,155,166,3287
191,Crystalline Conflict: Silber (10. Saison),221,156,167,3288
192,Crystalline Conflict: Bronze (10. Saison),222,157,168,3289
193,Aufträge der Vanu Vanu,223,1,169,2305
194,Aufträge der Gnath,224,1,170,2306
195,Aufträge der Mogrys,225,1,171,2307
196,Mythen Eorzeas: Halone,226,158,172,2252
197,Mythen Eorzeas: Menphina,226,158,173,2253
198,Mythen Eorzeas: Thaliak,226,158,174,2254
199,Mythen Eorzeas: Nymeia,226,158,175,2255
200,Mythen Eorzeas: Llymlaen,226,158,176,2256
201,Mythen Eorzeas: Oschon,226,158,177,2257
202,Mythen Eorzeas: Byregot,226,158,178,2258
203,Mythen Eorzeas: Rhalgr,226,158,179,2259
204,Mythen Eorzeas: Azeyma,226,158,180,2260
205,Mythen Eorzeas: Nald'thal,226,158,181,2261
206,Mythen Eorzeas: Nophica,226,158,182,2262
207,Mythen Eorzeas: Althyk,226,158,183,2263
208,Unstetes Gewölbe: Aloalo,227,159,184,2404
209,Khloes Abenteueralbum,228,160,185,2351
210,Traumtafel,229,161,186,2352
211,Stolperville 1,230,162,187,3951
212,Stolperville 2,231,163,188,3952
213,Stolperville 3,232,164,189,3953
214,Yo-kai Watch,233,165,190,3954
215,Viper (normal),234,166,191,2063
216,Viper (dynamisch),235,166,191,2163
217,Piktomant (normal),236,167,192,2070
218,Piktomant (dynamisch),237,167,192,2170
219,Herz des Vulkans,238,168,193,3010
220,Mechanische Menagerie,239,169,194,3011
221,Kristallkönig (11. Saison),240,170,195,3290
222,Kristallfürst (11. Saison),241,171,196,3291
223,Kristallkämpfer (11. Saison),242,172,197,3292
224,Crystalline Conflict: Kristall (11. Saison),243,173,198,3293
225,Crystalline Conflict: Diamant (11. Saison),244,174,199,3294
226,Crystalline Conflict: Platin (11. Saison),245,175,200,3295
227,Crystalline Conflict: Gold (11. Saison),246,176,201,3296
228,Crystalline Conflict: Silber (11. Saison),247,177,202,3297
229,Crystalline Conflict: Bronze (11. Saison),248,178,203,3298
230,Aufträge der Kobolde,249,1,204,2302
231,Aufträge der Sylphen,250,1,205,2301
232,Aufträge der Amalj'aa,251,1,206,2300
233,Aufträge der Sahagin,252,1,207,2303
234,Aufträge der Ixal,253,1,208,2304
235,Tuliyollal 1,254,179,209,1036
236,Tuliyollal 2,255,180,210,1037
237,Lösung Neun 1,256,181,211,1038
238,Lösung Neun 2,257,182,212,1039
239,Robbenholm,258,183,213,3013
240,Die Roten Sande,259,184,214,3012
241,Kristallkönig (12. Saison),260,185,215,3299
242,Kristallfürst (12. Saison),261,186,216,3300
243,Kristallkämpfer (12. Saison),262,187,217,3301
244,Crystalline Conflict: Kristall (12. Saison),263,188,218,3302
245,Crystalline Conflict: Diamant (12. Saison),264,189,219,3303
246,Crystalline Conflict: Platin (12. Saison),265,190,220,3304
247,Crystalline Conflict: Gold (12. Saison),266,191,221,3305
248,Crystalline Conflict: Silber (12. Saison),267,192,222,3306
249,Crystalline Conflict: Bronze (12. Saison),268,193,223,3307
250,Aufträge der Pelupelu,269,1,224,2317
251,Ishgard 1,270,194,225,1020
252,Ishgard 2,271,195,226,1021
253,Frohehalde 1,272,196,227,1022
254,Frohehalde 2,273,197,228,1023
255,Kugane 1,274,198,229,1024
256,Kugane 2,275,199,230,1025
257,Rhalgrs Wacht 1,276,200,231,1026
258,Rhalgrs Wacht 2,277,201,232,1027
259,Crystarium 1,278,202,233,1028
260,Crystarium 2,279,203,234,1029
261,Eulmore 1,280,204,235,1030
262,Eulmore 2,281,205,236,1031
263,Alt-Sharlayan 1,282,206,237,1032
264,Alt-Sharlayan 2,283,207,238,1033
265,Radz-at-Han 1,284,208,239,1034
266,Radz-at-Han 2,285,209,240,1035
267,Feld der Ehre,286,210,241,3014
268,Onsal Hakair,287,211,242,3015
269,Kristallkönig (13. Saison),288,212,243,3308
270,Kristallfürst (13. Saison),289,213,244,3309
271,Kristallkämpfer (13. Saison),290,214,245,3310
272,Crystalline Conflict: Kristall (13. Saison),291,215,246,3311
273,Crystalline Conflict: Diamant (13. Saison),292,216,247,3312
274,Crystalline Conflict: Platin (13. Saison),293,217,248,3313
275,Crystalline Conflict: Gold (13. Saison),294,218,249,3314
276,Crystalline Conflict: Silber (13. Saison),295,219,250,3315
277,Crystalline Conflict: Bronze (13. Saison),296,220,251,3316
278,Kristallkönig (14. Saison),297,221,252,3317
279,Kristallfürst (14. Saison),298,222,253,3318
280,Kristallkämpfer (14. Saison),299,223,254,3319
281,Crystalline Conflict: Kristall (14. Saison),300,224,255,3320
282,Crystalline Conflict: Diamant (14. Saison),301,225,256,3321
283,Crystalline Conflict: Platin (14. Saison),302,226,257,3322
284,Crystalline Conflict: Gold (14. Saison),303,227,258,3323
285,Crystalline Conflict: Silber (14. Saison),304,228,259,3324
286,Crystalline Conflict: Bronze (14. Saison),305,229,260,3325
287,Eine zweite Zukunft,306,230,261,2505
288,Aufträge der Mamool Ja,307,1,262,2318
289,Tiefes Gewölbe: Palast der Toten 1,308,1,263,2354
290,Tiefes Gewölbe: Palast der Toten 2,309,1,264,2355
291,Tiefes Gewölbe: Himmelssäule 1,310,1,265,2356
292,Tiefes Gewölbe: Himmelssäule 2,311,1,266,2357
293,Kreszentia,312,231,267,2406
294,Kosmo-Erkundung 1,313,232,268,2343
295,Monster Hunter Wilds 1,314,233,269,3955
296,Monster Hunter Wilds 2,315,234,270,3956
297,Verborgene Schlucht,316,235,271,3016
298,Äußere Ruinen (Sicherung),317,236,272,3017
299,Kristallkönig (15. Saison),318,237,273,3326
300,Kristallfürst (15. Saison),319,238,274,3327
301,Kristallkämpfer (15. Saison),320,239,275,3328
302,Crystalline Conflict: Kristall (15. Saison),321,240,276,3329
303,Crystalline Conflict: Diamant (15. Saison),322,241,277,3330
304,Crystalline Conflict: Platin (15. Saison),323,242,278,3331
305,Crystalline Conflict: Gold (15. Saison),324,243,279,3332
306,Crystalline Conflict: Silber (15. Saison),325,244,280,3333
307,Crystalline Conflict: Bronze (15. Saison),326,245,281,3334
308,Kristallkönig (16. Saison),327,246,282,3335
309,Kristallfürst (16. Saison),328,247,283,3336
310,Kristallkämpfer (16. Saison),329,248,284,3337
311,Crystalline Conflict: Ultima (16. Saison),330,249,285,3338
312,Crystalline Conflict: Omega (16. Saison),331,250,286,3339
313,Crystalline Conflict: Kristall (16. Saison),332,251,287,3340
314,Crystalline Conflict: Diamant (16. Saison),333,252,288,3341
315,Crystalline Conflict: Platin (16. Saison),334,253,289,3342
316,Crystalline Conflict: Gold (16. Saison),335,254,290,3343
317,Crystalline Conflict: Silber (16. Saison),336,255,291,3344
318,Crystalline Conflict: Bronze (16. Saison),337,256,292,3345
319,Aufträge der Yok Huy,338,1,293,2319
320,Tiefes Gewölbe: Pilgers Pfad 1,339,1,294,2400
321,Tiefes Gewölbe: Pilgers Pfad 2,340,1,295,2401
322,Kosmo-Erkundung 2,341,257,296,2344
323,Inselparadies 3,342,258,1,2342
324,Küstenkampf,343,259,297,3018
325,Worqor Chirteh,344,260,298,3019
326,Kristallkönig (17. Saison),345,261,299,3346
327,Kristallfürst (17. Saison),346,262,300,3347
328,Kristallkämpfer (17. Saison),347,263,301,3348
329,Crystalline Conflict: Ultima (17. Saison),348,264,302,3349
330,Crystalline Conflict: Omega (17. Saison),349,265,303,3350
331,Crystalline Conflict: Kristall (17. Saison),350,266,304,3351
332,Crystalline Conflict: Diamant (17. Saison),351,267,305,3352
333,Crystalline Conflict: Platin (17. Saison),352,268,306,3353
334,Crystalline Conflict: Gold (17. Saison),353,269,307,3354
335,Crystalline Conflict: Silber (17. Saison),354,270,308,3355
336,Crystalline Conflict: Bronze (17. Saison),355,271,309,3356
337,Kristallkönig (18. Saison),356,272,310,3357
338,Kristallfürst (18. Saison),357,273,311,3358
339,Kristallkämpfer (18. Saison),358,274,312,3359
340,Crystalline Conflict: Ultima (18. Saison),359,275,313,3360
341,Crystalline Conflict: Omega (18. Saison),360,276,314,3361
342,Crystalline Conflict: Kristall (18. Saison),361,277,315,3362
343,Crystalline Conflict: Diamant (18. Saison),362,278,316,3363
344,Crystalline Conflict: Platin (18. Saison),363,279,317,3364
345,Crystalline Conflict: Gold (18. Saison),364,280,318,3365
346,Crystalline Conflict: Silber (18. Saison),365,281,319,3366
347,Crystalline Conflict: Bronze (18. Saison),366,282,320,3367
348,Besondere Verdienste,367,283,321,4002
349,Kosmo-Erkundung 3,368,284,322,2345
350,,0,0,0,0
351,Schlichter Stil 1,370,286,324,25
352,Schlichter Stil 2,371,287,325,26
353,Schlichter Stil 3,372,288,326,27
354,Schlichter Stil 4,373,289,327,28
355,Schlichter Stil 5,374,290,328,29
356,Schlichter Stil 6,375,291,329,30
357,Schlichter Stil 7,376,292,330,31
358,Schlichter Stil 8,377,293,331,32
359,,0,0,0,0
360,,0,0,0,0
361,,0,0,0,0
362,,0,0,0,0
363,,0,0,0,0
364,,0,0,0,0
365,,0,0,0,0
366,,0,0,0,0
367,,0,0,0,0
368,,0,0,0,0
369,,0,0,0,0
370,,0,0,0,0
371,,0,0,0,0
372,,0,0,0,0
373,,0,0,0,0
374,,0,0,0,0
375,,0,0,0,0
376,,0,0,0,0
377,,0,0,0,0
378,,0,0,0,0
379,,0,0,0,0
380,,0,0,0,0
