#,Item,GatheringLog,FishingLog,Quantity[0],Quantity[1],Quantity[2],Quantity[3],Quantity[4]
224,7030,224,0,15,20,30,40,50
225,7031,225,0,15,20,30,40,50
226,5563,188,0,15,20,30,40,50
227,29968,608,0,3,5,7,8,9
228,4812,179,0,15,20,30,40,50
229,4806,108,0,15,20,30,40,50
230,7729,240,0,1,1,1,1,1
231,4797,186,0,15,20,30,40,50
232,6145,170,0,15,20,30,40,50
233,5535,127,0,15,20,30,40,50
234,4835,143,0,15,20,30,40,50
235,7738,249,0,1,1,1,1,1
236,5388,109,0,15,20,30,40,50
237,5542,150,0,15,20,30,40,50
238,4836,172,0,15,20,30,40,50
239,7739,250,0,1,1,1,1,1
240,7740,251,0,1,1,1,1,1
241,4819,161,0,15,20,30,40,50
242,4821,196,0,15,20,30,40,50
243,7721,232,0,1,1,1,1,1
244,4822,157,0,15,20,30,40,50
245,8,7,0,30,60,100,110,120
246,9,8,0,30,60,100,110,120
247,10,9,0,30,60,100,110,120
248,11,10,0,30,60,100,110,120
249,12,11,0,30,60,100,110,120
250,13,12,0,30,60,100,110,120
251,4788,145,0,15,20,30,40,50
252,7722,233,0,1,1,1,1,1
253,4789,193,0,15,20,30,40,50
254,7723,234,0,1,1,1,1,1
255,5814,29,0,15,20,30,40,50
256,5815,30,0,15,20,30,40,50
257,5816,31,0,15,20,30,40,50
258,5817,32,0,15,20,30,40,50
259,5818,33,0,15,20,30,40,50
260,5819,34,0,15,20,30,40,50
261,5820,35,0,15,20,30,40,50
262,5359,123,0,15,20,30,40,50
263,4813,106,0,15,20,30,40,50
264,5559,197,0,15,20,30,40,50
265,29970,609,0,3,5,7,8,9
266,5346,210,0,15,20,30,40,50
267,5409,111,0,15,20,30,40,50
268,7741,252,0,1,1,1,1,1
269,5390,112,0,15,20,30,40,50
270,4790,144,0,15,20,30,40,50
271,4837,194,0,15,20,30,40,50
272,7742,253,0,1,1,1,1,1
273,5543,192,0,15,20,30,40,50
274,7011,221,0,15,20,30,40,50
275,4798,189,0,15,20,30,40,50
276,7743,254,0,1,1,1,1,1
277,4791,203,0,15,20,30,40,50
278,5360,180,0,15,20,30,40,50
279,4839,207,0,15,20,30,40,50
280,5562,121,0,15,20,30,40,50
281,4838,167,0,15,20,30,40,50
282,4843,166,0,15,20,30,40,50
283,4814,184,0,15,20,30,40,50
284,4807,102,0,15,20,30,40,50
285,7730,241,0,1,1,1,1,1
286,5391,130,0,15,20,30,40,50
287,4840,191,0,15,20,30,40,50
288,4793,142,0,15,20,30,40,50
289,4792,160,0,15,20,30,40,50
290,4841,164,0,15,20,30,40,50
291,4844,125,0,15,20,30,40,50
292,4842,101,0,15,20,30,40,50
293,7744,255,0,1,1,1,1,1
294,4845,155,0,15,20,30,40,50
295,6146,119,0,15,20,30,40,50
296,5564,181,0,15,20,30,40,50
297,7731,242,0,1,1,1,1,1
298,4815,208,0,15,20,30,40,50
299,7732,243,0,1,1,1,1,1
300,5536,131,0,15,20,30,40,50
301,5054,163,0,15,20,30,40,50
302,5393,140,0,15,20,30,40,50
303,5414,139,0,15,20,30,40,50
304,4846,156,0,15,20,30,40,50
305,5055,199,0,15,20,30,40,50
306,7012,222,0,15,20,30,40,50
307,29976,610,0,3,5,7,8,9
308,4925,0,2,5,7,10,11,12
309,4871,0,8,3,5,7,8,9
310,5460,0,10,3,5,7,8,9
311,4930,0,11,3,5,7,8,9
312,4931,0,13,5,7,10,11,12
313,4932,0,16,5,7,10,11,12
314,4933,0,17,5,7,10,11,12
315,4876,0,20,5,7,10,11,12
316,4935,0,21,5,7,10,11,12
317,4936,0,23,3,5,7,8,9
318,4879,0,30,5,7,10,11,12
319,4880,0,32,3,5,7,8,9
320,4881,0,35,3,5,7,8,9
321,4882,0,38,3,5,7,8,9
322,4949,0,42,5,7,10,11,12
323,4884,0,43,3,5,7,8,9
324,4886,0,49,5,7,10,11,12
325,4955,0,51,5,7,10,11,12
326,4958,0,55,3,5,7,8,9
327,4959,0,56,5,7,10,11,12
328,5461,0,57,3,5,7,8,9
329,4891,0,65,3,5,7,8,9
330,4892,0,67,3,5,7,8,9
331,4893,0,70,1,2,3,4,5
332,4895,0,75,3,5,7,8,9
333,4896,0,77,5,7,10,11,12
334,4898,0,83,3,5,7,8,9
335,4900,0,88,3,5,7,8,9
336,4982,0,98,5,7,10,11,12
337,5462,0,107,3,5,7,8,9
338,4903,0,111,1,2,3,4,5
339,4905,0,117,1,2,3,4,5
340,5466,0,120,3,5,7,8,9
341,4997,0,122,5,7,10,11,12
342,5040,0,134,3,5,7,8,9
343,12871,0,0,5,7,10,12,15
344,12888,0,0,5,7,10,12,15
345,12568,0,0,5,7,10,12,15
346,12635,0,0,5,7,10,12,15
347,12637,0,0,5,7,10,12,15
348,12873,0,0,5,7,10,12,15
349,12575,0,0,5,7,10,12,15
350,12609,0,0,5,7,10,12,15
351,12628,0,0,5,7,10,12,15
352,12569,0,0,5,7,10,12,15
353,12636,0,0,5,7,10,12,15
354,12874,0,0,5,7,10,12,15
355,12570,0,0,5,7,10,12,15
356,5449,0,0,5,7,10,12,15
357,5448,0,0,5,7,10,12,15
358,12629,0,0,5,7,10,12,15
359,12872,0,0,5,7,10,12,15
360,12571,0,0,5,7,10,12,15
361,12576,0,0,5,7,10,12,15
362,12875,0,0,5,7,10,12,15
363,12876,0,0,5,7,10,12,15
364,12600,0,0,5,7,10,12,15
365,12627,0,0,5,7,10,12,15
366,12630,0,0,5,7,10,12,15
367,12572,0,0,5,7,10,12,15
368,12573,0,0,5,7,10,12,15
369,12577,0,0,5,7,10,12,15
370,12599,0,0,5,7,10,12,15
371,5126,298,0,15,20,30,40,50
372,12531,299,0,15,20,30,40,50
373,12553,303,0,15,20,30,40,50
374,12552,302,0,15,20,30,40,50
375,12551,300,0,15,20,30,40,50
376,12631,304,0,15,20,30,40,50
377,12559,316,0,15,20,30,40,50
378,12555,305,0,15,20,30,40,50
379,12554,306,0,15,20,30,40,50
380,12532,309,0,15,20,30,40,50
381,12556,308,0,15,20,30,40,50
382,12632,310,0,15,20,30,40,50
383,12539,314,0,15,20,30,40,50
384,12560,317,0,15,20,30,40,50
385,12557,311,0,15,20,30,40,50
386,12533,315,0,15,20,30,40,50
387,12558,312,0,15,20,30,40,50
388,5127,319,0,15,20,30,40,50
389,5403,342,0,15,20,30,40,50
390,5384,343,0,15,20,30,40,50
391,12597,344,0,15,20,30,40,50
392,12883,346,0,15,20,30,40,50
393,12880,345,0,15,20,30,40,50
394,12598,348,0,15,20,30,40,50
395,12578,349,0,15,20,30,40,50
396,12585,350,0,15,20,30,40,50
397,12885,353,0,15,20,30,40,50
398,12638,354,0,15,20,30,40,50
399,12887,355,0,15,20,30,40,50
400,12639,356,0,15,20,30,40,50
401,12586,358,0,15,20,30,40,50
402,12642,359,0,15,20,30,40,50
403,12643,360,0,15,20,30,40,50
404,12640,361,0,15,20,30,40,50
405,12891,362,0,15,20,30,40,50
406,12641,363,0,15,20,30,40,50
407,12715,0,302,5,7,10,11,12
408,12719,0,305,5,7,10,11,12
409,12725,0,311,5,7,10,11,12
410,12721,0,307,5,7,10,11,12
411,12728,0,314,5,7,10,11,12
412,12737,0,323,5,7,10,11,12
413,12739,0,325,5,7,10,11,12
414,12747,0,333,5,7,10,11,12
415,12750,0,336,5,7,10,11,12
416,12749,0,335,5,7,10,11,12
417,12765,0,351,5,7,10,11,12
418,12767,0,353,5,7,10,11,12
419,12781,0,367,5,7,10,11,12
420,12790,0,376,5,7,10,11,12
421,12811,0,397,5,7,10,11,12
422,12809,0,395,5,7,10,11,12
423,12817,0,403,5,7,10,11,12
424,12824,0,410,5,7,10,11,12
425,12828,0,414,5,7,10,11,12
426,12819,0,405,5,7,10,11,12
427,5521,297,0,15,20,30,40,50
428,12722,0,308,5,7,10,11,12
429,12733,0,319,5,7,10,11,12
430,12758,0,344,5,7,10,11,12
431,12780,0,366,5,7,10,11,12
432,12736,0,322,5,7,10,11,12
433,7760,258,0,1,1,1,1,1
434,7763,261,0,1,1,1,1,1
435,7766,264,0,1,1,1,1,1
436,5118,42,0,3,6,9,10,11
437,5121,60,0,3,6,9,10,11
438,6152,85,0,3,6,9,10,11
439,5158,91,0,3,6,9,10,11
440,5146,268,0,1,3,5,6,7
441,7588,266,0,1,3,5,6,7
442,7589,267,0,1,3,5,6,7
443,5395,120,0,3,6,9,10,11
444,5537,129,0,3,6,9,10,11
445,5350,212,0,3,6,9,10,11
446,5545,168,0,3,6,9,10,11
447,5546,169,0,3,6,9,10,11
448,4800,182,0,3,6,9,10,11
449,7724,235,0,1,1,1,1,1
450,7733,244,0,1,1,1,1,1
451,7734,245,0,1,1,1,1,1
452,7590,270,0,1,3,5,6,7
453,7591,271,0,1,3,5,6,7
454,7594,274,0,1,3,5,6,7
455,7595,275,0,1,3,5,6,7
456,5147,277,0,1,3,5,6,7
457,5148,278,0,1,3,5,6,7
458,5149,279,0,1,3,5,6,7
459,5150,280,0,1,3,5,6,7
460,5151,281,0,1,3,5,6,7
461,5365,283,0,1,3,5,6,7
462,8024,284,0,1,3,5,6,7
463,5120,285,0,1,3,5,6,7
464,5394,286,0,1,3,5,6,7
465,9519,287,0,1,3,5,6,7
466,9518,288,0,1,3,5,6,7
467,10092,289,0,7,15,20,25,30
468,10093,290,0,1,3,5,6,7
469,10096,291,0,1,3,5,6,7
470,10095,294,0,1,2,3,4,5
471,10098,296,0,1,2,3,4,5
472,12534,301,0,7,15,20,25,30
473,12537,307,0,7,15,20,25,30
474,12535,313,0,7,15,20,25,30
475,12878,347,0,7,15,20,25,30
476,12893,351,0,7,15,20,25,30
477,12879,352,0,7,15,20,25,30
478,12579,357,0,7,15,20,25,30
479,5273,79,0,3,6,9,10,11
480,5051,165,0,15,20,30,40,50
481,7726,237,0,1,1,1,1,1
482,7735,246,0,1,1,1,1,1
483,4818,176,0,15,20,30,40,50
484,7716,227,0,1,1,1,1,1
485,7736,247,0,1,1,1,1,1
486,7717,228,0,1,1,1,1,1
487,7718,229,0,1,1,1,1,1
488,7719,230,0,1,1,1,1,1
489,4805,122,0,15,20,30,40,50
490,7737,248,0,1,1,1,1,1
491,6148,174,0,3,6,9,10,11
492,5547,107,0,3,6,9,10,11
493,6147,177,0,3,6,9,10,11
494,4816,173,0,3,6,9,10,11
495,7592,272,0,15,20,30,40,50
496,7593,273,0,15,20,30,40,50
497,10099,292,0,1,3,5,6,7
498,10099,292,0,1,3,5,6,7
499,10335,387,0,3,5,7,8,9
500,10335,387,0,3,5,7,8,9
501,12538,318,0,3,5,7,8,9
502,5108,320,0,15,20,30,40,50
503,5109,321,0,15,20,30,40,50
504,5162,322,0,15,20,30,40,50
505,12941,323,0,15,20,30,40,50
506,5112,324,0,15,20,30,40,50
507,5161,325,0,15,20,30,40,50
508,12901,326,0,3,5,7,8,9
509,5117,329,0,15,20,30,40,50
510,5159,330,0,3,5,7,8,9
511,12942,331,0,15,20,30,40,50
512,12536,334,0,3,5,7,8,9
513,12540,335,0,3,5,7,8,9
514,12945,336,0,3,5,7,8,9
515,5226,337,0,3,5,7,8,9
516,5163,338,0,3,5,7,8,9
517,5160,339,0,3,5,7,8,9
518,12900,364,0,3,5,7,8,9
519,12896,365,0,3,5,7,8,9
520,12899,366,0,3,5,7,8,9
521,12877,367,0,3,5,7,8,9
522,12882,368,0,3,5,7,8,9
523,12943,369,0,3,5,7,8,9
524,12884,370,0,3,5,7,8,9
525,12889,371,0,3,5,7,8,9
526,12944,374,0,3,5,7,8,9
527,12897,375,0,3,5,7,8,9
528,12898,376,0,3,5,7,8,9
529,12634,379,0,3,5,7,8,9
530,12587,380,0,3,5,7,8,9
531,12902,381,0,3,5,7,8,9
532,4833,382,0,3,5,7,8,9
533,12903,383,0,3,5,7,8,9
534,12904,384,0,3,5,7,8,9
535,13765,394,0,3,5,7,8,9
536,13767,395,0,3,5,7,8,9
537,13768,396,0,3,5,7,8,9
538,14154,397,0,3,5,7,8,9
539,14956,398,0,15,20,30,40,50
540,14159,399,0,15,20,30,40,50
541,14160,400,0,15,20,30,40,50
542,14957,401,0,3,5,7,8,9
543,14955,403,0,15,20,30,40,50
544,14151,404,0,3,5,7,8,9
545,14190,405,0,15,20,30,40,50
546,15646,406,0,3,5,7,8,9
547,15647,407,0,3,5,7,8,9
548,15865,410,0,15,20,30,40,50
549,15866,411,0,15,20,30,40,50
550,15867,412,0,15,20,30,40,50
551,15868,413,0,15,20,30,40,50
552,15869,414,0,15,20,30,40,50
553,15870,415,0,15,20,30,40,50
554,5392,416,0,3,5,7,8,9
555,16721,417,0,3,5,7,8,9
556,16722,418,0,3,5,7,8,9
557,16723,419,0,3,5,7,8,9
558,16724,420,0,3,5,7,8,9
559,16725,421,0,3,5,7,8,9
560,16726,422,0,3,5,7,8,9
561,19910,428,0,15,20,30,40,50
562,19968,429,0,3,5,7,8,9
563,19871,430,0,15,20,30,40,50
564,19969,431,0,15,20,30,40,50
565,19951,432,0,15,20,30,40,50
566,19872,433,0,15,20,30,40,50
567,19970,434,0,3,5,7,8,9
568,19953,435,0,15,20,30,40,50
569,19971,436,0,3,5,7,8,9
570,19954,438,0,15,20,30,40,50
571,19972,439,0,3,5,7,8,9
572,19957,440,0,15,20,30,40,50
573,19973,441,0,3,5,7,8,9
574,5232,445,0,15,20,30,40,50
575,19950,446,0,15,20,30,40,50
576,20007,447,0,15,20,30,40,50
577,20006,448,0,15,20,30,40,50
578,19952,449,0,15,20,30,40,50
579,19955,451,0,15,20,30,40,50
580,19956,452,0,15,20,30,40,50
581,19907,453,0,3,5,7,8,9
582,19936,454,0,15,20,30,40,50
583,19851,455,0,15,20,30,40,50
584,19930,456,0,15,20,30,40,50
585,19931,457,0,15,20,30,40,50
586,19908,458,0,15,20,30,40,50
587,5389,459,0,15,20,30,40,50
588,19860,460,0,3,5,7,8,9
589,19863,461,0,15,20,30,40,50
590,19870,462,0,15,20,30,40,50
591,19869,463,0,15,20,30,40,50
592,19932,464,0,15,20,30,40,50
593,19933,465,0,15,20,30,40,50
594,19852,466,0,3,5,7,8,9
595,19868,469,0,15,20,30,40,50
596,19976,470,0,15,20,30,40,50
597,19850,471,0,15,20,30,40,50
598,19861,472,0,15,20,30,40,50
599,19881,473,0,15,20,30,40,50
600,19917,474,0,15,20,30,40,50
601,19979,475,0,15,20,30,40,50
602,19856,476,0,15,20,30,40,50
603,19859,477,0,15,20,30,40,50
604,19862,478,0,15,20,30,40,50
605,19879,479,0,15,20,30,40,50
606,19853,480,0,15,20,30,40,50
607,19864,481,0,15,20,30,40,50
608,19982,482,0,15,20,30,40,50
609,19855,483,0,15,20,30,40,50
610,19858,484,0,15,20,30,40,50
611,19865,485,0,3,5,7,8,9
612,19866,486,0,15,20,30,40,50
613,19867,487,0,15,20,30,40,50
614,19880,490,0,15,20,30,40,50
615,19857,491,0,3,5,7,8,9
616,19911,492,0,15,20,30,40,50
617,19912,493,0,15,20,30,40,50
618,19913,494,0,15,20,30,40,50
619,19914,495,0,15,20,30,40,50
620,19915,496,0,15,20,30,40,50
621,19854,497,0,15,20,30,40,50
622,19989,498,0,15,20,30,40,50
623,19918,499,0,3,5,7,8,9
624,19877,0,0,5,7,10,12,15
625,19919,0,0,5,7,10,12,15
626,19922,0,0,5,7,10,12,15
627,19924,0,0,5,7,10,12,15
628,19999,0,0,5,7,10,12,15
629,19874,0,0,5,7,10,12,15
630,19923,0,0,5,7,10,12,15
631,20000,0,0,5,7,10,12,15
632,19921,0,0,5,7,10,12,15
633,19873,0,0,5,7,10,12,15
634,19878,0,0,5,7,10,12,15
635,20001,0,0,5,7,10,12,15
636,19920,0,0,5,7,10,12,15
637,19985,0,0,5,7,10,12,15
638,19986,0,0,5,7,10,12,15
639,20002,0,0,5,7,10,12,15
640,19875,0,0,5,7,10,12,15
641,19989,0,0,5,7,10,12,15
642,20003,0,0,5,7,10,12,15
643,20004,0,0,5,7,10,12,15
644,20090,0,505,3,5,7,8,9
645,20050,0,525,5,7,10,11,12
646,20165,0,20021,10,15,20,22,25
647,20176,0,20032,10,15,20,22,25
648,20138,0,559,1,2,3,4,5
649,20191,0,20047,10,15,20,22,25
650,20198,0,20054,10,15,20,22,25
651,20209,0,20065,5,7,10,11,12
652,20105,0,582,3,5,7,8,9
653,20226,0,20082,5,7,10,11,12
654,14148,402,0,3,5,7,8,9
655,19958,442,0,3,5,7,8,9
656,19959,443,0,3,5,7,8,9
657,19934,467,0,3,5,7,8,9
658,19991,500,0,3,5,7,8,9
659,21085,506,0,3,5,7,8,9
660,21086,507,0,3,5,7,8,9
661,21180,0,20098,5,7,10,11,12
662,22417,508,0,3,5,7,8,9
663,22418,509,0,3,5,7,8,9
664,22419,510,0,3,5,7,8,9
665,22420,511,0,3,5,7,8,9
666,22393,0,633,3,5,7,8,9
667,23179,512,0,3,5,7,8,9
668,23180,513,0,3,5,7,8,9
669,24255,521,0,3,5,7,8,9
670,24240,522,0,3,5,7,8,9
671,24241,523,0,3,5,7,8,9
672,24242,524,0,3,5,7,8,9
673,24243,525,0,3,5,7,8,9
674,27798,0,0,5,7,10,12,15
675,27732,0,0,5,7,10,12,15
676,27763,0,0,5,7,10,12,15
677,27764,0,0,5,7,10,12,15
678,27850,0,0,5,7,10,12,15
679,27733,0,0,5,7,10,12,15
680,27797,0,0,5,7,10,12,15
681,27851,0,0,5,7,10,12,15
682,27734,0,0,5,7,10,12,15
683,27773,0,0,5,7,10,12,15
684,27774,0,0,5,7,10,12,15
685,27852,0,0,5,7,10,12,15
686,27735,0,0,5,7,10,12,15
687,27756,0,0,5,7,10,12,15
688,27736,0,0,5,7,10,12,15
689,27799,0,0,5,7,10,12,15
690,27800,0,0,5,7,10,12,15
691,27726,531,0,3,5,7,8,9
692,27727,532,0,3,5,7,8,9
693,27697,533,0,15,20,30,40,50
694,27968,534,0,15,20,30,40,50
695,27728,535,0,3,5,7,8,9
696,27698,536,0,15,20,30,40,50
697,27776,537,0,15,20,30,40,50
698,27729,538,0,3,5,7,8,9
699,27701,539,0,15,20,30,40,50
700,27782,542,0,15,20,30,40,50
701,27730,543,0,3,5,7,8,9
702,27703,544,0,15,20,30,40,50
703,27817,548,0,15,20,30,40,50
704,27954,549,0,15,20,30,40,50
705,27801,550,0,15,20,30,40,50
706,27696,551,0,15,20,30,40,50
707,27699,552,0,15,20,30,40,50
708,27803,553,0,15,20,30,40,50
709,27700,554,0,15,20,30,40,50
710,27702,555,0,15,20,30,40,50
711,27820,558,0,15,20,30,40,50
712,27831,559,0,15,20,30,40,50
713,27683,560,0,15,20,30,40,50
714,27684,561,0,15,20,30,40,50
715,27685,562,0,15,20,30,40,50
716,27834,563,0,15,20,30,40,50
717,27821,564,0,15,20,30,40,50
718,27686,565,0,15,20,30,40,50
719,27819,566,0,15,20,30,40,50
720,27687,567,0,15,20,30,40,50
721,27827,570,0,15,20,30,40,50
722,27825,571,0,15,20,30,40,50
723,27747,572,0,15,20,30,40,50
724,27818,573,0,15,20,30,40,50
725,27823,574,0,15,20,30,40,50
726,27833,575,0,3,5,7,8,9
727,27824,576,0,15,20,30,40,50
728,27750,577,0,15,20,30,40,50
729,27832,578,0,15,20,30,40,50
730,27836,579,0,3,5,7,8,9
731,27753,580,0,15,20,30,40,50
