#,BigFishOnReach,BigFishOnEnd,BigFishOnRefresh,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7],Item[8],Item[9],TerritoryType,PlaceNameMain,PlaceNameSub,Radius,PlaceName,Order,X,Z,GatheringLevel,FishingSpotCategory,Unknown0,Rare
163,,,,20093,20106,20107,20108,20032,22390,23074,24884,0,0,613,0,0,1000,1032,168,400,546,64,1,4,False
164,,,,20112,20104,20105,20038,20103,23066,0,0,0,0,613,0,0,1000,1033,169,365,1280,70,1,4,False
165,,,,20123,20111,20787,24885,0,0,0,0,0,0,614,0,0,300,1034,170,1690,650,64,2,4,False
166,,,,20046,20123,20111,24886,0,0,0,0,0,0,614,0,0,200,1035,171,1740,800,64,2,4,False
167,,,,20137,24887,0,0,0,0,0,0,0,0,614,0,0,300,1036,172,1425,730,64,2,4,False
168,Ein regenbogenfarbener Glanz legt sich über das Wasser!,Der bunte Schimmer ist verschwunden ...,Ein regenbogenfarbener Glanz legt sich erneut über das Wasser!,20052,20053,21177,22397,23055,23056,24203,24204,24994,0,614,0,0,800,1042,177,1380,275,67,2,4,False
169,,,,20123,20111,20124,24890,0,0,0,0,0,0,614,0,0,200,1043,176,1535,310,67,2,4,False
170,,,,20123,20028,20115,20116,20114,23067,0,0,0,0,614,0,0,500,1037,179,670,320,67,2,4,False
171,,,,20123,20027,20117,20119,33222,24888,0,0,0,0,614,0,0,1000,1038,178,520,650,67,2,4,False
172,,,,20118,20120,20123,20020,20119,24561,24889,0,0,0,614,0,0,1000,1039,173,950,1160,65,2,4,False
173,,,,20120,20123,20119,20021,24216,0,0,0,0,0,614,0,0,600,1040,174,500,1595,70,2,4,True
174,,,,20123,20119,20122,20051,20121,31129,23068,0,0,0,614,0,0,400,1041,175,1750,1140,70,2,4,True
175,,,,20036,20126,20127,20128,20132,24892,0,0,0,0,622,0,0,200,1046,180,1570,1470,60,2,4,False
176,,,,20127,20138,20129,20133,20030,24893,0,0,0,0,622,0,0,300,2500,181,1400,970,60,2,4,False
177,,,,20023,20127,20129,20131,20133,24218,0,0,0,0,622,0,0,300,1049,182,846,890,60,2,4,False
178,,,,20126,20127,20130,20140,20024,21178,24217,0,0,0,622,0,0,1000,1045,183,1030,1070,60,2,4,False
179,,,,20127,20129,20133,20134,20044,22398,23069,0,0,0,622,0,0,300,1047,184,780,670,60,2,4,False
180,,,,20126,20128,20132,20031,20135,33223,23070,0,0,0,622,0,0,300,1048,185,1080,1370,60,2,4,False
181,,,,20125,20080,24891,24995,0,0,0,0,0,0,622,0,0,200,1044,186,575,1610,60,2,4,False
182,,,,20042,20055,20058,20056,20057,23057,0,0,0,0,635,0,0,400,2502,148,1000,1300,61,2,4,False
183,,,,20029,20062,20056,20059,20060,20061,24205,0,0,0,635,0,0,1000,2504,149,1025,935,62,2,4,False
184,,,,20026,20064,20065,20057,20063,22392,24206,0,0,0,635,0,0,300,2503,150,1115,490,62,2,4,False
185,,,,20049,20058,20064,20066,20785,24207,24990,0,0,0,612,0,0,400,1014,151,525,860,61,2,4,False
186,,,,20058,20082,20083,20136,20081,20142,24559,23058,0,0,612,0,0,1100,1015,152,430,1400,62,2,4,False
187,,,,20082,20084,20085,20086,21174,23072,23059,0,0,0,612,0,0,300,1016,153,645,1500,62,2,4,False
188,,,,20087,20033,20057,20088,20788,24208,0,0,0,0,612,0,0,600,1017,154,845,425,61,2,4,False
189,,,,20090,20047,20091,20089,22389,33221,24209,0,0,0,612,0,0,400,1018,155,1325,770,62,2,4,False
190,Die Steine auf dem Grund des Sees scheinen hin und her zu flitzen!,Die Steine sind wieder still wie eh und je ...,Die Steine auf dem Grund des Sees scheinen wieder hin und her zu flitzen!,20066,20067,20068,23071,23060,24991,0,0,0,0,620,0,0,300,1019,156,260,700,61,2,4,False
191,,,,20045,20070,20056,20050,20066,20069,23061,0,0,0,620,0,0,400,1020,157,1130,410,61,2,4,False
192,,,,20072,20066,20071,20043,20789,24210,0,0,0,0,620,0,0,400,1021,158,1580,280,65,2,4,True
193,,,,20050,20073,20075,20074,24212,0,0,0,0,0,620,0,0,400,1022,159,1550,800,70,2,4,True
194,,,,20066,20069,20076,20077,20073,22391,24211,0,0,0,620,0,0,1200,1023,160,978,1582,68,2,4,False
195,,,,20056,20079,20141,20078,20019,21175,24881,0,0,0,620,0,0,500,1025,161,410,1820,70,2,4,True
196,Ein schwarzer Schatten schlängelt sich durch die Wasser des Seldsees ...,Von dem Schatten ist nichts mehr zu sehen.,Erneut schlängelt sich der schwarze Schatten durch die Wasser des Seldsees ...,20025,20039,20035,20041,20040,22394,23062,24992,0,0,621,0,0,3000,1026,187,1025,1025,70,8,4,False
197,,,,20092,20112,20113,20110,23064,0,0,0,0,0,641,0,0,1000,2505,189,750,1350,63,1,4,False
198,,,,20137,20123,20036,20125,22395,24213,0,0,0,0,641,0,0,500,2506,190,970,1030,65,2,2,True
199,,,,27417,27411,27412,27414,27413,33316,0,0,0,0,819,0,0,600,3289,191,770,645,70,2,4,False
200,,,,27417,27411,27415,27416,30432,0,0,0,0,0,819,0,0,600,3290,192,940,1460,70,2,4,False
201,,,,27417,27411,27410,27418,28065,0,0,0,0,0,819,0,0,600,3291,193,1175,1530,70,2,4,False
202,,,,26746,27425,27427,27426,27431,30433,0,0,0,0,813,0,0,1200,3292,194,1500,545,71,2,4,False
203,,,,27425,27427,27426,27433,27432,32049,0,0,0,0,813,0,0,300,3293,195,545,1025,72,2,4,False
204,,,,27425,27428,27429,27430,27434,28189,38792,28067,0,0,813,0,0,1500,3294,196,585,1430,71,2,4,False
205,,,,27425,27429,27430,27435,33317,0,0,0,0,0,813,0,0,900,3295,197,920,1740,72,2,4,False
206,,,,27425,27428,27436,27437,39810,28925,33239,0,0,0,813,0,0,900,3296,198,410,1830,75,2,4,True
207,,,,27438,27439,27440,27441,27442,30434,0,0,0,0,814,0,0,1200,3297,199,1300,670,78,2,4,False
208,,,,27438,27440,27443,28190,39815,32050,0,0,0,0,814,0,0,300,3298,200,1420,1020,71,2,4,False
209,,,,27438,27439,27440,27444,28926,0,0,0,0,0,814,0,0,1200,3299,201,1460,1300,71,2,4,False
210,,,,27438,27439,27445,28068,0,0,0,0,0,0,814,0,0,1200,3300,202,980,1160,71,2,4,False
211,,,,27449,27448,27446,26747,27451,27450,28193,30487,33318,0,814,0,0,1800,3301,203,370,1710,72,1,4,False
