#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
40,Crystalline Conflict: Diamant (1. Saison),191410,82092,152,0,0,0,3204,5
41,Crystalline Conflict: Kristall (1. Saison),191411,82092,153,0,0,0,3203,5
42,Companion-App 1,191901,82092,154,1032,1034,1036,4000,7
43,Companion-App 2,191902,82092,155,1033,1035,1037,4001,7
44,Endlose Schatten von Bahamut (fatal),191701,82092,319,0,0,0,2500,4
45,Heldenlied von Ultima (fatal),191702,82092,320,0,0,0,2501,4
46,Alexander (fatal),191703,82092,321,0,0,0,2502,4
47,Drachenkrieg (fatal),191704,82092,322,0,0,0,2503,4
48,Kristallkönig (2. Saison),191412,82092,323,0,0,0,3209,5
49,Kristallfürst (2. Saison),191413,82092,324,0,0,0,3210,5
50,Kristallkämpfer (2. Saison),191414,82092,325,0,0,0,3211,5
51,Crystalline Conflict: Bronze (2. Saison),191415,82092,326,0,0,0,3217,5
52,Crystalline Conflict: Silber (2. Saison),191416,82092,327,0,0,0,3216,5
53,Crystalline Conflict: Gold (2. Saison),191417,82092,328,0,0,0,3215,5
54,Crystalline Conflict: Platin (2. Saison),191418,82092,329,0,0,0,3214,5
55,Crystalline Conflict: Diamant (2. Saison),191419,82092,330,0,0,0,3213,5
56,Crystalline Conflict: Kristall (2. Saison),191420,82092,331,0,0,0,3212,5
57,Kristallkönig (3. Saison),191421,82092,332,0,0,0,3218,5
58,Kristallfürst (3. Saison),191422,82092,333,0,0,0,3219,5
59,Kristallkämpfer (3. Saison),191423,82092,334,0,0,0,3220,5
60,Crystalline Conflict: Bronze (3. Saison),191424,82092,335,0,0,0,3226,5
61,Crystalline Conflict: Silber (3. Saison),191425,82092,336,0,0,0,3225,5
62,Crystalline Conflict: Gold (3. Saison),191426,82092,337,0,0,0,3224,5
63,Crystalline Conflict: Platin (3. Saison),191427,82092,338,0,0,0,3223,5
64,Crystalline Conflict: Diamant (3. Saison),191428,82092,339,0,0,0,3222,5
65,Crystalline Conflict: Kristall (3. Saison),191429,82092,340,0,0,0,3221,5
66,Crystalline Conflict: Blau,191430,82092,341,0,0,0,3002,10
67,Crystalline Conflict: Rot,191431,82092,342,0,0,0,3003,10
68,Unstetes Gewölbe: Die Unterstadt von Sil'dih,191705,82092,343,0,0,0,2400,4
69,Comic,191016,82092,1,0,0,0,32,1
70,Metallbogen,191019,82092,1,0,0,0,6,1
71,Film,191020,82092,1,0,0,0,33,1
72,Konzentrationslinien,191012,82092,1,0,0,0,31,1
73,Schwarzer Dunst,191013,82092,1,0,0,0,30,1
74,Schwarze Spitze,191017,82092,1,0,0,0,22,1
75,Weiße Spitze,191018,82092,1,0,0,0,23,1
76,NQ-Gegenstand ,191014,82092,1,0,0,0,11,1
77,HQ-Gegenstand,191015,82092,1,0,0,0,12,1
78,Kristallkönig (4. Saison),191432,82092,409,0,0,0,3227,5
79,Kristallfürst (4. Saison),191433,82092,410,0,0,0,3228,5
80,Kristallkämpfer (4. Saison),191434,82092,411,0,0,0,3229,5
81,Crystalline Conflict: Kristall (4. Saison),191440,82092,412,0,0,0,3230,5
82,Crystalline Conflict: Diamant (4. Saison),191439,82092,413,0,0,0,3231,5
83,Crystalline Conflict: Platin (4. Saison),191438,82092,414,0,0,0,3232,5
84,Crystalline Conflict: Gold (4. Saison),191437,82092,415,0,0,0,3233,5
85,Crystalline Conflict: Silber (4. Saison),191436,82092,416,0,0,0,3234,5
86,Crystalline Conflict: Bronze (4. Saison),191435,82092,417,0,0,0,3235,5
87,Kristallkönig (5. Saison),191441,82092,418,0,0,0,3236,5
88,Kristallfürst (5. Saison),191442,82092,419,0,0,0,3237,5
89,Kristallkämpfer (5. Saison),191443,82092,420,0,0,0,3238,5
90,Crystalline Conflict: Kristall (5. Saison),191449,82092,421,0,0,0,3239,5
91,Crystalline Conflict: Diamant (5. Saison),191448,82092,422,0,0,0,3240,5
92,Crystalline Conflict: Platin (5. Saison),191447,82092,423,0,0,0,3241,5
93,Crystalline Conflict: Gold (5. Saison),191446,82092,424,0,0,0,3242,5
94,Crystalline Conflict: Silber (5. Saison),191445,82092,425,0,0,0,3243,5
95,Crystalline Conflict: Bronze (5. Saison),191444,82092,426,0,0,0,3244,5
96,Falken,191450,82092,427,0,0,0,3004,10
97,Raben,191451,82092,428,0,0,0,3005,10
98,Omega (fatal),191706,82092,434,0,0,0,2504,4
99,Die vier Tierheiligen,191707,82092,467,0,0,0,2251,3
100,Inselparadies 1,191708,82092,468,0,0,0,2340,8
101,Inselparadies 2,191709,82092,469,0,0,0,2341,8
102,Kristallkönig (6. Saison),191452,82092,502,0,0,0,3245,5
103,Kristallfürst (6. Saison),191453,82092,503,0,0,0,3246,5
104,Kristallkämpfer (6. Saison),191454,82092,504,0,0,0,3247,5
105,Crystalline Conflict: Kristall (6. Saison),191460,82092,505,0,0,0,3248,5
106,Crystalline Conflict: Diamant (6. Saison),191459,82092,506,0,0,0,3249,5
107,Crystalline Conflict: Platin (6. Saison),191458,82092,507,0,0,0,3250,5
108,Crystalline Conflict: Gold (6. Saison),191457,82092,508,0,0,0,3251,5
109,Crystalline Conflict: Silber (6. Saison),191456,82092,509,0,0,0,3252,5
110,Crystalline Conflict: Bronze (6. Saison),191455,82092,510,0,0,0,3253,5
111,Kristallkönig (7. Saison),191461,82092,511,0,0,0,3254,5
112,Kristallfürst (7. Saison),191462,82092,512,0,0,0,3255,5
113,Kristallkämpfer (7. Saison),191463,82092,513,0,0,0,3256,5
114,Crystalline Conflict: Kristall (7. Saison),191469,82092,514,0,0,0,3257,5
115,Crystalline Conflict: Diamant (7. Saison),191468,82092,515,0,0,0,3258,5
116,Crystalline Conflict: Platin (7. Saison),191467,82092,516,0,0,0,3259,5
117,Crystalline Conflict: Gold (7. Saison),191466,82092,517,0,0,0,3260,5
118,Crystalline Conflict: Silber (7. Saison),191465,82092,518,0,0,0,3261,5
119,Crystalline Conflict: Bronze (7. Saison),191464,82092,519,0,0,0,3262,5
120,Aramitama,191470,82092,520,0,0,0,3006,10
121,Nigimitama,191471,82092,521,0,0,0,3007,10
122,Blaumagier,191320,82092,522,0,0,0,2171,2
123,10. Jubiläum,191710,82092,523,0,0,0,3950,7
124,Unstetes Gewölbe: Der Rokkon,191711,82092,528,0,0,0,2401,4
125,Fischer auf großer Fahrt,191712,82092,529,0,0,0,2346,8
126,Kapitalbeschaffung,191713,82092,530,0,0,0,2347,8
127,Mahjong-Profi,191714,82092,531,0,0,0,2350,8
128,Das Ende einer Ära,191715,82092,527,0,0,0,2250,3
129,Die Palästra,191490,82092,578,0,0,0,3008,10
130,Wolke Sieben,191491,82092,579,0,0,0,3009,10
131,Kristallkönig (8. Saison),191472,82092,580,0,0,0,3263,5
132,Kristallfürst (8. Saison),191473,82092,581,0,0,0,3264,5
133,Kristallkämpfer (8. Saison),191474,82092,582,0,0,0,3265,5
134,Crystalline Conflict: Kristall (8. Saison),191480,82092,583,0,0,0,3266,5
135,Crystalline Conflict: Diamant (8. Saison),191479,82092,584,0,0,0,3267,5
136,Crystalline Conflict: Platin (8. Saison),191478,82092,585,0,0,0,3268,5
137,Crystalline Conflict: Gold (8. Saison),191477,82092,586,0,0,0,3269,5
138,Crystalline Conflict: Silber (8. Saison),191476,82092,587,0,0,0,3270,5
139,Crystalline Conflict: Bronze (8. Saison),191475,82092,588,0,0,0,3271,5
140,Kristallkönig (9. Saison),191481,82092,589,0,0,0,3272,5
141,Kristallfürst (9. Saison),191482,82092,590,0,0,0,3273,5
142,Kristallkämpfer (9. Saison),191483,82092,591,0,0,0,3274,5
143,Crystalline Conflict: Kristall (9. Saison),191489,82092,592,0,0,0,3275,5
144,Crystalline Conflict: Diamant (9. Saison),191488,82092,593,0,0,0,3276,5
145,Crystalline Conflict: Platin (9. Saison),191487,82092,594,0,0,0,3277,5
146,Crystalline Conflict: Gold (9. Saison),191486,82092,595,0,0,0,3278,5
147,Crystalline Conflict: Silber (9. Saison),191485,82092,596,0,0,0,3279,5
148,Crystalline Conflict: Bronze (9. Saison),191484,82092,597,0,0,0,3280,5
149,Kristallkönig (10. Saison),191492,82092,598,0,0,0,3281,5
150,Kristallfürst (10. Saison),191493,82092,599,0,0,0,3282,5
151,Kristallkämpfer (10. Saison),191494,82092,600,0,0,0,3283,5
152,Crystalline Conflict: Kristall (10. Saison),191500,82092,601,0,0,0,3284,5
153,Crystalline Conflict: Diamant (10. Saison),191499,82092,602,0,0,0,3285,5
154,Crystalline Conflict: Platin (10. Saison),191498,82092,603,0,0,0,3286,5
155,Crystalline Conflict: Gold (10. Saison),191497,82092,604,0,0,0,3287,5
156,Crystalline Conflict: Silber (10. Saison),191496,82092,605,0,0,0,3288,5
157,Crystalline Conflict: Bronze (10. Saison),191495,82092,606,0,0,0,3289,5
158,Mythen Eorzeas,191718,82092,572,0,0,0,2252,3
159,Unstetes Gewölbe: Aloalo,191719,82092,574,0,0,0,2402,4
160,Khloes Abenteueralbum,191716,82092,570,0,0,0,2351,8
161,Traumtafel,191717,82092,571,0,0,0,2352,8
162,Stolperville 1,191720,82092,575,0,0,0,3951,7
163,Stolperville 2,191721,82092,576,0,0,0,3952,7
164,Stolperville 3,191722,82092,577,0,0,0,3953,7
165,Yo-kai Watch,191723,82092,607,0,0,0,3954,7
166,Viper,191321,82092,681,0,0,0,2163,2
167,Piktomant,191322,82092,682,0,0,0,2170,2
168,Herz des Vulkans,191501,82092,683,0,0,0,3010,10
169,Mechanische Menagerie,191502,82092,684,0,0,0,3011,10
170,Kristallkönig (11. Saison),191503,82092,685,0,0,0,3290,5
171,Kristallfürst (11. Saison),191504,82092,686,0,0,0,3291,5
172,Kristallkämpfer (11. Saison),191505,82092,687,0,0,0,3292,5
173,Crystalline Conflict: Kristall (11. Saison),191511,82092,688,0,0,0,3293,5
174,Crystalline Conflict: Diamant (11. Saison),191510,82092,689,0,0,0,3294,5
175,Crystalline Conflict: Platin (11. Saison),191509,82092,690,0,0,0,3295,5
176,Crystalline Conflict: Gold (11. Saison),191508,82092,691,0,0,0,3296,5
177,Crystalline Conflict: Silber (11. Saison),191507,82092,692,0,0,0,3297,5
178,Crystalline Conflict: Bronze (11. Saison),191506,82092,693,0,0,0,3298,5
179,Tuliyollal 1,191662,82092,701,0,0,0,1036,9
180,Tuliyollal 2,191663,82092,702,0,0,0,1037,9
181,Lösung Neun 1,191664,82092,699,0,0,0,1038,9
182,Lösung Neun 2,191665,82092,700,0,0,0,1039,9
183,Robbenholm,191512,82092,756,0,0,0,3013,10
184,Die Roten Sande,191513,82092,757,0,0,0,3012,10
185,Kristallkönig (12. Saison),191514,82092,758,0,0,0,3299,5
186,Kristallfürst (12. Saison),191515,82092,759,0,0,0,3300,5
187,Kristallkämpfer (12. Saison),191516,82092,760,0,0,0,3301,5
188,Crystalline Conflict: Kristall (12. Saison),191522,82092,761,0,0,0,3302,5
189,Crystalline Conflict: Diamant (12. Saison),191521,82092,762,0,0,0,3303,5
190,Crystalline Conflict: Platin (12. Saison),191520,82092,763,0,0,0,3304,5
191,Crystalline Conflict: Gold (12. Saison),191519,82092,764,0,0,0,3305,5
192,Crystalline Conflict: Silber (12. Saison),191518,82092,765,0,0,0,3306,5
193,Crystalline Conflict: Bronze (12. Saison),191517,82092,766,0,0,0,3307,5
194,Ishgard 1,191654,82092,768,0,0,0,1020,9
195,Ishgard 2,191672,82092,769,0,0,0,1021,9
196,Frohehalde 1,191655,82092,770,0,0,0,1022,9
197,Frohehalde 2,191673,82092,771,0,0,0,1023,9
198,Kugane 1,191656,82092,772,0,0,0,1024,9
199,Kugane 2,191668,82092,773,0,0,0,1025,9
200,Rhalgrs Wacht 1,191657,82092,774,0,0,0,1026,9
201,Rhalgrs Wacht 2,191669,82092,775,0,0,0,1027,9
202,Crystarium 1,191658,82092,776,0,0,0,1028,9
203,Crystarium 2,191670,82092,777,0,0,0,1029,9
204,Eulmore 1,191659,82092,778,0,0,0,1030,9
205,Eulmore 2,191671,82092,779,0,0,0,1031,9
206,Alt-Sharlayan 1,191660,82092,780,0,0,0,1032,9
207,Alt-Sharlayan 2,191666,82092,781,0,0,0,1033,9
208,Radz-at-Han 1,191661,82092,782,0,0,0,1034,9
209,Radz-at-Han 2,191667,82092,783,0,0,0,1035,9
210,Feld der Ehre,191523,82092,852,0,0,0,3014,10
211,Onsal Hakair,191524,82092,853,0,0,0,3015,10
212,Kristallkönig (13. Saison),191525,82092,854,0,0,0,3308,5
213,Kristallfürst (13. Saison),191526,82092,855,0,0,0,3309,5
214,Kristallkämpfer (13. Saison),191527,82092,856,0,0,0,3310,5
215,Crystalline Conflict: Kristall (13. Saison),191533,82092,857,0,0,0,3311,5
216,Crystalline Conflict: Diamant (13. Saison),191532,82092,858,0,0,0,3312,5
217,Crystalline Conflict: Platin (13. Saison),191531,82092,859,0,0,0,3313,5
218,Crystalline Conflict: Gold (13. Saison),191530,82092,860,0,0,0,3314,5
219,Crystalline Conflict: Silber (13. Saison),191529,82092,861,0,0,0,3315,5
220,Crystalline Conflict: Bronze (13. Saison),191528,82092,862,0,0,0,3316,5
221,Kristallkönig (14. Saison),191534,82092,863,0,0,0,3317,5
222,Kristallfürst (14. Saison),191535,82092,864,0,0,0,3318,5
223,Kristallkämpfer (14. Saison),191536,82092,865,0,0,0,3319,5
224,Crystalline Conflict: Kristall (14. Saison),191542,82092,866,0,0,0,3320,5
225,Crystalline Conflict: Diamant (14. Saison),191541,82092,867,0,0,0,3321,5
226,Crystalline Conflict: Platin (14. Saison),191540,82092,868,0,0,0,3322,5
227,Crystalline Conflict: Gold (14. Saison),191539,82092,869,0,0,0,3323,5
228,Crystalline Conflict: Silber (14. Saison),191538,82092,870,0,0,0,3324,5
229,Crystalline Conflict: Bronze (14. Saison),191537,82092,871,0,0,0,3325,5
230,Eine zweite Zukunft,191724,82092,872,0,0,0,2505,4
231,Kreszentia,191725,82092,879,0,0,0,2404,4
232,Kosmo-Erkundung 1,191726,82092,878,0,0,0,2343,8
233,Monster Hunter Wilds 1,191727,82092,943,0,0,0,3955,7
234,Monster Hunter Wilds 2,191728,82092,944,0,0,0,3956,7
235,Verborgene Schlucht,191543,82092,916,0,0,0,3016,10
236,Äußere Ruinen (Sicherung),191544,82092,917,0,0,0,3017,10
237,Kristallkönig (15. Saison),191545,82092,918,0,0,0,3326,5
238,Kristallfürst (15. Saison),191546,82092,919,0,0,0,3327,5
239,Kristallkämpfer (15. Saison),191547,82092,920,0,0,0,3328,5
240,Crystalline Conflict: Kristall (15. Saison),191553,82092,921,0,0,0,3329,5
241,Crystalline Conflict: Diamant (15. Saison),191552,82092,922,0,0,0,3330,5
242,Crystalline Conflict: Platin (15. Saison),191551,82092,923,0,0,0,3331,5
243,Crystalline Conflict: Gold (15. Saison),191550,82092,924,0,0,0,3332,5
244,Crystalline Conflict: Silber (15. Saison),191549,82092,925,0,0,0,3333,5
245,Crystalline Conflict: Bronze (15. Saison),191548,82092,926,0,0,0,3334,5
246,Kristallkönig (16. Saison),191554,82092,927,0,0,0,3335,5
247,Kristallfürst (16. Saison),191555,82092,928,0,0,0,3336,5
248,Kristallkämpfer (16. Saison),191556,82092,929,0,0,0,3337,5
249,Crystalline Conflict: Ultima (16. Saison),191564,82092,930,0,0,0,3338,5
250,Crystalline Conflict: Omega (16. Saison),191563,82092,931,0,0,0,3339,5
251,Crystalline Conflict: Kristall (16. Saison),191562,82092,932,0,0,0,3340,5
252,Crystalline Conflict: Diamant (16. Saison),191561,82092,933,0,0,0,3341,5
253,Crystalline Conflict: Platin (16. Saison),191560,82092,934,0,0,0,3342,5
254,Crystalline Conflict: Gold (16. Saison),191559,82092,935,0,0,0,3343,5
255,Crystalline Conflict: Silber (16. Saison),191558,82092,936,0,0,0,3344,5
256,Crystalline Conflict: Bronze (16. Saison),191557,82092,937,0,0,0,3345,5
257,Kosmo-Erkundung 2,191729,82092,940,0,0,0,2344,8
258,Inselparadies 3,191730,82092,939,0,0,0,2342,8
259,Küstenkampf,191565,82092,995,0,0,0,3018,10
260,Worqor Chirteh,191566,82092,996,0,0,0,3019,10
261,Kristallkönig (17. Saison),191567,82092,997,0,0,0,3346,5
262,Kristallfürst (17. Saison),191568,82092,998,0,0,0,3347,5
263,Kristallkämpfer (17. Saison),191569,82092,999,0,0,0,3348,5
264,Crystalline Conflict: Ultima (17. Saison),191577,82092,1000,0,0,0,3349,5
265,Crystalline Conflict: Omega (17. Saison),191576,82092,1001,0,0,0,3350,5
266,Crystalline Conflict: Kristall (17. Saison),191575,82092,1002,0,0,0,3351,5
267,Crystalline Conflict: Diamant (17. Saison),191574,82092,1003,0,0,0,3352,5
268,Crystalline Conflict: Platin (17. Saison),191573,82092,1004,0,0,0,3353,5
269,Crystalline Conflict: Gold (17. Saison),191572,82092,1005,0,0,0,3354,5
270,Crystalline Conflict: Silber (17. Saison),191571,82092,1006,0,0,0,3355,5
271,Crystalline Conflict: Bronze (17. Saison),191570,82092,1007,0,0,0,3356,5
272,Kristallkönig (18. Saison),191578,82092,1008,0,0,0,3357,5
273,Kristallfürst (18. Saison),191579,82092,1009,0,0,0,3358,5
274,Kristallkämpfer (18. Saison),191580,82092,1010,0,0,0,3359,5
275,Crystalline Conflict: Ultima (18. Saison),191588,82092,1011,0,0,0,3360,5
276,Crystalline Conflict: Omega (18. Saison),191587,82092,1012,0,0,0,3361,5
277,Crystalline Conflict: Kristall (18. Saison),191586,82092,1013,0,0,0,3362,5
278,Crystalline Conflict: Diamant (18. Saison),191585,82092,1014,0,0,0,3363,5
279,Crystalline Conflict: Platin (18. Saison),191584,82092,1015,0,0,0,3364,5
280,Crystalline Conflict: Gold (18. Saison),191583,82092,1016,0,0,0,3365,5
281,Crystalline Conflict: Silber (18. Saison),191582,82092,1017,0,0,0,3366,5
282,Crystalline Conflict: Bronze (18. Saison),191581,82092,1018,0,0,0,3367,5
283,Besondere Verdienste,191903,82092,1021,0,0,0,4002,7
284,Kosmo-Erkundung 3,191731,82092,1020,0,0,0,2345,8
285,,0,0,0,0,0,0,0,0
286,Schlichter Stil 1,191021,82092,1044,0,0,0,34,7
287,Schlichter Stil 2,191022,82092,1045,0,0,0,35,7
288,Schlichter Stil 3,191023,82092,1046,0,0,0,36,7
289,Schlichter Stil 4,191024,82092,1047,0,0,0,37,7
290,Schlichter Stil 5,191025,82092,1048,0,0,0,38,7
291,Schlichter Stil 6,191026,82092,1049,0,0,0,39,7
292,Schlichter Stil 7,191027,82092,1050,0,0,0,40,7
293,Schlichter Stil 8,191028,82092,1051,0,0,0,41,7
294,,0,0,0,0,0,0,0,0
295,,0,0,0,0,0,0,0,0
296,,0,0,0,0,0,0,0,0
297,,0,0,0,0,0,0,0,0
298,,0,0,0,0,0,0,0,0
299,,0,0,0,0,0,0,0,0
300,,0,0,0,0,0,0,0,0
