#,Text,Unknown6,BalloonTime,Unknown0,Unknown7,Unknown8,OutputType,Unknown_70,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,IsBalloonSlow,BattleTalkTime
43,Du wagst es ...!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
44,Das ist höchst impertinent.,0,5,0,0,0,2,0,1,25,False,False,False,False,False
45,Tanzt für euren König!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
46,"Ist es das, was du willst?",0,3,0,0,0,2,0,1,25,False,False,False,False,False
47,Sieh her ...,0,3,0,0,0,2,0,1,25,False,False,False,False,False
48,"Was gibbssa ssu tuscheln, ihr Baum...sschnecken!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
49,"Ssswerden wir schonnichs ... letzte Mal, kapiert?! Hick!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
50,Gahahah! Hick! Wer will als Nächssses?,0,5,0,0,0,2,0,1,25,False,False,False,False,False
51,Kann man hier nicht mal in Frieden seinen Met trinken?,0,5,0,0,0,2,0,1,25,False,False,False,False,False
52,Hassu ... 'n Prolll...Bl...Prollem?! Was?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
53,Heilllle Scheiße! Hick!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
54,Die Meinige ist bereit!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
55,Es geht los!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
56,Die Andrigen müssen leiden!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
57,Die Meinige wird nicht untergehen!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
58,Das Klageregiment braucht Unterstützung!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
59,Bis hierher habt ihr euch also geschleppt ... nur um hier zugrunde zu gehen!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
60,"Macht schon! Zeigt mir, was ihr drauf habt!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
61,Genug! Die Übung ist beendet.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
62,"Verdammt, es sind zu viele!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
63,Denen werden wir das Wildern schon austreiben!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
64,"Ist der Stadt­staat schon so arm, dass Abenteurer die Drecksarbeit erledigen müssen?",0,5,0,0,0,3,0,1,25,False,False,False,False,False
65,Ihr sollt verdammt sein! Der Wald gehört nicht euch!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
66,Großwachsene werfen Gierauge auf Habensachen?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
67,Goblinhorde! Goblinhorde!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
68,Goblinhorde! Goblinhorde! Bumm bumm!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
69,Goblinhorde! Goblinhorde! Krawumm!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
70,Nein! Goblinfeste wird Trümmerstaub!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
71,"Fort, Großwachsene! Sonst kommt Zerfetzenkugel!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
72,Feuerbumm! Feuerbumm!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
73,Feuerbumm! Feuerbumm! Bumm bumm!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
74,Feuerbumm! Feuerbumm! Krawumm!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
75,Nein! Goblinfestung alles Kaputtebrett!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
76,Oh! Schöne Goblinfeste nur mehr Kleinesholz!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
77,Großwachsene wollen Feste zu Flacherde machen! Flickblix heimzahlt mit Feuerbumm!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
78,Goblinbande! Mehr Feuerbumm! Mehr Feuerbumm!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
79,Oh! Großerschmerz in Denkschale ... ,0,5,0,0,0,3,0,1,25,False,False,False,False,False
80,Stickflix! Stickflix!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
81,Stickflix! Stickflix! Bumm bumm!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
82,Stickflix! Stickflix! Kawumm!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
83,"Meine geliebten Kreaturen! Kommt, folgt der Meinigen!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
84,Die Meinige wird wütend ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
85,Der Meinigen reicht es so langsam ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
86,Die Meinige wird nicht länger leiden!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
87,Eure Hoheit!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
88,Bl...Blleibssu gefälligss hier!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
89,Gahahah!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
90,Ich hätte ihn sonst auch selbst ruhiggestellt ... Trotzdem danke!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
91,Vielen Dank.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
92,...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
93,Für Weicheier hat die Bruderschaft keinen Platz!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
94,Oh nein! Hier kommt er schon!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
95,Bald ist es Zeit für meinen Rundgang ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
96,Marienkäfer! Ein ganzer Schwarm!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
97,Jemand muss diese Biester verjagen!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
98,"Puh, hoffentlich haben wir jetzt erst mal etwas Ruhe.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
99,Sie haben uns alles kaputtgefressen! Wie schrecklich ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
100,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
101,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
102,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
103,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
104,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
105,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
106,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
107,Die Meinige braucht Hilfe!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
108,Vielen Dank!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
109,Hm? War da nicht gerade ein Geräusch?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
110,"Ich werde euch lehren, anderer Leute Überreste zu zerfleddern!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
111,"Verpiss dich, du kleiner Haufen Hörnchenscheiße!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
112,"Wer hat dich eingeladen, Wanze?",0,5,0,0,0,3,0,1,25,False,False,False,False,False
113,"Mach dich vom Acker, bevor ich ungemütlich werden muss!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
114,Da scheint ein Schnüffler eine Abreibung zu brauchen!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
115,Willst du zu uns?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
116,Verschlagener Bastard ...,0,3,0,0,0,2,0,1,25,False,False,False,False,False
117,Mein Körper ... fühlt sich so schwer an.,0,3,0,0,0,2,0,1,25,False,False,False,False,False
118,Verdammt! Nicht jetzt!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
119,"Ich sollte wohl besser
einen Abenteurer um
Hilfe bitten ...",0,5,0,0,0,3,0,1,25,False,False,False,False,False
120,Die Amalj'aa scheinen uns nicht zu verfolgen. Sehr gut.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
121,Vielen Dank für deine Hilfe!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
122,Gugooooahr!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
123,Gugraaahr!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
124,Sch-Schafe! Eine ganze Herde! Sie rennen direkt auf uns zu!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
125,Eine Stampede! Wir müssen die Tiere stoppen!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
126,Hier ist alles ruhig ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
127,Eine Engstelle. Seht Euch vor!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
128,Kann sich nur noch um Sekunden handeln! Seid auf der Hut!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
129,Da sind sie!,0,10,0,0,0,3,0,1,25,False,False,False,False,False
130,Eindringlinge? Was habt ihr hier zu suchen?,0,5,0,0,0,2,0,1,25,False,False,False,False,False
131,Meine Männer! Das werdet ihr büßen!,0,4,0,0,0,2,0,1,25,False,False,False,False,False
132,Wehe euch! Jetzt habt ihr mich wütend gemacht.,0,4,0,0,0,2,0,1,25,False,False,False,False,False
133,"I-Ich halte mich lediglich etwas zurück, nett wie ich bin.",0,4,0,0,0,2,0,1,25,False,False,False,False,False
134,Da fällt mir ein! Ich hatte ja einen Termin!,0,6,0,0,0,2,0,1,25,False,False,False,False,False
135,Lästig wie Kletten ...,0,4,0,0,0,2,0,1,25,False,False,False,False,False
136,"Fütterungszeit, meine Hündchen!",0,2,0,0,0,2,0,1,25,False,False,False,False,False
137,A-Aua! Langsam ist das nicht mehr lustig!,0,4,0,0,0,2,0,1,25,False,False,False,False,False
138,Wie soll ich das bloß erklären? Ich bin geliefert!,0,6,0,0,0,2,0,1,25,False,False,False,False,False
139,Nimm dies!,0,4,0,0,0,2,0,1,25,False,False,False,False,False
140,Aus dir mach ich Fischfutter!,0,4,0,0,0,2,0,1,25,False,False,False,False,False
141,Sprich dein letztes Gebet!,0,4,0,0,0,2,0,1,25,False,False,False,False,False
142,"Nicht mit mir, Freundchen!",0,4,0,0,0,2,0,1,25,False,False,False,False,False
143,"Psssh, pssskoh ... Netter Goblin helfen!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
144,Psh ... Goblinleben vielzzu kurz.,0,4,0,0,0,2,0,1,25,False,False,False,False,False
145,Helfenhand! Bitte Helfenhand!,0,4,0,0,0,2,0,1,25,False,False,False,False,False
146,"Endenah, Endenah ...",0,4,0,0,0,2,0,1,25,False,False,False,False,False
147,"Psssh, Vielendank für Gutetat!",0,6,0,0,0,2,0,1,25,False,False,False,False,False
148,"Shkohhh, Gobbie schuldet Dank für Immerzeit!",0,6,0,0,0,2,0,1,25,False,False,False,False,False
149,Großwachsene nehmen Dankzeichen!,0,6,0,0,0,2,0,1,25,False,False,False,False,False
150,Psssh! Echsen wird Blauewunder erleben!,0,6,0,0,0,3,0,1,25,False,False,False,False,False
151,"Shkoh, Großwachsene kann Vertrauen haben in Brüllvolx.",0,3,0,0,0,3,0,1,25,False,False,False,False,False
152,Pshh ... Siehzzu? Gobbie ist Starkekrieger.,0,4,0,0,0,3,0,1,25,False,False,False,False,False
153,Psh! Knapp vorbei wie Scharfehaar.,0,4,0,0,0,2,0,1,25,False,False,False,False,False
154,Khooo! Großesieg für Rechtigkeit!,0,6,0,0,0,2,0,1,25,False,False,False,False,False
155,"Nimmzu das, bevor frechsprechen!",0,3,0,0,0,2,0,1,25,False,False,False,False,False
156,Psh?!,0,2,0,0,0,3,0,1,25,False,False,False,False,False
157,Der ist für Großwachsene!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
158,Pshkho ... Leichtespiel für Brüllvolx!,0,8,0,0,0,2,0,1,25,False,False,False,False,False
159,Pssshhh! Verstärkung kommt!,0,6,0,0,0,2,0,1,25,False,False,False,False,False
160,Hazzu Herzfallen in Hose? Kommt gleich noch mehr.,0,6,0,0,0,2,0,1,25,False,False,False,False,False
161,Psssh! Neue Legende entstehen!,0,6,0,0,0,2,0,1,25,False,False,False,False,False
162,Brüllvolx ist Bestekämpfer!,0,10,0,0,0,2,0,1,25,False,False,False,False,False
163,Brüllvolx ist Starkegoblin!,0,10,0,0,0,2,0,1,25,False,False,False,False,False
164,"Nettworte freuen Brüllvolx, aber nichts Besonderes getan.",0,30,0,0,0,2,0,1,25,False,False,False,False,False
165,"Die Schakale sind los!
Rette sich, wer kann!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
166,Bleibt mir vom Leib!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
167,"Ich bin total zäh, ehrlich!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
168,Hilfe!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
169,"Puh, das war knapp ...",0,5,0,0,0,3,0,1,25,False,False,False,False,False
170,Hm? Was geht hier vor?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
171,"P-Pugil!
Ein ganzer Schwarm!",0,3,0,0,0,2,0,1,25,False,False,False,False,False
172,Da ruft jemand um Hilfe!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
173,"In Ordnung!
Wir ziehen uns zurück!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
174,Für den Mahlstrom!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
175,Damit solltet ihr auch alleine fertig werden!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
176,Ist das zu fassen?!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
177,Wir können jede Hilfe gebrauchen!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
178,"Lasst euch nicht übermannen, ihr Waschlappen!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
179,Du bist eine Schande für den Mahlstrom! Streng dich gefälligst an!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
180,Ich spüre ... nacktes Grauen!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
181,"Ich zeig dir, was 'ne Harke ist.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
182,Mit dieser Schande werden wir leben müssen ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
183,Zeit für die nächtliche Patrouille!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
184,Was ... ist das? Klingt wie tausend schlagende Flügel?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
185,H-Höhlenfledermäuse? Wo kommen die her?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
186,Ich bin fix und alle. Jetzt erst mal 'n heißes Bad!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
187,"Verdammt, sie fliegen zu den Höfen!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
188,Meine Dodos!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
189,"Stutzt ihnen die Flügel!
Koste es, was es wolle!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
190,"Mist, ich komme zu spät!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
191,Wo bleibt er denn nur ...?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
192,<prust> ... <schnauf> ... ,0,3,0,0,0,3,0,1,25,False,False,False,False,False
193,Heute werde ich um ihre Hand anhalten! Ganz bestimmt!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
194,Entschuldige die Verspätung!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
195,"Was fällt dir ein, mich so warten zu lassen?",0,1,0,0,0,3,0,1,25,False,False,False,False,False
196,Und überhaupt: Worüber willst du denn hier mit mir reden?,0,2,0,0,0,3,0,1,25,False,False,False,False,False
197,Ich ... Also ...,0,2,0,0,0,3,0,1,25,False,False,False,False,False
198,Ja?,0,1,0,0,0,3,0,1,25,False,False,False,False,False
199,W-W-Willst du mich hei...!,0,2,0,0,0,3,0,1,25,False,False,False,False,False
200,Was ist das auf einmal so windig?,0,1,0,0,0,3,0,1,25,False,False,False,False,False
201,U-Und was will dieses Monster hier?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
202,M-Monster?!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
203,Steh hier nicht mit offenem Mund rum!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
204,Rette mich vor diesem Ungetüm!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
205,Mir reicht's! Ich geh nach Hause!,0,2,0,0,0,3,0,1,25,False,False,False,False,False
206,S-So warte doch!,0,2,0,0,0,3,0,1,25,False,False,False,False,False
207,Du bist eine elende Memme!,0,2,0,0,0,3,0,1,25,False,False,False,False,False
208,"A-Aber ich wollte dir
doch ...!",0,2,0,0,0,3,0,1,25,False,False,False,False,False
209,Erspare mir deine Ausflüchte!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
210,Das ... Das ist einfach nicht fair!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
211,Hm? Irgendwas stimmt hier nicht?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
212,"Harhar! Frische Beute, Jungs!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
213,Jetzt unternimm doch was!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
214,Das sagst du so!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
215,Rückt eure Gil raus!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
216,Der wütet ja immer noch rum ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
217,"Du da, gib endlich Ruhe!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
218,"Du sollst Ruhe geben, hab ich gesagt!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
219,"Sag mal, hast du Bohnen in den Ohren?!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
220,Lasst mich in Ruhe! Ausm Weg da!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
221,Habt ihr etwa Beweise?,0,5,0,0,0,2,0,1,25,False,False,False,False,False
222,Ich hab die Überfahrt anstandsgemäß bezahlt!,0,5,0,0,0,2,0,1,25,False,False,False,False,False
223,"Das werden wir sehen. Du kommst mit uns, Freundchen!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
224,"Ich könnte hier etwas Hilfe gebrauchen, Sir!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
225,Willst 'ne Abreibung? Kannste haben!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
226,Na endlich ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
227,Elende Schweinerei!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
228,"So, jetzt unterhalten wir uns mal ganz in Ruhe.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
229,"Könnte dir so passen, du dreckiges Schwein!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
230,Das werden wir ja sehen!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
231,Elende Gelbjacken! Ich mach euch alle kalt!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
232,Verdammt ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
233,"Wenn ihr mich fangen wollt, müsst ihr schon 'n bisschen mehr Müsli zum Frühstück essen.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
234,Weg ist er ...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
235,"Man sieht sich, Pfeifen!",0,5,0,0,0,3,0,1,25,False,False,False,False,False
236,"Gib's zu, du hast mir meinen Grog weggesoffen!",0,3,0,0,0,2,0,1,25,False,False,False,False,False
237,Kannst das gern mit meinen Fäusten ausdiskutieren!,0,3,0,0,0,2,0,1,25,False,False,False,False,False
238,"Das wirst du bereuen, du ...!",0,3,0,0,0,2,0,1,25,False,False,False,False,False
239,"Komm doch, wenn du dich traust!",0,3,0,0,0,2,0,1,25,False,False,False,False,False
240,"Selber Seegurke, du ...!",0,5,0,0,0,2,0,1,25,False,False,False,False,False
241,Eine Peiste-Herde! Wir müssen sie aufhalten!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
242,Orobon? Wo kommen die her?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
243,"Kobalosse voraus, streckt sie nieder!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
244,Lasst diese Ungetüme nicht durch!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
245,"An alle, sichert die Route!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
246,Schon wieder Steinböcke?! Verjagt sie!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
247,Ein Stoßtrupp der Amalj'aa! Auf sie mit Gebrüll!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
248,Amalj'aa! Macht euch kampfbereit!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
249,Elende Imps! Was führt ihr diesmal im Schilde!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
250,Die haben irgendwas vor! Schaltet sie aus!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
251,Wo kommen die her? Aus dem Finsterwald?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
252,"Verdammt, da hat mal wieder jemand geschlafen!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
253,"Hier sollen sie
auftauchen ...
Immer nachts!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
254,D-Dann geh ich jetzt lieber nach Hause.,0,3,0,0,0,3,0,1,25,False,False,False,False,False
255,Hast du etwa Angst?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
256,Q-Q-Quatsch!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
257,Dir schlottern ja die Zähne!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
258,Als würde es Gespenster geben!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
259,Hiiieeeh! H-Hast du das gesehen?!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
260,Jetzt hör doch auf!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
261,D-Da leuchtet aber was!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
262,Bestimmt Bootslampen oder so!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
263,Beim Klabautermann!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
264,Hiiiiiieeeh!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
265,H-He! Lass mich hier nicht alleine!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
266,Uiuiui ...,0,5,0,0,0,2,0,1,25,False,False,False,False,False
267,"Bitte nicht hierher
kommen ...",0,5,0,0,0,2,0,1,25,False,False,False,False,False
268,Sind ... sind sie weg?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
269,H-Hier kriegen mich keine zehn Chocobos mehr hin!,0,5,0,0,0,3,0,1,25,False,False,False,False,False
270,Ein Rattenangriff!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
271,Freiwillige für die Übung! Antreten!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
272,"Ach, könnte doch nur jemand die Galagos vertreiben ...",0,3,0,0,0,3,0,1,25,False,False,False,False,False
273,Schon wieder diese verdammten Yarzons ...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
274,Die Goblins stehen sicher schon bald hier auf der Matte.,0,3,0,0,0,3,0,1,25,False,False,False,False,False
275,Wir brauchen unbedingt neue Ersatzteile ...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
276,Verdammte Orobon! Das werd ich euch nie verzeihen!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
277,Wie soll ich bloß meine Sachen zurückbekommen?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
278,So ein wichtiger Auftrag! Für mich!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
279,"Interessiert, ein paar Rekruten den Ernst des Lebens beizubringen?",0,3,0,0,0,3,0,1,25,False,False,False,False,False
280,"Hach, es geht einfach nichts über Elezen!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
