#,Name,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
4014,GLD.DAT II,0,0,0,0,1,0,0
4015,GLD.DAT III,0,0,0,0,1,0,0
4016,GLD.DAT IV,0,0,0,0,1,0,0
4017,GER.DAT I,0,0,0,0,1,0,0
4018,GER.DAT II,0,0,0,0,1,0,0
4019,GER.DAT III,0,0,0,0,1,0,0
4020,GER.DAT IV,0,0,0,0,1,0,0
4021,WEB.DAT I,0,0,0,0,1,0,0
4022,WEB.DAT II,0,0,0,0,1,0,0
4023,WEB.DAT III,0,0,0,0,1,0,0
4024,WEB.DAT IV,0,0,0,0,1,0,0
4025,ALC.DAT I,0,0,0,0,1,0,0
4026,ALC.DAT II,0,0,0,0,1,0,0
4027,ALC.DAT III,0,0,0,0,1,0,0
4028,ALC.DAT IV,0,0,0,0,1,0,0
4029,GRM.DAT I,0,0,0,0,1,0,0
4030,GRM.DAT II,0,0,0,0,1,0,0
4031,GRM.DAT III,0,0,0,0,1,0,0
4032,GRM.DAT IV,0,0,0,0,1,0,0
4033,MIN.DAT I,0,0,0,0,1,0,0
4034,MIN.DAT II,0,0,0,0,1,0,0
4035,MIN.DAT III,0,0,0,0,1,0,0
4036,MIN.DAT IV,0,0,0,0,1,0,0
4037,GÄR.DAT I,0,0,0,0,1,0,0
4038,GÄR.DAT II,0,0,0,0,1,0,0
4039,GÄR.DAT III,0,0,0,0,1,0,0
4040,GÄR.DAT IV,0,0,0,0,1,0,0
4041,FIS.DAT I,0,0,0,0,1,0,0
4042,FIS.DAT II,0,0,0,0,1,0,0
4043,FIS.DAT III,0,0,0,0,1,0,0
4044,FIS.DAT IV,0,0,0,0,1,0,0
4045,ZIM.DAT V,0,0,0,0,1,0,0
4046,GRS.DAT V,0,0,0,0,1,0,0
4047,PLA.DAT V,0,0,0,0,1,0,0
4048,GLD.DAT V,0,0,0,0,1,0,0
4049,GER.DAT V,0,0,0,0,1,0,0
4050,WEB.DAT V,0,0,0,0,1,0,0
4051,ALC.DAT V,0,0,0,0,1,0,0
4052,GRM.DAT V,0,0,0,0,1,0,0
4053,MIN.DAT V,0,0,0,0,1,0,0
4054,GÄR.DAT V,0,0,0,0,1,0,0
4055,FIS.DAT V,0,0,0,0,1,0,0
4056,ZIM.DAT VI,0,0,0,0,1,0,0
4057,GRS.DAT VI,0,0,0,0,1,0,0
4058,PLA.DAT VI,0,0,0,0,1,0,0
4059,GLD.DAT VI,0,0,0,0,1,0,0
4060,GER.DAT VI,0,0,0,0,1,0,0
4061,WEB.DAT VI,0,0,0,0,1,0,0
4062,ALC.DAT VI,0,0,0,0,1,0,0
4063,GRM.DAT VI,0,0,0,0,1,0,0
4064,MIN.DAT VI,0,0,0,0,1,0,0
4065,GÄR.DAT VI,0,0,0,0,1,0,0
4066,FIS.DAT VI,0,0,0,0,1,0,0
5000,,,0,0,0,0,0,0
5001,Zimmerer-Daten (B-1),0,0,0,0,1,0,0
5002,Zimmerer-Daten (B-2),0,0,0,0,1,0,0
5003,Zimmerer-Daten (B-3),0,0,0,0,1,0,0
5004,Zimmerer-Daten (B-4),0,0,0,0,1,0,0
5005,Zimmerer-Daten (B-5),0,0,0,0,1,0,0
5006,Grobschmied-Daten (B-1),0,0,0,0,1,0,0
5007,Grobschmied-Daten (B-2),0,0,0,0,1,0,0
5008,Grobschmied-Daten (B-3),0,0,0,0,1,0,0
5009,Grobschmied-Daten (B-4),0,0,0,0,1,0,0
5010,Grobschmied-Daten (B-5),0,0,0,0,1,0,0
5011,Plattner-Daten (B-1),0,0,0,0,1,0,0
5012,Plattner-Daten (B-2),0,0,0,0,1,0,0
5013,Plattner-Daten (B-3),0,0,0,0,1,0,0
5014,Plattner-Daten (B-4),0,0,0,0,1,0,0
5015,Plattner-Daten (B-5),0,0,0,0,1,0,0
5016,Goldschmied-Daten (B-1),0,0,0,0,1,0,0
5017,Goldschmied-Daten (B-2),0,0,0,0,1,0,0
5018,Goldschmied-Daten (B-3),0,0,0,0,1,0,0
5019,Goldschmied-Daten (B-4),0,0,0,0,1,0,0
5020,Goldschmied-Daten (B-5),0,0,0,0,1,0,0
5021,Gerber-Daten (B-1),0,0,0,0,1,0,0
5022,Gerber-Daten (B-2),0,0,0,0,1,0,0
5023,Gerber-Daten (B-3),0,0,0,0,1,0,0
5024,Gerber-Daten (B-4),0,0,0,0,1,0,0
5025,Gerber-Daten (B-5),0,0,0,0,1,0,0
5026,Weber-Daten (B-1),0,0,0,0,1,0,0
5027,Weber-Daten (B-2),0,0,0,0,1,0,0
5028,Weber-Daten (B-3),0,0,0,0,1,0,0
5029,Weber-Daten (B-4),0,0,0,0,1,0,0
5030,Weber-Daten (B-5),0,0,0,0,1,0,0
5031,Alchemist-Daten (B-1),0,0,0,0,1,0,0
5032,Alchemist-Daten (B-2),0,0,0,0,1,0,0
5033,Alchemist-Daten (B-3),0,0,0,0,1,0,0
5034,Alchemist-Daten (B-4),0,0,0,0,1,0,0
5035,Alchemist-Daten (B-5),0,0,0,0,1,0,0
5036,Gourmet-Daten (B-1),0,0,0,0,1,0,0
5037,Gourmet-Daten (B-2),0,0,0,0,1,0,0
5038,Gourmet-Daten (B-3),0,0,0,0,1,0,0
5039,Gourmet-Daten (B-4),0,0,0,0,1,0,0
5040,Gourmet-Daten (B-5),0,0,0,0,1,0,0
5041,Minenarbeiter-Daten (B-1),0,0,0,0,1,0,0
5042,Minenarbeiter-Daten (B-2),0,0,0,0,1,0,0
5043,Minenarbeiter-Daten (B-3),0,0,0,0,1,0,0
5044,Minenarbeiter-Daten (B-4),0,0,0,0,1,0,0
5045,Minenarbeiter-Daten (B-5),0,0,0,0,1,0,0
5046,Gärtner-Daten (B-1),0,0,0,0,1,0,0
5047,Gärtner-Daten (B-2),0,0,0,0,1,0,0
5048,Gärtner-Daten (B-3),0,0,0,0,1,0,0
5049,Gärtner-Daten (B-4),0,0,0,0,1,0,0
5050,Gärtner-Daten (B-5),0,0,0,0,1,0,0
5051,Fischer-Daten (B-1),0,0,0,0,1,0,0
5052,Fischer-Daten (B-2),0,0,0,0,1,0,0
5053,Fischer-Daten (B-3),0,0,0,0,1,0,0
5054,Fischer-Daten (B-4),0,0,0,0,1,0,0
5055,Fischer-Daten (B-5),0,0,0,0,1,0,0
5056,Zimmerer-Daten (G-1),0,0,0,0,1,0,0
5057,Zimmerer-Daten (G-2),0,0,0,0,1,0,0
5058,Zimmerer-Daten (G-3),0,0,0,0,1,0,0
5059,Grobschmied-Daten (G-1),0,0,0,0,1,0,0
5060,Grobschmied-Daten (G-2),0,0,0,0,1,0,0
5061,Grobschmied-Daten (G-3),0,0,0,0,1,0,0
5062,Plattner-Daten (G-1),0,0,0,0,1,0,0
5063,Plattner-Daten (G-2),0,0,0,0,1,0,0
5064,Plattner-Daten (G-3),0,0,0,0,1,0,0
5065,Goldschmied-Daten (G-1),0,0,0,0,1,0,0
5066,Goldschmied-Daten (G-2),0,0,0,0,1,0,0
5067,Goldschmied-Daten (G-3),0,0,0,0,1,0,0
5068,Gerber-Daten (G-1),0,0,0,0,1,0,0
5069,Gerber-Daten (G-2),0,0,0,0,1,0,0
5070,Gerber-Daten (G-3),0,0,0,0,1,0,0
5071,Weber-Daten (G-1),0,0,0,0,1,0,0
5072,Weber-Daten (G-2),0,0,0,0,1,0,0
5073,Weber-Daten (G-3),0,0,0,0,1,0,0
5074,Alchemist-Daten (G-1),0,0,0,0,1,0,0
5075,Alchemist-Daten (G-2),0,0,0,0,1,0,0
5076,Alchemist-Daten (G-3),0,0,0,0,1,0,0
5077,Gourmet-Daten (G-1),0,0,0,0,1,0,0
5078,Gourmet-Daten (G-2),0,0,0,0,1,0,0
5079,Gourmet-Daten (G-3),0,0,0,0,1,0,0
5080,Minenarbeiter-Daten (G-1),0,0,0,0,1,0,0
5081,Minenarbeiter-Daten (G-2),0,0,0,0,1,0,0
5082,Minenarbeiter-Daten (G-3),0,0,0,0,1,0,0
5083,Gärtner-Daten (G-1),0,0,0,0,1,0,0
5084,Gärtner-Daten (G-2),0,0,0,0,1,0,0
5085,Gärtner-Daten (G-3),0,0,0,0,1,0,0
5086,Fischer-Daten (G-1),0,0,0,0,1,0,0
5087,Fischer-Daten (G-2),0,0,0,0,1,0,0
5088,Fischer-Daten (G-3),0,0,0,0,1,0,0
