#,Name,Reward,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3]
30026,Marodeur 26,7600,252,0,0,0,4,0,0,0
30027,Marodeur 27,8600,150,251,257,0,4,3,2,0
30028,Marodeur 28,9400,256,0,0,0,4,0,0,0
30029,Marodeur 29,9700,159,0,0,0,4,0,0,0
30030,Marodeur 30,10000,165,0,0,0,4,0,0,0
30031,Marodeur 31,11000,168,0,0,0,4,0,0,0
30032,Marodeur 32,12000,166,269,48,0,4,3,2,0
30033,Marodeur 33,12500,46,0,0,0,4,0,0,0
30034,Marodeur 34,13000,52,0,0,0,4,0,0,0
30035,Marodeur 35,13500,56,0,0,0,4,0,0,0
30036,Marodeur 36,14000,294,0,0,0,4,0,0,0
30037,Marodeur 37,14500,297,296,300,0,4,3,2,0
30038,Marodeur 38,15000,302,0,0,0,4,0,0,0
30039,Marodeur 39,16000,303,0,0,0,4,0,0,0
30040,Marodeur 40,16500,66,0,0,0,4,0,0,0
30041,Marodeur 41,17000,178,0,0,0,5,0,0,0
30042,Marodeur 42,17500,275,73,187,0,5,3,2,0
30043,Marodeur 43,18000,186,0,0,0,1,0,0,0
30044,Marodeur 44,18500,190,0,0,0,5,0,0,0
30045,Marodeur 45,19000,309,0,0,0,5,0,0,0
30046,Marodeur 46,19500,322,0,0,0,5,0,0,0
30047,Marodeur 47,20000,78,192,278,0,5,3,2,0
30048,Marodeur 48,20500,202,0,0,0,5,0,0,0
30049,Marodeur 49,21000,283,0,0,0,5,0,0,0
30050,Marodeur 50,21500,93,0,0,0,5,0,0,0
40001,Pikenier 01,75,1,0,0,0,3,0,0,0
40002,Pikenier 02,180,95,0,0,0,3,0,0,0
40003,Pikenier 03,360,96,0,0,0,3,0,0,0
40004,Pikenier 04,410,97,0,0,0,3,0,0,0
40005,Pikenier 05,530,100,0,0,0,3,0,0,0
40006,Pikenier 06,980,102,0,0,0,3,0,0,0
40007,Pikenier 07,1100,103,104,0,0,3,3,0,0
40008,Pikenier 08,1300,105,0,0,0,3,0,0,0
40009,Pikenier 09,1600,108,111,0,0,3,3,0,0
40010,Pikenier 10,1700,109,0,0,0,3,0,0,0
40011,Pikenier 11,2300,115,0,0,0,3,0,0,0
40012,Pikenier 12,3200,116,0,0,0,3,0,0,0
40013,Pikenier 13,4000,118,0,0,0,3,0,0,0
40014,Pikenier 14,4500,119,0,0,0,3,0,0,0
40015,Pikenier 15,5000,120,121,0,0,3,3,0,0
40016,Pikenier 16,5300,122,0,0,0,3,0,0,0
40017,Pikenier 17,5500,123,126,0,0,3,3,0,0
40018,Pikenier 18,5700,132,0,0,0,3,0,0,0
40019,Pikenier 19,5900,130,131,0,0,3,3,0,0
40020,Pikenier 20,6100,133,0,0,0,3,0,0,0
40021,Pikenier 21,6300,32,0,0,0,4,0,0,0
40022,Pikenier 22,6500,136,0,0,0,4,0,0,0
40023,Pikenier 23,6700,246,0,0,0,4,0,0,0
40024,Pikenier 24,6900,147,0,0,0,4,0,0,0
40025,Pikenier 25,7100,248,151,0,0,3,4,0,0
40026,Pikenier 26,7600,252,0,0,0,4,0,0,0
40027,Pikenier 27,8600,257,158,0,0,4,3,0,0
40028,Pikenier 28,9400,261,0,0,0,4,0,0,0
40029,Pikenier 29,9700,162,37,0,0,4,3,0,0
40030,Pikenier 30,10000,164,0,0,0,4,0,0,0
40031,Pikenier 31,11000,165,0,0,0,4,0,0,0
40032,Pikenier 32,12000,40,0,0,0,4,0,0,0
40033,Pikenier 33,12500,268,269,0,0,4,3,0,0
40034,Pikenier 34,13000,172,0,0,0,4,0,0,0
40035,Pikenier 35,13500,63,58,0,0,4,3,0,0
40036,Pikenier 36,14000,297,0,0,0,4,0,0,0
40037,Pikenier 37,14500,294,173,0,0,4,3,0,0
40038,Pikenier 38,15000,175,0,0,0,4,0,0,0
40039,Pikenier 39,16000,302,305,0,0,4,3,0,0
40040,Pikenier 40,16500,274,0,0,0,4,0,0,0
40041,Pikenier 41,17000,308,307,0,0,5,4,0,0
40042,Pikenier 42,17500,73,0,0,0,5,0,0,0
40043,Pikenier 43,18000,187,189,0,0,5,2,0,0
40044,Pikenier 44,18500,190,0,0,0,5,0,0,0
40045,Pikenier 45,19000,333,311,0,0,4,5,0,0
40046,Pikenier 46,19500,312,0,0,0,5,0,0,0
40047,Pikenier 47,20000,77,325,0,0,5,4,0,0
40048,Pikenier 48,20500,327,0,0,0,5,0,0,0
40049,Pikenier 49,21000,204,290,0,0,5,4,0,0
40050,Pikenier 50,21500,92,0,0,0,5,0,0,0
50001,Waldläufer 01,75,1,0,0,0,4,0,0,0
50002,Waldläufer 02,180,95,0,0,0,4,0,0,0
50003,Waldläufer 03,360,96,0,0,0,4,0,0,0
50004,Waldläufer 04,410,97,0,0,0,4,0,0,0
50005,Waldläufer 05,530,101,0,0,0,4,0,0,0
50006,Waldläufer 06,980,98,0,0,0,4,0,0,0
50007,Waldläufer 07,1100,103,0,0,0,4,0,0,0
50008,Waldläufer 08,1300,108,0,0,0,4,0,0,0
50009,Waldläufer 09,1600,107,0,0,0,4,0,0,0
50010,Waldläufer 10,1700,110,0,0,0,4,0,0,0
50011,Waldläufer 11,2300,112,0,0,0,4,0,0,0
50012,Waldläufer 12,3200,115,0,0,0,4,0,0,0
50013,Waldläufer 13,4000,113,116,117,118,1,1,1,1
50014,Waldläufer 14,4500,119,0,0,0,4,0,0,0
50015,Waldläufer 15,5000,120,0,0,0,4,0,0,0
50016,Waldläufer 16,5300,122,0,0,0,4,0,0,0
50017,Waldläufer 17,5500,123,0,0,0,4,0,0,0
50018,Waldläufer 18,5700,128,0,0,0,3,0,0,0
50019,Waldläufer 19,5900,133,0,0,0,4,0,0,0
50020,Waldläufer 20,6100,129,0,0,0,4,0,0,0
50021,Waldläufer 21,6300,32,0,0,0,5,0,0,0
50022,Waldläufer 22,6500,135,0,0,0,5,0,0,0
50023,Waldläufer 23,6700,33,246,138,144,2,2,2,2
50024,Waldläufer 24,6900,146,0,0,0,5,0,0,0
50025,Waldläufer 25,7100,152,0,0,0,5,0,0,0
50026,Waldläufer 26,7600,253,0,0,0,5,0,0,0
50027,Waldläufer 27,8600,257,0,0,0,5,0,0,0
50028,Waldläufer 28,9400,157,0,0,0,5,0,0,0
50029,Waldläufer 29,9700,159,0,0,0,5,0,0,0
50030,Waldläufer 30,10000,37,0,0,0,5,0,0,0
50031,Waldläufer 31,11000,165,0,0,0,5,0,0,0
50032,Waldläufer 32,12000,265,0,0,0,5,0,0,0
50033,Waldläufer 33,12500,264,47,269,172,2,2,2,2
50034,Waldläufer 34,13000,52,0,0,0,5,0,0,0
50035,Waldläufer 35,13500,56,0,0,0,5,0,0,0
50036,Waldläufer 36,14000,63,65,62,272,2,2,2,2
50037,Waldläufer 37,14500,295,0,0,0,5,0,0,0
50038,Waldläufer 38,15000,298,0,0,0,5,0,0,0
50039,Waldläufer 39,16000,301,0,0,0,5,0,0,0
50040,Waldläufer 40,16500,307,0,0,0,5,0,0,0
50041,Waldläufer 41,17000,306,0,0,0,5,0,0,0
50042,Waldläufer 42,17500,308,0,0,0,5,0,0,0
50043,Waldläufer 43,18000,72,73,179,187,2,2,2,2
50044,Waldläufer 44,18500,319,0,0,0,5,0,0,0
50045,Waldläufer 45,19000,191,0,0,0,5,0,0,0
50046,Waldläufer 46,19500,314,318,320,279,2,2,2,2
50047,Waldläufer 47,20000,194,0,0,0,5,0,0,0
50048,Waldläufer 48,20500,205,0,0,0,5,0,0,0
50049,Waldläufer 49,21000,285,0,0,0,5,0,0,0
50050,Waldläufer 50,21500,89,0,0,0,5,0,0,0
60001,Druide 01,75,1,0,0,0,3,0,0,0
60002,Druide 02,180,95,0,0,0,3,0,0,0
60003,Druide 03,360,96,0,0,0,3,0,0,0
60004,Druide 04,410,97,0,0,0,3,0,0,0
60005,Druide 05,530,99,0,0,0,3,0,0,0
60006,Druide 06,980,98,0,0,0,3,0,0,0
60007,Druide 07,1100,101,0,0,0,3,0,0,0
60008,Druide 08,1300,102,0,0,0,3,0,0,0
60009,Druide 09,1600,106,0,0,0,3,0,0,0
60010,Druide 10,1700,114,0,0,0,3,0,0,0
60011,Druide 11,2300,109,0,0,0,3,0,0,0
60012,Druide 12,3200,115,113,0,0,3,2,0,0
60013,Druide 13,4000,18,0,0,0,3,0,0,0
60014,Druide 14,4500,118,0,0,0,3,0,0,0
60015,Druide 15,5000,121,0,0,0,3,0,0,0
60016,Druide 16,5300,122,0,0,0,3,0,0,0
60017,Druide 17,5500,123,0,0,0,3,0,0,0
60018,Druide 18,5700,127,0,0,0,3,0,0,0
60019,Druide 19,5900,130,0,0,0,3,0,0,0
60020,Druide 20,6100,131,0,0,0,3,0,0,0
60021,Druide 21,6300,32,0,0,0,3,0,0,0
60022,Druide 22,6500,135,245,247,0,3,2,2,0
60023,Druide 23,6700,139,0,0,0,3,0,0,0
60024,Druide 24,6900,143,0,0,0,3,0,0,0
60025,Druide 25,7100,151,0,0,0,3,0,0,0
60026,Druide 26,7600,252,0,0,0,3,0,0,0
60027,Druide 27,8600,255,0,0,0,3,0,0,0
60028,Druide 28,9400,158,0,0,0,3,0,0,0
60029,Druide 29,9700,159,0,0,0,3,0,0,0
60030,Druide 30,10000,37,0,0,0,3,0,0,0
60031,Druide 31,11000,169,0,0,0,4,0,0,0
60032,Druide 32,12000,167,43,50,265,4,2,2,1
60033,Druide 33,12500,170,0,0,0,4,0,0,0
60034,Druide 34,13000,52,0,0,0,4,0,0,0
60035,Druide 35,13500,297,0,0,0,4,0,0,0
60036,Druide 36,14000,174,0,0,0,4,0,0,0
60037,Druide 37,14500,175,0,0,0,4,0,0,0
60038,Druide 38,15000,302,0,0,0,4,0,0,0
60039,Druide 39,16000,299,0,0,0,4,0,0,0
60040,Druide 40,16500,308,0,0,0,4,0,0,0
60041,Druide 41,17000,273,0,0,0,4,0,0,0
60042,Druide 42,17500,66,306,72,73,4,2,2,1
60043,Druide 43,18000,183,0,0,0,2,0,0,0
60044,Druide 44,18500,191,0,0,0,4,0,0,0
60045,Druide 45,19000,312,0,0,0,4,0,0,0
60046,Druide 46,19500,323,0,0,0,4,0,0,0
60047,Druide 47,20000,77,0,0,0,4,0,0,0
60048,Druide 48,20500,203,0,0,0,4,0,0,0
60049,Druide 49,21000,285,0,0,0,4,0,0,0
60050,Druide 50,21500,94,0,0,0,4,0,0,0
70001,Thaumaturg 01,75,1,0,0,0,3,0,0,0
70002,Thaumaturg 02,180,207,0,0,0,3,0,0,0
70003,Thaumaturg 03,360,208,0,0,0,3,0,0,0
70004,Thaumaturg 04,410,209,0,0,0,3,0,0,0
70005,Thaumaturg 05,530,215,0,0,0,3,0,0,0
70006,Thaumaturg 06,980,212,0,0,0,3,0,0,0
70007,Thaumaturg 07,1100,216,0,0,0,3,0,0,0
70008,Thaumaturg 08,1300,217,0,0,0,3,0,0,0
70009,Thaumaturg 09,1600,220,0,0,0,3,0,0,0
70010,Thaumaturg 10,1700,221,0,0,0,3,0,0,0
70011,Thaumaturg 11,2300,228,229,0,0,3,2,0,0
70012,Thaumaturg 12,3200,227,231,0,0,3,2,0,0
70013,Thaumaturg 13,4000,233,232,0,0,3,2,0,0
70014,Thaumaturg 14,4500,234,0,0,0,3,0,0,0
70015,Thaumaturg 15,5000,236,0,0,0,3,0,0,0
70016,Thaumaturg 16,5300,237,0,0,0,3,0,0,0
70017,Thaumaturg 17,5500,241,0,0,0,3,0,0,0
70018,Thaumaturg 18,5700,239,0,0,0,3,0,0,0
70019,Thaumaturg 19,5900,243,0,0,0,3,0,0,0
70020,Thaumaturg 20,6100,244,0,0,0,3,0,0,0
70021,Thaumaturg 21,6300,134,137,0,0,4,2,0,0
70022,Thaumaturg 22,6500,33,246,0,0,4,2,0,0
70023,Thaumaturg 23,6700,247,139,0,0,4,2,0,0
70024,Thaumaturg 24,6900,144,143,0,0,4,2,0,0
70025,Thaumaturg 25,7100,148,0,0,0,4,0,0,0
70026,Thaumaturg 26,7600,254,0,0,0,4,0,0,0
70027,Thaumaturg 27,8600,251,0,0,0,4,0,0,0
70028,Thaumaturg 28,9400,260,0,0,0,4,0,0,0
70029,Thaumaturg 29,9700,263,0,0,0,4,0,0,0
70030,Thaumaturg 30,10000,168,0,0,0,4,0,0,0
70031,Thaumaturg 31,11000,44,166,0,0,5,2,0,0
70032,Thaumaturg 32,12000,264,170,0,0,5,2,0,0
70033,Thaumaturg 33,12500,269,49,0,0,5,2,0,0
70034,Thaumaturg 34,13000,50,172,0,0,5,2,0,0
70035,Thaumaturg 35,13500,62,0,0,0,5,0,0,0
70036,Thaumaturg 36,14000,54,0,0,0,5,0,0,0
70037,Thaumaturg 37,14500,295,0,0,0,5,0,0,0
70038,Thaumaturg 38,15000,298,0,0,0,5,0,0,0
70039,Thaumaturg 39,16000,299,0,0,0,5,0,0,0
70040,Thaumaturg 40,16500,273,0,0,0,5,0,0,0
70041,Thaumaturg 41,17000,308,179,0,0,6,2,0,0
70042,Thaumaturg 42,17500,73,186,0,0,6,1,0,0
70043,Thaumaturg 43,18000,187,188,0,0,6,2,0,0
70044,Thaumaturg 44,18500,310,191,0,0,6,2,0,0
70045,Thaumaturg 45,19000,315,316,0,0,3,2,0,0
70046,Thaumaturg 46,19500,278,0,0,0,6,0,0,0
70047,Thaumaturg 47,20000,78,0,0,0,6,0,0,0
70048,Thaumaturg 48,20500,201,0,0,0,6,0,0,0
70049,Thaumaturg 49,21000,284,0,0,0,6,0,0,0
70050,Thaumaturg 50,21500,91,0,0,0,6,0,0,0
260001,Hermetiker 01,75,1,0,0,0,3,0,0,0
260002,Hermetiker 02,180,2,0,0,0,3,0,0,0
260003,Hermetiker 03,360,4,0,0,0,3,0,0,0
260004,Hermetiker 04,410,5,0,0,0,3,0,0,0
260005,Hermetiker 05,530,355,0,0,0,3,0,0,0
260006,Hermetiker 06,980,9,0,0,0,3,0,0,0
260007,Hermetiker 07,1100,11,0,0,0,3,0,0,0
260008,Hermetiker 08,1300,10,13,0,0,3,3,0,0
260009,Hermetiker 09,1600,14,0,0,0,3,0,0,0
260010,Hermetiker 10,1700,16,0,0,0,3,0,0,0
260011,Hermetiker 11,2300,19,0,0,0,3,0,0,0
260012,Hermetiker 12,3200,20,0,0,0,3,0,0,0
260013,Hermetiker 13,4000,21,0,0,0,3,0,0,0
260014,Hermetiker 14,4500,115,0,0,0,3,0,0,0
260015,Hermetiker 15,5000,23,0,0,0,3,0,0,0
260016,Hermetiker 16,5300,25,0,0,0,3,0,0,0
260017,Hermetiker 17,5500,26,0,0,0,3,0,0,0
260018,Hermetiker 18,5700,27,29,0,0,3,3,0,0
260019,Hermetiker 19,5900,28,0,0,0,3,0,0,0
260020,Hermetiker 20,6100,31,0,0,0,3,0,0,0
260021,Hermetiker 21,6300,134,0,0,0,4,0,0,0
260022,Hermetiker 22,6500,245,0,0,0,4,0,0,0
260023,Hermetiker 23,6700,137,0,0,0,4,0,0,0
260024,Hermetiker 24,6900,34,0,0,0,4,0,0,0
260025,Hermetiker 25,7100,151,0,0,0,4,0,0,0
260026,Hermetiker 26,7600,150,253,0,0,4,2,0,0
260027,Hermetiker 27,8600,256,0,0,0,4,0,0,0
260028,Hermetiker 28,9400,156,262,0,0,4,2,0,0
260029,Hermetiker 29,9700,163,0,0,0,4,0,0,0
260030,Hermetiker 30,10000,169,0,0,0,4,0,0,0
260031,Hermetiker 31,11000,45,0,0,0,4,0,0,0
260032,Hermetiker 32,12000,48,0,0,0,4,0,0,0
260033,Hermetiker 33,12500,50,0,0,0,4,0,0,0
260034,Hermetiker 34,13000,268,0,0,0,4,0,0,0
260035,Hermetiker 35,13500,53,0,0,0,4,0,0,0
260036,Hermetiker 36,14000,55,57,0,0,4,1,0,0
260037,Hermetiker 37,14500,294,0,0,0,4,0,0,0
260038,Hermetiker 38,15000,298,175,0,0,4,2,0,0
260039,Hermetiker 39,16000,304,0,0,0,4,0,0,0
260040,Hermetiker 40,16500,178,0,0,0,4,0,0,0
260041,Hermetiker 41,17000,275,0,0,0,4,0,0,0
260042,Hermetiker 42,17500,72,0,0,0,4,0,0,0
260043,Hermetiker 43,18000,185,0,0,0,2,0,0,0
260044,Hermetiker 44,18500,310,319,0,0,4,2,0,0
260045,Hermetiker 45,19000,190,0,0,0,4,0,0,0
260046,Hermetiker 46,19500,192,324,0,0,4,2,0,0
260047,Hermetiker 47,20000,312,0,0,0,4,0,0,0
260048,Hermetiker 48,20500,327,84,0,0,4,2,0,0
260049,Hermetiker 49,21000,282,0,0,0,4,0,0,0
260050,Hermetiker 50,21500,289,0,0,0,4,0,0,0
290001,Schurke 01,75,2,0,0,0,3,0,0,0
290002,Schurke 02,180,4,0,0,0,3,0,0,0
290003,Schurke 03,360,3,0,0,0,3,0,0,0
290004,Schurke 04,410,6,0,0,0,3,0,0,0
290005,Schurke 05,530,733,734,0,0,2,1,0,0
290006,Schurke 06,980,8,0,0,0,3,0,0,0
290007,Schurke 07,1100,10,0,0,0,3,0,0,0
290008,Schurke 08,1300,13,0,0,0,3,0,0,0
290009,Schurke 09,1600,14,15,0,0,1,1,0,0
290010,Schurke 10,1700,17,0,0,0,3,0,0,0
290011,Schurke 11,2300,735,0,0,0,3,0,0,0
290012,Schurke 12,3200,736,19,0,0,1,2,0,0
290013,Schurke 13,4000,21,0,0,0,3,0,0,0
290014,Schurke 14,4500,22,0,0,0,3,0,0,0
290015,Schurke 15,5000,23,0,0,0,3,0,0,0
290016,Schurke 16,5300,26,0,0,0,3,0,0,0
290017,Schurke 17,5500,29,0,0,0,3,0,0,0
290018,Schurke 18,5700,28,27,0,0,2,1,0,0
290019,Schurke 19,5900,30,0,0,0,3,0,0,0
290020,Schurke 20,6100,31,0,0,0,3,0,0,0
290021,Schurke 21,6300,131,0,0,0,3,0,0,0
290022,Schurke 22,6500,737,0,0,0,3,0,0,0
290023,Schurke 23,6700,134,0,0,0,3,0,0,0
290024,Schurke 24,6900,139,0,0,0,3,0,0,0
290025,Schurke 25,7100,145,147,0,0,2,2,0,0
290026,Schurke 26,7600,151,0,0,0,3,0,0,0
290027,Schurke 27,8600,148,0,0,0,3,0,0,0
290028,Schurke 28,9400,260,261,0,0,2,2,0,0
290029,Schurke 29,9700,161,160,0,0,2,2,0,0
290030,Schurke 30,10000,262,0,0,0,3,0,0,0
290031,Schurke 31,11000,40,0,0,0,3,0,0,0
290032,Schurke 32,12000,48,0,0,0,3,0,0,0
290033,Schurke 33,12500,45,53,0,0,2,2,0,0
290034,Schurke 34,13000,55,65,0,0,1,2,0,0
290035,Schurke 35,13500,58,0,0,0,3,0,0,0
290036,Schurke 36,14000,64,0,0,0,4,0,0,0
290037,Schurke 37,14500,296,298,0,0,2,2,0,0
290038,Schurke 38,15000,300,0,0,0,3,0,0,0
290039,Schurke 39,16000,304,0,0,0,3,0,0,0
290040,Schurke 40,16500,738,305,0,0,2,2,0,0
290041,Schurke 41,17000,273,0,0,0,4,0,0,0
290042,Schurke 42,17500,275,0,0,0,4,0,0,0
290043,Schurke 43,18000,310,0,0,0,4,0,0,0
290044,Schurke 44,18500,319,0,0,0,4,0,0,0
290045,Schurke 45,19000,333,334,0,0,2,2,0,0
290046,Schurke 46,19500,317,316,0,0,2,2,0,0
290047,Schurke 47,20000,318,0,0,0,4,0,0,0
290048,Schurke 48,20500,326,0,0,0,4,0,0,0
290049,Schurke 49,21000,92,91,0,0,2,2,0,0
290050,Schurke 50,21500,739,94,0,0,2,2,0,0
1000001,Mahlstrom 01,240,124,0,0,0,3,0,0,0
1000002,Mahlstrom 02,266,335,0,0,0,5,0,0,0
1000003,Mahlstrom 03,287,336,0,0,0,3,0,0,0
1000004,Mahlstrom 04,311,337,0,0,0,1,0,0,0
1000005,Mahlstrom 05,345,142,0,0,0,3,0,0,0
