#,Text,Unknown_70_1,Unknown_70_2,Unknown_70_3,AchievementCredit,Item,GatheringItemLevel,Unknown1,FishingSpot,GatheringSubCategory,OceanStars,FishingRecordType,IsHidden,IsInLog
13,"Diese Grundel schwimmt gerne Flüsse hinauf, um zu laichen. Sie kann je nach Fanggrund die mannigfaltigsten Färbungen aufweisen. ",,,,0,4931,6,2000,41,0,0,2,False,True
14,"Diese schneckenartige Kreatur gilt nicht unbedingt als Inbegriff der Schönheit, wird aber auf der Insel Mazlaya und der östlichen Inselnation von Thavnair äußerst gerne in getrockneter Form verzehrt.",,,,0,4873,7,2000,37,0,0,0,False,True
15,"Dieser Hering dreht seine Runden in Hafennähe, weshalb er auch so leicht gefangen werden kann. In Ufernähe der Hafenstadt Limsa Lominsa scheint es ihm am besten zu gefallen.",,,,0,4874,7,2000,35,0,0,0,False,True
16,"Dieser äußerst aggressive Fisch hat schon so manches Mal an Tieren oder sogar Kindern genagt, die sich in seine Hoheitsgewässer gewagt haben. Als Schmorbraten zubereitet ist er allerdings eher weniger gefährlich, dafür aber umso delikater.",,,,0,4932,7,2000,91,0,0,2,False,True
17,Die Larven dieser tiefroten Krustentiere sind überraschenderweise blau. In den fort­ge­schrit­te­neren Wachstumsphasen setzt sich dann allerdings der Rotton immer weiter durch.,,,,0,4933,8,2000,54,0,0,2,False,True
18,"Eine schmackhafte Muschel, die besonders in küstennahen Gebieten in allerlei Rezepten der häuslichen Küche auftaucht.",,,,0,4875,8,2000,49,0,0,0,False,True
19,Dieser Süßwasserfisch versteckt sich jede Nacht in selbst gegrabenen Löchern vor Raubfischen. Deshalb wird er in La Noscea auch „Feiglingsfisch“ genannt.,,,,0,4934,8,2000,40,0,0,2,False,True
20,"Sehr beliebter Zierfisch bei der Oberschicht Ul'dahs, die fast alles mag, was goldenen Glanz besitzt. Des Weiteren besitzt dieser schön anzusehende Fisch ein schwach ausgeprägtes Strei­fen­mus­ter.",,,,0,4876,9,2000,37,0,0,0,False,True
21,"Dieser lange, glitschige Fisch wird besonders gerne von den Lalafell gegessen, die Ackerbau betreiben. Ob es wohl an seinem eigentümlichen Schlammgeruch liegt? ",,,,0,4935,9,2000,3,0,0,3,False,True
22,Einer alten Sage zufolge wurde dieser Flussfisch von Oschon dem Wanderer platt getreten und starb. Llymlaen die Lotsin hatte jedoch Mitleid mit ihm und belebte ihn in seiner nun sehr flachen Form wieder.,,,,0,4877,10,2000,44,0,0,0,False,True
23,"Dieser Süßwasserfisch ist sehr leicht zu fangen, da er fast alles frisst. Angler lieben ihn des Weiteren auch deswegen, weil man ihn einfach nur salzen und rösten muss, um seinen exquisiten Geschmack kennenzulernen. ",,,,0,4936,10,2000,2,0,0,2,False,True
24,"Winziger Süßwasserfisch, der in Coerthas als wichtige Zutat auf sehr vielen Rezepten steht. Wird oft nach dem Fischen direkt an Ort und Stelle verzehrt.",,,,0,4937,35,2000,32,0,0,2,False,True
25,"Die Augen dieses Fisches haben sich immer weiter zurückgebildet, da er in den dunkelsten Gewässern zu Hause ist und keine natürlichen Feinde hat. Er spürt seine Beute auf, indem er Strömungsveränderungen erkennt.",,,,0,4938,31,2000,97,0,0,3,False,True
26,"Der Schutzpanzer dieser Krabbe ist sehr hart, schwer zu verarbeiten und der essbare Teil ist verschwindend gering. Sie steht daher eher selten auf dem Speiseplan der örtlichen Fischer.",,,,0,4878,12,2000,44,0,0,0,False,True
27,"Dieser Amphibienfisch kann seine Flossen geschickt einsetzen, um sich im Schlamm kriechend fortzubewegen. Oft erkennt man ihn in seichten Gewässern nur an seinen Glupschaugen, die über der Oberfläche periskopartig das Feindesland auszuspähen scheinen.",,,,0,4939,13,2000,73,0,0,3,False,True
28,"Wer das Fliegenfischen liebt, wird diesen Süßwasserfisch oft am Haken haben. Gesalzen, frittiert oder nach Müllerinart - diese Forelle ist einfach ein Gedicht.",,,,0,4940,15,2000,18,0,0,2,False,True
29,"Weil sie liebend gerne tote Fische und Algen verspeist, trägt diese Krabbe den Spitznamen „Flussreiniger“. Wenn sie irgendwann aussterben sollte, würde das ein ganzes Ökosystem aus der Balance bringen.",,,,0,4941,15,2000,8,0,0,2,False,True
30,"Dieser Salz­was­ser­fisch besitzt ein kräftiges, auffälliges Strei­fen­mus­ter. Es ähnelt dem Muster eines in Othard beheimateten Tigers - daher auch der ungewöhnliche Name. ",,,,0,4879,15,2000,45,0,0,0,False,True
31,"Seine unbändige Kampfeslust macht auch vor Artgenossen nicht halt. Wenn man zwei Exemplare dieses Fisches in das gleiche Aquarium setzt, kommt es einem Gladiatorenkampf in der Arena gleich - Der Kampf endet erst, wenn nur noch einer steht ... be­ziehungs­weise schwimmt.",,,,0,4942,16,2000,19,0,0,3,False,True
32,"Der Name dieses Krustentieres leitet sich aus der Form seiner äußerst harten Schale ab, die wie ein Metallhelm anmutet.",,,,0,4880,16,2000,64,0,0,0,False,True
33,"Ein gewöhnlicher Süßwasserfisch, der in vielen Seen und Flüssen Eorzeas heimisch ist. Er führt hart umkämpfte Schlachten gegen den Spindelbarsch, der die gleichen Nistgebiete für sich beansprucht.",,,,0,4943,17,2000,73,0,0,3,False,True
34,"Kreiselschnecke mit lustigem Namen. Ist nach dem Entfernen des bitteren Teils zwar durchaus genießbar, aber aufgrund ihres strengen Schlammgeruchs nicht als Delikatesse verschrien.",,,,0,4944,17,2000,73,0,0,2,False,True
35,Die im Rothlyt-Meerbusen beheimateten Exemplare dieser Auster gelten als besonders delikat. Einfach ein wenig Sonnenzitronensaft auf den frischen Fang und fertig!,,,,0,4881,17,2000,59,0,0,0,False,True
36,"Die Bewegungen dieses Süßwasserfisches muten meist träge und plump an. Wenn er sich allerdings auf Beutefang befindet, ist das genaue Gegenteil der Fall. Viele seiner Opfer verenden mit überraschtem Ge­sichts­aus­druck.",,,,0,4945,18,2000,11,0,0,2,False,True
37,"Wie der Name bereits vermuten lässt, ist dieser Fisch in vielen Flüssen La Nosceas anzutreffen. Da er gerne kleine Fische jagt, kann er sehr gut mit Wobbler-Ködern gefischt werden.",,,,0,4946,18,2000,42,0,0,2,False,True
38,"Dieser dünne, lange Salz­was­ser­fisch springt häufig auf der Flucht vor Raubfischen aus dem Wasser, wobei er seine Flossen als Flügel verwendet. Seine Gestalt wird häufig mit einem von Llymlaen geworfenen Dolch verglichen.",,,,0,4882,18,2000,64,0,0,1,False,True
39,"Eine Legende besagt, dass dieser Süßwasserfisch bei Belagerungskämpfen in Zeiten der Kriegswirren in Gridania in Burggräben ausgesetzt wurde, um ihn dann als Nahrungsquelle nutzen zu können.",,,,0,4947,19,2000,3,0,0,3,False,True
40,"Eigentlich in den südlichen Gefilden beheimateter Fisch, der manchmal allerdings aufgrund von Meeresströmungen auch in Eorzea an den Haken zu bekommen ist.",,,,0,4883,19,2000,37,0,0,1,False,True
41,"Künstlich gezüchtete Fischart, die nach mehreren Kreuzungen ihre namensgebende kupferne Farbe entwickelte. Aus dem Osten eingeführt, wurde ihr Bestand durch Aussetzungsmaßnahmen in verschiedenen Gewässern immer weiter erhöht.",,,,0,4948,20,2000,67,0,0,3,False,True
42,"Der Blauglocken-Lachs beginnt sein Leben weit im Landesinneren von Flüssen und bahnt sich von dort den weiten Weg bis hin zu den Indigo-Tiefen. Erst wenn die Zeit zum Laichen gekommen ist, kehrt er an seine Geburtsstätte zurück.",,,,0,4949,20,2000,67,0,0,2,False,True
43,"Wenn diese Muschel überrascht oder gereizt wird, springt sie geradezu aus ihrem Zufluchtsort heraus. Dieses vorhersehbare Verhalten haben sich Seevögel zu Nutze gemacht. Sie lassen in der Nähe kleine Steine fallen und schnappen sich die Muschel sofort, wenn diese sich zeigt.",,,,0,4884,20,2000,60,0,0,0,False,True
44,"Weil diese Krabbe sich oft absichtlich mit Schlamm überhäuft, um von ihren natürlichen Feinden nicht erkannt zu werden, wurde sie früher auch „Schlammgolem“ genannt.",,,,0,4950,21,2000,13,0,0,2,False,True
45,"Dieses Weichtier kreuzt oft seine Tentakel, was ihm eine tanzende Schwimmbewegung verschafft. ",,,,0,4885,21,2000,46,0,0,1,False,True
46,"Das edle Äußere dieses Zierkarpfens kommt besonders gut zum Vorschein, wenn er direkt von oben betrachtet wird. Wenn die künstliche Züchtungsmethode allerdings nicht strikt eingehalten wird, verblasst die wunderschöne Farbe sofort.",,,,0,4951,21,2000,18,0,0,2,False,True
47,Dieses Krustentier erstrahlt in rotem Glanz wie frisches Blut. Einer Sage zufolge entstand dieser Krebs aus dem vergossenen Blut der Sonnengöttin Azeyma.,,,,0,4952,22,2000,11,0,0,2,False,True
48,"Dieser Aal besitzt eine sehr charakteristische Färbung, die sich je nach Fressverhalten und Lebensumfeld leicht verändert.",,,,0,4953,22,2000,66,0,0,2,False,True
49,"Dieser Fisch besitzt ein Gift, das stumm macht. Für andere Fische ein eher zu ver­nach­lässigendes Problem, aber wenn er aus Versehen auf dem heimischen Esstisch landen sollte, wäre man besser beraten, sich beim Geschichtenerzählen auf das Wesentliche zu beschränken.",,,,0,4886,22,2000,52,0,0,0,False,True
50,"Dieses Schalen-Weichtier speichert alle Verunreinigungen und Fremdkörper, anstatt sie auszustoßen. Zur Genießbarkeit dieser Muschel muss also nicht mehr viel gesagt werden. Auf der anderen Seite ist die Wasserqualität in Gewässern, in denen sie sich aufhält, meist hervorragend.",,,,0,4954,23,2000,66,0,0,3,False,True
51,"Wer beim Fliegenfischen Spaß haben möchte, sollte dies in Gewässern tun, in denen sich dieser Fisch aufhält. In der Nähe solcher Gewässer befinden sich oft auch heiße Quellen, eine wahre Wohltat für Körper und Seele.",,,,0,4955,23,2000,66,0,0,2,False,True
52,"Dieser Fisch ist nur schwer zu fassen. Sein fast vollständig transparenter Körper sorgte bis vor einigen Jahren sogar dafür, dass seine Existenz ganz und gar unbekannt war.",,,,0,4956,24,2000,42,0,0,2,False,True
53,"Dieser Fisch war früher in aller Munde, als das Gerücht bekannt wurde, dass er die Sehkraft verbessern würde. Sein extrem unangenehmer Geschmack ließ dieses Gerücht allerdings schnell wieder sterben.",,,,0,4957,24,2000,66,0,0,2,False,True
54,Seinen Namen erhielt dieser Fisch aufgrund seiner überaus scharfen Flossen. So manches Fischernetz musste ihretwegen schon geflickt werden.,,,,0,4887,24,2000,61,0,0,1,False,True
55,"Dieser Aal wird oft für die Zubereitung von leckerer Aalpastete verwendet. Tagsüber sitzt er lethargisch in seiner Höhle, wird nachts aber sehr aktiv, wenn er auf Beutefang geht.",,,,0,4958,25,2000,11,0,0,2,False,True
56,Dieser Süßwasserfisch wurde aus dem fernen Süden importiert und erhielt aufgrund seiner starken Lebenskraft auch in örtlichen Gewässern steten Zuwachs.,,,,0,4959,25,2000,15,0,0,3,False,True
57,"Das strahlende Blau ist das Markenzeichen dieser Koralle, die wunderschön anzusehen ist.",,,,0,5461,25,2000,51,0,0,1,False,True
58,"Dieser Raubfisch besitzt einen äußerst kräftigen Körper, der ihm in Anlehnung an einen Nichts­gesand­ten den Namen „Oger“ einbrachte. Gerüchte, dass er sich gerne mit seinen Namensvettern anlegt, sind allerdings unbegründet.",,,,0,4888,25,2000,38,0,0,1,False,True
59,"Diese Garnele erhielt ihren Namen aufgrund ihrer schildartigen Schale, die an die Sage des Ägiden-Schildes erinnert. Naturkundeforscher schätzen, dass sie schon seit Urzeiten unter uns weilt.",,,,0,4960,26,2000,77,0,0,3,False,True
60,Dieser kleine Süßwasserfisch ernährt sich größtenteils von Algen und wird nur selten größer als fünf Ilme.,,,,0,4961,26,2000,15,0,0,3,False,True
61,Dieser Tiefsee-Raubfisch lockt seine Beute mit einem winzigen leuchtenden Anhängsel an seinem Kopf und erhielt so seinen trefflichen Namen. Unter Anglern gilt seine Anwesenheit als gutes Omen. ,,,,0,4889,26,2000,71,0,0,1,False,True
62,"Wenn er aufrecht schwimmt, gleicht dieser seltsame Meeresbewohner einem Chocobo; daher der Name.",,,,0,4890,26,2000,51,0,0,0,False,True
63,"Dieser Fisch erhielt seinen Namen, weil er häufig auf Bäumen gesichtet wurde und damals noch nicht bekannt war, dass der Grund dafür einfach nur Vögel waren, die ihn zuerst erbeutet und dann dort abgelegt hatten. Klettern kann er also leider nicht wirklich.",,,,0,4962,27,2000,16,0,0,3,False,True
64,"Versteckt sich trotz seiner stattlichen Größe sehr geschickt auf dem Grund von stehenden Gewässern. Seine langen Barteln nehmen selbst die kleinsten Schwingungen wahr und sobald sich ein Beutefisch in seiner Nähe befindet, wird er mit einem Happen verschluckt.",,,,0,4963,27,2000,19,0,0,3,False,True
65,"Sein kirschfarbenes Äußeres zieht Fingerkrebse an, das Leibgericht dieses Salz­was­ser­fisches. Er selbst gilt bei Fischern vor allem als Delikatesse, wenn er aus Bianaq stammt.",,,,0,4891,27,2000,52,0,0,1,False,True
66,"Dieser furchterregende Süßwasserfisch sendet Blitze aus, die seine Beute in Ohnmacht fallen lassen, bevor er sich über sie hermacht. Auch vor Personen macht er keinen Halt und es gibt jedes Jahr neue Berichte über Opfer, die ihm, meist unabsichtlich, zu nahe gekommen sind.",,,,0,4964,28,2000,15,0,0,3,False,True
67,"Dieser Salz­was­ser­fisch ist flach wie eine abgelaufene Schuhsohle. Der Spott, den er dafür erntet, ist ihm aber egal. Was ihm allerdings nicht egal ist, ist die Tatsache, dass er in Verbindung mit Gilpilz-Soße als Delikatesse gilt.",,,,0,4892,28,2000,53,0,0,0,False,True
68,"Dieser Aal saugt sich mit seinem langen Rüssel an seiner Beute fest und absorbiert danach deren gesamte Körpersäfte, was ein zweifellos eher unangenehmes Gefühl verursacht. Er stand früher vor allem auf dem Speiseplan der Adeligen aus Ul'dah.",,,,0,4965,29,2000,83,0,0,2,False,True
69,"Dieser Süßwasserfisch trägt Schädelknochen von Echsen. Wie das überhaupt möglich ist und warum er das tut, muss erst noch untersucht werden.",,,,0,4966,29,2000,83,0,0,2,False,True
70,Der Kopf dieses Hais gleicht einem Hammer. Er ist ein äußerst flinker Jäger und wird oft im Schwarm mit bis zu hundert seiner Artgenossen angetroffen.,,,,0,4893,29,2000,61,0,0,1,False,True
71,"Dieser Lachs gilt als wahre Delikatesse. Auch unter Monstern. Er schwimmt jedes Jahr stromaufwärts zum Laichen und muss sich praktisch vor allem in Acht nehmen, was sich bewegt, um nicht als Hauptspeise zu enden.",,,,0,4967,28,2000,80,0,0,2,False,True
72,Bei den Seewölfen des Nordmeeres wird dieser Stachelhäuter traditionell fein geschnitten verspeist. Die Piraten schätzen vor allem seine Knusprigkeit.,,,,0,4894,30,2000,53,0,0,0,False,True
73,Dieser Süßwasserfisch saugt sich gerne an Felsen fest und gilt als einer der seltensten seiner Gattung.,,,,0,4968,30,2000,4,0,0,3,False,True
74,"Ein Ball aus Licht emittierenden Algen, der in Höhlen zu finden ist. Der Grund für dieses Leuchten ist allerdings auch weiterhin umstritten.",,,,0,5544,31,2000,32,0,0,3,False,True
75,Dieser Fisch wird sowohl als Nahrungsmittel sowie auch als Köder für größere Fische sehr geschätzt. Die Fischergilde fängt diesen Hering daher öfter als jede andere Fischart.,,,,0,4895,31,2000,52,0,0,0,False,True
76,"Der Körper dieses relativ langen und dünnen Aals ist mit einem dichten und harten Schuppenkeid überzogen. Er ist auch dafür bekannt, ab und an mit seinem Maul über der Was­ser­o­ber­flä­che zu verharren.",,,,0,4969,32,2000,85,0,0,3,False,True
77,Miqo'te haben eine besondere Vorliebe für diesen riesigen Fisch und sein fettes Fleisch. Im Fernen Osten wird dieser Fisch nach dem Fang sofort zerlegt und roh verzehrt. ,,,,0,4896,32,2000,52,0,0,1,False,True
78,Dieser seltene Süßwasserfisch wurde in Gottes Griff entdeckt. Ist besonders aufgrund seiner hohen Resistenz gegen Giftstoffe in Forschungskreisen sehr gefragt.,,,,0,4970,32,2000,50,0,0,3,False,True
79,Diese Süßwasserschnecke wird aufgrund ihres klebrigen Äußeren oft als „Handlanger der Nichts­gesand­ten“ verunglimpft.,,,,0,4971,33,2000,78,0,0,3,False,True
80,"Eine Spezies, die aus­schließ­lich im Wurzelmoor angetroffen werden kann. Durch geschickte Flossenbewegungen kann sie auf geeigneten Böden ansehnliche Sprünge vollführen. ",,,,0,4972,33,2000,16,0,0,3,False,True
81,"Bis vor kurzem kamen die Fetzenfische noch in allen Fünf Meeren vor. Die derzeitigen Bestände sind allerdings stark reduziert, nicht zuletzt aufgrund der Überfischung durch die Männer aus Ishgard.",,,,0,4897,33,2000,45,0,0,0,False,True
82,"Ein eigentümlicher Kieferbau verleiht diesem Süßwasserfisch die Fähigkeit, kleine Fische oder Insekten ohne Kaubewegung zu schlucken. Besitzt seine jetzige Form schon seit Urzeiten.",,,,0,4973,34,2000,15,0,0,3,False,True
83,Dieser Salz­was­ser­fisch kommt nur nachts und meist in Schwärmen an die Meeresoberfläche. Bei optimalem Mondschein erstrahlt die Was­ser­o­ber­flä­che sodann dank ihm in milchweißer Farbe. Der Fisch besitzt Menphinas Segen.,,,,0,4898,34,2000,52,0,0,0,False,True
84,"Die Klauen dieses Süßwasser-Krustentieres sind von einer Vielzahl kleiner Borsten übersät, wodurch der Eindruck entsteht, dass die Krabbe Handschuhe tragen würde.",,,,0,4974,34,2000,54,0,0,2,False,True
85,"Der Körper dieses Salz­was­ser­fisches ist sehr straff und es ist fast unmöglich, ihn zu zerkochen. Er ist daher als Zutat für Eintöpfe sehr gefragt. Wegen seines guten Geschmacks gilt er als König des Nordmeeres.",,,,0,4899,34,2000,74,0,0,1,False,True
86,"Vor langer Zeit schenkte ein aus der Südsee kommender Lalafell einem Padjal einen Zierfisch, um seine Freund­schaft zu bekunden. Der Nachkomme dieses Fisches scheint der Monke Onke zu sein.",,,,0,4975,33,2000,4,0,0,2,False,True
87,"Eine reine Süßwasserforelle, die ein sehr vorsichtiges Verhalten an den Tag legt. Es ist daher zum großen Teil nur langjährigen Anglern vergönnt, sie an den Haken zu bekommen.",,,,0,4976,35,2000,26,0,0,2,False,True
88,"Eine Doppelschalenmuschel, die zwar nicht essbar ist, aber hin und wieder äußerst seltene weiße Perlen in sich birgt, die überall sehr geschätzt werden.",,,,0,4900,35,2000,53,0,0,0,False,True
89,Dieser amphibische Fisch kann sogar in Dünengebieten überleben. Dort bildet er allerdings das unterste Glied in der Nahrungskette.,,,,0,4977,35,2000,86,0,0,4,False,True
90,"Dieser Zierfisch wurde irgendwo im Osten künstlich aufgezogen. Um seinen silberfarbenen Glanz zu per­fek­tio­nie­ren, haben Züchter der dritten Generation mehrere Jahrzehnte ihres Lebens investiert.",,,,0,4978,36,2000,57,0,0,3,False,True
91,Seinen prächtigen Farben verdankt dieser Süßwasserfisch wohl auch seinen Namen. Das klar erkennbare Strei­fen­mus­ter von Kopf bis Schwanzflosse ist sehr schön anzusehen und macht ihn zu einem begehrten Zierfisch.,,,,0,4979,36,2000,85,0,0,3,False,True
92,"Dieser Fisch kann sich auch im Sand fortbewegen. Er sieht einer Brasse zwar ähnlich, ist aber in Wahrheit nicht mit ihr verwandt.",,,,0,5032,36,2000,86,0,0,4,False,True
93,Dieser parasitäre Salz­was­ser­fisch saugt sich gerne an Walen oder Haien fest.,,,,0,4901,36,2000,52,0,0,1,False,True
94,"Die Schuppen dieses Welses sind so hart, dass sich selbst weitaus größere Fische schon an ihnen die Zähne ausgebissen haben und ihn seitdem meiden. Die geringe Anzahl seiner natürlicher Feinde hat zur Folge, dass er sehr lange lebt und eine enorme Größe erreichen kann.",,,,0,4980,37,2000,16,0,0,3,False,True
95,"Dieser Süßwasserfisch zählt zu den größten seiner Gattung. Des Weiteren ist er auch für seinen großen Appetit bekannt, der auch vor großen Fischen keinen Halt macht.",,,,0,4981,37,2000,68,0,0,3,False,True
96,"Dieser riesige Dünenfisch ernährt sich von praktisch allem, was er in der Wüste findet - Insekten, anderen Dünenfischen und manchmal sogar von Monstern. Er selbst schmeckt auch exquisit, enthält aber eine sehr große Menge an Sand und ist daher nur unter hohem Aufwand zubereitbar.",,,,0,5033,37,2000,87,0,0,4,False,True
97,"Ein Salz­was­ser­fisch, der zu einem furcht­er­re­gen­den Anblick wird, wenn er sich wie ein Luftballon aufbläst und seine Stachel zum Vorschein kommen. Er ist aufgrund dieses Verhaltens auch unter dem Namen „Seebombe“ bekannt.",,,,0,4902,37,2000,53,0,0,0,False,True
98,Dieser Allesfresser kann mit verschiedenen Methoden ohne großen Aufwand gefischt werden. In Gridania steht er daher in gegrillter Form auf fast jeder Speisekarte.,,,,0,4982,38,2000,12,0,0,2,False,True
99,"Dieser Fisch zeichnet sich durch seine Überlebensfähigkeit in den Brackwassergebieten von Flussmündungen aus. Sein gefleckter Körper ist sehr ansehnlich, was ihn zu einem beliebten Objekt in Aquarien macht. Ihn zu züchten ist allerdings äußerst schwierig.",,,,0,4983,38,2000,54,0,0,2,False,True
100,"Dieser Dünenfisch kann sich so geschwind im Sand bewegen, dass es schon fast an Magie grenzt. Seine Technik erinnert dabei so sehr an gewisse Attentäter aus dem Fernen Osten, dass er irgendwann den Spitznamen „Ninja-Fisch“ erhielt.",,,,0,5034,38,2000,86,0,0,4,False,True
101,Dieser seltene Fisch hat eine überaus schwache Goldfärbung.,,,,0,4984,39,2000,31,0,0,3,False,True
102,"Sobald sich in der Sagolii-Wüste ein Sandsturm ereignet, setzt dieser Dünenfisch zum mühelosen Gleitflug an.",,,,0,5035,39,2000,87,0,0,4,False,True
103,"Dieser Süßwasseraal glänzt in herrlichem Gold und erhielt daher den Spitznamen „Nald'thal-Aal“, der vom Patron der Händlerzunft stammt. Er ist außerdem nachtaktiv, was seine Auffälligkeit nur noch verstärkt.",,,,0,4985,39,2000,80,0,0,2,False,True
104,"Diese Forelle ist unter den einheimischen Fliegenfischern sehr bekannt. Wurde früher fälschlicherweise aufgrund seiner Farbe, die unter bestimmten Verhältnissen auch blutrot anmuten kann, für einen blutsaugenden Fisch gehalten. ",,,,0,4986,40,2000,26,0,0,2,False,True
105,"Ein sehr flacher und farbenfroher Süßwasserfisch, der hübsch anzusehen ist. Laut der im Moment vorherrschenden Theorie sind die südlichen Inseln zwar seine Heimat, aber er wird auf Handels­schiffen auch gerne in andere Gebiete exportiert.",,,,0,4987,40,2000,55,0,0,2,False,True
106,"Wenn man einem Reisebericht des Schriftstellers Derwin Glauben schenken mag, ist diese Schnecke ein Abgesandter der Unterwelt. Bisher hat ihm das allerdings noch niemand geglaubt.",,,,0,5036,40,2000,86,0,0,4,False,True
107,"Eine blutrote Koralle, die als Symbol der Lebenskraft gilt. Sie ist deswegen ein sehr beliebtes Geschenk auf vielen Geburtsfeiern in ganz La Noscea.",,,,0,5462,40,2000,62,0,0,0,False,True
108,Diese Forelle ist eine dem Bronzesee inhärente Spezies. ,,,,0,4988,41,2000,68,0,0,3,False,True
109,"Die Amalj'aa verehren diese Schnecke als heiliges Nahrungsmittel. Sie vermuten nämlich, dass die Schnecke direkt aus den Klauen des Primae Ifrit heraus geboren wurde.",,,,0,4989,41,2000,94,0,0,3,False,True
110,"Dieser Manta erklimmt die höchsten Sanddünen, um von dort aus im Gleitflug auf Beutejagd zu gehen.",,,,0,5037,41,2000,87,0,0,4,False,True
111,"Normalerweise jagt dieser Hai eher mittelgroße Fische, aber er hat auch schon Schwimmer angegriffen. Wer gar in seinem Nistgebiet schwimmt, muss davon ausgehen, unbarmherzig attackiert zu werden. ",,,,0,4903,41,2000,62,0,0,1,False,True
112,In Ul'dah wird dieser Fisch auch Sultansfisch genannt. Bei der Krönungsfeier des früheren Sultans Sasabaru wurde ihm dieser Fisch nämlich von einem Händler als Geschenk vermacht. ,,,,0,4990,42,2000,82,0,0,3,False,True
113,Die im Finsterwald lebenden Mondstreuner verehren diesen Fisch als Symbol der Stärke und halten ihn sich als Maskottchen.,,,,0,4991,42,2000,99,0,0,2,False,True
114,"Der Legende zufolge war es ein Drache, der diesen Fisch aus einem einzigen Tropfen Blut erschuf, der versehentlich in einem Fluss landete. ",,,,0,4992,43,2000,7,0,0,2,False,True
115,"Die Schuppen dieses Süßwasserfisches sind hart wie Metall und seine Form ähnelt einem Schneidewerkzeug. Aber keine Angst, so scharf wie ein Messer ist er zum Glück nicht.",,,,0,4993,43,2000,25,0,0,2,False,True
116,"Mit ihren scharfen Zähnen knackt diese Makrele selbst harte Krustentiere problemlos. Sie selbst schmeckt zwar eher fade, wird allerdings oft als Arznei verabreicht, da ihr nachgesagt wird, sie erhöhe die Körperkraft.",,,,0,4904,43,2000,65,0,0,1,False,True
117,Bei Regen wird dieser Fisch überaus aktiv und kann von Anglern problemlos an Land gezogen werden. ,,,,0,4905,43,2000,81,0,0,2,False,True
118,"Dieser Süßwasserfisch wird oft mit einer dicken, kräftigen Wurzel eines alten Eichenbaumes verglichen. Leider schmeckt er auch so und ist daher eher selten in Kochtöpfen aufzufinden.",,,,0,4994,44,2000,20,0,0,2,False,True
