#,Name,Unknown0,StampIcon,Unknown1,Category,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
69,Alarmiert,0,230635,1,3,0,9,10,True,True,True
70,Mund kräuseln,0,230636,1,3,0,10,10,True,True,True
71,Ernst,0,230637,1,3,0,11,10,True,True,True
72,Sanftmütig,0,230638,1,3,0,12,10,True,True,True
73,Zufrieden,0,230639,1,3,0,13,10,True,True,True
74,Feist grinsend,0,230640,1,3,0,14,10,True,True,True
75,In sich gekehrt,0,230641,1,3,0,15,10,True,True,True
76,,0,0,0,0,0,0,0,False,False,False
77,,0,0,0,0,0,0,0,False,False,False
78,,0,0,0,0,0,0,0,False,False,False
79,,0,0,0,0,0,0,0,False,False,False
80,,0,0,0,0,0,0,0,False,False,False
81,,0,0,0,0,0,0,0,False,False,False
82,,0,0,0,0,0,0,0,False,False,False
83,,0,0,0,0,0,0,0,False,False,False
84,,0,0,0,0,0,0,0,False,False,False
85,,0,0,0,0,0,0,0,False,False,False
86,,0,0,0,0,0,0,0,False,False,False
87,,0,0,0,0,0,0,0,False,False,False
88,,0,0,0,0,0,0,0,False,False,False
89,,0,0,0,0,0,0,0,False,False,False
90,Ausrufezeichen,0,230401,1,7,0,1,10,True,False,False
91,Fragezeichen,0,230402,1,7,0,2,10,True,False,False
92,Interrobang 1,0,230403,1,7,0,3,10,True,False,False
93,Interrobang 2,0,230404,1,7,0,4,10,True,False,False
94,Ellipse,0,230405,1,7,0,5,10,True,False,False
95,,0,0,0,0,0,0,0,False,False,False
96,,0,0,0,0,0,0,0,False,False,False
97,,0,0,0,0,0,0,0,False,False,False
98,,0,0,0,0,0,0,0,False,False,False
99,,0,0,0,0,0,0,0,False,False,False
100,Nächster Gegner! 1,70501,230791,2,10,0,204,1,True,False,False
101,Nächster Gegner! 2,70830,230792,2,10,0,205,1,True,False,False
102,Perfekter Groove,70830,128404,2,10,0,206,1,False,False,False
103,Monster Hunter Wilds: Quest angenommen,70910,180186,2,29,0,207,1,False,False,False
104,Monster Hunter Wilds: Quest beginnt,70910,180187,2,29,0,208,1,False,False,False
105,Monster Hunter Wilds: Quest abgeschlossen,70910,180188,2,29,0,209,1,False,False,False
106,,0,0,0,0,0,0,0,False,False,False
107,,0,0,0,0,0,0,0,False,False,False
108,,0,0,0,0,0,0,0,False,False,False
109,,0,0,0,0,0,0,0,False,False,False
110,Sprechblase: normal,0,230101,1,2,0,1,10,True,True,True
111,Denkblase,0,230102,1,2,0,2,10,True,True,True
112,Sprechblase: laut,0,230103,1,2,0,3,10,True,True,True
113,,0,0,0,0,0,0,0,False,False,False
114,,0,0,0,0,0,0,0,False,False,False
115,,0,0,0,0,0,0,0,False,False,False
116,,0,0,0,0,0,0,0,False,False,False
117,Geburtstag: 0,0,230131,0,28,0,1,10,True,False,False
118,Geburtstag: 1,0,230132,0,28,0,2,10,True,False,False
119,Geburtstag: 2,0,230133,0,28,0,3,10,True,False,False
120,Geburtstag: 3,0,230134,0,28,0,4,10,True,False,False
121,Geburtstag: 4,0,230135,0,28,0,5,10,True,False,False
122,Geburtstag: 5,0,230136,0,28,0,6,10,True,False,False
123,Geburtstag: 6,0,230137,0,28,0,7,10,True,False,False
124,Geburtstag: 7,0,230138,0,28,0,8,10,True,False,False
125,Geburtstag: 8,0,230139,0,28,0,9,10,True,False,False
126,Geburtstag: 9,0,230140,0,28,0,10,10,True,False,False
127,Geburtstag: Mogry,0,230141,0,28,0,11,10,True,True,True
128,Geburtstag: Krone,0,230142,0,28,0,12,10,True,True,True
129,Geburtstag: Ballon,0,230143,0,28,0,13,10,True,True,True
130,Funkeln 1 ,0,230201,1,9,0,2,10,True,True,True
131,Herz ,0,230202,1,9,0,43,10,True,True,True
132,Blendenfleck ,0,230203,1,9,0,21,10,True,True,True
133,Tierspur ,0,230204,1,9,0,61,10,True,True,True
134,Funkeln 1 ,0,230301,1,9,0,1,10,True,True,True
135,Sonnenbrille,0,230302,1,9,0,110,10,True,True,True
136,Herz ,0,230303,1,9,0,42,10,True,True,True
137,Blendenfleck ,0,230304,1,9,0,20,10,True,True,True
138,Lippen,0,230305,1,9,0,111,10,True,True,True
139,Tierspur ,0,230306,1,9,0,60,10,True,True,True
140,Pfeil,0,230307,1,9,0,100,10,True,True,True
141,Dreieck ,0,230210,1,9,0,31,10,True,True,True
142,Viereck ,0,230211,1,9,0,33,10,True,True,True
143,Pentagon ,0,230209,1,9,0,35,10,True,True,True
144,Blume ,0,230205,1,9,0,45,10,True,True,True
145,Bokeh ,0,230208,1,9,0,41,10,True,True,True
146,Musiknote 1 ,0,230206,1,9,0,51,10,True,True,True
147,Musiknote 2  ,0,230207,1,9,0,52,10,True,True,True
148,Musiknote ,0,230309,1,9,0,50,10,True,True,True
149,Dreieck ,0,230312,1,9,0,30,10,True,True,True
150,Viereck ,0,230313,1,9,0,32,10,True,True,True
151,Pentagon ,0,230311,1,9,0,34,10,True,True,True
152,Blume ,0,230308,1,9,0,44,10,True,True,True
153,Bokeh ,0,230310,1,9,0,40,10,True,True,True
154,Funkeln 2 ,0,230314,1,9,0,3,10,True,True,True
155,Funkeln 2 ,0,230212,1,9,0,4,10,True,True,True
156,Funkeln 3 ,0,230315,1,9,0,5,10,True,True,True
157,Funkeln 3 ,0,230213,1,9,0,6,10,True,True,True
158,Funkeln 4 ,0,230316,1,9,0,7,10,True,True,True
159,Funkeln 4 ,0,230214,1,9,0,8,10,True,True,True
160,Stern,0,230215,1,9,0,53,10,True,True,True
161,Konfetti,0,230317,1,9,0,90,10,True,True,True
162,,0,0,0,0,0,0,0,False,False,False
163,,0,0,0,0,0,0,0,False,False,False
164,,0,0,0,0,0,0,0,False,False,False
165,,0,0,0,0,0,0,0,False,False,False
166,,0,0,0,0,0,0,0,False,False,False
167,,0,0,0,0,0,0,0,False,False,False
168,,0,0,0,0,0,0,0,False,False,False
169,,0,0,0,0,0,0,0,False,False,False
170,Fleisch-Miqo'Kebab,0,230501,1,8,0,1,10,True,True,True
171,Grill-Antilope,0,230502,1,8,0,2,10,True,True,True
172,Dodo-Omelett,0,230503,1,8,0,3,10,True,True,True
173,Spiegelei,0,230504,1,8,0,4,10,True,True,True
174,Gegrillte Forelle,0,230505,1,8,0,5,10,True,True,True
175,Thunfisch-Miqo'Kebab,0,230506,1,8,0,6,10,True,True,True
176,Pastinaksalat,0,230507,1,8,0,7,10,True,True,True
177,Pilz-Miqo'Kebab,0,230508,1,8,0,8,10,True,True,True
178,Fladenbrot,0,230509,1,8,0,9,10,True,True,True
179,Brezel,0,230510,1,8,0,10,10,True,True,True
180,Ritterbrot,0,230511,1,8,0,11,10,True,True,True
181,Eiersandwich à la Bismarck,0,230512,1,8,0,12,10,True,True,True
182,Apfeltörtchen,0,230513,1,8,0,13,10,True,True,True
183,Erbsensuppe,0,230514,1,8,0,14,10,True,True,True
184,Ingwerkeks,0,230515,1,8,0,15,10,True,True,True
185,Schokoherz,0,230516,1,8,0,16,10,True,True,True
186,Kürbiskeks,0,230517,1,8,0,17,10,True,True,True
187,Orangensaft,0,230518,1,8,0,18,10,True,True,True
188,Glühtee,0,230519,1,8,0,19,10,True,True,True
189,Fisch im Teigmantel,0,230520,1,8,0,20,10,True,True,True
190,Quiche Ishgarder Art,0,230521,1,8,0,21,10,True,True,True
191,Baguette,0,230522,1,8,0,22,10,True,True,True
192,,0,0,0,0,0,0,0,False,False,False
193,,0,0,0,0,0,0,0,False,False,False
194,,0,0,0,0,0,0,0,False,False,False
195,,0,0,0,0,0,0,0,False,False,False
196,,0,0,0,0,0,0,0,False,False,False
197,,0,0,0,0,0,0,0,False,False,False
198,,0,0,0,0,0,0,0,False,False,False
199,,0,0,0,0,0,0,0,False,False,False
200,Note,70789,230318,1,30,0,1,1,True,True,True
201,Stern,70789,230319,1,30,0,2,1,True,True,True
202,Brille,70789,230320,1,30,0,3,1,True,True,True
203,Pudding,70789,230321,1,30,0,4,1,True,True,True
204,Planet,70789,230322,1,30,0,5,1,True,True,True
205,Karotte,70789,230323,1,30,0,6,1,True,True,True
206,Herz,70789,230324,1,30,0,7,1,True,True,True
207,Loporrit,70789,230325,1,30,0,8,1,True,True,True
208,Pixel-Loporrit,70789,230326,1,30,0,9,1,True,True,True
209,,0,0,0,0,0,0,0,False,False,False
210,,0,0,0,0,0,0,0,False,False,False
211,,0,0,0,0,0,0,0,False,False,False
212,,0,0,0,0,0,0,0,False,False,False
213,,0,0,0,0,0,0,0,False,False,False
214,,0,0,0,0,0,0,0,False,False,False
215,,0,0,0,0,0,0,0,False,False,False
216,,0,0,0,0,0,0,0,False,False,False
217,Pinke Bohne,499,234899,1,1,0,1306,6,True,True,True
218,Pegwin,500,234900,1,1,0,1307,6,True,True,True
219,Kleiner Torgal,498,234898,1,1,0,1301,6,True,True,True
220,Nidhogg-Stofftier,233,234633,1,1,0,1075,6,True,True,True
221,Marionette Nr. 001,0,234401,1,1,0,1200,10,True,True,True
222,Chocobo-Küken,0,234402,1,1,0,1,10,True,True,True
223,Kirschbomber,0,234403,1,1,0,100,10,True,True,True
224,Baby-Behemoth,0,234405,1,1,0,101,10,True,True,True
225,Morbol-Knolle,0,234412,1,1,0,102,10,True,True,True
226,Staubhäschen,0,234424,1,1,0,113,10,True,True,True
227,Kaktorfigur,0,234429,1,1,0,114,10,True,True,True
228,Mini-Krabbe,0,234430,1,1,0,115,10,True,True,True
229,Baby-Goobbue,0,234436,1,1,0,127,10,True,True,True
230,Dämonenwürfel,0,234439,1,1,0,129,10,True,True,True
231,Zeigerhändchen,0,234444,1,1,0,1217,10,True,True,True
232,Qiqirn-Stofftier,0,234446,1,1,0,700,10,True,True,True
233,Wolfshundwelpe,0,234450,1,1,0,116,10,True,True,True
234,Mini-Coeurl,0,234452,1,1,0,107,10,True,True,True
235,Tomberry-Stofftier,0,234453,1,1,0,110,10,True,True,True
236,Emsiger Besen,0,234471,1,1,0,1220,10,True,True,True
237,Mogry-Stofftier,0,234472,1,1,0,3,10,True,True,True
238,Nussfresser,0,234487,1,1,0,401,10,True,True,True
239,Dicke Katze,0,234507,1,1,0,402,10,True,True,True
240,Flusskobold,0,234511,1,1,0,1302,10,True,True,True
241,Begleitmodul,0,234542,1,1,0,1211,10,True,True,True
242,Paissa-Fratz,0,234558,1,1,0,142,10,True,True,True
243,Korpokkur-Pflänzchen,0,234566,1,1,0,144,10,True,True,True
244,Obskurer Otter,0,234641,1,1,0,501,10,True,True,True
245,Aufzieh-Namazuo,0,234653,1,1,0,701,10,True,True,True
246,Khloe-Puppe,0,234660,1,1,0,1042,10,True,True,True
247,Mameshiba,0,234667,1,1,0,410,10,True,True,True
248,Kleine Schlange von Ronka,0,234737,1,1,0,417,10,True,True,True
249,Riesenbiber,0,234742,1,1,0,703,10,True,True,True
250,Haikrieger,0,234775,1,1,0,508,10,True,True,True
251,Cait Sith-Puppe,0,234404,1,1,0,1202,10,True,True,True
252,Blaues Vögelchen,0,234416,1,1,0,600,10,True,True,True
253,Dodo-Küken,0,234432,1,1,0,117,10,True,True,True
254,Apkallu-Küken,0,234435,1,1,0,126,10,True,True,True
255,Schäfchen,0,234441,1,1,0,130,10,True,True,True
256,Kindragora,0,234442,1,1,0,118,10,True,True,True
257,Schnatterfauler Kolibri,0,234462,1,1,0,133,10,True,True,True
258,Sukkubus-Puppe,0,234475,1,1,0,135,10,True,True,True
259,Aufzieh-Gilgamesch,0,234476,1,1,0,1070,10,True,True,True
260,Prinz Zwiebel,0,234477,1,1,0,119,10,True,True,True
261,Ritter Aubergine,0,234478,1,1,0,120,10,True,True,True
262,Sir Knoblauch,0,234479,1,1,0,121,10,True,True,True
263,König Tomate,0,234480,1,1,0,122,10,True,True,True
264,Königin Mandragora,0,234481,1,1,0,123,10,True,True,True
265,Aufzieh-Ultros,0,234504,1,1,0,1072,10,True,True,True
266,Enkidu,0,234521,1,1,0,1071,10,True,True,True
267,Mini-Atomos,0,234529,1,1,0,139,10,True,True,True
268,Geira-Kätzchen,0,234532,1,1,0,140,10,True,True,True
269,Rotpanda-Stofftier,0,234534,1,1,0,404,10,True,True,True
270,Pinguinprinz,0,234564,1,1,0,604,10,True,True,True
271,Ferkelchen,0,234600,1,1,0,1303,10,True,True,True
272,Frischling,0,234616,1,1,0,155,10,True,True,True
273,Straßenspatz,0,234647,1,1,0,605,10,True,True,True
274,Aufzieh-Chimära,0,234655,1,1,0,1205,10,True,True,True
275,Schnee-Korpokkur,0,234719,1,1,0,158,10,True,True,True
276,Fuchswelpe,0,234642,1,1,0,407,10,True,True,True
277,Schuhschnäbelchen,0,234749,1,1,0,606,10,True,True,True
278,Mini-Quiexie,0,234753,1,1,0,160,10,True,True,True
279,Sandfuchs,0,234787,1,1,0,421,10,True,True,True
280,Anhänglicher Momora Mora,0,234796,1,1,0,510,10,True,True,True
281,Chocopummelchen,0,234506,1,1,0,2,10,True,True,True
282,Schleimpfütze,0,234451,1,1,0,131,10,True,True,True
283,Stoff-Opo-Opo,0,234470,1,1,0,134,10,True,True,True
284,Kleinfuß,0,234508,1,1,0,137,10,True,True,True
285,Stumpfauge,0,234563,1,1,0,143,10,True,True,True
286,Morpho,0,234579,1,1,0,150,10,True,True,True
287,Poro Roggo,0,234580,1,1,0,151,10,True,True,True
288,Tröpfel,0,234805,1,1,0,162,10,True,True,True
289,Bom Boko,0,234646,1,1,0,409,10,True,True,True
290,Igel,0,234730,1,1,0,415,10,True,True,True
291,Flughörnchen,0,234862,1,1,0,429,10,True,True,True
292,Ghido,0,234658,1,1,0,502,10,True,True,True
293,Gomashio-Seehund,0,234672,1,1,0,503,10,True,True,True
294,Axolotl-Molch,0,234673,1,1,0,504,10,True,True,True
295,Baby-Schnabeltier,0,234740,1,1,0,506,10,True,True,True
296,Hässliches Entlein,0,234531,1,1,0,602,10,True,True,True
297,Byakko-Jungtier,0,234684,1,1,0,913,10,True,True,True
298,Feuerpfau,0,234703,1,1,0,914,10,True,True,True
299,Seitei,0,234727,1,1,0,916,10,True,True,True
300,Y'shtola-Puppe,91,234500,1,1,0,1000,6,True,True,True
301,Minfilia-Puppe,98,234488,1,1,0,1003,6,True,True,True
302,Thancred-Puppe,99,234489,1,1,0,1004,6,True,True,True
303,Yda-Puppe,107,234501,1,1,0,1006,6,True,True,True
304,Papalymo-Puppe,108,234502,1,1,0,1008,6,True,True,True
305,Urianger-Puppe,109,234503,1,1,0,1009,6,True,True,True
306,Aufzieh-Alphinaud,130,234519,1,1,0,1013,6,True,True,True
307,Aufzieh-Alisaie,131,234520,1,1,0,1014,6,True,True,True
308,Tataru-Puppe,132,234526,1,1,0,1016,6,True,True,True
309,Cid-Puppe,133,234527,1,1,0,1018,6,True,True,True
310,Miaurizius-Puppe,0,234856,1,1,0,1208,10,True,True,True
311,Silkie-Schwämmchen,0,234863,1,1,0,200,10,True,True,True
312,Chiwauwau,0,234848,1,1,0,430,10,True,True,True
313,Geira-Flauschekatze,0,234784,1,1,0,141,10,True,True,True
314,Nana-Stoffbär,0,234485,1,1,0,400,10,True,True,True
315,Schwarzer Shiba-Welpe,0,234733,1,1,0,411,10,True,True,True
316,Koala-Bärchen,0,234671,1,1,0,412,10,True,True,True
317,Capybara-Jungtier,0,234716,1,1,0,414,10,True,True,True
318,Fähnchen,0,234822,1,1,0,423,10,True,True,True
319,Corgi,0,234867,1,1,0,431,10,True,True,True
320,Langschwanzmeise,0,234771,1,1,0,607,10,True,True,True
321,Laub-Klauber,0,234838,1,1,0,167,10,True,True,True
322,Arkasodara-Puppe,444,234844,1,1,0,800,6,True,True,True
323,Grebuloff-Puppe,439,234839,1,1,0,704,6,True,True,True
324,Findingway,472,234872,1,1,0,705,6,True,True,True
325,Optimus Omikron,425,234825,1,1,0,1213,6,True,True,True
326,Männliche Omega-Puppe,344,234744,1,1,0,301,6,True,True,True
327,Weibliche Omega-Puppe,345,234745,1,1,0,302,6,True,True,True
328,Mini-Omega,305,234705,1,1,0,300,6,True,True,True
329,Alpha-Puppe,304,234704,1,1,0,1077,6,True,True,True
330,Krile-Puppe,192,234605,1,1,0,1019,6,True,True,True
331,Moenbryda-Puppe,224,234624,1,1,0,1021,6,True,True,True
332,Hildibrand-Puppe,21,234515,1,1,0,1022,6,True,True,True
333,Nanamo-Puppe,84,234499,1,1,0,1028,6,True,True,True
334,Haurchefant-Puppe,173,234568,1,1,0,1032,6,True,True,True
335,Aymeric-Puppe,193,234606,1,1,0,1034,6,True,True,True
336,Estinien-Puppe,228,234628,1,1,0,1036,6,True,True,True
337,Nero-Puppe,174,234575,1,1,0,1033,6,True,True,True
338,Aufzieh-Raubahn,71,234555,1,1,0,1026,6,True,True,True
339,Aufzieh-Kan-E,71,234553,1,1,0,1025,6,True,True,True
340,Aufzieh-Merlwyb,71,234554,1,1,0,1024,6,True,True,True
341,Privat-Pachypodium,0,234873,1,1,0,124,10,True,True,True
342,Shiromaru,0,234886,1,1,0,433,10,True,True,True
343,Kuromaru,0,234890,1,1,0,434,10,True,True,True
344,Moai-Statuette,0,234678,1,1,0,1223,10,True,True,True
345,Azeyma-Puppe,451,234851,1,1,0,308,6,True,True,True
346,Aufzieh-Halone,474,234874,1,1,0,309,6,True,True,True
347,Aufzieh-Oschon,494,234894,1,1,0,310,6,True,True,True
348,Kiesgolem,0,234419,1,1,0,109,10,True,True,True
349,Mini-Mumie,0,234509,1,1,0,138,10,True,True,True
350,Fenrir-Welpe,0,234582,1,1,0,152,10,True,True,True
351,Kleine Leanan,0,234761,1,1,0,161,10,True,True,True
352,Zwergkaninchen,0,234609,1,1,0,406,10,True,True,True
353,Erdmännchen,0,234756,1,1,0,420,10,True,True,True
354,Fliegender Kampffisch,0,234510,1,1,0,500,10,True,True,True
355,Eulette,0,234530,1,1,0,601,10,True,True,True
356,Jagdfalke,0,234562,1,1,0,603,10,True,True,True
357,Blaufußtölpel,0,234853,1,1,0,609,10,True,True,True
358,Neue Y'shtola-Puppe,177,234596,1,1,0,1001,6,True,True,True
359,Neue Thancred-Puppe,217,234617,1,1,0,1005,6,True,True,True
360,Aufzieh-Louisoix,118,234512,1,1,0,1011,6,True,True,True
361,Neue Alisaie-Puppe,218,234618,1,1,0,1015,6,True,True,True
362,Aufzieh-Godbert,476,234876,1,1,0,1023,6,True,True,True
363,Eisherz-Puppe,145,234538,1,1,0,1029,6,True,True,True
364,Yugiri-Puppe,150,234543,1,1,0,1030,6,True,True,True
365,Edda-Puppe,219,234619,1,1,0,1035,6,True,True,True
366,Zhloe-Puppe,298,234698,1,1,0,1041,6,True,True,True
367,G'raha Tia-Puppe,306,234706,1,1,0,1048,6,True,True,True
368,Midgardsormr,119,234518,1,1,0,1073,6,True,True,True
369,Hraesvelgr-Stofftier,229,234629,1,1,0,1074,6,True,True,True
370,Gridania,0,230801,1,23,0,2,10,True,True,True
371,Limsa Lominsa,0,230802,1,23,0,1,10,True,True,True
372,Ul'dah,0,230803,1,23,0,3,10,True,True,True
373,Ishgard,0,230804,1,23,0,4,10,True,True,True
374,Ala Mhigo,0,230805,1,23,0,5,10,True,True,True
375,Kugane,0,230806,1,23,0,6,10,True,True,True
376,Doma,0,230807,1,23,0,7,10,True,True,True
377,Crystarium,0,230808,1,23,0,8,10,True,True,True
378,Eulmore,0,230809,1,23,0,9,10,True,True,True
379,Bozja,0,230810,1,23,0,10,10,True,True,True
380,Garlemald,70000,230811,1,23,0,13,1,True,True,True
381,Sharlayan,70000,230812,1,23,0,11,1,True,True,True
382,Radz-at-Han,70000,230813,1,23,0,12,1,True,True,True
383,Tuliyollal,70495,230814,1,23,0,14,1,True,True,True
384,Alexandria,70495,230815,1,23,0,15,1,True,True,True
385,,0,0,0,0,0,0,0,False,False,False
386,,0,0,0,0,0,0,0,False,False,False
387,,0,0,0,0,0,0,0,False,False,False
388,,0,0,0,0,0,0,0,False,False,False
389,,0,0,0,0,0,0,0,False,False,False
390,,0,0,0,0,0,0,0,False,False,False
391,,0,0,0,0,0,0,0,False,False,False
392,,0,0,0,0,0,0,0,False,False,False
393,,0,0,0,0,0,0,0,False,False,False
394,,0,0,0,0,0,0,0,False,False,False
395,,0,0,0,0,0,0,0,False,False,False
396,,0,0,0,0,0,0,0,False,False,False
397,,0,0,0,0,0,0,0,False,False,False
398,,0,0,0,0,0,0,0,False,False,False
399,,0,0,0,0,0,0,0,False,False,False
400,Heiltrank,0,230523,1,18,0,1,10,True,True,True
401,Supertrank,0,230524,1,18,0,2,10,True,True,True
402,Megatrank,0,230525,1,18,0,3,10,True,True,True
403,Übertrank,0,230526,1,18,0,4,10,True,True,True
404,Äther,0,230527,1,18,0,5,10,True,True,True
405,Super-Äther,0,230528,1,18,0,6,10,True,True,True
406,Mega-Äther,0,230529,1,18,0,7,10,True,True,True
407,Über-Äther,0,230530,1,18,0,8,10,True,True,True
408,Elixier,0,230531,1,18,0,9,10,True,True,True
409,Fantasia,0,230532,1,18,0,10,10,True,True,True
410,,0,0,0,0,0,0,0,False,False,False
411,,0,0,0,0,0,0,0,False,False,False
412,,0,0,0,0,0,0,0,False,False,False
413,,0,0,0,0,0,0,0,False,False,False
414,,0,0,0,0,0,0,0,False,False,False
415,,0,0,0,0,0,0,0,False,False,False
416,,0,0,0,0,0,0,0,False,False,False
417,,0,0,0,0,0,0,0,False,False,False
418,,0,0,0,0,0,0,0,False,False,False
419,,0,0,0,0,0,0,0,False,False,False
420,,0,0,0,0,0,0,0,False,False,False
421,,0,0,0,0,0,0,0,False,False,False
422,,0,0,0,0,0,0,0,False,False,False
423,,0,0,0,0,0,0,0,False,False,False
424,,0,0,0,0,0,0,0,False,False,False
425,,0,0,0,0,0,0,0,False,False,False
426,,0,0,0,0,0,0,0,False,False,False
427,,0,0,0,0,0,0,0,False,False,False
428,,0,0,0,0,0,0,0,False,False,False
429,,0,0,0,0,0,0,0,False,False,False
430,Hauptauftrag verfügbar,0,230601,1,19,0,1,10,True,True,True
431,Hauptauftrag aktiv,0,230602,1,19,0,2,10,True,True,True
432,Hauptauftrag abgeschlossen,0,230603,1,19,0,3,10,True,True,True
433,Nebenauftrag verfügbar,0,230604,1,19,0,4,10,True,True,True
434,Nebenauftrag aktiv,0,230605,1,19,0,5,10,True,True,True
435,Nebenauftrag abgeschlossen,0,230606,1,19,0,6,10,True,True,True
436,Freischaltauftrag verfügbar,0,230607,1,19,0,7,10,True,True,True
437,Freischaltauftrag aktiv,0,230608,1,19,0,8,10,True,True,True
438,Freischaltauftrag abgeschlossen,0,230609,1,19,0,9,10,True,True,True
439,,0,0,0,0,0,0,0,False,False,False
440,,0,0,0,0,0,0,0,False,False,False
441,,0,0,0,0,0,0,0,False,False,False
442,Blume 1,0,230416,1,17,0,100,10,True,True,True
443,Blume 2,0,230417,1,17,0,101,10,True,True,True
444,Pflaster,0,230418,1,17,0,102,10,True,True,True
445,Richtig,0,230419,1,17,0,103,10,True,True,True
446,Falsch,0,230420,1,17,0,104,10,True,True,True
447,Windig,0,230421,1,17,0,105,10,True,True,True
448,Schwindel,0,230422,1,17,0,106,10,True,True,True
