#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article
2000119,Magitek-Terminal,Magitek-Terminals,4,1,0,1,2,0
2000120,,,0,0,0,1,0,0
2000121,,,0,0,0,1,0,0
2000122,Magitek-Terminal,Magitek-Terminals,4,1,0,1,2,0
2000123,Magitek-Terminal,Magitek-Terminals,4,1,0,1,2,0
2000124,,,0,0,0,1,0,0
2000125,Magitek-Teleporter,Magitek-Teleporter,4,2,0,1,0,0
2000126,Magitek-Teleporter,Magitek-Teleporter,4,2,0,1,0,0
2000127,Magitek-Teleporter,Magitek-Teleporter,4,2,0,1,0,0
2000128,Staubgefäß,Staubgefäße,2,2,0,1,2,0
2000129,Staubgefäß,Staubgefäße,2,2,0,1,2,0
2000130,Staubgefäß,Staubgefäße,2,2,0,1,2,0
2000131,Staubgefäß,Staubgefäße,2,2,0,1,2,0
2000132,Staubgefäß,Staubgefäße,2,2,0,1,2,0
2000133,,,0,0,0,1,0,0
2000134,,,0,0,0,1,0,0
2000135,,,0,0,0,1,0,0
2000136,Spur[p] der Wilderer,Spuren[p] der Wilderer,3,1,0,1,1,0
2000137,Staubgefäß,Staubgefäße,2,2,0,1,2,0
2000138,Staubgefäß,Staubgefäße,2,2,0,1,2,0
2000139,Ausgang,Ausgänge,4,2,0,1,0,0
2000140,Gebüsch,Gebüsche,2,2,0,1,2,0
2000141,Messtabelle,Messtabellen,3,1,0,1,1,0
2000142,Gebüsch,Gebüsche,2,2,0,1,2,0
2000143,verdreckt[a] Wegweiser,verdreckt[a] Wegweiser,4,2,0,1,0,0
2000144,verdreckt[a] Wegweiser,verdreckt[a] Wegweiser,4,2,0,1,0,0
2000145,Leuchtpilz,Leuchtpilze,2,1,0,1,0,0
2000146,Leinenbeutel,Leinenbeutel,4,1,0,1,0,0
2000147,Messgerätekiste,Messgerätekiste,4,1,0,1,1,0
2000148,Messgerätekiste,Messgerätekiste,4,1,0,1,1,0
2000149,Messleine,Messleinen,3,1,0,1,1,0
2000150,Anolis-Ei,Anolis-Eier,2,2,0,1,2,0
2000151,Stadt-Ätheryt,Stadt-Ätheryten,6,1,0,1,0,0
2000152,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000153,Stadt-Ätheryt,Stadt-Ätheryten,6,1,0,1,0,0
2000154,Stadt-Ätheryt,Stadt-Ätheryten,6,1,0,1,0,0
2000155,Stadt-Ätheryt,Stadt-Ätheryten,6,1,0,1,0,0
2000156,Stadt-Ätheryt,Stadt-Ätheryten,6,1,0,1,0,0
2000157,Stadt-Ätheryt,Stadt-Ätheryten,6,1,0,1,0,0
2000158,,,0,0,0,1,0,0
2000159,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000160,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000161,,,0,0,0,1,0,0
2000162,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000163,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000164,,,0,0,0,1,0,0
2000165,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000166,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000167,,,0,0,0,1,0,0
2000168,,,0,0,0,1,0,0
2000169,Sprengstoffbündel[p] (6 Unzen),Sprengstoffbündel[p] (6 Unzen),4,2,0,1,2,0
2000170,Sprengvorrichtung,Sprengvorrichtungen,3,1,0,1,1,0
2000171,,,0,0,0,1,0,0
2000172,Sprengstoffbündel[p] (6 Unzen),Sprengstoffbündel[p] (6 Unzen),4,2,0,1,2,0
2000173,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000174,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000175,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000176,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000177,Aufzugshebel,Aufzugshebel,4,2,0,1,0,0
2000178,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000179,Sprengstoffbündel[p] (6 Unzen),Sprengstoffbündel[p] (6 Unzen),4,2,0,1,2,0
2000180,Sprengvorrichtung,Sprengvorrichtungen,3,1,0,1,1,0
2000181,,,0,0,0,1,0,0
2000182,,,0,0,0,1,0,0
2000183,,,0,0,0,1,0,0
2000184,verbessert[a] Sprengvorrichtung,verbessert[a] Sprengvorrichtungen,3,1,0,1,1,0
2000185,,,0,0,0,1,0,0
2000186,,,0,0,0,1,0,0
2000187,Ausgang,Ausgänge,4,2,0,1,0,0
2000188,,,0,0,0,1,0,0
2000189,,,0,0,0,1,0,0
2000190,,,0,0,0,1,0,0
2000191,,,0,0,0,1,0,0
2000192,,,0,0,0,1,0,0
2000193,,,0,0,0,1,0,0
2000194,,,0,0,0,1,0,0
2000195,,,0,0,0,1,0,0
2000196,,,0,0,0,1,0,0
2000197,,,0,0,0,1,0,0
2000198,,,0,0,0,1,0,0
2000199,,,0,0,0,1,0,0
2000200,,,0,0,0,1,0,0
2000201,,,0,0,0,1,0,0
2000202,,,0,0,0,1,0,0
2000203,,,0,0,0,1,0,0
2000204,,,0,0,0,1,0,0
2000205,,,0,0,0,1,0,0
2000206,,,0,0,0,1,0,0
2000207,,,0,0,0,1,0,0
2000208,,,0,0,0,1,0,0
2000209,eisern[a] Hebel,eisern[a] Hebel,4,2,0,1,0,0
2000210,,,0,0,0,1,0,0
2000211,,,0,0,0,1,0,0
2000212,blutig[a] Notiz,blutig[a] Notizen,3,1,0,1,1,0
2000213,blau[a] Korallenformation,blau[a] Korallenformationen,3,1,0,1,1,0
2000214,rot[a] Korallenformation,rot[a] Korallenformationen,3,1,0,1,1,0
2000215,grün[a] Korallenformation,grün[a] Korallenformationen,3,1,0,1,1,0
2000216,unauffällig[a] Schalter,unauffällig[a] Schalter,4,2,0,1,0,0
2000217,Geheimtür,Geheimtüren,3,1,0,1,1,0
2000218,,,0,0,0,1,0,0
2000219,,,0,0,0,1,0,0
2000220,,,0,0,0,1,0,0
2000221,,,0,0,0,1,0,0
2000222,Riesenmuschel,Riesenmuscheln,3,1,0,1,1,0
2000223,,,0,0,0,1,0,0
2000224,,,0,0,0,1,0,0
2000225,Rambadentür,Rambadentüren,3,1,0,1,1,0
2000226,hölzern[a] Tür,hölzern[a] Türen,3,1,0,1,1,0
2000227,Kapitänsstube,Kapitänsstube,3,1,0,1,1,0
2000228,hölzern[a] Tür,hölzern[a] Türen,3,1,0,1,1,0
2000229,hölzern[a] Tür,hölzern[a] Türen,3,1,0,1,1,0
2000230,hölzern[a] Tür,hölzern[a] Türen,3,1,0,1,1,0
2000231,Wellenfahrer-Tor,Wellenfahrer-Tore,4,2,0,1,2,0
2000232,Kerkertür,Kerkertüren,3,1,0,1,1,0
2000233,,,0,0,0,1,0,0
2000234,,,0,0,0,1,0,0
2000235,,,0,0,0,1,0,0
2000236,Rambadentür,Rambadentüren,3,1,0,1,1,0
2000237,,,0,0,0,1,0,0
2000238,,,0,0,0,1,0,0
2000239,,,0,0,0,1,0,0
2000240,,,0,0,0,0,0,0
2000241,,,0,0,0,0,0,0
2000242,,,0,0,0,0,0,0
2000243,,,0,0,0,0,0,0
2000244,,,0,0,0,0,0,0
2000245,,,0,0,0,0,0,0
2000246,,,0,0,0,0,0,0
2000247,,,0,0,0,0,0,0
2000248,,,0,0,0,1,0,0
2000249,,,0,0,0,1,0,0
2000250,Schlüssel[p] zur Kapitänsstube,Schlüssel[p] zur Kapitänsstube,4,2,0,1,0,0
2000251,Eisenschlüssel,Eisenschlüssel,4,2,0,1,0,0
2000252,Eisenschlüssel,Eisenschlüssel,4,2,0,1,0,0
2000253,Eisenschlüssel,Eisenschlüssel,4,2,0,1,0,0
2000254,Eisenschlüssel,Eisenschlüssel,4,2,0,1,0,0
2000255,Schlüssel[p] zum Wellenfahrer-Tor,Schlüssel[p] zum Wellenfahrer-Tor,4,2,0,1,0,0
2000256,Schlüssel[p] zur Kerkertür,Schlüssel[p] zur Kerkertür,4,2,0,1,0,0
2000257,,,0,0,0,1,0,0
2000258,,,0,0,0,1,0,0
2000259,,,0,0,0,1,0,0
2000260,,,0,0,0,1,0,0
2000261,,,0,0,0,1,0,0
2000262,,,0,0,0,1,0,0
2000263,,,0,0,0,1,0,0
2000264,,,0,0,0,1,0,0
2000265,,,0,0,0,0,0,0
2000266,,,0,0,0,1,0,0
2000267,,,0,0,0,1,0,0
2000268,schmal[a] Riss,schmal[a] Risse,2,2,0,1,0,0
2000269,Kräuterhaufen,Kräuterhaufen,4,1,0,1,0,0
2000270,,,0,0,0,1,0,0
2000271,,,0,0,0,1,0,0
2000272,,,0,0,0,1,0,0
2000273,,,0,0,0,1,0,0
2000274,,,0,0,0,1,0,0
2000275,Ausgang,Ausgänge,4,2,0,1,0,0
2000276,,,0,0,0,1,0,0
2000277,,,0,0,0,1,0,0
2000278,,,0,0,0,1,0,0
2000279,,,0,0,0,1,0,0
2000280,,,0,0,0,1,0,0
2000281,,,0,0,0,1,0,0
2000282,,,0,0,0,0,0,0
2000283,,,0,0,0,0,0,0
2000284,Megalokrabben-Nest,Megalokrabben-Nester,4,2,0,1,2,0
2000285,,,0,0,0,0,0,0
2000286,umgestürzt[a] Wagen,umgestürzt[a] Wagen,4,1,0,1,0,0
2000287,umgestürzt[a] Wagen,umgestürzt[a] Wagen,4,1,0,1,0,0
2000288,Zielort,Zielorte,4,2,0,1,0,0
2000289,Sighards Wasserbeutel,Sighards Wasserbeutel,4,2,0,0,0,1
2000290,Sighards Ledertasche,Sighards Ledertaschen,3,1,0,0,1,1
2000291,,,0,0,0,0,0,0
2000292,,,0,0,0,0,0,0
2000293,,,0,0,0,0,0,0
2000294,Sighards Beil,Sighards Beile,4,2,0,0,0,1
2000295,×ClsExc250：待ち合わせポイント,,0,0,0,1,0,0
2000296,Lavendeltopf,Lavendeltöpfe,2,2,0,1,0,0
2000297,Saftfässchen,Saftfässchen,4,1,0,1,2,0
2000298,kaputt[a] Kiste,kaputt[a] Kisten,3,1,0,1,1,0
2000299,umgestürzt[a] Wagen,umgestürzt[a] Wagen,4,1,0,1,0,0
2000300,Truhe[p] der Amajina Bergbau AG,Truhen[p] der Amajina Bergbau AG,3,1,0,1,1,0
2000301,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000302,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000303,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000304,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000305,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000306,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000307,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000308,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000309,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000310,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000311,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000312,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000313,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000314,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000315,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000316,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000317,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000318,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000319,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000320,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000321,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000322,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000323,klein[a] Schlüssel,klein[a] Schlüssel,4,2,0,1,0,0
2000324,grün[a] Schlüssel,grün[a] Schlüssel,4,2,0,1,0,0
2000325,gelb[a] Schlüssel,gelb[a] Schlüssel,4,2,0,1,0,0
2000326,weiß[a] Schlüssel,weiß[a] Schlüssel,4,2,0,1,0,0
2000327,rot[a] Schlüssel,rot[a] Schlüssel,4,2,0,1,0,0
2000328,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000329,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000330,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000331,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000332,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000333,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000334,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000335,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000336,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000337,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000338,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000339,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000340,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000341,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000342,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000343,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000344,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000345,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000346,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000347,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000348,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000349,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000350,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000351,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000352,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000353,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000354,Rosentür,Rosentüren,3,1,0,1,1,0
2000355,Misteltür,Misteltüren,3,1,0,1,1,0
2000356,Nelkentür,Nelkentür,3,1,0,1,1,0
2000357,Lilientür,Lilientüren,3,1,0,1,1,0
2000358,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000359,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000360,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000361,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000362,Kristallkugel,Kristallkugeln,3,1,0,1,1,0
2000363,Kristallkugel,Kristallkugeln,3,1,0,1,1,0
2000364,Kristallkugel,Kristallkugeln,3,1,0,1,1,0
2000365,Kristallkugel,Kristallkugeln,3,1,0,1,1,0
2000366,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000367,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000368,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000369,düster[a] Lampe,düster[a] Lampen,3,1,0,1,1,0
2000370,Ausgang,Ausgänge,4,1,0,1,0,0
2000371,,,0,0,0,1,0,0
2000372,Spitzmausbau,Spitzmausbaue,4,2,0,1,0,0
2000373,Spitzmausbau,Spitzmausbaue,4,2,0,1,0,0
2000374,Spitzmausbau,Spitzmausbaue,4,2,0,1,0,0
2000375,,,0,0,0,0,0,0
2000376,,,0,0,0,0,0,0
2000377,pockig[a] Silbererz,Stücke[p] pockiges Silbererz,2,2,0,1,2,0
2000378,pockig[a] Silbererz,Stücke[p] pockiges Silbererz,2,2,0,1,2,0
2000379,pockig[a] Silbererz,Stücke[p] pockiges Silbererz,2,2,0,1,2,0
2000380,pockig[a] Silbererz,Stücke[p] pockiges Silbererz,2,2,0,1,2,0
2000381,,,0,0,0,0,0,0
2000382,マンドラアクセスその２,,0,0,0,1,0,0
2000383,,,0,0,0,0,0,0
2000384,Pforte[p] der Anklage,Pforten[p] der Anklage,3,1,0,1,1,0
2000385,Pforte[p] der Folter,Pforten[p] der Folter,3,1,0,1,1,0
2000386,,,0,0,0,1,0,0
2000387,,,0,0,0,1,0,0
2000388,,,0,0,0,1,0,0
2000389,,,0,0,0,1,0,0
2000390,,,0,0,0,1,0,0
2000391,,,0,0,0,1,0,0
2000392,,,0,0,0,1,0,0
2000393,,,0,0,0,1,0,0
2000394,×陰山テスト検索ポイント1,,0,0,0,1,0,0
2000395,×陰山テスト検索ポイント2,,0,0,0,1,0,0
2000396,×陰山テスト検索ポイント3,,0,0,0,1,0,0
2000397,,,0,0,0,1,0,0
2000398,,,0,0,0,1,0,0
2000399,,,0,0,0,1,0,0
2000400,,,0,0,0,1,0,0
2000401,Krämerklingel,Krämerklingeln,3,1,0,1,1,0
2000402,Marktbrett,Marktbretter,4,2,0,1,2,0
2000403,Krämerklingel,Krämerklingeln,3,1,0,1,1,0
2000404,,,0,0,0,1,0,0
2000405,fischig[a] Wasser,fischig[a] Wasser,4,1,0,1,2,0
2000406,fischig[a] Wasser,fischig[a] Wasser,4,1,0,1,2,0
2000407,fischig[a] Wasser,fischig[a] Wasser,4,1,0,1,2,0
2000408,fischig[a] Wasser,fischig[a] Wasser,4,1,0,1,2,0
2000409,,,0,0,0,1,0,0
2000410,,,0,0,0,1,0,0
2000411,,,0,0,0,1,0,0
2000412,,,0,0,0,1,0,0
2000413,,,0,0,0,1,0,0
2000414,Azeyma-Stein,Azeyma-Steine,4,2,0,1,0,0
2000415,Flamme[p] der Magie,Flammen[p] der Magie,3,1,0,1,1,0
2000416,Frucht[p] der Weisheit,Früchte[p] der Weisheit,3,1,0,1,1,0
2000417,Diamant[p] des Reichtums,Diamant[p] des Reichtums,6,1,0,1,0,0
2000418,Helm[p] der Macht,Helme[p] der Macht,2,2,0,1,0,0
2000419,Steinpodest,Steinpodeste,4,2,0,1,0,0
2000420,Tür[p] zur Kammer der Magie,Türen[p] zur Kammer der Magie,3,1,0,1,1,0
2000421,Steinpodest,Steinpodeste,4,2,0,1,0,0
2000422,Tür[p] zur Kammer des Wissens,Türen[p] zur Kammer des Wissens,3,1,0,1,1,0
2000423,Steinpodest,Steinpodeste,4,2,0,1,0,0
2000424,Tür[p] zur Kammer des Goldes,Türen[p] zur Kammer des Goldes,3,1,0,1,1,0
2000425,Steinpodest,Steinpodeste,4,2,0,1,0,0
2000426,Tür[p] zur Kammer des Stahls,Türen[p] zur Kammer des Stahls,3,1,0,1,1,0
2000427,link[a] Schale,link[a] Schalen,3,1,0,1,1,0
2000428,recht[a] Schale,recht[a] Schalen,3,1,0,1,1,0
2000429,Pfad[p] der Vergeltung,Pfade[p] der Vergeltung,4,2,0,1,0,0
2000430,,,0,0,0,1,0,0
2000431,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000432,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000433,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000434,verschlossen[a] Eingang,verschlossen[a] Eingänge,4,2,0,1,0,0
2000435,verschlossen[a] Tür,verschlossen[a] Türen,3,1,0,1,1,0
2000436,Tor[p] zum Inneren Heiligtum,Tore[p] zum Inneren Heiligtum,4,2,0,1,2,0
2000437,Tor[p] zum Unteren Heiligtum,Tore[p] zum Unteren Heiligtum,4,2,0,1,2,0
2000438,Tor[p] zur Haupthalle,Tore[p] zur Haupthalle,4,2,0,1,2,0
