#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
133,Rising Conflict 8,191474,82092,582,0,0,0,3265,5
134,Crystal Conflict 8,191480,82092,583,0,0,0,3266,5
135,Diamond Conflict 8,191479,82092,584,0,0,0,3267,5
136,Platinum Conflict 8,191478,82092,585,0,0,0,3268,5
137,Gold Conflict 8,191477,82092,586,0,0,0,3269,5
138,Silver Conflict 8,191476,82092,587,0,0,0,3270,5
139,Bronze Conflict 8,191475,82092,588,0,0,0,3271,5
140,Final Conflict 9,191481,82092,589,0,0,0,3272,5
141,Endless Conflict 9,191482,82092,590,0,0,0,3273,5
142,Rising Conflict 9,191483,82092,591,0,0,0,3274,5
143,Crystal Conflict 9,191489,82092,592,0,0,0,3275,5
144,Diamond Conflict 9,191488,82092,593,0,0,0,3276,5
145,Platinum Conflict 9,191487,82092,594,0,0,0,3277,5
146,Gold Conflict 9,191486,82092,595,0,0,0,3278,5
147,Silver Conflict 9,191485,82092,596,0,0,0,3279,5
148,Bronze Conflict 9,191484,82092,597,0,0,0,3280,5
149,Final Conflict 10,191492,82092,598,0,0,0,3281,5
150,Endless Conflict 10,191493,82092,599,0,0,0,3282,5
151,Rising Conflict 10,191494,82092,600,0,0,0,3283,5
152,Crystal Conflict 10,191500,82092,601,0,0,0,3284,5
153,Diamond Conflict 10,191499,82092,602,0,0,0,3285,5
154,Platinum Conflict 10,191498,82092,603,0,0,0,3286,5
155,Gold Conflict 10,191497,82092,604,0,0,0,3287,5
156,Silver Conflict 10,191496,82092,605,0,0,0,3288,5
157,Bronze Conflict 10,191495,82092,606,0,0,0,3289,5
158,Twelvefold Blessings,191718,82092,572,0,0,0,2252,3
159,Aloalo Island (Variant),191719,82092,574,0,0,0,2402,4
160,Wondrous Whimsy,191716,82092,570,0,0,0,2351,8
161,Fantastic Faux,191717,82092,571,0,0,0,2352,8
162,Blunderful,191720,82092,575,0,0,0,3951,7
163,Blunderous,191721,82092,576,0,0,0,3952,7
164,Blunder-villed,191722,82092,577,0,0,0,3953,7
165,Yo-kai Watch,191723,82092,607,0,0,0,3954,7
166,Viper,191321,82092,681,0,0,0,2163,2
167,Pictomancer,191322,82092,682,0,0,0,2170,2
168,Volcanic Heart,191501,82092,683,0,0,0,3010,10
169,Clockwork Castletown,191502,82092,684,0,0,0,3011,10
170,Final Conflict 11,191503,82092,685,0,0,0,3290,5
171,Endless Conflict 11,191504,82092,686,0,0,0,3291,5
172,Rising Conflict 11,191505,82092,687,0,0,0,3292,5
173,Crystal Conflict 11,191511,82092,688,0,0,0,3293,5
174,Diamond Conflict 11,191510,82092,689,0,0,0,3294,5
175,Platinum Conflict 11,191509,82092,690,0,0,0,3295,5
176,Gold Conflict 11,191508,82092,691,0,0,0,3296,5
177,Silver Conflict 11,191507,82092,692,0,0,0,3297,5
178,Bronze Conflict 11,191506,82092,693,0,0,0,3298,5
179,Crimson Dawn,191662,82092,701,0,0,0,1036,9
180,Golden Dawn,191663,82092,702,0,0,0,1037,9
181,Dark Solution,191664,82092,699,0,0,0,1038,9
182,Bright Solution,191665,82092,700,0,0,0,1039,9
183,Seal Rock,191512,82092,756,0,0,0,3013,10
184,Red Sands,191513,82092,757,0,0,0,3012,10
185,Final Conflict 12,191514,82092,758,0,0,0,3299,5
186,Endless Conflict 12,191515,82092,759,0,0,0,3300,5
187,Rising Conflict 12,191516,82092,760,0,0,0,3301,5
188,Crystal Conflict 12,191522,82092,761,0,0,0,3302,5
189,Diamond Conflict 12,191521,82092,762,0,0,0,3303,5
190,Platinum Conflict 12,191520,82092,763,0,0,0,3304,5
191,Gold Conflict 12,191519,82092,764,0,0,0,3305,5
192,Silver Conflict 12,191518,82092,765,0,0,0,3306,5
193,Bronze Conflict 12,191517,82092,766,0,0,0,3307,5
194,Heavens' Orthodoxy,191654,82092,768,0,0,0,1020,9
195,Heavens' Heresy,191672,82092,769,0,0,0,1021,9
196,Idyll Wisdom,191655,82092,770,0,0,0,1022,9
197,Idyll Industry,191673,82092,771,0,0,0,1023,9
198,Kugane Commerce,191656,82092,772,0,0,0,1024,9
199,Kugane Leisure,191668,82092,773,0,0,0,1025,9
200,Western Reach,191657,82092,774,0,0,0,1026,9
201,Eastern Reach,191669,82092,775,0,0,0,1027,9
202,Exarchic Dome,191658,82092,776,0,0,0,1028,9
203,Exarchic Tower,191670,82092,777,0,0,0,1029,9
204,Eulmoran Comfort,191659,82092,778,0,0,0,1030,9
205,Eulmoran Glory,191671,82092,779,0,0,0,1031,9
206,Sharlayan Stoa,191660,82092,780,0,0,0,1032,9
207,Sharlayan Agora,191666,82092,781,0,0,0,1033,9
208,Hannish Radiance,191661,82092,782,0,0,0,1034,9
209,Hannish Wonders,191667,82092,783,0,0,0,1035,9
210,Fields of Glory,191523,82092,852,0,0,0,3014,10
211,Onsal Hakair,191524,82092,853,0,0,0,3015,10
212,Final Conflict 13,191525,82092,854,0,0,0,3308,5
213,Endless Conflict 13,191526,82092,855,0,0,0,3309,5
214,Rising Conflict 13,191527,82092,856,0,0,0,3310,5
215,Crystal Conflict 13,191533,82092,857,0,0,0,3311,5
216,Diamond Conflict 13,191532,82092,858,0,0,0,3312,5
217,Platinum Conflict 13,191531,82092,859,0,0,0,3313,5
218,Gold Conflict 13,191530,82092,860,0,0,0,3314,5
219,Silver Conflict 13,191529,82092,861,0,0,0,3315,5
220,Bronze Conflict 13,191528,82092,862,0,0,0,3316,5
221,Final Conflict 14,191534,82092,863,0,0,0,3317,5
222,Endless Conflict 14,191535,82092,864,0,0,0,3318,5
223,Rising Conflict 14,191536,82092,865,0,0,0,3319,5
224,Crystal Conflict 14,191542,82092,866,0,0,0,3320,5
225,Diamond Conflict 14,191541,82092,867,0,0,0,3321,5
226,Platinum Conflict 14,191540,82092,868,0,0,0,3322,5
227,Gold Conflict 14,191539,82092,869,0,0,0,3323,5
228,Silver Conflict 14,191538,82092,870,0,0,0,3324,5
229,Bronze Conflict 14,191537,82092,871,0,0,0,3325,5
230,Futures Rewritten,191724,82092,872,0,0,0,2505,4
231,Occult Crescent,191725,82092,879,0,0,0,2404,4
232,Cosmic Exploration,191726,82092,878,0,0,0,2343,8
233,Monster Hunter Wilds 1,191727,82092,943,0,0,0,3955,7
234,Monster Hunter Wilds 2,191728,82092,944,0,0,0,3956,7
235,Hidden Gorge,191543,82092,916,0,0,0,3016,10
236,Borderland Ruins (Secure),191544,82092,917,0,0,0,3017,10
237,Final Conflict 15,191545,82092,918,0,0,0,3326,5
238,Endless Conflict 15,191546,82092,919,0,0,0,3327,5
239,Rising Conflict 15,191547,82092,920,0,0,0,3328,5
240,Crystal Conflict 15,191553,82092,921,0,0,0,3329,5
241,Diamond Conflict 15,191552,82092,922,0,0,0,3330,5
242,Platinum Conflict 15,191551,82092,923,0,0,0,3331,5
243,Gold Conflict 15,191550,82092,924,0,0,0,3332,5
244,Silver Conflict 15,191549,82092,925,0,0,0,3333,5
245,Bronze Conflict 15,191548,82092,926,0,0,0,3334,5
246,Final Conflict 16,191554,82092,927,0,0,0,3335,5
247,Endless Conflict 16,191555,82092,928,0,0,0,3336,5
248,Rising Conflict 16,191556,82092,929,0,0,0,3337,5
249,Ultima Conflict 16,191564,82092,930,0,0,0,3338,5
250,Omega Conflict 16,191563,82092,931,0,0,0,3339,5
251,Crystal Conflict 16,191562,82092,932,0,0,0,3340,5
252,Diamond Conflict 16,191561,82092,933,0,0,0,3341,5
253,Platinum Conflict 16,191560,82092,934,0,0,0,3342,5
254,Gold Conflict 16,191559,82092,935,0,0,0,3343,5
255,Silver Conflict 16,191558,82092,936,0,0,0,3344,5
256,Bronze Conflict 16,191557,82092,937,0,0,0,3345,5
257,Cosmic Constructs,191729,82092,940,0,0,0,2344,8
258,Island Days,191730,82092,939,0,0,0,2342,8
259,Bayside Battleground,191565,82092,995,0,0,0,3018,10
260,Worqor Chirteh,191566,82092,996,0,0,0,3019,10
261,Final Conflict 17,191567,82092,997,0,0,0,3346,5
262,Endless Conflict 17,191568,82092,998,0,0,0,3347,5
263,Rising Conflict 17,191569,82092,999,0,0,0,3348,5
264,Ultima Conflict 17,191577,82092,1000,0,0,0,3349,5
265,Omega Conflict 17,191576,82092,1001,0,0,0,3350,5
266,Crystal Conflict 17,191575,82092,1002,0,0,0,3351,5
267,Diamond Conflict 17,191574,82092,1003,0,0,0,3352,5
268,Platinum Conflict 17,191573,82092,1004,0,0,0,3353,5
269,Gold Conflict 17,191572,82092,1005,0,0,0,3354,5
270,Silver Conflict 17,191571,82092,1006,0,0,0,3355,5
271,Bronze Conflict 17,191570,82092,1007,0,0,0,3356,5
272,Final Conflict 18,191578,82092,1008,0,0,0,3357,5
273,Endless Conflict 18,191579,82092,1009,0,0,0,3358,5
274,Rising Conflict 18,191580,82092,1010,0,0,0,3359,5
275,Ultima Conflict 18,191588,82092,1011,0,0,0,3360,5
276,Omega Conflict 18,191587,82092,1012,0,0,0,3361,5
277,Crystal Conflict 18,191586,82092,1013,0,0,0,3362,5
278,Diamond Conflict 18,191585,82092,1014,0,0,0,3363,5
279,Platinum Conflict 18,191584,82092,1015,0,0,0,3364,5
280,Gold Conflict 18,191583,82092,1016,0,0,0,3365,5
281,Silver Conflict 18,191582,82092,1017,0,0,0,3366,5
282,Bronze Conflict 18,191581,82092,1018,0,0,0,3367,5
283,Special Accolades,191903,82092,1021,0,0,0,4002,7
284,Cosmic Fantasy,191731,82092,1020,0,0,0,2345,8
285,,0,0,0,0,0,0,0,0
286,Simple Pink,191021,82092,1044,0,0,0,34,7
287,Simple Violet,191022,82092,1045,0,0,0,35,7
288,Simple Pale Blue,191023,82092,1046,0,0,0,36,7
289,Simple Peach,191024,82092,1047,0,0,0,37,7
290,Simple Lime,191025,82092,1048,0,0,0,38,7
291,Simple Pale Teal,191026,82092,1049,0,0,0,39,7
292,Simple Pale Yellow,191027,82092,1050,0,0,0,40,7
293,Simple Yellow,191028,82092,1051,0,0,0,41,7
294,,0,0,0,0,0,0,0,0
295,,0,0,0,0,0,0,0,0
296,,0,0,0,0,0,0,0,0
297,,0,0,0,0,0,0,0,0
298,,0,0,0,0,0,0,0,0
299,,0,0,0,0,0,0,0,0
300,,0,0,0,0,0,0,0,0
