#,Max[0],Max[1],Max[2],MaxHQ[0],MaxHQ[1],MaxHQ[2],EXPBonusPercent,BaseParam[0],BaseParam[1],BaseParam[2],Value[0],Value[1],Value[2],ValueHQ[0],ValueHQ[1],ValueHQ[2],IsRelative[0],IsRelative[1],IsRelative[2]
65,11,12,10,14,15,13,3,6,3,46,8,8,8,10,10,10,True,True,True
66,14,15,11,17,19,14,3,6,3,46,8,8,8,10,10,10,True,True,True
67,18,20,14,22,25,17,3,6,3,44,8,8,8,10,10,10,True,True,True
68,2,0,0,3,0,0,3,46,3,22,8,1,1,10,1,1,True,False,False
69,4,2,2,5,2,3,3,46,3,22,8,8,8,10,10,10,True,True,True
70,4,2,2,5,3,3,3,46,3,27,8,8,8,10,10,10,True,True,True
71,6,4,3,8,5,4,3,46,3,22,8,8,8,10,10,10,True,True,True
72,7,5,4,9,6,5,3,46,3,44,8,8,8,10,10,10,True,True,True
73,9,6,4,11,7,5,3,46,3,6,8,8,8,10,10,10,True,True,True
74,14,9,7,17,11,9,3,46,3,6,8,8,8,10,10,10,True,True,True
75,22,15,11,27,19,14,3,46,3,6,8,8,8,10,10,10,True,True,True
76,24,18,13,30,23,16,3,46,3,44,8,8,8,10,10,10,True,True,True
77,10,0,0,12,0,0,3,11,0,0,10,0,0,13,0,0,True,False,False
78,17,0,0,21,0,0,3,11,0,0,10,0,0,13,0,0,True,False,False
79,21,0,0,26,0,0,3,11,0,0,10,0,0,13,0,0,True,False,False
80,24,0,0,30,0,0,3,11,0,0,10,0,0,13,0,0,True,False,False
81,26,0,0,33,0,0,3,11,0,0,10,0,0,13,0,0,True,False,False
82,34,0,0,43,0,0,3,11,0,0,10,0,0,13,0,0,True,False,False
83,38,14,0,47,17,0,3,70,11,0,10,4,0,12,5,0,True,True,False
84,49,14,0,61,18,0,3,70,11,0,10,4,0,12,5,0,True,True,False
85,6,2,0,7,3,0,3,72,73,0,6,2,0,7,3,0,True,True,False
86,7,8,0,9,10,0,3,72,10,0,6,2,0,7,3,0,True,True,False
87,8,3,0,10,4,0,3,72,73,0,6,2,0,7,3,0,True,True,False
88,9,3,0,11,4,0,3,72,73,0,6,2,0,7,3,0,True,True,False
89,10,9,0,12,11,0,3,72,10,0,6,2,0,7,3,0,True,True,False
90,14,10,0,17,12,0,3,72,10,0,6,2,0,7,3,0,True,True,False
91,14,6,0,17,7,0,3,72,73,0,6,2,0,7,3,0,True,True,False
92,15,6,0,19,8,0,3,72,73,0,6,2,0,7,3,0,True,True,False
93,19,8,0,24,10,0,3,72,73,0,6,2,0,7,3,0,True,True,False
94,4,0,0,5,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
95,8,0,0,10,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
96,12,0,0,15,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
97,14,0,0,17,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
98,16,0,0,20,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
99,18,0,0,23,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
100,22,0,0,27,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
101,25,0,0,31,0,0,3,71,0,0,8,0,0,10,0,0,True,False,False
102,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,False,False,False
103,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,False,False,False
104,2,0,0,2,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
105,2,0,0,2,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
106,2,0,0,3,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
107,2,0,0,3,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
108,2,0,0,3,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
109,2,0,0,3,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
110,6,0,0,8,0,0,3,3,0,0,6,0,0,7,0,0,True,False,False
111,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,False,False,False
112,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,False,False,False
113,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,False,False,False
114,2,0,0,3,0,0,3,19,3,22,8,1,1,10,1,1,True,False,False
115,5,3,2,6,4,3,3,19,3,22,8,8,8,10,10,10,True,True,True
116,6,4,3,8,5,4,3,19,3,22,8,8,8,10,10,10,True,True,True
117,7,4,3,9,5,4,3,19,3,27,8,8,8,10,10,10,True,True,True
118,10,6,5,12,7,6,3,19,3,45,8,8,8,10,10,10,True,True,True
119,10,6,6,13,8,7,3,19,3,22,8,8,8,10,10,10,True,True,True
120,13,8,6,16,10,8,3,19,3,45,8,8,8,10,10,10,True,True,True
121,18,11,10,23,14,12,3,19,3,22,8,8,8,10,10,10,True,True,True
122,22,15,11,27,19,14,3,19,3,22,8,8,8,10,10,10,True,True,True
123,24,18,13,30,23,16,3,19,3,22,8,8,8,10,10,10,True,True,True
124,26,22,14,33,28,17,3,19,3,27,8,8,8,10,10,10,True,True,True
125,19,2,0,24,3,0,3,10,72,0,6,2,0,7,3,0,True,True,False
126,19,0,0,24,0,0,3,10,73,0,6,5,0,7,6,0,True,False,False
127,20,2,0,25,3,0,3,10,73,0,6,2,0,7,3,0,True,True,False
128,21,3,0,26,4,0,3,10,72,0,6,2,0,7,3,0,True,True,False
129,22,3,0,27,4,0,3,10,72,0,6,2,0,7,3,0,True,True,False
130,23,5,0,29,6,0,3,10,73,0,6,2,0,7,3,0,True,True,False
131,24,6,0,30,7,0,3,10,72,0,6,2,0,7,3,0,True,True,False
132,24,6,0,31,8,0,3,10,73,0,6,2,0,7,3,0,True,True,False
133,3,0,0,4,0,0,3,22,3,45,8,1,1,10,1,1,True,False,False
134,3,0,0,4,0,0,3,22,3,46,8,1,1,10,1,1,True,False,False
135,3,2,0,4,2,0,3,22,3,46,8,8,1,10,10,1,True,True,False
136,3,2,0,4,2,0,3,22,3,27,8,8,1,10,10,1,True,True,False
137,5,2,2,6,3,3,3,22,3,45,8,8,8,10,10,10,True,True,True
138,6,3,3,7,4,4,3,22,3,45,8,8,8,10,10,10,True,True,True
139,7,4,3,9,5,4,3,22,3,27,8,8,8,10,10,10,True,True,True
140,13,8,6,16,10,8,3,22,3,27,8,8,8,10,10,10,True,True,True
141,14,9,7,17,11,9,3,22,3,45,8,8,8,10,10,10,True,True,True
142,17,10,9,21,13,11,3,22,3,27,8,8,8,10,10,10,True,True,True
143,22,15,11,27,19,14,3,22,3,27,8,8,8,10,10,10,True,True,True
144,24,18,13,30,23,16,3,22,3,27,8,8,8,10,10,10,True,True,True
145,26,22,14,33,28,17,3,27,3,22,8,8,8,10,10,10,True,True,True
146,2,0,0,3,0,0,3,45,3,22,8,1,1,10,1,1,True,False,False
147,4,2,2,5,2,3,3,45,3,22,8,8,8,10,10,10,True,True,True
148,4,2,2,5,3,3,3,45,3,27,8,8,8,10,10,10,True,True,True
149,5,2,2,6,3,3,3,45,3,19,8,8,8,10,10,10,True,True,True
150,6,3,3,7,4,4,3,45,3,27,8,8,8,10,10,10,True,True,True
151,7,4,0,9,5,0,3,45,3,0,8,8,0,10,10,0,True,True,False
152,8,5,4,10,6,5,3,45,3,44,8,8,8,10,10,10,True,True,True
153,10,6,5,12,8,6,3,45,3,22,8,8,8,10,10,10,True,True,True
154,14,9,7,18,11,9,3,45,3,22,8,8,8,10,10,10,True,True,True
155,21,12,10,26,15,13,3,45,3,22,8,8,8,10,10,10,True,True,True
156,22,15,11,27,19,14,3,45,3,22,8,8,8,10,10,10,True,True,True
157,24,18,13,30,23,16,3,45,3,44,8,8,8,10,10,10,True,True,True
158,8,0,0,10,0,0,3,70,0,0,12,0,0,15,0,0,True,False,False
159,12,0,0,15,0,0,3,70,0,0,12,0,0,15,0,0,True,False,False
160,16,0,0,20,0,0,3,70,0,0,12,0,0,15,0,0,True,False,False
161,20,0,0,25,0,0,3,70,0,0,12,0,0,15,0,0,True,False,False
162,24,0,0,30,0,0,3,70,0,0,12,0,0,15,0,0,True,False,False
163,32,0,0,40,0,0,3,70,0,0,12,0,0,15,0,0,True,False,False
164,6,0,0,7,0,0,3,73,0,0,6,0,0,7,0,0,True,False,False
165,6,8,0,7,10,0,3,73,10,0,6,2,0,7,3,0,True,True,False
166,6,2,0,8,3,0,3,73,72,0,6,2,0,7,3,0,True,True,False
167,8,3,0,10,4,0,3,73,72,0,6,2,0,7,3,0,True,True,False
168,10,9,0,12,11,0,3,73,10,0,6,2,0,7,3,0,True,True,False
169,11,9,0,14,11,0,3,73,10,0,6,2,0,7,3,0,True,True,False
170,13,5,0,16,6,0,3,73,72,0,6,2,0,7,3,0,True,True,False
171,15,10,0,19,12,0,3,73,10,0,6,2,0,7,3,0,True,True,False
172,22,10,0,28,12,0,3,73,10,0,6,2,0,7,3,0,True,True,False
173,2,0,0,3,0,0,3,27,3,22,8,1,1,10,1,1,True,False,False
174,5,2,0,6,3,0,3,27,3,44,8,8,1,10,10,1,True,True,False
175,6,4,3,8,5,4,3,27,3,22,8,8,8,10,10,10,True,True,True
176,8,5,4,10,6,5,3,27,3,44,8,8,8,10,10,10,True,True,True
177,10,6,6,13,8,7,3,27,3,22,8,8,8,10,10,10,True,True,True
178,19,11,10,24,14,12,3,27,3,22,8,8,8,10,10,10,True,True,True
179,22,15,11,27,19,14,3,27,3,22,8,8,8,10,10,10,True,True,True
180,14,9,0,14,9,0,3,27,3,68,4,4,2,4,4,2,True,True,False
181,22,15,0,22,15,0,3,45,3,68,4,4,3,4,4,3,True,True,False
182,22,15,0,22,15,0,3,46,3,68,4,4,3,4,4,3,True,True,False
183,20,12,0,20,12,0,3,22,3,68,4,4,2,4,4,2,True,True,False
184,5,6,0,5,6,0,3,6,3,68,4,4,2,4,4,2,True,True,False
185,3,0,0,3,0,0,3,3,0,68,4,0,1,4,0,1,True,False,False
186,10,0,0,10,0,0,3,3,0,68,4,0,1,4,0,1,True,False,False
187,12,7,0,12,7,0,3,46,3,68,4,4,2,4,4,2,True,True,False
188,4,5,0,4,5,0,3,44,3,68,4,4,2,4,4,2,True,True,False
189,21,13,0,21,13,0,3,27,3,68,4,4,3,4,4,3,True,True,False
190,18,0,0,18,0,0,3,3,0,68,4,0,2,4,0,2,True,False,False
191,13,0,0,13,0,0,3,3,0,68,4,0,2,4,0,2,True,False,False
192,24,38,0,30,48,0,3,72,71,69,6,8,2,7,10,2,True,True,False
193,19,26,15,24,33,19,3,6,3,46,8,8,8,10,10,10,True,True,True
194,30,28,18,37,35,22,3,6,3,44,8,8,8,10,10,10,True,True,True
195,30,29,18,38,36,23,3,6,3,46,8,8,8,10,10,10,True,True,True
196,27,24,14,34,30,18,3,46,3,22,8,8,8,10,10,10,True,True,True
197,29,27,18,36,34,22,3,46,3,27,8,8,8,10,10,10,True,True,True
198,30,28,18,37,35,22,3,46,3,22,8,8,8,10,10,10,True,True,True
199,30,29,18,38,36,23,3,46,3,44,8,8,8,10,10,10,True,True,True
200,29,27,18,36,34,22,3,19,3,27,8,8,8,10,10,10,True,True,True
201,28,26,15,35,33,19,3,19,3,22,8,8,8,10,10,10,True,True,True
202,30,28,18,37,35,22,3,19,3,22,8,8,8,10,10,10,True,True,True
203,30,29,18,38,36,23,3,19,3,27,8,8,8,10,10,10,True,True,True
204,18,26,15,23,32,19,3,44,3,19,8,8,8,10,10,10,True,True,True
205,30,28,18,37,35,22,3,44,3,45,8,8,8,10,10,10,True,True,True
206,29,27,18,36,34,22,3,22,3,27,8,8,8,10,10,10,True,True,True
207,30,28,18,37,35,22,3,27,3,22,8,8,8,10,10,10,True,True,True
208,30,29,18,38,36,23,3,22,3,44,8,8,8,10,10,10,True,True,True
209,30,28,18,37,35,22,3,45,3,27,8,8,8,10,10,10,True,True,True
210,29,27,18,36,34,22,3,45,3,44,8,8,8,10,10,10,True,True,True
211,30,28,18,37,35,22,3,45,3,44,8,8,8,10,10,10,True,True,True
212,38,22,0,48,28,0,3,11,70,0,10,4,0,13,5,0,True,True,False
213,54,23,0,68,29,0,3,71,70,0,10,4,0,12,5,0,True,True,False
214,60,15,0,75,19,0,3,70,11,0,10,4,0,12,5,0,True,True,False
215,58,15,0,73,19,0,3,71,11,0,10,4,0,12,5,0,True,True,False
216,40,25,0,50,31,0,3,11,71,0,12,4,0,15,5,0,True,True,False
217,26,13,0,32,16,0,3,73,10,0,6,3,0,7,4,0,True,True,False
218,26,10,0,32,13,0,3,72,73,0,6,2,0,7,3,0,True,True,False
219,30,11,0,38,14,0,3,10,73,0,6,2,0,7,3,0,True,True,False
220,29,10,0,36,13,0,3,73,72,0,6,2,0,7,3,0,True,True,False
221,30,15,0,37,19,0,3,72,10,0,6,3,0,7,4,0,True,True,False
222,19,26,0,19,26,0,3,6,3,68,4,4,3,4,4,3,True,True,False
223,28,26,0,28,26,0,3,45,3,68,4,4,3,4,4,3,True,True,False
224,28,26,0,28,26,0,3,46,3,68,4,4,3,4,4,3,True,True,False
225,28,26,0,28,26,0,3,22,3,68,4,4,3,4,4,3,True,True,False
226,19,26,0,19,26,0,3,44,3,68,4,4,3,4,4,3,True,True,False
227,28,26,0,28,26,0,3,19,3,68,4,4,3,4,4,3,True,True,False
228,70,0,0,87,0,0,3,1,0,0,16,0,0,20,0,0,True,False,False
229,70,0,0,87,0,0,3,2,0,0,16,0,0,20,0,0,True,False,False
230,71,0,0,89,0,0,3,3,0,0,16,0,0,20,0,0,True,False,False
231,70,0,0,87,0,0,3,4,0,0,16,0,0,20,0,0,True,False,False
232,70,0,0,87,0,0,3,5,0,0,16,0,0,20,0,0,True,False,False
233,0,0,0,0,0,0,3,22,3,44,2,1,1,3,1,1,False,False,False
234,30,29,18,38,36,23,3,27,3,45,8,8,8,10,10,10,True,True,True
235,29,27,18,36,34,22,3,46,3,6,8,8,8,10,10,10,True,True,True
236,6,0,0,6,0,0,3,3,0,68,4,0,2,4,0,2,True,False,False
237,28,27,0,28,27,0,3,6,3,68,4,4,3,4,4,3,True,True,False
238,76,0,0,95,0,0,3,1,0,0,16,0,0,20,0,0,True,False,False
239,76,0,0,95,0,0,3,2,0,0,16,0,0,20,0,0,True,False,False
240,75,0,0,94,0,0,3,3,0,0,16,0,0,20,0,0,True,False,False
241,76,0,0,95,0,0,3,4,0,0,16,0,0,20,0,0,True,False,False
242,76,0,0,95,0,0,3,5,0,0,16,0,0,20,0,0,True,False,False
243,32,32,19,40,40,24,3,6,3,44,8,8,8,10,10,10,True,True,True
244,32,32,19,40,40,24,3,46,3,22,8,8,8,10,10,10,True,True,True
245,32,32,19,40,40,24,3,19,3,44,8,8,8,10,10,10,True,True,True
246,32,32,19,40,40,24,3,44,3,22,8,8,8,10,10,10,True,True,True
247,32,32,19,40,40,24,3,45,3,27,8,8,8,10,10,10,True,True,True
248,70,30,0,88,37,0,3,71,70,0,10,4,0,12,5,0,True,True,False
249,34,14,0,43,17,0,3,73,72,0,6,2,0,7,3,0,True,True,False
250,31,30,0,39,38,0,3,22,3,0,8,8,0,10,10,0,True,True,False
251,29,28,0,29,28,0,3,45,3,68,4,4,3,4,4,3,True,True,False
252,28,27,0,28,27,0,3,44,3,68,4,4,3,4,4,3,True,True,False
253,62,42,8,77,53,10,3,71,70,11,7,5,3,9,6,4,True,True,True
254,27,27,10,34,34,13,3,72,73,10,5,5,2,6,6,2,True,True,True
255,28,27,0,28,27,0,3,19,3,68,4,4,3,4,4,3,True,True,False
256,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,False,False,False
257,34,34,20,42,43,25,3,6,3,46,8,8,8,10,10,10,True,True,True
258,34,34,20,42,43,25,3,46,3,27,8,8,8,10,10,10,True,True,True
259,34,34,20,42,43,25,3,19,3,22,8,8,8,10,10,10,True,True,True
260,34,34,20,42,43,25,3,44,3,45,8,8,8,10,10,10,True,True,True
261,34,34,20,42,43,25,3,22,3,44,8,8,8,10,10,10,True,True,True
262,34,34,20,42,43,25,3,45,3,44,8,8,8,10,10,10,True,True,True
263,34,34,20,42,43,25,3,27,3,22,8,8,8,10,10,10,True,True,True
264,81,0,0,101,0,0,3,1,0,0,16,0,0,20,0,0,True,False,False
265,81,0,0,101,0,0,3,2,0,0,16,0,0,20,0,0,True,False,False
266,82,0,0,102,0,0,3,3,0,0,16,0,0,20,0,0,True,False,False
267,81,0,0,101,0,0,3,4,0,0,16,0,0,20,0,0,True,False,False
268,81,0,0,101,0,0,3,5,0,0,16,0,0,20,0,0,True,False,False
269,23,22,0,23,22,0,3,11,10,68,9,5,2,9,5,2,True,True,False
270,0,0,0,0,0,0,3,51,68,0,10,4,0,20,5,0,False,False,False
271,0,0,0,0,0,0,3,51,0,0,30,0,0,40,0,0,False,False,False
272,28,27,0,28,27,0,3,27,3,68,4,4,3,4,4,3,True,True,False
273,0,0,0,0,0,0,4,6,3,0,1,1,0,1,1,0,False,False,False
274,0,0,0,0,0,0,4,6,3,0,1,1,0,1,1,0,False,False,False
275,0,0,0,0,0,0,4,6,3,0,1,1,0,1,1,0,False,False,False
276,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False
277,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False
278,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False
279,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False
280,0,0,0,0,0,0,3,57,0,0,15,0,0,20,0,0,False,False,False
281,0,0,0,0,0,0,3,60,0,0,15,0,0,20,0,0,False,False,False
282,0,0,0,0,0,0,3,61,0,0,15,0,0,20,0,0,False,False,False
283,0,0,0,0,0,0,3,62,0,0,15,0,0,20,0,0,False,False,False
284,0,0,0,0,0,0,3,63,0,0,15,0,0,20,0,0,False,False,False
285,0,0,0,0,0,0,3,64,0,0,15,0,0,20,0,0,False,False,False
286,0,0,0,0,0,0,3,65,0,0,15,0,0,20,0,0,False,False,False
287,0,0,0,0,0,0,3,66,0,0,15,0,0,20,0,0,False,False,False
288,0,0,0,0,0,0,3,57,0,0,3,0,0,5,0,0,False,False,False
289,0,0,0,0,0,0,3,60,0,0,3,0,0,5,0,0,False,False,False
290,0,0,0,0,0,0,3,61,0,0,3,0,0,5,0,0,False,False,False
291,0,0,0,0,0,0,3,62,0,0,3,0,0,5,0,0,False,False,False
292,0,0,0,0,0,0,3,63,0,0,3,0,0,5,0,0,False,False,False
293,0,0,0,0,0,0,3,64,0,0,3,0,0,5,0,0,False,False,False
294,0,0,0,0,0,0,3,65,0,0,3,0,0,5,0,0,False,False,False
295,0,0,0,0,0,0,3,66,0,0,3,0,0,5,0,0,False,False,False
296,0,0,0,0,0,0,3,69,0,0,3,0,0,3,0,0,False,False,False
297,0,0,0,0,0,0,3,68,0,0,30,0,0,30,0,0,False,False,False
298,24000,24000,24000,30000,30000,30000,3,1,3,5,20,40,80,25,50,100,True,True,True
299,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False
300,35,36,0,35,36,0,3,27,3,68,4,4,3,4,4,3,True,True,False
301,35,36,0,35,36,0,3,45,3,68,4,4,3,4,4,3,True,True,False
302,34,36,0,34,36,0,3,46,3,68,4,4,3,4,4,3,True,True,False
303,35,36,0,35,36,0,3,44,3,68,4,4,3,4,4,3,True,True,False
304,35,37,21,44,46,26,3,6,3,27,8,8,8,10,10,10,True,True,True
305,34,35,0,43,44,0,3,6,3,0,8,8,0,10,10,0,True,True,False
306,34,35,0,43,44,0,3,45,3,0,8,8,0,10,10,0,True,True,False
307,37,38,22,46,48,28,3,6,3,44,8,8,8,10,10,10,True,True,True
308,34,35,0,43,44,0,3,46,3,0,8,8,0,10,10,0,True,True,False
309,36,38,22,45,47,27,3,44,3,27,8,8,8,10,10,10,True,True,True
310,35,36,21,44,45,26,3,46,3,6,8,8,8,10,10,10,True,True,True
311,35,37,21,44,46,26,3,19,3,27,8,8,8,10,10,10,True,True,True
312,36,38,22,45,47,27,3,27,3,22,8,8,8,10,10,10,True,True,True
313,34,36,0,43,45,0,3,19,3,0,8,8,0,10,10,0,True,True,False
314,35,36,21,44,45,26,3,45,3,19,8,8,8,10,10,10,True,True,True
315,37,38,22,46,48,28,3,22,3,44,8,8,8,10,10,10,True,True,True
316,35,37,21,44,46,26,3,45,3,44,8,8,8,10,10,10,True,True,True
317,35,36,21,44,45,26,3,27,3,46,8,8,8,10,10,10,True,True,True
318,35,37,21,44,46,26,3,22,3,27,8,8,8,10,10,10,True,True,True
319,34,36,0,43,45,0,3,27,3,0,8,8,0,10,10,0,True,True,False
320,35,37,21,44,46,26,3,46,3,44,8,8,8,10,10,10,True,True,True
321,109,16,0,136,20,0,3,70,11,0,10,4,0,12,5,0,True,True,False
322,35,36,0,44,45,0,3,22,3,0,8,8,0,10,10,0,True,True,False
323,43,42,0,54,53,0,3,11,70,0,12,4,0,15,5,0,True,True,False
324,35,37,21,44,46,26,3,44,3,46,8,8,8,10,10,10,True,True,True
325,34,35,0,43,44,0,3,44,3,0,8,8,0,10,10,0,True,True,False
326,35,37,21,44,46,26,3,27,3,45,8,8,8,10,10,10,True,True,True
327,46,18,0,58,23,0,3,73,72,0,6,2,0,7,3,0,True,True,False
328,34,18,0,42,23,0,3,10,72,0,6,2,0,7,3,0,True,True,False
329,35,36,21,44,45,26,3,45,3,27,8,8,8,10,10,10,True,True,True
330,34,36,0,43,45,0,3,46,3,0,8,8,0,10,10,0,True,True,False
331,104,39,0,130,49,0,3,70,71,0,10,4,0,12,5,0,True,True,False
332,35,36,21,44,45,26,3,44,3,45,8,8,8,10,10,10,True,True,True
333,37,38,22,46,48,28,3,19,3,44,8,8,8,10,10,10,True,True,True
334,99,42,0,124,53,0,3,71,70,0,10,4,0,12,5,0,True,True,False
335,45,17,0,56,21,0,3,73,10,0,6,3,0,7,4,0,True,True,False
336,46,18,0,57,23,0,3,72,73,0,6,2,0,7,3,0,True,True,False
337,20,0,0,25,0,0,3,70,0,0,2,0,0,3,0,0,True,False,False
338,20,0,0,25,0,0,3,71,0,0,2,0,0,3,0,0,True,False,False
339,10,0,0,13,0,0,3,11,0,0,4,0,0,5,0,0,True,False,False
340,0,0,0,0,0,0,3,69,0,0,4,0,0,5,0,0,False,False,False
341,79,0,0,99,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
