#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
44.0,1050574,0,0,1084,3,12,1
45.0,1050574,0,0,1085,3,12,1
46.0,1050574,0,0,1086,3,12,1
47.0,1050574,0,0,1087,3,12,1
48.0,1050574,0,0,1088,3,12,1
49.0,1050574,0,0,1089,3,12,1
50.0,1050574,0,0,1090,3,12,1
51.0,1050574,0,0,1091,3,12,1
52.0,1050574,0,0,1092,3,12,1
53.0,1050574,0,0,1093,3,12,1
54.0,1050574,0,0,1094,3,12,1
55.0,1050574,0,0,1095,3,12,1
56.0,1050574,0,0,1096,3,12,1
57.0,1050574,0,0,1097,3,12,1
58.0,1050574,0,0,1098,3,12,1
59.0,1050574,0,0,1099,3,12,1
60.0,1050574,0,0,1100,3,12,1
61.0,1050574,0,0,1101,3,12,1
62.0,1050574,0,0,1102,3,12,1
63.0,1052585,73279,0,1151,3,6,1
63.1,1052585,73279,0,1152,3,6,1
63.2,1052585,73279,0,1153,3,6,1
63.10,1052585,73279,0,1154,3,6,1
63.20,1052585,73279,0,1155,3,6,1
63.21,1052585,73279,0,1156,3,6,1
63.30,1052585,73279,0,1157,3,6,1
63.40,1052585,73279,0,1158,3,6,1
63.50,1052585,73279,0,1159,3,6,1
63.60,1052585,73279,0,1160,3,6,1
63.70,1052585,73279,0,1161,3,6,1
63.80,1052585,73279,0,1210,3,6,1
63.81,1052585,73279,0,1211,3,6,1
63.90,1052585,73279,0,1212,3,6,1
63.100,1052585,73279,0,1233,3,6,1
63.101,1052585,73279,0,1234,3,6,1
63.102,1052585,73279,0,1235,3,6,1
64.0,1052585,73279,0,1162,3,6,1
64.1,1052585,73279,0,1163,3,6,1
64.2,1052585,73279,0,1164,3,6,1
64.10,1052585,73279,0,1165,3,6,1
64.20,1052585,73279,0,1166,3,6,1
64.21,1052585,73279,0,1167,3,6,1
64.30,1052585,73279,0,1168,3,6,1
64.40,1052585,73279,0,1169,3,6,1
64.50,1052585,73279,0,1170,3,6,1
64.60,1052585,73279,0,1171,3,6,1
64.70,1052585,73279,0,1172,3,6,1
64.100,1052585,73279,0,1236,3,6,1
64.101,1052585,73279,0,1237,3,6,1
64.102,1052585,73279,0,1238,3,6,1
65.0,1050574,0,0,1108,3,12,1
66.0,1050574,0,0,1109,3,12,1
67.0,1050574,0,0,1110,3,12,1
68.0,1050574,0,0,1111,3,12,1
69.0,1050574,0,0,1112,3,12,1
70.0,1050574,0,0,1113,3,12,1
71.0,1050574,0,0,1177,3,12,1
72.0,1050574,0,0,1180,3,12,1
73.0,1050574,0,0,1173,3,12,1
74.0,1050574,0,0,1174,3,12,1
75.0,1050574,0,0,1175,3,12,1
76.0,1050574,0,0,1177,3,12,1
77.0,1050574,0,0,1181,3,12,1
78.0,1050574,0,0,1173,3,12,1
79.0,1050574,0,0,1174,3,12,1
80.0,1050574,0,0,1175,3,12,1
81.0,1050574,0,0,1178,3,12,1
82.0,1050574,0,0,1182,3,12,1
83.0,1050574,0,0,1173,3,12,1
84.0,1050574,0,0,1174,3,12,1
85.0,1050574,0,0,1175,3,12,1
86.0,1050574,0,0,1178,3,12,1
87.0,1050574,0,0,1183,3,12,1
88.0,1050574,0,0,1173,3,12,1
89.0,1050574,0,0,1174,3,12,1
90.0,1050574,0,0,1175,3,12,1
91.0,1050574,0,0,1179,3,12,1
92.0,1050574,0,0,1184,3,12,1
93.0,1050574,0,0,1173,3,12,1
94.0,1050574,0,0,1174,3,12,1
95.0,1050574,0,0,1175,3,12,1
96.0,1050574,0,0,1179,3,12,1
97.0,1050574,0,0,1185,3,12,1
98.0,1050574,0,0,1173,3,12,1
99.0,1050574,0,0,1174,3,12,1
100.0,1050574,0,0,1175,3,12,1
101.0,1050574,0,0,1176,3,12,1
102.0,1050574,0,0,1198,3,12,1
103.0,1050574,0,0,1199,3,12,1
104.0,1050574,0,0,1200,3,12,1
105.0,1050574,0,0,1201,3,12,1
106.0,1050574,0,0,1202,3,12,1
107.0,1050574,0,0,1203,3,12,1
108.0,1050574,0,0,1204,3,12,1
109.0,1050574,0,0,1205,3,12,1
110.0,1050574,0,0,1206,3,12,1
111.0,1050574,0,0,1207,3,12,1
112.0,1050574,0,0,1208,3,12,1
113.0,1050574,0,0,1209,3,12,1
114.0,1050574,0,0,1186,3,12,1
115.0,1050574,0,0,1187,3,12,1
116.0,1050574,0,0,1188,3,12,1
117.0,1050574,0,0,1189,3,12,1
118.0,1050574,0,0,1190,3,12,1
119.0,1050574,0,0,1191,3,12,1
120.0,1050574,0,0,1192,3,12,1
121.0,1050574,0,0,1193,3,12,1
122.0,1050574,0,0,1194,3,12,1
123.0,1050574,0,0,1195,3,12,1
124.0,1050574,0,0,1196,3,12,1
125.0,1050574,0,0,1197,3,12,1
126.0,1052594,73283,0,1213,3,6,1
126.1,1052594,73283,0,1214,3,6,1
126.2,1052594,73283,0,1215,3,6,1
126.3,1052594,73283,0,1216,3,6,1
126.4,1052594,73283,0,1217,3,6,1
126.5,1052594,73283,0,1218,3,6,1
126.6,1052594,73283,0,1219,3,6,1
126.7,1052594,73283,0,1220,3,6,1
126.8,1052594,73283,0,1221,3,6,1
126.9,1052594,73283,0,1222,3,6,1
126.10,1052594,73283,0,1223,3,6,1
126.11,1052594,73283,0,1224,3,6,1
126.12,1052594,73283,0,1225,3,6,1
126.13,1052594,73283,0,1226,3,6,1
126.14,1052594,73283,0,1227,3,6,1
126.15,1052594,73283,0,1228,3,6,1
126.16,1052594,73283,0,1229,3,6,1
126.17,1052594,73283,0,1230,3,6,1
126.18,1052594,73283,0,1231,3,6,1
126.19,1052594,73283,0,1232,3,6,1
127.0,0,0,0,0,0,0,0
127.1,0,0,0,0,0,0,0
127.2,0,0,0,0,0,0,0
127.10,0,0,0,0,0,0,0
127.20,0,0,0,0,0,0,0
127.21,0,0,0,0,0,0,0
127.60,0,0,0,0,0,0,0
127.70,0,0,0,0,0,0,0
127.100,0,0,0,0,0,0,0
127.101,0,0,0,0,0,0,0
127.102,0,0,0,0,0,0,0
127.110,0,0,0,0,0,0,0
127.120,0,0,0,0,0,0,0
127.121,0,0,0,0,0,0,0
127.130,0,0,0,0,0,0,0
127.140,0,0,0,0,0,0,0
127.150,0,0,0,0,0,0,0
127.160,0,0,0,0,0,0,0
127.170,0,0,0,0,0,0,0
128.0,0,0,0,0,0,0,0
128.1,0,0,0,0,0,0,0
128.2,0,0,0,0,0,0,0
128.10,0,0,0,0,0,0,0
128.20,0,0,0,0,0,0,0
128.21,0,0,0,0,0,0,0
128.30,0,0,0,0,0,0,0
128.31,0,0,0,0,0,0,0
128.40,0,0,0,0,0,0,0
128.50,0,0,0,0,0,0,0
128.60,0,0,0,0,0,0,0
128.70,0,0,0,0,0,0,0
128.100,0,0,0,0,0,0,0
128.101,0,0,0,0,0,0,0
128.102,0,0,0,0,0,0,0
128.110,0,0,0,0,0,0,0
128.120,0,0,0,0,0,0,0
128.121,0,0,0,0,0,0,0
128.130,0,0,0,0,0,0,0
128.131,0,0,0,0,0,0,0
129.0,0,0,0,0,0,0,0
130.0,0,0,0,0,0,0,0
131.0,0,0,0,0,0,0,0
132.0,0,0,0,0,0,0,0
133.0,0,0,0,0,0,0,0
134.0,0,0,0,0,0,0,0
135.0,0,0,0,0,0,0,0
136.0,0,0,0,0,0,0,0
137.0,0,0,0,0,0,0,0
138.0,0,0,0,0,0,0,0
139.0,0,0,0,0,0,0,0
140.0,0,0,0,0,0,0,0
141.0,0,0,0,0,0,0,0
142.0,0,0,0,0,0,0,0
143.0,0,0,0,0,0,0,0
144.0,0,0,0,0,0,0,0
145.0,0,0,0,0,0,0,0
146.0,0,0,0,0,0,0,0
147.0,0,0,0,0,0,0,0
148.0,0,0,0,0,0,0,0
149.0,0,0,0,0,0,0,0
150.0,0,0,0,0,0,0,0
151.0,0,0,0,0,0,0,0
152.0,0,0,0,0,0,0,0
153.0,0,0,0,0,0,0,0
154.0,0,0,0,0,0,0,0
155.0,0,0,0,0,0,0,0
156.0,0,0,0,0,0,0,0
157.0,0,0,0,0,0,0,0
158.0,0,0,0,0,0,0,0
159.0,0,0,0,0,0,0,0
160.0,0,0,0,0,0,0,0
161.0,0,0,0,0,0,0,0
162.0,0,0,0,0,0,0,0
163.0,0,0,0,0,0,0,0
164.0,0,0,0,0,0,0,0
165.0,0,0,0,0,0,0,0
166.0,0,0,0,0,0,0,0
166.1,0,0,0,0,0,0,0
166.2,0,0,0,0,0,0,0
166.3,0,0,0,0,0,0,0
166.4,0,0,0,0,0,0,0
166.5,0,0,0,0,0,0,0
166.6,0,0,0,0,0,0,0
166.7,0,0,0,0,0,0,0
166.8,0,0,0,0,0,0,0
166.9,0,0,0,0,0,0,0
166.10,0,0,0,0,0,0,0
166.11,0,0,0,0,0,0,0
166.12,0,0,0,0,0,0,0
166.13,0,0,0,0,0,0,0
166.14,0,0,0,0,0,0,0
166.15,0,0,0,0,0,0,0
166.16,0,0,0,0,0,0,0
166.17,0,0,0,0,0,0,0
166.18,0,0,0,0,0,0,0
166.19,0,0,0,0,0,0,0
166.20,0,0,0,0,0,0,0
166.21,0,0,0,0,0,0,0
166.22,0,0,0,0,0,0,0
166.23,0,0,0,0,0,0,0
166.24,0,0,0,0,0,0,0
166.25,0,0,0,0,0,0,0
166.26,0,0,0,0,0,0,0
166.27,0,0,0,0,0,0,0
166.28,0,0,0,0,0,0,0
166.29,0,0,0,0,0,0,0
166.30,0,0,0,0,0,0,0
166.31,0,0,0,0,0,0,0
166.32,0,0,0,0,0,0,0
166.33,0,0,0,0,0,0,0
166.34,0,0,0,0,0,0,0
166.35,0,0,0,0,0,0,0
166.36,0,0,0,0,0,0,0
166.37,0,0,0,0,0,0,0
166.38,0,0,0,0,0,0,0
166.39,0,0,0,0,0,0,0
166.40,0,0,0,0,0,0,0
166.41,0,0,0,0,0,0,0
166.42,0,0,0,0,0,0,0
166.43,0,0,0,0,0,0,0
166.44,0,0,0,0,0,0,0
166.45,0,0,0,0,0,0,0
166.46,0,0,0,0,0,0,0
166.47,0,0,0,0,0,0,0
166.48,0,0,0,0,0,0,0
166.49,0,0,0,0,0,0,0
166.50,0,0,0,0,0,0,0
166.51,0,0,0,0,0,0,0
166.52,0,0,0,0,0,0,0
166.53,0,0,0,0,0,0,0
166.54,0,0,0,0,0,0,0
166.55,0,0,0,0,0,0,0
166.56,0,0,0,0,0,0,0
166.57,0,0,0,0,0,0,0
166.58,0,0,0,0,0,0,0
166.59,0,0,0,0,0,0,0
167.0,1056032,0,0,2008,3,6,1
167.1,1056032,0,0,2012,3,6,1
167.10,1056033,0,0,2009,3,6,1
167.20,1056033,0,0,2010,3,6,1
167.30,1056033,0,0,2011,3,6,1
167.40,1056032,0,0,2014,3,6,1
168.0,0,0,0,0,0,0,0
168.1,0,0,0,0,0,0,0
168.2,0,0,0,0,0,0,0
168.3,0,0,0,0,0,0,0
168.4,0,0,0,0,0,0,0
168.5,0,0,0,0,0,0,0
169.0,0,0,0,0,0,0,0
169.1,0,0,0,0,0,0,0
169.2,0,0,0,0,0,0,0
169.3,0,0,0,0,0,0,0
169.4,0,0,0,0,0,0,0
170.0,0,0,0,0,0,0,0
170.1,0,0,0,0,0,0,0
170.2,0,0,0,0,0,0,0
170.3,0,0,0,0,0,0,0
170.4,0,0,0,0,0,0,0
171.0,0,0,0,0,0,0,0
171.1,0,0,0,0,0,0,0
171.2,0,0,0,0,0,0,0
172.0,0,0,0,0,0,0,0
172.1,0,0,0,0,0,0,0
172.2,0,0,0,0,0,0,0
172.3,0,0,0,0,0,0,0
172.4,0,0,0,0,0,0,0
172.5,0,0,0,0,0,0,0
173.0,0,0,0,0,0,0,0
173.1,0,0,0,0,0,0,0
173.2,0,0,0,0,0,0,0
173.3,0,0,0,0,0,0,0
173.4,0,0,0,0,0,0,0
174.0,0,0,0,0,0,0,0
174.1,0,0,0,0,0,0,0
174.2,0,0,0,0,0,0,0
174.3,0,0,0,0,0,0,0
174.4,0,0,0,0,0,0,0
175.0,0,0,0,0,0,0,0
175.1,0,0,0,0,0,0,0
175.2,0,0,0,0,0,0,0
176.0,0,0,0,0,0,0,0
176.1,0,0,0,0,0,0,0
176.2,0,0,0,0,0,0,0
176.3,0,0,0,0,0,0,0
176.4,0,0,0,0,0,0,0
176.5,0,0,0,0,0,0,0
177.0,0,0,0,0,0,0,0
177.1,0,0,0,0,0,0,0
177.2,0,0,0,0,0,0,0
177.3,0,0,0,0,0,0,0
177.4,0,0,0,0,0,0,0
178.0,0,0,0,0,0,0,0
178.1,0,0,0,0,0,0,0
178.2,0,0,0,0,0,0,0
178.3,0,0,0,0,0,0,0
178.4,0,0,0,0,0,0,0
179.0,0,0,0,0,0,0,0
179.1,0,0,0,0,0,0,0
179.2,0,0,0,0,0,0,0
180.0,0,0,0,0,0,0,0
180.1,0,0,0,0,0,0,0
180.2,0,0,0,0,0,0,0
180.3,0,0,0,0,0,0,0
180.4,0,0,0,0,0,0,0
180.5,0,0,0,0,0,0,0
181.0,0,0,0,0,0,0,0
181.1,0,0,0,0,0,0,0
181.2,0,0,0,0,0,0,0
181.3,0,0,0,0,0,0,0
181.4,0,0,0,0,0,0,0
182.0,0,0,0,0,0,0,0
182.1,0,0,0,0,0,0,0
182.2,0,0,0,0,0,0,0
182.3,0,0,0,0,0,0,0
182.4,0,0,0,0,0,0,0
183.0,0,0,0,0,0,0,0
183.1,0,0,0,0,0,0,0
183.2,0,0,0,0,0,0,0
