#,GatheringRarePopTimeTable,EphemeralStartTime,EphemeralEndTime
30499,0,65535,65535
30500,0,65535,65535
30501,0,65535,65535
30502,0,65535,65535
30503,0,65535,65535
30504,0,65535,65535
30505,0,65535,65535
30506,0,65535,65535
30507,0,65535,65535
30508,0,65535,65535
30509,0,65535,65535
30510,0,65535,65535
30511,0,65535,65535
30512,0,65535,65535
30513,0,65535,65535
30514,0,65535,65535
30515,0,65535,65535
30516,0,65535,65535
30517,0,65535,65535
30518,0,65535,65535
30519,0,65535,65535
30520,0,65535,65535
30521,0,65535,65535
30522,0,65535,65535
30523,0,65535,65535
30524,0,65535,65535
30525,0,65535,65535
30526,0,65535,65535
30527,0,65535,65535
30528,0,65535,65535
30529,0,65535,65535
30530,0,65535,65535
30531,0,65535,65535
30532,0,65535,65535
30533,0,65535,65535
30534,0,65535,65535
30535,0,65535,65535
30536,0,65535,65535
30537,0,65535,65535
30538,0,65535,65535
30539,0,65535,65535
30540,0,65535,65535
30541,0,65535,65535
30542,0,65535,65535
30543,0,65535,65535
30544,0,65535,65535
30545,0,65535,65535
30546,0,65535,65535
30547,0,65535,65535
30548,0,65535,65535
30549,0,65535,65535
30550,0,65535,65535
30551,0,65535,65535
30552,0,65535,65535
30553,0,65535,65535
30554,0,65535,65535
30555,0,65535,65535
30556,0,65535,65535
30557,0,65535,65535
30558,0,65535,65535
30559,0,65535,65535
30560,0,65535,65535
30561,0,65535,65535
30562,0,65535,65535
30563,0,65535,65535
30564,0,65535,65535
30565,0,65535,65535
30566,0,65535,65535
30567,0,65535,65535
30568,0,65535,65535
30569,0,65535,65535
30570,0,65535,65535
30571,0,65535,65535
30572,0,65535,65535
30573,0,65535,65535
30574,0,65535,65535
30575,0,65535,65535
30576,0,65535,65535
30577,0,65535,65535
30578,0,65535,65535
30579,0,65535,65535
30580,0,65535,65535
30581,0,65535,65535
30582,0,65535,65535
30583,0,65535,65535
30584,0,65535,65535
30585,0,65535,65535
30586,0,65535,65535
30587,0,65535,65535
30588,0,65535,65535
30589,0,65535,65535
30590,0,65535,65535
30591,0,65535,65535
30592,0,65535,65535
30593,0,65535,65535
30594,0,65535,65535
30595,0,65535,65535
30596,0,65535,65535
30597,0,65535,65535
30598,0,65535,65535
30599,0,65535,65535
30600,0,65535,65535
30601,0,65535,65535
30602,0,65535,65535
30603,0,65535,65535
30604,0,65535,65535
30605,0,65535,65535
30606,0,65535,65535
30607,0,65535,65535
30608,0,65535,65535
30609,0,65535,65535
30610,0,65535,65535
30611,0,65535,65535
30612,0,65535,65535
30613,0,65535,65535
30614,0,65535,65535
30615,0,65535,65535
30616,0,65535,65535
30617,0,65535,65535
30618,0,65535,65535
30619,0,65535,65535
30620,0,65535,65535
30621,0,65535,65535
30622,0,65535,65535
30623,0,65535,65535
30624,0,65535,65535
30625,0,65535,65535
30626,0,65535,65535
30627,0,65535,65535
30628,0,65535,65535
30629,0,65535,65535
30630,0,65535,65535
30631,0,65535,65535
30632,0,65535,65535
30633,0,65535,65535
30634,0,65535,65535
30635,0,65535,65535
30636,0,65535,65535
30637,0,65535,65535
30638,0,65535,65535
30639,0,65535,65535
30640,0,65535,65535
30641,0,65535,65535
30642,0,65535,65535
30643,0,65535,65535
30644,0,65535,65535
30645,0,65535,65535
30646,0,65535,65535
30647,0,65535,65535
30648,0,65535,65535
30649,0,65535,65535
30650,0,65535,65535
30651,0,65535,65535
30652,0,65535,65535
30653,0,65535,65535
30654,0,65535,65535
30655,0,65535,65535
30656,0,65535,65535
30657,0,65535,65535
30658,0,65535,65535
30659,0,65535,65535
30660,0,65535,65535
30661,0,65535,65535
30662,0,65535,65535
30663,0,65535,65535
30664,0,65535,65535
30665,0,65535,65535
30666,0,65535,65535
30667,0,65535,65535
30668,0,65535,65535
30669,0,65535,65535
30670,0,65535,65535
30671,0,65535,65535
30672,0,65535,65535
30673,0,65535,65535
30674,0,65535,65535
30675,0,65535,65535
30676,0,65535,65535
30677,0,65535,65535
30678,0,65535,65535
30679,0,65535,65535
30680,0,65535,65535
30681,0,65535,65535
30682,0,65535,65535
30683,0,65535,65535
30684,0,65535,65535
30685,0,65535,65535
30686,0,65535,65535
30687,0,65535,65535
30688,0,65535,65535
30689,0,65535,65535
30690,0,65535,65535
30691,0,65535,65535
30692,0,65535,65535
30693,0,65535,65535
30694,0,65535,65535
30695,0,65535,65535
30696,0,65535,65535
30697,0,65535,65535
30698,0,65535,65535
30699,0,65535,65535
30700,0,65535,65535
30701,0,65535,65535
30702,0,65535,65535
30703,0,65535,65535
30704,0,65535,65535
30705,0,65535,65535
30706,0,65535,65535
30707,0,65535,65535
30708,0,65535,65535
30709,0,65535,65535
30710,0,65535,65535
30711,0,65535,65535
30712,0,65535,65535
30713,0,65535,65535
30714,0,65535,65535
30715,0,65535,65535
30716,0,65535,65535
30717,0,65535,65535
30718,0,65535,65535
30719,0,65535,65535
30720,0,65535,65535
30721,0,65535,65535
30722,0,65535,65535
30723,0,65535,65535
30724,0,65535,65535
30725,0,65535,65535
30726,0,65535,65535
30727,0,65535,65535
30728,0,65535,65535
30729,0,65535,65535
30730,0,65535,65535
30731,0,65535,65535
30732,0,65535,65535
30733,0,65535,65535
30734,0,65535,65535
30735,0,65535,65535
30736,0,65535,65535
30737,0,65535,65535
30738,0,65535,65535
30739,0,65535,65535
30740,0,65535,65535
30741,0,65535,65535
30742,0,65535,65535
30743,0,65535,65535
30744,0,65535,65535
30745,0,65535,65535
30746,0,65535,65535
30747,0,65535,65535
30748,0,65535,65535
30749,0,65535,65535
30750,0,65535,65535
30751,0,65535,65535
30752,0,65535,65535
30753,0,65535,65535
30754,0,65535,65535
30755,0,65535,65535
30756,0,65535,65535
30757,0,65535,65535
30758,0,65535,65535
30759,0,65535,65535
30760,0,65535,65535
30761,0,65535,65535
30762,0,65535,65535
30763,0,65535,65535
30764,0,65535,65535
30765,0,65535,65535
30766,0,65535,65535
30767,0,65535,65535
30768,0,65535,65535
30769,0,65535,65535
30770,0,65535,65535
30771,0,65535,65535
30772,0,65535,65535
30773,0,65535,65535
30774,0,65535,65535
30775,0,65535,65535
30776,0,65535,65535
30777,0,65535,65535
30778,0,65535,65535
30779,0,65535,65535
30780,0,65535,65535
30781,0,65535,65535
30782,0,65535,65535
30783,0,65535,65535
30784,0,65535,65535
30785,0,65535,65535
30786,0,65535,65535
30787,0,65535,65535
30788,0,65535,65535
30789,0,65535,65535
30790,0,65535,65535
30791,0,65535,65535
30792,0,65535,65535
30793,0,65535,65535
30794,0,65535,65535
30795,0,65535,65535
30796,0,65535,65535
30797,0,65535,65535
30798,0,65535,65535
30799,0,65535,65535
30800,0,65535,65535
30801,0,65535,65535
30802,0,65535,65535
30803,0,65535,65535
30804,0,65535,65535
30805,0,65535,65535
30806,0,65535,65535
30807,0,65535,65535
30808,0,65535,65535
30809,0,65535,65535
30810,0,65535,65535
30811,0,65535,65535
30812,0,65535,65535
30813,0,65535,65535
30814,0,65535,65535
30815,0,65535,65535
30816,0,65535,65535
30817,0,65535,65535
30818,0,65535,65535
30819,0,65535,65535
30820,0,65535,65535
30821,0,65535,65535
30822,0,65535,65535
30823,0,65535,65535
30824,0,65535,65535
30825,0,65535,65535
30826,0,65535,65535
30827,0,65535,65535
30828,0,65535,65535
30829,0,65535,65535
30830,0,65535,65535
30831,0,65535,65535
30832,0,65535,65535
30833,0,65535,65535
30834,0,65535,65535
30835,0,65535,65535
30836,0,65535,65535
30837,0,65535,65535
30838,0,65535,65535
30839,0,65535,65535
30840,0,65535,65535
30841,0,65535,65535
30842,0,65535,65535
30843,0,65535,65535
30844,0,65535,65535
30845,0,65535,65535
30846,0,65535,65535
30847,0,65535,65535
30848,0,65535,65535
30849,0,65535,65535
30850,0,65535,65535
30851,0,65535,65535
30852,0,65535,65535
30853,0,65535,65535
30854,0,65535,65535
30855,0,65535,65535
30856,0,65535,65535
30857,0,65535,65535
30858,0,65535,65535
30859,0,65535,65535
30860,0,65535,65535
30861,0,65535,65535
30862,0,65535,65535
30863,0,65535,65535
30864,0,65535,65535
30865,0,65535,65535
30866,0,65535,65535
30867,0,65535,65535
30868,0,65535,65535
30869,0,65535,65535
30870,0,65535,65535
30871,0,65535,65535
30872,0,65535,65535
30873,0,65535,65535
30874,0,65535,65535
30875,0,65535,65535
30876,0,65535,65535
30877,0,65535,65535
30878,0,65535,65535
30879,0,65535,65535
30880,0,65535,65535
30881,0,65535,65535
30882,0,65535,65535
30883,0,65535,65535
30884,0,65535,65535
30885,0,65535,65535
30886,0,65535,65535
30887,0,65535,65535
30888,0,65535,65535
30889,0,65535,65535
30890,0,65535,65535
30891,0,65535,65535
30892,0,65535,65535
30893,0,65535,65535
30894,0,65535,65535
30895,0,65535,65535
30896,0,65535,65535
30897,0,65535,65535
30898,0,65535,65535
30899,0,65535,65535
30900,0,65535,65535
30901,0,65535,65535
30902,0,65535,65535
30903,0,65535,65535
30904,0,65535,65535
30905,0,65535,65535
30906,0,65535,65535
30907,0,65535,65535
30908,0,65535,65535
30909,0,65535,65535
30910,0,65535,65535
30911,0,65535,65535
30912,0,65535,65535
30913,0,65535,65535
30914,0,65535,65535
30915,0,65535,65535
30916,0,65535,65535
30917,0,65535,65535
30918,0,65535,65535
30919,0,65535,65535
30920,0,65535,65535
30921,0,65535,65535
30922,0,65535,65535
30923,0,65535,65535
30924,0,65535,65535
30925,0,65535,65535
30926,0,65535,65535
30927,0,65535,65535
30928,0,65535,65535
30929,0,65535,65535
30930,0,65535,65535
30931,0,65535,65535
30932,0,65535,65535
30933,0,65535,65535
30934,0,65535,65535
30935,0,65535,65535
30936,0,65535,65535
30937,0,65535,65535
30938,0,65535,65535
30939,0,65535,65535
30940,0,65535,65535
30941,0,65535,65535
30942,0,65535,65535
30943,0,65535,65535
30944,0,65535,65535
30945,0,65535,65535
30946,0,65535,65535
30947,0,65535,65535
30948,0,65535,65535
30949,0,65535,65535
30950,0,65535,65535
30951,0,65535,65535
30952,0,65535,65535
30953,0,65535,65535
30954,0,65535,65535
30955,0,65535,65535
30956,0,65535,65535
30957,0,65535,65535
30958,0,65535,65535
30959,0,65535,65535
30960,0,65535,65535
30961,0,65535,65535
30962,0,65535,65535
30963,0,65535,65535
30964,0,65535,65535
30965,0,65535,65535
30966,0,65535,65535
30967,0,65535,65535
30968,0,65535,65535
30969,0,65535,65535
30970,0,65535,65535
30971,0,65535,65535
30972,0,65535,65535
30973,0,65535,65535
30974,0,65535,65535
30975,0,65535,65535
30976,0,65535,65535
30977,0,65535,65535
30978,0,65535,65535
30979,0,65535,65535
30980,0,65535,65535
30981,0,65535,65535
30982,0,65535,65535
30983,0,65535,65535
30984,0,65535,65535
30985,0,65535,65535
30986,0,65535,65535
30987,0,65535,65535
30988,0,65535,65535
30989,0,65535,65535
30990,0,65535,65535
30991,0,65535,65535
30992,0,65535,65535
30993,0,65535,65535
30994,0,65535,65535
30995,0,65535,65535
30996,0,65535,65535
30997,0,65535,65535
30998,0,65535,65535
30999,1,65535,65535
31000,2,65535,65535
31001,3,65535,65535
31002,4,65535,65535
31003,5,65535,65535
31004,6,65535,65535
31005,7,65535,65535
31006,8,65535,65535
31007,9,65535,65535
31008,10,65535,65535
31009,11,65535,65535
31010,12,65535,65535
31011,13,65535,65535
31012,14,65535,65535
31013,15,65535,65535
31014,16,65535,65535
31015,17,65535,65535
31016,0,65535,65535
31017,0,65535,65535
31018,0,65535,65535
31019,0,65535,65535
31020,0,65535,65535
31021,0,65535,65535
31022,0,65535,65535
31023,0,65535,65535
31024,18,65535,65535
31025,19,65535,65535
31026,20,65535,65535
31027,21,65535,65535
31028,22,65535,65535
31029,23,65535,65535
31030,24,65535,65535
31031,25,65535,65535
31032,26,65535,65535
31033,27,65535,65535
31034,28,65535,65535
31035,29,65535,65535
31036,30,65535,65535
31037,0,65535,65535
31038,0,65535,65535
31039,0,65535,65535
31040,0,65535,65535
31041,0,65535,65535
31042,0,65535,65535
31043,0,65535,65535
31044,0,65535,65535
31045,0,65535,65535
31046,0,65535,65535
31047,0,65535,65535
31048,0,65535,65535
31049,0,65535,65535
31050,0,65535,65535
31051,0,65535,65535
31052,0,65535,65535
31053,31,65535,65535
31054,32,65535,65535
31055,33,65535,65535
31056,34,65535,65535
31057,35,65535,65535
31058,36,65535,65535
31059,37,65535,65535
31060,38,65535,65535
31061,0,65535,65535
31062,0,65535,65535
31063,0,65535,65535
31064,0,65535,65535
31065,0,65535,65535
31066,0,65535,65535
31067,0,65535,65535
31068,0,65535,65535
31069,0,65535,65535
31070,0,65535,65535
31071,0,65535,65535
31072,0,65535,65535
31073,0,65535,65535
31074,0,65535,65535
31075,0,65535,65535
31076,0,65535,65535
31077,0,65535,65535
31078,0,65535,65535
31079,0,65535,65535
31080,0,65535,65535
31081,0,65535,65535
31082,0,65535,65535
31083,0,65535,65535
31084,0,65535,65535
31085,0,65535,65535
31086,0,65535,65535
31087,0,65535,65535
31088,0,65535,65535
31089,0,65535,65535
31090,0,65535,65535
31091,0,65535,65535
31092,0,65535,65535
31093,0,65535,65535
31094,0,65535,65535
31095,0,65535,65535
31096,0,65535,65535
31097,0,65535,65535
31098,0,65535,65535
31099,0,65535,65535
31100,0,65535,65535
31101,0,65535,65535
31102,0,65535,65535
31103,0,65535,65535
31104,0,65535,65535
31105,0,65535,65535
31106,0,65535,65535
31107,0,65535,65535
31108,0,65535,65535
31109,0,65535,65535
31110,0,65535,65535
31111,0,65535,65535
31112,0,65535,65535
31113,0,65535,65535
31114,0,65535,65535
31115,0,65535,65535
31116,0,65535,65535
31117,0,65535,65535
31118,0,65535,65535
31119,0,65535,65535
31120,0,65535,65535
31121,0,65535,65535
31122,0,65535,65535
31123,0,65535,65535
31124,0,65535,65535
31125,0,65535,65535
31126,0,65535,65535
31127,0,65535,65535
31128,0,65535,65535
31129,0,65535,65535
31130,0,65535,65535
31131,0,65535,65535
31132,0,65535,65535
31133,0,65535,65535
31134,0,65535,65535
31135,0,65535,65535
31136,0,65535,65535
31137,0,65535,65535
31138,0,65535,65535
31139,0,65535,65535
31140,0,65535,65535
31141,0,65535,65535
31142,0,65535,65535
31143,0,65535,65535
31144,0,65535,65535
31145,0,65535,65535
31146,0,65535,65535
31147,0,65535,65535
31148,0,65535,65535
31149,0,65535,65535
31150,0,65535,65535
31151,0,65535,65535
31152,0,65535,65535
31153,0,65535,65535
31154,0,65535,65535
31155,0,65535,65535
31156,0,65535,65535
31157,0,65535,65535
31158,0,65535,65535
31159,0,65535,65535
31160,0,65535,65535
31161,0,65535,65535
31162,0,65535,65535
31163,0,65535,65535
31164,0,65535,65535
31165,0,65535,65535
31166,0,65535,65535
31167,0,65535,65535
31168,0,65535,65535
31169,0,65535,65535
31170,0,65535,65535
31171,0,65535,65535
31172,0,65535,65535
31173,0,65535,65535
31174,0,65535,65535
31175,0,65535,65535
31176,0,65535,65535
31177,0,65535,65535
31178,0,65535,65535
31179,0,65535,65535
31180,0,65535,65535
31181,0,65535,65535
31182,0,65535,65535
31183,0,65535,65535
31184,0,65535,65535
31185,0,65535,65535
31186,0,65535,65535
31187,0,65535,65535
31188,0,65535,65535
31189,0,65535,65535
31190,0,65535,65535
31191,0,65535,65535
31192,0,65535,65535
31193,0,65535,65535
31194,0,65535,65535
31195,0,65535,65535
31196,0,65535,65535
31197,0,65535,65535
31198,0,65535,65535
31199,0,65535,65535
31200,0,65535,65535
31201,0,65535,65535
31202,0,65535,65535
31203,0,65535,65535
31204,0,65535,65535
31205,0,65535,65535
31206,0,65535,65535
31207,0,65535,65535
31208,0,65535,65535
31209,0,65535,65535
31210,0,65535,65535
31211,0,65535,65535
31212,0,65535,65535
31213,0,65535,65535
31214,0,65535,65535
31215,0,65535,65535
31216,0,65535,65535
31217,0,65535,65535
31218,0,65535,65535
31219,0,65535,65535
31220,0,65535,65535
31221,0,65535,65535
31222,0,65535,65535
31223,0,65535,65535
31224,0,65535,65535
31225,0,65535,65535
31226,0,65535,65535
31227,0,65535,65535
31228,0,65535,65535
31229,0,65535,65535
31230,0,65535,65535
31231,0,65535,65535
31232,0,65535,65535
31233,0,65535,65535
31234,0,65535,65535
31235,0,65535,65535
31236,0,65535,65535
31237,0,65535,65535
31238,0,65535,65535
31239,0,65535,65535
31240,0,65535,65535
31241,0,65535,65535
31242,0,65535,65535
31243,0,65535,65535
31244,0,65535,65535
31245,0,65535,65535
31246,0,65535,65535
31247,0,65535,65535
31248,0,65535,65535
31249,0,65535,65535
31250,0,65535,65535
31251,0,65535,65535
31252,0,65535,65535
31253,0,65535,65535
31254,0,65535,65535
31255,0,65535,65535
31256,0,65535,65535
31257,0,65535,65535
31258,0,65535,65535
31259,0,65535,65535
31260,0,65535,65535
31261,0,65535,65535
31262,0,65535,65535
31263,0,65535,65535
31264,0,65535,65535
31265,0,65535,65535
