#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
10.2,-110.567,51,731.985,90.3793,1049007,34594
10.3,-122.789,54.2207,762.635,-101.554,1049008,34594
10.4,-221.424,51.06,742.485,133.74,1049009,34594
10.5,-108.477,51,736.138,-186.603,1049010,34884
10.6,-104.309,51,766.051,-50.4878,1048813,34573
10.7,-106.028,51,765.484,-23.5955,1048814,34574
10.8,-103.869,51,768.714,-124.257,1048966,34575
10.9,-111.513,51,766.263,65.7526,1048967,34576
10.10,-111.702,51,768.637,105.96,1048968,34577
10.11,-108.931,51,765.401,36.5258,1048969,34578
11.0,145.99,12.0587,586.489,-65.1451,1048813,34601
11.1,153.202,10.3364,574.998,124.203,1048814,34602
12.0,174.443,9.43638,566.253,-12.4142,1048811,34629
12.1,197.96,11.4629,588.982,4.87998,1048813,34603
12.2,147.26,11.3481,581.433,-82.2415,1048814,34603
12.3,169.526,12.6087,596.449,13.1027,1048966,34603
12.4,152.316,10.594,543.205,-152.145,1048967,34603
12.5,212.174,7.86106,518.609,171.815,1048968,34603
12.6,189.639,9.41961,562.953,98.123,1049005,34638
12.7,-103.633,22.7634,-236.665,-173.766,1048812,34630
12.8,-93.8481,19.5615,-248.592,-117.755,1049006,34638
12.9,-129.589,20.3368,-260.07,-175.197,1048969,34604
12.10,-133.54,21.9256,-308.09,-5.40966,1049004,34605
13.0,171.339,9.44059,563.79,-95.6356,1048811,34640
13.1,168.076,9.46183,562.205,66.988,1048813,34567
13.2,169.727,9.43771,560.829,26.1708,1048814,34568
13.3,167.641,9.48305,564.249,101.444,1048966,34569
13.4,167.624,9.50599,566.639,135.414,1048967,34570
13.5,169.494,9.50883,567.784,160.631,1048968,34571
13.6,-89.1395,18.9117,-232.221,-159.907,1048812,34641
13.7,-89.4052,19.0978,-236.898,-2.6076,1048969,34572
13.8,-94.3878,19.0574,-233.63,50.2971,1049004,34567
14.0,171.339,9.44059,563.79,-95.6356,1048811,34643
14.1,169.209,9.44133,560.957,44.982,1048813,34573
14.2,147.26,11.3481,581.433,-82.2415,1048814,34603
14.3,167.027,9.4821,563.908,79.7905,1048966,34575
14.4,168.242,9.52479,568.605,115.73,1048967,34576
14.5,212.174,7.86106,518.609,171.815,1048968,34603
14.6,-89.1395,18.9117,-232.221,-159.907,1048812,34644
14.7,-89.4052,19.0978,-236.898,-2.6076,1048969,34578
14.8,-94.3878,19.0574,-233.63,50.2971,1049004,34573
15.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34639
16.0,-209.128,23.9218,210.079,-117.677,1048811,34629
16.1,-250.727,28.3368,258.186,150.273,1048813,34606
16.2,-248.359,27.4486,241.977,62.4314,1048814,34606
16.3,-311.976,28.5377,219.534,86.5711,1048966,34606
16.4,-199.874,20.8244,183.115,125.746,1048967,34606
16.5,-231.946,25.5587,214.279,-55.2756,1049005,34638
16.6,64.723,32.5676,-336.772,32.5918,1048812,34631
16.7,69.7853,33.1167,-343.251,-59.9837,1048968,34607
16.8,48.863,33.1167,-338.354,-42.8594,1049006,34638
16.9,64.9206,31.665,-328.498,175.817,1049017,34624
17.0,-209.534,25.2331,223.836,-157.023,1048811,34640
17.1,-209.755,24.9918,221.494,-0.22572,1048813,34567
17.2,-207.282,25.0043,222.272,-29.3486,1048814,34568
17.3,-212.186,25.4906,222.898,64.3339,1048966,34569
17.4,-211.667,25.7233,225.698,114.222,1048967,34570
17.5,54.1975,32.8873,-337.868,181.138,1048812,34641
17.6,56.0666,32.9907,-339.719,-56.0833,1048968,34571
18.0,-209.534,25.2331,223.836,-157.023,1048811,34643
18.1,-209.789,24.8429,220.075,8.22468,1048813,34573
18.2,-212.457,25.227,220.741,45.1044,1048814,34574
18.3,-213.635,25.6298,222.9,75.3031,1048966,34575
18.4,-199.874,20.8244,183.115,125.746,1048967,34606
18.5,54.1975,32.8873,-337.868,181.138,1048812,34644
18.6,56.8703,32.9099,-338.884,54.5076,1048968,34576
19.0,861.987,-57.5,-366.858,145.416,1049011,34616
19.1,879.347,-57.5,-378.237,-106.641,1049012,34616
19.2,866.274,-56.3967,-374.873,12.2234,1049013,34616
19.3,870.309,-57.5,-361.129,-125.455,1049014,34886
20.0,865.644,-57.5,-361.87,145.177,1049011,34617
20.1,882.824,-57.5,-374.562,-121.734,1049012,34618
20.2,866.274,-56.3967,-374.873,12.2234,1049013,34619
20.3,870.771,-56.3968,-374.79,142.54,1049014,34887
21.0,853.771,-51.7198,-446.606,-30.4585,1048811,34629
21.1,870.056,-56.3968,-373.619,66.323,1049011,34620
21.2,870.148,-57.5,-385.942,-135.214,1049012,34620
21.3,850.412,-55.6534,-441.208,-2.91516,1048813,34608
21.4,825.479,-55.704,-362.177,175.353,1048814,34608
21.5,883.409,-52.2917,-436.384,-14.8742,1048966,34608
21.6,817.352,-62.2432,-451.973,182.464,1048967,34608
21.7,846.266,-58.1535,-381.522,-181.98,1049005,34638
21.8,488.719,-110.634,-859.955,2.43474,1048812,34630
21.9,501.176,-115.568,-858.332,-19.7698,1048968,34609
21.10,514.033,-117.567,-842.644,79.6876,1048969,34610
21.11,492.264,-114.959,-847.902,89.023,1049006,34638
21.12,502.092,-115.638,-855.421,-171.493,1049015,34549
21.13,500.181,-115.478,-855.282,38.3035,1049016,34550
22.0,841.513,-58.1299,-378.716,-130.146,1048811,34640
22.1,861.987,-57.5,-366.858,145.416,1049011,34616
22.2,879.347,-57.5,-378.237,-106.641,1049012,34616
22.3,866.274,-56.3967,-374.873,12.2234,1049013,34616
22.4,870.309,-57.5,-361.129,-125.455,1049014,34886
22.5,840.823,-58.2808,-381.568,21.6559,1048813,34567
22.6,838.242,-58.0853,-378.337,75.6916,1048814,34568
22.7,838.093,-57.9872,-375.623,114.145,1048966,34569
22.8,843.25,-58.2435,-381.527,-45.1408,1048967,34570
22.9,495.981,-115.174,-854.495,56.7562,1048812,34641
22.10,501.176,-115.568,-858.332,-19.7698,1048968,34609
22.11,499.211,-115.429,-853.497,151.255,1048969,34609
22.12,502.092,-115.638,-855.421,-171.493,1049015,34564
22.13,500.181,-115.478,-855.282,38.3035,1049016,34565
23.0,841.513,-58.1299,-378.716,-130.146,1048811,34643
23.1,861.987,-57.5,-366.858,145.416,1049011,34616
23.2,879.347,-57.5,-378.237,-106.641,1049012,34616
23.3,866.274,-56.3967,-374.873,12.2234,1049013,34616
23.4,870.309,-57.5,-361.129,-125.455,1049014,34886
23.5,842.058,-58.3082,-382.706,-11.4264,1048813,34573
23.6,825.479,-55.704,-362.177,175.353,1048814,34608
23.7,837.846,-58.2589,-381.089,55.4276,1048966,34576
23.8,817.352,-62.2432,-451.973,182.464,1048967,34608
23.9,495.981,-115.174,-854.495,56.7562,1048812,34644
23.10,501.176,-115.568,-858.332,-19.7698,1048968,34609
23.11,514.033,-117.567,-842.644,79.6876,1048969,34610
23.12,502.092,-115.638,-855.421,-171.493,1049015,34549
23.13,500.181,-115.478,-855.282,38.3035,1049016,34550
24.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34642
25.0,361.157,54.7541,693.877,152.622,1048811,34629
25.1,384.517,50.976,697.167,87.6652,1048813,34611
25.2,338.866,54.3647,722.329,-33.1036,1048814,34611
25.3,365.618,53.6231,727.243,-2.46516,1048966,34611
25.4,387.545,49.896,677.822,121.314,1049017,34625
25.5,373.961,48.866,661.815,134.071,1049018,34626
25.6,375.062,51.9234,711.459,-158.533,1049005,34638
25.7,110.191,19.2562,-207.781,147.058,1048812,34630
25.8,79.6747,18.2851,-249.364,142.506,1048967,34612
25.9,116.545,19.6081,-229.385,-175.948,1048968,34612
25.10,168.349,23.7575,-183.812,-186.466,1048969,34613
25.11,142.048,21.988,-199.024,82.372,1049004,34613
25.12,124.173,20.5817,-202.068,111.078,1049006,34638
26.0,375.6,52.0126,712.978,-152.838,1048811,34640
26.1,374.089,51.8517,710.038,21.8343,1048813,34567
26.2,377.418,51.7643,709.815,-26.7975,1048814,34568
26.3,371.332,52.2229,714.24,92.3318,1048966,34569
26.4,110.191,19.2562,-207.781,147.058,1048812,34641
26.5,114.187,19.7884,-210.271,-90.1948,1048967,34570
26.6,114.474,19.7864,-207.592,-105.4,1048968,34571
26.7,110.48,19.2591,-212.021,-12.8588,1048969,34572
26.8,105.374,18.6556,-210.755,28.8088,1049004,34569
27.0,375.6,52.0126,712.978,-152.838,1048811,34643
27.1,374.089,51.8517,710.038,21.8343,1048813,34573
27.2,377.418,51.7643,709.815,-26.7975,1048814,34574
27.3,371.332,52.2229,714.24,92.3318,1048966,34575
27.4,110.191,19.2562,-207.781,147.058,1048812,34644
27.5,113.125,19.6444,-210.364,24.0343,1048967,34576
27.6,114.151,19.7556,-208.177,-166.294,1048968,34577
27.7,109.221,19.1345,-213.145,-179.74,1048969,34578
27.8,105.374,18.6556,-210.755,28.8088,1049004,34575
28.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34639
29.0,566.268,39.9682,84.9206,-138.322,1048811,34629
29.1,565.625,37.6907,49.0601,72.9222,1048813,34614
29.2,552.995,37.0852,78.275,39.7573,1048814,34614
29.3,558.33,37.1939,76.7774,-29.1658,1048966,34614
29.4,455.2,38.0993,-3.11258,-159.398,1049017,34627
29.5,537.091,35.1355,5.87949,-91.4765,1049018,34628
29.6,545.227,36.873,60.9905,-32.1838,1049005,34638
29.7,727.557,57.3065,90.5154,101.327,1048812,34630
29.8,708.328,52.6438,49.6961,115.645,1048967,34615
29.9,698.006,52.0725,56.5941,111.246,1048968,34615
29.10,778.483,57.7632,90.8662,113.634,1048969,34615
29.11,663.547,52,95.9309,143.384,1049006,34638
30.0,547.072,36.9546,61.5383,17.8839,1048811,34640
30.1,545.271,36.9753,65.4564,158.557,1048813,34567
30.2,548.88,37.1193,66.1628,-154.778,1048814,34568
30.3,550.938,37.1538,63.8976,-133.917,1048966,34569
30.4,664.147,52,98.3169,111.977,1048812,34641
30.5,668.478,52,98.2234,-97.4837,1048967,34570
30.6,667.848,52,101.641,-125.275,1048968,34571
30.7,666.623,52,95.2749,-40.5781,1048969,34572
31.0,547.072,36.9546,61.5383,17.8839,1048811,34643
31.1,545.271,36.9753,65.4564,158.557,1048813,34573
31.2,548.88,37.1193,66.1628,-154.778,1048814,34574
31.3,550.938,37.1538,63.8976,-133.917,1048966,34575
31.4,664.147,52,98.3169,111.977,1048812,34644
31.5,668.478,52,98.2234,-97.4837,1048967,34576
31.6,667.848,52,101.641,-125.275,1048968,34577
31.7,666.623,52,95.2749,-40.5781,1048969,34578
32.0,-4.51775,0,-22.9091,-5.90922,1048810,34545
32.1,-5.48778,0,-21.0214,158.403,1048811,34543
32.2,-2.91221,0,-21.3309,-148.719,1048812,34544
33.0,-4.51775,0,-22.9091,-5.90922,1048810,34548
33.1,-5.48778,0,-21.0214,158.403,1048811,34546
33.2,-2.91221,0,-21.3309,-148.719,1048812,34547
34.0,-4.51775,0,-22.9091,-5.90922,1048810,34554
34.1,-5.48778,0,-21.0214,158.403,1048811,34552
34.2,-2.91221,0,-21.3309,-148.719,1048812,34553
35.0,-4.51775,0,-22.9091,-5.90922,1048810,34557
35.1,-5.48778,0,-21.0214,158.403,1048811,34555
35.2,-2.91221,0,-21.3309,-148.719,1048812,34556
36.0,-4.51775,0,-22.9091,-5.90922,1048810,34560
36.1,-5.48778,0,-21.0214,158.403,1048811,34558
36.2,-2.91221,0,-21.3309,-148.719,1048812,34559
37.0,-4.51775,0,-22.9091,-5.90922,1048810,34563
37.1,-5.48778,0,-21.0214,158.403,1048811,34561
37.2,-2.91221,0,-21.3309,-148.719,1048812,34562
38.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34545
38.1,4.73649,1.67017,-18.6163,137.838,1048811,34543
38.2,7.18706,1.58677,-17.9087,-178.744,1048812,34544
39.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34548
39.1,4.73649,1.67017,-18.6163,137.838,1048811,34546
39.2,7.18706,1.58677,-17.9087,-178.744,1048812,34547
40.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34554
40.1,4.73649,1.67017,-18.6163,137.838,1048811,34552
40.2,7.18706,1.58677,-17.9087,-178.744,1048812,34553
41.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34557
41.1,4.73649,1.67017,-18.6163,137.838,1048811,34555
41.2,7.18706,1.58677,-17.9087,-178.744,1048812,34556
42.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34560
42.1,4.73649,1.67017,-18.6163,137.838,1048811,34558
42.2,7.18706,1.58677,-17.9087,-178.744,1048812,34559
43.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34563
43.1,4.73649,1.67017,-18.6163,137.838,1048811,34561
43.2,7.18706,1.58677,-17.9087,-178.744,1048812,34562
44.0,-4.51775,0,-22.9091,-5.90922,1048810,34632
45.0,-4.51775,0,-22.9091,-5.90922,1048810,34633
46.0,-4.51775,0,-22.9091,-5.90922,1048810,34634
47.0,-4.51775,0,-22.9091,-5.90922,1048810,34635
48.0,-4.51775,0,-22.9091,-5.90922,1048810,34636
49.0,-4.51775,0,-22.9091,-5.90922,1048810,34637
50.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34632
51.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34633
52.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34634
53.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34635
54.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34636
55.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34637
56.0,-4.51775,0,-22.9091,-5.90922,1048810,34639
57.0,-4.51775,0,-22.9091,-5.90922,1048810,34642
58.0,-380.558,49.6645,-461.017,176,1049056,34833
58.1,-379.797,54.2841,-513.724,32,1049057,34834
58.2,-398.309,53.5378,-494.401,212,1049058,34835
59.0,-353.857,50.0735,-467.897,40,1049061,34836
59.1,-379.711,51.1745,-473.872,40,1049062,34839
59.2,-391.62,53.9009,-501.047,40,1049063,34838
59.3,-374.771,54.6272,-529.366,40,1049064,34837
59.4,-352.538,53.7811,-544.983,40,1049065,34840
60.0,-382.6,55,-525.9,306,1049061,34843
60.1,-394,54.59,-506.64,182,1049062,34842
60.2,-381.15,48.87,-454.86,356,1049063,34841
60.3,-362.44,47.23,-436.85,210,1049064,34844
60.4,-283.56,53.65,-555.54,173,1049065,34845
60.5,-303.048,50.4085,-511.274,216,1049056,35395
60.6,-345.501,49.1763,-463.924,242,1049057,35396
60.7,-350.665,53.3555,-535.677,268,1049058,35397
61.0,-353.857,50.0735,-467.897,40,1049056,34846
61.1,-379.711,51.1745,-473.872,40,1049057,34847
61.2,-391.62,53.9009,-501.047,40,1049061,34848
61.3,-374.771,54.6272,-529.366,40,1049062,34849
61.4,-352.538,53.7811,-544.983,40,1049063,34850
62.0,369.863,41.4858,466.713,305,1049059,34851
62.1,361.495,40.9263,469.778,111,1049060,34852
63.0,403.655,43.5928,469.016,223,1049061,34853
63.1,385.81,44.1986,495.523,223,1049062,34854
63.2,356.566,40.5588,497.716,223,1049063,34855
63.3,345.216,39.7607,474.725,223,1049064,34856
63.4,360.438,36.8423,434.534,223,1049065,34857
64.0,384.009,36.0021,416.168,319,1049061,34858
64.1,367.176,42.3547,511.627,174,1049062,34859
64.2,362.89,39.6139,455.503,11,1049063,34860
64.3,466.035,43.9986,475.654,185,1049064,34861
64.4,433.67,38.3108,408.664,316,1049065,34862
64.5,356.175,40.5799,504.142,179,1049059,35401
64.6,330.949,37.7552,451.098,50,1049060,35402
65.0,403.655,43.5928,469.016,223,1049059,34863
65.1,385.81,44.1986,495.523,223,1049060,34864
65.2,356.566,40.5588,497.716,223,1049061,34865
65.3,345.216,39.7607,474.725,223,1049062,34866
65.4,360.438,36.8423,434.534,223,1049063,34867
66.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34642
67.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34632
68.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34633
69.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34634
70.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34635
71.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34636
72.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34637
73.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34545
73.1,4.26245,1.64223,-14.8933,123.587,1048811,34543
73.2,6.97951,1.64223,-13.8814,-181.776,1048812,34544
74.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34548
74.1,4.26245,1.64223,-14.8933,123.587,1048811,34546
74.2,6.97951,1.64223,-13.8814,-181.776,1048812,34547
75.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34554
75.1,4.26245,1.64223,-14.8933,123.587,1048811,34552
75.2,6.97951,1.64223,-13.8814,-181.776,1048812,34553
76.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34557
76.1,4.26245,1.64223,-14.8933,123.587,1048811,34555
76.2,6.97951,1.64223,-13.8814,-181.776,1048812,34556
77.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34560
77.1,4.26245,1.64223,-14.8933,123.587,1048811,34558
77.2,6.97951,1.64223,-13.8814,-181.776,1048812,34559
78.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34563
78.1,4.26245,1.64223,-14.8933,123.587,1048811,34561
78.2,6.97951,1.64223,-13.8814,-181.776,1048812,34562
79.0,-539.381,-5.02756,-194.411,66,1049101,34994
79.1,-540.013,-4.934,-190.147,90,1049102,34995
79.2,-559.523,-5.92704,-191.041,349,1049100,34993
80.0,-540.555,-2.76487,-276.774,103,1049231,34996
80.1,-587.211,-3.36572,-247.777,103,1049232,34997
80.2,-578.346,-5.51628,-197.891,103,1049233,34998
80.3,-551.787,-5.67162,-201.137,103,1049234,34999
80.4,-522.735,-3.79901,-232.585,103,1049261,35000
81.0,-566.882,-4.7211,-216.656,130,1049231,35001
81.1,-538.07,-4.7981,-217.732,91,1049232,35002
81.2,-473.419,-5.02987,-221.279,203,1049233,35003
81.3,-504.526,-2.52468,-286.917,299,1049234,35004
81.4,-537.06,-1.85355,-326.563,248,1049261,35005
81.5,-513.551,-4.26414,-252.379,321,1049100,35405
81.6,-555.109,-5.65287,-195.718,161,1049101,35406
81.7,-589.21,-2.38001,-263.918,178,1049102,35407
82.0,-540.555,-2.76487,-276.774,103,1049100,35006
82.1,-587.211,-3.36572,-247.777,103,1049102,35007
82.2,-578.346,-5.51628,-197.891,103,1049233,35008
82.3,-551.787,-5.67162,-201.137,103,1049232,35009
82.4,-522.735,-3.79901,-232.585,103,1049234,35010
83.0,635.721,45.1363,-481.982,262,1049229,35011
83.1,633.271,44.6888,-484.555,338,1049230,35012
84.0,627.559,44.2209,-498.777,28,1049231,35013
84.1,647.358,45.9683,-452.993,28,1049232,35014
84.2,630.86,45.5287,-446.368,28,1049233,35015
84.3,595.849,43.9846,-460.801,28,1049234,35016
84.4,586.193,41.7056,-491.698,28,1049261,35017
85.0,646.789,47.2242,-528.722,324,1049231,35018
85.1,665.447,49.1774,-463.037,205,1049232,35019
85.2,594.466,48.6048,-426.515,159,1049233,35020
85.3,566.276,46.0326,-469.571,121,1049234,35021
85.4,630.988,41.9499,-568.336,302,1049261,35022
85.5,645.716,45.9236,-479.895,247,1049229,35411
85.6,608.982,44.6121,-462.053,178,1049230,35412
86.0,627.559,44.2209,-498.777,28,1049229,35023
86.1,647.358,45.9683,-452.993,28,1049230,35024
86.2,630.86,45.5287,-446.368,28,1049232,35025
86.3,595.849,43.9846,-460.801,28,1049233,35026
86.4,586.193,41.7056,-491.698,28,1049261,35027
87.0,422.042,52.0027,-448.549,-87.2467,1049265,35070
87.1,426.518,52.0007,-438.661,-40.4997,1049274,35082
87.2,430.054,52.7561,-145.641,-145.554,1049266,35076
87.3,429.91,53.0577,-162.75,-110.997,1049349,35082
87.4,418.232,51.6429,-150.501,88.8522,1049268,35097
87.5,425.511,52.4453,-154.48,182.177,1049272,35098
87.6,416.5,51.968,-162.082,35.9877,1049364,35132
88.0,422.042,52.0027,-448.549,-87.2467,1049265,32618
88.1,430.054,52.7561,-145.641,-145.554,1049266,34551
88.2,428.491,52.6592,-149.346,11.5261,1049268,35084
88.3,426.551,52.4368,-145.857,97.6057,1049272,35088
89.0,422.042,52.0027,-448.549,-87.2467,1049265,34566
89.1,430.054,52.7561,-145.641,-145.554,1049266,34645
89.2,418.232,51.6429,-150.501,88.8522,1049268,35097
89.3,426.551,52.4368,-145.857,97.6057,1049272,35095
90.0,267.425,52.4006,-155.373,76.039,1049265,35071
90.1,173.963,41.4858,-207.199,152.162,1049274,35082
90.2,146.1,78.3145,-188.334,21.8313,1049273,35099
90.3,151.037,37.0897,-222.095,188.418,1049268,35100
90.4,141.67,87.5179,-160.114,-76.2301,1049270,35101
90.5,134.432,87.4247,-156.045,-150.202,1049364,35133
90.6,124.462,50.5888,-205.649,-34.2434,1049397,35134
90.7,-85.2961,21.2484,-239.102,151.139,1049267,35102
90.8,-130.357,85.4483,-262.646,44.576,1049272,35103
90.9,-619.574,9.98892,-514.103,-97.1725,1049266,35077
90.10,-616.27,7.98158,-524.466,187.958,1049349,35082
90.11,-624.221,10.5679,-483.129,-61.7354,1049269,35104
90.12,-485.052,-5.32548,-551.793,78.3629,1049271,35105
90.13,-631.146,8.18249,-546.482,-105.843,1049398,35135
91.0,182.294,42.5251,-208.032,-141.011,1049265,32618
91.1,181.768,42.57,-213.392,3.25146,1049273,35089
91.2,177.249,41.6869,-212.528,48.3646,1049268,35084
91.3,176.171,41.4856,-208.33,103.747,1049270,35086
91.4,-63.8616,18.7331,-251.428,-150.957,1049267,35083
91.5,-67.7917,18.959,-251.622,92.077,1049272,35088
91.6,-627.593,7.61215,-538.747,19.5692,1049266,34551
91.7,-627.767,7.70715,-533.596,-188.153,1049269,35085
91.8,-624.326,7.49669,-536.015,-118.786,1049271,35087
92.0,182.294,42.5251,-208.032,-141.011,1049265,34566
92.1,146.1,78.3145,-188.334,21.8313,1049273,35099
92.2,151.037,37.0897,-222.095,188.418,1049268,35389
92.3,141.896,87.9575,-166.374,-152.633,1049270,35101
92.4,-63.8616,18.7331,-251.428,-150.957,1049267,35090
92.5,-130.357,85.4483,-262.646,44.576,1049272,35095
92.6,-627.593,7.61215,-538.747,19.5692,1049266,34645
92.7,-627.767,7.70715,-533.596,-188.153,1049269,35092
92.8,-624.326,7.49669,-536.015,-118.786,1049271,35094
93.0,245.691,136.006,-718.686,-138.264,1049265,35072
93.1,249.939,133.835,-702.588,165.753,1049274,35082
93.2,130.061,132.809,-720.795,-123.202,1049272,35106
93.3,213.036,133.574,-746.986,73.3246,1049268,35107
93.4,219.202,133.981,-739.618,-136.214,1049267,35108
93.5,116.461,131.851,-776.222,-110.008,1049364,35136
93.6,-512.829,-8.33286,-768.317,-16.7476,1049266,35078
93.7,-508.439,-8.60541,-757.162,-111.247,1049349,35082
93.8,-569.264,-6.72792,-769.935,114.571,1049269,35109
93.9,-493.341,-8.76599,-751.494,44.5766,1049270,35110
93.10,-487.635,-7.85966,-750.905,-103.078,1049271,35111
94.0,238.843,134.901,-723.472,-119.541,1049265,32618
94.1,236.336,133.851,-730.566,-22.1512,1049272,35088
94.2,232.661,133.969,-726.377,61.3718,1049268,35084
94.3,232.866,133.966,-720.528,117.166,1049267,35083
94.4,-508.138,-8.62609,-759.444,-82.2184,1049266,34551
94.5,-511.935,-8.57963,-762.263,35.9053,1049269,35085
94.6,-511.368,-8.19415,-755.284,154.909,1049270,35086
94.7,-512.266,-8.36725,-758.372,103.01,1049271,35087
95.0,238.843,134.901,-723.472,-119.541,1049265,34566
95.1,130.061,132.809,-720.795,-123.202,1049272,35106
95.2,232.661,133.969,-726.377,61.3718,1049268,35091
95.3,232.866,133.966,-720.528,117.166,1049267,35090
95.4,-508.138,-8.62609,-759.444,-82.2184,1049266,34645
95.5,-530.321,-7.59446,-736.323,8.09016,1049269,35109
95.6,-511.368,-8.19415,-755.284,154.909,1049270,35093
95.7,-512.266,-8.36725,-758.372,103.01,1049271,35094
96.0,20.371,7.8819,340.337,83.6582,1049265,35073
96.1,4.87235,7.96104,329.845,175.77,1049274,35082
96.2,-1.70664,7.58542,295.538,-143.165,1049273,35112
96.3,-15.2383,14.1178,393.536,-31.4498,1049271,35113
96.4,334.988,14.2764,49.2301,-25.7951,1049266,35079
96.5,416.821,18.5061,29.6963,162.683,1049349,35082
96.6,307.019,-9.09096,140.892,-124.292,1049267,35114
96.7,377.624,-34.8755,123.072,-73.2727,1049272,35115
96.8,320.943,-9.15559,129.009,-37.6075,1049270,35116
96.9,431.469,20.4326,3.15846,-51.6817,1049269,35117
96.10,519.618,2.9878,12.3598,107.031,1049268,35118
97.0,4.42056,8.00904,335.266,11.5271,1049265,32618
97.1,9.21222,7.97765,338.275,-110.995,1049273,35089
