#,UsageParameter,CustomTalk,Item,ModelKey,HousingItemCategory,UsageType,Unknown0,Unknown1,Unknown2,Unknown3,DestroyOnRemoval,Unknown4,Unknown5,Unknown6,Unknown7
131120,0,0,7122,48,17,0,0,0,0,0,False,False,True,False,True
131121,0,0,7123,49,17,0,0,0,0,0,False,False,True,False,True
131122,0,0,7124,50,17,0,0,0,0,0,False,False,True,False,True
131123,0,0,7125,51,17,0,0,0,0,0,False,False,True,False,True
131124,0,0,7126,52,17,0,0,0,0,0,False,False,True,False,True
131125,0,0,7127,53,17,0,0,0,0,0,False,False,True,False,True
131126,0,0,7128,54,17,2,23,0,0,0,False,False,True,False,False
131127,0,0,7129,55,17,2,23,0,0,0,False,False,True,False,False
131128,0,0,7130,56,17,2,23,0,0,0,False,False,True,False,False
131129,0,721097,7989,57,17,5,28,0,1,1,True,False,False,False,False
131130,0,0,7990,58,17,0,0,0,0,0,False,False,True,False,True
131131,0,0,7991,59,17,0,0,0,0,0,False,False,True,False,True
131132,0,0,7992,60,17,0,0,0,0,0,False,False,True,False,True
131133,0,0,7993,61,17,0,0,0,0,0,False,False,True,False,True
131134,0,0,7994,62,17,0,0,0,0,0,False,False,True,False,True
131135,0,0,7995,63,17,0,0,0,0,0,False,False,True,False,True
131136,0,0,7996,64,17,0,0,0,0,0,False,False,True,False,True
131137,0,0,7997,65,17,0,0,0,0,0,False,False,True,False,True
131138,0,0,7998,66,17,0,0,0,0,0,False,False,True,False,True
131139,0,0,7999,67,17,0,0,0,0,0,False,False,True,False,True
131140,0,0,8000,68,17,0,0,0,0,0,False,False,True,False,True
131141,0,0,8001,69,17,0,0,0,0,0,False,False,True,False,True
131142,0,0,8002,70,17,0,0,0,0,0,False,False,True,False,True
131143,0,0,8003,71,17,0,0,0,0,0,False,False,True,False,True
131144,0,0,8822,72,17,0,0,0,0,0,False,False,True,False,True
131145,0,0,8828,73,17,0,0,0,0,0,False,False,True,False,True
131146,0,852752,8823,74,17,0,37,0,0,0,False,True,True,True,True
131147,0,0,8816,75,17,0,0,0,0,0,False,False,True,False,True
131148,0,0,8817,76,17,0,0,0,0,0,False,False,True,False,True
131149,0,0,8818,77,17,0,0,0,0,0,False,False,True,False,True
131150,0,0,8819,78,17,0,0,0,0,0,False,False,True,False,True
131151,0,0,8820,79,17,0,0,0,0,0,False,False,True,False,True
131152,0,0,8821,80,17,0,0,0,0,0,False,False,True,False,True
131153,0,852753,8824,81,17,0,37,0,0,0,False,True,True,True,True
131154,0,852754,8825,82,17,0,37,0,0,0,False,True,True,True,True
131155,0,0,8826,83,17,0,0,0,0,0,False,False,True,False,True
131156,0,0,8827,84,17,0,0,0,0,0,False,False,True,False,True
131157,0,0,9739,85,17,0,0,0,0,0,False,False,True,False,True
131158,1,0,9740,86,17,16,30,0,0,0,False,False,True,False,False
131159,0,0,9741,87,17,0,0,0,0,0,False,False,True,False,True
131160,0,0,9742,88,17,0,0,0,0,0,False,False,True,False,True
131161,0,0,9743,89,17,0,0,0,0,0,False,False,True,False,True
131162,0,0,9744,90,17,0,0,0,0,0,False,False,True,False,True
131163,0,0,9745,91,17,0,0,0,0,0,False,False,True,False,True
131164,0,0,9746,92,17,0,0,0,0,0,False,False,True,False,True
131165,0,0,9747,93,17,0,0,0,0,0,False,False,True,False,True
131166,0,0,12113,94,17,0,0,0,0,0,False,False,True,False,True
131167,0,0,13084,95,17,0,0,0,0,0,False,False,True,False,True
131168,0,0,14061,96,17,0,0,0,0,0,False,False,True,False,True
131169,0,0,12114,97,17,0,0,0,0,0,False,False,True,False,True
131170,0,0,12115,98,17,0,0,0,0,0,False,False,True,False,True
131171,0,721037,41427,99,17,0,0,0,0,0,False,False,True,False,True
131172,0,0,16149,100,17,0,0,3,0,0,False,False,True,False,True
131173,0,0,16150,101,17,0,0,3,0,0,False,False,True,False,True
131174,0,0,16151,102,17,0,0,3,0,0,False,False,True,False,True
131175,0,0,13085,103,17,0,0,5,0,0,False,False,True,False,True
131176,0,0,13086,104,17,0,57,5,0,0,False,False,True,False,True
131177,0,0,13087,105,17,0,58,5,0,0,False,False,True,False,True
131178,0,0,9748,106,17,0,0,0,0,0,False,False,True,False,True
131179,0,0,9749,107,17,0,0,0,0,0,False,False,True,False,True
131180,0,0,8837,108,17,6,38,0,3,10,False,False,True,True,False
131181,0,721037,16003,109,17,0,37,3,0,0,False,False,True,False,True
131182,0,721037,16004,110,17,0,37,3,0,0,False,False,True,False,True
131183,0,721037,16005,111,17,0,37,3,0,0,False,False,True,False,True
131184,0,0,17029,112,17,0,0,5,0,0,False,False,True,False,True
131185,0,0,12111,113,17,0,45,0,0,0,False,False,True,False,True
131186,0,0,12112,114,17,0,46,0,0,0,False,False,True,False,True
131187,0,0,13088,115,17,0,55,0,0,0,False,False,True,False,True
131188,0,0,13089,116,17,0,56,0,0,0,False,False,True,False,True
131189,0,0,12234,117,17,0,47,0,0,0,False,False,True,False,True
131190,0,0,12235,118,17,0,0,0,0,0,False,False,True,False,True
131191,0,0,14062,119,17,0,0,0,0,0,False,False,True,False,True
131192,3,0,12670,120,17,16,30,0,0,0,False,False,True,False,False
131193,0,0,12671,121,17,0,47,0,0,0,False,False,True,False,True
131194,0,0,13090,122,17,0,47,0,0,0,False,False,True,False,True
131195,0,0,13091,123,17,0,48,0,0,0,False,False,True,False,True
131196,0,0,14058,124,17,0,0,0,0,0,False,False,True,False,True
131197,0,0,14059,125,17,0,0,0,0,0,False,False,True,False,True
131198,0,0,14060,126,17,0,0,0,0,0,False,False,True,False,True
131199,0,0,14063,127,17,0,47,0,0,0,False,False,True,False,True
131200,0,0,14064,128,17,0,0,0,0,0,False,False,True,False,True
131201,0,0,14065,129,17,0,59,0,0,0,False,False,True,False,True
131202,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131203,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131204,0,721037,13354,132,17,0,0,0,0,0,False,False,True,False,True
131205,0,0,13355,133,17,0,0,0,0,0,False,False,True,False,True
131206,3,0,14066,134,17,16,30,0,0,0,False,False,True,False,False
131207,0,0,14067,135,17,0,0,5,0,0,False,False,True,False,True
131208,0,0,15157,136,17,0,0,0,0,0,False,False,True,False,True
131209,0,0,15158,137,17,0,47,0,0,0,False,False,True,False,True
131210,0,0,15159,138,17,0,0,0,0,0,False,False,True,False,True
131211,0,0,15160,139,17,0,0,0,0,0,False,False,True,False,True
131212,0,0,15161,140,17,0,0,0,0,0,False,False,True,False,True
131213,0,0,15162,141,17,0,0,5,0,0,False,False,True,False,True
131214,0,721037,15163,142,17,0,62,5,0,0,False,False,True,False,True
131215,0,0,15981,143,17,0,0,0,0,0,False,False,True,False,True
131216,0,0,15982,144,17,0,0,0,0,0,False,False,True,False,True
131217,0,0,15983,145,17,0,0,0,0,0,False,False,True,False,True
131218,0,0,15985,146,17,0,0,5,0,0,False,False,True,False,True
131219,0,0,15266,147,17,0,0,5,0,0,False,False,True,False,True
131220,0,0,17030,148,17,0,0,0,0,0,False,False,True,False,True
131221,0,0,17031,149,17,0,47,0,0,0,False,False,True,False,True
131222,0,0,15984,150,17,0,0,0,0,0,False,False,True,False,True
131223,0,721097,15953,151,17,5,28,0,1,1,True,False,False,False,False
131224,0,721097,15954,152,17,5,28,0,1,1,True,False,False,False,False
131225,0,721097,15955,153,17,5,28,0,1,1,True,False,False,False,False
131226,0,0,15986,154,17,0,66,5,0,0,False,False,True,False,True
131227,0,0,15987,155,17,0,67,5,0,0,False,False,True,False,True
131228,0,0,16002,72,17,0,0,3,0,0,False,False,True,False,True
131229,0,0,17043,89,17,0,0,3,0,0,False,False,True,False,True
131230,0,0,17044,87,17,0,0,3,0,0,False,False,True,False,True
131231,0,0,17045,88,17,0,0,3,0,0,False,False,True,False,True
131232,0,0,16006,83,17,0,0,3,0,0,False,False,True,False,True
131233,0,0,16007,84,17,0,0,3,0,0,False,False,True,False,True
131234,0,0,16008,73,17,0,0,3,0,0,False,False,True,False,True
131235,0,0,17046,119,17,0,0,3,0,0,False,False,True,False,True
131236,0,721097,17137,156,17,5,28,0,1,1,True,False,False,False,False
131237,0,0,17982,157,17,0,0,0,0,0,False,False,True,False,True
131238,0,0,17983,158,17,0,0,0,0,0,False,False,True,False,True
131239,0,0,17984,159,17,0,0,0,0,0,False,False,True,False,True
131240,0,0,17985,160,17,0,0,0,0,0,False,False,True,False,True
131241,0,0,17986,161,17,0,0,0,0,0,False,False,True,False,True
131242,4,0,17987,162,17,16,30,0,0,0,False,False,True,False,False
131243,0,721037,20624,142,17,0,62,3,0,0,False,False,True,False,True
131244,0,0,20625,147,17,0,0,3,0,0,False,False,True,False,True
131245,0,0,22440,163,17,0,0,0,0,0,False,False,True,False,True
131246,0,0,20772,164,17,0,0,0,0,0,False,False,True,False,True
131247,0,0,20773,165,17,0,0,0,0,0,False,False,True,False,True
131248,0,0,20817,146,17,0,0,3,0,0,False,False,True,False,True
131249,0,0,21863,166,17,0,0,5,0,0,False,False,True,False,True
131250,0,0,21864,167,17,0,0,0,0,0,False,False,True,False,True
131251,0,0,21865,168,17,0,0,0,0,0,False,False,True,False,True
131252,0,0,21866,169,17,0,0,0,0,0,False,False,True,False,True
131253,0,0,41428,170,17,0,0,5,0,0,False,False,True,False,True
131254,0,0,22579,171,17,0,0,0,0,0,False,False,True,False,True
131255,0,0,21873,112,17,0,0,3,0,0,False,False,True,False,True
131256,0,0,22410,166,17,0,0,3,0,0,False,False,True,False,True
131257,0,721373,22520,179,17,14,77,0,0,0,False,False,True,True,False
131258,0,0,22580,172,17,0,0,0,0,0,False,False,True,False,True
131259,0,0,22581,173,17,0,0,0,0,0,False,False,True,False,True
131260,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131261,0,0,27314,175,17,0,0,0,0,0,False,False,True,False,True
131262,0,0,24535,176,17,0,0,0,0,0,False,False,True,False,True
131263,0,0,22582,177,17,0,0,0,0,0,False,False,True,False,True
131264,0,721037,22583,178,17,0,0,5,0,0,False,False,True,False,True
131265,0,0,22584,180,17,0,0,5,0,0,False,False,True,False,True
131266,0,0,23897,182,17,0,0,0,0,0,False,False,True,False,True
131267,0,0,23898,183,17,0,0,0,0,0,False,False,True,False,True
131268,0,0,23899,187,17,0,0,0,0,0,False,False,True,False,True
131269,0,0,24536,184,17,0,0,0,0,0,False,False,True,False,True
131270,0,0,24537,185,17,0,0,5,0,0,False,False,True,False,True
131271,0,0,28160,186,17,0,0,0,0,0,False,False,True,False,True
131272,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131273,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131274,0,0,46120,189,17,0,0,0,0,0,False,False,True,False,True
131275,0,0,28161,190,17,0,0,0,0,0,False,False,True,False,True
131276,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131277,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131278,5,0,27315,193,17,16,30,0,0,0,False,False,True,False,False
131279,0,0,27316,194,17,0,0,5,0,0,False,False,True,False,True
131280,0,0,27317,195,17,0,0,5,0,0,False,False,True,False,True
131281,0,0,27318,196,17,0,0,5,0,0,False,False,True,False,True
131282,0,0,27319,197,17,0,0,5,0,0,False,False,True,False,True
131283,0,0,29687,198,17,0,0,0,0,0,False,False,True,False,True
131284,0,0,28162,199,17,0,0,0,0,0,False,False,True,False,True
131285,0,0,28163,200,17,0,0,0,0,0,False,False,True,False,True
131286,0,0,28164,201,17,0,0,0,0,0,False,False,True,False,True
131287,0,0,28165,202,17,0,0,0,0,0,False,False,True,False,True
131288,0,0,28166,203,17,0,0,0,0,0,False,False,True,False,True
131289,0,0,28167,204,17,0,0,0,0,0,False,False,True,False,True
131290,0,0,28168,205,17,0,0,0,0,0,False,False,True,False,True
131291,0,0,28169,206,17,0,0,0,0,0,False,False,True,False,True
131292,0,0,28170,207,17,0,0,0,0,0,False,False,True,False,True
131293,0,0,28171,208,17,0,0,0,0,0,False,False,True,False,True
131294,0,0,28642,209,17,0,0,0,0,0,False,False,True,False,True
131295,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131296,0,0,28998,211,17,0,0,0,0,0,False,False,True,False,True
131297,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131298,0,0,32242,213,17,0,0,0,0,0,False,False,True,False,True
131299,0,0,32243,214,17,0,0,0,0,0,False,False,True,False,True
131300,0,0,32244,215,17,0,0,0,0,0,False,False,True,False,True
131301,0,0,32245,216,17,0,0,0,0,0,False,False,True,False,True
131302,0,0,32246,217,17,0,0,0,0,0,False,False,True,False,True
131303,0,0,35582,218,17,0,0,0,0,0,False,False,True,False,True
131304,0,0,35583,219,17,0,0,0,0,0,False,False,True,False,True
131305,0,0,35584,220,17,0,0,0,0,0,False,False,True,False,True
131306,0,0,35585,221,17,0,0,0,0,0,False,False,True,False,True
131307,0,0,28999,222,17,0,0,0,0,0,False,False,True,False,True
131308,0,0,29000,223,17,0,0,0,0,0,False,False,True,False,True
131309,0,0,30396,224,17,0,0,0,0,0,False,False,True,False,True
131310,0,0,30428,225,17,0,0,5,0,0,False,False,True,False,True
131311,0,0,30388,226,17,0,0,0,0,0,False,False,True,False,True
131312,0,0,30421,227,17,0,0,0,0,0,False,False,True,False,True
131313,0,0,30408,228,17,0,0,0,0,0,False,False,True,False,True
131314,0,0,30409,229,17,0,0,0,0,0,False,False,True,False,True
131315,0,721097,35617,230,17,5,28,0,1,1,True,False,False,False,False
131316,0,0,30430,196,17,0,0,3,0,0,False,False,True,False,True
131317,0,0,30431,197,17,0,0,3,0,0,False,False,True,False,True
131318,0,0,31712,141,17,0,0,3,0,0,False,False,True,False,True
131319,0,0,32247,231,17,0,0,5,0,0,False,False,True,False,True
131320,0,0,32248,232,17,0,0,0,0,0,False,False,True,False,True
131321,0,0,32249,233,17,0,0,0,0,0,False,False,True,False,True
131322,0,0,35586,234,17,0,0,0,0,0,False,False,True,False,True
131323,0,0,35587,235,17,0,0,0,0,0,False,False,True,False,True
131324,6,0,35804,236,17,16,30,0,0,0,False,False,True,False,False
131325,0,0,32250,237,17,0,0,0,0,0,False,False,True,False,True
131326,0,0,32251,238,17,0,0,0,0,0,False,False,True,False,True
131327,0,0,35808,239,17,0,0,5,0,0,False,False,True,False,True
131328,0,0,33294,240,17,0,0,0,0,0,False,False,True,False,True
131329,0,0,33295,241,17,0,0,0,0,0,False,False,True,False,True
131330,0,0,33296,242,17,0,0,0,0,0,False,False,True,False,True
131331,0,0,33297,243,17,0,0,0,0,0,False,False,True,False,True
131332,0,0,33298,244,17,0,0,5,0,0,False,False,True,False,True
131333,0,0,33299,245,17,0,0,0,0,0,False,False,True,False,True
131334,0,0,33300,246,17,0,0,0,0,0,False,False,True,False,True
131335,0,0,33301,247,17,0,0,0,0,0,False,False,True,False,True
131336,0,0,33302,248,17,0,0,0,0,0,False,False,True,False,True
131337,0,0,33303,249,17,0,0,0,0,0,False,False,True,False,True
131338,0,0,33305,225,17,0,0,3,0,0,False,False,True,False,True
131339,0,0,35805,250,17,0,0,5,0,0,False,False,True,False,True
131340,0,0,35806,251,17,0,0,5,0,0,False,False,True,False,True
131341,0,0,35807,252,17,0,0,5,0,0,False,False,True,False,True
131342,0,0,36380,231,17,0,0,3,0,0,False,False,True,False,True
131343,0,0,37397,253,17,0,0,0,0,0,False,False,True,False,True
131344,0,0,37398,254,17,0,0,0,0,0,False,False,True,False,True
131345,0,0,37399,255,17,0,0,0,0,0,False,False,True,False,True
131346,0,0,37400,256,17,0,0,0,0,0,False,False,True,False,True
131347,0,0,37401,257,17,0,0,0,0,0,False,False,True,False,True
131348,0,0,37402,258,17,0,0,0,0,0,False,False,True,False,True
131349,0,0,37403,259,17,0,0,0,0,0,False,False,True,False,True
131350,0,0,38618,260,17,0,0,0,0,0,False,False,True,False,True
131351,0,0,37404,261,17,0,0,0,0,0,False,False,True,False,True
131352,0,0,38619,262,17,0,0,0,0,0,False,False,True,False,True
131353,0,0,37406,263,17,0,0,5,0,0,False,False,True,False,True
131354,0,0,38620,264,17,0,0,0,0,0,False,False,True,False,True
131355,0,0,37405,265,17,0,0,0,0,0,False,False,True,False,True
131356,0,0,37407,244,17,0,0,3,0,0,False,False,True,False,True
131357,0,0,38621,266,17,0,0,0,0,0,False,False,True,False,True
131358,0,0,38622,267,17,0,0,0,0,0,False,False,True,False,True
131359,0,0,38623,268,17,0,0,0,0,0,False,False,True,False,True
131360,0,0,38624,269,17,0,0,5,0,0,False,False,True,False,True
131361,0,0,38625,270,17,0,0,0,0,0,False,False,True,False,True
131362,0,0,38626,271,17,0,0,0,0,0,False,False,True,False,True
131363,0,0,38627,272,17,0,0,5,0,0,False,False,True,False,True
131364,0,0,38628,273,17,0,0,0,0,0,False,False,True,False,True
131365,0,0,38671,239,17,0,0,3,0,0,False,False,True,False,True
131366,0,0,39419,274,17,0,0,0,0,0,False,False,True,False,True
131367,0,0,39420,275,17,0,95,5,0,0,False,False,True,False,True
131368,0,0,39421,276,17,0,0,0,0,0,False,False,True,False,True
131369,0,0,39422,277,17,0,0,0,0,0,False,False,True,False,True
131370,0,0,39423,278,17,0,0,0,0,0,False,False,True,False,True
131371,0,0,39424,279,17,0,0,0,0,0,False,False,True,False,True
131372,0,0,39425,280,17,0,0,0,0,0,False,False,True,False,True
131373,0,0,39426,281,17,0,0,0,0,0,False,False,True,False,True
131374,0,0,39427,282,17,0,0,0,0,0,False,False,True,False,True
131375,0,0,39428,283,17,0,0,0,0,0,False,False,True,False,True
131376,0,0,41137,284,17,0,0,0,0,0,False,False,True,False,True
131377,0,0,40671,285,17,0,0,0,0,0,False,False,True,False,True
131378,0,0,40672,286,17,0,0,0,0,0,False,False,True,False,True
131379,0,0,40673,287,17,0,0,0,0,0,False,False,True,False,True
131380,0,0,40674,288,17,0,0,0,0,0,False,False,True,False,True
131381,0,0,40675,289,17,0,0,0,0,0,False,False,True,False,True
131382,0,0,40676,290,17,0,0,0,0,0,False,False,True,False,True
131383,0,0,40678,291,17,0,0,0,0,0,False,False,True,False,True
131384,0,0,40679,292,17,0,0,0,0,0,False,False,True,False,True
131385,0,0,40680,293,17,0,0,0,0,0,False,False,True,False,True
131386,0,721037,40681,294,17,0,0,0,0,0,False,False,True,False,True
131387,0,0,40682,295,17,0,0,0,0,0,False,False,True,False,True
131388,0,0,40683,296,17,0,0,0,0,0,False,False,True,False,True
131389,0,0,40684,297,17,0,0,0,0,0,False,False,True,False,True
131390,0,0,40685,298,17,0,0,0,0,0,False,False,True,False,True
131391,0,0,40677,299,17,0,0,5,0,0,False,False,True,False,True
131392,0,0,40764,263,17,0,0,3,0,0,False,False,True,False,True
131393,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131394,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131395,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131396,0,0,41138,303,17,0,0,0,0,0,False,False,True,False,True
131397,0,0,41139,304,17,0,0,0,0,0,False,False,True,False,True
131398,0,0,41140,305,17,0,0,0,0,0,False,False,True,False,True
131399,0,0,41141,306,17,0,0,5,0,0,False,False,True,False,True
131400,0,0,41142,307,17,0,47,0,0,0,False,False,True,False,True
131401,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131402,0,721037,41144,309,17,0,0,0,0,0,False,False,True,False,True
131403,0,0,41145,310,17,0,0,0,0,0,False,False,True,False,True
131404,0,0,41146,311,17,0,0,0,0,0,False,False,True,False,True
131405,0,0,41147,312,17,0,0,0,0,0,False,False,True,False,True
131406,0,0,41150,269,17,0,0,3,0,0,False,False,True,False,True
131407,0,721037,41429,313,17,0,0,0,0,0,False,False,True,False,True
131408,0,0,41433,314,17,0,0,0,0,0,False,False,True,False,True
131409,0,0,41434,315,17,0,0,0,0,0,False,False,True,False,True
131410,0,0,41435,316,17,0,0,0,0,0,False,False,True,False,True
131411,0,0,41436,317,17,0,0,0,0,0,False,False,True,False,True
131412,7,0,41831,318,17,16,30,0,0,0,False,False,True,False,False
131413,0,0,41832,319,17,0,0,0,0,0,False,False,True,False,True
131414,0,0,41833,320,17,0,0,0,0,0,False,False,True,False,True
131415,0,0,44121,308,17,0,0,0,0,0,False,False,True,False,True
131416,0,0,44122,321,17,0,0,0,0,0,False,False,True,False,True
131417,0,0,44926,188,17,0,0,3,0,0,False,False,True,False,True
131418,0,0,44927,192,17,0,0,3,0,0,False,False,True,False,True
131419,0,0,44928,322,17,0,0,0,0,0,False,False,True,False,True
131420,0,0,44929,323,17,0,0,0,0,0,False,False,True,False,True
131421,0,0,44930,324,17,0,0,0,0,0,False,False,True,False,True
131422,0,0,44931,325,17,0,0,0,0,0,False,False,True,False,True
131423,0,0,44932,326,17,0,47,0,0,0,False,False,True,False,True
131424,0,0,44933,327,17,0,0,0,0,0,False,False,True,False,True
131425,0,0,44934,328,17,0,0,0,0,0,False,False,True,False,True
131426,0,0,44935,299,17,0,0,3,0,0,False,False,True,False,True
131427,0,0,48007,170,17,0,0,3,0,0,False,False,True,False,True
131428,0,0,48100,191,17,0,0,0,0,0,False,False,True,False,True
131429,0,0,48101,329,17,0,0,0,0,0,False,False,True,False,True
131430,0,0,48102,330,17,0,0,0,0,0,False,False,True,False,True
131431,0,0,48103,331,17,0,0,0,0,0,False,False,True,False,True
131432,0,0,48104,332,17,0,0,0,0,0,False,False,True,False,True
131433,0,0,48105,334,17,0,0,0,0,0,False,False,True,False,True
131434,0,0,48735,335,17,0,0,0,0,0,False,False,True,False,True
131435,0,0,47352,333,17,0,0,5,0,0,False,False,True,False,True
131436,0,0,46121,336,17,0,0,0,0,0,False,False,True,False,True
131437,0,0,46122,337,17,0,0,0,0,0,False,False,True,False,True
131438,0,0,46123,338,17,0,0,0,0,0,False,False,True,False,True
131439,0,0,46134,346,17,0,0,5,0,0,False,False,True,False,True
131440,0,0,46161,339,17,0,108,0,0,0,False,False,True,False,True
131441,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131442,0,0,46165,340,17,0,0,0,0,0,False,False,True,False,True
131443,0,0,46166,341,17,0,0,0,0,0,False,False,True,False,True
131444,7,0,46167,342,17,16,30,0,0,0,False,False,True,False,False
131445,0,0,46169,344,17,0,0,5,0,0,False,False,True,False,True
131446,0,0,46170,345,17,0,0,0,0,0,False,False,True,False,True
131447,0,0,46176,347,17,0,0,0,0,0,False,False,True,False,True
131448,0,0,46177,348,17,0,0,0,0,0,False,False,True,False,True
131449,0,0,47476,349,17,0,0,0,0,0,False,False,True,False,True
131450,0,0,49870,350,17,0,0,0,0,0,False,False,True,False,True
131451,0,0,49871,351,17,0,0,0,0,0,False,False,True,False,True
131452,0,0,49872,352,17,0,0,0,0,0,False,False,True,False,True
131453,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False
131454,0,0,50425,357,17,0,0,0,0,0,False,False,True,False,True
