#,Recipe[0],Recipe[1],Recipe[2],Recipe[3],Recipe[4],Unknown0
103,36304,36305,0,0,0,False
104,36306,36307,0,0,0,False
105,36308,0,0,0,0,False
106,36309,0,0,0,0,False
107,36310,0,0,0,0,False
108,36311,0,0,0,0,False
109,36312,0,0,0,0,False
110,36313,0,0,0,0,False
111,36314,36315,0,0,0,False
112,36316,36317,0,0,0,False
113,36318,0,0,0,0,False
114,36319,0,0,0,0,False
115,36320,0,0,0,0,True
116,36321,0,0,0,0,True
117,36322,36323,36324,0,0,True
118,36325,0,0,0,0,False
119,36326,0,0,0,0,True
120,36327,0,0,0,0,True
121,36328,36329,36330,0,0,True
122,36331,36332,0,0,0,True
123,36333,36334,0,0,0,True
124,36335,0,0,0,0,False
125,36336,0,0,0,0,False
126,36337,0,0,0,0,False
127,36338,0,0,0,0,False
128,36339,0,0,0,0,False
129,36340,0,0,0,0,False
130,36341,0,0,0,0,False
131,36342,0,0,0,0,False
132,36343,0,0,0,0,False
133,36344,0,0,0,0,False
134,36345,36346,0,0,0,True
135,36348,36349,0,0,0,True
136,36351,36353,0,0,0,True
137,36354,0,0,0,0,False
138,36355,0,0,0,0,False
139,36356,0,0,0,0,False
140,36357,0,0,0,0,False
141,36358,0,0,0,0,False
142,36359,0,0,0,0,False
143,36360,0,0,0,0,False
144,36361,0,0,0,0,False
145,36362,0,0,0,0,False
146,36363,36364,0,0,0,False
147,36365,36366,0,0,0,False
148,36367,36368,0,0,0,False
149,36369,36370,0,0,0,False
150,36371,0,0,0,0,False
151,36372,0,0,0,0,False
152,36373,0,0,0,0,False
153,36374,0,0,0,0,False
154,36375,0,0,0,0,False
155,36376,0,0,0,0,False
156,36377,36378,0,0,0,False
157,36379,36380,0,0,0,False
158,36381,0,0,0,0,False
159,36382,0,0,0,0,False
160,36383,0,0,0,0,True
161,36384,0,0,0,0,True
162,36385,36386,36387,0,0,True
163,36388,0,0,0,0,False
164,36389,0,0,0,0,True
165,36390,0,0,0,0,True
166,36391,36392,36393,0,0,True
167,36394,36395,0,0,0,True
168,36396,36397,0,0,0,True
169,36398,0,0,0,0,False
170,36399,0,0,0,0,False
171,36400,0,0,0,0,False
172,36401,0,0,0,0,False
173,36402,0,0,0,0,False
174,36403,0,0,0,0,False
175,36404,0,0,0,0,False
176,36405,0,0,0,0,False
177,36406,0,0,0,0,False
178,36407,0,0,0,0,False
179,36408,36409,0,0,0,True
180,36411,36412,0,0,0,True
181,36414,36416,0,0,0,True
182,36417,0,0,0,0,False
183,36418,0,0,0,0,False
184,36419,0,0,0,0,False
185,36420,0,0,0,0,False
186,36421,0,0,0,0,False
187,36422,0,0,0,0,False
188,36423,0,0,0,0,False
189,36424,0,0,0,0,False
190,36425,0,0,0,0,False
191,36426,36427,0,0,0,False
192,36428,36429,0,0,0,False
193,36430,36431,0,0,0,False
194,36432,36433,0,0,0,False
195,36434,0,0,0,0,False
196,36435,0,0,0,0,False
197,36436,0,0,0,0,False
198,36437,0,0,0,0,False
199,36438,0,0,0,0,False
200,36439,0,0,0,0,False
201,36440,36441,0,0,0,False
202,36442,36443,0,0,0,False
203,36444,0,0,0,0,False
204,36445,0,0,0,0,False
205,36446,0,0,0,0,True
206,36447,0,0,0,0,True
207,36448,36449,36450,0,0,True
208,36451,0,0,0,0,False
209,36452,0,0,0,0,True
210,36453,0,0,0,0,True
211,36454,36455,36456,0,0,True
212,36457,36458,0,0,0,True
213,36459,36460,0,0,0,True
214,36461,0,0,0,0,False
215,36462,0,0,0,0,False
216,36463,0,0,0,0,False
217,36464,0,0,0,0,False
218,36465,0,0,0,0,False
219,36466,0,0,0,0,False
220,36467,0,0,0,0,False
221,36468,0,0,0,0,False
222,36469,0,0,0,0,False
223,36470,0,0,0,0,False
224,36471,36472,0,0,0,True
225,36474,36475,0,0,0,True
226,36477,36479,0,0,0,True
227,36480,0,0,0,0,False
228,36481,0,0,0,0,False
229,36482,0,0,0,0,False
230,36483,0,0,0,0,False
231,36484,0,0,0,0,False
232,36485,0,0,0,0,False
233,36486,0,0,0,0,False
234,36487,0,0,0,0,False
235,36488,0,0,0,0,False
236,36489,36490,0,0,0,False
237,36491,36492,0,0,0,False
238,36493,36494,0,0,0,False
239,36495,36496,0,0,0,False
240,36497,0,0,0,0,False
241,36498,0,0,0,0,False
242,36499,0,0,0,0,False
243,36500,0,0,0,0,False
244,36501,0,0,0,0,False
245,36502,0,0,0,0,False
246,36503,36504,0,0,0,False
247,36505,36506,0,0,0,False
248,36507,0,0,0,0,False
249,36508,0,0,0,0,False
250,36509,0,0,0,0,True
251,36510,0,0,0,0,True
252,36511,36512,36513,0,0,True
253,36514,0,0,0,0,False
254,36515,0,0,0,0,True
255,36516,0,0,0,0,True
256,36517,36518,36519,0,0,True
257,36520,36521,0,0,0,True
258,36522,36523,0,0,0,True
259,36524,0,0,0,0,False
260,36525,0,0,0,0,False
261,36526,0,0,0,0,False
262,36527,0,0,0,0,False
263,36528,0,0,0,0,False
264,36529,0,0,0,0,False
265,36530,0,0,0,0,False
266,36531,0,0,0,0,False
267,36532,0,0,0,0,False
268,36533,0,0,0,0,False
269,36534,36535,0,0,0,True
270,36537,36538,0,0,0,True
271,36540,36542,0,0,0,True
272,36543,0,0,0,0,False
273,36544,0,0,0,0,False
274,36545,0,0,0,0,False
275,36546,0,0,0,0,False
276,36547,0,0,0,0,False
277,36548,0,0,0,0,False
278,36549,0,0,0,0,False
279,36550,0,0,0,0,False
280,36551,0,0,0,0,False
281,36552,36553,0,0,0,False
282,36554,36555,0,0,0,False
283,36556,36557,0,0,0,False
284,36558,36559,0,0,0,False
285,36560,0,0,0,0,False
286,36561,0,0,0,0,False
287,36562,0,0,0,0,False
288,36563,0,0,0,0,False
289,36564,0,0,0,0,False
290,36565,0,0,0,0,False
291,36566,36567,0,0,0,False
292,36568,36569,0,0,0,False
293,36570,0,0,0,0,False
294,36571,0,0,0,0,False
295,36572,0,0,0,0,True
296,36573,0,0,0,0,True
297,36574,36575,36576,0,0,True
298,36577,0,0,0,0,False
299,36578,0,0,0,0,True
300,36579,0,0,0,0,True
301,36580,36581,36582,0,0,True
302,36583,36584,0,0,0,True
303,36585,36586,0,0,0,True
304,36587,0,0,0,0,False
305,36588,0,0,0,0,False
306,36589,0,0,0,0,False
307,36590,0,0,0,0,False
308,36591,0,0,0,0,False
309,36592,0,0,0,0,False
310,36593,0,0,0,0,False
311,36594,0,0,0,0,False
312,36595,0,0,0,0,False
313,36596,0,0,0,0,False
314,36597,36598,0,0,0,True
315,36600,36601,0,0,0,True
316,36603,36605,0,0,0,True
317,36606,0,0,0,0,False
318,36607,0,0,0,0,False
319,36608,0,0,0,0,False
320,36609,0,0,0,0,False
321,36610,0,0,0,0,False
322,36611,0,0,0,0,False
323,36612,0,0,0,0,False
324,36613,0,0,0,0,False
325,36614,0,0,0,0,False
326,36615,36616,0,0,0,False
327,36617,36618,0,0,0,False
328,36619,36620,0,0,0,False
329,36621,36622,0,0,0,False
330,36623,0,0,0,0,False
331,36624,0,0,0,0,False
332,36625,0,0,0,0,False
333,36626,0,0,0,0,False
334,36627,0,0,0,0,False
335,36628,0,0,0,0,False
336,36629,36630,0,0,0,False
337,36631,36632,0,0,0,False
338,36633,0,0,0,0,False
339,36634,0,0,0,0,False
340,36635,0,0,0,0,True
341,36636,0,0,0,0,True
342,36637,36638,36639,0,0,True
343,36640,0,0,0,0,False
344,36641,0,0,0,0,True
345,36642,0,0,0,0,True
346,36643,36644,36645,0,0,True
347,36646,36647,0,0,0,True
348,36648,36649,0,0,0,True
349,36650,0,0,0,0,False
350,36651,0,0,0,0,False
351,36652,0,0,0,0,False
352,36653,0,0,0,0,False
353,36654,0,0,0,0,False
354,36655,0,0,0,0,False
355,36656,0,0,0,0,False
356,36657,0,0,0,0,False
357,36658,0,0,0,0,False
358,36659,0,0,0,0,False
359,36660,36661,0,0,0,True
360,36663,36664,0,0,0,True
361,36666,36668,0,0,0,True
362,36669,0,0,0,0,False
363,36673,0,0,0,0,False
364,36675,0,0,0,0,False
365,36671,0,0,0,0,False
366,36677,0,0,0,0,False
367,36679,0,0,0,0,False
368,36678,0,0,0,0,False
369,36680,0,0,0,0,False
370,36683,0,0,0,0,False
371,36670,0,0,0,0,False
372,36674,0,0,0,0,False
373,36681,0,0,0,0,False
374,36672,0,0,0,0,False
375,36682,0,0,0,0,False
376,36676,0,0,0,0,False
377,36684,0,0,0,0,False
378,36685,0,0,0,0,False
379,36686,0,0,0,0,False
380,36687,0,0,0,0,False
381,36688,0,0,0,0,False
382,36689,0,0,0,0,False
383,36690,0,0,0,0,False
384,36691,0,0,0,0,False
385,36692,0,0,0,0,False
386,36693,0,0,0,0,False
387,36694,0,0,0,0,False
388,36695,0,0,0,0,False
389,36696,0,0,0,0,False
390,36697,0,0,0,0,False
391,36698,0,0,0,0,False
392,36699,0,0,0,0,False
393,36700,0,0,0,0,False
394,36701,0,0,0,0,False
395,36702,0,0,0,0,False
396,36703,0,0,0,0,False
397,36704,0,0,0,0,False
398,36705,0,0,0,0,False
399,36706,0,0,0,0,False
400,36707,0,0,0,0,False
401,36708,0,0,0,0,False
402,36709,0,0,0,0,False
403,36710,0,0,0,0,False
404,36711,0,0,0,0,False
405,36712,0,0,0,0,False
406,36713,0,0,0,0,False
407,36714,0,0,0,0,False
408,36715,0,0,0,0,False
409,36716,0,0,0,0,False
410,36717,0,0,0,0,False
411,36718,0,0,0,0,False
412,36719,0,0,0,0,False
413,36720,0,0,0,0,False
414,36721,0,0,0,0,False
415,36722,0,0,0,0,False
416,36723,0,0,0,0,False
417,36724,0,0,0,0,False
418,36950,0,0,0,0,False
419,36951,0,0,0,0,False
420,36952,0,0,0,0,False
421,36953,0,0,0,0,False
422,36954,0,0,0,0,False
423,36955,0,0,0,0,False
424,36956,0,0,0,0,False
425,36957,0,0,0,0,False
426,36958,0,0,0,0,False
427,36959,36960,0,0,0,False
428,36961,36962,0,0,0,False
429,36963,36964,0,0,0,False
430,36965,36966,0,0,0,False
431,36967,0,0,0,0,False
432,36968,0,0,0,0,False
433,36969,0,0,0,0,False
434,36970,0,0,0,0,False
435,36971,0,0,0,0,False
436,36972,0,0,0,0,False
437,36973,36974,0,0,0,False
438,36975,36976,0,0,0,False
439,36977,0,0,0,0,False
440,36978,0,0,0,0,False
441,36979,0,0,0,0,True
442,36980,0,0,0,0,True
443,36981,36982,36983,0,0,True
444,36984,0,0,0,0,False
445,36985,36986,36987,0,0,True
446,36988,36989,0,0,0,False
447,36990,36991,0,0,0,True
448,36992,0,0,0,0,False
449,36993,0,0,0,0,False
450,36994,0,0,0,0,False
451,36995,0,0,0,0,False
452,36996,0,0,0,0,False
453,36997,0,0,0,0,True
454,36998,0,0,0,0,False
455,36999,0,0,0,0,True
456,37000,0,0,0,0,False
457,37001,37002,0,0,0,True
458,37003,37004,0,0,0,True
459,37005,37006,0,0,0,True
460,37007,0,0,0,0,False
461,37008,0,0,0,0,False
462,37009,0,0,0,0,False
463,37010,0,0,0,0,False
464,37011,0,0,0,0,False
465,37012,0,0,0,0,False
466,37013,0,0,0,0,False
467,37014,0,0,0,0,False
468,37015,0,0,0,0,False
469,37016,37017,0,0,0,False
470,37018,37019,0,0,0,False
471,37020,37021,0,0,0,False
472,37022,37023,0,0,0,False
473,37024,0,0,0,0,False
474,37025,0,0,0,0,False
475,37026,0,0,0,0,False
476,37027,0,0,0,0,False
477,37028,0,0,0,0,False
478,37029,0,0,0,0,False
479,37030,37031,0,0,0,False
480,37032,37033,0,0,0,False
481,37034,0,0,0,0,False
482,37035,0,0,0,0,False
483,37036,0,0,0,0,True
484,37037,0,0,0,0,True
485,37038,37039,37040,0,0,True
486,37041,0,0,0,0,False
487,37042,37043,37044,0,0,True
488,37045,37046,0,0,0,False
489,37047,37048,0,0,0,True
490,37049,0,0,0,0,False
491,37050,0,0,0,0,False
492,37051,0,0,0,0,False
493,37052,0,0,0,0,False
494,37053,0,0,0,0,False
495,37054,0,0,0,0,True
496,37055,0,0,0,0,False
497,37056,0,0,0,0,True
498,37057,0,0,0,0,False
499,37058,37059,0,0,0,True
500,37060,37061,0,0,0,True
501,37062,37063,0,0,0,True
502,37064,0,0,0,0,False
503,37065,0,0,0,0,False
504,37066,0,0,0,0,False
505,37067,0,0,0,0,False
506,37068,0,0,0,0,False
507,37069,0,0,0,0,False
508,37070,0,0,0,0,False
509,37071,0,0,0,0,False
510,37072,0,0,0,0,False
511,37073,37074,0,0,0,False
512,37075,37076,0,0,0,False
513,37077,37078,0,0,0,False
514,37079,37080,0,0,0,False
515,37081,0,0,0,0,False
516,37082,0,0,0,0,False
517,37083,0,0,0,0,False
518,37084,0,0,0,0,False
519,37085,0,0,0,0,False
520,37086,0,0,0,0,False
521,37087,37088,0,0,0,False
522,37089,37090,0,0,0,False
523,37091,0,0,0,0,False
524,37092,0,0,0,0,False
525,37093,0,0,0,0,True
526,37094,0,0,0,0,True
527,37095,37096,37097,0,0,True
528,37098,0,0,0,0,False
529,37099,37100,37101,0,0,True
530,37102,37103,0,0,0,False
531,37104,37105,0,0,0,True
532,37106,0,0,0,0,False
533,37107,0,0,0,0,False
534,37108,0,0,0,0,False
535,37109,0,0,0,0,False
536,37110,0,0,0,0,False
537,37111,0,0,0,0,True
538,37112,0,0,0,0,False
539,37113,0,0,0,0,True
540,37114,0,0,0,0,False
541,37115,37116,0,0,0,True
542,37117,37118,0,0,0,True
543,37119,37120,0,0,0,True
544,37121,0,0,0,0,False
545,37122,0,0,0,0,False
546,37123,0,0,0,0,False
547,37124,0,0,0,0,False
548,37125,0,0,0,0,False
549,37126,0,0,0,0,False
550,37127,0,0,0,0,False
551,37128,0,0,0,0,False
552,37129,0,0,0,0,False
553,37130,37131,0,0,0,False
554,37132,37133,0,0,0,False
555,37134,37135,0,0,0,False
556,37136,37137,0,0,0,False
557,37138,0,0,0,0,False
558,37139,0,0,0,0,False
559,37140,0,0,0,0,False
560,37141,0,0,0,0,False
561,37142,0,0,0,0,False
562,37143,0,0,0,0,False
563,37144,37145,0,0,0,False
564,37146,37147,0,0,0,False
565,37148,0,0,0,0,False
566,37149,0,0,0,0,False
567,37150,0,0,0,0,True
568,37151,0,0,0,0,True
569,37152,37153,37154,0,0,True
570,37155,0,0,0,0,False
571,37156,37157,37158,0,0,True
572,37159,37160,0,0,0,False
573,37161,37162,0,0,0,True
574,37163,0,0,0,0,False
575,37164,0,0,0,0,False
576,37165,0,0,0,0,False
577,37166,0,0,0,0,False
578,37167,0,0,0,0,False
579,37168,0,0,0,0,True
580,37169,0,0,0,0,False
581,37170,0,0,0,0,True
582,37171,0,0,0,0,False
583,37172,37173,0,0,0,True
584,37174,37175,0,0,0,True
585,37176,37177,0,0,0,True
586,37178,0,0,0,0,False
587,37179,0,0,0,0,False
588,37180,0,0,0,0,False
589,37181,0,0,0,0,False
590,37182,0,0,0,0,False
591,37183,0,0,0,0,False
592,37184,0,0,0,0,False
593,37185,0,0,0,0,False
594,37186,0,0,0,0,False
595,37187,37188,0,0,0,False
596,37189,37190,0,0,0,False
597,37191,37192,0,0,0,False
598,37193,37194,0,0,0,False
599,37195,0,0,0,0,False
600,37196,0,0,0,0,False
601,37197,0,0,0,0,False
602,37198,0,0,0,0,False
603,37199,0,0,0,0,False
604,37200,0,0,0,0,False
605,37201,37202,0,0,0,False
606,37203,37204,0,0,0,False
607,37205,0,0,0,0,False
608,37206,0,0,0,0,False
609,37207,0,0,0,0,True
610,37208,0,0,0,0,True
611,37209,37210,37211,0,0,True
612,37212,0,0,0,0,False
613,37213,37214,37215,0,0,True
614,37216,37217,0,0,0,False
615,37218,37219,0,0,0,True
616,37220,0,0,0,0,False
617,37221,0,0,0,0,False
618,37222,0,0,0,0,False
619,37223,0,0,0,0,False
620,37224,0,0,0,0,False
621,37225,0,0,0,0,True
622,37226,0,0,0,0,False
623,37227,0,0,0,0,True
624,37228,0,0,0,0,False
625,37229,37230,0,0,0,True
626,37231,37232,0,0,0,True
627,37233,37234,0,0,0,True
628,37235,0,0,0,0,False
629,37236,0,0,0,0,False
630,37237,0,0,0,0,False
631,37238,0,0,0,0,False
632,37239,0,0,0,0,False
633,37240,0,0,0,0,False
634,37241,0,0,0,0,False
635,37242,0,0,0,0,False
636,37243,0,0,0,0,False
637,37244,37245,0,0,0,False
638,37246,37247,0,0,0,False
639,37248,37249,0,0,0,False
640,37250,37251,0,0,0,False
641,37252,0,0,0,0,False
642,37253,0,0,0,0,False
643,37254,0,0,0,0,False
644,37255,0,0,0,0,False
645,37256,0,0,0,0,False
646,37257,0,0,0,0,False
647,37258,37259,0,0,0,False
648,37260,37261,0,0,0,False
649,37262,0,0,0,0,False
650,37263,0,0,0,0,False
651,37264,0,0,0,0,True
652,37265,0,0,0,0,True
653,37266,37267,37268,0,0,True
654,37269,0,0,0,0,False
655,37270,37271,37272,0,0,True
656,37273,37274,0,0,0,False
657,37275,37276,0,0,0,True
658,37277,0,0,0,0,False
659,37278,0,0,0,0,False
660,37279,0,0,0,0,False
661,37280,0,0,0,0,False
662,37281,0,0,0,0,False
663,37282,0,0,0,0,True
664,37283,0,0,0,0,False
665,37284,0,0,0,0,True
666,37285,0,0,0,0,False
667,37286,37287,0,0,0,True
668,37288,37289,0,0,0,True
669,37290,37291,0,0,0,True
670,37292,0,0,0,0,False
671,37293,0,0,0,0,False
672,37294,0,0,0,0,False
673,37295,0,0,0,0,False
674,37296,0,0,0,0,False
675,37297,0,0,0,0,False
676,37298,0,0,0,0,False
677,37299,0,0,0,0,False
678,37300,0,0,0,0,False
679,37301,37302,0,0,0,False
680,37303,37304,0,0,0,False
681,37305,37306,0,0,0,False
682,37307,37308,0,0,0,False
683,37309,0,0,0,0,False
684,37310,0,0,0,0,False
685,37311,0,0,0,0,False
686,37312,0,0,0,0,False
687,37313,0,0,0,0,False
688,37314,0,0,0,0,False
689,37315,37316,0,0,0,False
690,37317,37318,0,0,0,False
691,37319,0,0,0,0,False
692,37320,0,0,0,0,False
693,37321,0,0,0,0,True
694,37322,0,0,0,0,True
695,37323,37324,37325,0,0,True
696,37326,0,0,0,0,False
697,37327,37328,37329,0,0,True
698,37330,37331,0,0,0,False
699,37332,37333,0,0,0,True
700,37334,0,0,0,0,False
701,37335,0,0,0,0,False
702,37336,0,0,0,0,False
703,37337,0,0,0,0,False
704,37338,0,0,0,0,False
705,37339,0,0,0,0,True
706,37340,0,0,0,0,False
707,37341,0,0,0,0,True
708,37342,0,0,0,0,False
709,37343,37344,0,0,0,True
710,37345,37346,0,0,0,True
711,37347,37348,0,0,0,True
712,37349,0,0,0,0,False
713,37350,0,0,0,0,False
714,37351,0,0,0,0,False
715,37352,0,0,0,0,False
716,37353,0,0,0,0,False
717,37354,0,0,0,0,False
718,37355,0,0,0,0,False
719,37356,0,0,0,0,False
720,37357,0,0,0,0,False
721,37358,37359,0,0,0,False
722,37360,37361,0,0,0,False
723,37362,37363,0,0,0,False
724,37364,37365,0,0,0,False
725,37366,0,0,0,0,False
726,37367,0,0,0,0,False
727,37368,0,0,0,0,False
728,37369,0,0,0,0,False
729,37370,0,0,0,0,False
730,37371,0,0,0,0,False
731,37372,37373,0,0,0,False
732,37374,37375,0,0,0,False
733,37376,0,0,0,0,False
734,37377,0,0,0,0,False
735,37378,0,0,0,0,True
736,37379,0,0,0,0,True
737,37380,37381,37382,0,0,True
738,37383,0,0,0,0,False
739,37384,37385,37386,0,0,True
740,37387,37388,0,0,0,False
741,37389,37390,0,0,0,True
742,37391,0,0,0,0,False
743,37392,0,0,0,0,False
744,37393,0,0,0,0,False
745,37394,0,0,0,0,False
746,37395,0,0,0,0,False
747,37396,0,0,0,0,True
748,37397,0,0,0,0,False
749,37398,0,0,0,0,True
750,37399,0,0,0,0,False
751,37400,37401,0,0,0,True
752,37402,37403,0,0,0,True
753,37404,37405,0,0,0,True
754,37406,0,0,0,0,False
755,37407,0,0,0,0,False
756,37408,0,0,0,0,False
757,37409,0,0,0,0,False
758,37410,0,0,0,0,False
759,37411,0,0,0,0,False
760,37412,0,0,0,0,False
761,37413,0,0,0,0,False
762,37414,0,0,0,0,False
763,37415,0,0,0,0,False
764,37416,0,0,0,0,False
765,37417,0,0,0,0,False
766,37418,0,0,0,0,False
767,37419,0,0,0,0,False
768,37420,0,0,0,0,False
769,37421,0,0,0,0,False
770,37422,0,0,0,0,False
771,37423,0,0,0,0,False
772,37424,0,0,0,0,False
773,37425,0,0,0,0,False
774,37426,0,0,0,0,False
775,37427,0,0,0,0,False
776,37428,0,0,0,0,False
777,37429,0,0,0,0,False
778,37496,0,0,0,0,False
779,37497,0,0,0,0,False
780,37498,0,0,0,0,False
781,37499,0,0,0,0,False
782,37500,0,0,0,0,False
783,37501,0,0,0,0,False
784,37502,0,0,0,0,False
785,37503,37504,0,0,0,False
786,37505,0,0,0,0,False
787,37506,0,0,0,0,False
788,37507,0,0,0,0,False
789,37508,37509,0,0,0,False
790,37510,37511,0,0,0,False
791,37512,0,0,0,0,False
792,37513,0,0,0,0,False
793,37514,0,0,0,0,False
794,37515,0,0,0,0,False
795,37516,0,0,0,0,False
796,37517,37518,0,0,0,False
797,37519,0,0,0,0,True
798,37520,0,0,0,0,True
799,37521,0,0,0,0,True
800,37522,0,0,0,0,False
801,37523,37524,0,0,0,True
802,37525,0,0,0,0,False
803,37526,37527,0,0,0,True
804,37528,37529,0,0,0,True
805,37530,37531,0,0,0,True
806,37532,0,0,0,0,False
807,37533,0,0,0,0,False
808,37534,0,0,0,0,False
809,37535,0,0,0,0,False
810,37536,0,0,0,0,False
811,37537,0,0,0,0,False
812,37538,0,0,0,0,False
813,37539,37540,0,0,0,False
814,37541,0,0,0,0,False
815,37542,0,0,0,0,False
816,37543,0,0,0,0,False
817,37544,37545,0,0,0,False
818,37546,37547,0,0,0,False
819,37548,0,0,0,0,False
820,37549,0,0,0,0,False
821,37550,0,0,0,0,False
822,37551,0,0,0,0,False
823,37552,0,0,0,0,False
824,37553,37554,0,0,0,False
825,37555,0,0,0,0,True
826,37556,0,0,0,0,True
827,37557,0,0,0,0,True
828,37558,0,0,0,0,False
829,37559,37560,0,0,0,True
830,37561,0,0,0,0,False
831,37562,37563,0,0,0,True
832,37564,37565,0,0,0,True
833,37566,37567,0,0,0,True
834,37568,0,0,0,0,False
835,37569,0,0,0,0,False
836,37570,0,0,0,0,False
837,37571,0,0,0,0,False
838,37572,0,0,0,0,False
839,37573,0,0,0,0,False
840,37574,0,0,0,0,False
841,37575,37576,0,0,0,False
842,37577,0,0,0,0,False
843,37578,0,0,0,0,False
844,37579,0,0,0,0,False
845,37580,37581,0,0,0,False
846,37582,37583,0,0,0,False
847,37584,0,0,0,0,False
848,37585,0,0,0,0,False
849,37586,0,0,0,0,False
850,37587,0,0,0,0,False
851,37588,0,0,0,0,False
852,37589,37590,0,0,0,False
853,37591,0,0,0,0,True
854,37592,0,0,0,0,True
855,37593,0,0,0,0,True
856,37594,0,0,0,0,False
857,37595,37596,0,0,0,True
858,37597,0,0,0,0,False
859,37598,37599,0,0,0,True
860,37600,37601,0,0,0,True
861,37602,37603,0,0,0,True
862,37604,0,0,0,0,False
863,37605,0,0,0,0,False
864,37606,0,0,0,0,False
865,37607,0,0,0,0,False
866,37608,0,0,0,0,False
867,37609,0,0,0,0,False
868,37610,0,0,0,0,False
869,37611,37612,0,0,0,False
870,37613,0,0,0,0,False
871,37614,0,0,0,0,False
872,37615,0,0,0,0,False
873,37616,37617,0,0,0,False
874,37618,37619,0,0,0,False
875,37620,0,0,0,0,False
876,37621,0,0,0,0,False
877,37622,0,0,0,0,False
878,37623,0,0,0,0,False
879,37624,0,0,0,0,False
880,37625,37626,0,0,0,False
881,37627,0,0,0,0,True
882,37628,0,0,0,0,True
883,37629,0,0,0,0,True
884,37630,0,0,0,0,False
885,37631,37632,0,0,0,True
886,37633,0,0,0,0,False
887,37634,37635,0,0,0,True
888,37636,37637,0,0,0,True
889,37638,37639,0,0,0,True
890,37640,0,0,0,0,False
891,37641,0,0,0,0,False
892,37642,0,0,0,0,False
893,37643,0,0,0,0,False
894,37644,0,0,0,0,False
895,37645,0,0,0,0,False
896,37646,0,0,0,0,False
897,37647,37648,0,0,0,False
898,37649,0,0,0,0,False
899,37650,0,0,0,0,False
900,37651,0,0,0,0,False
901,37652,37653,0,0,0,False
902,37654,37655,0,0,0,False
903,37656,0,0,0,0,False
904,37657,0,0,0,0,False
905,37658,0,0,0,0,False
906,37659,0,0,0,0,False
907,37660,0,0,0,0,False
908,37661,37662,0,0,0,False
