key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
13,False,4229,0,False,True,True,False,-1.593,4.784,2.841,0,3.7,4230,0,False,True,True,False,1.062,4.741,3.125,0,3.7,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
14,False,4421,1,True,False,True,False,-1.3,0,0.6,0,3,4422,0,False,False,True,False,-1.3,0,0.6,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
15,False,4423,1,True,False,True,False,-1.3,0,0.6,0,3,4424,0,False,False,True,False,-1.3,0,0.6,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
16,False,4657,3,True,False,True,False,0.069,2.013,0.79,0,1.1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
17,False,4276,0,False,False,True,False,2.664,2.686,0.119,0,3.8,4277,0,False,False,True,False,-2.795,2.571,0.868,0,3.8,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
18,False,2667,1,False,False,True,False,0.067,3.514,1.531,0,3.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
19,False,6101,0,False,False,True,False,-0.361,6,5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
20,False,6103,0,False,False,True,False,-0.361,6,5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
21,False,6102,1,True,False,True,False,0,2.3,-0.501,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
22,False,6936,0,False,True,False,False,0,3,-7,0,18,6937,0,False,False,False,False,20,10,-7,0,15,6938,0,False,False,False,False,-20,10,-7,0,15,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
23,False,6954,0,False,False,True,False,0,0.4,0,0,2.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
24,False,7179,0,False,False,False,False,1,3,0,0,0.4,7178,0,False,False,False,False,-1,3,0,0,0.4,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
25,False,7300,0,False,False,True,False,0,0.4,2.6,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
26,False,7301,0,False,False,True,False,0,0.4,2.6,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
27,False,7429,0,False,False,True,False,2.664,2.686,0.119,0,3.8,7430,0,False,False,True,False,-2.795,2.571,0.868,0,3.8,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
28,False,8077,0,False,True,False,False,0,3,-7,0,29,8078,0,False,False,False,False,20,10,-7,0,15,8079,0,False,False,False,False,-20,10,-7,0,15,8105,0,False,True,False,True,20,15,12,0,16,8106,0,False,True,False,True,-20,15,12,0,16,0,0,False,False,True,False,0,0,0,0,0
29,False,8564,0,False,False,False,True,0,5.3,21.5,0,1.1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
30,False,8565,0,False,False,False,True,0,5.3,21.5,0,1.1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
31,False,8788,0,False,False,False,False,0.357,4.679,6.1,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
32,False,9152,0,False,False,False,True,0.3,0.5,-5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
33,False,9177,0,False,False,False,True,0.3,0.5,-5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
34,False,9786,0,False,False,False,False,0,2.8,5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
35,False,10514,0,False,False,False,False,0,3.2,1.4,0,0.4,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
36,False,10515,0,False,False,False,False,0,3.2,1.4,0,0.4,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
37,False,10697,0,False,False,False,False,-1.56667,1.76667,2,0,4.5,10698,0,False,False,False,False,1.86667,1.4,0.433333,0,4.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
38,False,10699,0,False,False,False,False,-1.56667,1.76667,2,0,4.5,10700,0,False,False,False,False,1.86667,1.4,0.433333,0,4.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
39,False,10712,0,False,False,False,False,11.222,7.6,1.027,0,1,10713,0,False,False,False,False,18.458,3.396,11.596,0,1,10714,0,False,False,False,False,-11.222,7.6,1.027,0,1,10715,0,False,False,False,False,-18.458,3.396,11.596,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
40,False,3939,0,False,False,False,False,0,1.5,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
41,False,11379,0,False,False,False,False,2,0,0,0,1,11379,0,False,False,False,False,2,0,0,0,1,11379,0,False,False,False,False,2,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
42,False,11343,0,False,False,True,False,-0.361,6,5,0,3,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
43,False,11295,0,False,False,False,False,11.222,7.6,1.027,0,1,11296,0,False,False,False,False,18.458,3.396,11.596,0,1,11297,0,False,False,False,False,-11.222,7.6,1.027,0,1,11298,0,False,False,False,False,-18.458,3.396,11.596,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
44,False,11641,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
45,False,11579,0,False,False,False,False,0,0,0,0,1,11579,0,False,False,False,False,0,0,0,0,1,11578,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
46,False,11759,0,False,False,False,False,0,0,0,0,1,11759,0,False,False,False,False,0,0,0,0,1,11758,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
47,False,12186,0,False,False,False,False,0,7,-3,0,10,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
48,False,12501,1,False,False,True,False,0.067,3.514,1.531,0,3.5,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
49,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
50,False,13604,0,False,False,False,False,0,0,0,0,1,13603,0,False,False,False,False,0,0,0,0,1,13605,0,False,False,False,False,0,0,0,0,1,13604,0,False,False,False,False,0,0,0,0,1,13603,0,False,False,False,False,0,0,0,0,1,13605,0,False,False,False,False,0,0,0,0,1
51,False,14335,0,False,False,False,False,0,0,0,0,1,14335,0,False,False,False,False,0,0,0,0,1,14335,0,False,False,False,False,0,0,0,0,1,14335,0,False,False,False,False,-1,1.5,3,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
52,False,14336,0,False,False,False,False,0,0,0,0,1,14336,0,False,False,False,False,0,0,0,0,1,14336,0,False,False,False,False,0,0,0,0,1,14336,0,False,False,False,False,-1,1.5,3,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
53,False,14597,0,False,False,False,False,0,2,0,0,1,14598,0,False,False,False,False,0,2,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
54,False,15046,0,False,False,False,False,0,0,0,0,0,15047,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
55,False,15050,0,False,False,False,False,0,0,0,0,0,15051,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
56,False,16459,0,False,False,False,False,1.25,1.75,0,0,1,16458,0,False,False,False,False,-1.25,1.75,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
57,False,16761,0,False,False,False,False,6.4,2,-6,0,0,16762,0,False,False,False,False,-6.4,2,-6,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
58,False,16763,0,False,False,False,False,6.4,2,-6,0,0,16764,0,False,False,False,False,-6.4,2,-6,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
59,False,17376,0,False,False,False,False,0,4,0,0,2,17377,0,False,False,False,False,0,4,0,0,2,17378,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
60,False,17379,0,False,False,False,False,0,4,0,0,5.4,17380,0,False,False,False,False,0,4,0,0,5.4,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
61,False,17444,0,False,False,False,False,2.5,2,0,0,1,17443,0,False,False,False,False,-2.5,2,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
62,False,17527,0,False,False,False,True,0,3,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
63,False,17992,0,False,False,False,False,0,1,0,0,3.5,0,0,False,False,True,False,0,2,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
64,False,18000,0,False,False,False,False,0,0,0,0,0,18000,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
65,False,18041,0,False,False,False,True,2,3,0,0,1,18041,0,False,False,False,True,-2,3,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
66,False,18042,0,False,False,False,True,2,0.5,0,0,1,18042,0,False,False,False,True,-2,0.5,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
67,False,17834,0,False,False,False,False,0,0,0,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
68,False,18260,0,False,True,True,False,0,1.3,0.75,0,1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
69,False,18301,3,True,False,True,False,0.069,2.013,0.79,0,1.1,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
70,False,18227,0,False,False,False,False,0,0,0,0,0,18227,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
71,False,18459,0,False,False,False,True,0,7.5,14,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
72,False,18460,0,False,False,False,True,0,7.5,14,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
73,False,19194,0,False,False,False,True,0,8.5,-2,0,0,19194,0,False,False,False,True,0,8.5,-2,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
74,True,18667,0,False,False,False,False,0,2,6.01,0,6,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
75,True,18671,0,False,False,False,False,0,2,6.01,0,6,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
76,False,18865,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
77,False,18866,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
78,False,18863,0,False,False,False,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
79,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
80,False,19198,0,False,False,False,True,0,8.5,-2,0,0,19198,0,False,False,False,True,0,8.5,-2,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0,0,0,False,False,True,False,0,0,0,0,0
81,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
82,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
83,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
84,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
85,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
86,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
87,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
88,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
89,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
90,False,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,0,0,0,0,0
