key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
131101,70,0,0,0,2000313,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131102,71,0,0,0,2000315,36,0,0,0,0,0,0,9,3,0,12,0,0,False
131103,75,76,77,78,2000317,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131104,79,80,81,82,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131105,83,0,0,0,2000466,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131106,84,85,86,87,2000467,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131107,88,89,90,91,2000468,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131108,92,93,94,95,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131109,96,0,0,0,2000913,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131110,97,98,99,100,2000914,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131111,101,102,103,104,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131112,105,106,107,108,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131113,109,0,0,0,2000919,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131114,110,111,112,113,2000920,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131115,114,115,116,117,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131116,118,119,120,121,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131117,122,0,0,0,2000925,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131118,123,124,125,126,2000926,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131119,127,128,129,130,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131120,131,132,133,134,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131121,135,136,137,138,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131122,139,0,0,0,2000473,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131123,140,0,0,0,2000474,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131124,141,142,143,144,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131125,145,146,147,148,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131126,149,0,0,0,2000479,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131127,150,151,152,153,2000480,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131128,154,155,156,157,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131129,158,159,160,161,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131130,162,0,0,0,2000485,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131131,163,164,165,166,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131132,167,168,169,170,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131133,171,0,0,0,2000490,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131134,172,0,0,0,2000491,35,0,0,0,0,0,0,0,2,0,11,0,0,False
131135,173,174,175,176,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131136,177,178,179,180,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131137,181,0,0,0,2000496,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131138,182,0,0,0,2000497,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131139,183,184,185,186,2000498,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131140,187,188,189,190,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131141,191,0,0,0,2000501,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131142,192,193,194,195,2000502,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131143,196,197,198,199,2000503,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131144,200,201,202,203,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131145,204,0,0,0,2000506,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131146,205,206,207,208,2000507,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131147,209,210,211,212,2000508,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131148,213,214,215,216,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131149,217,0,0,0,2000895,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131150,218,219,220,221,2000896,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131151,222,223,224,225,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131152,226,227,228,229,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131153,230,0,0,0,2000901,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131154,231,232,233,234,2000902,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131155,235,236,237,238,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131156,239,240,241,242,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131157,243,0,0,0,2000907,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131158,244,245,246,247,2000908,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131159,248,249,250,251,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131160,252,253,254,255,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131161,257,0,0,0,2001847,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131162,258,259,260,261,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131163,256,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,True
131164,257,0,0,0,2001847,50,0,0,0,0,0,0,0,2,0,11,0,0,True
131165,262,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,False
131166,263,264,265,266,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131167,268,269,270,271,2001852,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131168,273,0,0,0,2001853,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131169,267,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,True
131170,272,0,0,0,2001852,50,0,0,0,0,0,0,12,3,0,12,0,0,True
131171,273,0,0,0,2001853,50,0,0,0,0,0,0,0,2,0,11,0,0,False
131172,274,275,276,277,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131173,279,0,0,0,2001856,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131174,280,281,282,283,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131175,278,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,True
131176,279,0,0,0,2001856,50,0,0,0,0,0,0,0,2,0,11,0,0,True
131177,284,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,True
131178,285,286,287,288,2001859,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131179,290,0,0,0,2001860,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131180,291,292,293,294,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131181,289,0,0,0,2001859,50,0,0,0,0,0,0,12,3,0,12,0,0,False
131182,290,0,0,0,2001860,50,0,0,0,0,0,0,0,2,0,11,0,0,True
131183,295,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,True
131184,296,297,298,299,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131185,301,302,303,304,2001865,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131186,306,307,308,309,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131187,300,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,False
131188,305,0,0,0,2001865,50,0,0,0,0,0,0,12,3,0,12,0,0,True
131189,310,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,False
131190,311,312,313,314,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131191,316,0,0,0,2001824,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131192,317,318,319,320,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131193,315,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,False
131194,316,0,0,0,2001824,50,0,0,0,0,0,0,0,2,0,11,0,0,False
131195,321,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,False
131196,322,323,324,325,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131197,327,328,329,330,2001829,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131198,332,0,0,0,2001830,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131199,326,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,False
131200,331,0,0,0,2001829,50,0,0,0,0,0,0,12,3,0,12,0,0,False
131201,332,0,0,0,2001830,50,0,0,0,0,0,0,0,2,0,11,0,0,False
131202,333,334,335,336,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131203,338,0,0,0,2001833,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131204,339,340,341,342,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131205,337,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,False
131206,338,0,0,0,2001833,50,0,0,0,0,0,0,0,2,0,11,0,0,True
131207,343,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,False
131208,344,345,346,347,2001836,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131209,349,0,0,0,2001837,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131210,350,351,352,353,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131211,348,0,0,0,2001836,50,0,0,0,0,0,0,12,3,0,12,0,0,False
131212,349,0,0,0,2001837,50,0,0,0,0,0,0,0,2,0,11,0,0,True
131213,354,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,False
131214,355,356,357,358,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131215,360,361,362,363,2001842,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131216,365,366,367,368,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131217,359,0,0,0,0,0,0,0,0,0,0,0,12,1,0,18,0,0,False
131218,364,0,0,0,2001842,50,0,0,0,0,0,0,12,3,0,12,0,0,False
131219,369,0,0,0,0,0,0,0,0,0,0,0,6,4,0,19,0,0,False
131220,370,371,372,373,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131221,374,0,0,0,2002122,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131222,375,376,377,378,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131223,379,380,381,382,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131224,383,384,385,386,2002127,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131225,387,0,0,0,2002128,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131226,388,389,390,391,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131227,392,0,0,0,2002131,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131228,393,394,395,396,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131229,397,0,0,0,2002134,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131230,398,0,0,0,2002135,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131231,399,400,401,402,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131232,403,404,405,406,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131233,407,408,409,410,2002140,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131234,411,412,413,414,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131235,415,416,417,418,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131236,419,0,0,0,2002145,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131237,420,421,422,423,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131238,424,425,426,427,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131239,428,429,430,431,2002150,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131240,432,0,0,0,2002151,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131241,433,434,435,436,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131242,437,0,0,0,2002154,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131243,438,439,440,441,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131244,442,443,444,445,2002157,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131245,446,0,0,0,2002158,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131246,447,448,449,450,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131247,451,452,453,454,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131248,455,456,457,458,2002163,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131249,459,460,461,462,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131250,463,464,465,466,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131251,467,0,0,0,2002761,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131252,468,469,470,471,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131253,472,473,474,475,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131254,476,477,478,479,2002766,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131255,480,0,0,0,2002767,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131256,481,482,483,484,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131257,485,0,0,0,2002770,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131258,486,487,488,489,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131259,490,491,492,493,2002773,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131260,494,0,0,0,2002774,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131261,495,496,497,498,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131262,499,500,501,502,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131263,503,504,505,506,2002779,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131264,507,508,509,510,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131265,511,512,513,514,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131266,515,0,0,0,2002784,40,0,0,0,0,0,0,0,2,0,11,0,0,True
131267,516,517,518,519,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131268,520,521,522,523,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131269,524,525,526,527,2002789,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131270,528,0,0,0,2002790,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131271,529,530,531,532,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131272,533,0,0,0,2002793,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131273,534,535,536,537,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131274,538,539,540,541,2002796,32,0,0,0,0,0,0,8,3,0,12,0,0,True
131275,542,0,0,0,2002797,40,0,0,0,0,0,0,0,2,0,11,0,0,False
131276,543,544,545,546,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131277,547,548,549,550,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131278,551,552,553,554,2002802,32,0,0,0,0,0,0,8,3,0,12,0,0,False
131279,555,556,557,558,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131280,559,560,561,562,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131281,563,0,0,0,2003133,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131282,564,565,566,567,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131283,568,569,570,571,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131284,572,573,574,575,2003138,35,0,0,0,0,0,0,8,3,0,12,0,0,True
131285,576,0,0,0,2003139,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131286,577,578,579,580,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131287,581,582,583,584,2003142,35,0,0,0,0,0,0,8,3,0,12,0,0,False
131288,585,586,587,588,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131289,589,590,591,592,2003145,35,0,0,0,0,0,0,8,3,0,12,0,0,False
131290,593,0,0,0,2003146,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131291,594,595,596,597,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131292,598,599,600,601,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131293,602,0,0,0,2003151,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131294,603,604,605,606,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131295,607,608,609,610,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131296,611,0,0,0,2003156,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131297,612,613,614,615,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131298,616,617,618,619,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131299,620,621,622,623,2003161,35,0,0,0,0,0,0,8,3,0,12,0,0,True
131300,624,0,0,0,2003162,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131301,625,626,627,628,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131302,629,630,631,632,2003165,35,0,0,0,0,0,0,8,3,0,12,0,0,False
131303,633,634,635,636,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131304,637,638,639,640,2003168,35,0,0,0,0,0,0,8,3,0,12,0,0,False
131305,641,0,0,0,2003169,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131306,642,643,644,645,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131307,646,647,648,649,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131308,650,0,0,0,2003174,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131309,651,652,653,654,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131310,655,656,657,658,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131311,659,0,0,0,2003515,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131312,660,661,662,663,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131313,664,665,666,667,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131314,668,669,670,671,2003520,35,0,0,0,0,0,0,8,3,0,12,0,0,True
131315,672,0,0,0,2003521,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131316,673,674,675,676,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131317,677,678,679,680,2003524,35,0,0,0,0,0,0,8,3,0,12,0,0,True
131318,681,682,683,684,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131319,685,686,687,688,2003527,35,0,0,0,0,0,0,8,3,0,12,0,0,True
131320,689,0,0,0,2003528,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131321,690,691,692,693,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131322,694,695,696,697,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131323,698,0,0,0,2003533,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131324,699,700,701,702,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131325,703,704,705,706,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131326,707,0,0,0,2003538,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131327,708,709,710,711,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131328,712,713,714,715,0,0,0,0,0,0,0,0,8,1,0,10,0,0,True
131329,716,717,718,719,2003543,35,0,0,0,0,0,0,8,3,0,12,0,0,False
131330,720,0,0,0,2003544,45,0,0,0,0,0,0,0,2,0,11,0,0,False
131331,721,722,723,724,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131332,725,726,727,728,2003547,35,0,0,0,0,0,0,8,3,0,12,0,0,True
131333,729,730,731,732,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
131334,733,734,735,736,2003550,35,0,0,0,0,0,0,8,3,0,12,0,0,False
131335,737,0,0,0,2003551,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131336,738,739,740,741,0,0,0,0,0,0,0,0,4,4,0,13,0,0,False
131337,742,743,744,745,0,0,0,0,0,0,0,0,8,1,0,10,0,0,False
131338,746,0,0,0,2003556,45,0,0,0,0,0,0,0,2,0,11,0,0,True
131339,747,748,749,750,0,0,0,0,0,0,0,0,4,4,0,13,0,0,True
