#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131218,,Use a shortcut to travel to the Dravanian hinterlands?,6045307,0,0,0,399,1,1,0,0,False
131219,,Leave the Twin Adder Barracks?,6215554,0,0,0,132,1,1,0,0,False
131220,,Return to the goodly adventurer?,6235159,0,593136,0,399,32,1,0,0,False
131221,,Leave Articulation?,6236358,0,0,0,399,1,1,0,0,False
131222,,Leave the Midan Knot?,6236358,0,0,0,399,1,1,0,0,False
131223,,Fly to the Parrock?,6256320,0,0,0,567,1,1,0,0,False
131224,,Return to Coldwind?,6256553,0,0,0,401,1,1,0,0,False
131225,,Enter Leofard's chambers?,6256675,0,0,0,568,1,1,0,0,False
131226,,Exit Leofard's chambers?,6256329,0,0,0,567,1,1,0,0,False
131227,,Exit the airship landing?,6256327,0,0,0,567,1,1,0,0,False
131228,,Enter the airship landing?,6256326,0,0,0,567,1,1,0,0,False
131229,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?,5835975,0,0,590453,419,33,1,0,0,False
131230,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?,5835975,0,0,590454,419,33,1,0,0,False
131231,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?,5835975,0,0,590455,419,33,1,0,0,False
131232,Purchase Passage to Ul'dah,Travel to Ul'dah for 150 gil?,4103339,0,0,592480,130,33,1,0,0,False
131233,Purchase Passage to Gridania,Travel to Gridania for 150 gil?,4103382,0,0,592480,132,33,1,0,0,False
131234,Purchase Passage to Limsa Lominsa,Travel to Limsa Lominsa for 150 gil?,4103399,0,0,592480,128,33,1,0,0,False
131235,,Travel to Ishgard?,5827477,0,0,0,418,1,1,0,0,False
131236,,Exit the Palace of the Dead?,6385473,0,0,0,153,1,1,0,0,False
131237,Purchase Passage to Ishgard,Travel to Ishgard for 150 gil?,5835975,0,0,592480,419,33,1,0,0,False
131238,Seek Passage to the Gold Saucer,Travel to the Gold Saucer?,5649379,0,0,592264,144,34,1,0,0,False
131239,,Exit Central Control?,6485807,0,0,0,399,1,1,0,0,False
131240,Inquire Within,Enter the children's ward?,6483471,593427,593426,0,611,35,1,0,0,False
131241,,Leave the children's ward?,6483427,0,0,0,131,1,1,0,0,False
131242,,Leave the Main Generators?,6485807,0,0,0,399,1,1,0,0,False
131243,,Leave the Maelstrom Barracks?,6515006,0,0,0,128,1,1,0,0,False
131244,,Leave the Flame Barracks?,6515008,0,0,0,130,1,1,0,0,False
131245,,,6654103,0,0,0,629,5,10,0,0,False
131246,,Exit room?,6654162,0,0,0,628,1,1,0,0,False
131247,,Exit Omega Control?,6728838,0,0,0,156,1,1,0,0,False
131248,,,6663537,593638,0,0,641,1,1,0,0,False
131249,,,6654210,593640,593639,0,628,36,1,0,0,False
131250,,Travel to Amarissaix's Spire?,6873899,593642,0,0,152,1,1,0,0,False
131251,,Travel to Castrum Oriens?,6873933,593643,0,0,612,1,1,0,0,False
131252,Purchase Passage to Limsa Lominsa,Travel to Limsa Lominsa for 300 gil?,6873901,0,0,593644,129,37,1,0,0,False
131253,Purchase Passage to Kugane,Travel to Kugane for 300 gil?,6874066,0,0,593645,628,37,1,0,0,False
131254,,Approach Virdjala?,6873937,593646,0,0,612,1,1,0,0,False
131255,,Approach Pike Falls?,6873936,593647,0,0,612,1,1,0,0,False
131256,,Enter the Ala Mhigan Quarter?,6873958,593648,0,0,621,1,1,0,0,False
131257,,Enter the tunnel?,6873957,593649,0,0,621,1,1,0,0,False
131258,,Enter the Ala Mhigan Quarter?,6873954,593650,0,0,621,1,1,0,0,False
131259,,Leave the Ala Mhigan Quarter?,6873952,593651,0,0,621,1,1,0,0,False
131260,,Exit the Ruby Bazaar offices?,6874048,0,0,0,628,1,1,0,0,False
131261,Enter the Ruby Bazaar Offices,Enter the Ruby Bazaar offices?,6874031,593652,0,0,639,1,1,0,0,False
131262,,Proceed to the airship landing?,6874050,0,0,0,628,1,1,0,0,False
131263,,Exit the airship landing?,6874054,0,0,0,628,1,1,0,0,False
131264,Enter the House of the Fierce,Enter the House of the Fierce?,6874512,593655,0,0,681,1,1,0,0,False
131265,,Enter the House of the Fierce?,6874127,593656,0,0,614,1,1,0,0,False
131266,,Exit the House of the Fierce?,6874125,593657,0,0,614,1,1,0,0,False
131267,,Enter the Doman Enclave?,6877425,593661,0,0,682,1,1,0,0,False
131268,,Travel to the Glittering Basin?,6877422,593660,0,0,614,1,1,0,0,False
131269,,Descend from the Dawn Throne?,6874086,593658,0,0,622,1,1,0,0,False
131270,,Ascend to the Dawn Throne?,6874087,593659,593665,0,622,38,1,0,0,False
131271,,Travel to Specula Imperatoris?,6889710,593662,0,0,620,1,1,0,0,False
131272,,Leave Specula Imperatoris?,6889712,593663,0,0,620,1,1,0,0,False
131273,,Leave the First Altar of Djanan Qhat?,6890265,0,0,0,612,1,1,0,0,False
131274,,Travel to Limsa Lominsa?,6873901,0,0,0,129,1,1,0,0,False
131275,,Return to the battle-scarred veteran?,6938717,0,593703,0,612,39,1,0,0,False
131276,,Leave the Royal Menagerie?,6988578,0,0,0,621,1,1,0,0,False
131277,,Proceed through the gate?,6889710,0,0,0,620,1,1,0,0,False
131278,,Proceed through the gate?,6889712,0,0,0,620,1,1,0,0,False
131279,,Leave the Interdimensional Rift?,6999027,0,0,0,612,1,1,0,0,False
131280,,Escape the Mordion Gaol?,7073364,0,0,0,140,1,1,0,0,False
131281,,Enter the tiring room?,7078657,594538,0,0,735,1,1,0,0,False
131282,,Return to Kugane?,7082407,0,0,0,628,1,1,0,0,False
131283,,Report to the bridge?,7080658,0,0,0,736,1,1,0,0,False
131284,,Enter the tiring room?,7080809,0,0,0,735,1,1,0,0,False
131285,,Leave the Royal Palace?,7083135,0,0,0,621,1,1,0,0,False
131286,,Leave the Resonatorium?,7102724,0,0,0,621,1,1,0,0,False
131287,,Move to the Royal Menagerie?,7151251,594578,0,0,740,1,1,0,0,False
131288,,Leave the Royal Menagerie?,7103377,0,0,0,621,1,1,0,0,False
131289,,Leave the Royal Palace?,7083135,594628,0,0,621,1,1,0,0,False
131290,,Travel to Sakazuki for 30 gil?,7156750,594638,0,594639,613,40,1,0,0,False
131291,,Travel to Onokoro for 30 gil?,7156756,594640,0,594641,613,40,1,0,0,False
131292,,Travel to the Doman Enclave?,7164043,593661,0,0,739,1,1,0,0,False
131293,,Travel to the Doman Enclave?,7182462,594559,0,0,759,1,1,0,0,False
131294,,Leave the Kienkan?,7226681,0,0,0,759,1,1,0,0,False
131295,Enter Reisen Temple,Enter Reisen Temple?,7239198,594756,0,0,764,1,1,0,0,False
131296,,Exit to Yanxia?,7343563,0,0,0,614,1,1,0,0,False
131297,,Leave Reisen Temple?,7239363,594754,0,0,613,1,1,0,0,False
131298,,Exit Heaven-on-High?,7420749,0,0,0,613,1,1,0,0,False
131299,,Approach Virdjala?,6873937,594718,0,0,612,1,1,0,0,False
131300,,Report to the bridge?,7080658,594829,0,0,736,1,1,0,0,False
131301,,Descend from Dhoro Iloh?,7447849,594861,0,0,622,1,1,0,0,False
131302,,Ascend to Dhoro Iloh?,7448849,594860,0,0,622,1,1,0,0,False
131303,,Enter the Haunted Manor?,7672498,594983,0,0,809,1,1,0,0,False
131304,,Leave the Haunted Manor?,9383310,0,0,0,133,1,1,0,0,False
131305,,Travel to the Lochs?,7743671,0,0,0,621,1,1,0,0,False
131306,,Travel to the Lochs?,7743671,0,0,0,621,1,1,0,0,False
131307,,Leave the Howling Eye?,7761499,0,0,0,132,1,1,0,0,False
131308,,Enter the tiring room?,7078657,596781,0,0,735,1,1,0,0,False
131309,,Board the *Prima Vista*?,7830042,0,0,0,828,1,1,0,0,False
131310,,Travel to the Val River source?,7848800,0,0,0,827,1,1,0,0,False
131311,,Exit the Ocular?,7878066,0,0,0,819,1,1,0,0,False
131312,,Exit room?,7878085,0,0,0,819,1,1,0,0,False
131313,,Proceed to the Canopy?,7878501,596477,0,0,820,1,1,0,0,False
131314,Enter the Buttress,Proceed to the Buttress?,7878500,596478,0,0,820,1,1,0,0,False
131315,,Enter the Ocular?,7878732,596475,596176,0,844,43,1,0,0,False
131316,Inquire Within,,7877999,0,0,0,843,41,11,0,0,False
131317,,Journey into the Empty?,7933894,0,0,0,878,1,1,0,0,False
131318,,Return to Amh Araeng?,7933164,0,0,0,815,1,1,0,0,False
131319,,Proceed to Eden's core?,7932479,0,0,0,857,1,1,0,0,False
131320,,Return to the camp?,7932937,0,0,0,878,1,1,0,0,False
131321,,Return to the soft-faced bloke?,7935659,0,595193,0,814,42,1,0,0,False
131322,,Travel to the Syrcus Trench?,8010128,596573,0,0,842,1,1,0,0,False
131323,,Travel to north Silvertear?,8010132,0,0,0,156,1,1,0,0,False
131324,,Travel to the First?,8010063,596472,0,0,844,1,1,0,0,False
131325,Return to the Source,Travel to the Source?,8010129,0,0,0,842,1,1,0,0,False
131326,,Travel to Kholusia?,8010180,0,0,0,814,1,1,0,0,False
131327,,Travel to the Tempest?,8010338,0,0,0,818,1,1,0,0,False
131328,,Travel to the Source?,8010129,596473,0,0,842,1,1,0,0,False
131329,Enter Kholusia,Travel to Kholusia?,8015551,596474,0,0,814,1,1,0,0,False
131330,,Proceed to Top Rung?,8015653,596479,0,0,814,1,1,0,0,False
131331,,Proceed to Bottom Rung?,8015648,596480,0,0,814,1,1,0,0,False
131332,,Travel to the Crystarium?,8015796,596482,0,0,819,1,1,0,0,False
131333,,Travel to the Tempest?,8016454,596481,0,0,818,1,1,0,0,False
131334,,Travel to Kholusia?,8015677,0,0,0,814,1,1,0,0,False
131335,,Travel to Amh Araeng?,7980014,596476,0,0,815,1,1,0,0,False
131336,,Travel to the Crystarium?,8015796,595595,0,0,819,1,1,0,0,False
131337,Enter the Crystarium,Travel to the Crystarium?,8015796,596533,0,0,819,1,1,0,0,False
131338,,Travel to the Southern Hills of Amber?,8050969,596572,0,0,815,1,1,0,0,False
131339,,Travel to Twine?,8050970,0,0,0,815,1,1,0,0,False
131340,,Descend to the ground floor of Achora Heights?,8050982,0,0,0,818,1,1,0,0,False
131341,,Ascend to the top floor of Achora Heights?,8050981,0,0,0,818,1,1,0,0,False
131342,Enter the Firmament,Proceed to the Firmament?,8141167,0,0,0,886,45,1,0,0,False
131343,,Proceed to the Brume?,8141780,596706,0,0,418,1,1,0,0,False
131344,,Return to Il Mheg?,8141925,596692,0,0,816,1,1,0,0,False
131345,,Enter Lyhe Mheg?,8141929,596691,0,0,890,1,1,0,0,False
131346,,Enter Lyhe Mheg?,8141930,596691,0,0,891,1,1,0,0,False
131347,,Enter Lyhe Mheg?,8141931,596691,0,0,892,1,1,0,0,False
131348,,Exit the excavation tunnels?,8143255,0,0,0,814,1,1,0,0,False
131349,,Enter the excavation tunnels?,8143261,0,0,0,895,1,1,0,0,False
131350,,Enter the Copied Factory?,8144702,0,0,0,896,1,1,0,0,False
131351,,Exit the Copied Factory?,8143262,0,0,0,895,1,1,0,0,False
131352,,Proceed to zone 1?,8149903,0,0,0,896,1,1,0,0,False
131353,,Proceed to zone 4?,8149915,0,0,0,896,1,1,0,0,False
131354,,Proceed to zone 2?,8149924,0,0,0,896,1,1,0,0,False
131355,Enter the Crystarium,Travel to the Crystarium?,8015796,595630,595631,0,819,44,1,0,0,False
131356,Enter Eulmore,Travel to Eulmore?,8154983,595632,0,0,820,44,1,0,0,False
131357,,Proceed to zone 5?,8193602,0,0,0,896,1,1,0,0,False
131358,,Proceed to zone 4?,8193584,0,0,0,896,1,1,0,0,False
131359,,Travel to Gangos?,8276340,596734,0,0,915,1,1,0,0,False
131360,,Travel to the Doman Enclave?,8276336,596735,0,0,759,1,1,0,0,False
131361,,Enter the children's ward?,8321517,596820,596819,0,921,46,1,0,0,False
131362,,Leave the children's ward?,8322370,0,0,0,131,1,1,0,0,False
131363,,Travel to Kholusia?,8341503,0,0,0,814,1,1,0,0,False
131364,,Travel to Gyr Abania?,8367474,596931,0,0,621,1,1,0,0,False
131365,,Travel to Terncliff?,8368019,596932,0,0,919,1,1,0,0,False
131366,,Leave Dawn's Respite?,8373584,0,0,0,351,1,1,0,0,False
131367,,Enter Dawn's Respite?,8373588,0,0,0,351,1,1,0,0,False
131368,,Leave Noesis?,8373708,0,0,0,814,1,1,0,0,False
131369,,Enter Noesis?,8373710,596922,596923,0,918,48,1,0,0,False
131370,,Enter the Ocular?,7878732,596924,596925,0,844,47,1,0,0,False
131371,,Enter Anogg's lair?,8380784,0,0,0,895,1,1,0,0,False
131372,,Return to the excavation tunnels?,8378564,0,0,0,895,1,1,0,0,False
131373,,Enter the Puppets' Bunker?,8380830,0,0,0,928,1,1,0,0,False
131374,,Exit to Kholusia?,8380461,0,0,0,814,1,1,0,0,False
131375,,,8141780,0,0,0,418,1,12,0,0,False
131376,,Travel to the Duergar Mountains?,8406262,0,0,0,928,1,1,0,0,False
131377,,,8375872,0,0,0,927,1,12,0,0,False
131378,,Leave the tower and travel to the Crystarium?,7878066,0,0,0,819,1,1,0,0,False
131379,,Leave the Haunted Manor?,8460800,0,0,0,144,1,1,0,0,False
131380,,Enter the Bunker?,8461297,0,0,0,928,1,1,0,0,False
131381,,Enter the alien ship?,8461299,0,0,0,928,1,1,0,0,False
131382,,Enter the Haunted Manor?,8461303,597187,597188,0,809,49,1,0,0,False
131383,,Enter the children's ward?,8509483,597190,0,0,921,1,1,0,0,False
131384,,Leave the children's ward?,8509472,0,0,0,131,1,1,0,0,False
131385,,Travel to western Thanalan?,8537326,0,0,0,140,1,1,0,0,False
131386,,Travel to Saint Roelle's Dais?,8547746,597163,0,0,886,1,1,0,0,False
131387,,Travel to Gangos?,8568002,0,0,0,915,1,1,0,0,False
131388,,Journey into the Empty?,7933894,597244,0,0,965,1,1,0,0,False
131389,,Enter the Dreamer's Run?,8679245,597351,0,0,133,1,1,0,0,False
131390,,Leave the Dreamer's Run?,8678856,597352,0,0,133,1,1,0,0,False
131391,,Travel to Terncliff?,8657746,597362,0,0,919,1,1,0,0,False
131392,Enter Lemures Headquarters,Proceed to Lemures headquarters?,8776840,597661,0,0,971,50,1,0,0,False
131393,,Leave Lemures headquarters?,8777004,0,0,0,131,1,1,0,0,False
131394,,Leave the strategy room?,8879627,0,0,0,418,1,1,0,0,False
131395,Enter Empyreum,,8901544,0,0,0,979,51,1,0,0,False
131396,,,8901555,597510,597511,0,418,53,1,0,0,False
131397,,,8934201,597509,0,0,979,1,1,0,0,False
131398,,,8941481,597512,597513,0,886,52,1,0,0,False
131399,Purchase Passage to Kugane,Travel to Kugane for 300 gil?,7082407,0,0,597643,628,56,1,0,0,False
