#,Name,Quest,Icon,Value,ClassJob,Unknown_70,Level,ClassJobCategory,Unknown0,Unknown1
55,Skyfishing,0,5484,0,18,19,45,19,0,False
56,Enhanced Stealth,0,0,30,0,0,0,0,0,False
57,Enhanced Stealth II,0,0,40,0,0,0,0,0,False
58,Enhanced Stealth III,0,0,50,0,0,0,0,0,False
59,Gulleye,0,5479,15,18,19,15,19,0,False
60,Gulleye II,0,0,35,0,0,0,0,0,False
61,Gulleye III,0,0,50,0,0,0,0,0,False
62,Double Mooching,0,5482,0,18,19,40,19,0,False
63,Aetherdam,0,0,0,0,0,0,0,0,False
64,Enhanced Intelligence,0,0,0,0,0,0,0,0,False
65,Enhanced Intelligence II,0,0,0,0,0,0,0,0,False
66,Maim and Mend,0,5185,10,26,68,20,68,0,False
67,Aetherdam II,0,0,0,0,0,0,0,0,False
68,Enhanced Intelligence III,0,0,0,0,0,0,0,0,False
69,Maim and Mend II,0,5186,30,26,68,40,68,0,False
70,Aetherdam III,0,0,0,0,0,0,0,0,False
71,Enhanced Strength,0,9004,5,0,0,2,0,0,False
72,Increased HP,0,9001,10,0,0,3,0,0,False
73,Enhanced Accuracy,0,9010,5,0,0,5,0,0,False
74,Enhanced Critical Hit,0,9012,15,0,0,6,0,0,False
75,Enhanced Strength,0,9004,5,0,0,8,0,0,False
76,Increased HP,0,9001,10,0,0,9,0,0,False
77,Enhanced Strength,0,9004,5,0,0,2,0,0,False
78,Increased HP,0,9001,5,0,0,3,0,0,False
79,Enhanced Accuracy,0,9010,5,0,0,5,0,0,False
80,Enhanced Critical Hit,0,9012,15,0,0,6,0,0,False
81,Enhanced Strength,0,9004,10,0,0,8,0,0,False
82,Increase Attack Speed,0,9013,-10,0,0,9,0,0,False
83,Enhanced Mind,0,9008,10,0,0,2,0,0,False
84,Increased HP,0,9001,5,0,0,3,0,0,False
85,Enhanced Accuracy,0,9010,5,0,0,5,0,0,False
86,Enhanced Critical Hit,0,9012,15,0,0,6,0,0,False
87,Enhanced Mind,0,9008,15,0,0,8,0,0,False
88,Increased HP,0,9001,5,0,0,9,0,0,False
89,Enhanced Dexterity,0,0,0,0,0,0,0,0,False
90,All Fours,0,5401,10,29,93,14,93,0,False
91,Enhanced Dexterity II,0,0,0,0,0,0,0,0,False
92,Enhanced Dexterity III,0,0,0,0,0,0,0,0,False
93,Fleet of Foot,0,5403,10,29,93,20,93,0,False
94,Nymeia's Ward,0,5436,0,16,17,42,17,0,False
95,Stone Whisperer V,67617,5437,0,16,17,53,17,0,False
96,Enhanced Stealth IV,0,0,54,0,0,0,0,0,False
97,Enhanced Stealth V,0,0,57,0,0,0,0,0,False
98,Enhanced Stealth VI,0,0,60,0,0,0,0,0,False
99,Nymeia's Ward,0,5461,0,17,18,42,18,0,False
100,Tree Whisperer V,67585,5462,0,17,18,53,18,0,False
101,Enhanced Stealth IV,0,0,54,0,0,0,0,0,False
102,Enhanced Stealth V,0,0,57,0,0,0,0,0,False
103,Enhanced Stealth VI,0,0,60,0,0,0,0,0,False
104,Gulleye IV,0,0,55,0,0,0,0,0,False
105,Gulleye V,0,0,60,0,0,0,0,0,False
106,Cloudfishing,67622,5488,0,18,19,53,19,0,False
107,Enhanced Stealth IV,0,0,54,0,0,0,0,0,False
108,Enhanced Stealth V,0,0,57,0,0,0,0,0,False
109,Enhanced Stealth VI,0,0,60,0,0,0,0,0,False
110,Hellfishing,67623,5489,0,18,19,55,19,0,False
111,Aetherfishing,67624,5490,0,18,19,58,19,0,False
112,Enhanced Vitality,0,0,0,0,0,0,0,0,False
113,Enhanced Vitality II,0,0,0,0,0,0,0,0,False
114,Enhanced Vitality III,0,0,0,0,0,0,0,0,False
115,Enhanced Dexterity,0,0,0,0,0,0,0,0,False
116,Enhanced Dexterity II,0,0,0,0,0,0,0,0,False
117,Increased Action Damage,0,6002,10,31,96,20,96,0,False
118,Enhanced Dexterity III,0,0,0,0,0,0,0,0,False
119,Increased Action Damage II,0,6003,20,31,96,40,96,0,False
120,Enhanced Mind,0,0,0,0,0,0,0,0,False
121,Enhanced Mind II,0,0,0,0,0,0,0,0,False
122,Maim and Mend,0,6102,10,33,99,20,99,0,False
123,Enhanced Mind III,0,0,0,0,0,0,0,0,False
124,Enhanced Benefic,0,6105,15,33,99,36,99,0,False
125,Maim and Mend II,0,6103,30,33,99,40,99,0,False
126,Enhanced Stealth VII,0,0,64,0,0,0,0,0,False
127,Enhanced Stealth VIII,0,0,67,0,0,0,0,0,False
128,Enhanced Stealth IX,0,0,70,0,0,0,0,0,False
129,Enhanced Stealth VII,0,0,64,0,0,0,0,0,False
130,Enhanced Stealth VIII,0,0,67,0,0,0,0,0,False
131,Enhanced Stealth IX,0,0,70,0,0,0,0,0,False
132,Enhanced Stealth VII,0,0,64,0,0,0,0,0,False
133,Enhanced Stealth VIII,0,0,67,0,0,0,0,0,False
134,Enhanced Stealth IX,0,0,70,0,0,0,0,0,False
135,Saltfishing,0,5499,0,18,19,68,19,0,False
136,Gulleye VI,0,0,65,0,0,0,0,0,False
137,Gulleye VII,0,0,70,0,0,0,0,0,False
138,Quality Assurance,67978,6976,2,8,9,63,9,0,False
139,Quality Assurance,68152,6976,2,9,10,63,10,0,False
140,Quality Assurance,68131,6976,2,10,11,63,11,0,False
141,Quality Assurance,68136,6976,2,11,12,63,12,0,False
142,Quality Assurance,68146,6976,2,12,13,63,13,0,False
143,Quality Assurance,67968,6976,2,13,14,63,14,0,False
144,Quality Assurance,67973,6976,2,14,15,63,15,0,False
145,Quality Assurance,68141,6976,2,15,16,63,16,0,False
146,Stroke of Genius,0,0,0,0,0,0,0,0,False
147,Stroke of Genius,0,0,0,0,0,0,0,0,False
148,Stroke of Genius,0,0,0,0,0,0,0,0,False
149,Stroke of Genius,0,0,0,0,0,0,0,0,False
150,Stroke of Genius,0,0,0,0,0,0,0,0,False
151,Stroke of Genius,0,0,0,0,0,0,0,0,False
152,Stroke of Genius,0,0,0,0,0,0,0,0,False
153,Stroke of Genius,0,0,0,0,0,0,0,0,False
154,Auto Fathom,68458,5497,0,18,19,61,19,0,False
155,Fish Whisperer,0,0,0,0,0,0,0,0,False
156,Enhanced Cover,0,5209,-20,0,0,0,0,0,False
157,Enhanced Infuriate,0,5259,0,21,22,66,22,0,False
158,Blackblood,0,6059,0,32,98,62,98,0,False
159,Enhanced Blackblood,0,6060,0,32,98,66,98,0,False
160,Deep Meditation,0,5234,80,20,21,38,21,0,False
161,Enhanced Tackle,0,5235,2,0,0,0,0,0,False
162,Lance Mastery,0,5284,0,0,0,0,0,0,False
163,Life of the Dragon,68450,5289,0,22,23,70,23,0,False
164,Dripping Blades,0,0,0,0,0,0,0,0,False
165,Shukiho,0,5411,6,30,92,62,92,0,False
166,Enhanced Shukuchi,0,5412,0,30,92,64,92,0,False
167,Enhanced Mug,0,0,0,0,0,0,0,0,False
168,Bite Mastery,0,5309,0,23,24,64,24,0,False
169,Enhanced Empyreal Arrow,0,5310,0,23,24,68,24,0,False
170,Shot Mastery,0,0,0,0,0,0,0,0,False
171,Thunder Mastery,66612,5357,0,25,26,45,26,0,False
172,Thunder Mastery II,0,5358,0,25,26,64,26,0,False
173,Enhanced Umbral Heart,0,5359,-34,0,0,0,0,0,False
174,Enhanced Enochian,68128,5360,5,25,26,70,26,0,False
175,Corruption Mastery,0,5376,0,0,0,0,0,0,False
176,Enhanced Ruin II,0,5377,0,0,0,0,0,0,False
177,Corruption Mastery II,0,5378,0,0,0,0,0,0,False
178,Enhanced Dreadwyrm Trance,68165,5380,0,27,28,70,28,0,False
179,Stone Mastery,0,5333,0,6,53,18,53,0,False
180,Aero Mastery,0,5334,0,6,53,46,53,0,False
181,Stone Mastery II,67257,5336,0,24,25,54,25,0,False
182,Stone Mastery III,0,5337,0,24,25,64,25,0,False
183,Secret of the Lily II,0,5338,20,0,0,0,0,0,False
184,Broil Mastery II,0,5392,0,28,29,64,29,0,False
185,Quickened Aetherflow,0,0,100,0,0,0,0,0,False
186,Combust Mastery,0,6109,0,33,99,46,99,0,False
187,Malefic Mastery,67558,6110,0,33,99,54,99,0,False
188,Malefic Mastery II,0,6111,0,33,99,64,99,0,False
189,Hyper Lightspeed,0,6101,-300,33,99,68,99,0,False
190,Endless Toil of the Mountaineer,0,0,60,0,0,0,0,0,False
191,Endless Toil of the Pioneer,0,0,60,0,0,0,0,0,False
192,Enhanced GP Regeneration,68094,5444,1,16,17,70,17,0,False
193,Enhanced GP Regeneration,68160,5469,1,17,18,70,18,0,False
194,Enhanced GP Regeneration,68435,5498,1,18,19,70,19,0,False
195,Enhanced Jolt,0,6201,0,35,112,62,112,0,False
196,Secret of the Lily,67256,5335,0,24,25,52,25,0,False
197,Enhanced Intelligence,0,0,0,0,0,0,0,0,False
198,Enhanced Intelligence II,0,0,0,0,0,0,0,0,False
199,Enhanced Intelligence III,0,0,0,0,0,0,0,0,False
200,Maim and Mend,0,5185,10,35,112,20,112,0,False
201,Maim and Mend II,0,5186,30,35,112,40,112,0,False
202,Enhanced Strength,0,0,0,0,0,0,0,0,False
203,Enhanced Strength II,0,0,0,0,0,0,0,0,False
204,Enhanced Strength III,0,0,0,0,0,0,0,0,False
205,Dripping Blades II,0,0,0,0,0,0,0,0,False
206,Enhanced Jolt II,0,0,0,0,0,0,0,0,False
207,Divine Magic Mastery,0,5210,-50,19,20,64,20,0,False
208,Kenki Mastery II,0,6151,5,34,111,62,111,0,False
209,Oath Mastery,66592,5211,0,19,20,35,20,0,False
210,Enhanced Mind,0,0,0,0,0,0,0,0,False
211,Enhanced Mind II,0,0,0,0,0,0,0,0,False
212,Enhanced Mind III,0,0,0,0,0,0,0,0,False
213,Enhanced Enkindle,0,5379,-600,0,0,0,0,0,False
214,Broil Mastery,67209,5394,0,28,29,54,29,0,False
215,Kenki Mastery,0,6152,0,34,111,52,111,0,False
216,Dualcast,0,6203,0,35,112,1,112,0,False
217,Ruin Mastery,65997,5395,0,26,69,30,69,0,False
218,Berserk Mastery,68440,5260,0,21,22,70,22,0,False
219,Learning,0,6251,0,36,129,1,129,0,False
220,Maim and Mend,0,5185,10,36,129,10,129,0,False
221,Maim and Mend II,0,5186,20,36,129,20,129,0,False
222,Maim and Mend III,0,5187,30,36,129,30,129,0,False
223,Maim and Mend IV,0,5188,40,36,129,40,129,0,False
224,Maim and Mend V,0,5189,50,36,129,50,129,0,False
225,Enhanced Stealth X,0,0,74,0,0,0,0,0,False
226,Enhanced Stealth XI,0,0,77,0,0,0,0,0,False
227,Enhanced Stealth XII,0,0,80,0,0,0,0,0,False
228,Enhanced Stealth X,0,0,74,0,0,0,0,0,False
229,Enhanced Stealth XI,0,0,77,0,0,0,0,0,False
230,Enhanced Stealth XII,0,0,80,0,0,0,0,0,False
231,Enhanced Stealth X,0,0,74,0,0,0,0,0,False
232,Enhanced Stealth XI,0,0,77,0,0,0,0,0,False
233,Enhanced Stealth XII,0,0,80,0,0,0,0,0,False
234,Gulleye VIII,0,0,75,0,0,0,0,0,False
235,Gulleye IX,0,0,80,0,0,0,0,0,False
236,Enhanced GP Regeneration II,0,5449,2,16,17,80,17,0,False
237,Enhanced GP Regeneration II,0,5474,2,17,18,80,18,0,False
238,Enhanced GP Regeneration II,0,5496,2,18,19,80,19,0,False
239,Enhanced GP Regeneration III,0,5441,3,16,17,83,17,0,False
240,Enhanced GP Regeneration III,0,5466,3,17,18,83,18,0,False
241,Enhanced GP Regeneration III,0,5486,3,18,19,83,19,0,False
242,Enhanced Solid Reason,0,5442,50,16,17,90,17,0,False
243,Enhanced Ageless Words,0,5467,50,17,18,90,18,0,False
244,Angler's Art,0,5485,0,18,19,15,19,0,False
245,Deep Meditation II,0,5238,100,20,21,74,21,0,False
246,Chivalry,0,5212,0,19,20,58,20,0,False
247,Lance Mastery,0,5284,0,22,23,76,23,0,False
248,,0,0,0,0,0,0,0,0,False
249,The Beast Within,66586,5261,0,21,22,35,22,0,False
250,Enhanced Kassatsu,0,5414,0,30,92,76,92,0,False
251,Increased Action Damage,0,6351,10,38,150,50,150,0,False
252,Fourfold Fantasy,0,6352,0,38,150,30,150,0,False
253,Increased Action Damage II,0,6353,20,38,150,60,150,0,False
254,Enhanced En Avant,0,6354,2,38,150,68,150,0,False
255,Esprit,0,6355,0,38,150,76,150,0,False
256,Enhanced En Avant II,0,6356,3,38,150,78,150,0,False
257,Cartridge Charge,0,6301,0,37,149,30,149,0,False
258,Enhanced Brutal Shell,0,6302,0,37,149,52,149,0,False
259,Danger Zone Mastery,0,6303,0,37,149,80,149,0,False
260,Rage of Halone Mastery,67573,5213,0,19,20,60,20,0,False
261,Enhanced Prominence,0,5214,0,19,20,72,20,0,False
262,Enhanced Sheltron,0,5215,0,19,20,74,20,0,False
263,Enhanced Requiescat,0,5216,0,19,20,80,20,0,False
264,Sword Oath,0,5217,0,19,20,76,20,0,False
265,Inner Beast Mastery,66124,5262,0,21,22,54,22,0,False
266,Steel Cyclone Mastery,66137,5263,0,21,22,60,22,0,False
267,Nascent Chaos,0,5264,0,21,22,72,22,0,False
268,Mastering the Beast,0,5265,0,21,22,74,22,0,False
269,Enhanced Thrill of Battle,0,5258,0,21,22,78,22,0,False
270,,0,0,0,0,0,0,0,0,False
271,Darkside Mastery,0,6062,0,32,98,74,98,0,False
272,Enhanced Plunge,0,6063,2,0,0,0,0,0,False
273,Riddle of Wind,0,0,0,0,0,0,0,0,False
274,Enhanced Fists of Fire,0,5237,0,0,0,0,0,0,False
275,Jump Mastery,0,5286,0,22,23,74,23,0,False
276,Life of the Dragon Mastery,0,5287,0,0,0,0,0,0,False
277,Enhanced Iaijutsu,0,6153,0,34,111,74,111,0,False
278,Enhanced Fugetsu and Fuka,0,6154,0,34,111,78,111,0,False
279,Enhanced Shukuchi II,0,5415,2,30,92,74,92,0,False
280,Shukiho II,0,5416,0,30,92,78,92,0,False
281,,0,0,0,0,0,0,0,0,False
282,Straight Shot Mastery,68430,5311,0,23,24,70,24,0,False
283,Enhanced Quick Nock,0,5304,0,5,50,25,50,0,False
284,Bite Mastery II,0,5312,0,23,24,76,24,0,False
285,Heavy Shot Mastery,0,5306,0,23,24,76,24,0,False
286,Enhanced Army's Paeon,0,5314,0,23,24,78,24,0,False
287,Soul Voice,0,5315,0,23,24,80,24,0,False
288,Split Shot Mastery,67243,6010,0,31,96,54,96,0,False
289,Slug Shot Mastery,67248,6011,0,31,96,60,96,0,False
290,Clean Shot Mastery,0,6012,0,31,96,64,96,0,False
291,Hot Shot Mastery,0,6016,0,31,96,76,96,0,False
292,Charged Action Mastery,0,6013,3,31,96,74,96,0,False
293,Enhanced Wildfire,0,6014,0,31,96,78,96,0,False
294,Promotion,0,6015,0,31,96,80,96,0,False
295,Umbral Heart,0,5656,0,25,26,58,26,0,False
296,Aspect Mastery,0,5362,0,7,55,1,55,0,False
297,Enhanced Polyglot,0,5363,0,25,26,80,26,0,False
298,Enhanced Dreadwyrm Trance II,0,5676,0,0,0,0,0,0,False
299,Enhanced Egi Assault,0,5677,0,0,0,0,0,0,False
300,Enhanced Tri-disaster,0,5678,0,0,0,0,0,0,False
301,Enhanced Bane,0,5679,0,0,0,0,0,0,False
302,Enhanced Firebird Trance,0,5680,0,0,0,0,0,0,False
303,Scatter Mastery,0,6207,0,35,112,66,112,0,False
304,Enhanced Displacement,0,6204,0,35,112,72,112,0,False
305,Enhanced Manafication,0,6205,-100,0,0,0,0,0,False
306,Red Magic Mastery,0,6206,-100,35,112,74,112,0,False
307,Aero Mastery II,0,5339,0,24,25,72,25,0,False
308,Stone Mastery IV,0,5340,0,24,25,72,25,0,False
309,Transcendent Afflatus,0,5341,0,24,25,74,25,0,False
310,Enhanced Asylum,0,5342,0,24,25,78,25,0,False
311,Corruption Mastery II,0,5701,0,28,29,72,29,0,False
312,Broil Mastery III,0,5702,0,28,29,72,29,0,False
313,Enhanced Sacred Soil,0,5703,0,28,29,78,29,0,False
314,Combust Mastery II,0,6112,0,33,99,72,99,0,False
315,Malefic Mastery III,0,6113,0,33,99,72,99,0,False
316,Enhanced Essential Dignity,0,6114,2,33,99,78,99,0,False
317,Tank Mastery,0,5190,-20,1,38,1,38,0,False
318,Tank Mastery,0,5190,-20,3,44,1,44,0,False
319,Tank Mastery,0,5190,-20,32,98,1,98,0,False
320,Tank Mastery,0,5190,-20,37,149,1,149,0,False
321,Enhanced Sharpcast,0,5364,-300,0,0,0,0,0,False
322,Enhanced Enochian II,0,5365,10,25,26,78,26,0,False
323,,0,0,0,0,0,0,0,0,False
324,Corruption Mastery,0,5376,0,28,29,26,29,0,False
325,One with the Mountain,0,5427,0,16,17,60,17,0,False
326,One with the Forest,0,5452,0,17,18,60,18,0,False
327,One with the Ocean,68458,5476,0,18,19,70,19,0,False
328,Auto Sneak,0,5428,0,16,17,27,17,0,False
329,Auto Sneak,0,5453,0,17,18,27,18,0,False
330,Auto Sneak,0,5477,0,18,19,27,19,0,False
331,Enhanced Twelve's Bounty III,0,5440,0,16,17,71,17,0,False
332,Enhanced Twelve's Bounty III,0,5465,0,17,18,71,18,0,False
333,Bountiful Yield Mastery,68093,5429,0,16,17,68,17,0,False
334,Unearth Mastery,0,0,0,0,0,0,0,0,False
335,Impulsive Appraisal Mastery,0,0,0,0,0,0,0,0,False
336,Bountiful Harvest Mastery,68159,5454,0,17,18,68,18,0,False
337,Leaf Turn Mastery,0,0,0,0,0,0,0,0,False
338,Impulsive Appraisal Mastery,0,0,0,0,0,0,0,0,False
339,Basic Synthesis Mastery,0,6979,0,8,9,31,9,0,False
340,Basic Synthesis Mastery,0,6980,0,9,10,31,10,0,False
341,Basic Synthesis Mastery,0,6981,0,10,11,31,11,0,False
342,Basic Synthesis Mastery,0,6982,0,11,12,31,12,0,False
343,Basic Synthesis Mastery,0,6983,0,12,13,31,13,0,False
344,Basic Synthesis Mastery,0,6984,0,13,14,31,14,0,False
345,Basic Synthesis Mastery,0,6985,0,14,15,31,15,0,False
346,Basic Synthesis Mastery,0,6986,0,15,16,31,16,0,False
347,Rapid Synthesis Mastery,0,6978,0,8,9,63,9,0,False
348,Rapid Synthesis Mastery,0,6978,0,9,10,63,10,0,False
349,Rapid Synthesis Mastery,0,6978,0,10,11,63,11,0,False
350,Rapid Synthesis Mastery,0,6978,0,11,12,63,12,0,False
351,Rapid Synthesis Mastery,0,6978,0,12,13,63,13,0,False
352,Rapid Synthesis Mastery,0,6978,0,13,14,63,14,0,False
353,Rapid Synthesis Mastery,0,6978,0,14,15,63,15,0,False
354,Rapid Synthesis Mastery,0,6978,0,15,16,63,16,0,False
355,Enhanced Outburst,0,5681,0,0,0,0,0,0,False
356,Practice Makes Perfect,0,6987,0,8,9,15,9,1,False
357,Practice Makes Perfect,0,6987,0,9,10,15,10,1,False
358,Practice Makes Perfect,0,6987,0,10,11,15,11,1,False
359,Practice Makes Perfect,0,6987,0,11,12,15,12,1,False
360,Practice Makes Perfect,0,6987,0,12,13,15,13,1,False
361,Practice Makes Perfect,0,6987,0,13,14,15,14,1,False
362,Practice Makes Perfect,0,6987,0,14,15,15,15,1,False
363,Practice Makes Perfect,0,6987,0,15,16,15,16,1,False
364,Greased Lightning,0,5239,0,2,41,1,41,0,False
365,Enhanced Greased Lightning,0,5230,0,2,41,20,41,0,False
366,Enhanced Greased Lightning II,0,5231,0,20,21,40,21,0,False
367,Enhanced Greased Lightning III,0,5240,0,20,21,76,21,0,False
368,Maim and Mend,0,5185,10,40,181,20,181,0,False
369,Maim and Mend II,0,5186,30,40,181,40,181,0,False
370,Addersgall,0,6451,0,40,181,45,181,0,False
371,Somanoutic Oath,0,6452,0,40,181,54,181,0,False
372,Somanoutic Oath II,0,6453,0,40,181,64,181,0,False
373,Addersting,0,6454,0,40,181,66,181,0,False
374,Offensive Magic Mastery,0,6455,0,40,181,72,181,0,False
375,Enhanced Kerachole,0,6456,0,40,181,78,181,0,False
376,Offensive Magic Mastery II,0,6457,0,40,181,82,181,0,False
377,Enhanced Healing Magic,0,6826,0,40,181,85,181,0,False
378,Enhanced Zoe,0,6458,-300,40,181,88,181,0,False
379,Soul Gauge,0,6401,0,39,180,50,180,0,False
380,Melee Mastery,0,6801,0,39,180,60,180,0,False
381,Enhanced Avatar,0,6403,0,39,180,70,180,0,False
382,Hellsgate,0,6404,0,39,180,74,180,0,False
383,Tempered Soul,0,6405,2,39,180,78,180,0,False
384,Shroud Gauge,69614,6406,0,39,180,80,180,0,False
385,Enhanced Arcane Crest,0,6407,0,39,180,84,180,0,False
386,Void Soul,0,6408,0,39,180,86,180,0,False
387,Enhanced Arcane Circle,0,6409,0,39,180,88,180,0,False
388,Inner Quiet,0,6988,0,8,9,11,9,0,False
389,Inner Quiet,0,6988,0,9,10,11,10,0,False
390,Inner Quiet,0,6988,0,10,11,11,11,0,False
391,Inner Quiet,0,6988,0,11,12,11,12,0,False
392,Inner Quiet,0,6988,0,12,13,11,13,0,False
393,Inner Quiet,0,6988,0,13,14,11,14,0,False
394,Inner Quiet,0,6988,0,14,15,11,15,0,False
395,Inner Quiet,0,6988,0,15,16,11,16,0,False
396,Careful Synthesis Mastery,0,6989,0,8,9,82,9,0,False
397,Careful Synthesis Mastery,0,6989,0,9,10,82,10,0,False
398,Careful Synthesis Mastery,0,6989,0,10,11,82,11,0,False
399,Careful Synthesis Mastery,0,6989,0,11,12,82,12,0,False
400,Careful Synthesis Mastery,0,6989,0,12,13,82,13,0,False
401,Careful Synthesis Mastery,0,6989,0,13,14,82,14,0,False
402,Careful Synthesis Mastery,0,6989,0,14,15,82,15,0,False
403,Careful Synthesis Mastery,0,6989,0,15,16,82,16,0,False
404,Groundwork Mastery,0,6990,0,8,9,86,9,0,False
405,Groundwork Mastery,0,6991,0,9,10,86,10,0,False
406,Groundwork Mastery,0,6992,0,10,11,86,11,0,False
407,Groundwork Mastery,0,6993,0,11,12,86,12,0,False
408,Groundwork Mastery,0,6994,0,12,13,86,13,0,False
409,Groundwork Mastery,0,6995,0,13,14,86,14,0,False
410,Groundwork Mastery,0,6996,0,14,15,86,15,0,False
411,Groundwork Mastery,0,6997,0,15,16,86,16,0,False
412,Sheltron Mastery,0,5218,0,19,20,82,20,0,False
413,Enhanced Intervention,0,5219,0,19,20,82,20,0,False
414,Divine Magic Mastery II,0,5220,0,19,20,84,20,0,False
415,Spirits Within Mastery,0,5221,0,19,20,86,20,0,False
416,Enhanced Divine Veil,0,5222,0,19,20,88,20,0,False
417,Enhanced Shake It Off,0,5266,0,21,22,76,22,0,False
418,Raw Intuition Mastery,0,5267,0,21,22,82,22,0,False
419,Enhanced Nascent Flash,0,5268,0,21,22,82,22,0,False
420,Enhanced Equilibrium,0,5269,0,21,22,84,22,0,False
421,Enhanced Onslaught,0,5270,3,21,22,88,22,0,False
422,Enhanced Unmend,0,6064,0,32,98,84,98,0,False
423,Enhanced Living Shadow II,0,6066,0,32,98,90,98,0,False
424,Heart of Stone Mastery,0,6304,0,37,149,82,149,0,False
425,Enhanced Aurora,0,6305,2,37,149,84,149,0,False
426,Enhanced Continuation,0,6306,0,37,149,86,149,0,False
427,Cartridge Charge II,0,6307,0,37,149,88,149,0,False
428,Steel Peak Mastery,67564,5241,0,20,21,54,21,0,False
429,Howling Fist Mastery,0,5242,0,20,21,74,21,0,False
430,Arm of the Destroyer Mastery,0,5243,0,20,21,82,21,0,False
431,Enhanced Thunderclap,0,5244,3,20,21,84,21,0,False
432,Enhanced Brotherhood,0,5245,0,20,21,88,21,0,False
433,Enhanced Perfect Balance,67567,5246,0,20,21,60,21,0,False
434,Enhanced Jump,67228,5294,0,22,23,54,23,0,False
435,Enhanced Coerthan Torment,0,5290,0,22,23,82,23,0,False
436,Enhanced Spineshatter Dive,0,5291,2,0,0,0,0,0,False
437,Lance Mastery II,0,5288,0,22,23,86,23,0,False
438,Enhanced Life Surge,0,5277,2,22,23,88,23,0,False
439,Shukiho III,0,5417,0,30,92,84,92,0,False
440,Enhanced Meisui,0,5418,0,30,92,88,92,0,False
441,Enhanced Raiton,0,5419,0,30,92,90,92,0,False
442,Enhanced Tsubame-gaeshi,0,6155,0,0,0,0,0,0,False
443,Enhanced Meikyo Shisui,0,6156,2,34,111,76,111,0,False
444,Quick Nock Mastery,0,5316,0,23,24,82,24,0,False
445,Enhanced Bloodletter,0,5317,3,23,24,84,24,0,False
