#,Name,Unknown0,StampIcon,Unknown1,Category,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
31,Triple Triad: ★★,0,230112,1,4,0,2,10,True,False,False
32,Triple Triad: ★★★,0,230113,1,4,0,3,10,True,False,False
33,Triple Triad: ★★★★,0,230114,1,4,0,4,10,True,False,False
34,Triple Triad: ★★★★★,0,230115,1,4,0,5,10,True,False,False
35,Triple Triad: 1,0,230120,1,4,0,12,10,True,False,False
36,Triple Triad: 2,0,230121,1,4,0,13,10,True,False,False
37,Triple Triad: 3,0,230122,1,4,0,14,10,True,False,False
38,Triple Triad: 4,0,230123,1,4,0,15,10,True,False,False
39,Triple Triad: 5,0,230124,1,4,0,16,10,True,False,False
40,Triple Triad: 6,0,230125,1,4,0,17,10,True,False,False
41,Triple Triad: 7,0,230126,1,4,0,18,10,True,False,False
42,Triple Triad: 8,0,230127,1,4,0,19,10,True,False,False
43,Triple Triad: 9,0,230128,1,4,0,20,10,True,False,False
44,Triple Triad: A,0,230129,1,4,0,21,10,True,False,False
45,Triple Triad: 0,0,230119,1,4,0,11,10,True,False,False
46,Sharlayan Flag,0,230711,1,6,0,11,10,True,False,False
47,Hannish Flag,0,230713,1,6,0,12,10,True,False,False
48,Garlean Flag,0,230712,1,6,0,13,10,True,False,False
49,Tuliyollal Flag,0,230714,1,6,0,14,10,True,False,False
50,Gridanian Flag,0,230701,1,6,0,2,10,True,False,False
51,Lominsan Flag,0,230702,1,6,0,1,10,True,False,False
52,Ul'dahn Flag,0,230703,1,6,0,3,10,True,False,False
53,Ishgardian Flag,0,230704,1,6,0,4,10,True,False,False
54,Ala Mhigan Flag,0,230705,1,6,0,5,10,True,False,False
55,Kugane Flag,0,230706,1,6,0,6,10,True,False,False
56,Doman Flag,0,230707,1,6,0,7,10,True,False,False
57,Crystarium Flag,0,230708,1,6,0,8,10,True,False,False
58,Eulmoran Flag,0,230709,1,6,0,9,10,True,False,False
59,Bozjan Flag,0,230710,1,6,0,10,10,True,False,False
60,Straight Face,0,230626,1,3,0,1,10,True,True,True
61,Smile,0,230627,1,3,0,2,10,True,True,True
62,Grin,0,230628,1,3,0,3,10,True,True,True
63,Wink,0,230629,1,3,0,4,10,True,True,True
64,,0,0,0,0,0,0,0,False,False,False
65,Smirk,0,230631,1,3,0,5,10,True,True,True
66,Taunt,0,230632,1,3,0,6,10,True,True,True
67,Shut Eyes,0,230633,1,3,0,7,10,True,True,True
68,Amazed,0,230634,1,3,0,8,10,True,True,True
69,Alert,0,230635,1,3,0,9,10,True,True,True
70,Pucker Up,0,230636,1,3,0,10,10,True,True,True
71,Concentrate,0,230637,1,3,0,11,10,True,True,True
72,Mild,0,230638,1,3,0,12,10,True,True,True
73,Beam,0,230639,1,3,0,13,10,True,True,True
74,Big Grin,0,230640,1,3,0,14,10,True,True,True
75,Reflect,0,230641,1,3,0,15,10,True,True,True
76,,0,0,0,0,0,0,0,False,False,False
77,,0,0,0,0,0,0,0,False,False,False
78,,0,0,0,0,0,0,0,False,False,False
79,,0,0,0,0,0,0,0,False,False,False
80,,0,0,0,0,0,0,0,False,False,False
81,,0,0,0,0,0,0,0,False,False,False
82,,0,0,0,0,0,0,0,False,False,False
83,,0,0,0,0,0,0,0,False,False,False
84,,0,0,0,0,0,0,0,False,False,False
85,,0,0,0,0,0,0,0,False,False,False
86,,0,0,0,0,0,0,0,False,False,False
87,,0,0,0,0,0,0,0,False,False,False
88,,0,0,0,0,0,0,0,False,False,False
89,,0,0,0,0,0,0,0,False,False,False
90,Exclamation Mark,0,230401,1,7,0,1,10,True,False,False
91,Question Mark,0,230402,1,7,0,2,10,True,False,False
92,Interrobang 1,0,230403,1,7,0,3,10,True,False,False
93,Interrobang 2,0,230404,1,7,0,4,10,True,False,False
94,Ellipsis,0,230405,1,7,0,5,10,True,False,False
95,,0,0,0,0,0,0,0,False,False,False
96,,0,0,0,0,0,0,0,False,False,False
97,,0,0,0,0,0,0,0,False,False,False
98,,0,0,0,0,0,0,0,False,False,False
99,,0,0,0,0,0,0,0,False,False,False
100,Next Opponent! 1,70501,230791,2,10,0,204,1,True,False,False
101,Next Opponent! 2,70830,230792,2,10,0,205,1,True,False,False
102,Perfect Groove,70830,128404,2,10,0,206,1,False,False,False
103,Monster Hunter WIlds: Quest Accepted,70910,180186,2,29,0,207,1,False,False,False
104,Monster Hunter WIlds: Begin Quest,70910,180187,2,29,0,208,1,False,False,False
105,Monster Hunter WIlds: Quest Complete,70910,180188,2,29,0,209,1,False,False,False
106,,0,0,0,0,0,0,0,False,False,False
107,,0,0,0,0,0,0,0,False,False,False
108,,0,0,0,0,0,0,0,False,False,False
109,,0,0,0,0,0,0,0,False,False,False
110,Standard Bubble,0,230101,1,2,0,1,10,True,True,True
111,Thought Bubble,0,230102,1,2,0,2,10,True,True,True
112,Loud Bubble,0,230103,1,2,0,3,10,True,True,True
113,,0,0,0,0,0,0,0,False,False,False
114,,0,0,0,0,0,0,0,False,False,False
115,,0,0,0,0,0,0,0,False,False,False
116,,0,0,0,0,0,0,0,False,False,False
117,Birthday: 0,0,230131,0,28,0,1,10,True,False,False
118,Birthday: 1,0,230132,0,28,0,2,10,True,False,False
119,Birthday: 2,0,230133,0,28,0,3,10,True,False,False
120,Birthday: 3,0,230134,0,28,0,4,10,True,False,False
121,Birthday: 4,0,230135,0,28,0,5,10,True,False,False
122,Birthday: 5,0,230136,0,28,0,6,10,True,False,False
123,Birthday: 6,0,230137,0,28,0,7,10,True,False,False
124,Birthday: 7,0,230138,0,28,0,8,10,True,False,False
125,Birthday: 8,0,230139,0,28,0,9,10,True,False,False
126,Birthday: 9,0,230140,0,28,0,10,10,True,False,False
127,Birthday: Moogle,0,230141,0,28,0,11,10,True,True,True
128,Birthday: Crown,0,230142,0,28,0,12,10,True,True,True
129,Birthday: Balloon,0,230143,0,28,0,13,10,True,True,True
130,Sparkle 1 ,0,230201,1,9,0,2,10,True,True,True
131,Heart ,0,230202,1,9,0,43,10,True,True,True
132,Flare ,0,230203,1,9,0,21,10,True,True,True
133,Footprint ,0,230204,1,9,0,61,10,True,True,True
134,Sparkle 1 ,0,230301,1,9,0,1,10,True,True,True
135,Sunglasses,0,230302,1,9,0,110,10,True,True,True
136,Heart ,0,230303,1,9,0,42,10,True,True,True
137,Flare ,0,230304,1,9,0,20,10,True,True,True
138,Lips,0,230305,1,9,0,111,10,True,True,True
139,Footprint ,0,230306,1,9,0,60,10,True,True,True
140,Arrow,0,230307,1,9,0,100,10,True,True,True
141,Triangle ,0,230210,1,9,0,31,10,True,True,True
142,Square ,0,230211,1,9,0,33,10,True,True,True
143,Pentagon ,0,230209,1,9,0,35,10,True,True,True
144,Flower ,0,230205,1,9,0,45,10,True,True,True
145,Bokeh ,0,230208,1,9,0,41,10,True,True,True
146,Musical Note 1 ,0,230206,1,9,0,51,10,True,True,True
147,Musical Note 2 ,0,230207,1,9,0,52,10,True,True,True
148,Musical Note ,0,230309,1,9,0,50,10,True,True,True
149,Triangle ,0,230312,1,9,0,30,10,True,True,True
150,Square ,0,230313,1,9,0,32,10,True,True,True
151,Pentagon ,0,230311,1,9,0,34,10,True,True,True
152,Flower ,0,230308,1,9,0,44,10,True,True,True
153,Bokeh ,0,230310,1,9,0,40,10,True,True,True
154,Sparkle 2 ,0,230314,1,9,0,3,10,True,True,True
155,Sparkle 2 ,0,230212,1,9,0,4,10,True,True,True
156,Sparkle 3 ,0,230315,1,9,0,5,10,True,True,True
157,Sparkle 3 ,0,230213,1,9,0,6,10,True,True,True
158,Sparkle 4 ,0,230316,1,9,0,7,10,True,True,True
159,Sparkle 4 ,0,230214,1,9,0,8,10,True,True,True
160,Star,0,230215,1,9,0,53,10,True,True,True
161,Confetti,0,230317,1,9,0,90,10,True,True,True
162,,0,0,0,0,0,0,0,False,False,False
163,,0,0,0,0,0,0,0,False,False,False
164,,0,0,0,0,0,0,0,False,False,False
165,,0,0,0,0,0,0,0,False,False,False
166,,0,0,0,0,0,0,0,False,False,False
167,,0,0,0,0,0,0,0,False,False,False
168,,0,0,0,0,0,0,0,False,False,False
169,,0,0,0,0,0,0,0,False,False,False
170,Meat Miq'abob,0,230501,1,8,0,1,10,True,True,True
171,Antelope Steak,0,230502,1,8,0,2,10,True,True,True
172,Dodo Omelette,0,230503,1,8,0,3,10,True,True,True
173,Fried Egg,0,230504,1,8,0,4,10,True,True,True
174,Grilled Trout,0,230505,1,8,0,5,10,True,True,True
175,Tuna Miq'abob,0,230506,1,8,0,6,10,True,True,True
176,Parsnip Salad,0,230507,1,8,0,7,10,True,True,True
177,Forest Miq'abob,0,230508,1,8,0,8,10,True,True,True
178,Flatbread,0,230509,1,8,0,9,10,True,True,True
179,Dark Pretzel,0,230510,1,8,0,10,10,True,True,True
180,Knight's Bread,0,230511,1,8,0,11,10,True,True,True
181,Finger Sandwich,0,230512,1,8,0,12,10,True,True,True
182,Apple Tart,0,230513,1,8,0,13,10,True,True,True
183,Pea Soup,0,230514,1,8,0,14,10,True,True,True
184,Ginger Cookie,0,230515,1,8,0,15,10,True,True,True
185,Heart Chocolate,0,230516,1,8,0,16,10,True,True,True
186,Pumpkin Cookie,0,230517,1,8,0,17,10,True,True,True
187,Orange Juice,0,230518,1,8,0,18,10,True,True,True
188,Mulled Tea,0,230519,1,8,0,19,10,True,True,True
189,Battered Fish,0,230520,1,8,0,20,10,True,True,True
190,Ishgardian Muffin,0,230521,1,8,0,21,10,True,True,True
191,Baguette,0,230522,1,8,0,22,10,True,True,True
192,,0,0,0,0,0,0,0,False,False,False
193,,0,0,0,0,0,0,0,False,False,False
194,,0,0,0,0,0,0,0,False,False,False
195,,0,0,0,0,0,0,0,False,False,False
196,,0,0,0,0,0,0,0,False,False,False
197,,0,0,0,0,0,0,0,False,False,False
198,,0,0,0,0,0,0,0,False,False,False
199,,0,0,0,0,0,0,0,False,False,False
200,Musical Note,70789,230318,1,30,0,1,1,True,True,True
201,Star,70789,230319,1,30,0,2,1,True,True,True
202,Glasses,70789,230320,1,30,0,3,1,True,True,True
203,Pudding,70789,230321,1,30,0,4,1,True,True,True
204,Planet,70789,230322,1,30,0,5,1,True,True,True
205,Carrot,70789,230323,1,30,0,6,1,True,True,True
206,Heart,70789,230324,1,30,0,7,1,True,True,True
207,Loporrit,70789,230325,1,30,0,8,1,True,True,True
208,Pixel Loporrit,70789,230326,1,30,0,9,1,True,True,True
209,,0,0,0,0,0,0,0,False,False,False
210,,0,0,0,0,0,0,0,False,False,False
211,,0,0,0,0,0,0,0,False,False,False
212,,0,0,0,0,0,0,0,False,False,False
213,,0,0,0,0,0,0,0,False,False,False
214,,0,0,0,0,0,0,0,False,False,False
215,,0,0,0,0,0,0,0,False,False,False
216,,0,0,0,0,0,0,0,False,False,False
217,Pink Bean,499,234899,1,1,0,1306,6,True,True,True
218,Pegwin,500,234900,1,1,0,1307,6,True,True,True
219,Torgal Pup,498,234898,1,1,0,1301,6,True,True,True
220,Wind-up Nidhogg,233,234633,1,1,0,1075,6,True,True,True
221,Mammet #001,0,234401,1,1,0,1200,10,True,True,True
222,Wayward Hatchling,0,234402,1,1,0,1,10,True,True,True
223,Cherry Bomb,0,234403,1,1,0,100,10,True,True,True
224,Baby Behemoth,0,234405,1,1,0,101,10,True,True,True
225,Morbol Seedling,0,234412,1,1,0,102,10,True,True,True
226,Dust Bunny,0,234424,1,1,0,113,10,True,True,True
227,Cactuar Cutting,0,234429,1,1,0,114,10,True,True,True
228,Smallshell,0,234430,1,1,0,115,10,True,True,True
229,Goobbue Sproutling,0,234436,1,1,0,127,10,True,True,True
230,Demon Brick,0,234439,1,1,0,129,10,True,True,True
231,Wind-up Cursor,0,234444,1,1,0,1217,10,True,True,True
232,Wind-up Qiqirn,0,234446,1,1,0,700,10,True,True,True
233,Wolf Pup,0,234450,1,1,0,116,10,True,True,True
234,Coeurl Kitten,0,234452,1,1,0,107,10,True,True,True
235,Wind-up Tonberry,0,234453,1,1,0,110,10,True,True,True
236,Magic Broom,0,234471,1,1,0,1220,10,True,True,True
237,Wind-up Moogle,0,234472,1,1,0,3,10,True,True,True
238,Nutkin,0,234487,1,1,0,401,10,True,True,True
239,Fat Cat,0,234507,1,1,0,402,10,True,True,True
240,Water Imp,0,234511,1,1,0,1302,10,True,True,True
241,Accompaniment Node,0,234542,1,1,0,1211,10,True,True,True
242,Paissa Brat,0,234558,1,1,0,142,10,True,True,True
243,Korpokkur Kid,0,234566,1,1,0,144,10,True,True,True
244,Odder Otter,0,234641,1,1,0,501,10,True,True,True
245,Wind-up Namazu,0,234653,1,1,0,701,10,True,True,True
246,Wind-up Khloe,0,234660,1,1,0,1042,10,True,True,True
247,Mameshiba,0,234667,1,1,0,410,10,True,True,True
248,The Great Serpent of Ronka,0,234737,1,1,0,417,10,True,True,True
249,Giant Beaver,0,234742,1,1,0,703,10,True,True,True
250,The Major-General,0,234775,1,1,0,508,10,True,True,True
251,Cait Sith Doll,0,234404,1,1,0,1202,10,True,True,True
252,Bluebird,0,234416,1,1,0,600,10,True,True,True
253,Fledgling Dodo,0,234432,1,1,0,117,10,True,True,True
254,Fledgling Apkallu,0,234435,1,1,0,126,10,True,True,True
255,Tender Lamb,0,234441,1,1,0,130,10,True,True,True
256,Kidragora,0,234442,1,1,0,118,10,True,True,True
257,Tight-beaked Parrot,0,234462,1,1,0,133,10,True,True,True
258,Wind-up Succubus,0,234475,1,1,0,135,10,True,True,True
259,Wind-up Gilgamesh,0,234476,1,1,0,1070,10,True,True,True
260,Onion Prince,0,234477,1,1,0,119,10,True,True,True
261,Eggplant Knight,0,234478,1,1,0,120,10,True,True,True
262,Garlic Jester,0,234479,1,1,0,121,10,True,True,True
263,Tomato King,0,234480,1,1,0,122,10,True,True,True
264,Mandragora Queen,0,234481,1,1,0,123,10,True,True,True
265,Wind-up Ultros,0,234504,1,1,0,1072,10,True,True,True
266,Enkidu,0,234521,1,1,0,1071,10,True,True,True
267,Atrophied Atomos,0,234529,1,1,0,139,10,True,True,True
268,Gaelikitten,0,234532,1,1,0,140,10,True,True,True
269,Lesser Panda,0,234534,1,1,0,404,10,True,True,True
270,Penguin Prince,0,234564,1,1,0,604,10,True,True,True
271,Piggy,0,234600,1,1,0,1303,10,True,True,True
272,Shaggy Shoat,0,234616,1,1,0,155,10,True,True,True
273,Road Sparrow,0,234647,1,1,0,605,10,True,True,True
274,Wind-up Chimera,0,234655,1,1,0,1205,10,True,True,True
275,Yukinko Snowflake,0,234719,1,1,0,158,10,True,True,True
276,Fox Kit,0,234642,1,1,0,407,10,True,True,True
277,Shoebill,0,234749,1,1,0,606,10,True,True,True
278,Bacon Bits,0,234753,1,1,0,160,10,True,True,True
279,Sand Fox,0,234787,1,1,0,421,10,True,True,True
280,Much-coveted Mora,0,234796,1,1,0,510,10,True,True,True
281,Heavy Hatchling,0,234506,1,1,0,2,10,True,True,True
282,Slime Puddle,0,234451,1,1,0,131,10,True,True,True
283,Baby Opo-opo,0,234470,1,1,0,134,10,True,True,True
284,Littlefoot,0,234508,1,1,0,137,10,True,True,True
285,Shalloweye,0,234563,1,1,0,143,10,True,True,True
286,Morpho,0,234579,1,1,0,150,10,True,True,True
287,Poro Roggo,0,234580,1,1,0,151,10,True,True,True
288,Drippy,0,234805,1,1,0,162,10,True,True,True
289,Bom Boko,0,234646,1,1,0,409,10,True,True,True
290,Hedgehoglet,0,234730,1,1,0,415,10,True,True,True
291,Pterosquirrel,0,234862,1,1,0,429,10,True,True,True
292,Ghido,0,234658,1,1,0,502,10,True,True,True
293,Salt & Pepper Seal,0,234672,1,1,0,503,10,True,True,True
294,Axolotl Eft,0,234673,1,1,0,504,10,True,True,True
295,Bitty Duckbill,0,234740,1,1,0,506,10,True,True,True
296,Ugly Duckling,0,234531,1,1,0,602,10,True,True,True
297,Byakko Cub,0,234684,1,1,0,913,10,True,True,True
298,Scarlet Peacock,0,234703,1,1,0,914,10,True,True,True
299,Seitei,0,234727,1,1,0,916,10,True,True,True
300,Wind-up Y'shtola,91,234500,1,1,0,1000,6,True,True,True
301,Wind-up Minfilia,98,234488,1,1,0,1003,6,True,True,True
302,Wind-up Thancred,99,234489,1,1,0,1004,6,True,True,True
303,Wind-up Yda,107,234501,1,1,0,1006,6,True,True,True
304,Wind-up Papalymo,108,234502,1,1,0,1008,6,True,True,True
305,Wind-up Urianger,109,234503,1,1,0,1009,6,True,True,True
306,Wind-up Alphinaud,130,234519,1,1,0,1013,6,True,True,True
307,Wind-up Alisaie,131,234520,1,1,0,1014,6,True,True,True
308,Wind-up Tataru,132,234526,1,1,0,1016,6,True,True,True
309,Wind-up Cid,133,234527,1,1,0,1018,6,True,True,True
310,Felicitous Fuzzball,0,234856,1,1,0,1208,10,True,True,True
311,Sponge Silkie,0,234863,1,1,0,200,10,True,True,True
312,Chewy,0,234848,1,1,0,430,10,True,True,True
313,Weatherproof Gaelicat,0,234784,1,1,0,141,10,True,True,True
314,Nana Bear,0,234485,1,1,0,400,10,True,True,True
315,Black Hayate,0,234733,1,1,0,411,10,True,True,True
316,Koala Joey,0,234671,1,1,0,412,10,True,True,True
317,Capybara Pup,0,234716,1,1,0,414,10,True,True,True
318,Flag,0,234822,1,1,0,423,10,True,True,True
319,Corgi,0,234867,1,1,0,431,10,True,True,True
320,Silver Dasher,0,234771,1,1,0,607,10,True,True,True
321,Greener Gleaner,0,234838,1,1,0,167,10,True,True,True
322,Wind-up Arkasodara,444,234844,1,1,0,800,6,True,True,True
323,Wind-up Grebuloff,439,234839,1,1,0,704,6,True,True,True
324,Findingway,472,234872,1,1,0,705,6,True,True,True
325,Optimus Omicron,425,234825,1,1,0,1213,6,True,True,True
326,Wind-up Omega-M,344,234744,1,1,0,301,6,True,True,True
327,Wind-up Omega-F,345,234745,1,1,0,302,6,True,True,True
328,OMG,305,234705,1,1,0,300,6,True,True,True
329,Wind-up Alpha,304,234704,1,1,0,1077,6,True,True,True
330,Wind-up Krile,192,234605,1,1,0,1019,6,True,True,True
331,Wind-up Moenbryda,224,234624,1,1,0,1021,6,True,True,True
332,Wind-up Gentleman,21,234515,1,1,0,1022,6,True,True,True
333,Wind-up Nanamo,84,234499,1,1,0,1028,6,True,True,True
334,Wind-up Haurchefant,173,234568,1,1,0,1032,6,True,True,True
335,Wind-up Aymeric,193,234606,1,1,0,1034,6,True,True,True
336,Wind-up Estinien,228,234628,1,1,0,1036,6,True,True,True
337,Wind-up Nero tol Scaeva,174,234575,1,1,0,1033,6,True,True,True
338,Wind-up Raubahn,71,234555,1,1,0,1026,6,True,True,True
339,Wind-up Kan-E,71,234553,1,1,0,1025,6,True,True,True
340,Wind-up Merlwyb,71,234554,1,1,0,1024,6,True,True,True
341,Private Pachypodium,0,234873,1,1,0,124,10,True,True,True
342,Shiromaru,0,234886,1,1,0,433,10,True,True,True
343,Kuromaru,0,234890,1,1,0,434,10,True,True,True
344,Private Moai,0,234678,1,1,0,1223,10,True,True,True
345,Wind-up Azeyma,451,234851,1,1,0,308,6,True,True,True
346,Wind-up Halone,474,234874,1,1,0,309,6,True,True,True
347,Wind-up Oschon,494,234894,1,1,0,310,6,True,True,True
348,Gravel Golem,0,234419,1,1,0,109,10,True,True,True
349,Mummy's Little Mummy,0,234509,1,1,0,138,10,True,True,True
350,Fenrir Pup,0,234582,1,1,0,152,10,True,True,True
351,Little Leannan,0,234761,1,1,0,161,10,True,True,True
352,Dwarf Rabbit,0,234609,1,1,0,406,10,True,True,True
353,Meerkat,0,234756,1,1,0,420,10,True,True,True
354,Assassin Fry,0,234510,1,1,0,500,10,True,True,True
355,Owlet,0,234530,1,1,0,601,10,True,True,True
356,Hunting Hawk,0,234562,1,1,0,603,10,True,True,True
357,Blue-footed Booby,0,234853,1,1,0,609,10,True,True,True
358,Dress-up Y'shtola,177,234596,1,1,0,1001,6,True,True,True
359,Dress-up Thancred,217,234617,1,1,0,1005,6,True,True,True
360,Wind-up Louisoix,118,234512,1,1,0,1011,6,True,True,True
361,Dress-up Alisaie,218,234618,1,1,0,1015,6,True,True,True
362,Wind-up Godbert,476,234876,1,1,0,1023,6,True,True,True
363,Wind-up Iceheart,145,234538,1,1,0,1029,6,True,True,True
364,Wind-up Yugiri,150,234543,1,1,0,1030,6,True,True,True
365,Wind-up Edda,219,234619,1,1,0,1035,6,True,True,True
366,Wind-up Zhloe,298,234698,1,1,0,1041,6,True,True,True
367,Wind-up G'raha Tia,306,234706,1,1,0,1048,6,True,True,True
368,Midgardsormr,119,234518,1,1,0,1073,6,True,True,True
369,Wind-up Hraesvelgr,229,234629,1,1,0,1074,6,True,True,True
370,Gridanian Style,0,230801,1,23,0,2,10,True,True,True
371,Lominsan Style,0,230802,1,23,0,1,10,True,True,True
372,Ul'dahn Style,0,230803,1,23,0,3,10,True,True,True
373,Ishgardian Style,0,230804,1,23,0,4,10,True,True,True
374,Ala Mhigan Style,0,230805,1,23,0,5,10,True,True,True
375,Kugane Style,0,230806,1,23,0,6,10,True,True,True
376,Doman Style,0,230807,1,23,0,7,10,True,True,True
377,Crystarium Style,0,230808,1,23,0,8,10,True,True,True
378,Eulmoran Style,0,230809,1,23,0,9,10,True,True,True
379,Bozjan Style,0,230810,1,23,0,10,10,True,True,True
380,Garlean Style,70000,230811,1,23,0,13,1,True,True,True
381,Sharlayan Style,70000,230812,1,23,0,11,1,True,True,True
382,Hannish Style,70000,230813,1,23,0,12,1,True,True,True
383,Tuliyollan Style,70495,230814,1,23,0,14,1,True,True,True
384,Alexandrian Style,70495,230815,1,23,0,15,1,True,True,True
385,,0,0,0,0,0,0,0,False,False,False
386,,0,0,0,0,0,0,0,False,False,False
387,,0,0,0,0,0,0,0,False,False,False
388,,0,0,0,0,0,0,0,False,False,False
389,,0,0,0,0,0,0,0,False,False,False
390,,0,0,0,0,0,0,0,False,False,False
391,,0,0,0,0,0,0,0,False,False,False
392,,0,0,0,0,0,0,0,False,False,False
393,,0,0,0,0,0,0,0,False,False,False
394,,0,0,0,0,0,0,0,False,False,False
395,,0,0,0,0,0,0,0,False,False,False
396,,0,0,0,0,0,0,0,False,False,False
397,,0,0,0,0,0,0,0,False,False,False
398,,0,0,0,0,0,0,0,False,False,False
399,,0,0,0,0,0,0,0,False,False,False
400,Potion,0,230523,1,18,0,1,10,True,True,True
401,Hi-Potion,0,230524,1,18,0,2,10,True,True,True
402,Mega-Potion,0,230525,1,18,0,3,10,True,True,True
403,Super-Potion,0,230526,1,18,0,4,10,True,True,True
404,Ether,0,230527,1,18,0,5,10,True,True,True
405,Hi-Ether,0,230528,1,18,0,6,10,True,True,True
406,Mega-Ether,0,230529,1,18,0,7,10,True,True,True
407,Super-Ether,0,230530,1,18,0,8,10,True,True,True
408,Elixir,0,230531,1,18,0,9,10,True,True,True
409,Fantasia,0,230532,1,18,0,10,10,True,True,True
410,,0,0,0,0,0,0,0,False,False,False
411,,0,0,0,0,0,0,0,False,False,False
412,,0,0,0,0,0,0,0,False,False,False
413,,0,0,0,0,0,0,0,False,False,False
414,,0,0,0,0,0,0,0,False,False,False
415,,0,0,0,0,0,0,0,False,False,False
416,,0,0,0,0,0,0,0,False,False,False
417,,0,0,0,0,0,0,0,False,False,False
418,,0,0,0,0,0,0,0,False,False,False
419,,0,0,0,0,0,0,0,False,False,False
420,,0,0,0,0,0,0,0,False,False,False
421,,0,0,0,0,0,0,0,False,False,False
422,,0,0,0,0,0,0,0,False,False,False
423,,0,0,0,0,0,0,0,False,False,False
424,,0,0,0,0,0,0,0,False,False,False
425,,0,0,0,0,0,0,0,False,False,False
426,,0,0,0,0,0,0,0,False,False,False
427,,0,0,0,0,0,0,0,False,False,False
428,,0,0,0,0,0,0,0,False,False,False
429,,0,0,0,0,0,0,0,False,False,False
430,Main Scenario Quest Available,0,230601,1,19,0,1,10,True,True,True
431,Main Scenario Quest Underway,0,230602,1,19,0,2,10,True,True,True
432,Main Scenario Quest Completed,0,230603,1,19,0,3,10,True,True,True
433,Sidequest Available,0,230604,1,19,0,4,10,True,True,True
434,Sidequest Underway,0,230605,1,19,0,5,10,True,True,True
435,Sidequest Completed,0,230606,1,19,0,6,10,True,True,True
436,Content Unlock Quest Available,0,230607,1,19,0,7,10,True,True,True
437,Content Unlock Quest Underway,0,230608,1,19,0,8,10,True,True,True
438,Content Unlock Quest Completed,0,230609,1,19,0,9,10,True,True,True
439,,0,0,0,0,0,0,0,False,False,False
440,,0,0,0,0,0,0,0,False,False,False
441,,0,0,0,0,0,0,0,False,False,False
442,Pink Blossom,0,230416,1,17,0,100,10,True,True,True
443,Blue Blossom,0,230417,1,17,0,101,10,True,True,True
444,Bandage,0,230418,1,17,0,102,10,True,True,True
445,Correct!,0,230419,1,17,0,103,10,True,True,True
446,Incorrect...,0,230420,1,17,0,104,10,True,True,True
447,Lonely Wind,0,230421,1,17,0,105,10,True,True,True
448,Dizzy Swirl,0,230422,1,17,0,106,10,True,True,True
449,Question Mark?,0,230423,1,17,0,107,10,True,True,True
450,Exclamation Point!,0,230424,1,17,0,108,10,True,True,True
451,Dazed Confusion,0,230425,1,17,0,109,10,True,True,True
452,Snoozing Sounds,0,230426,1,17,0,110,10,True,True,True
453,Explosion,0,230427,1,17,0,111,10,True,True,True
454,Bombs Away,0,230428,1,17,0,112,10,True,True,True
455,Pulsing Anger,0,230429,1,17,0,113,10,True,True,True
456,Bright Idea,0,230430,1,17,0,114,10,True,True,True
457,Affectionate Hearts,0,230431,1,17,0,115,10,True,True,True
458,Thunderous Bolts,0,230432,1,17,0,116,10,True,True,True
459,Fabulous Sparkles,0,230433,1,17,0,117,10,True,True,True
460,Chagrined Sweat,0,230415,1,17,0,1,10,True,True,True
461,Anxious Sweat,0,230406,1,17,0,2,10,True,True,True
