#,Text,String,Genre,LegacyQuestID,SortKey
131,Of Archons and Muses,,343,752,131
132,Sanguine Studies,,343,753,132
133,Secrets Unearthed,,343,754,133
134,Rustproof,,343,755,134
135,In the Name of Science,,343,761,135
136,Hearing Confession,,343,762,136
137,A Bitter Oil to Swallow,,343,763,137
138,Spores on the Brain,,343,764,138
139,Trading Tongueflaps,,343,770,139
140,Letting Out Orion's Belt,,343,771,140
141,Sour Grapes,,343,772,141
142,Sniffing Out a Profit,,343,773,142
143,The Dreamer's Gospel (Ul'dah),,343,788,143
144,The Dreamer's Dilemma (Ul'dah),,343,789,144
145,The Dreamer's Gospel (Gridania),,343,793,145
146,The Dreamer's Dilemma (Gridania),,343,794,146
147,The Heat Is On,,343,798,147
148,Impish Impositions,,343,799,148
149,Winter Is Not Coming,,343,800,149
150,Gone with the Snow,,343,801,150
151,The Dreamer's Gospel (Limsa Lominsa),,343,803,151
152,The Dreamer's Dilemma (Limsa Lominsa),,343,804,152
153,Guild Tasks,,343,808,153
154,Call of Booty,,343,809,154
155,Risky Business,,343,810,155
156,Forging the Spirit,,343,811,156
157,Joining the Spirit,,343,812,157
158,Waking the Spirit,,343,813,158
159,A Feast of Fools,,343,815,159
160,Provisioning & Supply Missions,,343,816,160
161,A Light in the Dark,,343,817,161
162,What Glitters Always Isn't Gold,,343,818,162
163,the Thousand Maws of Toto--Rak,,343,820,163
164,Dzemael Darkhold,,343,821,164
165,Aurum Vale,,343,822,165
166,Cutter's Cry,,343,823,166
167,Waste Not Want Not,,343,827,167
168,In Plain Sight,,343,828,168
169,The Ink Thief,,343,837,169
170,Private Eyes,,343,838,170
171,Mysteries of the Red Moon,,343,839,171
172,Prophecy Inspection,,343,840,172
173,Ring of Deceit,,343,847,173
174,The Usual Suspect,,343,848,174
175,Seasonal Event,,343,857,175
176,Scrambled Eggs,,343,858,176
177,Bombard Backlash,,343,859,177
178,Seasonal Event (All City-states),,343,860,178
179,Hamlet Defense,,343,861,179
180,Class is in Session,,343,862,180
181,Taming the Tempest,,343,866,181
182,A Relic Reborn,,343,867,182
183,Living on a Prayer,,343,868,183
184,"The Raven, Nevermore",,343,869,184
185,Pride and Duty (Will Take You from the Mountain),,345,1200,254
186,Embracing the Beast,,345,1201,255
187,Curious Gorge Goes to the Bazaar,,345,1202,256
188,Looking the Part,,345,1203,257
189,Proof is in the Pudding,,345,1204,258
190,How to Quit You,,345,1205,259
191,Brother from Another Mother,,345,1220,260
192,Insulted Intelligence,,345,1221,261
193,The Pursuit of Power,,345,1222,262
194,Good Vibrations,,345,1223,263
195,Five Easy Pieces,,345,1224,264
196,Return of the King...of Ruin,,345,1225,265
197,Seeds of Initiative,,345,1240,266
198,When Sheep Attack,,345,1241,267
199,Lost in Rage,,345,1242,268
200,The Wheel of Disaster,,345,1243,269
201,In Search of Succor,,345,1244,270
202,The Chorus of Cataclysm,,345,1245,271
203,Hearing Voices,,345,1260,272
204,A Time to Kill,,345,1261,273
205,International Relations,,345,1262,274
206,The Voidgate Breathes Gloomy,,345,1263,275
207,Gearing Up,,345,1264,276
208,Always Bet on Black,,345,1265,277
209,Paladin's Pledge,,345,1280,278
210,Honor Lost,,345,1281,279
211,Power Struggles,,345,1282,280
212,Poisoned Hearts,,345,1283,281
213,Parley on High Ground,,345,1284,282
214,Keeping the Oath,,345,1285,283
215,A Song of Bards and Bowmen,,345,1300,284
216,The Archer's Anthem,,345,1301,285
217,Bard's-Eye View,,345,1302,286
218,Doing It the Bard Way,,345,1303,287
219,Pieces of the Past,,345,1304,288
220,Requiem for the Fallen,,345,1305,289
221,Eye of the Dragon,,345,1320,290
222,Lance of Fury,,345,1321,291
223,Unfading Scars,,345,1322,292
224,Double Dragoon,,345,1323,293
225,Fatal Seduction,,345,1324,294
226,Into the Dragon's Maw,,345,1325,295
227,The Price of Integrity,,346,1400,185
228,Testing the Waters,,346,1401,186
229,Seals for the Whorl,,346,1402,187
230,Engineering Victory,,346,1403,188
231,An Officer and a Wise Man,,346,1404,189
232,Ceruleum Shock,,346,1405,190
233,Till Sea Swallows All,,346,1406,191
234,Imperial Devices (Limsa Lominsa),,346,1409,192
235,Into the Dark (Limsa Lominsa),,346,1410,193
236,It Kills with Fire (Limsa Lominsa),,346,1415,194
237,The Cove,,346,1416,195
238,Saving the Stead Instead,,346,1417,196
239,It's a Piece of Cake to Bake a Poison Cake,,346,1418,197
240,Kobold and the Beautiful,,346,1419,198
241,Oil Crisis,,346,1425,199
242,Alive,,346,1426,200
243,The Weakest Link,,346,1427,201
244,Deus ex Machina,,346,1428,202
245,In for Garuda Wakening (Limsa Lominsa),,346,1429,203
246,Don't Hate the Messenger (Limsa Lominsa),,346,1430,204
247,United We Stand (Limsa Lominsa),,346,1431,205
248,To Kill a Raven (Limsa Lominsa),,346,1432,206
249,"Patrol, Interrupted",,346,1433,207
250,Breaking the Seals,,346,1600,208
251,Why Did It Have to Be Snakes,,346,1601,209
252,Adders' Nest Egg,,346,1602,210
253,The Mail Must Get Through,,346,1603,211
254,Their Finest Hour,,346,1604,212
255,Appetite for Destruction,,346,1605,213
256,"Serenity, Purity, Sanctity",,346,1606,214
257,Imperial Devices (Gridania),,346,1609,215
258,Into the Dark (Gridania),,346,1610,216
259,It Kills with Fire (Gridania),,346,1615,217
260,Eternal Recurrence,,346,1616,218
261,The Pen Is Mightier than the Spear,,346,1617,219
262,Woes of the Botanist,,346,1618,220
263,Gone with the Wind,,346,1619,221
264,A Taste for Death,,346,1625,222
265,Two Vans are Better than One,,346,1626,223
266,You Don't Have the Rite,,346,1627,224
267,Shadow of the Raven,,346,1628,225
268,In for Garuda Wakening (Gridania),,346,1629,226
269,Don't Hate the Messenger (Gridania),,346,1630,227
270,United We Stand (Gridania),,346,1631,228
271,To Kill a Raven (Gridania),,346,1632,229
272,Cure for the Common Pox,,346,1633,230
273,Career Opportunities,,346,1800,231
274,Kindling a Flame,,346,1801,232
275,Burning a Hole in One's Pocket,,346,1802,233
276,Arms Race,,346,1803,234
277,Burning Man,,346,1804,235
278,Know Your Enemy,,346,1805,236
279,By Fire Reborn,,346,1806,237
280,Imperial Devices (Ul'dah),,346,1809,238
281,Into the Dark (Ul'dah),,346,1810,239
282,It Kills with Fire (Ul'dah),,346,1815,240
283,Prying Eyes,,346,1816,241
284,Different Strokes,,346,1817,242
285,A Weaver and a Mummer,,346,1818,243
286,When Alchemists Cry,,346,1819,244
287,Challenge Accepted,,346,1825,245
288,"Like Father, Like Son",,346,1826,246
289,"Gore a Lizard, Hurry",,346,1827,247
290,Careless Whispers,,346,1828,248
291,In for Garuda Wakening (Ul'dah),,346,1829,249
292,Don't Hate the Messenger (Ul'dah),,346,1830,250
293,United We Stand (Ul'dah),,346,1831,251
294,To Kill a Raven (Ul'dah),,346,1832,252
295,"Mess with the Goat, Get the Horns",,346,1833,253
