#,Path,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
67,ffxiv/manfst/manfst20008/manfst20008,0,0,0,0,0,1,1,True,False
68,ffxiv/manfst/manfst00925/manfst00925,0,0,0,0,0,1,1,True,False
69,ffxiv/subfst/subfst03510/subfst03510,0,0,0,0,0,1,1,True,False
70,ffxiv/subfst/subfst03520/subfst03520,0,0,0,0,0,1,1,True,False
71,ffxiv/subfst/subfst03530/subfst03530,0,0,0,0,0,1,1,True,False
72,ffxiv/subfst/subfst03540/subfst03540,0,0,0,0,0,1,1,True,False
73,ffxiv/clshrv/clshrv50010/clshrv50010,0,0,0,0,0,18,1,True,False
74,ffxiv/manfst/manfst20010/manfst20010,0,0,0,0,0,1,1,True,False
75,ffxiv/manfst/manfst20030/manfst20030,0,0,0,0,0,1,1,True,False
76,ffxiv/manfst/manfst20510/manfst20510,0,0,0,0,0,1,1,True,False
77,ffxiv/manfst/manfst20520/manfst20520,0,0,0,0,0,1,1,True,False
78,ffxiv/manfst/manfst20530/manfst20530,0,0,0,0,0,1,1,True,False
79,ffxiv/manfst/manfst20540/manfst20540,0,0,0,0,0,1,1,True,False
80,ffxiv/manfst/manfst20610/manfst20610,0,0,0,0,0,1,1,True,False
81,ffxiv/manfst/manfst20620/manfst20620,0,0,0,0,0,1,1,True,False
82,ffxiv/manfst/manfst20710/manfst20710,0,0,0,0,0,1,1,True,False
83,ffxiv/manfst/manfst20810/manfst20810,0,0,0,0,0,1,1,True,False
84,ffxiv/manfst/manfst20910/manfst20910,0,0,0,0,0,1,1,True,False
85,ffxiv/manfst/manfst20920/manfst20920,0,0,0,0,0,1,1,True,False
86,ffxiv/manfst/manfst20930/manfst20930,0,0,0,0,0,1,1,True,False
87,ffxiv/manfst/manfst20940/manfst20940,0,0,0,0,0,1,1,True,False
88,ffxiv/manfst/manfst20950/manfst20950,0,0,0,0,0,1,1,True,False
89,ffxiv/manfst/manfst30010/manfst30010,0,0,0,0,0,1,1,True,False
90,ffxiv/manfst/manfst30020/manfst30020,0,0,0,0,0,1,1,True,False
91,ffxiv/manfst/manfst30030/manfst30030,0,0,0,0,0,1,1,True,False
92,ffxiv/manfst/manfst30040/manfst30040,0,0,0,0,0,1,1,True,False
93,ffxiv/manfst/manfst30050/manfst30050,0,0,0,0,0,1,1,True,False
94,ffxiv/manfst/manfst30320/manfst30320,0,0,0,0,0,1,1,True,False
95,ffxiv/manfst/manfst30610/manfst30610,0,0,0,0,0,1,1,True,False
96,ffxiv/manfst/manfst30810/manfst30810,0,0,0,0,0,1,1,True,False
97,ffxiv/manfst/manfst30910/manfst30910,0,0,0,0,0,1,1,True,False
98,ffxiv/manfst/manfst31320/manfst31320,0,0,0,0,0,1,1,True,False
99,ffxiv/mansea/mansea20010/mansea20010,0,0,0,0,0,1,1,True,False
100,ffxiv/mansea/mansea20030/mansea20030,0,0,0,0,0,1,1,True,False
101,ffxiv/manwil/manwil20010/manwil20010,0,0,0,0,0,1,1,True,False
102,ffxiv/manwil/manwil20030/manwil20030,0,0,0,0,0,1,1,True,False
103,ffxiv/manfst/manfst40110/manfst40110,0,0,0,0,0,1,1,True,False
104,ffxiv/manfst/manfst40410/manfst40410,0,0,0,0,0,1,1,True,False
105,ffxiv/manfst/manfst40420/manfst40420,0,0,0,0,0,1,1,True,False
106,ffxiv/manfst/manfst40430/manfst40430,0,0,0,0,0,1,1,True,False
107,ffxiv/manfst/manfst40440/manfst40440,0,0,0,0,0,1,1,True,False
108,ffxiv/manfst/manfst40470/manfst40470,0,0,0,0,0,1,1,True,False
109,ffxiv/manfst/manfst40510/manfst40510,0,0,0,0,0,1,1,True,False
110,ffxiv/manfst/manfst40520/manfst40520,0,0,0,0,0,1,1,True,False
111,ffxiv/manfst/manfst40530/manfst40530,0,0,0,0,0,1,1,True,False
112,ffxiv/manfst/manfst40540/manfst40540,0,0,0,0,0,1,1,True,False
113,ffxiv/manfst/manfst40710/manfst40710,0,0,0,0,0,1,1,True,False
114,ffxiv/manfst/manfst40740/manfst40740,0,0,0,0,0,1,1,True,False
115,ffxiv/manfst/manfst40810/manfst40810,0,0,0,0,0,1,1,True,False
116,ffxiv/manfst/manfst40820/manfst40820,0,0,0,0,0,1,1,True,False
117,ffxiv/manfst/manfst50010/manfst50010,0,0,0,0,0,1,1,True,False
118,ffxiv/manfst/manfst50320/manfst50320,0,0,0,0,0,1,1,True,False
119,ffxiv/manfst/manfst50325/manfst50325,0,0,0,0,0,1,1,True,False
120,ffxiv/manfst/manfst50330/manfst50330,0,0,0,0,0,1,1,True,False
121,ffxiv/manfst/manfst50335/manfst50335,0,0,0,0,0,1,1,True,False
122,ffxiv/manfst/manfst50340/manfst50340,0,0,0,0,0,1,1,True,False
123,ffxiv/manfst/manfst50345/manfst50345,0,0,0,0,0,1,1,True,False
124,ffxiv/manfst/manfst50350/manfst50350,0,0,0,0,0,1,1,True,False
125,ffxiv/manfst/manfst50355/manfst50355,0,0,0,0,0,1,1,True,False
126,ffxiv/manfst/manfst50360/manfst50360,0,0,0,0,0,1,1,True,False
127,ffxiv/manfst/manfst50328/manfst50328,0,0,0,0,0,1,1,True,False
128,ffxiv/manfst/manfst60020/manfst60020,0,0,0,0,0,1,1,True,False
129,ffxiv/manfst/manfst60030/manfst60030,0,0,0,0,0,1,1,True,False
130,ffxiv/manfst/manfst60040/manfst60040,0,0,0,0,0,1,1,True,False
131,ffxiv/manfst/manfst60050/manfst60050,0,0,0,0,0,1,1,True,False
132,ffxiv/mansea/mansea00020/mansea00020,0,0,0,0,0,1,1,True,False
133,ffxiv/mansea/mansea00510/mansea00510,0,0,0,0,0,1,1,True,False
134,ffxiv/mansea/mansea00520/mansea00520,0,0,0,0,0,1,1,True,False
135,ffxiv/mansea/mansea00540/mansea00540,0,0,0,0,0,1,1,True,False
136,ffxiv/mansea/mansea00750/mansea00750,0,0,0,0,0,1,1,True,False
137,ffxiv/mansea/mansea00910/mansea00910,0,0,0,0,0,1,1,True,False
138,ffxiv/mansea/mansea05020/mansea05020,0,0,0,0,0,1,1,True,False
139,ffxiv/manwil/manwil00020/manwil00020,0,0,0,0,0,1,1,True,False
140,ffxiv/manwil/manwil00510/manwil00510,0,0,0,0,0,1,1,True,False
141,ffxiv/manwil/manwil00520/manwil00520,0,0,0,0,0,1,1,True,False
142,ffxiv/manwil/manwil00540/manwil00540,0,0,0,0,0,1,1,True,False
143,ffxiv/manwil/manwil00750/manwil00750,0,0,0,0,0,1,1,True,False
144,ffxiv/manwil/manwil00910/manwil00910,0,0,0,0,0,1,1,True,False
145,ffxiv/manwil/manwil05020/manwil05020,0,0,0,0,0,1,1,True,False
146,ffxiv/manfst/manfst05020/manfst05020,0,0,0,0,0,1,1,True,False
147,ffxiv/manfst/manfst05010/manfst05010,0,0,0,0,0,1,1,True,False
148,ffxiv/clswdk/clswdk50010/clswdk50010,0,0,0,0,0,9,1,True,False
149,ffxiv/clsfsh/clsfsh50010/clsfsh50010,0,0,0,0,0,19,1,True,False
150,ffxiv/manfst/manfst30420/manfst30420,0,0,0,0,0,1,1,True,False
151,ffxiv/manfst/manfst30025/manfst30025,0,0,0,0,0,1,1,True,False
152,ffxiv/manfst/manfst30035/manfst30035,0,0,0,0,0,1,1,True,False
153,ffxiv/manfst/manfst30045/manfst30045,0,0,0,0,0,1,1,True,False
154,ffxiv/manfst/manfst20006/manfst20006,0,0,0,0,0,1,1,True,False
155,ffxiv/manfst/manfst20020/manfst20020,0,0,0,0,0,1,1,True,False
156,ffxiv/mansea/mansea20020/mansea20020,0,0,0,0,0,1,1,True,False
157,ffxiv/manwil/manwil20020/manwil20020,0,0,0,0,0,1,1,True,False
158,ffxiv/manfst/manfst20040/manfst20040,0,0,0,0,0,1,1,True,False
159,ffxiv/mansea/mansea20040/mansea20040,0,0,0,0,0,1,1,True,False
160,ffxiv/manwil/manwil20040/manwil20040,0,0,0,0,0,1,1,True,False
161,ffxiv/manfst/manfst20630/manfst20630,0,0,0,0,0,1,1,True,False
162,ffxiv/clsgla/clsgla30020/clsgla30020,0,0,0,0,0,38,1,True,False
163,ffxiv/clspgl/clspgl05010/clspgl05010,0,0,0,0,0,41,1,True,False
164,ffxiv/clspgl/clspgl15010/clspgl15010,0,0,0,0,0,41,1,True,False
165,ffxiv/clspgl/clspgl20010/clspgl20010,0,0,0,0,0,41,1,True,False
166,ffxiv/clspgl/clspgl30010/clspgl30010,0,0,0,0,0,41,1,True,False
167,ffxiv/clspgl/clspgl30020/clspgl30020,0,0,0,0,0,41,1,True,False
168,ffxiv/clsthm/clsthm30010/clsthm30010,0,0,0,0,0,55,1,True,False
169,ffxiv/clsthm/clsthm30020/clsthm30020,0,0,0,0,0,55,1,True,False
170,ffxiv/dunfst/dunfst1d220/dunfst1d220,0,0,0,0,0,1,1,True,False
171,ffxiv/dunfst/dunfst1d230/dunfst1d230,0,0,0,0,0,1,1,True,False
172,ffxiv/dunfst/dunfst1r120/dunfst1r120,0,0,0,0,0,1,1,True,False
173,ffxiv/dunfst/dunfst1r130/dunfst1r130,0,0,0,0,0,1,1,True,False
174,ffxiv/dunsea/dunsea1d110/dunsea1d110,0,0,0,0,0,1,1,True,False
175,ffxiv/dunsea/dunsea1d120/dunsea1d120,0,0,0,0,0,1,1,True,False
176,ffxiv/dunsea/dunsea1d130/dunsea1d130,0,0,0,0,0,1,1,True,False
177,ffxiv/dunwil/dunwil1d110/dunwil1d110,0,0,0,0,0,1,1,True,False
178,ffxiv/dunwil/dunwil1d120/dunwil1d120,0,0,0,0,0,1,1,True,False
179,ffxiv/dunwil/dunwil1d130/dunwil1d130,0,0,0,0,0,1,1,True,False
180,ffxiv/dunwil/dunwil1d210/dunwil1d210,0,0,0,0,0,1,1,True,False
181,ffxiv/dunwil/dunwil1d220/dunwil1d220,0,0,0,0,0,1,1,True,False
182,ffxiv/dunwil/dunwil1d230/dunwil1d230,0,0,0,0,0,1,1,True,False
183,ffxiv/dunsea/dunsea1d210/dunsea1d210,0,0,0,0,0,1,1,True,False
184,ffxiv/dunsea/dunsea1d220/dunsea1d220,0,0,0,0,0,1,1,True,False
185,ffxiv/dunsea/dunsea1d230/dunsea1d230,0,0,0,0,0,1,1,True,False
186,ffxiv/manwil/manwil00010/manwil00010,0,0,0,0,0,1,1,True,False
187,ffxiv/manwil/manwil00030/manwil00030,0,0,0,0,0,1,1,True,False
188,ffxiv/manwil/manwil00110/manwil00110,0,0,0,0,0,1,1,True,False
189,ffxiv/subwil/subwil03510/subwil03510,0,0,0,0,0,1,1,True,False
190,ffxiv/subwil/subwil03520/subwil03520,0,0,0,0,0,1,1,True,False
191,ffxiv/subwil/subwil03530/subwil03530,0,0,0,0,0,1,1,True,False
192,ffxiv/subwil/subwil03540/subwil03540,0,0,0,0,0,1,1,True,False
193,ffxiv/manwil/manwil00710/manwil00710,0,0,0,0,0,1,1,True,False
194,ffxiv/manwil/manwil00720/manwil00720,0,0,0,0,0,1,1,True,False
195,ffxiv/manwil/manwil00730/manwil00730,0,0,0,0,0,1,1,True,False
196,ffxiv/manwil/manwil00740/manwil00740,0,0,0,0,0,1,1,True,False
197,ffxiv/manwil/manwil00745/manwil00745,0,0,0,0,0,1,1,True,False
198,ffxiv/manwil/manwil20000/manwil20000,0,0,0,0,0,1,1,True,False
199,ffxiv/manwil/manwil20004/manwil20004,0,0,0,0,0,1,1,True,False
200,ffxiv/mansea/mansea00010/mansea00010,0,0,0,0,0,1,1,True,False
201,ffxiv/mansea/mansea00030/mansea00030,0,0,0,0,0,1,1,True,False
202,ffxiv/mansea/mansea00110/mansea00110,0,0,0,0,0,1,1,True,False
203,ffxiv/subsea/subsea03510/subsea03510,0,0,0,0,0,1,1,True,False
204,ffxiv/subsea/subsea03520/subsea03520,0,0,0,0,0,1,1,True,False
205,ffxiv/subsea/subsea03530/subsea03530,0,0,0,0,0,1,1,True,False
206,ffxiv/subsea/subsea03540/subsea03540,0,0,0,0,0,1,1,True,False
207,ffxiv/mansea/mansea00710/mansea00710,0,0,0,0,0,1,1,True,False
208,ffxiv/mansea/mansea00720/mansea00720,0,0,0,0,0,1,1,True,False
209,ffxiv/mansea/mansea00730/mansea00730,0,0,0,0,0,1,1,True,False
210,ffxiv/mansea/mansea00740/mansea00740,0,0,0,0,0,1,1,True,False
211,ffxiv/mansea/mansea00745/mansea00745,0,0,0,0,0,1,1,True,False
212,ffxiv/mansea/mansea20000/mansea20000,0,0,0,0,0,1,1,True,False
213,ffxiv/mansea/mansea20002/mansea20002,0,0,0,0,0,1,1,True,False
214,ffxiv/mansea/mansea20004/mansea20004,0,0,0,0,0,1,1,True,False
215,ffxiv/mansea/mansea20540/mansea20540,0,0,0,0,0,1,1,True,False
216,ffxiv/manwil/manwil20540/manwil20540,0,0,0,0,0,1,1,True,False
217,ffxiv/manfst/manfst30210/manfst30210,0,0,0,0,0,1,1,True,False
218,ffxiv/mansea/mansea30210/mansea30210,0,0,0,0,0,1,1,True,False
219,ffxiv/manwil/manwil30210/manwil30210,0,0,0,0,0,1,1,True,False
220,ffxiv/manfst/manfst30310/manfst30310,0,0,0,0,0,1,1,True,False
221,ffxiv/mansea/mansea30310/mansea30310,0,0,0,0,0,1,1,True,False
222,ffxiv/manwil/manwil30310/manwil30310,0,0,0,0,0,1,1,True,False
223,ffxiv/mansea/mansea00925/mansea00925,0,0,0,0,0,1,1,True,False
224,ffxiv/manwil/manwil00925/manwil00925,0,0,0,0,0,1,1,True,False
225,ffxiv/manwil/manwil20002/manwil20002,0,0,0,0,0,1,1,True,False
226,ffxiv/manfst/manfst00030/manfst00030,0,0,0,0,0,1,1,True,False
227,ffxiv/airwil/airwil00010/airwil00010,0,0,0,0,0,1,1,True,False
228,ffxiv/airwil/airwil00020/airwil00020,0,0,0,0,0,1,1,True,False
229,ffxiv/airsea/airsea00010/airsea00010,0,0,0,0,0,1,1,True,False
230,ffxiv/airsea/airsea00020/airsea00020,0,0,0,0,0,1,1,True,False
231,ffxiv/airfst/airfst00010/airfst00010,0,0,0,0,0,1,1,True,False
232,ffxiv/airfst/airfst00020/airfst00020,0,0,0,0,0,1,1,True,False
233,ffxiv/linsea/linsea00010/linsea00010,0,0,0,0,0,1,1,True,False
234,ffxiv/linsea/linsea00020/linsea00020,0,0,0,0,0,1,1,True,False
235,ffxiv/linwil/linwil00010/linwil00010,0,0,0,0,0,1,1,True,False
236,ffxiv/linwil/linwil00020/linwil00020,0,0,0,0,0,1,1,True,False
237,ffxiv/chofst/chofst00010/chofst00010,0,0,0,0,0,1,1,True,False
238,ffxiv/chowil/chowil00010/chowil00010,0,0,0,0,0,1,1,True,False
239,ffxiv/chosea/chosea00010/chosea00010,0,0,0,0,0,1,1,True,False
240,ffxiv/manfst/manfst30620/manfst30620,0,0,0,0,0,1,1,True,False
241,ffxiv/manfst/manfst30630/manfst30630,0,0,0,0,0,1,1,True,False
242,ffxiv/manfst/manfst30710/manfst30710,0,0,0,0,0,1,1,True,False
243,ffxiv/manfst/manfst31205/manfst31205,0,0,0,0,0,1,1,True,False
244,ffxiv/manfst/manfst31210/manfst31210,0,0,0,0,0,1,1,True,False
245,ffxiv/manfst/manfst31220/manfst31220,0,0,0,0,0,1,1,True,False
246,ffxiv/manfst/manfst31310/manfst31310,0,0,0,0,0,1,1,True,False
247,ffxiv/manfst/manfst31330/manfst31330,0,0,0,0,0,1,1,True,False
248,ffxiv/manfst/manfst40010/manfst40010,0,0,0,0,0,1,1,True,False
249,ffxiv/manfst/manfst40210/manfst40210,0,0,0,0,0,1,1,True,False
250,ffxiv/manfst/manfst40220/manfst40220,0,0,0,0,0,1,1,True,False
251,ffxiv/manfst/manfst40310/manfst40310,0,0,0,0,0,1,1,True,False
252,ffxiv/manfst/manfst40450/manfst40450,0,0,0,0,0,1,1,True,False
253,ffxiv/manfst/manfst40460/manfst40460,0,0,0,0,0,1,1,True,False
254,ffxiv/manfst/manfst40550/manfst40550,0,0,0,0,0,1,1,True,False
255,ffxiv/manfst/manfst40610/manfst40610,0,0,0,0,0,1,1,True,False
256,ffxiv/manfst/manfst40620/manfst40620,0,0,0,0,0,1,1,True,False
257,ffxiv/manfst/manfst40630/manfst40630,0,0,0,0,0,1,1,True,False
258,ffxiv/manfst/manfst40720/manfst40720,0,0,0,0,0,1,1,True,False
259,ffxiv/manfst/manfst40730/manfst40730,0,0,0,0,0,1,1,True,False
260,ffxiv/manfst/manfst40750/manfst40750,0,0,0,0,0,1,1,True,False
261,ffxiv/manfst/manfst50110/manfst50110,0,0,0,0,0,1,1,True,False
262,ffxiv/manfst/manfst50120/manfst50120,0,0,0,0,0,1,1,True,False
263,ffxiv/manfst/manfst50130/manfst50130,0,0,0,0,0,1,1,True,False
264,ffxiv/manfst/manfst50140/manfst50140,0,0,0,0,0,1,1,True,False
265,ffxiv/manfst/manfst50210/manfst50210,0,0,0,0,0,1,1,True,False
266,ffxiv/dunwil/dunwil1d401/dunwil1d401,0,0,0,0,0,1,1,True,False
267,ffxiv/dunwil/dunwil1d402/dunwil1d402,0,0,0,0,0,1,1,True,False
268,ffxiv/dunwil/dunwil1d403/dunwil1d403,0,0,0,0,0,1,1,True,False
269,ffxiv/dunwil/dunwil1d404/dunwil1d404,0,0,0,0,0,1,1,True,False
270,ffxiv/dunwil/dunwil1d405/dunwil1d405,0,0,0,0,0,1,1,True,False
271,ffxiv/dunwil/dunwil1d406/dunwil1d406,0,0,0,0,0,1,1,True,False
272,ffxiv/dunwil/dunwil1d407/dunwil1d407,0,0,0,0,0,1,1,True,False
273,ffxiv/dunwil/dunwil1d408/dunwil1d408,0,0,0,0,0,1,1,True,False
274,ffxiv/dunwil/dunwil1d409/dunwil1d409,0,0,0,0,0,1,1,True,False
275,ffxiv/manfst/manfst50220/manfst50220,0,0,0,0,0,1,1,True,False
276,ffxiv/dunwil/dunwil1d410/dunwil1d410,0,0,0,0,0,1,1,True,False
277,ffxiv/manfst/manfst50230/manfst50230,0,0,0,0,0,1,1,True,False
278,ffxiv/dunwil/dunwil1d501/dunwil1d501,0,0,0,0,0,1,1,True,False
279,ffxiv/dunwil/dunwil1d502/dunwil1d502,0,0,0,0,0,1,1,True,False
280,ffxiv/dunwil/dunwil1d503/dunwil1d503,0,0,0,0,0,1,1,True,False
281,ffxiv/dunwil/dunwil1d504/dunwil1d504,0,0,0,0,0,1,1,True,False
282,ffxiv/dunwil/dunwil1d505/dunwil1d505,0,0,0,0,0,1,1,True,False
283,ffxiv/manfst/manfst50310/manfst50310,0,0,0,0,0,1,1,True,False
284,ffxiv/manfst/manfst50315/manfst50315,0,0,0,0,0,1,1,True,False
285,ffxiv/clswvr/clswvr50010/clswvr50010,0,0,0,0,0,14,1,True,False
286,ffxiv/manfst/manfst40480/manfst40480,0,0,0,0,0,1,1,True,False
287,ffxiv/manfst/manfst40735/manfst40735,0,0,0,0,0,1,1,True,False
288,ffxiv/manfst/manfst40745/manfst40745,0,0,0,0,0,1,1,True,False
289,ffxiv/clsalc/clsalc50010/clsalc50010,0,0,0,0,0,15,1,True,False
290,ffxiv/clsgld/clsgld50010/clsgld50010,0,0,0,0,0,12,1,True,False
291,ffxiv/clstan/clstan50010/clstan50010,0,0,0,0,0,13,1,True,False
292,ffxiv/clsmin/clsmin50010/clsmin50010,0,0,0,0,0,17,1,True,False
293,ffxiv/manfst/manfst40705/manfst40705,0,0,0,0,0,1,1,True,False
294,ffxiv/manfst/manfst50135/manfst50135,0,0,0,0,0,1,1,True,False
295,ffxiv/manfst/manfst60025/manfst60025,0,0,0,0,0,1,1,True,False
296,ffxiv/manfst/manfst60027/manfst60027,0,0,0,0,0,1,1,True,False
297,ffxiv/manfst/manfst60055/manfst60055,0,0,0,0,0,1,1,True,False
298,ffxiv/dunroc/dunroc1d110/dunroc1d110,0,0,0,0,0,1,1,True,False
299,ffxiv/dunroc/dunroc1d120/dunroc1d120,0,0,0,0,0,1,1,True,False
300,ffxiv/dunroc/dunroc1d130/dunroc1d130,0,0,0,0,0,1,1,True,False
301,ffxiv/dunsea/dunsea1d310/dunsea1d310,0,0,0,0,0,1,1,True,False
302,ffxiv/dunsea/dunsea1d320/dunsea1d320,0,0,0,0,0,1,1,True,False
303,ffxiv/dunsea/dunsea1d330/dunsea1d330,0,0,0,0,0,1,1,True,False
304,ffxiv/dunwil/dunwil1d310/dunwil1d310,0,0,0,0,0,1,1,True,False
305,ffxiv/dunwil/dunwil1d320/dunwil1d320,0,0,0,0,0,1,1,True,False
306,ffxiv/dunwil/dunwil1d330/dunwil1d330,0,0,0,0,0,1,1,True,False
307,ffxiv/dunfst/dunfst1d310/dunfst1d310,0,0,0,0,0,1,1,True,False
308,ffxiv/dunfst/dunfst1d320/dunfst1d320,0,0,0,0,0,1,1,True,False
309,ffxiv/dunfst/dunfst1d330/dunfst1d330,0,0,0,0,0,1,1,True,False
310,ffxiv/dunwil/dunwil1r110/dunwil1r110,0,0,0,0,0,1,1,True,False
311,ffxiv/dunwil/dunwil1r120/dunwil1r120,0,0,0,0,0,1,1,True,False
312,ffxiv/dunwil/dunwil1r130/dunwil1r130,0,0,0,0,0,1,1,True,False
313,ffxiv/dunroc/dunroc1r110/dunroc1r110,0,0,0,0,0,1,1,True,False
314,ffxiv/dunroc/dunroc1r120/dunroc1r120,0,0,0,0,0,1,1,True,False
315,ffxiv/dunroc/dunroc1r130/dunroc1r130,0,0,0,0,0,1,1,True,False
316,ffxiv/dunroc/dunroc1r210/dunroc1r210,0,0,0,0,0,1,1,True,False
317,ffxiv/dunroc/dunroc1r220/dunroc1r220,0,0,0,0,0,1,1,True,False
318,ffxiv/dunroc/dunroc1r230/dunroc1r230,0,0,0,0,0,1,1,True,False
319,ffxiv/clslnc/clslnc00430/clslnc00430,0,0,0,0,0,47,1,True,False
