#,Name,NameNoArticle,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,MapCondition
133,Urth's Fount,Urth's Fount,,0,0,0,1,0,1,0,0,0
134,,,,0,0,0,0,0,0,0,0,0
135,Yellow Serpent Gate,Yellow Serpent Gate,,0,0,0,1,0,0,0,0,0
136,Treespeak Stables,Treespeak Stables,,0,0,0,1,0,1,0,0,0
137,E-Tatt's Spire,E-Tatt's Spire,,0,0,0,1,0,1,0,0,0
138,The Hedgetree,Hedgetree,,0,0,0,1,0,0,0,0,0
139,Hyrstmill,Hyrstmill,,1,0,0,1,0,1,0,0,0
140,Fallgourd Float,Fallgourd Float,,0,0,0,1,0,1,0,0,0
141,The Bobbing Cork,Bobbing Cork,,0,0,0,1,0,0,0,0,0
142,Florentel's Spire,Florentel's Spire,,0,0,0,1,0,1,0,0,0
143,Finders' Bluff,Finders' Bluff,,0,0,0,1,0,1,0,0,0
144,Gelmorra Ruins,Gelmorra Ruins,,0,0,0,1,0,0,1,0,0
145,Ixali Logging Grounds,Ixali logging grounds,,0,0,0,1,0,0,0,0,0
146,Eugenia's Spire,Eugenia's Spire,,0,0,0,1,0,1,0,0,0
147,Hall of the Novice,Hall of the Novice,,0,0,0,1,0,0,0,0,0
148,,,,0,0,0,0,0,0,0,0,0
149,,,,0,0,0,0,0,0,0,0,0
150,,,,0,0,0,0,0,0,0,0,0
151,The Roost,Roost,,0,0,0,1,0,0,0,0,0
152,Eorzean Subterrane,Eorzean Subterrane,,1,0,0,1,0,0,0,0,0
153,Mordion Gaol,Mordion Gaol,,1,0,0,1,0,0,0,0,0
154,The Fold,Fold,,0,0,0,1,0,0,0,0,0
155,Sweetbloom Pier,Sweetbloom Pier,,0,0,0,1,0,1,0,0,0
156,West Vein,West Vein,,0,0,0,1,0,0,0,0,0
157,East Vein,East Vein,,0,0,0,1,0,0,0,0,0
158,Josselin's Spire,Josselin's Spire,,0,0,0,1,0,1,0,0,0
159,Fullflower Comb,Fullflower Comb,,0,0,0,1,0,1,0,0,0
160,Blessed Bud,Blessed Bud,,0,0,0,1,0,1,0,0,0
161,Zephyr Drift,Zephyr Drift,,2,0,0,1,0,0,10,0,0
162,Summerford,Summerford,,0,0,0,1,0,1,20,0,0
163,Three-malm Bend,Three-malm Bend,,0,0,0,1,0,1,30,0,0
164,Moraby Bay,Moraby Bay,,0,0,0,1,0,1,10,0,0
165,Cedarwood,Cedarwood,,1,0,0,1,0,1,20,0,0
166,The Gods' Grip,Gods' Grip,,0,0,0,1,0,0,30,0,0
167,Bloodshore,Bloodshore,,0,0,0,1,0,1,10,0,0
168,Raincatcher Gully,Raincatcher Gully,,1,0,0,1,0,1,20,0,0
169,Agelyss Wise,Agelyss Wise,,0,0,0,1,0,0,30,0,0
170,Quarterstone,Quarterstone,,0,0,0,1,0,1,10,0,0
171,Skull Valley,Skull Valley,,1,0,0,1,0,1,20,0,0
172,Halfstone,Halfstone,,0,0,0,1,0,1,40,0,0
173,The Isles of Umbra,Isles of Umbra,,0,0,0,1,0,0,30,0,0
174,Oakwood,Oakwood,,1,0,0,1,0,1,10,0,0
175,The Long Climb,Long Climb,,0,0,0,1,0,0,10,0,0
176,Iron Lake,Iron Lake,,0,0,0,1,0,1,20,0,0
177,Bronze Lake,Bronze Lake,,0,0,0,1,0,1,20,0,0
178,Zelma's Run,Zelma's Run,,0,0,0,1,0,1,30,0,0
179,Zephyr Gate,Zephyr Gate,,0,0,0,1,0,0,0,0,0
180,Galadion Bay,Galadion Bay,,0,0,0,1,0,1,0,0,0
181,De Nevelle Westroad,De Nevelle Westroad,,2,0,0,1,0,0,0,0,0
182,Rogue River,Rogue River,,0,0,0,1,0,0,0,0,0
183,La Thagran Checkpoint,La Thagran Checkpoint,,0,0,0,1,0,0,0,0,0
184,Summerford Farms,Summerford Farms,,0,0,0,1,0,1,0,0,0
185,Seasong Grotto,Seasong Grotto,,1,0,0,1,0,1,0,0,0
186,Agelyss River,Agelyss River,,0,0,0,1,0,0,0,0,0
187,The Cookpot,Cookpot,,0,0,0,1,0,0,0,0,0
188,Tiller's Rest,Tiller's Rest,,0,0,0,1,0,1,0,0,0
189,The Descent,Descent,,0,0,0,1,0,0,0,0,0
190,Skylift,Skylift,,0,0,0,1,0,0,0,0,0
191,De Nevelle Checkpoint,De Nevelle Checkpoint,,0,0,0,1,0,0,0,0,0
192,Woad Whisper Canyon,Woad Whisper Canyon,,1,0,0,1,0,1,0,0,0
193,Nym River,Nym River,,0,0,0,1,0,0,0,0,0
194,Foremast,Foremast,,0,0,0,1,0,0,0,0,0
195,Madman Bridge,Madman Bridge,,0,0,0,1,0,1,0,0,0
196,The Eyes,Eyes,,0,0,0,1,0,0,0,0,0
197,The Mourning Widow,Mourning Widow,,0,0,0,1,0,0,0,0,0
198,Tempest Gate,Tempest Gate,,0,0,0,1,0,0,0,0,0
199,Oschon's Embrace,Oschon's Embrace,,0,0,0,1,0,1,0,0,0
200,Red Rooster Stead,Red Rooster Stead,,0,0,0,1,0,0,0,0,0
201,The Grey Fleet,Grey Fleet,,0,0,0,1,0,0,0,0,0
202,Blind Iron Mines,Blind Iron Mines,,0,0,0,1,0,1,0,0,0
203,La Thagran Eastroad,La Thagran Eastroad,,2,0,0,1,0,0,0,0,0
204,House of Sticks,House of Sticks,,0,0,0,1,0,0,0,0,0
205,Gullperch Tower,Gullperch Tower,,0,0,0,1,0,1,0,0,0
206,Costa del Sol,Costa del Sol,,1,0,0,1,0,1,0,0,0
207,Agelyss River,Agelyss River,,0,0,0,1,0,0,0,0,0
208,Ferry Docks,ferry docks,,0,0,0,1,0,0,0,0,0
209,The Garlok's Lair,Garlok's Lair,,0,0,0,1,0,0,0,0,0
210,Hidden Falls Docks,Hidden Falls docks,,0,0,0,1,0,0,0,0,0
211,Hidden Falls,Hidden Falls,,0,0,0,1,0,1,0,0,0
212,Brayflox's Longstop,Brayflox's Longstop,,0,0,0,1,0,1,0,0,0
213,The Severed String,Severed String,,0,0,0,1,0,0,0,0,0
214,Red Mantis Falls,Red Mantis Falls,,0,0,0,1,0,1,0,0,0
215,Raincatcher Gully Docks,Raincatcher Gully docks,,0,0,0,1,0,0,0,0,0
216,Wineport,Wineport,,1,0,0,1,0,1,0,0,0
217,Castrum Occidens,Castrum Occidens,,1,0,0,1,0,1,0,0,0
218,Swiftperch,Swiftperch,,0,0,0,1,0,1,0,0,0
219,The Flock,Flock,,0,0,0,1,0,0,0,0,0
220,The Brewer's Beacon,Brewer's Beacon,,0,0,0,1,0,0,0,0,0
221,De Nevelle Westroad,De Nevelle Westroad,,2,0,0,1,0,0,0,0,0
222,Sastasha,Sastasha,,0,0,0,1,0,1,0,0,0
223,Aleport,Aleport,,1,0,0,1,0,1,0,0,0
224,Camp Skull Valley,Camp Skull Valley,,1,0,0,1,0,1,0,0,0
225,The Founder's Crypt,Founder's Crypt,,0,0,0,1,0,0,0,0,0
226,North Tidegate,North Tidegate,,0,0,0,1,0,1,0,0,0
227,South Tidegate,South Tidegate,,0,0,0,1,0,1,0,0,0
228,The Ship Graveyard,Ship Graveyard,,0,0,0,1,0,0,0,0,0
229,Isle of Endless Summer,Isle of Endless Summer,,2,0,0,1,0,0,0,0,0
230,Pharos Sirius,Pharos Sirius,,0,0,0,1,0,1,0,0,0
231,Memeroon's Trading Post,Memeroon's Trading Post,,0,0,0,1,0,1,0,0,0
232,Poor Maid's Mill,Poor Maid's Mill,,0,0,0,1,0,1,0,0,0
233,Thalaos,Thalaos,,0,0,0,1,0,1,0,0,0
234,Fool Falls,Fool Falls,,0,0,0,1,0,1,10,0,0
235,The Hermit's Hovel,Hermit's Hovel,,0,0,0,1,0,0,0,0,0
236,The Floating City of Nym,Floating City of Nym,,1,0,0,1,0,0,0,0,0
237,Camp Overlook,Camp Overlook,,1,0,0,1,0,1,0,0,0
238,U'Ghamaro Mines,U'Ghamaro Mines,,1,0,0,1,0,1,30,0,0
239,Camp Bronze Lake,Camp Bronze Lake,,0,0,0,1,0,1,0,0,0
240,The Wanderer's Palace,Wanderer's Palace,,0,0,0,1,0,0,0,0,0
241,Jijiroon's Trading Post,Jijiroon's Trading Post,,0,0,0,1,0,1,0,0,0
242,Kobold Dig,Kobold Dig,,0,0,0,1,0,0,0,0,0
243,Hammerlea,Hammerlea,,1,0,0,1,0,1,20,0,0
244,Horizon's Edge,Horizon's Edge,,1,0,0,1,0,1,40,0,0
245,The Footfalls,Footfalls,,1,0,0,1,0,0,50,0,0
246,Cape Westwind,Cape Westwind,,1,0,0,1,0,1,60,0,0
247,Spineless Basin,Spineless Basin,,1,0,0,1,0,1,10,0,0
248,Black Brush,Black Brush,,1,0,0,1,0,1,20,0,0
249,The Clutch,Clutch,,0,0,0,1,0,0,30,0,0
250,Drybone,Drybone,,1,0,0,1,0,1,10,0,0
251,Sandgate,Sandgate,,1,0,0,1,0,1,20,0,0
252,Wellwick Wood,Wellwick Wood,,1,0,0,1,0,1,30,0,0
253,The Burning Wall,Burning Wall,,0,0,0,1,0,0,40,0,0
254,Broken Water,Broken Water,,1,0,0,1,0,1,10,0,0
255,Zanr'ak,Zanr'ak,,1,0,0,1,0,1,40,0,0
256,The Red Labyrinth,Red Labyrinth,,1,0,0,1,0,0,20,0,0
257,Sagolii Desert,Sagolii Desert,,1,0,0,1,0,0,30,0,0
258,Bluefog,Bluefog,,1,0,0,1,0,1,10,0,0
259,Raubahn's Push,Raubahn's Push,,0,0,0,1,0,1,20,0,0
260,Castrum Meridianum,Castrum Meridianum,,1,0,0,1,0,1,0,0,0
261,The Eighty Sins of Sasamo,Eighty Sins of Sasamo,,0,0,0,1,0,0,10,0,0
262,Beaconhill Lighthouse,Beaconhill Lighthouse,,0,0,0,1,0,1,0,0,0
263,Scorpion Crossing,Scorpion Crossing,,1,0,0,1,0,1,0,0,0
264,Nophica's Wells,Nophica's Wells,,1,0,0,1,0,1,30,0,0
265,The East Hammer,East Hammer,,0,0,0,1,0,0,0,0,0
266,The Silver Bazaar,Silver Bazaar,,1,0,0,1,0,0,1,0,0
267,Copperbell Mines,Copperbell Mines,,1,0,0,1,0,1,0,0,0
268,Sunrise Gate,Sunrise Gate,,0,0,0,1,0,0,0,0,0
269,Sunset Gate,Sunset Gate,,0,0,0,1,0,0,0,0,0
270,Royal Allagan Sunway,Royal Allagan Sunway,,2,0,0,1,0,0,0,0,0
271,Horizon,Horizon,,1,0,0,1,0,1,0,0,0
272,Crescent Cove,Crescent Cove,,1,0,0,1,0,1,0,0,0
273,The Silent King,Silent King,,0,0,0,1,0,0,0,0,0
274,Vesper Bay,Vesper Bay,,0,0,0,1,0,1,0,0,0
275,Moondrip,Moondrip,,0,0,0,1,0,1,0,0,0
276,Parata's Peace,Parata's Peace,,0,0,0,1,0,1,0,0,0
277,Imperial Outpost,Imperial Outpost,,0,0,0,1,0,0,0,0,0
278,Stonesthrow,Stonesthrow,,1,0,0,1,0,1,0,0,0
279,Fesca's Wash,Fesca's Wash,,1,0,0,1,0,1,0,0,0
280,Four Sisters,Four Sisters,,0,0,0,1,0,0,0,0,0
281,Soot Creek,Soot Creek,,0,0,0,1,0,1,0,0,0
282,Royal Plantations,Royal Plantations,,0,0,0,1,0,0,0,0,0
283,Ul'dah Dispatch Yard,Ul'dah Dispatch Yard,,0,0,0,1,0,0,0,0,0
284,Royal Allagan Starway,Royal Allagan Starway,,2,0,0,1,0,0,0,0,0
285,Fesca's Watch,Fesca's Watch,,0,0,0,1,0,1,0,0,0
286,Sultantree,Sultantree,,0,0,0,1,0,0,0,0,0
287,Sagolii Gate,Sagolii Gate,,0,0,0,1,0,0,0,0,0
288,Royal Allagan Sunway,Royal Allagan Sunway,,2,0,0,1,0,0,0,0,0
289,The Coffer & Coffin,Coffer & Coffin,,0,0,0,1,0,0,0,0,0
290,Black Brush Station,Black Brush Station,,0,0,0,1,0,1,0,0,0
291,Sil'dih Excavation Site,Sil'dih Excavation Site,,0,0,0,1,0,0,0,0,0
292,The Rat's Nest,Rat's Nest,,0,0,0,1,0,0,0,0,0
293,Hellsbrood Holes,Hellsbrood Holes,,0,0,0,1,0,1,0,0,0
294,Lost Hope,Lost Hope,,1,0,0,1,0,1,0,0,0
295,The Bonfire,Bonfire,,0,0,0,1,0,0,0,0,0
296,Nanawa Mines,Nanawa Mines,,0,0,0,1,0,0,0,0,0
297,The Unholy Heir,Unholy Heir,,0,0,0,1,0,0,0,0,0
298,The Quiveron Manse,Quiveron Manse,,0,0,0,1,0,0,0,0,0
299,Royal Allagan Sunway,Royal Allagan Sunway,,2,0,0,1,0,0,0,0,0
300,Camp Drybone,Camp Drybone,,1,0,0,1,0,1,0,0,0
301,The Invisible City,Invisible City,,1,0,0,1,0,0,0,0,0
302,Church of Saint Adama Landama,Church of Saint Adama Landama,,0,0,0,1,0,0,0,0,0
303,Sea of Spires,Sea of Spires,,0,0,0,1,0,0,0,0,0
304,The Golden Bazaar,Golden Bazaar,,1,0,0,1,0,0,0,0,0
305,Halatali,Halatali,,1,0,0,1,0,1,0,0,0
306,Amalj'aa Encampment ,Amalj'aa encampment ,,0,0,0,1,0,0,0,0,0
307,Highbridge,Highbridge,,0,0,0,1,0,1,0,0,0
308,Yugr'am River,Yugr'am River,,0,0,0,1,0,0,0,0,0
309,Thal's Respite,Thal's Respite,,0,0,0,1,0,1,0,0,0
310,Burgundy Falls,Burgundy Falls,,0,0,0,1,0,1,0,0,0
311,Final Prayer,Final Prayer,,0,0,0,1,0,0,0,0,0
312,The Sunken Temple of Qarn,Sunken Temple of Qarn,,0,0,0,1,0,0,0,0,0
313,Little Ala Mhigo,Little Ala Mhigo,,1,0,0,1,0,1,0,0,0
314,Burnt Lizard Creek,Burnt Lizard Creek,,0,0,0,1,0,1,0,0,0
315,The Sepulchre,Sepulchre,,0,0,0,1,0,0,0,0,0
316,Circle of the Tempered,Circle of the Tempered,,0,0,0,1,0,0,0,0,0
317,Ghostlake,Ghostlake,,0,0,0,1,0,1,0,0,0
318,Zanr'ak Encampment,Zanr'ak encampment,,0,0,0,1,0,0,0,0,0
319,Zanr'ak Altar,Zanr'ak Altar,,0,0,0,1,0,0,0,0,0
320,Zahar'ak,Zahar'ak,,1,0,0,1,0,1,50,0,0
321,Nald's Reflection,Nald's Reflection,,0,0,0,1,0,1,0,0,0
322,Minotaur Malm,Minotaur Malm,,1,0,0,1,0,0,0,0,0
323,Forgotten Springs,Forgotten Springs,,1,0,0,1,0,1,0,0,0
324,Byregot's Strike,Byregot's Strike,,0,0,0,1,0,1,0,0,0
325,Camp Bluefog,Camp Bluefog,,1,0,0,1,0,1,0,0,0
326,East Watchtower,East Watchtower,,0,0,0,1,0,0,0,0,0
327,West Watchtower,West Watchtower,,0,0,0,1,0,0,0,0,0
328,Abandoned Amajina Mythril Mine,abandoned Amajina mythril mine,,1,0,0,1,0,0,0,0,0
329,Dalamud's Talons,Dalamud's Talons,,0,0,0,1,0,1,0,0,0
330,Ceruleum Field,Ceruleum Field,,2,0,0,1,0,0,0,0,0
331,Ceruleum Processing Plant,Ceruleum Processing Plant,,0,0,0,1,0,0,0,0,0
332,Forward Gates,Forward Gates,,0,0,0,1,0,0,0,0,0
333,Castrum Meridianum,Castrum Meridianum,,0,0,0,1,0,0,0,0,0
334,Sea of Spires,Sea of Spires,,0,0,0,1,0,0,0,0,0
335,Loading Bay,Loading Bay,,0,0,0,1,0,0,0,0,0
336,Dreadnaught Landing,dreadnaught landing,,0,0,0,1,0,0,0,0,0
337,Moraby Drydocks,Moraby Drydocks,,0,0,0,1,0,0,0,0,0
338,The Salt Strand,Salt Strand,,2,0,0,1,0,0,0,0,0
339,Candlekeep Quay,Candlekeep Quay,,0,0,0,1,0,1,0,0,0
340,Empty Heart,Empty Heart,,0,0,0,1,0,1,0,0,0
341,Oschon's Torch,Oschon's Torch,,0,0,0,1,0,1,0,0,0
342,Ceruleum Drill,Ceruleum Drill,,0,0,0,1,0,0,0,0,0
343,Haukke Manor: Ground Floor,Haukke Manor: Ground Floor,,0,0,0,1,0,1,0,0,0
344,Haukke Manor: Second Floor,Haukke Manor: Second Floor,,0,0,0,1,0,1,0,0,0
345,Haukke Manor: Cellarage,Haukke Manor: Cellarage,,0,0,0,1,0,1,0,0,0
346,Seat of the First Bow,Seat of the First Bow,,0,0,0,1,0,0,0,0,0
347,Lotus Stand,Lotus Stand,,0,0,0,1,0,0,0,0,0
348,Lifemend Stump,Lifemend Stump,,0,0,0,1,0,1,0,0,0
349,Castrum Marinum,Castrum Marinum,,0,0,0,1,0,1,0,0,0
350,Outer La Noscea,outer La Noscea,,1,0,0,1,0,1,0,0,0
351,Command Room,command room,,1,0,0,1,0,0,0,0,0
352,リムサ・ロミンサ会議部屋,,,0,0,0,1,0,0,0,0,0
353,リムサ・ロミンサ演説部屋,,,0,0,0,1,0,0,0,0,0
354,Heart of the Sworn,Heart of the Sworn,,0,0,0,1,0,0,0,0,0
355,The Fragrant Chamber,Fragrant Chamber,,0,0,0,1,0,0,0,0,0
356,The Waking Sands,Waking Sands,,0,0,0,1,0,0,0,0,0
357,Bowl of Embers,Bowl of Embers,,1,0,0,1,0,0,0,0,0
358,Wolves' Den Pier,Wolves' Den Pier,,2,0,0,1,0,0,0,0,0
359,The Navel,Navel,,1,0,0,1,0,0,0,0,0
360,Thornmarch,Thornmarch,,1,0,0,1,0,1,0,0,0
361,The Howling Eye,Howling Eye,,1,0,0,1,0,0,0,0,0
362,The Serpent's Tongue,Serpent's Tongue,,0,0,0,1,0,0,0,0,0
363,Sapsa Spawning Grounds,Sapsa Spawning Grounds,,0,0,0,1,0,0,50,0,0
364,Sahagin Landbase,Sahagin Landbase,,0,0,0,1,0,0,0,0,0
365,Reaver Hide,Reaver Hide,,0,0,0,1,0,1,0,0,0
366,Warmwine Sanitorium,Warmwine Sanitorium,,0,0,0,1,0,0,0,0,0
367,,,,0,0,0,0,0,0,0,0,0
368,Aleport Docks,Aleport docks,,0,0,0,1,0,0,0,0,0
369,,,,0,0,0,0,0,0,0,0,0
370,Crescent Cove Docks,Crescent Cove docks,,0,0,0,1,0,0,0,0,0
371,Silver Bazaar Docks,Silver Bazaar docks,,0,0,0,1,0,0,0,0,0
