#,Singular,Plural,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Quest,Icon,Action,StackSize,Category,CastTime,CastTimeline,Timeline
2000038,fire candy,fire candies,Fire Candy,0,0,0,1,0,0,False,66704,22624,1,1,1,3,0,0
2000039,wind candy,wind candies,Wind Candy,0,0,0,1,0,0,False,66704,22625,1,1,1,3,0,0
2000040,earth candy,earth candies,Earth Candy,0,0,1,1,0,0,False,66704,22626,1,1,1,3,0,0
2000041,bomb digit,bomb digits,Bomb Digit,0,0,0,1,0,0,False,66705,30351,1,5,1,3,0,0
2000042,warding lantern,warding lantern,Warding Lantern,0,0,0,1,0,0,False,66706,24153,1,1,1,5,0,0
2000043,bomb digit,bomb digits,Bomb Digit,0,0,0,1,0,0,False,66706,30351,1,1,1,3,0,0
2000044,spooky sparkler,spooky sparkler,Spooky Sparkler,0,0,0,1,0,0,False,66706,22647,1,1,1,3,0,0
2000045,fire candy,fire candies,Fire Candy,0,0,0,1,0,0,False,66700,22624,1,1,1,3,0,0
2000046,wind candy,wind candies,Wind Candy,0,0,0,1,0,0,False,66700,22625,1,1,1,3,0,0
2000047,earth candy,earth candies,Earth Candy,0,0,1,1,0,0,False,66700,22626,1,1,1,3,0,0
2000048,bomb digit,bomb digits,Bomb Digit,0,0,0,1,0,0,False,66701,30351,1,5,1,3,0,0
2000049,warding lantern,warding lantern,Warding Lantern,0,0,0,1,0,0,False,66702,24153,1,1,1,5,0,0
2000050,bomb digit,bomb digits,Bomb Digit,0,0,0,1,0,0,False,66702,30351,1,1,1,3,0,0
2000051,spooky sparkler,spooky sparkler,Spooky Sparkler,0,0,0,1,0,0,False,66702,22646,1,1,1,3,0,0
2000052,fire candy,fire candies,Fire Candy,0,0,0,1,0,0,False,66708,22624,1,1,1,3,0,0
2000053,wind candy,wind candies,Wind Candy,0,0,0,1,0,0,False,66708,22625,1,1,1,3,0,0
2000054,earth candy,earth candies,Earth Candy,0,0,1,1,0,0,False,66708,22626,1,1,1,3,0,0
2000055,bomb digit,bomb digits,Bomb Digit,0,0,0,1,0,0,False,66709,30351,1,5,1,3,0,0
2000056,warding lantern,warding lantern,Warding Lantern,0,0,0,1,0,0,False,66710,24153,1,1,1,5,0,0
2000057,bomb digit,bomb digits,Bomb Digit,0,0,0,1,0,0,False,66710,30351,1,1,1,3,0,0
2000058,spooky sparkler,spooky sparkler,Spooky Sparkler,0,0,0,1,0,0,False,66710,22645,1,1,1,3,0,0
2000059,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000060,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000061,pot of amber unguent,pots of amber unguent,Amber Unguent,0,0,0,1,0,0,False,65663,20661,1,3,1,3,0,0
2000062,chigoe egg sac,chigoe egg sacs,Chigoe Egg Sac,0,0,0,1,0,0,False,65664,22623,1,8,1,3,0,0
2000063,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000064,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000065,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000066,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000067,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000068,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000069,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000070,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000071,anole egg,anole eggs,Anole Egg,0,0,1,1,0,0,False,65661,25251,1,4,1,3,0,0
2000072,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000073,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000074,handmade eel pie,handmade eel pies,Handmade Eel Pie,0,0,0,1,0,0,False,65621,24305,1,1,1,3,0,0
2000075,bag of stolen Mun-Tuy beans,bags of stolen Mun-Tuy beans,Stolen Mun-Tuy Beans,0,0,0,1,0,0,False,65639,22623,1,6,1,3,0,0
2000076,scented letter,scented letters,Scented Letter,0,0,0,1,0,0,False,65635,26151,1,1,1,3,0,0
2000077,microchu leaflet,microchu leaflets,Microchu Leaflet,0,0,0,1,0,0,False,65634,25201,1,4,1,0,0,0
2000078,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000079,F'mibhas's sealed message,F'mibhas's sealed messages,F'mibhas's Sealed Message,0,0,0,1,0,1,False,65560,25918,0,1,1,0,0,0
2000080,bag of basic provisions,bags of basic provisions,Basic Provisions,0,0,0,1,0,0,False,65570,22623,0,1,1,0,0,0
2000081,bone spearhead,bone spearheads,Bone Spearhead,0,0,0,1,0,0,False,65574,22303,0,1,1,0,0,0
2000082,pot of beeswax oil,pots of beeswax oil,Beeswax Oil,0,0,0,1,0,0,False,65574,22636,0,1,1,0,0,0
2000083,length of brambleweed rope,lengths of brambleweed rope,Brambleweed Rope,0,0,0,1,0,0,False,65574,26103,0,1,1,0,0,0
2000084,Azeyma rose hip,Azeyma rose hips,Azeyma Rose Hip,0,0,1,1,0,0,False,65577,25302,1,6,1,0,0,0
2000085,fresh bunch of gysahl greens,fresh bunches of gysahl greens,Fresh Gysahl Greens,0,0,0,1,0,0,False,66698,25218,1,1,1,3,0,0
2000086,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000087,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000088,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000089,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000090,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000091,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000092,roselet seed,roselet seeds,Roselet Seed,0,0,0,1,0,0,False,65692,22623,1,6,1,3,0,0
2000093,strand of newly spun diremite webbing,strands of newly spun diremite webbing,Newly Spun Diremite Web,0,0,0,1,0,0,False,65693,21664,1,6,1,3,0,0
2000094,bottle of stingbrew,bottles of stingbrew,Stingbrew,0,0,0,1,0,0,False,65694,24403,1,1,1,3,0,0
2000095,smoldering coal,smoldering coals,Smoldering Coal,0,0,0,1,0,0,False,65695,30352,1,1,1,3,0,0
2000096,Leia's egg,Leia's eggs,Leia's Egg,0,0,0,1,0,1,False,65697,25252,1,1,1,3,0,0
2000097,Keitha's letter,Keitha's letters,Keitha's Letter,0,0,0,1,0,1,False,0,25918,1,1,1,3,0,0
2000098,phial of scarlet oil,phials of scarlet oil,Scarlet Oil,0,0,0,1,0,0,False,65567,20641,1,6,1,0,0,0
2000099,bag of dead hornets,bags of dead hornets,Dead Hornets,0,0,0,1,0,0,False,65694,22623,1,4,1,3,0,0
2000100,bottle of flat ale,bottles of flat ale,Flat Ale,0,0,0,1,0,0,False,65696,20643,1,3,1,3,0,0
2000101,phial of Azeyma rose oil,phials of Azeyma rose oil,Azeyma Rose Oil,0,0,0,1,0,0,False,65556,20663,1,2,1,3,0,0
2000102,Stone of Courage,Stones of Courage,Stone of Courage,0,0,0,1,0,0,False,65571,21451,1,1,1,0,0,0
2000103,flask of humus oil,flasks of humus oil,Humus Oil,0,0,0,1,0,0,False,0,22636,1,1,1,3,0,0
2000104,rusted octant,rusted octants,Rusted Octant,0,0,0,1,0,0,False,65644,21002,1,1,1,3,0,0
2000105,rusted octant,rusted octants,Rusted Octant,0,0,0,1,0,0,False,65645,21002,1,1,1,3,0,0
2000106,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000107,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000108,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000109,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000110,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000111,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000112,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000113,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000114,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000115,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000116,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000117,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000118,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000119,handmade eel pie,handmade eel pies,Handmade Eel Pie,0,0,0,1,0,0,False,65659,24305,1,1,1,3,0,0
2000120,handmade eel pie,handmade eel pies,Handmade Eel Pie,0,0,0,1,0,0,False,65660,24305,1,1,1,3,0,0
2000121,flask of pristine water,flasks of pristine water,Pristine Water,0,0,0,1,0,0,False,65628,22614,1,1,1,3,0,0
2000122,Stone of Courage,Stones of Courage,Stone of Courage,0,0,0,1,0,0,False,65679,21451,1,1,1,0,0,0
2000123,magitek photocell,magitek photocells,Magitek Photocell,0,0,0,1,0,0,False,0,22625,1,99,1,0,0,0
2000124,carrion chigoe egg sac,carrion chigoe egg sacs,Carrion Chigoe Egg Sac,0,0,0,1,0,0,False,0,22623,0,99,1,0,0,0
2000125,tattered uniform,tattered uniforms,Tattered Uniform,0,0,0,1,0,0,False,0,22623,0,99,1,0,0,0
2000126,plump honeybee,plump honeybees,Plump Honeybee,0,0,0,1,0,0,False,0,27002,0,99,1,0,0,0
2000127,sticky leaf,sticky leaves,Sticky Leaf,0,0,0,1,0,0,False,0,25201,0,99,1,0,0,0
2000128,poached pelt,poached pelts,Poached Pelt,0,0,0,1,0,0,False,0,21002,0,99,1,0,0,0
2000129,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000130,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000131,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000132,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000133,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000134,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000135,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000136,sealed envelope,sealed envelopes,Sealed Envelope,0,0,0,1,0,0,False,65685,25918,1,1,1,3,0,0
2000137,Franz the Fair flyer,Franz the Fair flyers,Franz the Fair Flyer,0,0,0,1,0,0,False,65689,25906,1,3,1,3,1,1
2000138,shrew pelt,shrew pelts,Shrew Pelt,0,0,0,1,0,0,False,65699,21809,1,5,1,3,0,0
2000139,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000140,burlap sack,burlap sacks,Burlap Sack,0,0,0,1,0,0,False,65709,22628,1,1,1,3,0,0
2000141,set of survey records,sets of survey records,Survey Records,0,0,0,1,0,0,False,65711,26151,1,1,1,3,0,0
2000142,bog yarzon shell,bog yarzon shells,Bog Yarzon Shell,0,0,0,1,0,0,False,65733,22252,1,4,1,0,0,0
2000143,glimshroom,glimshrooms,Glimshroom,0,0,0,1,0,0,False,65731,25402,1,1,1,3,0,0
2000144,basketful of aphids,basketfuls of aphids,Aphids,0,0,0,1,0,0,False,65707,27003,1,1,1,3,0,0
2000145,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000146,box of surveyor's instruments,boxes of surveyor's instruments,Surveyor's Instruments,0,0,0,1,0,0,False,65711,21002,1,2,1,3,0,0
2000147,surveyor's rope,surveyor's ropes,Surveyor's Rope,0,0,0,1,0,0,False,65711,26103,1,1,1,3,0,0
2000148,East Aldenard Trading Company cargo crate,East Aldenard Trading Company cargo crates,East Aldenard Trading Company Cargo,0,0,1,1,0,0,False,65758,21003,1,3,1,3,0,0
2000149,bottle of cactuar blood,bottles of cactuar blood,Cactuar Blood,0,0,0,1,0,0,False,65759,20642,1,4,1,3,0,0
2000150,piece of Fafafono's baggage,pieces of Fafafono's baggage,Fafafono's Baggage,0,0,0,1,0,0,False,65761,21003,1,3,1,3,0,0
2000151,slice of funguar gills,slices of funguar gills,Funguar Gills,0,0,0,1,0,0,False,0,25403,0,99,1,0,0,0
2000152,microchu vine,microchu vines,Microchu Vine,0,0,0,1,0,0,False,0,26103,0,99,1,0,0,0
2000153,chunk of magnetite,chunks of magnetite,Magnetite,0,0,0,1,0,0,False,65764,21209,1,3,1,3,0,0
2000154,copper lure,copper lures,Copper Lure,0,0,0,1,0,0,False,65765,27055,1,2,1,3,0,0
2000155,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000156,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000157,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000158,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000159,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000160,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000161,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000162,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000163,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000164,bottle of coblyn grease,bottles of coblyn grease,Coblyn Grease,0,0,0,1,0,0,False,65763,20663,1,4,1,3,0,0
2000165,letter to Momodi,letters to Momodi,Letter to Momodi,0,0,0,1,0,0,False,65766,25918,1,1,1,3,0,0
2000166,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000167,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000168,antling mandible,antling mandibles,Antling Mandible,0,0,1,1,0,0,False,65841,22205,1,5,1,3,0,0
2000169,hammer beak rib,hammer beak ribs,Hammer Beak Rib,0,0,0,1,0,0,False,0,22202,1,1,1,3,0,0
2000170,silver ore cluster,silver ore clusters,Silver Ore Cluster,0,0,0,1,0,0,False,0,21211,1,1,1,3,0,0
2000171,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000172,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000173,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000174,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000175,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000176,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000177,hammer beak rib,hammer beak ribs,Hammer Beak Rib,0,0,0,1,0,0,False,65862,22202,1,8,1,3,0,0
2000178,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000179,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000180,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000181,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000182,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000183,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000184,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000185,well-worn fishing rod,well-worn fishing rods,Well-worn Fishing Rod,0,0,0,1,0,0,False,65921,38201,1,1,1,3,0,0
2000186,Roseline's missive,Roseline's missives,Roseline's Missive,0,0,0,1,0,1,False,65916,26151,1,1,1,3,0,0
2000187,Roseline's missive,Roseline's missives,Roseline's Missive,0,0,0,1,0,1,False,65916,26151,1,1,1,3,0,0
2000188,Roseline's missive,Roseline's missives,Roseline's Missive,0,0,0,1,0,1,False,65916,26151,1,1,1,3,0,0
2000189,clay krater,clay kraters,Clay Krater,0,0,0,1,0,0,False,0,25055,1,1,1,3,0,0
2000190,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000191,worn leather bag,worn leather bags,Leather Bag,0,0,0,1,0,0,False,65915,25919,1,1,1,3,0,0
2000192,bouquet of Nymeia lilies,bouquets of Nymeia lilies,Nymeia Lilies,0,0,0,1,0,0,False,65919,22627,1,3,1,3,0,0
2000193,thousand-year plum,thousand-year plums,Thousand-year Plum,0,0,0,1,0,0,False,0,25308,0,99,1,0,0,0
2000194,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000195,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000196,bottle of deep-green tonic,bottles of deep-green tonic,Deep-green Tonic,0,0,0,1,0,0,False,65930,20661,1,1,1,3,0,0
2000197,cracked vase,cracked vases,Cracked Vase,0,0,0,1,0,0,False,65931,25055,1,1,1,3,0,0
2000198,handful of dropped gil,handfuls of dropped gil,Dropped Gil,0,0,0,1,0,0,False,65932,25919,1,5,1,3,0,0
2000199,receipt of purchase,receipts of purchase,Receipt of Purchase,0,0,0,1,0,0,False,65839,25906,1,1,1,3,0,0
2000200,slice of salt-cured antelope,slices of salt-cured antelope,Salt-cured Antelope,0,0,0,1,0,0,False,0,24353,1,1,1,3,0,0
2000201,order slip,order slips,Order Slip,0,0,1,1,0,0,False,65701,26151,1,1,1,3,0,0
2000202,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000203,box of dried Mun-Tuy beans,boxes of dried Mun-Tuy beans,Mun-Tuy Bean Box,0,0,0,1,0,0,False,0,21003,1,1,1,3,0,0
2000204,small cane,small canes,Small Cane,0,0,0,1,0,0,False,0,32412,1,1,1,3,0,0
2000205,small cane,small canes,Small Cane,0,0,0,1,0,0,False,0,32412,1,1,1,3,0,0
2000206,box of hunting tools,boxes of hunting tools,Hunting Tools,0,0,0,1,0,0,False,0,21002,1,3,1,3,0,0
2000207,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000208,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000209,pile of antelope umbles,piles of antelope umbles,Antelope Umbles,0,0,0,1,0,0,False,0,29002,1,4,1,3,0,0
2000210,ochu leaflet,ochu leaflets,Ochu Leaflet,0,0,1,1,0,0,False,0,25201,1,4,1,3,0,0
2000211,cut of fresh shrew meat,cuts of fresh shrew meat,Fresh Shrew Meat,0,0,0,1,0,0,False,65840,25155,1,2,1,3,0,0
2000212,silver ore cluster,silver ore clusters,Silver Ore Cluster,0,0,0,1,0,0,False,65843,21215,1,1,1,3,0,0
2000213,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000214,slice of fatty orobon,slices of fatty orobon,Fatty Orobon,0,0,0,1,0,0,False,65858,29002,1,4,1,3,0,0
2000215,bottle of spoken blood,bottles of spoken blood,Spoken Blood,0,0,0,1,0,0,False,0,22601,1,4,1,3,0,0
2000216,Amajina & Sons coffer,Amajina & Sons coffers,Amajina & Sons Coffer,0,0,1,1,0,0,False,65844,21002,1,3,1,3,0,0
2000217,Naldiq & Vymelli missive,Naldiq & Vymelli missives,Naldiq & Vymelli Missive,0,0,0,1,0,0,False,65942,25918,1,1,1,3,0,0
2000218,packed lunch,packed lunches,Packed Lunch,0,0,0,1,0,0,False,65945,22641,1,4,1,3,0,0
2000219,lightning sprite core,lightning sprite cores,Lightning Sprite Core,0,0,0,1,0,0,False,65946,21265,1,3,1,3,0,0
2000220,curved jackal fang,curved jackal fangs,Curved Jackal Fang,0,0,0,1,0,0,False,65947,22303,1,4,1,3,0,0
2000221,lump of fetid dodo flesh,lumps of fetid dodo flesh,Fetid Dodo Flesh,0,0,0,1,0,0,False,65952,24353,1,1,1,3,0,0
2000222,folded sailcloth,folded sailcloths,Folded Sailcloth,0,0,0,1,0,0,False,65951,21602,1,1,1,3,0,0
2000223,brass helm wheel,brass helm wheels,Brass Helm Wheel,0,0,0,1,0,0,False,65951,21003,1,1,1,3,0,0
2000224,knot of tangled rigging,knots of tangled rigging,Knot of Tangled Rigging,0,0,0,1,0,0,False,65951,20910,1,1,1,3,0,0
2000225,La Noscean lilybell,La Noscean lilybells,La Noscean Lilybell,0,0,0,1,0,0,False,65953,25022,1,1,1,3,0,0
2000226,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000227,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000228,muddy potsherd,muddy potsherds,Muddy Potsherd,0,0,0,1,0,0,False,0,25054,1,5,1,3,0,0
2000229,magicked blade,magicked blades,Magicked Blade,0,0,0,1,0,0,False,65981,30426,1,1,1,3,0,0
2000230,sack of foul-smelling bait,sacks of foul-smelling bait,Foul-smelling Bait,0,0,0,1,0,0,False,65583,21005,1,2,1,3,0,0
2000231,bone whistle,bone whistles,Bone Whistle,0,0,0,1,0,0,False,0,25919,1,3,1,3,0,0
2000232,bottle of Fullflower mead,bottles of Fullflower mead,Fullflower Mead,0,0,0,1,0,0,False,65974,25057,1,1,1,3,0,0
2000233,balloon finger,balloon fingers,Balloon Finger,0,0,0,1,0,0,False,65974,25911,1,6,1,3,0,0
2000234,oily order slip,oily order slips,Oily Order Slip,0,0,1,1,0,0,False,65860,26153,1,4,1,3,0,0
2000235,alchemic potation,alchemic potations,Alchemic Potation,0,0,1,1,0,0,False,65591,24403,1,1,1,3,0,0
2000236,bloody boar tusk,bloody boar tusks,Bloody Boar Tusk,0,0,0,1,0,0,False,65592,22301,1,10,1,3,0,0
2000237,piece of fallen cargo,pieces of fallen cargo,Fallen Cargo,0,0,0,1,0,0,False,65923,21003,1,2,1,3,0,0
2000238,plantation pumpkin,plantation pumpkins,Plantation Pumpkin,0,0,0,1,0,0,False,65839,25210,1,1,1,3,0,0
2000239,crumbling ginger cookie,crumbling ginger cookies,Crumbling Ginger Cookie,0,0,0,1,0,0,False,65856,24051,1,4,1,3,0,0
2000240,Luquelot's letter,Luquelot's letters,Luquelot's Letter,0,0,0,1,0,1,False,65982,25918,1,1,1,3,0,0
2000241,torn timetable,torn timetables,Torn Timetable,0,0,0,1,0,0,False,65925,26151,1,1,1,3,0,0
2000242,bunch of broad-leaf gysahl greens,bunches of broad-leaf gysahl greens,Broad-leaf Gysahl Greens,0,0,0,1,0,0,False,65910,25218,1,3,1,3,0,0
2000243,bottle of spoken blood,bottles of spoken blood,Spoken Blood,0,0,0,1,0,0,False,65974,22601,1,1,1,3,0,0
2000244,cultist rosary,cultist rosaries,Cultist Rosary,0,0,0,1,0,0,False,0,21265,1,99,1,0,0,0
2000245,gaudy ring,gaudy rings,Gaudy Ring,0,0,0,1,0,0,False,65687,54421,1,1,1,3,0,0
2000246,smoked crayfish balls,smoked crayfish balls,Smoked Crayfish Balls,0,0,0,1,0,0,False,65922,21003,1,1,1,3,0,0
2000247,Mun-Tuy bean delivery,Mun-Tuy bean deliveries,Mun-Tuy Bean Delivery,0,0,0,1,0,0,False,65922,22628,1,1,1,3,0,0
2000248,suit of unworn plate mail,suits of unworn plate mail,Unworn Plate Mail,0,0,0,1,0,0,False,65922,48008,1,1,1,3,0,0
2000249,Miounne's letter,Miounne's letters,Miounne's Letter,0,0,0,1,0,1,False,65983,25918,1,1,1,3,0,0
2000250,wooden lockbox,wooden lockboxes,Wooden Lockbox,0,0,0,1,0,0,False,65984,21002,1,1,1,3,0,0
2000251,poached hide,poached hides,Poached Hide,0,0,0,1,0,0,False,0,23001,0,99,1,0,0,0
2000252,stolen crate,stolen crates,Stolen Crate,0,0,0,1,0,0,False,0,21003,0,99,1,0,0,0
2000253,golem fragment,golem fragments,Golem Fragment,0,0,0,1,0,0,False,0,21202,0,99,1,0,0,0
2000254,earth sprite core,earth sprite cores,Earth Sprite Core,0,0,1,1,0,0,False,0,21202,0,99,1,0,0,0
2000255,stolen shipping crate,stolen shipping crates,Stolen Shipping Crate,0,0,0,1,0,0,False,0,21003,0,99,1,0,0,0
2000256,cactus leaf,cactus leaves,Cactus Leaf,0,0,0,1,0,0,False,0,23001,0,99,1,0,0,0
2000257,golem soulstone,golem soulstones,Golem Soulstone,0,0,0,1,0,0,False,0,21202,0,99,1,0,0,0
2000258,crate of contraband,crates of contraband,Contraband,0,0,0,1,0,0,False,0,23001,0,99,1,0,0,0
2000259,slip of bloody parchment,slips of bloody parchment,Bloody Parchment,0,0,0,1,0,0,False,0,26151,1,99,1,0,0,0
2000260,tiny key,tiny keys,Tiny Key,0,0,0,1,0,0,False,0,25904,1,99,1,0,0,0
2000261,white key,white keys,White Key,0,0,0,1,0,0,False,0,25902,1,99,1,0,0,0
2000262,red key,red keys,Red Key,0,0,0,1,0,0,False,0,25903,1,99,1,0,0,0
2000263,green key,green keys,Green Key,0,0,0,1,0,0,False,0,25903,1,99,1,0,0,0
2000264,yellow key,yellow keys,Yellow Key,0,0,0,1,0,0,False,0,25903,1,99,1,0,0,0
2000265,throbbing maple log,throbbing maple logs,Throbbing Maple Log,0,0,0,1,0,0,False,0,22408,0,99,1,0,0,0
2000266,twitching maple branch,twitching maple branches,Twitching Maple Branch,0,0,0,1,0,0,False,0,22416,0,99,1,0,0,0
