#,Name,Icon,JournalCategory,Unknown0
72,Main Quests,61411,52,True
73,Daily Quests,61411,52,True
74,A Realm Reborn Allied Society Quests,61411,53,True
75,Heavensward Allied Society Quests,61411,53,True
76,Stormblood Allied Society Quests,61411,53,True
77,Endwalker Allied Society Quests,61411,53,True
78,Tales of the Dragonsong War,61411,54,True
79,Tales from the Shadows,61411,54,True
80,Tales of Newfound Adventure,61411,54,True
81,Hildibrand Adventures,61411,55,True
82,Further Hildibrand Adventures,61411,55,True
83,Even Further Hildibrand Adventures,61411,55,True
84,Somehow Further Hildibrand Adventures,61411,55,True
85,Manderville Weapons,61411,55,True
86,Inconceivably Further Hildibrand Adventures,61411,55,True
87,Zodiac Weapons,61411,56,True
88,Anima Weapons,61411,56,True
89,"The Forbidden Land, Eureka",61411,56,True
90,Resistance Weapons,61411,56,True
91,Phantom Weapons,61411,56,True
92,Tales from the Calamity,61411,58,True
93,Delivery Moogle Quests,61411,58,True
94,Scholasticate Quests,61411,58,True
95,Void Quests,61411,58,True
96,Tataru's Grand Endeavor,61411,58,True
97,Doman Adventurers' Guild Quests,61411,57,True
98,Doman Reconstruction Quests,61411,57,True
99,Ishgardian Restoration Main Quests,61411,57,True
100,Ishgardian Restoration Sidequests,61411,57,True
101,Splendorous Tools,61411,57,True
102,Palace of the Dead,61411,57,True
103,Heaven-on-High,61411,57,True
104,Eureka Orthos,61411,57,True
105,Pilgrim's Traverse,61411,57,True
106,Island Sanctuary Quests,61411,57,True
107,Variant Dungeons,61411,57,True
108,Cosmic Exploration Main Quests,61411,57,True
109,Cosmic Exploration Sidequests,61411,57,True
110,The Occult Crescent,61411,57,True
111,La Noscean Sidequests,61411,59,True
112,Gridanian Sidequests,61411,60,True
113,Ul'dahn Sidequests,61411,61,True
114,Coerthan Sidequests,61411,62,True
115,Mor Dhonan Sidequests,61411,63,True
116,Ishgardian Sidequests,61411,64,True
117,Abalathian Sidequests,61411,65,True
118,Dravanian Forelands Sidequests,61411,66,True
119,Dravanian Hinterlands Sidequests,61411,66,True
120,Churning Mists Sidequests,61411,66,True
121,Idyllshire Sidequests,61411,66,True
122,Azys Lla Sidequests,61411,67,True
123,Rhalgr's Reach Sidequests,61411,68,True
124,Fringes Sidequests,61411,68,True
125,Peaks Sidequests,61411,68,True
126,Lochs Sidequests,61411,68,True
127,Kugane Sidequests,61411,70,True
128,Ruby Sea Sidequests,61411,69,True
129,Yanxia Sidequests,61411,69,True
130,Azim Steppe Sidequests,61411,69,True
131,Crystarium Sidequests,61411,71,True
132,Eulmore Sidequests,61411,72,True
133,Lakeland Sidequests,61411,71,True
134,Kholusia Sidequests,61411,72,True
135,Amh Araeng Sidequests,61411,73,True
136,Il Mheg Sidequests,61411,74,True
137,Rak'tika Sidequests,61411,75,True
138,Tempest Sidequests,61411,76,True
139,Old Sharlayan Sidequests,61411,77,True
140,Radz-at-Han Sidequests,61411,78,True
141,Labyrinthos Sidequests,61411,77,True
142,Thavnairian Sidequests,61411,78,True
143,Garlean Sidequests,61411,79,True
144,Mare Lamentorum Sidequests,61411,80,True
145,Elpis Sidequests,61411,81,True
146,Ultima Thule Sidequests,61411,82,True
147,Tuliyollal Sidequests,61411,83,True
148,Urqopacha Sidequests,61411,83,True
149,Kozama'uka Sidequests,61411,83,True
150,Yak T'el Sidequests,61411,83,True
151,Shaaloani Sidequests,61411,84,True
152,Heritage Found Sidequests,61411,84,True
153,Solution Nine Sidequests,61411,84,True
154,Living Memory Sidequests,61411,85,True
155,Gladiator Quests,62301,86,True
156,Pugilist Quests,62302,86,True
157,Marauder Quests,62303,86,True
158,Lancer Quests,62304,86,True
159,Archer Quests,62305,86,True
160,Rogue Quests,62309,86,True
161,Conjurer Quests,62306,87,True
162,Thaumaturge Quests,62307,87,True
163,Arcanist Quests,62308,87,True
164,Carpenter Quests,62310,88,True
165,Blacksmith Quests,62311,88,True
166,Armorer Quests,62312,88,True
167,Goldsmith Quests,62313,88,True
168,Leatherworker Quests,62314,88,True
169,Weaver Quests,62315,88,True
170,Alchemist Quests,62316,88,True
171,Culinarian Quests,62317,88,True
172,Miner Quests,62318,89,True
173,Botanist Quests,62319,89,True
174,Fisher Quests,62320,89,True
175,Paladin Quests,62401,93,True
176,Monk Quests,62402,93,True
177,Warrior Quests,62403,93,True
178,Dragoon Quests,62404,93,True
179,Bard Quests,62405,93,True
180,Ninja Quests,62410,93,True
181,White Mage Quests,62406,94,True
182,Black Mage Quests,62407,94,True
183,Summoner Quests,62408,94,True
184,Scholar Quests,62409,94,True
185,Dark Knight Quests,62412,93,True
186,Machinist Quests,62411,93,True
187,Astrologian Quests,62413,94,True
188,Samurai Quests,62414,93,True
189,Red Mage Quests,62415,94,True
190,Gunbreaker Quests,62417,93,True
191,Dancer Quests,62418,93,True
192,Sage Quests,62420,94,True
193,Reaper Quests,62419,93,True
194,Viper Quests,62421,93,True
195,Pictomancer Quests,62422,94,True
196,Blue Mage Quests,62416,94,True
197,Facet of Forging Quests,61411,90,True
198,Facet of Crafting Quests,61411,90,True
199,Facet of Nourishing Quests,61411,90,True
200,Facet of Gathering Quests,61411,90,True
201,Facet of Fishing Quests,61411,90,True
202,Crystalline Mean Quests,61411,90,True
203,Faculty of Archaeology Quests,62521,91,True
204,Faculty of Astronomy Quests,62521,91,True
205,Faculty of Medicine Quests,62521,91,True
206,Faculty of Anthropology Quests,62521,91,True
207,Faculty of Aetherology Quests,62521,91,True
208,Studium Quests,62521,91,True
209,XRral Soj Metalwares Quests,62523,92,True
210,Epistles by Pameka Quests,62523,92,True
211,Xeerol Ja Juicecraft Quests,62523,92,True
212,Shunye's Apothecary Quests,62523,92,True
213,Fish Fancies Donuhanu Quests,62523,92,True
214,Wachumeqimeqi Quests,62523,92,True
215,Tank Role Quests (Shadowbringers),62522,95,True
216,Healer Role Quests (Shadowbringers),62522,95,True
217,Physical DPS Role Quests (Shadowbringers),62522,95,True
218,Magical Ranged DPS Role Quests (Shadowbringers),62522,95,True
219,Role Quests (Shadowbringers),62522,95,True
220,Tank Role Quests (Endwalker),62522,95,True
221,Healer Role Quests (Endwalker),62522,95,True
222,Melee DPS Role Quests (Endwalker),62522,95,True
223,Physical Ranged DPS Role Quests (Endwalker),62522,95,True
224,Magical Ranged DPS Role Quests (Endwalker),62522,95,True
225,Role Quests (Endwalker),62522,95,True
226,Tank Role Quests (Dawntrail),62522,95,True
227,Healer Role Quests (Dawntrail),62522,95,True
228,Melee DPS Role Quests (Dawntrail),62522,95,True
229,Physical Ranged DPS Role Quests (Dawntrail),62522,95,True
230,Magical Ranged DPS Role Quests (Dawntrail),62522,95,True
231,Role Quests (Dawntrail),62522,95,True
232,Maelstrom Quests,61401,96,True
233,Order of the Twin Adder Quests,61402,96,True
234,Immortal Flames Quests,61403,96,True
235,Seasonal Events,61411,97,True
236,Heavensturn Events,61411,97,True
237,Eastern Duties,61411,97,True
238,Valentione's Day Events,61411,97,True
239,Valentione's & Little Ladies' Day Events,61411,97,True
240,Little Ladies' Day Events,61411,97,True
241,Little Ladies' & Hatching-tide Events,61411,97,True
242,Hatching-tide Events,61411,97,True
243,Gold Saucer Festivities,61411,97,True
244,Moonfire Faire Events,61411,97,True
245,Rising Events,61411,97,True
246,All Saints' Wake Events,61411,97,True
247,Starlight Celebration Events,61411,97,True
248,Other Seasonal Events,61411,97,True
249,Special Quests,61411,98,True
250,Collaboration Quests,61411,98,True
251,,0,0,False
252,,0,0,False
253,,0,0,False
254,,0,0,False
255,,0,0,False
256,,0,0,False
257,,0,0,False
258,,0,0,False
259,,0,0,False
260,,0,0,False
261,,0,0,False
262,,0,0,False
263,,0,0,False
264,,0,0,False
265,,0,0,False
266,,0,0,False
267,,0,0,False
268,,0,0,False
269,Battlecraft Levequests,62501,99,False
270,Carpenter Levequests,62502,103,False
271,Blacksmith Levequests,62503,104,False
272,Armorer Levequests,62504,105,False
273,Goldsmith Levequests,62505,106,False
274,Leatherworker Levequests,62506,107,False
275,Weaver Levequests,62507,108,False
276,Alchemist Levequests,62508,109,False
277,Culinarian Levequests,62509,110,False
278,Miner Levequests,62510,100,False
279,Botanist Levequests,62511,101,False
280,Fisher Levequests,62512,102,False
281,Maelstrom Levequests,62513,124,False
282,Order of the Twin Adder Levequests,62514,124,False
283,Immortal Flames Levequests,62515,124,False
284,Instanced Dungeons,61801,125,False
285,Instanced Raids,61802,125,False
286,Trials,61804,125,False
287,Instanced Dungeons,61801,126,False
288,Instanced Raids,61802,126,False
289,Trials,61804,126,False
290,Deep Dungeons,61824,126,False
291,Instanced Dungeons,61801,127,False
292,Instanced Raids,61802,127,False
293,Trials,61804,127,False
294,Deep Dungeons,61824,127,False
295,Eureka Expedition Quests,61833,127,False
296,Instanced Dungeons,61801,128,False
297,Instanced Raids,61802,128,False
298,Trials,61804,128,False
299,Save the Queen: Blades of Gunnhildr,61838,128,False
300,Instanced Dungeons,61801,129,False
301,Instanced Raids,61802,129,False
302,Trials,61804,129,False
303,Deep Dungeons,61824,129,False
304,Criterion Dungeons,61846,129,False
305,Instanced Dungeons,61801,130,False
306,Instanced Raids,61802,130,False
307,Trials,61804,130,False
308,The Occult Crescent,61851,130,False
309,Deep Dungeons,61824,130,False
310,,0,0,False
311,Guildhests,61803,125,False
312,,0,0,False
313,,0,0,False
314,,0,0,False
315,,0,0,False
316,,0,0,False
317,,0,0,False
318,,0,0,False
319,,0,0,False
320,,0,0,False
321,,0,0,False
322,,0,0,False
323,,0,0,False
324,,0,0,False
325,,0,0,False
326,,0,0,False
327,,0,0,False
328,,0,0,False
329,,0,0,False
330,,0,0,False
331,,0,0,False
332,,0,0,False
333,,0,0,False
334,,0,0,False
335,,0,0,False
336,,0,0,False
337,,0,0,False
338,,0,0,False
339,,0,0,False
340,,0,0,False
341,,0,0,False
342,Legacy Main Scenario Quests,0,131,False
343,Legacy Sidequests,0,131,False
344,Legacy Class Quests,0,131,False
345,Legacy Job Quests,0,131,False
346,Legacy Grand Company Quests,0,131,False
