#,EventHighAddition,Unknown11,Data,SgbPath,PopType,Invisibility,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,EyeCollision,DirectorControl,Target,Unknown9,AddedIn53,Unknown10
2000062,983179,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False
2000063,983180,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False
2000064,0,1366,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000065,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000066,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000067,983181,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,True,True,False,False,False
2000068,0,1767,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000069,0,1767,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000070,65556,2076,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000071,65556,2076,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000072,721440,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000073,720935,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000074,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000075,67245,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000076,67245,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000077,67245,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000078,67245,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000079,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000080,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000081,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000082,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000083,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000084,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000085,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000086,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000087,131083,0,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000088,720916,0,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000089,65592,2075,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000090,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000091,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000092,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000093,1048578,3237,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000094,1048579,3237,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000095,1048580,3237,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000096,1048581,3237,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000097,1048582,0,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000098,1048583,3237,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000099,1048584,3237,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000100,983152,3203,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000101,983153,3203,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000102,983154,3203,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000103,983155,3203,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000104,983182,3203,2,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000105,983183,3203,2,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000106,983184,3203,2,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000107,983185,3203,2,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000108,983199,3203,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000109,983200,3203,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000110,983201,3203,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000111,1114145,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000112,1114146,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000113,1114147,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000114,1114148,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000115,1114149,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000116,983046,1621,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000117,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000118,983047,1621,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000119,0,1621,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000120,0,0,3,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000121,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000122,0,1621,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000123,0,1621,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000124,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000125,983190,1623,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000126,983045,0,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000127,983045,0,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000128,1114114,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000129,1114114,1666,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000130,0,1666,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000131,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000132,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000133,0,0,3,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000134,0,1624,3,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000135,0,1624,3,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000136,65606,1626,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000137,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000138,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000139,983045,1629,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,True,False,False
2000140,65707,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000141,65711,1848,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000142,65707,2075,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000143,65735,2076,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000144,65735,2076,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000145,65731,1852,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000146,65709,1851,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000147,65711,1850,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000148,65711,1850,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000149,65711,1849,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000150,0,1843,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000151,0,1585,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000152,0,1651,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000153,0,1585,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000154,0,1585,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000155,0,1585,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000156,0,1585,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000157,0,1585,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000158,0,0,3,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000159,983048,1651,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000160,983050,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000161,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2000162,983118,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000163,983119,3317,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000164,0,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000165,983120,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000166,983121,3317,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000167,0,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000168,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000169,983052,2791,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000170,983111,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000171,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000172,983053,2791,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000173,983051,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000174,983146,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000175,983147,3317,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000176,983148,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000177,983149,3317,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000178,983049,1651,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000179,983054,2791,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000180,983112,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000181,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000182,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000183,0,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000184,983081,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000185,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000186,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000187,983045,1629,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000188,1114125,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000189,1114126,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000190,1114127,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000191,1114128,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000192,1114129,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000193,1114130,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000194,1114131,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000195,1114132,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000196,1114133,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000197,0,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000198,0,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000199,0,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000200,1114134,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000201,1114135,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000202,1114136,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000203,1114137,0,1,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000204,0,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000205,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000206,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000207,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000208,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000209,983061,2537,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000210,0,3134,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000211,0,0,3,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000212,1048585,2221,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000213,983063,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000214,983064,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000215,983065,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000216,983066,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000217,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000218,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000219,0,1624,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000220,0,1712,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000221,983114,1624,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000222,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000223,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000224,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000225,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000226,983067,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000227,983068,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000228,983069,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000229,983070,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000230,983071,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000231,983072,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000232,983073,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000233,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000234,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000235,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000236,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000237,0,0,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000238,983045,1629,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000239,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000240,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000241,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000242,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000243,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000244,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000245,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000246,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000247,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000248,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000249,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000250,983074,1652,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000251,983075,1624,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000252,983076,1624,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000253,983077,1624,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000254,983078,1624,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000255,983079,1652,2,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000256,983080,1652,1,0,0,0,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000257,0,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000258,0,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000259,0,1624,3,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000260,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000261,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000262,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000263,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000264,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000265,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000266,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000267,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000268,65843,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000269,983082,2729,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000270,0,1666,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000271,0,0,3,7,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000272,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000273,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000274,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000275,983045,1629,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000276,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000277,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000278,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000279,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000280,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000281,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000282,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000283,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000284,65849,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000285,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000286,65850,3257,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000287,65851,3257,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000288,65852,1625,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000289,65853,3265,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2000290,65853,3263,3,7,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
