key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
31,2,0,90,False,303,18,923,5330512,31,0,False,0,0,3930,7700,7704,44,6000,15900,0,0,79920,0,355200,0,0,0,35520,62160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177600,3600,46,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,44,0,False,0,0,True
32,2,0,90,False,243,18,736,5073636,32,0,False,0,0,0,7500,7516,29,0,0,80,0,39750,0,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,101,65,False,0,0,True,0,-1,0,0,0,59,0,False,0,0,0,5,45,0,False,0,0,True
33,2,0,90,False,300,18,928,5614685,33,0,False,0,0,3740,9100,9107,46,0,0,30,0,34520,0,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,85,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,46,0,False,0,0,True
34,2,0,90,False,0,18,920,5578485,34,0,False,0,0,3642,8200,8208,43,6000,15400,0,0,77180,0,343000,0,0,0,34300,60030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171500,3480,51,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,47,0,False,0,0,True
35,2,0,90,False,308,18,931,5615552,35,0,False,0,0,3434,8300,8309,47,0,0,30,0,34520,0,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,84,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,48,0,False,0,0,True
36,2,0,90,False,299,18,912,5653695,36,0,False,0,0,3409,8100,8104,40,6000,13600,0,0,68450,0,304200,0,0,0,30420,53240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152100,3120,47,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,49,0,False,0,0,True
37,2,0,90,False,301,18,915,5777405,37,0,False,0,0,3798,8700,8705,41,6000,14200,0,0,71420,0,317400,0,0,0,31740,55550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158700,3240,48,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,50,0,False,0,0,True
38,2,0,90,False,304,18,926,5783033,38,0,False,0,0,3823,8600,8642,45,0,0,100,0,43160,0,0,60,0,0,9590,14390,28770,0,0,15,30,45,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,70,50,False,0,0,True,0,-1,0,0,0,71,0,False,0,0,0,5,51,0,False,0,0,True
39,2,0,90,False,302,18,837,5724514,39,0,False,0,0,3458,8500,8524,42,6000,14800,0,0,74390,0,330600,0,0,0,33060,57860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165300,3360,49,100,False,0,0,True,0,-1,0,0,0,62,0,False,0,92,0,5,52,0,False,0,0,True
40,2,0,90,False,346,18,1069,5963638,40,0,False,0,0,4576,9500,9507,49,0,0,40,0,34520,0,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,52,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,53,0,False,0,0,True
41,2,0,90,False,345,18,1066,6034561,41,0,False,0,0,4658,9700,9704,48,0,0,40,0,34520,0,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,53,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,54,0,False,0,0,True
42,2,0,90,False,368,18,1115,6159126,140,0,False,0,0,4747,10000,10011,51,0,0,50,0,38840,0,0,20,0,0,17260,30210,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,72,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,55,0,False,0,0,True
43,2,0,90,False,361,18,1112,6168797,141,0,False,0,0,0,9800,9806,50,0,0,50,0,38840,0,0,20,0,0,17260,30210,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,71,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,56,0,False,0,0,True
44,2,0,90,False,386,18,1238,6258659,171,0,False,0,0,4954,12400,12419,52,0,0,60,0,38840,0,0,25,0,0,17260,30210,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,83,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,111,0,5,57,0,False,0,0,True
45,2,0,90,False,387,18,1241,6245779,172,0,False,0,0,0,12300,12350,53,0,0,60,0,38840,0,0,25,0,0,17260,30210,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,82,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,58,0,False,0,0,True
46,2,0,90,False,405,18,1330,6399476,182,0,False,0,0,5272,13000,13016,54,0,0,70,0,38840,0,0,35,0,0,17260,30210,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,91,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,82,0,5,59,0,False,0,0,True
47,2,0,90,False,407,18,1333,6331749,196,0,False,0,0,5219,13800,13816,55,0,0,70,0,38840,0,0,35,0,0,17260,30210,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,90,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,60,0,False,0,0,True
48,2,0,90,False,420,18,1370,6562680,219,0,False,0,0,5564,14000,14008,56,0,0,80,0,43160,0,0,50,0,0,19180,33570,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,104,50,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,61,0,False,0,0,True
49,2,0,90,False,421,18,1373,6610258,221,0,False,0,0,5531,14400,14404,57,0,0,80,0,43160,0,0,50,0,0,19180,33570,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,103,50,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,62,0,False,0,0,True
50,2,0,90,False,472,18,1544,6526606,235,0,False,0,0,6243,14900,14914,0,6000,25400,0,0,127490,0,566600,0,0,0,56660,99160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283300,3840,0,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,63,0,False,0,0,True
51,2,0,90,False,477,18,1559,6797021,236,0,False,0,0,6117,14600,14623,0,0,0,30,0,75060,0,0,10,0,0,33360,58380,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,0,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,64,0,False,0,0,True
52,2,0,90,False,471,18,1541,6793825,238,0,False,0,0,6074,14500,14517,0,6000,22500,0,0,112500,0,500000,0,0,0,50000,87500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,3720,0,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,65,0,False,0,0,True
53,2,0,90,False,473,18,1547,6797773,240,0,False,0,0,6155,14700,14722,0,6000,28500,0,0,142920,0,635200,0,0,0,63520,111160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317600,3960,0,100,False,0,0,True,0,-1,0,0,0,2,0,False,0,0,0,5,66,0,False,0,0,True
54,2,0,90,False,474,18,1550,6881322,241,0,False,0,0,6205,16100,16111,0,6000,31700,0,0,158900,0,706200,0,0,0,70620,123590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353100,4080,120,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,143,0,5,67,0,False,0,0,True
55,2,0,90,False,475,18,1553,6828756,242,0,False,0,0,6268,15500,15533,0,6000,35000,0,0,175370,0,779400,0,0,0,77940,136400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389700,4200,0,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,68,0,False,0,0,True
56,2,0,90,False,476,18,1556,6879598,247,0,False,0,0,6039,17300,17317,0,0,0,30,0,75060,0,0,10,0,0,33360,58380,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,121,40,False,0,0,True,0,-1,0,0,0,4,0,False,0,0,0,5,69,0,False,0,0,True
57,2,0,90,False,478,18,1562,6881036,262,0,False,0,0,6089,16200,16230,0,0,0,30,0,75060,0,0,10,0,0,33360,58380,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,0,40,False,0,0,True,0,-1,0,0,0,6,0,False,0,0,0,0,70,0,False,0,0,True
58,2,0,90,False,504,18,1643,7042419,279,0,False,0,0,6910,17900,17908,0,0,0,40,0,75060,0,0,15,0,0,33360,58380,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,125,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,71,0,False,0,0,True
59,2,0,90,False,526,18,1711,7167447,284,0,False,0,0,6996,18400,18411,0,0,0,50,0,84440,0,0,20,0,0,37530,65680,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,138,45,False,0,0,True,0,-1,0,0,0,14,0,False,0,0,0,0,72,0,False,0,0,True
60,2,0,90,False,527,18,1714,7170996,285,0,False,0,0,7058,18500,18516,0,0,0,50,0,84440,0,0,20,0,0,37530,65680,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,139,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,73,0,False,0,0,True
61,2,0,90,False,551,18,1794,7335267,536,0,False,0,0,7203,19200,19230,0,0,0,60,0,84440,0,0,25,0,0,37530,65680,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,142,45,False,0,0,True,0,-1,0,0,0,18,0,False,0,0,0,0,74,0,False,0,0,True
62,2,0,90,False,584,18,1828,7403523,584,0,False,0,0,7662,19800,19804,0,0,0,70,0,84440,0,0,35,0,0,37530,65680,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,149,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,0,75,0,False,0,0,True
63,2,0,90,False,583,18,1825,7558761,585,0,False,0,0,7672,19700,19714,0,0,0,70,0,84440,0,0,35,0,0,37530,65680,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,150,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,76,0,False,0,0,True
64,2,0,90,False,639,18,1921,7705971,611,0,False,0,0,7859,20800,20819,0,0,0,80,0,93830,0,0,50,0,0,41700,72980,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,4200,162,50,False,0,0,True,0,-1,0,0,0,0,0,False,0,0,0,5,12,0,False,0,0,True
65,2,0,90,False,688,18,2127,7814768,649,0,False,0,0,8146,21300,21323,0,6000,54500,0,0,272700,0,1212000,0,0,0,121200,212100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606000,4380,0,100,False,0,0,True,0,-1,0,0,0,0,18,False,0,10,0,5,2,0,False,0,0,True
66,2,0,90,False,689,18,2130,7881156,651,0,False,0,0,8233,21800,21808,0,6000,60100,0,0,300920,0,1337400,0,0,0,133740,234050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668700,4500,166,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,5,3,5,3,0,False,0,0,True
67,2,0,90,False,692,18,2139,7886218,652,0,False,0,0,8210,21400,21426,0,0,0,30,0,153900,0,0,10,0,0,68400,119700,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,40,False,0,0,True,0,-1,0,0,0,0,16,False,0,3,5,5,6,0,False,0,0,True
68,2,0,90,False,694,18,2142,7917862,655,0,False,0,0,8167,21600,21609,0,0,0,30,0,153900,0,0,10,0,0,68400,119700,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,11,0,0,7,0,False,0,0,True
69,2,0,90,False,690,18,2133,7903197,656,0,False,0,0,257,21500,21505,0,6000,66100,0,0,330660,0,1469600,0,0,0,146960,257180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734800,4620,167,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,7,2,5,4,0,False,0,0,True
70,2,0,90,False,691,18,2136,7926262,659,0,False,0,0,8262,20400,20414,0,6000,72100,0,0,360590,0,1602600,0,0,0,160260,280460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801300,4740,0,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,6,4,5,5,0,False,0,0,True
71,2,0,90,False,693,18,2145,7923123,661,0,False,0,0,8273,21700,21707,0,0,0,30,0,153900,0,0,10,0,0,68400,119700,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,4,1,0,8,0,False,0,0,True
72,2,0,90,False,687,18,2124,7919152,676,0,False,0,0,0,22100,22107,0,6000,48900,0,0,244580,0,1087000,0,0,0,108700,190230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543500,4260,165,100,False,0,0,True,0,-1,0,0,0,0,0,False,0,9,6,5,1,0,False,0,0,True
73,2,0,90,False,727,18,2220,8101435,692,0,False,0,0,9046,23400,23440,0,0,0,40,0,153900,0,0,15,0,0,68400,119700,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,181,40,False,0,0,True,0,-1,0,0,0,0,0,False,0,12,0,5,9,0,False,0,0,True
74,2,0,90,False,749,18,2294,8241592,714,0,False,0,0,9264,24100,24117,0,0,0,50,0,173137,0,0,20,0,0,76950,134662,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,190,45,False,0,0,True,0,-1,0,0,0,0,0,False,0,17,14,5,10,0,False,0,0,True
75,2,0,90,False,777,18,2341,8366253,737,0,False,0,0,0,25000,25042,0,0,0,60,0,173137,0,0,25,0,0,76950,134662,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,0,45,False,0,0,True,0,-1,0,0,0,0,31,False,0,33,18,5,11,0,False,0,0,True
76,2,0,90,False,798,18,2445,8532638,746,0,False,0,0,0,25900,25943,0,0,0,70,0,173137,0,0,35,0,0,76950,134662,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,226,45,False,0,0,True,0,-1,0,0,0,42,37,False,0,38,20,5,13,0,False,0,0,True
77,2,0,90,False,810,18,2549,8638193,777,0,False,0,0,0,25100,25129,0,0,0,80,0,192375,0,0,50,0,0,85500,149625,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,855000,4800,230,50,False,0,0,True,0,-1,0,0,0,0,0,False,0,48,28,5,77,0,False,0,0,True
78,2,0,90,False,874,18,2732,8860015,783,0,False,0,0,0,27100,27129,0,6000,153600,0,0,768487,0,1707740,0,0,0,341550,597712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707750,4800,259,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,53,35,5,79,0,False,0,0,True
79,2,0,90,False,881,18,2753,8805121,784,0,False,0,0,0,27000,27032,0,0,0,30,0,594000,0,0,10,0,0,264000,462000,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,0,40,False,0,0,False,0,-1,0,0,0,0,0,False,0,55,29,0,85,0,False,0,0,True
