#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Unknown3,Unknown4,Unknown12,Unknown13,Unknown5,Unknown14,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
10,"Groundwork for Habitation Module Construction
**Prepare for upcoming projects.**",Groundwork for Habitation Module Construction,Projects are currently being scheduled for the habitation module's construction. Stand by for upcoming opportunities!,Projects are currently being scheduled for the habitation module's construction. We hope you will join our efforts!,Searchingway,241005,0,0,1451,158,0,2,10,0,0,2,3,0,0,0,0,0,0,0,0,0,False
11,"Habitation Module Construction Underway
**Participate in ongoing projects.**",Habitation Module Construction Underway,We have commenced construction of the habitation module. Hop over and help us out!,The construction of the habitation module is now underway! Come and lend a paw!,Searchingway,241005,0,0,0,158,0,2,11,0,0,2,3,0,0,0,0,0,0,0,0,0,False
12,"Preparation for Cosmoport Alpha Maintenance
**Prepare for upcoming projects.**",Preparation for Cosmoport Alpha Maintenance,Projects are currently being scheduled for the cosmoport's construction and maintenance. Stand by for upcoming opportunities!,Projects are currently being scheduled for the cosmoport's construction. We hope you will join our efforts!,Searchingway,241006,18,2,1401,158,0,3,12,5,0,2,3,0,0,0,0,0,0,0,0,0,False
13,"Cosmoport Alpha Maintenance Underway
**Participate in ongoing projects.**",Cosmoport Alpha Maintenance Underway,We have commenced construction and maintenance of the cosmoport. Hop over and help us out!,The construction of the cosmoport is now underway! Come and lend a paw!,Searchingway,241006,0,0,0,158,0,3,12,0,0,2,3,0,0,0,0,0,0,0,0,0,False
14,"Habitation Module & Cosmoport Complete
**Explore at your leisure until the next project.**",Habitation Module & Cosmoport Complete,"Thanks to the efforts of all, the habitation module and cosmoport have been completed. Feel free to explore while we prepare for future projects!",The habitation module and cosmoport are both ready for occupants. We thank you all for your cooperation!,Searchingway,241007,18,3,1401,158,0,4,13,5,0,2,3,0,0,0,0,0,0,0,0,0,False
15,"Preparation for Mech Hangar Alpha Expansion
**Complete stellar missions.**",Preparation for Mech Hangar Alpha Expansion,We are presently gathering materials for upgrades to our mech hangar. Complete stellar missions to assist in our efforts!,"Reportedly, the mech hangar is due for an upgrade. To that end, we are presently gathering materials!",Searchingway,241008,0,0,0,158,0,4,14,0,0,2,3,0,0,0,0,0,0,0,0,0,False
16,"Groundwork for Mech Hangar Alpha Expansion
**Prepare for upcoming projects.**",Groundwork for Mech Hangar Alpha Expansion,Projects are currently being scheduled for the mech hangar's renovation. Stand by for upcoming opportunities!,Projects are currently being scheduled for the mech hangar's renovation. We hope you will join our efforts!,Searchingway,241008,0,0,1451,158,0,4,15,0,0,2,3,0,0,0,0,0,0,0,0,0,False
17,"Mech Hangar Alpha Expansion Underway
**Participate in ongoing projects.**",Mech Hangar Alpha Expansion Underway,We have commenced the mech hangar's renovation. Hop over and help us out!,The renovation of the mech hangar is now underway! Come and lend a paw!,Searchingway,241008,0,0,0,158,0,4,16,0,0,2,3,0,0,0,0,0,0,0,0,0,False
18,"Mech Hangar Beta Complete
**Explore at your leisure until the next project.**",Mech Hangar Beta Complete,"Thanks to the efforts of all, the mech hangar has received a much-needed upgrade. Feel free to explore while we prepare for future projects!",The mech hangar has now received a much-needed upgrade. We thank you all for your cooperation!,Searchingway,241009,18,4,1402,158,0,5,17,5,0,2,3,0,0,0,0,0,0,0,0,0,False
19,"Preparation for Cosmoliner Beta Construction
**Complete stellar missions.**",Preparation for Cosmoliner Beta Construction,We are presently gathering materials for a northwestern extension to the Cosmoliner. Complete stellar missions to assist in our efforts!,"It's time we extended the Cosmoliner into the northwest. To that end, we are presently gathering materials!",Searchingway,241010,0,0,0,158,0,5,18,0,0,2,3,0,0,0,0,0,0,0,0,0,False
20,"Cosmoliner Beta Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Beta Construction Underway,The Cosmoliner is under construction. Please wait until the northwestern extension is complete!,The northwestern extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.,Searchingway,241010,0,0,1452,158,0,5,18,0,0,2,3,0,0,0,0,0,0,0,0,0,False
21,"Cosmoliner Northwestern Radius Complete
**Explore at your leisure until the next project.**",Cosmoliner Northwestern Radius Complete,The Cosmoliner's northwestern extension has been completed. Feel free to explore while we prepare for future projects!,Calabash Cove is now just a short hop away! We thank you all for your cooperation!,Searchingway,241011,18,5,1407,158,0,6,19,6,0,2,3,0,0,0,0,0,0,0,0,0,False
22,"Preparation for Cosmoliner Gamma Construction
**Complete stellar missions.**",Preparation for Cosmoliner Gamma Construction,We are presently gathering materials for a southeastern extension to the Cosmoliner. Complete stellar missions to assist in our efforts!,"Next, we'll extend the Cosmoliner into the southeast. To that end, we are presently gathering materials!",Searchingway,241012,0,0,0,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
23,"Cosmoliner Gamma Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Gamma Construction Underway,The Cosmoliner is under construction. Please wait until the southeastern extension is complete!,The southeastern extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.,Searchingway,241012,0,0,1452,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
24,"Cosmoliner Southeastern Radius Complete
**Explore at your leisure until the next project.**",Cosmoliner Southeastern Radius Complete,The Cosmoliner's southeastern extension has been completed. Feel free to explore while we prepare for future projects!,The Cosmoliner now stretches as far as Weddingway's Bower! We thank you all for your cooperation!,Searchingway,241013,18,6,1409,158,0,7,21,6,0,2,3,4,6,7,0,0,0,0,0,0,False
25,"Preparation for Tunnel Excavation
**Complete stellar missions.**",Preparation for Tunnel Excavation,We are presently gathering materials for a tunnel through the Gleamslope. Complete stellar missions to assist in our efforts!,"For various reasons, we've decided to carve a tunnel into Gleamslope. To that end, we are presently gathering materials!",Searchingway,241014,0,0,0,158,0,7,22,0,0,2,3,4,6,7,0,0,0,0,0,0,False
26,"Groundwork for Tunnel Project Alpha
**Prepare for upcoming projects.**",Groundwork for Tunnel Project Alpha,Projects are currently being scheduled for the preliminary stage of tunnel excavation. Stand by for upcoming opportunities!,Projects are currently being scheduled for the preliminary stage of tunnel excavation. We hope you will join our efforts!,Searchingway,241014,0,0,1451,158,0,7,23,0,0,2,3,4,6,7,0,0,0,0,0,0,False
27,"Tunnel Project Alpha Underway
**Participate in ongoing projects.**",Tunnel Project Alpha Underway,We have commenced the preliminary stage of tunnel excavation. Hop over and help us out!,The preliminary stage of tunnel excavation is now underway! Come and lend a paw!,Searchingway,241014,0,0,0,158,0,7,24,0,0,2,3,4,6,7,0,0,0,0,0,0,False
28,"Groundwork for Tunnel Project Beta
**Prepare for upcoming projects.**",Groundwork for Tunnel Project Beta,Projects are currently being scheduled for the final stage of tunnel excavation. Stand by for upcoming opportunities!,Projects are currently being scheduled for the final stage of tunnel excavation. We hope you will join our efforts!,Searchingway,241015,18,7,1401,158,0,8,25,5,0,2,3,4,6,7,0,0,0,0,0,0,False
29,"Tunnel Project Beta Underway
**Participate in ongoing projects.**",Tunnel Project Beta Underway,We have commenced the final stage of tunnel excavation. Hop over and help us out!,The final stage of tunnel excavation is now underway! Come and lend a paw!,Searchingway,241015,0,0,0,158,0,8,25,0,0,2,3,4,6,7,0,0,0,0,0,0,False
30,"Piercingway Tunnel Complete
**Explore at your leisure until the next project.**",Piercingway Tunnel Complete,"Thanks to the efforts of all, the Piercingway Tunnel has been completed. Feel free to explore while we prepare for future projects!","At last, we can get a good look inside Gleamslope! We thank you all for your cooperation!",Searchingway,241016,18,8,1408,158,0,9,26,6,0,2,3,4,6,7,0,0,0,0,0,0,False
31,"Preparation for Cosmoliner Delta Construction
**Complete stellar missions.**",Preparation for Cosmoliner Delta Construction,We are presently gathering materials for a Cosmoliner extension through the Piercingway Tunnel. Complete stellar missions to assist in our efforts!,Let's extend the Cosmoliner into our brand new Piercingway Tunnel. Presently gathering materials for construction!,Searchingway,241017,0,0,0,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
32,"Cosmoliner Delta Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Delta Construction Underway,The Cosmoliner is under construction. Please wait until the southwestern extension is complete!,The southwestern extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.,Searchingway,241017,0,0,1452,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
33,"Cosmoliner Southwestern Radius Complete
**Explore at your leisure until the next project.**",Cosmoliner Southwestern Radius Complete,The Cosmoliner's southwestern extension has been completed. Feel free to explore while we prepare for future projects!,"With this Cosmoliner extension, exploring Gleamslope is easier than ever. We thank you all for your cooperation!",Searchingway,241018,18,9,1412,158,0,10,28,6,0,2,3,4,6,7,8,0,0,0,0,0,False
34,"Preparation for Base Camp Beta Expansion
**Complete stellar missions.**",Preparation for Base Camp Beta Expansion,We are presently gathering materials to expand the Moongate Hub. Complete stellar missions to assist in our efforts!,"The Moongate Hub could stand to be a sight bigger, don't you think? Presently gathering materials for another expansion!",Searchingway,241019,0,0,0,158,0,10,29,0,0,2,3,4,6,7,8,0,0,0,0,0,False
35,"Groundwork for Base Camp Beta Expansion
**Prepare for upcoming projects.**",Groundwork for Base Camp Beta Expansion,Projects are currently being scheduled for the Moongate Hub's expansion. Stand by for upcoming opportunities!,Projects are currently being scheduled for the Moongate Hub's expansion. We hope you will join our efforts!,Searchingway,241019,0,0,1451,158,0,10,30,0,0,2,3,4,6,7,8,0,0,0,0,0,False
36,"Base Camp Beta Expansion Underway
**Participate in ongoing projects.**",Base Camp Beta Expansion Underway,We have commenced expansion of the Moongate Hub. Hop over and help us out!,The expansion of the Moongate Hub is now underway! Come and lend a paw!,Searchingway,241019,0,0,0,158,0,10,31,0,0,2,3,4,6,7,8,0,0,0,0,0,False
37,"Base Camp Gamma Complete
**Explore at your leisure until the next project.**",Base Camp Gamma Complete,"Thanks to the efforts of all, the Moongate Hub is officially bigger and better than ever. Feel free to explore while we prepare for future projects!",The Moongate Hub is officially bigger and better than ever. We thank you all for your cooperation!,Searchingway,241020,18,10,1410,158,0,11,32,6,1,2,3,5,6,7,8,0,0,0,0,0,False
38,"Preparation for Energization & Hydrofication Stations
**Complete stellar missions.**",Preparation for Energization & Hydrofication Stations,We are presently gathering materials for energization and hydrofication stations. Complete stellar missions to assist in our efforts!,"What the hub needs now is proper infrastructure: to wit, energization and hydrofication stations. Presently gathering materials for construction!",Searchingway,241021,0,0,0,158,0,11,33,0,1,2,3,5,6,7,8,0,0,0,0,0,False
39,"Groundwork for Energization Expansion
**Prepare for upcoming projects.**",Groundwork for Energization Expansion,Projects are currently being scheduled for the energization station's construction. Stand by for upcoming opportunities!,Projects are currently being scheduled for the energization station's construction. We hope you will join our efforts!,Searchingway,241021,0,0,1451,158,0,11,34,0,1,2,3,5,6,7,8,0,0,0,0,0,False
40,"Energization Expansion Underway
**Participate in ongoing projects.**",Energization Expansion Underway,We have commenced construction of the energization station. Hop over and help us out!,The construction of the energization station is now underway! Come and lend a paw!,Searchingway,241021,0,0,0,158,0,11,35,0,1,2,3,5,6,7,8,0,0,0,0,0,False
41,"Groundwork for Hydrofication Expansion
**Prepare for upcoming projects.**",Groundwork for Hydrofication Expansion,Projects are currently being scheduled for the hydrofication station's construction. Stand by for upcoming opportunities!,Projects are currently being scheduled for the hydrofication station's construction. We hope you will join our efforts!,Searchingway,241022,18,11,1401,158,0,12,36,5,1,2,3,5,6,7,8,0,0,0,0,0,False
42,"Hydrofication Expansion Underway
**Participate in ongoing projects.**",Hydrofication Expansion Underway,We have commenced construction of the hydrofication station. Hop over and help us out!,The construction of the hydrofication station is now underway! Come and lend a paw!,Searchingway,241022,0,0,0,158,0,12,36,0,1,2,3,5,6,7,8,0,0,0,0,0,False
43,"Energization & Hydrofication Stations Complete
**Explore at your leisure until the next project.**",Energization & Hydrofication Stations Complete,"Thanks to the efforts of all, the energization and hydrofication stations have been completed. Feel free to explore while we prepare for future projects!","With power and water at our command, the Moongate Hub is now entirely self-sufficient! We thank you all for your cooperation!",Searchingway,241023,18,12,1401,158,0,13,37,5,1,2,3,5,6,7,8,0,0,0,0,0,False
44,"Preparation for Mech Hangar Beta Expansion & Cosmoport Beta Maintenance
**Complete stellar missions.**",Preparation for Mech Hangar Beta Expansion & Cosmoport Beta Maintenance,We are presently gathering materials for upgrades to the mech hangar and cosmoport. Complete stellar missions to assist in our efforts!,"As of late, the mech hangar and cosmoport are in desperate need of upgrades. To that end, we are presently gathering materials!",Searchingway,241024,0,0,0,158,0,13,38,0,1,2,3,5,6,7,8,0,0,0,0,0,False
45,"Groundwork for Mech Hangar Beta Expansion
**Prepare for upcoming projects.**",Groundwork for Mech Hangar Beta Expansion,Projects are currently being scheduled for the mech hangar's renovation. Stand by for upcoming opportunities!,Projects are currently being scheduled for the mech hangar's renovation. We hope you will join our efforts!,Searchingway,241024,0,0,1451,158,0,13,39,0,1,2,3,5,6,7,8,0,0,0,0,0,False
46,"Mech Hangar Beta Expansion Underway
**Participate in ongoing projects.**",Mech Hangar Beta Expansion Underway,We have commenced renovation of the mech hangar. Hop over and help us out!,The renovation of the mech hangar is now underway! Come and lend a paw!,Searchingway,241024,0,0,0,158,0,13,40,0,1,2,3,5,6,7,8,0,0,0,0,0,False
47,"Groundwork for Cosmoport Beta Maintenance
**Prepare for upcoming projects.**",Groundwork for Cosmoport Beta Maintenance,Projects are currently being scheduled for the cosmoport's renovation. Stand by for upcoming opportunities!,Projects are currently being scheduled for the cosmoport's renovation. We hope you will join our efforts!,Searchingway,241025,18,13,1402,158,0,14,41,5,1,2,3,5,6,7,8,0,0,0,0,0,False
48,"Cosmoport Beta Maintenance Underway
**Participate in ongoing projects.**",Cosmoport Beta Maintenance Underway,We have commenced renovation of the cosmoport. Hop over and help us out!,The renovation of the cosmoport is now underway! Come and lend a paw!,Searchingway,241025,0,0,0,158,0,14,41,0,1,2,3,5,6,7,8,0,0,0,0,0,False
49,"Mech Hangar Gamma & Cosmoport Beta Complete
**Explore at your leisure until the next project.**",Mech Hangar Gamma & Cosmoport Beta Complete,"Thanks to the efforts of all, both the mech hangar and cosmoport have been outfitted with state-of-the-art upgrades. Feel free to explore while we prepare for future projects!",Both the mech hangar and cosmoport have been outfitted with state-of-the-art upgrades. We thank you all for your cooperation!,Searchingway,241026,18,14,1402,158,0,15,42,5,1,2,3,5,6,7,8,0,0,0,0,0,False
50,"Preparation for Lift Construction
**Complete stellar missions.**",Preparation for Lift Construction,We are presently gathering materials for a lift in the lunar nadir. Complete stellar missions to assist in our efforts!,"Without a lift, we've no means of exploring the lunar nadir─so we'll simply have to build one! Presently gathering materials for construction!",Searchingway,241027,0,0,0,158,0,15,43,0,1,2,3,5,6,7,8,0,0,0,0,0,False
51,"Groundwork for Nadir Lift Site Preparation
**Prepare for upcoming projects.**",Groundwork for Nadir Lift Site Preparation,Projects are currently being scheduled for the preliminary stage of nadir lift construction. Stand by for upcoming opportunities!,Projects are currently being scheduled for the preliminary stage of nadir lift construction. We hope you will join our efforts!,Searchingway,241027,0,0,1451,158,0,15,44,0,1,2,3,5,6,7,8,0,0,0,0,0,False
52,"Nadir Lift Site Preparation Underway
**Participate in ongoing projects.**",Nadir Lift Site Preparation Underway,We have commenced preliminary construction of the nadir lift. Hop over and help us out!,The preliminary construction of the nadir lift is now underway! Come and lend a paw!,Searchingway,241027,0,0,0,158,0,15,45,0,1,2,3,5,6,7,8,0,0,0,0,0,False
53,"Groundwork for Nadir Lift Beta Site Preparation
**Prepare for upcoming projects.**",Groundwork for Nadir Lift Beta Site Preparation,Projects are currently being scheduled for the final stage of nadir lift construction. Stand by for upcoming opportunities!,Projects are currently being scheduled for the final stage of nadir lift construction. We hope you will join our efforts!,Searchingway,241028,18,15,1401,158,0,16,46,5,1,2,3,5,6,7,8,0,0,0,0,0,False
54,"Nadir Lift Beta Site Preparation Underway
**Participate in ongoing projects.**",Nadir Lift Beta Site Preparation Underway,We have commenced final construction of the nadir lift. Hop over and help us out!,The final stage of nadir lift construction is now underway! Come and lend a paw!,Searchingway,241028,0,0,0,158,0,16,46,0,1,2,3,5,6,7,8,0,0,0,0,0,False
55,"Nadir Lift Complete
**Explore at your leisure until the next project.**",Nadir Lift Complete,"Thanks to the efforts of all, the nadir lift has been completed. Feel free to explore while we prepare for future projects!","At last, we'll discover what lurks within the lunar nadir! We thank you all for your cooperation!",Searchingway,241029,18,16,1411,158,0,17,47,6,1,2,3,5,6,7,8,0,0,0,0,0,False
56,"Preparation for Cosmoliner Epsilon Construction
**Complete stellar missions.**",Preparation for Cosmoliner Epsilon Construction,We are presently gathering materials for a Cosmoliner extension into the lunar nadir. Complete stellar missions to assist in our efforts!,The Cosmoliner could do with one last extension: into the lunar nadir! Presently gathering materials for construction!,Searchingway,241030,0,0,0,158,0,17,48,0,1,2,3,5,6,7,8,0,0,0,0,0,False
57,"Cosmoliner Epsilon Construction Underway
**Await the Cosmoliner's completion.**",Cosmoliner Epsilon Construction Underway,The Cosmoliner is under construction. Please wait until the subterranean extension is complete!,The subterranean extension of the Cosmoliner is now underway! Please wait patiently until we can confirm its functionality and safety.,Searchingway,241030,0,0,1452,158,0,17,48,0,1,2,3,5,6,7,8,0,0,0,0,0,False
58,"Cosmoliner Subterranean Radius Complete
**Explore at your leisure until the next project.**",Cosmoliner Subterranean Radius Complete,The Cosmoliner has been extended across the entirety of Sinus Ardorum. Feel free to explore while we prepare for future projects!,"With the Cosmoliner now fully extended, we can travel freely to every last corner of Sinus Ardorum! We thank you all for your cooperation!",Searchingway,241031,18,17,1404,158,0,18,49,6,1,2,3,5,6,7,8,9,0,0,0,0,False
59,"Preparation for Base Camp Facility Expansion
**Complete stellar missions.**",Preparation for Base Camp Facility Expansion,We are presently gathering materials to expand the Moongate Hub. Complete stellar missions to assist in our efforts!,"Seeing as we now have the population of a small village, it's time our hub looked the part! Presently gathering materials for a truly stellar expansion!",Searchingway,241032,0,0,0,158,0,18,50,0,1,2,3,5,6,7,8,9,0,0,0,0,False
60,"Groundwork for Base Camp Facility Expansion
**Prepare for upcoming projects.**",Groundwork for Base Camp Facility Expansion,Projects are currently being scheduled for the Moongate Hub's final expansion. Stand by for upcoming opportunities!,Projects are currently being scheduled for the Moongate Hub's final expansion. We hope you will join our efforts!,Searchingway,241032,0,0,1451,158,0,18,51,0,1,2,3,5,6,7,8,9,0,0,0,0,False
61,"Base Camp Facility Expansion Underway
**Participate in ongoing projects.**",Base Camp Facility Expansion Underway,We have commenced the final expansion of the Moongate Hub. Hop over and help us out!,The final expansion of the Moongate Hub is now underway! Come and lend a paw!,Searchingway,241032,0,0,0,158,0,18,52,0,1,2,3,5,6,7,8,9,0,0,0,0,False
62,"Lunar Hopopolis Complete
**Prepare for future exploration.**",Lunar Hopopolis Complete,"Thanks to the efforts of all, the Lunar Hopopolis has been completed. Feel free to explore while we prepare for future endeavors!","I present to you our interstellar port town: Lunar Hopopolis, home of the cosmic explorers! We thank you all for your cooperation!",Searchingway,241033,18,18,1403,158,0,19,53,6,1,2,3,5,6,7,8,9,0,0,0,0,False
63,"Lunar Development Initiative Complete
**Prepare for future exploration.**",Lunar Development Initiative Complete,"Owing to myriad contributions by artisans like you, we have achieved every last objective outlined for Sinus Ardorum. Enjoy a well-earned rest, and stay alert for future updates!","Owing to myriad contributions by artisans like you, we have achieved every last objective outlined for Sinus Ardorum. You've made my dream come true!",Searchingway,241034,0,0,0,158,0,19,54,0,1,2,3,5,6,7,8,9,0,0,0,0,False
64,"Preparation for Beacon Camp Alpha Expansion
**Complete stellar missions.**",Preparation for Beacon Camp Alpha Expansion,We are presently gathering materials to expand Glassblowers' Beacon. Complete stellar missions to assist in our efforts!,The time is come to expand Glassblowers' Beacon! We ask that contributors procure the necessary materials.,Searchingway,241035,0,0,0,168,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,False
65,"Groundwork for Beacon Camp Alpha Expansion
**Prepare for upcoming projects.**",Groundwork for Beacon Camp Alpha Expansion,Projects are currently being scheduled for the expansion of Glassblowers' Beacon. Stand by for upcoming opportunities!,Work on Glassblowers' Beacon will commence shortly. We appreciate your patience!,Searchingway,241035,0,0,1451,168,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,False
66,"Beacon Camp Alpha Expansion Underway
**Participate in ongoing projects.**",Beacon Camp Alpha Expansion Underway,We have commenced expansion of Glassblowers' Beacon. Hop over and help us out!,"Come and join us at Glassblowers' Beacon, where we are expanding our cozy camp into something remarkable!",Searchingway,241035,0,0,0,168,0,0,2,0,2,3,4,0,0,0,0,0,0,0,0,0,False
67,"Beacon Camp Beta Complete
**Explore at your leisure until the next project.**",Beacon Camp Beta Complete,"Thanks to the efforts of all, Glassblowers' Beacon now boasts significant upgrades. Feel free to explore while we prepare for future projects!","Glassblowers' Beacon has been successfully expanded! Well done, everyone!",Searchingway,241036,126,0,1478,168,0,1,3,6,2,3,4,0,0,0,0,0,0,0,0,0,False
68,"Preparation for Cosmoliner Alpha Construction
**Complete stellar missions.**",Preparation for Cosmoliner Alpha Construction,We are presently gathering materials for a Cosmoliner circuit. Complete stellar missions to assist in our efforts!,Phaenna needs its own Cosmoliner! We ask that contributors procure the necessary materials.,Searchingway,241037,0,0,0,168,0,1,4,0,2,3,4,0,0,0,0,0,0,0,0,0,False
69,"Groundwork for Cosmoliner Alpha Construction
**Prepare for upcoming projects.**",Groundwork for Cosmoliner Alpha Construction,Projects are currently being scheduled for the Cosmoliner's construction. Stand by for upcoming opportunities!,Work on the Cosmoliner will commence shortly. We appreciate your patience!,Searchingway,241037,0,0,1451,168,0,1,4,0,2,3,4,0,0,0,0,0,0,0,0,0,False
70,"Cosmoliner Alpha Construction Underway
**Participate in ongoing projects.**",Cosmoliner Alpha Construction Underway,We have commenced construction of the Cosmoliner. Hop over and help us out!,Come and help us construct the main circuit of Phaenna's Cosmoliner!,Searchingway,241037,0,0,0,168,0,1,4,0,2,3,4,0,0,0,0,0,0,0,0,0,False
71,"Cosmoliner Beaconveil Filigree Complete
**Explore at your leisure until the next project.**",Cosmoliner Beaconveil Filigree Complete,"Thanks to the efforts of all, Phaenna now has its own Cosmoliner. Feel free to explore while we prepare for future projects!",Tired of endless jogging? Try riding the Cosmoliner today!,Searchingway,241038,126,1,1479,168,0,2,5,6,2,3,4,0,0,0,0,0,0,0,0,0,False
72,"Preparation for Habitation Module Construction
**Complete stellar missions.**",Preparation for Habitation Module Construction,We are presently gathering materials for a habitation module. Complete stellar missions to assist in our efforts!,A habitation module is in high demand. We ask that contributors procure the necessary materials.,Searchingway,241039,0,0,0,168,0,2,6,0,2,3,4,0,0,0,0,0,0,0,0,0,False
73,"Groundwork for Habitation Module Construction
**Prepare for upcoming projects.**",Groundwork for Habitation Module Construction,Projects are currently being scheduled for the construction of a habitation module. Stand by for upcoming opportunities!,Work on the habitation module will commence shortly. We appreciate your patience!,Searchingway,241039,0,0,1451,168,0,2,6,0,2,3,4,0,0,0,0,0,0,0,0,0,False
74,"Habitation Module Construction Underway
**Participate in ongoing projects.**",Habitation Module Construction Underway,We have commenced construction of a habitation module. Hop over and help us out!,Come and help us construct a habitation module fit for all our hardworking personnel!,Searchingway,241039,0,0,0,168,0,2,6,0,2,3,4,0,0,0,0,0,0,0,0,0,False
75,"Habitation Module Complete
**Explore at your leisure until the next project.**",Habitation Module Complete,"Thanks to the efforts of all, a habitation module has been completed. Feel free to explore while we prepare for future projects!","With our habitation module ready for occupants, now is the time to nap! ...Or explore.",Searchingway,241040,126,2,1402,168,0,3,7,5,2,3,4,0,0,0,0,0,0,0,0,0,False
76,"Preparation for Essential Stations
**Complete stellar missions.**",Preparation for Essential Stations,We are presently gathering materials for energization and hydrofication stations. Complete stellar missions to assist in our efforts!,We need energization and hydrofication stations to manage our essential resources. We ask that contributors procure the necessary materials.,Searchingway,241041,0,0,0,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
