#,RequiredQuality,Quest,Number,CraftType,ItemResult,Ingredient[0],Ingredient[1],Ingredient[2],Ingredient[3],Ingredient[4],Ingredient[5],Ingredient[6],Ingredient[7],StatusRequired,ItemRequired,RecipeLevelTable,MaxAdjustableJobLevel,RecipeNotebookList,DisplayPriority,DifficultyFactor,QualityFactor,DurabilityFactor,RequiredCraftsmanship,RequiredControl,QuickSynthCraftsmanship,QuickSynthControl,SecretRecipeBook,CollectableMetadata,PatchNumber,AmountResult,AmountIngredient[0],AmountIngredient[1],AmountIngredient[2],AmountIngredient[3],AmountIngredient[4],AmountIngredient[5],AmountIngredient[6],AmountIngredient[7],MaterialQualityFactor,CollectableMetadataKey,IsSecondary,CanQuickSynth,CanHq,ExpRewarded,Unknown1,IsSpecializationRequired,IsExpert
10,0,0,3,1,2328,5056,5361,5482,0,0,0,2,5,0,0,5,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
11,0,0,3,1,2341,5056,5324,5361,0,0,0,2,5,0,0,5,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
12,0,0,3,1,2367,5056,5361,0,0,0,0,2,5,0,0,5,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
13,0,0,3,1,2507,5056,5361,5258,0,0,0,2,5,0,0,6,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
14,0,0,3,1,2481,5056,5361,0,0,0,0,2,5,0,0,6,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
15,0,0,3,1,1603,5056,5275,5432,0,0,0,2,5,0,0,7,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
16,0,0,3,1,2392,5056,5091,5361,0,0,0,2,5,0,0,7,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
17,0,0,3,1,1751,5056,5361,0,0,0,0,2,5,0,0,7,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
18,0,0,3,1,2520,5056,5324,5361,0,0,0,2,5,0,0,8,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
19,0,0,3,1,2417,5056,5361,5258,0,0,0,2,5,0,0,8,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
20,0,0,3,1,1752,1750,5056,0,0,0,0,2,5,0,0,9,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,False,True,True,False,False,False
21,0,0,3,1,2329,5056,5361,5482,0,0,0,2,5,0,0,9,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
22,0,0,3,1,2356,5056,5276,0,0,0,0,2,5,0,0,10,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
23,0,0,3,1,2381,5056,5091,4856,0,0,0,2,5,0,0,10,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
24,0,0,3,1,2482,5056,5364,0,0,0,0,2,5,0,0,10,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
25,0,0,3,1,2342,5056,5324,5364,0,0,0,2,5,0,0,10,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
26,0,0,3,1,2393,5056,5091,5364,0,0,0,2,5,0,0,10,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
27,0,0,3,1,2431,5056,5364,5483,0,0,0,2,5,0,0,11,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
28,0,0,3,1,2560,5056,5364,5258,0,0,0,2,5,0,0,11,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
29,0,0,3,1,2368,5056,5364,0,0,0,0,2,5,0,0,11,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
30,0,0,3,1,2521,5056,5324,5364,0,0,0,2,5,0,0,11,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
31,0,0,3,1,2418,5056,5364,5258,0,0,0,2,5,0,0,11,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
32,0,0,3,1,2508,5056,5364,5258,0,0,0,2,5,0,0,12,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
33,0,0,3,1,2534,5056,5364,5503,0,0,0,2,5,0,0,12,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
34,0,0,3,1,2316,5056,5091,5364,0,0,0,2,5,0,0,12,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
35,0,0,3,1,2547,5056,5364,0,0,0,0,2,5,0,0,12,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
36,0,0,3,1,2394,2393,5091,0,0,0,0,2,5,0,0,12,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,2,0,0,0,0,1,1,50,0,True,False,True,True,False,False,False
37,0,0,3,1,1684,5056,5276,0,0,0,0,2,5,0,0,13,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
38,0,0,3,1,1605,5056,5276,5434,0,0,0,2,5,0,0,13,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
39,0,0,3,1,1753,5056,5364,0,0,0,0,2,5,0,0,14,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,3,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
40,0,0,3,1,2419,2417,5258,5063,0,0,0,2,5,0,0,14,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,False,True,True,False,False,False
41,0,0,3,1,2343,5056,5325,5364,5483,0,0,2,5,0,0,15,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,1,0,0,1,1,50,0,True,True,True,True,False,False,False
42,0,0,3,1,2369,5056,5071,5364,0,0,0,2,5,0,0,15,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
43,0,0,1,1,5057,5111,0,0,0,0,0,2,-1,0,0,16,0,0,0,50,80,58,0,0,0,0,0,65535,0,1,3,0,0,0,0,0,1,0,0,0,False,True,True,True,False,False,False
44,0,0,3,1,2522,2520,5276,5352,0,0,0,2,5,0,0,16,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,False,True,True,False,False,False
45,0,0,3,1,1607,1602,5063,0,0,0,0,2,5,0,0,16,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,2,0,0,0,0,1,1,50,0,True,False,True,True,False,False,False
46,0,0,3,1,2317,2316,5091,0,0,0,0,2,5,0,0,16,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,2,0,0,0,0,1,1,50,0,True,False,True,True,False,False,False
47,0,0,3,1,1686,1684,5063,0,0,0,0,2,5,0,0,16,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,False,True,True,False,False,False
48,0,0,3,1,1754,5057,5364,0,0,0,0,2,5,0,0,17,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
49,0,0,3,1,2548,5057,5364,0,0,0,0,2,5,0,0,17,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
50,0,0,3,1,1756,5057,5367,5276,0,0,0,2,5,0,0,17,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
51,0,0,1,1,5092,5057,0,0,0,0,0,2,-1,0,0,18,0,0,0,50,80,58,0,0,0,0,0,65535,0,1,1,0,0,0,0,0,1,0,50,0,False,True,True,True,False,False,False
52,0,0,3,1,2344,5057,5325,5367,0,0,0,2,5,0,0,18,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
53,0,0,3,1,2395,5057,5092,5367,0,0,0,2,5,0,0,18,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
54,0,0,3,1,2370,5057,5367,0,0,0,0,2,5,0,0,18,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
55,0,0,3,1,2433,5057,5367,4856,0,0,0,2,5,0,0,19,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
56,0,0,3,1,2549,5057,5367,0,0,0,0,2,5,0,0,19,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,True,True,True,False,False,False
57,0,0,3,1,2420,5057,5364,5259,0,0,0,2,5,0,0,19,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
58,0,0,3,1,2536,5057,5367,5504,0,0,0,2,5,0,0,19,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
59,0,0,3,1,1609,1603,5063,5277,0,0,0,2,5,0,0,20,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,False,True,True,False,False,False
60,0,0,3,1,2523,5057,5325,5364,0,0,0,2,5,0,0,20,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
61,0,0,3,1,2318,5057,5092,5364,0,0,0,2,5,0,0,20,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
62,0,0,3,1,2331,5057,5367,5483,0,0,0,2,5,0,0,20,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,1,1,50,0,True,True,True,True,False,False,False
63,0,0,3,1,1611,1607,5277,0,0,0,0,2,5,0,0,20,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,1,1,50,0,True,False,True,True,False,False,False
64,0,0,3,1,2510,5057,5367,5259,0,0,0,2,5,0,0,21,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
65,0,0,3,1,2562,5057,5367,5259,0,0,0,2,5,0,0,21,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
66,0,0,3,1,2484,5057,5367,0,0,0,0,2,5,0,0,21,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,2,1,50,0,True,True,True,True,False,False,False
67,0,0,3,1,1758,1754,5057,5063,0,0,0,2,5,0,0,21,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,False,True,True,False,False,False
68,0,0,3,1,2345,5057,5325,5368,0,0,0,2,5,0,0,21,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
69,0,0,3,1,2396,5057,5092,5368,0,0,0,2,5,0,0,21,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
70,0,0,3,1,2371,5057,5368,0,0,0,0,2,5,0,0,21,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,2,1,50,0,True,True,True,True,False,False,False
71,0,0,3,1,2358,5057,5277,0,0,0,0,2,5,0,0,22,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,2,1,50,0,True,True,True,True,False,False,False
72,0,0,3,1,2383,5057,5092,4856,0,0,0,2,5,0,0,22,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
73,0,0,3,1,2524,5057,5325,5367,0,0,0,2,5,0,0,22,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
74,0,0,3,1,1614,5057,5367,5277,0,0,0,2,5,0,0,22,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
75,0,0,3,1,2537,5057,5367,5504,0,0,0,2,5,0,0,23,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
76,0,0,3,1,2434,5057,5368,4856,0,0,0,2,5,0,0,23,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
77,0,0,3,1,1694,5072,5057,5277,0,0,0,2,5,0,0,23,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,1,50,0,True,True,True,True,False,False,False
78,0,0,3,1,1764,5057,5368,4856,0,0,0,2,5,0,0,24,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
79,0,0,3,1,2550,2549,5063,4856,0,0,0,2,5,0,0,24,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,False,True,True,False,False,False
80,0,0,3,1,2319,5057,5092,5367,0,0,0,2,5,0,0,24,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
81,0,0,3,1,2332,5057,5368,5484,0,0,0,2,5,0,0,24,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
82,0,0,3,1,2485,5057,5368,0,0,0,0,2,5,0,0,24,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,2,2,50,0,True,True,True,True,False,False,False
83,0,0,3,1,2421,5057,5368,5259,0,0,0,2,5,0,0,25,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
84,0,0,3,1,1622,5057,5277,5435,0,0,0,2,5,0,0,25,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
85,0,0,3,1,2511,5057,5368,5259,0,0,0,2,5,0,0,25,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
86,0,0,3,1,2563,5057,5368,5259,0,0,0,2,5,0,0,25,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
87,0,0,1,1,5058,5528,5111,0,0,0,0,2,-1,0,0,26,0,0,0,50,80,58,0,0,0,0,0,65535,0,1,1,2,0,0,0,0,2,0,0,0,False,True,True,True,False,False,False
88,0,0,3,1,2397,2396,5092,5063,0,0,0,2,5,0,0,26,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,False,True,True,False,False,False
89,0,0,3,1,2372,5057,5072,5371,0,0,0,2,5,0,0,26,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,True,True,True,False,False,False
90,0,0,3,1,2346,5057,5325,5371,4856,0,0,2,5,0,0,26,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,1,0,0,2,2,50,0,True,True,True,True,False,False,False
91,0,0,3,1,1766,1758,5057,5064,0,0,0,2,5,0,0,26,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,2,2,50,0,True,False,True,True,False,False,False
92,0,0,3,1,2359,5057,5280,0,0,0,0,2,5,0,0,27,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,3,2,50,0,True,True,True,True,False,False,False
93,0,0,3,1,2384,5057,5092,5484,0,0,0,2,5,0,0,27,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,2,50,0,True,True,True,True,False,False,False
94,0,0,3,1,2525,5057,5072,5371,5277,0,0,2,5,0,0,27,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,1,0,0,3,2,50,0,True,True,True,True,False,False,False
95,0,0,3,1,1625,5058,5371,5444,0,0,0,2,5,0,0,28,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,2,50,0,True,True,True,True,False,False,False
96,0,0,3,1,2320,5057,5092,5371,5063,0,0,2,5,0,0,28,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,1,0,0,3,2,50,0,True,True,True,True,False,False,False
97,0,0,3,1,1769,5058,5371,5280,0,0,0,2,5,0,0,28,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,3,1,1,0,0,0,3,2,50,0,True,True,True,True,False,False,False
98,0,0,1,1,5093,5058,0,0,0,0,0,2,-1,0,0,29,0,0,0,50,80,58,0,0,0,0,0,65535,0,1,1,0,0,0,0,0,3,0,50,0,False,True,True,True,False,False,False
99,0,0,3,1,2422,5057,5371,5259,0,0,0,2,5,0,0,29,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,2,50,0,True,True,True,True,False,False,False
100,0,0,3,1,2551,5057,5371,5359,0,0,0,2,5,0,0,29,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,2,50,0,True,True,True,True,False,False,False
101,0,0,3,1,2347,2346,5057,4856,0,0,0,2,5,0,0,29,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,2,50,0,True,False,True,True,False,False,False
102,0,0,3,1,1699,5073,5058,5371,5504,0,0,2,5,0,0,29,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,1,0,0,3,2,50,0,True,True,True,True,False,False,False
103,0,0,3,1,2373,2372,5371,5280,0,0,0,2,5,0,0,29,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,2,50,0,True,False,True,True,False,False,False
104,0,0,3,1,2398,5058,5093,5371,0,0,0,2,5,0,0,30,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
105,0,0,3,1,2526,5058,5326,5371,0,0,0,2,5,0,0,30,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
106,0,0,3,1,2539,5058,5371,5504,0,0,0,2,5,0,0,30,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
107,0,0,3,1,2423,2422,5259,5064,0,0,0,2,5,0,0,30,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,False,True,True,False,False,False
108,0,0,3,1,2321,5058,5093,5371,0,0,0,2,5,0,0,30,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
109,0,0,3,1,2436,5058,5371,5484,0,0,0,2,5,0,0,31,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
110,0,0,3,1,2334,5058,5371,5484,0,0,0,2,5,0,0,31,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
111,0,0,3,1,1633,5058,5371,5260,0,0,0,2,5,0,0,31,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
112,0,0,3,1,2513,5058,5371,5260,0,0,0,2,5,0,0,32,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
113,0,0,3,1,1776,5058,5405,5444,5504,0,0,2,5,0,0,32,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,1,1,0,0,3,3,50,0,True,True,True,True,False,False,False
114,0,0,3,1,2487,5058,5371,0,0,0,0,2,5,0,0,32,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,3,3,50,0,True,True,True,True,False,False,False
115,0,0,3,1,2348,5058,5326,5371,0,0,0,2,5,0,0,32,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
116,0,0,3,1,2399,5058,5093,5371,0,0,0,2,5,0,0,32,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,3,3,50,0,True,True,True,True,False,False,False
117,0,0,3,1,2565,5058,5371,5260,0,0,0,2,5,0,0,33,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,4,3,50,0,True,True,True,True,False,False,False
118,0,0,3,1,2540,2539,5504,5282,0,0,0,2,5,0,0,33,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,4,3,50,0,True,False,True,True,False,False,False
119,0,0,3,1,2553,5058,5368,5359,0,0,0,2,5,0,0,35,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,4,3,50,0,True,True,True,True,False,False,False
120,0,0,3,1,2527,5058,5073,5373,5326,0,0,2,5,0,0,33,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,1,0,0,4,3,50,0,True,True,True,True,False,False,False
121,0,0,3,1,2361,5058,5280,0,0,0,0,2,5,0,0,34,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,0,0,0,0,4,3,50,0,True,True,True,True,False,False,False
122,0,0,3,1,2374,5058,5373,0,0,0,0,2,5,0,0,34,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,4,3,50,0,True,True,True,True,False,False,False
123,0,0,3,1,2349,5058,5326,5373,5485,0,0,2,5,0,0,34,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,1,0,0,4,3,50,0,True,True,True,True,False,False,False
124,0,0,3,1,2552,5058,5373,0,0,0,0,2,5,0,0,33,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,4,3,50,0,True,True,True,True,False,False,False
125,0,0,3,1,2386,5058,5093,5485,0,0,0,2,5,0,0,35,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,4,3,50,0,True,True,True,True,False,False,False
126,0,0,3,1,2322,5058,5093,5373,0,0,0,2,5,0,0,35,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,4,3,50,0,True,True,True,True,False,False,False
127,0,0,3,1,1778,5058,5373,5057,0,0,0,2,5,0,0,35,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,2,1,1,0,0,0,4,3,50,0,True,True,True,True,False,False,False
128,0,0,3,1,2514,5058,5373,5260,0,0,0,2,5,0,0,35,0,0,0,100,100,100,0,0,0,0,0,65535,0,1,1,1,1,0,0,0,4,3,50,0,True,True,True,True,False,False,False
129,0,0,3,1,2488,2487,5371,0,0,0,0,2,5,0,0,35,0,0,0,150,75,100,0,0,0,0,0,65535,0,1,1,1,0,0,0,0,4,3,50,0,True,False,True,True,False,False,False
