#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
13,tiny rat,tiny rats,0,0,0,1,0,0,431,7,0,4413,1004,400,120,622,100,30,0,0,0,2,0,0,0,8,0,10,14,20,1,1,True,False,False,False,True,False,True,True
14,baby bun,baby buns,0,0,0,1,0,0,432,8,0,4414,1005,395,120,602,100,30,0,0,0,2,0,0,0,8,0,10,4,20,1,2,True,False,False,True,False,False,True,True
15,chigoe larva,chigoe larvae,0,0,0,1,0,0,433,9,0,4415,1006,420,0,620,100,30,0,0,0,2,0,0,0,8,130,10,9,20,1,1,True,False,True,True,False,False,True,True
16,bluebird,bluebirds,0,0,0,1,0,0,434,10,0,4416,5001,460,120,605,80,30,0,0,0,2,3,0,0,8,100,15,1,20,1,1,True,False,True,False,True,False,True,True
17,wide-eyed fawn,wide-eyed fawns,0,0,0,1,0,0,435,11,0,4417,1007,400,360,632,100,20,10,0,30,2,0,0,0,8,0,15,22,20,2,1,True,False,False,False,True,False,True,True
18,infant imp,infant imps,0,0,1,1,0,0,436,12,0,4418,1008,380,120,608,100,20,10,0,0,2,0,0,0,8,0,20,1,20,2,2,True,False,False,False,True,False,True,True
19,coeurl kitten,coeurl kittens,0,0,0,1,0,0,437,13,35,4452,1009,365,30,603,85,10,10,0,0,2,0,0,0,8,0,10,1,30,3,1,True,False,True,False,True,True,True,True
20,black coeurl,black coeurls,0,0,0,1,0,0,438,13,35,4514,1010,380,0,620,75,10,10,0,0,2,0,0,0,8,0,15,31,30,3,1,True,False,True,False,True,True,True,True
21,wind-up gentleman,wind-up gentlemen,0,0,0,1,0,0,882,268,0,4515,9014,400,360,630,100,10,0,0,0,1,0,0,0,8,0,30,16,60,2,3,False,True,False,False,False,False,True,True
22,gravel golem,gravel golems,0,0,0,1,0,0,440,202,0,4419,1011,480,0,620,100,20,10,0,0,1,0,0,0,8,0,20,10,20,2,2,False,True,False,True,False,False,True,True
23,wind-up tonberry,wind-up tonberries,0,0,0,1,0,0,441,203,0,4453,1012,470,360,630,100,30,0,0,0,1,0,0,0,8,0,20,16,60,1,2,False,True,False,True,False,True,True,True
24,tiny tortoise,tiny tortoises,0,0,0,1,0,0,442,18,0,4420,1013,480,120,622,100,10,10,0,0,2,0,0,0,8,0,20,14,20,2,2,True,False,False,False,True,False,True,True
25,baby raptor,baby raptors,0,0,0,1,0,0,443,19,0,4421,1014,400,0,620,100,20,20,0,0,2,0,0,0,8,0,10,21,20,2,2,True,False,False,False,True,False,True,True
26,baby bat,baby bats,0,0,0,1,0,0,444,20,0,4422,1015,420,120,631,100,30,0,0,0,2,0,0,0,8,0,10,20,20,1,2,True,False,False,False,False,False,True,True
27,tiny bulb,tiny bulbs,0,0,0,1,0,0,445,21,0,4423,1016,480,360,634,100,30,0,0,0,2,0,0,0,8,0,25,35,25,1,2,True,False,False,False,False,False,True,True
28,dust bunny,dust bunnies,0,0,0,1,0,0,446,22,0,4424,1017,340,120,609,100,10,10,0,30,2,0,0,0,8,0,10,1,20,2,1,True,False,False,True,False,False,True,True
29,wind-up dullahan,wind-up dullahans,0,0,0,1,0,0,447,204,0,4425,1018,445,360,634,100,30,0,0,0,1,0,0,0,8,0,20,35,30,1,2,False,True,True,False,False,False,True,True
30,gigantpole,gigantpoles,0,0,0,1,0,0,448,24,0,4426,1019,495,30,607,100,30,0,0,0,2,0,0,0,8,0,20,13,20,1,2,True,False,False,False,False,False,True,True
31,pudgy puk,pudgy puks,0,0,0,1,0,0,449,25,0,4427,1020,460,30,606,100,20,10,0,0,2,0,0,0,8,0,15,23,20,2,2,True,False,False,False,True,False,True,True
32,buffalo calf,buffalo calves,0,0,0,1,0,0,450,26,0,4428,1021,440,0,620,100,30,0,0,0,2,0,0,0,8,0,10,9,20,1,2,True,False,True,False,True,False,True,True
33,cactuar cutting,cactuar cuttings,0,0,0,1,0,0,451,27,0,4429,1022,380,0,620,100,20,0,0,20,2,0,0,0,3,0,10,17,30,1,2,True,False,True,False,False,False,True,True
34,smallshell,smallshells,0,0,0,1,0,0,452,28,0,4430,1023,420,120,605,100,30,0,0,0,2,0,0,0,8,0,10,28,20,1,2,True,False,True,False,False,False,True,True
35,wolf pup,wolf pups,0,0,0,1,0,0,453,29,19,4450,1024,385,360,617,100,10,10,0,0,2,0,0,0,8,0,15,11,20,3,1,True,False,True,True,True,True,True,True
36,beady eye,beady eyes,0,0,0,1,0,0,454,30,0,4431,1024,440,30,613,100,30,0,0,0,2,0,0,0,8,0,10,1,20,1,2,True,False,False,True,True,False,True,True
37,fledgling dodo,fledgling dodos,0,0,0,1,0,0,455,31,0,4432,1025,500,0,620,100,20,10,0,30,2,0,0,0,8,0,25,39,20,2,2,True,False,False,False,True,False,True,True
38,coblyn larva,coblyn larvae,0,0,0,1,0,0,456,32,0,4433,1026,400,360,626,100,20,10,0,0,2,0,0,0,8,0,15,12,20,2,2,True,False,False,False,False,False,True,True
39,wind-up aldgoat,wind-up aldgoats,0,0,0,1,0,0,457,205,0,4434,1027,340,360,623,85,30,0,0,0,1,0,0,0,8,0,10,29,20,1,1,False,True,True,False,False,False,True,True
40,fledgling apkallu,fledgling apkallus,0,0,0,1,0,0,458,34,0,4435,1028,510,0,620,100,20,10,0,0,2,0,0,0,8,0,30,41,20,2,1,True,False,True,False,True,False,True,True
41,goobbue sproutling,goobbue sproutlings,0,0,0,1,0,0,459,35,0,4436,1029,410,0,620,100,10,0,0,0,2,0,0,0,8,0,20,37,20,1,2,True,False,False,False,False,False,True,True
42,bite-sized pudding,bite-sized puddings,0,0,0,1,0,0,460,36,0,4437,1030,400,0,620,100,30,0,0,0,2,0,0,0,8,0,10,21,20,1,2,True,False,False,True,False,False,True,True
43,model vanguard,model vanguards,0,0,0,1,0,0,461,221,0,4438,11003,340,360,625,100,30,0,0,0,1,0,0,0,8,0,10,25,20,1,2,False,True,False,True,False,False,True,True
44,demon brick,demon bricks,0,0,0,1,0,0,462,38,0,4439,1031,390,120,609,100,10,5,0,30,2,0,0,0,8,0,15,38,20,2,2,True,False,False,True,False,False,True,True
45,mini mole,mini moles,0,0,0,1,0,0,463,39,0,4440,1032,430,0,620,100,20,10,0,0,2,0,0,0,8,0,25,9,20,2,1,True,False,False,False,True,False,True,True
46,tender lamb,tender lambs,0,0,0,1,0,0,464,40,0,4441,1033,680,0,620,100,30,0,0,0,2,0,0,0,10,0,20,10,20,1,1,True,False,True,False,True,False,True,True
47,slime puddle,slime puddles,0,0,0,1,0,0,465,41,0,4451,1034,430,30,606,100,30,0,0,0,2,0,0,0,8,0,10,23,20,1,2,True,False,False,True,False,False,True,True
48,kidragora,kidragoras,0,0,0,1,0,0,466,42,0,4442,1025,360,120,609,90,10,10,30,0,2,0,0,0,8,0,15,1,20,2,1,True,False,True,False,True,False,True,True
49,wind-up goblin,wind-up goblins,0,0,0,1,0,0,467,207,0,4443,7001,435,120,622,100,10,5,0,0,1,0,0,0,8,0,15,26,20,2,3,False,True,False,True,False,False,True,True
50,wind-up sylph,wind-up sylphs,0,0,0,1,0,0,468,208,0,4449,7002,490,30,621,100,30,0,0,0,1,0,0,0,8,0,15,13,20,1,3,False,True,True,False,False,False,True,True
51,wind-up cursor,wind-up cursors,0,0,0,1,0,0,469,0,0,4444,11501,400,30,621,100,20,0,0,0,1,0,0,0,8,0,15,14,20,2,4,False,False,False,False,False,False,True,True
52,wind-up airship,wind-up airships,0,0,0,1,0,0,470,0,0,4445,11001,465,360,617,100,30,0,0,0,1,0,0,0,8,0,25,11,20,2,4,False,False,False,False,False,False,True,True
53,wind-up Qiqirn,wind-up Qiqirn,0,0,0,1,0,0,471,206,0,4446,6001,380,0,620,90,30,0,0,0,1,0,0,0,8,0,15,44,30,1,3,False,True,True,False,False,False,True,True
54,black chocobo chick,black chocobo chicks,0,0,0,1,1,0,505,3,0,4448,5,450,360,634,100,30,0,30,0,2,0,0,0,8,0,25,35,25,1,1,True,False,True,False,True,False,True,True
55,wind-up Dalamud,wind-up Dalamuds,0,0,0,1,0,0,472,0,0,4447,11004,520,0,620,100,30,0,0,0,1,0,0,0,8,0,20,17,30,1,4,False,False,False,False,False,False,True,True
56,minute mindflayer,minute mindflayers,0,0,0,1,0,0,578,49,0,4461,1035,455,120,616,100,30,0,0,0,2,0,0,0,8,0,25,13,20,2,2,True,False,False,False,True,False,True,True
57,tight-beaked parrot,tight-beaked parrots,0,0,0,1,0,0,579,50,0,4462,1036,365,0,631,55,30,0,0,0,2,3,0,0,8,0,10,40,30,1,1,True,False,True,False,True,False,True,True
58,wind-up Amalj'aa,wind-up Amalj'aa,0,0,0,1,0,0,580,213,0,4454,7003,465,360,626,100,30,0,0,0,1,0,0,0,8,0,10,12,20,2,3,False,True,False,True,False,False,True,True
59,wind-up Ixal,wind-up Ixal,0,0,0,1,0,0,581,214,0,4474,7005,390,0,620,100,30,0,30,0,1,0,0,0,8,0,10,10,20,1,3,False,True,False,True,False,False,True,True
60,wind-up kobold,wind-up kobolds,0,0,0,1,0,0,699,215,0,4463,7006,440,120,622,100,30,0,0,0,1,0,0,0,8,0,10,13,20,1,3,False,True,False,True,False,False,True,True
61,wind-up Sahagin,wind-up Sahagin,0,0,0,1,0,0,700,216,0,4464,7007,435,120,605,100,30,0,0,0,1,0,0,0,8,0,15,28,20,1,3,False,True,False,True,False,False,True,True
62,wind-up brickman,wind-up brickmen,0,0,0,1,0,0,577,51,0,4455,13001,410,0,620,100,30,0,0,0,2,0,0,0,8,0,10,10,20,1,2,True,False,False,False,True,False,True,True
63,wind-up Shantotto,wind-up Shantottos,0,0,0,1,1,0,527,358,0,4456,12111,525,0,620,100,20,0,0,0,1,0,0,0,8,0,25,9,20,1,3,False,True,False,False,False,False,True,True
64,wind-up Edvya,wind-up Edvyas,0,0,0,1,1,0,584,219,0,4457,10007,360,120,622,100,30,0,0,0,1,0,0,0,8,0,15,23,30,1,3,False,True,False,False,False,False,True,True
65,wind-up sun,wind-up suns,0,0,0,1,0,0,585,0,0,4465,11502,440,0,620,100,0,0,0,0,3,8,0,0,8,0,15,10,20,1,4,False,False,False,False,False,False,True,True
66,plush cushion,plush cushions,0,0,0,1,0,0,586,0,0,4466,11503,390,360,623,100,30,0,0,0,3,12,0,0,8,80,10,30,20,1,4,False,False,False,False,False,False,True,True
67,Minion of Light,Minions of Light,0,0,0,1,0,0,0,0,0,4458,12011,100,0,0,100,0,0,0,0,1,0,0,0,8,0,10,0,20,1,3,False,True,False,False,False,False,True,False
68,Minion of Light,Minions of Light,0,0,0,1,0,0,587,223,0,4550,12011,430,30,604,100,10,0,70,0,1,0,0,0,8,0,10,13,20,1,3,False,True,False,False,False,False,True,True
69,Minion of Light,Minions of Light,0,0,0,1,0,0,623,223,0,4551,12011,420,360,615,100,10,0,70,0,1,0,0,0,8,0,10,27,30,1,3,False,True,False,False,False,False,True,True
70,Minion of Light,Minions of Light,0,0,0,1,0,0,624,223,0,4552,12011,395,120,610,100,10,0,70,0,1,0,0,0,8,0,10,23,30,1,3,False,True,False,False,False,False,True,True
71,wind-up leader,wind-up leaders,0,0,0,1,0,0,0,0,0,4459,9015,100,0,0,100,0,0,0,0,1,0,0,0,8,0,20,0,20,1,3,False,True,False,True,False,False,True,False
72,wind-up Merlwyb,wind-up Merlwybs,0,0,0,1,1,0,626,224,0,4554,9016,470,0,620,100,10,0,0,0,1,0,0,0,8,0,20,43,20,1,3,False,True,False,True,False,False,True,True
73,wind-up Kan-E,wind-up Kan-Es,0,0,0,1,1,0,627,224,0,4553,9017,430,360,623,100,10,0,0,0,1,0,0,0,8,0,20,29,30,1,3,False,True,False,True,False,False,True,True
74,wind-up Raubahn,wind-up Raubahns,0,0,0,1,0,0,625,224,0,4555,9018,470,120,609,100,10,0,0,0,1,0,0,0,8,0,20,19,30,1,3,False,True,False,True,False,False,True,True
75,princely hatchling,princely hatchlings,0,0,0,1,0,0,634,3,0,4460,6,365,30,621,100,30,0,30,0,2,0,0,0,8,0,10,14,20,1,1,True,False,True,False,True,False,True,True
76,wind-up Odin,wind-up Odins,0,0,0,1,0,0,683,230,0,4468,8007,500,120,605,90,5,10,0,0,2,0,0,0,8,80,30,1,20,2,2,False,True,False,True,False,False,True,True
77,wind-up Warrior of Light,wind-up Warriors of Light,0,0,0,1,0,0,684,235,0,4467,12012,380,30,604,80,10,0,0,0,1,0,0,0,8,0,15,1,20,1,3,False,True,False,True,False,False,True,True
78,wind-up Bahamut,wind-up Bahamuts,0,0,0,1,0,0,685,0,118,4469,2002,410,120,636,100,10,0,0,0,2,0,0,0,8,0,25,1,20,3,2,True,False,False,False,False,False,True,True
79,wind-up moogle,wind-up moogles,0,0,0,1,0,0,688,233,0,4472,10,470,120,614,100,10,0,0,0,1,4,0,0,8,0,20,1,20,1,3,False,True,False,False,False,False,True,True
80,baby opo-opo,baby opo-opos,0,0,0,1,0,0,686,52,0,4470,1037,420,120,605,60,30,0,0,0,2,1,0,0,8,0,10,23,30,1,1,True,False,True,False,False,False,True,True
81,magic broom,magic brooms,0,0,0,1,0,0,687,0,0,4471,11504,420,360,623,100,10,0,0,80,2,0,0,0,5,0,25,30,20,1,4,False,False,False,False,False,False,True,True
82,wind-up succubus,wind-up succubi,0,0,0,1,1,0,748,231,0,4475,1038,340,360,617,80,10,0,0,0,1,2,0,0,8,0,10,11,30,1,2,False,True,False,True,False,False,True,True
83,zu hatchling,zu hatchlings,0,0,0,1,0,0,682,54,0,4473,1039,450,0,620,100,30,0,0,0,2,0,0,0,8,0,10,9,20,1,2,True,False,False,False,True,False,True,True
84,wind-up Nanamo,wind-up Nanamos,0,0,0,1,1,0,751,266,0,4499,9019,490,0,620,80,10,0,0,0,1,1,0,0,8,0,20,15,20,1,3,False,True,True,False,False,False,True,True
85,wind-up Gilgamesh,wind-up Gilgameshes,0,0,0,1,0,0,756,68,0,4476,9501,485,360,600,100,10,0,0,0,1,0,0,0,8,0,25,5,30,2,3,False,True,False,True,False,False,True,True
86,Onion Prince,Onion Princes,0,0,1,1,0,0,742,42,0,4477,1025,440,0,620,100,10,20,0,0,2,0,0,0,8,0,15,31,30,1,1,True,False,True,False,True,False,True,True
87,Eggplant Knight,Eggplant Knights,0,0,1,1,0,0,743,42,0,4478,1025,415,360,626,100,15,10,0,0,2,0,0,0,8,0,15,12,20,1,1,True,False,True,False,True,False,True,True
88,Garlic Jester,Garlic Jesters,0,0,0,1,0,0,744,42,0,4479,1025,435,360,617,100,15,10,0,0,2,0,0,0,8,0,15,11,20,1,1,True,False,True,False,True,False,True,True
89,Tomato King,Tomato Kings,0,0,0,1,0,0,745,42,0,4480,1025,355,0,620,100,10,10,0,0,2,0,0,0,8,0,20,9,20,1,1,True,False,True,False,True,False,True,True
90,Mandragora Queen,Mandragora Queens,0,0,0,1,1,0,746,42,0,4481,1025,560,360,615,100,25,5,0,0,2,0,0,0,8,0,30,27,30,1,1,True,False,True,False,True,False,True,True
91,wind-up Y'shtola,wind-up Y'shtolas,0,0,0,1,1,0,750,262,0,4500,9001,435,360,618,100,10,0,0,0,1,0,0,0,8,0,25,12,20,1,3,False,True,False,True,False,False,True,True
92,wind-up onion knight,wind-up onion knights,0,0,0,1,0,0,749,240,0,4482,12031,430,0,620,100,10,0,0,0,1,0,0,0,8,90,15,21,20,1,3,False,True,False,True,False,False,True,True
93,treasure box,treasure boxes,0,0,0,1,0,0,747,56,0,4483,1040,390,30,621,100,5,10,0,0,2,0,0,0,8,0,15,8,20,1,2,True,False,True,False,False,False,True,True
94,tiny tapir,tiny tapirs,0,0,0,1,0,0,754,57,0,4484,3001,390,120,631,80,30,0,0,0,2,0,0,0,8,0,10,23,30,1,1,True,False,True,False,True,False,True,True
95,Nana bear,Nana bears,0,0,0,1,0,0,752,238,0,4485,3002,380,30,604,100,20,0,0,0,1,0,0,0,8,0,10,1,20,1,1,False,True,False,True,False,False,True,True
96,miniature minecart,miniature minecarts,0,0,0,1,0,0,753,0,0,4486,11505,415,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,4,False,False,False,False,False,False,True,True
97,nutkin,nutkins,0,0,0,1,0,0,755,59,0,4487,3003,450,360,634,100,10,0,0,30,2,1,0,0,8,0,30,36,30,1,1,True,False,True,False,True,False,True,True
98,wind-up Minfilia,wind-up Minfiliae,0,0,0,1,1,0,797,262,0,4488,9002,400,30,604,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,3,False,True,False,True,False,False,True,True
99,wind-up Thancred,wind-up Thancreds,0,0,0,1,0,0,796,262,0,4489,9003,450,360,634,100,10,0,0,0,1,0,0,0,8,0,20,35,30,1,3,False,True,False,True,False,False,True,True
100,model magitek bit,model magitek bits,0,0,0,1,0,0,1016,0,0,4516,11005,455,30,612,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,False,False,False,False,False,True,True,True
101,puff of Darkness,puffs of Darkness,0,0,0,1,0,0,1017,232,0,4517,2101,540,30,612,80,10,0,0,0,1,2,0,0,8,0,30,4,20,2,2,False,True,False,True,False,False,True,True
102,naughty nanka,naughty nankas,0,0,0,1,0,0,808,60,0,4490,1041,415,360,617,100,30,0,0,0,2,0,0,0,8,0,15,11,20,1,2,True,False,True,False,False,False,True,True
103,panda cub,panda cubs,0,0,0,1,0,0,816,241,0,4491,3004,450,360,634,100,20,0,0,0,1,0,0,0,8,0,15,35,30,1,1,False,True,True,False,False,False,True,True
104,wind-up Ultros,wind-up Ultroses,0,0,0,1,0,0,799,237,0,4504,9503,395,360,624,100,30,0,0,0,1,11,0,0,8,0,20,18,30,1,2,False,True,True,True,False,False,True,True
105,Hoary the Snowman,Hoary the Snowmen,0,0,0,1,0,0,803,220,0,4505,11507,420,0,620,100,20,0,0,0,1,0,0,0,8,0,15,44,30,1,3,False,True,False,True,False,False,True,True
106,heavy hatchling,heavy hatchlings,0,0,0,1,0,0,800,0,0,4506,7,360,0,620,100,1,0,0,0,1,0,0,0,8,90,15,42,20,1,1,False,False,False,False,True,False,True,True
107,wind-up Yda,wind-up Ydas,0,0,0,1,1,0,878,262,0,4501,9004,460,30,606,100,10,0,0,0,1,0,0,0,8,0,25,1,20,1,3,False,True,False,True,False,False,True,True
108,wind-up Papalymo,wind-up Papalymos,0,0,0,1,0,0,879,262,0,4502,9005,420,120,633,100,10,0,0,0,1,0,0,0,8,0,20,20,20,1,3,False,True,False,True,False,False,True,True
109,wind-up Urianger,wind-up Uriangers,0,0,0,1,0,0,880,262,0,4503,9006,435,120,616,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,3,False,True,False,True,False,False,True,True
110,fat cat,fat catz,0,0,0,1,0,0,802,61,0,4507,3005,380,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,2,1,True,False,False,False,True,False,True,True
111,Littlefoot,Littlefeet,0,0,0,1,0,0,801,62,0,4508,1042,410,30,611,100,10,0,0,0,2,0,0,0,8,0,15,1,20,1,2,True,False,True,False,True,False,True,True
112,mummy's little mummy,mummy's little mummies,0,0,0,1,0,0,798,63,0,4509,1043,475,30,613,100,5,10,0,0,2,0,0,0,8,0,15,23,20,2,2,True,False,False,True,False,False,True,True
113,model Enterprise,model Enterprises,0,0,0,1,1,0,887,0,0,4497,11002,460,120,629,100,10,0,0,0,1,0,0,0,8,0,20,1,20,2,4,False,False,False,False,False,False,True,True
114,wind-up delivery moogle,wind-up delivery moogles,0,0,0,1,0,0,809,233,0,4498,11,370,120,614,100,5,10,0,0,1,4,0,0,8,0,20,14,20,1,3,False,True,False,False,False,False,True,True
115,assassin fry,assassin fry,0,0,1,1,0,0,807,64,0,4510,4002,425,30,603,100,10,5,0,0,2,5,0,0,8,0,10,2,20,2,1,True,False,False,True,True,False,True,True
116,demon box,demon boxes,0,0,0,1,0,0,805,65,0,4513,11508,530,0,620,100,10,10,0,0,2,0,0,0,8,0,30,37,20,2,1,True,False,False,True,False,False,True,True
117,water imp,water imps,0,0,0,1,0,0,886,66,0,4511,12901,430,120,605,60,10,0,0,0,2,0,0,0,8,0,20,13,20,1,1,True,False,False,False,True,False,True,True
118,wind-up Louisoix,wind-up Louisoixs,0,0,0,1,0,0,881,267,78,4512,9007,410,360,615,100,10,0,0,0,1,0,0,0,8,0,15,27,30,2,3,False,True,False,True,False,False,True,True
119,Midgardsormr,Midgardsormrs,0,0,0,1,0,1,883,0,0,4518,9504,435,0,620,100,10,0,0,0,2,2,0,0,8,0,25,33,20,1,1,False,False,False,False,True,False,True,True
120,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
121,Doman magpie,Doman magpies,0,0,0,1,0,0,1337,10,0,4556,5002,310,0,620,80,30,0,0,0,2,0,0,0,8,0,15,10,20,1,1,True,False,True,False,True,False,True,True
122,Enkidu,Enkidus,0,0,0,1,0,1,888,68,0,4521,9502,480,120,605,100,10,0,0,0,2,0,0,0,8,0,20,28,20,1,1,True,False,False,False,False,False,True,True
123,wind-up Violet,wind-up Violets,0,0,0,1,1,0,901,208,0,4493,7002,480,360,632,100,30,0,0,0,1,0,0,0,8,0,15,22,20,1,3,False,True,False,True,False,False,True,True
124,wind-up founder,wind-up founders,0,0,0,1,0,0,902,213,0,4492,7003,440,0,620,100,30,0,0,0,1,0,0,0,8,0,15,10,20,1,3,False,True,False,True,False,False,True,True
125,wind-up Dezul Qualan,wind-up Dezul Qualans,0,0,0,1,0,0,903,214,0,4494,7004,460,0,620,100,30,0,30,0,1,0,0,0,8,0,15,31,30,1,3,False,True,False,True,False,False,True,True
126,wind-up kobolder,wind-up kobolders,0,0,0,1,0,0,582,215,0,4495,7006,440,360,600,100,30,0,0,0,1,0,0,0,8,0,10,5,30,1,3,False,True,False,True,False,False,True,True
127,wind-up Sea Devil,wind-up Sea Devils,0,0,0,1,0,0,583,216,0,4496,7007,500,0,620,100,30,0,0,0,1,0,0,0,8,0,25,9,20,1,3,False,True,False,True,False,False,True,True
128,chocobo chick courier,chocobo chick couriers,0,0,0,1,1,0,990,3,0,4524,5,405,360,634,100,10,0,0,0,2,0,0,0,8,0,20,35,30,1,1,True,False,True,False,True,False,True,True
129,wind-up Kain,wind-up Kains,0,0,0,1,0,0,989,242,0,4525,12041,440,0,620,80,10,0,0,0,1,0,0,0,8,0,30,46,20,1,3,False,True,False,True,False,True,True,True
130,wind-up Alphinaud,wind-up Alphinauds,0,0,0,1,0,0,884,262,0,4519,9008,420,120,633,100,10,0,0,0,1,0,0,0,8,0,10,4,20,1,3,False,True,False,True,False,False,True,True
131,wind-up Alisaie,wind-up Alisaies,0,0,0,1,1,0,885,262,0,4520,9009,460,120,616,100,10,0,0,0,1,0,0,0,8,0,15,1,20,2,3,False,True,False,True,False,False,True,True
132,wind-up Tataru,wind-up Tatarus,0,0,0,1,1,0,892,262,0,4526,9010,440,360,626,100,5,5,0,0,1,0,0,0,8,0,10,12,20,2,3,False,True,False,True,False,False,True,True
133,wind-up Cid,wind-up Cids,0,0,0,1,0,0,891,263,0,4527,9011,500,360,634,100,10,5,0,0,1,0,0,0,8,0,30,35,20,2,3,False,True,False,True,False,False,True,True
134,unicolt,unicolts,0,0,0,1,1,0,890,43,0,4528,3006,415,360,624,100,10,0,0,0,2,0,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
135,wind-up Gundu warrior,wind-up Gundu warriors,0,0,0,1,0,0,889,87,0,4557,7010,420,0,620,100,10,0,0,0,1,0,0,0,8,0,10,9,20,1,3,False,True,True,False,False,False,True,True
136,atrophied Atomos,atrophied Atomoses,0,0,1,1,0,0,894,69,0,4529,1044,460,360,632,100,10,0,0,0,2,0,0,0,8,0,25,22,20,1,2,True,False,False,False,False,False,True,True
137,owlet,owlets,0,0,1,1,0,0,893,70,0,4530,5003,540,0,620,100,0,0,0,0,2,2,0,0,8,0,25,43,20,1,1,True,False,False,False,True,False,True,True
138,ugly duckling,ugly ducklings,0,0,1,1,0,0,899,71,0,4531,5004,480,30,601,90,20,0,0,0,2,0,0,0,8,0,20,1,20,1,1,True,False,True,False,True,False,True,True
139,gaelikitten,gaelikittens,0,0,0,1,0,0,988,72,0,4532,1045,490,30,606,100,10,5,0,0,2,2,0,0,8,0,15,6,30,2,1,True,False,False,False,True,False,True,True
140,clockwork barrow,clockwork barrows,0,0,0,1,1,0,896,0,0,4533,11506,395,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,4,False,False,False,False,False,False,True,True
