key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
30,15,7,0,-1,"3101, 13, 1, 0",0,"3151, 13, 1, 0",0,"0, 0, 0, 0",0,0,0,197435,0,197435,0,197435,0,197435,0,0,0,0,0,0,0,0,0,0,0
31,16,7,0,-1,"3001, 2, 1, 0",0,"3051, 2, 1, 0",0,"0, 0, 0, 0",0,0,0,65631,0,65631,0,65631,0,65631,0,0,0,0,0,0,0,0,0,0,0
32,17,7,0,-1,"3101, 11, 1, 0",0,"3151, 11, 1, 0",0,"0, 0, 0, 0",0,0,0,65820,0,65820,0,65820,0,65820,0,0,0,0,0,0,0,0,0,0,0
33,18,7,0,-1,"3001, 3, 1, 0",0,"3051, 3, 1, 0",0,"0, 0, 0, 0",0,0,0,66282,0,66282,0,66282,0,66282,0,0,0,0,0,0,0,0,0,0,0
34,19,7,0,-1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,65799,0,65799,0,65799,0,65799,0,0,0,0,0,0,0,0,0,0,0
35,20,7,0,-1,"3001, 3, 1, 0",0,"3051, 3, 1, 0",0,"0, 0, 0, 0",0,0,0,65972,0,65972,0,65972,0,65972,0,0,0,0,0,0,0,0,0,0,0
36,21,7,0,-1,"3001, 2, 1, 0",0,"3051, 2, 1, 0",0,"0, 0, 0, 0",0,0,0,65911,0,65911,0,65911,0,65911,0,0,0,0,0,0,0,0,0,0,0
37,22,7,0,0,"3101, 11, 1, 0",0,"3151, 11, 1, 0",0,"0, 0, 0, 0",0,0,0,65923,0,65923,0,65923,0,65923,0,0,0,0,0,0,0,0,0,0,0
38,22,7,0,1,"3101, 11, 1, 0",0,"3151, 11, 1, 0",0,"0, 0, 0, 0",0,0,0,65924,0,65924,0,0,0,65924,0,0,0,0,0,0,0,0,0,0,0
39,23,7,0,0,"3101, 4, 1, 0",0,"3151, 4, 1, 0",0,"0, 0, 0, 0",0,0,0,65684,0,65684,0,65684,0,65684,0,0,0,0,0,0,0,0,0,0,0
40,23,7,0,1,"3101, 4, 1, 0",0,"3151, 4, 1, 0",0,"0, 0, 0, 0",0,0,0,65683,0,65683,0,65683,0,65683,0,0,0,0,0,0,0,0,0,0,0
41,24,7,0,-1,"3101, 4, 1, 0",0,"3151, 4, 1, 0",0,"0, 0, 0, 0",0,0,0,71651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,25,7,0,-1,"3001, 3, 1, 0",0,"3051, 3, 1, 0",0,"0, 0, 0, 0",0,0,0,71598,0,71598,0,71598,0,71598,0,0,0,0,0,0,0,0,0,0,0
43,26,7,0,-1,"3101, 5, 1, 0",0,"3151, 5, 1, 0",0,"0, 0, 0, 0",0,0,0,71714,0,71714,0,71714,0,71714,0,0,0,0,0,0,0,0,0,0,0
44,27,7,0,-1,"3101, 11, 1, 0",0,"3151, 11, 1, 0",0,"0, 0, 0, 0",0,71559,0,71559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,28,7,0,-1,"3101, 1, 1, 0",0,"3151, 1, 1, 0",0,"0, 0, 0, 0",0,1835028,0,1507366,0,5177382,0,3407910,0,6946854,0,0,0,0,0,0,0,0,0,0,0
46,29,7,0,-1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,74770,0,74770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
