#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
14,"ALIASES:
　/cwlinkshell2, /cwl2
USAGE:
　/cwlinkshell2 [message]

→Sends a message to all members of the cross-world linkshell you have registered in cross-world linkshell slot 2, regardless of their location. Typing /cwlinkshell2 or /cwl2 without a message switches the default chat mode to [Cross-world Linkshell 2].",,,/cwlinkshell2,/cwl2,0,1021,1,0,0,0,0
15,"ALIASES:
　/cwlinkshell3, /cwl3
USAGE:
　/cwlinkshell3 [message]

→Sends a message to all members of the cross-world linkshell you have registered in cross-world linkshell slot 3, regardless of their location. Typing /cwlinkshell3 or /cwl3 without a message switches the default chat mode to [Cross-world Linkshell 3].",,,/cwlinkshell3,/cwl3,0,1021,1,0,0,0,0
16,"ALIASES:
　/cwlinkshell4, /cwl4
USAGE:
　/cwlinkshell4 [message]

→Sends a message to all members of the cross-world linkshell you have registered in cross-world linkshell slot 4, regardless of their location. Typing /cwlinkshell4 or /cwl4 without a message switches the default chat mode to [Cross-world Linkshell 4].",,,/cwlinkshell4,/cwl4,0,1021,1,0,0,0,0
17,"ALIASES:
　/cwlinkshell5, /cwl5
USAGE:
　/cwlinkshell5 [message]

→Sends a message to all members of the cross-world linkshell you have registered in cross-world linkshell slot 5, regardless of their location. Typing /cwlinkshell5 or /cwl5 without a message switches the default chat mode to [Cross-world Linkshell 5].",,,/cwlinkshell5,/cwl5,0,1021,1,0,0,0,0
18,"ALIASES:
　/cwlinkshell6, /cwl6
USAGE:
　/cwlinkshell6 [message]

→Sends a message to all members of the cross-world linkshell you have registered in cross-world linkshell slot 6, regardless of their location. Typing /cwlinkshell6 or /cwl6 without a message switches the default chat mode to [Cross-world Linkshell 6].",,,/cwlinkshell6,/cwl6,0,1021,1,0,0,0,0
19,"ALIASES:
　/cwlinkshell7, /cwl7
USAGE:
　/cwlinkshell7 [message]

→Sends a message to all members of the cross-world linkshell you have registered in cross-world linkshell slot 7, regardless of their location. Typing /cwlinkshell7 or /cwl7 without a message switches the default chat mode to [Cross-world Linkshell 7].",,,/cwlinkshell7,/cwl7,0,1021,1,0,0,0,0
20,"ALIASES:
　/cwlinkshell8, /cwl8
USAGE:
　/cwlinkshell8 [message]

→Sends a message to all members of the cross-world linkshell you have registered in cross-world linkshell slot 8, regardless of their location. Typing /cwlinkshell8 or /cwl8 without a message switches the default chat mode to [Cross-world Linkshell 8].",,,/cwlinkshell8,/cwl8,0,1021,1,0,0,0,0
21,"ALIASES:
　/graphicpresets, /gpresets
USAGE:
　/graphicpresets [preset
　number]
→Load one of several preset graphics configuration settings.

>>Preset Configurations:
　　1: Standard (Mac)
　　2: Middle  (Mac)
　　3: High (Mac)
　　4: Extra-High (Mac)
　　5: Maximum (Mac)

>>Example:
　　/graphicpresets 2
　　=Sets graphics settings to
 　　preset 2.",,,/graphicpresets,/gpresets,0,993,2,0,0,0,0
22,"ALIASES:
　/fellowship, /fs
USAGE:
　/fellowship

→Opens and closes the Fellowship interface.",,,/fellowship,/fs,0,32,1,0,0,0,0
23,"ALIASES:
　/fellowshipfinder, /fsfinder
USAGE:
　/fellowshipfinder

→Opens and closes the Fellowship Finder interface.",,,/fellowshipfinder,/fsfinder,0,32,1,0,0,0,0
24,"ALIASES:
　/collection, /coll
USAGE:
　/collection

→Opens and closes the Collection interface.",,,/collection,/coll,0,32,1,0,0,0,0
25,"ALIASES:
　/newgame+, /ng+
USAGE:
　/newgame+

→Opens the New Game+ interface.",,,/newgame+,/ng+,0,32,1,0,0,0,0
26,"USAGE:
　/dice [chat mode] [subcommand]

→Displays a random number between 0 and 999 in the specified chat channel. Displays in the current chat mode when no chat mode is specified.

>>Chat Modes:
　Party
　　**party**, **p**
　Alliance
　　**alliance**, **al**
　Free Company
　　**freecompany**, **fc**
　PvP Team
　　**pvpteam**, **pt**
　Linkshell
　　**linkshell1-8**, **l1-8**
　Cross-world Linkshell
　　**cwlinkshell1-8**, **cwl1-8**

>>Subcommands:
　**[upper limit]**
　　Set an upper limit to display a random number between 1 and the specified number. Displays a random number between 0 and 999 when no upper limit is specified.
　　Upper limit range: 2-999

>>Examples:
　/dice
　(Displays a random number
　in the current chat mode.)

　/dice 16
　(Displays a random number
　between 1 and 16 in the
　current chat mode.)

　/dice cwl1
　(Displays a random number
　in the Cross-world Linkshell 1
　channel.)

　/dice cwl1 16
　(Displays a random number
　between 1 and 16 in the
　Cross-world Linkshell 1
　channel.)",,,/dice,,1000,36,2,1,2,0,0
27,"USAGE:
　/nameplatetype [category] [setting number]

→Change PC display type settings.

>>Category:
　All Players
　　**all**
　Your Character
　　**self**
　Party Members
　　**party**
　Other PCs
　　**other**
　Friends
　　**friend**
　Crystalline Conflict Opponents
　　**feast**

>>Setting Number
　1: Full Name
　2: Surname Abbreviated
　3: Forename Abbreviated
　4: Initials

>>Example:
　/nameplatetype all 4
　(Set display names to
　initials for all players.)",,,/nameplatetype,,0,36,3,1,2,0,0
28,"USAGE:
　/nameplatedisp [category] [setting number]

→Change PC display name settings.

>>Category:
　All Players
　　**all**
　Your Character
　　**self**
　Party Members
　　**party**
　Other PCs
　　**other**
　Friends
　　**friend**
　Crystalline Conflict Opponents
　　**feast**

>>Setting Number
　1: Always
　2: During Battle
　3: When Targeted
　4: Never
　5: Outside Battle

>>Example:
　/nameplatedisp all 4
　(Set display names to never
　display for all players.)",,,/nameplatedisp,,0,36,3,1,2,0,0
29,"USAGE:
　/fashion [accessory]

→Equip a specified fashion accessory.

>>Example:
　/fashion “parasol”
　(Equip the parasol accessory.)",,,/fashion,,0,36,2,1,20,0,0
30,"USAGE:
　/fashionguide

→Opens and closes the Fashion Accessories interface.",/fashionguide,,/fashionguide,,0,32,1,0,0,0,0
31,"ALIASES:
　/officialsite, /site
USAGE:
　/officialsite

→Opens and closes the Official Sites interface.",,,/officialsite,/site,0,32,1,0,0,0,0
32,"//setGearset
リアルイベント用コマンド。
アーマリーチェスト内のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。",,,//setGearset,,0,32,1,0,0,0,0
33,"ALIASES:
　/petglamour, /petglam, /egiglamour
USAGE:
　/petglamour [summon] [glamour]

→Alter the appearance of select summons. You must resummon the egi for the glamour to take effect. Command not applicable in PvP instances.

>>Summon Name:
　**Carbuncle**
　**Garuda-Egi**
　**Titan-Egi**
　**Ifrit-Egi**
　**Eos**

>>Glamour:
　**Carbuncle**
　**Emerald Carbuncle**
　**Topaz Carbuncle**
　**Ruby Carbuncle**
　**Garuda-Egi**
　**Titan-Egi**
　**Ifrit-Egi**
　**Selene**

The glamour will be removed when no glamour is specified.
Displays pet glamour settings in chat log when no subcommand is specified.

>>Example:
　/petglamour ""Garuda-Egi"" ""Ruby Carbuncle""
　(Garuda-Egi will appear glamoured as Ruby Carbuncle.)
　/petglamour ""Garuda-Egi""
　(Returns Garuda-Egi to default appearance.)
　/petglamour
　(Displays pet glamour settings.)",/petglamour,/petglam,/petmirage,,0,36,3,2,7,15,0
34,"USAGE:
　/petsize [summon] [size]

→Alter the size of select summons. Command not applicable in PvP instances. These settings will not apply to other players.

>>Egi Name:
　Demi-Bahamut
　Demi-Phoenix
　Ruby Ifrit
　Topaz Titan
　Emerald Garuda
　Solar Bahamut
　all

>>Size:
　**large**
　　Set summon size to large.
　**medium**
　　Set summon size to medium.
　**small**
　　Set summon size to small.

Toggles between small, medium, and large when no size is specified. Returns an error when attempting to toggle using “all.”

>>Example:
　/petsize ""Ruby Ifrit"" ""small""
　(Set Ruby Ifrit's size to small.)",,,/petsize,,0,36,3,2,7,2,0
35,"USAGE:
　/ridepillion [placeholder] [subcommand]

→Ride pillion on a selected party member's mount.

>>Subcommands:
　**[seat number]**
　　Select your desired seat on the mount.
　　Available options: 1-7

>>Common Placeholders:
　<t>, <target>, <1>-<8>

If the desired seat is already selected, you will be placed in the next available seat. Seat 1 will be selected if unspecified.

>>Example:
　/ridepillion <2> 1
　(Ride in seat 1 of party member 2.)",,,/ridepillion,,0,36,3,0,0,0,0
36,"USAGE:
　/patchnote

→Opens the Patch Notes page on the official site.

Launches using your default browser.",,,/patchnote,,1000,32,1,0,0,0,0
37,"USAGE:
　/portrait

→Opens and closes the Portraits interface.",,,/portrait,,0,32,1,0,0,0,0
38,"ALIASES:
　/adventurerplate, /myplate
USAGE:
　/myplate

→Opens and closes your adventurer plate.",,,/adventurerplate,/myplate,0,32,1,0,0,0,0
39,"USAGE:
　/rclickpc [subcommand]

→Sets right-click selection to allow or ignore PC targets.

>>Subcommands:
　**on **
　　Disables right-click selection for PCs.
　**off **
　　Enables right-click selection for PCs.

Toggles between on and off when no subcommand is specified.",,,/rclickpc,,0,36,2,1,2,0,0
40,"USAGE:
　/rclickbattlenpc [subcommand]

→Sets right-click selection to allow or ignore battle NPC targets.

>>Subcommands:
　**on **
　　Disables right-click selection for battle NPCs.
　**off **
　　Enables right-click selection for battle NPCs.

Toggles between on and off when no subcommand is specified.",,,/rclickbattlenpc,,0,36,2,1,2,0,0
41,"USAGE:
　/rclickminion [subcommand]

→Sets right-click selection to allow or ignore minion targets.

>>Subcommands:
　**on **
　　Disables right-click selection for minions.
　**off **
　　Enables right-click selection for minions.

Toggles between on and off when no subcommand is specified.",,,/rclickminion,,0,36,2,1,2,0,0
42,"USAGE:
　/facewear [accessory]

→Equip a specified face accessory.

>>Example:
　/facewear “oval spectacles”
　(Equip the oval spectacles face accessory.)",/facewear,,/facewear,,0,36,2,1,21,0,0
43,"USAGE:
　/mutelist

→Opens and closes the Mute List interface.",,,/mutelist,,0,32,1,0,0,0,0
44,"USAGE:
　/termfilter

→Opens and closes the Term Filter interface.",/termfilter,,/termfilter,,0,32,1,0,0,0,0
45,"USAGE:
　/facewearlist

→Opens and closes the Facewear interface.",/facewearlist,,/facewearlist,,0,32,1,0,0,0,0
46,"USAGE:
　/visualalerts [subcommand]

→Change visual alerts settings.

>>Subcommands:
　**on **
　　Enables visual alerts.
　**off **
　　Disable visual alerts.

Toggles between on and off when no subcommand is specified.",,,/visualalerts,,0,509,2,1,2,0,0
47,"USAGE:
　/colorfiltering [subcommand]

→Change color filtering settings.

>>Subcommands:
　**on **
　　Enables color filtering.
　**off **
　　Disable color filtering.

Toggles between on and off when no subcommand is specified.",,,/colorfiltering,,0,509,2,1,2,0,0
48,"USAGE:
　/autotargetpriority [subcommand]

→Change auto-target priority settings.

>>Subcommands:
　**on **
　　Enables auto-target priority.
　**off **
　　Disable auto-target priority.

Toggles between on and off when no subcommand is specified.",,,/autotargetpriority,,0,36,2,1,2,0,0
49,"ALIASES:
　/vieraears, /vears
USAGE:
　/vieraears, /vears [subcommand]

→Toggle the display of Viera ears on or off.
※Only reflected on applicable headgear.

>>Subcommands:
**1**
Display ears.

**0**
Hide ears.

Toggles between on and off when no subcommand is specified.",,,/vieraears,/vears,0,36,2,1,2,0,0
50,"ALIASES:
　/commandpanel, /cmdpanel
USAGE:
　/commandpanel

→Opens and closes your Command Panel.",/commandpanel,/cmdpanel,/quickpanel,,0,32,1,0,0,0,0
51,"USAGE:
　/strategyboard

→Opens and closes the Strategy Board menu.",,,/strategyboard,,0,32,1,0,0,0,0
52,,,,,,0,0,0,0,0,0,0
53,,,,,,0,0,0,0,0,0,0
54,,,,,,0,0,0,0,0,0,0
55,,,,,,0,0,0,0,0,0,0
56,,,,,,0,0,0,0,0,0,0
57,,,,,,0,0,0,0,0,0,0
58,,,,,,0,0,0,0,0,0,0
59,,,,,,0,0,0,0,0,0,0
60,,,,,,0,0,0,0,0,0,0
61,,,,,,0,0,0,0,0,0,0
62,,,,,,0,0,0,0,0,0,0
63,,,,,,0,0,0,0,0,0,0
64,,,,,,0,0,0,0,0,0,0
65,,,,,,0,0,0,0,0,0,0
66,,,,,,0,0,0,0,0,0,0
67,,,,,,0,0,0,0,0,0,0
68,,,,,,0,0,0,0,0,0,0
69,,,,,,0,0,0,0,0,0,0
70,,,,,,0,0,0,0,0,0,0
71,,,,,,0,0,0,0,0,0,0
72,,,,,,0,0,0,0,0,0,0
73,,,,,,0,0,0,0,0,0,0
74,,,,,,0,0,0,0,0,0,0
75,,,,,,0,0,0,0,0,0,0
76,,,,,,0,0,0,0,0,0,0
77,,,,,,0,0,0,0,0,0,0
78,,,,,,0,0,0,0,0,0,0
79,,,,,,0,0,0,0,0,0,0
80,,,,,,0,0,0,0,0,0,0
81,,,,,,0,0,0,0,0,0,0
82,,,,,,0,0,0,0,0,0,0
83,,,,,,0,0,0,0,0,0,0
84,,,,,,0,0,0,0,0,0,0
85,,,,,,0,0,0,0,0,0,0
86,,,,,,0,0,0,0,0,0,0
87,,,,,,0,0,0,0,0,0,0
88,,,,,,0,0,0,0,0,0,0
89,,,,,,0,0,0,0,0,0,0
90,,,,,,0,0,0,0,0,0,0
91,"ALIASES:
　/pvpteam, /pt
USAGE:
　/pvpteam [message]

→Sends a message to all members of your PvP team, regardless of their location. Typing /pvpteam or /pt without a message switches the default chat mode to [PvP Team].

>>Examples:
　 /pvpteam Hello
　(Sends the message ""Hello""
　to your PvP team.)

　/pvpteam
　(Switches the default chat
　mode to [PvP Team].)",,,/pvpteam,/pt,0,1021,1,0,0,0,0
92,"ALIASES:
　/cwlinkshell, /cwl
USAGE:
　/cwlinkshell [message]

→Sends a message to all members of your active cross-world linkshell, regardless of their location. Typing /cwlinkshell or /cwl without a message switches the default chat mode to your active cross-world linkshell channel.",,,/cwlinkshell,/cwl,0,1021,1,0,0,0,0
93,,,,,,0,0,0,0,0,0,0
94,,,,,,0,0,0,0,0,0,0
95,,,,,,0,0,0,0,0,0,0
96,,,,,,0,0,0,0,0,0,0
97,,,,,,0,0,0,0,0,0,0
98,,,,,,0,0,0,0,0,0,0
99,,,,,,0,0,0,0,0,0,0
100,,,,,,0,0,0,0,0,0,0
101,"ALIASES:
　/novice, /n
USAGE:
　/novice [message]

→Sends a message to the [Novice Network]. The message will not be displayed if a PC has deselected [Novice Network] in the chat filter. Typing /novice or /n without a message switches the default chat mode to [Novice Network].

>>Examples:
　 /novice Hello
　(Sends the message ""Hello""
　to the Novice Network.)

　/novice
　(Switches the default chat
　mode to [Novice Network].)",/novice,/n,/beginner,/b,0,1021,1,0,0,0,0
102,"ALIASES:
　/say, /s
USAGE:
　/say [message]

→Sends a message to all PCs within a small radius. The message will not be displayed if a PC has deselected [Say] in the chat filter. Typing /say or /s without a message switches the default chat mode to [Say].",,,/say,/s,0,1023,1,0,0,0,0
103,"ALIASES:
　/shout, /sh
USAGE:
　/shout [message]

→Sends a message to all PCs in the same area. The message will not be displayed if a PC has deselected [Shout] in the chat filter.",,,/shout,/sh,0,1021,1,0,0,0,0
104,"ALIASES:
　/tell, /t
USAGE:
　/tell [PC name]@[World name] [message]

→Sends a message to a specific PC on a specified World. When specifying a World other than your own, the message can only be sent to PCs that are on your friend list or recruiting party members via the Party Finder. This message cannot be seen by other PCs, and will not be displayed if [Tell] is deselected in the chat filter. Typing /tell or /t [PC name]@[World name] without a message switches the default chat mode to [Tell].

>>Example:
　/tell [PC name]@Bahamut Hello
　(Sends the message ""Hello"" to
　[PC name] on the World
　Bahamut.)",,,/tell,/t,0,1021,3,0,0,0,0
105,"ALIASES:
　/party, /p
USAGE:
　/party [message]

→Sends a message to all members of your current party, regardless of their location. The message will not be displayed if a PC has deselected [Party] in the chat filter. Typing /party or /p without a message switches the default chat mode to [Party].",,,/party,/p,0,1021,1,0,0,0,0
106,"ALIASES:
　/linkshell, /l
USAGE:
　/linkshell [message]

→Sends a message to all members of your active linkshell, regardless of their location. Typing /linkshell or /l without a message switches the default chat mode to [Linkshell].",,,/linkshell,/l,0,1021,1,0,0,0,0
107,"ALIASES:
　/linkshell1, /l1
USAGE:
　/linkshell1 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 1, regardless of their location.",,,/linkshell1,/l1,0,1021,1,0,0,0,0
108,"ALIASES:
　/linkshell2, /l2
USAGE:
　/linkshell2 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 2, regardless of their location.",,,/linkshell2,/l2,0,1021,1,0,0,0,0
109,"ALIASES:
　/linkshell3, /l3
USAGE:
　/linkshell3 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 3, regardless of their location.",,,/linkshell3,/l3,0,1021,1,0,0,0,0
110,"ALIASES:
　/linkshell4, /l4
USAGE:
　/linkshell4 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 4, regardless of their location.",,,/linkshell4,/l4,0,1021,1,0,0,0,0
111,"ALIASES:
　/linkshell5, /l5
USAGE:
　/linkshell5 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 5, regardless of their location.",,,/linkshell5,/l5,0,1021,1,0,0,0,0
112,"ALIASES:
　/linkshell6, /l6
USAGE:
　/linkshell6 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 6, regardless of their location.",,,/linkshell6,/l6,0,1021,1,0,0,0,0
113,"ALIASES:
　/linkshell7, /l7
USAGE:
　/linkshell7 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 7, regardless of their location.",,,/linkshell7,/l7,0,1021,1,0,0,0,0
114,"ALIASES:
　/linkshell8, /l8
USAGE:
　/linkshell8 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 8, regardless of their location.",,,/linkshell8,/l8,0,1021,1,0,0,0,0
115,"ALIASES:
　/freecompany, /fc
USAGE:
　/freecompany [message]

→Sends a message to all members of your free company, regardless of their location. Typing /freecompany or /fc without a message switches the default chat mode to [Free Company].",,,/freecompany,/fc,0,1021,1,0,0,0,0
116,"ALIASES:
　/echo, /e
USAGE:
　/echo [message]

→Displays a message that only you can see.",,,/echo,/e,0,1021,1,0,0,0,0
117,"ALIASES:
　/yell, /y
USAGE:
　/yell [message]

→Sends a message to all PCs within a large radius. The message will not be displayed if a PC has deselected [Yell] in the chat filter. Typing /yell or /y without a message switches the default chat mode to [Yell].",,,/yell,/y,0,1021,1,0,0,0,0
118,"ALIASES:
　/reply, /r
USAGE:
　/r [message]

→Sends a message to the last player from whom you received a /tell.",,,/reply,/r,0,1021,1,0,0,0,0
119,"ALIASES:
　/alliance, /a
USAGE:
　/alliance [message]

→Sends a message to all members of your current alliance, regardless of their location. The message will not be displayed if a PC has deselected [Alliance] in the chat filter. Typing /alliance or /a without a message switches the default chat mode to [Alliance].",,,/alliance,/a,0,1021,1,0,0,0,0
120,,,,,,0,0,0,0,0,0,0
121,"USAGE:
　/join

→Accepts a party invite.",,,/join,,0,4,1,0,0,0,0
122,"USAGE:
　/decline

→Declines a party invite.",,,/decline,,0,4,1,0,0,0,0
123,"USAGE:
　/invite [placeholder]

→Invites the specified PC to your party. Invites current target when no PC is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of Placeholders can be found on the Lodestone Play Guide.",,,/invite,,0,4,2,0,0,0,0
124,"USAGE:
　/kick [placeholder]

→Kicks the specified PC from your party. Kicks current target when no PC is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/kick,,0,4,2,0,0,0,0
125,"USAGE:
　/leader [placeholder]

→Promotes the specified PC to party leader. Promotes current target when no PC is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/leader,,0,4,2,0,0,0,0
126,"USAGE:
　/leave

→Leave your current party.",,,/leave,,0,4,2,0,0,0,0
127,,,,,,0,0,0,0,0,0,0
128,,,,,,0,0,0,0,0,0,0
129,,,,,,0,0,0,0,0,0,0
130,,,,,,0,0,0,0,0,0,0
131,"ALIASES:
　/check, /c
USAGE:
　/check [placeholder]

→Examines the specified PC. Examines current target when no PC is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/check,/c,0,160,2,0,0,0,0
132,"USAGE:
　/trade [placeholder]

→Initiates a trade with the specified PC. Initiates a trade with your current target when no PC is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/trade,,0,32,2,0,0,0,0
133,"USAGE:
　/automove [subcommand]

→Begin moving in the current direction you are facing.

>>Subcommands:
　**on **    Initiate automove.
　**off **    Cancel automove.

Toggle between on and off when no subcommand is specified.",,,/automove,,0,36,2,1,2,0,0
134,"USAGE:
　/follow

→Automatically follow a specified PC. Follow current target when no PC is specified.",,,/follow,,0,36,2,0,0,0,0
135,,,,,,0,0,0,0,0,0,0
136,"USAGE:
　/meldrequest [placeholder]

→Sends a materia meld request to the specified PC. Sends request to current target when no PC is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/meldrequest,,0,32,2,0,0,0,0
137,,,,,,0,0,0,0,0,0,0
138,,,,,,0,0,0,0,0,0,0
139,,,,,,0,0,0,0,0,0,0
140,,,,,,0,0,0,0,0,0,0
141,"ALIASES:
　/character, /gear
USAGE:
　/character

→Opens and closes the Character interface.",,,/character,/gear,0,32,1,0,0,0,0
142,"USAGE:
　/journal

→Opens and closes the quest journal.",,,/journal,,0,32,1,0,0,0,0
143,"ALIASES:
　/dutyfinder, /finder
USAGE:
　/dutyfinder

→Opens and closes the Duty Finder.",/dutyfinder,/finder,/dutyfinder,/dfinder,0,800,1,0,0,0,0
144,"ALIASES:
　/armourychest, /armoury
USAGE: 
　/armourychest

→Opens and closes your Armoury Chest.",,,/armourychest,/armoury,0,32,1,0,0,0,0
145,"ALIASES:
　/huntinglog, /hlog
USAGE:
　/huntinglog

→Opens and closes the hunting log.",,,/huntinglog,/hlog,0,32,1,0,0,0,0
146,"ALIASES:
　/craftinglog, /clog
USAGE:
　/craftinglog

→Opens and closes the crafting log.",,,/craftinglog,/clog,0,0,1,0,0,0,0
147,"ALIASES:
　/gatheringlog, /glog
USAGE:
　/gatheringlog

→Opens and closes the gathering log.",,,/gatheringlog,/glog,0,0,1,0,0,0,0
148,"ALIASES:
　/fishinglog, /flog
USAGE:
　/fishinglog

→Opens and closes the fishing log.",,,/fishinglog,/flog,0,32,1,0,0,0,0
149,"USAGE:
　/achievements

→Opens the list of in-game FINAL FANTASY XIV achievements.",,,/achievements,,0,32,1,0,0,0,0
150,"ALIASES:
　/partycmd, /pcmd
USAGE:
　/partycmd [subcommand]

→Executes various party commands. Can only be used to display the Party menu or add party members when participating in a cross-world party.

>>Subcommands:
　**join**
　　Accept a party invite.
　**decline**
　　Decline a party invite.
　**add [placeholder]**
　　Invite a PC to your party.
　**leave**
　　Leave your current party.
　**kick [placeholder]**
　　Oust a PC from your party.
　**breakup **
　　Dissolve your current party.

Opens and closes the Party menu when no subcommand is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/partycmd,/pcmd,0,32,3,1,2,0,0
151,"ALIASES:
　/friendlist, /flist
USAGE:
　/friendlist [subcommand]

→Executes various friend list commands.

>>Subcommands:
  **add [placeholder]**
　　Send a PC a friend request.
  **accept [placeholder]**
　　Accept a friend request from
　　a PC.
  **deny [placeholder]**
　　Deny a friend request from a
　　PC.
  **remove [placeholder]**
　　Remove a PC from your
　　friend list.

Opens and closes friend list when no subcommand is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/friendlist,/flist,0,128,3,1,2,0,0
152,"ALIASES:
　/blacklist, /blist
USAGE:
　/blacklist [subcommand]

→Executes various blacklist commands.

>>Subcommands:
　**add [placeholder]**
　　Add an account tied to a
　　designated PC to your
　　blacklist.
　**remove [placeholder]**
　　Remove an account tied
　　to a designated PC from
　　your blacklist.

Opens and closes blacklist when no subcommand is specified.

>>Common Placeholders:
　<t>, <target>, <1>-<8>

A full list of placeholders can be found on the Lodestone Play Guide.",,,/blacklist,/blist,0,0,3,1,2,0,0
