#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown4,SortKey,FontColor,Unknown3,Category,Unknown1,Unknown2
116,Idyll Wisdom,193655,770,0,0,0,1022,2,0,9,True,True
117,Idyll Industry,193673,771,0,0,0,1023,1,0,9,True,True
118,Kugane Commerce,193656,772,0,0,0,1024,1,0,9,True,True
119,Kugane Leisure,193668,773,0,0,0,1025,2,0,9,True,True
120,Western Reach,193657,774,0,0,0,1026,1,0,9,True,True
121,Eastern Reach,193669,775,0,0,0,1027,2,0,9,True,True
122,Exarchic Dome,193658,776,0,0,0,1028,2,0,9,True,True
123,Exarchic Tower,193670,777,0,0,0,1029,1,0,9,True,True
124,Eulmoran Comfort,193659,778,0,0,0,1030,1,0,9,True,True
125,Eulmoran Glory,193671,779,0,0,0,1031,1,0,9,True,True
126,Sharlayan Stoa,193660,780,0,0,0,1032,1,0,9,True,True
127,Sharlayan Agora,193666,781,0,0,0,1033,2,0,9,True,True
128,Hannish Radiance,193661,782,0,0,0,1034,1,0,9,True,True
129,Hannish Wonders,193667,783,0,0,0,1035,1,0,9,True,True
130,Futures Rewritten,193739,872,0,0,0,2505,2,0,4,True,True
131,Gok Golma,193969,873,0,0,0,2318,1,0,3,True,True
132,Deadly Welcome,193706,874,0,0,0,2354,1,0,4,True,True
133,Deadly Descent,193707,875,0,0,0,2355,2,0,4,True,True
134,Victory-on-High,193708,876,0,0,0,2356,1,0,4,True,True
135,Ascension-on-High,193709,877,0,0,0,2357,1,0,4,True,True
136,Occult Crescent,193740,879,0,0,0,2403,1,0,4,True,True
137,Cosmic Exploration,193741,878,0,0,0,2343,1,0,8,True,True
138,Monster Hunter Wilds 1,193742,943,0,0,0,3955,1,0,7,True,True
139,Monster Hunter Wilds 2,193743,944,0,0,0,3956,2,0,7,True,True
140,Hands of Zirgorteh,193970,938,0,0,0,2319,1,0,3,True,True
141,Pilgrim's Traverse,193744,941,0,0,0,2401,1,0,4,True,True
142,Distant Sanctums,193745,942,0,0,0,2402,1,0,4,True,True
143,Cosmic Constructs,193746,940,0,0,0,2344,1,0,8,True,True
144,Island Days,193747,939,0,0,0,2342,2,0,8,True,True
145,Cosmic Fantasy,193748,1020,0,0,0,2345,2,0,8,True,True
146,Simple Pink,193016,1044,0,0,0,15,2,0,7,True,True
147,Simple Violet,193017,1045,0,0,0,16,2,0,7,True,True
148,Simple Pale Blue,193018,1046,0,0,0,17,2,0,7,True,True
149,Simple Peach,193019,1047,0,0,0,18,2,0,7,True,True
150,Simple Lime,193020,1048,0,0,0,19,2,0,7,True,True
151,Simple Pale Teal,193021,1049,0,0,0,20,2,0,7,True,True
152,Simple Pale Yellow,193022,1050,0,0,0,21,2,0,7,True,True
153,Simple Yellow,193023,1051,0,0,0,22,2,0,7,True,True
154,,0,0,0,0,0,0,0,0,0,False,False
155,,0,0,0,0,0,0,0,0,0,False,False
156,,0,0,0,0,0,0,0,0,0,False,False
157,,0,0,0,0,0,0,0,0,0,False,False
158,,0,0,0,0,0,0,0,0,0,False,False
159,,0,0,0,0,0,0,0,0,0,False,False
160,,0,0,0,0,0,0,0,0,0,False,False
161,,0,0,0,0,0,0,0,0,0,False,False
162,,0,0,0,0,0,0,0,0,0,False,False
163,,0,0,0,0,0,0,0,0,0,False,False
164,,0,0,0,0,0,0,0,0,0,False,False
165,,0,0,0,0,0,0,0,0,0,False,False
166,,0,0,0,0,0,0,0,0,0,False,False
167,,0,0,0,0,0,0,0,0,0,False,False
168,,0,0,0,0,0,0,0,0,0,False,False
169,,0,0,0,0,0,0,0,0,0,False,False
170,,0,0,0,0,0,0,0,0,0,False,False
