#,Model,PlaceName,Unknown0,Unknown1,HousingSize
1136,bg/ffxiv/roc_r1/hou/dyna/s_rof/0001/asset/r1h0_s_rof0001.sgb,20,1,1,0
1137,bg/ffxiv/roc_r1/hou/dyna/s_rof/0002/asset/r1h0_s_rof0002.sgb,20,2,1,0
1138,bg/ffxiv/roc_r1/hou/dyna/s_rof/0003/asset/r1h0_s_rof0003.sgb,20,3,1,0
1139,bg/ffxiv/roc_r1/hou/dyna/m_rof/0001/asset/r1h0_m_rof0001.sgb,20,1,1,1
1140,bg/ffxiv/roc_r1/hou/dyna/m_rof/0002/asset/r1h0_m_rof0002.sgb,20,2,1,1
1141,bg/ffxiv/roc_r1/hou/dyna/m_rof/0003/asset/r1h0_m_rof0003.sgb,20,3,1,1
1142,bg/ffxiv/roc_r1/hou/dyna/l_rof/0001/asset/r1h0_l_rof0001.sgb,20,1,1,2
1143,bg/ffxiv/roc_r1/hou/dyna/l_rof/0002/asset/r1h0_l_rof0002.sgb,20,2,1,2
1144,bg/ffxiv/roc_r1/hou/dyna/l_rof/0003/asset/r1h0_l_rof0003.sgb,20,3,1,2
1145,,20,18,1,0
1146,,20,18,1,1
1147,,20,18,1,2
1148,,20,19,1,0
1149,,20,19,1,1
1150,,20,19,1,2
1151,,0,0,0,0
1536,,0,0,0,0
1537,,20,1,5,254
1538,,20,2,5,254
1539,,20,3,5,254
1540,,20,4,5,254
1541,,20,5,5,254
1542,,20,6,5,254
1543,,20,7,5,254
1544,,20,8,5,254
1545,,20,9,5,254
1546,,20,11,5,254
1547,,20,12,5,254
1548,,20,13,5,254
1549,,20,14,5,254
1550,,20,15,5,254
1551,,20,16,5,254
1552,,20,17,5,254
1553,,20,18,5,254
1554,,20,19,5,254
1555,,20,101,5,254
1556,,20,102,5,254
1557,,20,103,5,254
1558,,20,20,5,254
1559,,20,104,5,254
1560,,20,105,5,254
1561,,20,106,5,254
1562,,0,0,0,0
1563,,0,0,0,0
1564,,0,0,0,0
1565,,0,0,0,0
1566,,0,0,0,0
1567,,20,21,5,254
1568,,20,22,5,254
1569,,20,23,5,254
1570,,20,24,5,254
1571,,20,25,5,254
1572,,20,26,5,254
1573,,20,27,5,254
1574,,20,28,5,254
1575,,20,29,5,254
1576,,0,0,0,0
2048,,0,0,0,0
2049,,20,1,7,254
2050,,20,2,7,254
2051,,20,3,7,254
2052,,20,4,7,254
2053,,20,5,7,254
2054,,20,6,7,254
2055,,20,7,7,254
2056,,20,8,7,254
2057,,20,9,7,254
2058,,20,11,7,254
2059,,20,12,7,254
2060,,20,13,7,254
2061,,20,14,7,254
2062,,20,15,7,254
2063,,20,16,7,254
2064,,20,17,7,254
2065,,20,18,7,254
2066,,20,19,7,254
2067,,20,101,7,254
2068,,20,102,7,254
2069,,20,103,7,254
2070,,20,20,7,254
2071,,20,104,7,254
2072,,20,105,7,254
2073,,20,106,7,254
2074,,0,0,0,0
2075,,0,0,0,0
2076,,0,0,0,0
2077,,0,0,0,0
2078,,0,0,0,0
2079,,20,21,7,254
2080,,20,22,7,254
2081,,20,23,7,254
2082,,20,24,7,254
2083,,20,25,7,254
2084,,20,26,7,254
2085,,20,27,7,254
2086,,20,28,7,254
2087,,20,29,7,254
2088,,0,0,0,0
2560,,0,0,0,0
2561,bgcommon/hou/dyna/s1h0/wid/0001/asset/s1h0_co_wid0001.sgb,20,1,3,254
2562,bgcommon/hou/dyna/f1h0/wid/0001/asset/f1h0_co_wid0001.sgb,20,1,3,254
2563,bgcommon/hou/dyna/w1h0/wid/0001/asset/w1h0_co_wid0001.sgb,20,1,3,254
2564,,20,1,3,254
2565,bgcommon/hou/dyna/s1h0/wid/0002/asset/s1h0_co_wid0002.sgb,20,2,3,254
2566,bgcommon/hou/dyna/f1h0/wid/0002/asset/f1h0_co_wid0002.sgb,20,2,3,254
2567,bgcommon/hou/dyna/w1h0/wid/0002/asset/w1h0_co_wid0002.sgb,20,2,3,254
2568,,20,2,3,254
2569,bgcommon/hou/dyna/s1h0/wid/0003/asset/s1h0_co_wid0003.sgb,20,3,3,254
2570,bgcommon/hou/dyna/f1h0/wid/0003/asset/f1h0_co_wid0003.sgb,20,3,3,254
2571,bgcommon/hou/dyna/w1h0/wid/0003/asset/w1h0_co_wid0003.sgb,20,3,3,254
2572,,20,3,3,254
2573,,20,4,3,254
2574,,20,5,3,254
2575,,20,6,3,254
2576,,20,7,3,254
2577,,20,8,3,254
2578,,20,9,3,254
2579,bgcommon/hou/dyna/e1h0/wid/0001/asset/e1h0_co_wid0001.sgb,20,1,3,254
2580,bgcommon/hou/dyna/e1h0/wid/0002/asset/e1h0_co_wid0002.sgb,20,2,3,254
2581,bgcommon/hou/dyna/e1h0/wid/0003/asset/e1h0_co_wid0003.sgb,20,3,3,254
2582,,20,10,3,254
2583,,0,0,0,0
2584,,0,0,0,0
2585,,0,0,0,0
2586,,0,0,0,0
2587,,0,0,0,0
2588,,0,0,0,0
2589,,0,0,0,0
2590,,0,0,0,0
2591,,20,11,3,254
2592,,20,12,3,254
2593,,20,13,3,254
2594,,20,14,3,254
2595,,20,15,3,254
2596,,20,16,3,254
2597,,20,17,3,254
2598,bgcommon/hou/dyna/r1h0/wid/0001/asset/r1h0_co_wid0001.sgb,20,1,3,254
2599,bgcommon/hou/dyna/r1h0/wid/0002/asset/r1h0_co_wid0002.sgb,20,2,3,254
2600,bgcommon/hou/dyna/r1h0/wid/0003/asset/r1h0_co_wid0003.sgb,20,3,3,254
2601,,20,18,3,254
2602,,20,19,3,254
2603,,0,0,0,0
3072,,0,0,0,0
3073,bg/ffxiv/sea_s1/hou/dyna/c_fnc/0001/asset/s1h0_f_fnc0001a.sgb,20,1,8,254
3074,bg/ffxiv/fst_f1/hou/dyna/c_fnc/0001/asset/f1h0_f_fnc0001a.sgb,20,1,8,254
3075,bg/ffxiv/wil_w1/hou/dyna/c_fnc/0001/asset/w1h0_f_fnc0001a.sgb,20,1,8,254
3076,,20,1,8,254
3077,bg/ffxiv/sea_s1/hou/dyna/c_fnc/0002/asset/s1h0_f_fnc0002a.sgb,20,2,8,254
3078,bg/ffxiv/fst_f1/hou/dyna/c_fnc/0002/asset/f1h0_f_fnc0002a.sgb,20,2,8,254
3079,bg/ffxiv/wil_w1/hou/dyna/c_fnc/0002/asset/w1h0_f_fnc0002a.sgb,20,2,8,254
3080,,20,2,8,254
3081,bg/ffxiv/sea_s1/hou/dyna/c_fnc/0003/asset/s1h0_f_fnc0003a.sgb,20,3,8,254
3082,bg/ffxiv/fst_f1/hou/dyna/c_fnc/0003/asset/f1h0_f_fnc0003a.sgb,20,3,8,254
3083,bg/ffxiv/wil_w1/hou/dyna/c_fnc/0003/asset/w1h0_f_fnc0003a.sgb,20,3,8,254
3084,,20,3,8,254
3085,bg/ffxiv/sea_s1/hou/dyna/c_fnc/0004/asset/s1h0_f_fnc0004a.sgb,20,4,8,254
3086,bg/ffxiv/fst_f1/hou/dyna/c_fnc/0004/asset/f1h0_f_fnc0004a.sgb,20,4,8,254
3087,bg/ffxiv/wil_w1/hou/dyna/c_fnc/0004/asset/w1h0_f_fnc0004a.sgb,20,4,8,254
3088,,20,4,8,254
3089,,20,5,8,254
3090,,20,6,8,254
3091,,20,7,8,254
3092,,20,8,8,254
3093,,20,9,8,254
3094,bg/ffxiv/est_e1/hou/dyna/c_fnc/0001/asset/e1h0_f_fnc0001a.sgb,20,1,8,254
3095,bg/ffxiv/est_e1/hou/dyna/c_fnc/0002/asset/e1h0_f_fnc0002a.sgb,20,2,8,254
3096,bg/ffxiv/est_e1/hou/dyna/c_fnc/0003/asset/e1h0_f_fnc0003a.sgb,20,3,8,254
3097,,20,10,8,254
3098,,0,0,0,0
3099,,0,0,0,0
3100,,0,0,0,0
3101,,0,0,0,0
3102,,0,0,0,0
3103,,20,11,8,254
3104,,20,12,8,254
3105,,20,13,8,254
3106,,20,14,8,254
3107,,20,15,8,254
3108,,20,16,8,254
3109,,20,17,8,254
3110,bg/ffxiv/roc_r1/hou/dyna/c_fnc/0001/asset/r1h0_f_fnc0001a.sgb,20,1,8,254
3111,bg/ffxiv/roc_r1/hou/dyna/c_fnc/0002/asset/r1h0_f_fnc0002a.sgb,20,2,8,254
3112,bg/ffxiv/roc_r1/hou/dyna/c_fnc/0003/asset/r1h0_f_fnc0003a.sgb,20,3,8,254
3113,,20,18,8,254
3114,,20,19,8,254
3115,,0,0,0,0
3584,,0,0,0,0
3585,bg/ffxiv/sea_s1/hou/dyna/s_wal/0001/asset/s1h0_s_wal0001.sgb,20,1,2,0
3586,bg/ffxiv/sea_s1/hou/dyna/m_wal/0001/asset/s1h0_m_wal0001.sgb,20,1,2,1
3587,bg/ffxiv/sea_s1/hou/dyna/l_wal/0001/asset/s1h0_l_wal0001.sgb,20,1,2,2
3588,bg/ffxiv/fst_f1/hou/dyna/s_wal/0001/asset/f1h0_s_wal0001.sgb,20,1,2,0
3589,bg/ffxiv/fst_f1/hou/dyna/m_wal/0001/asset/f1h0_m_wal0001.sgb,20,1,2,1
3590,bg/ffxiv/fst_f1/hou/dyna/l_wal/0001/asset/f1h0_l_wal0001.sgb,20,1,2,2
3591,bg/ffxiv/wil_w1/hou/dyna/s_wal/0001/asset/w1h0_s_wal0001.sgb,20,1,2,0
3592,bg/ffxiv/wil_w1/hou/dyna/m_wal/0001/asset/w1h0_m_wal0001.sgb,20,1,2,1
3593,bg/ffxiv/wil_w1/hou/dyna/l_wal/0001/asset/w1h0_l_wal0001.sgb,20,1,2,2
3594,,20,1,2,0
3595,,20,1,2,1
3596,,20,1,2,2
3597,bg/ffxiv/sea_s1/hou/dyna/s_wal/0002/asset/s1h0_s_wal0002.sgb,20,2,2,0
3598,bg/ffxiv/sea_s1/hou/dyna/m_wal/0002/asset/s1h0_m_wal0002.sgb,20,2,2,1
3599,bg/ffxiv/sea_s1/hou/dyna/l_wal/0002/asset/s1h0_l_wal0002.sgb,20,2,2,2
3600,bg/ffxiv/fst_f1/hou/dyna/s_wal/0002/asset/f1h0_s_wal0002.sgb,20,2,2,0
3601,bg/ffxiv/fst_f1/hou/dyna/m_wal/0002/asset/f1h0_m_wal0002.sgb,20,2,2,1
3602,bg/ffxiv/fst_f1/hou/dyna/l_wal/0002/asset/f1h0_l_wal0002.sgb,20,2,2,2
3603,bg/ffxiv/wil_w1/hou/dyna/s_wal/0002/asset/w1h0_s_wal0002.sgb,20,2,2,0
3604,bg/ffxiv/wil_w1/hou/dyna/m_wal/0002/asset/w1h0_m_wal0002.sgb,20,2,2,1
3605,bg/ffxiv/wil_w1/hou/dyna/l_wal/0002/asset/w1h0_l_wal0002.sgb,20,2,2,2
3606,bg/ffxiv/sea_s1/hou/dyna/s_wal/0003/asset/s1h0_s_wal0003.sgb,20,3,2,0
3607,bg/ffxiv/sea_s1/hou/dyna/m_wal/0003/asset/s1h0_m_wal0003.sgb,20,3,2,1
3608,bg/ffxiv/sea_s1/hou/dyna/l_wal/0003/asset/s1h0_l_wal0003.sgb,20,3,2,2
3609,bg/ffxiv/fst_f1/hou/dyna/s_wal/0003/asset/f1h0_s_wal0003.sgb,20,3,2,0
3610,bg/ffxiv/fst_f1/hou/dyna/m_wal/0003/asset/f1h0_m_wal0003.sgb,20,3,2,1
3611,bg/ffxiv/fst_f1/hou/dyna/l_wal/0003/asset/f1h0_l_wal0003.sgb,20,3,2,2
3612,bg/ffxiv/wil_w1/hou/dyna/s_wal/0003/asset/w1h0_s_wal0003.sgb,20,3,2,0
3613,bg/ffxiv/wil_w1/hou/dyna/m_wal/0003/asset/w1h0_m_wal0003.sgb,20,3,2,1
3614,bg/ffxiv/wil_w1/hou/dyna/l_wal/0003/asset/w1h0_l_wal0003.sgb,20,3,2,2
3615,,20,5,2,0
3616,,20,5,2,1
3617,,20,5,2,2
3618,,20,6,2,0
3619,,20,6,2,1
3620,,20,6,2,2
3621,,20,7,2,0
3622,,20,7,2,1
3623,,20,7,2,2
3624,,20,8,2,0
3625,,20,8,2,1
3626,,20,8,2,2
3627,,20,9,2,0
3628,,20,9,2,1
3629,,20,9,2,2
3630,bg/ffxiv/est_e1/hou/dyna/s_wal/0001/asset/e1h0_s_wal0001.sgb,20,1,2,0
3631,bg/ffxiv/est_e1/hou/dyna/m_wal/0001/asset/e1h0_m_wal0001.sgb,20,1,2,1
3632,bg/ffxiv/est_e1/hou/dyna/l_wal/0001/asset/e1h0_l_wal0001.sgb,20,1,2,2
3633,bg/ffxiv/est_e1/hou/dyna/s_wal/0002/asset/e1h0_s_wal0002.sgb,20,2,2,0
3634,bg/ffxiv/est_e1/hou/dyna/m_wal/0002/asset/e1h0_m_wal0002.sgb,20,2,2,1
3635,bg/ffxiv/est_e1/hou/dyna/l_wal/0002/asset/e1h0_l_wal0002.sgb,20,2,2,2
3636,bg/ffxiv/est_e1/hou/dyna/s_wal/0003/asset/e1h0_s_wal0003.sgb,20,3,2,0
3637,bg/ffxiv/est_e1/hou/dyna/m_wal/0003/asset/e1h0_m_wal0003.sgb,20,3,2,1
3638,bg/ffxiv/est_e1/hou/dyna/l_wal/0003/asset/e1h0_l_wal0003.sgb,20,3,2,2
3639,,20,10,2,0
3640,,20,10,2,1
3641,,20,10,2,2
3642,,0,0,0,0
3643,,0,0,0,0
3644,,0,0,0,0
3645,,0,0,0,0
3646,,0,0,0,0
3647,,0,0,0,0
3648,,0,0,0,0
3649,,0,0,0,0
3650,,0,0,0,0
3651,,0,0,0,0
3652,,0,0,0,0
3653,,0,0,0,0
3654,,0,0,0,0
3655,,0,0,0,0
3656,,0,0,0,0
3657,,0,0,0,0
3658,,0,0,0,0
3659,,0,0,0,0
3660,,0,0,0,0
3661,,0,0,0,0
3662,,0,0,0,0
3663,,0,0,0,0
3664,,0,0,0,0
3665,,0,0,0,0
3666,,20,11,2,0
3667,,20,11,2,1
3668,,20,11,2,2
3669,,20,12,2,0
3670,,20,12,2,1
3671,,20,12,2,2
3672,,20,13,2,0
3673,,20,13,2,1
3674,,20,13,2,2
3675,,20,14,2,0
3676,,20,14,2,1
3677,,20,14,2,2
3678,,20,15,2,0
3679,,20,15,2,1
3680,,20,15,2,2
3681,,20,16,2,0
3682,,20,16,2,1
3683,,20,16,2,2
3684,,20,17,2,0
3685,,20,17,2,1
3686,,20,17,2,2
3687,bg/ffxiv/roc_r1/hou/dyna/s_wal/0001/asset/r1h0_s_wal0001.sgb,20,1,2,0
3688,bg/ffxiv/roc_r1/hou/dyna/s_wal/0002/asset/r1h0_s_wal0002.sgb,20,2,2,0
3689,bg/ffxiv/roc_r1/hou/dyna/s_wal/0003/asset/r1h0_s_wal0003.sgb,20,3,2,0
3690,bg/ffxiv/roc_r1/hou/dyna/m_wal/0001/asset/r1h0_m_wal0001.sgb,20,1,2,1
3691,bg/ffxiv/roc_r1/hou/dyna/m_wal/0002/asset/r1h0_m_wal0002.sgb,20,2,2,1
3692,bg/ffxiv/roc_r1/hou/dyna/m_wal/0003/asset/r1h0_m_wal0003.sgb,20,3,2,1
3693,bg/ffxiv/roc_r1/hou/dyna/l_wal/0001/asset/r1h0_l_wal0001.sgb,20,1,2,2
3694,bg/ffxiv/roc_r1/hou/dyna/l_wal/0002/asset/r1h0_l_wal0002.sgb,20,2,2,2
3695,bg/ffxiv/roc_r1/hou/dyna/l_wal/0003/asset/r1h0_l_wal0003.sgb,20,3,2,2
3696,,20,18,2,0
3697,,20,18,2,1
3698,,20,18,2,2
3699,,20,19,2,0
3700,,20,19,2,1
3701,,20,19,2,2
3702,,0,0,0,0
4096,,0,0,0,0
4097,,20,1,6,254
4098,,20,2,6,254
4099,,20,3,6,254
4100,,20,4,6,254
4101,,20,5,6,254
4102,,20,6,6,254
4103,,20,7,6,254
4104,,20,8,6,254
4105,,20,9,6,254
4106,,20,11,6,254
4107,,20,12,6,254
4108,,20,13,6,254
4109,,20,14,6,254
4110,,20,15,6,254
4111,,20,16,6,254
4112,,20,17,6,254
4113,,20,18,6,254
4114,,20,19,6,254
4115,,20,101,6,254
4116,,20,102,6,254
4117,,20,103,6,254
4118,,20,20,6,254
4119,,20,104,6,254
4120,,20,105,6,254
4121,,20,106,6,254
4122,,0,0,0,0
4123,,0,0,0,0
4124,,0,0,0,0
4125,,0,0,0,0
4126,,0,0,0,0
4127,,20,21,6,254
4128,,20,22,6,254
4129,,20,23,6,254
4130,,20,24,6,254
4131,,20,25,6,254
4132,,20,26,6,254
4133,,20,27,6,254
4134,,20,28,6,254
4135,,20,29,6,254
4136,,0,0,0,0
