#,Text,NpcName,Image
26,"I wish to begin by offering my heartfelt thanks for your ongoing efforts on the Firmament's behalf.

Next, allow me to apologize for any inconvenience you may have experienced during the previous phase of works. So great were the number of willing hands, we were figuratively and literally overwhelmed, but I pledge that we will do better by our valued builders in future.

For the current phase of the restoration, we shall build the New Nest, a residential quarter intended for those who lost their homes in the fires of war. Works will begin with the construction of the main thoroughfare, the Mattock. My humble thanks in advance for your contribution to the cause.

Francel de Haillenarte",,70308
27,"Our first task for the new phase is clearing out the collapsed pillars just north of the court.

We'll go about it as follows:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

As easy as falling off a log.

Augebert",,70309
28,"Your friendly local resource inspector, Flotpassant, at your service! In the upcoming concerted works, we shall continue to clear out debris along the Mattock. The way is narrow, so please take care with your footing.

The works will unfold as follows:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

Our intrepid gatherers are also welcome to join in the works, and we hope to see full many of you out there between your fruitful forays to the Diadem.

Flotpassant",,70310
29,"Dear friends of the Firmament,

Our good progress continues on the Mattock, and we now look to the next works, which comprise the following:

Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

Many thanks, and may the Kupo of Fortune favor you!

Lizbeth",,70311
30,"It's the final stretch for the Mattock, people. Last but not least, we're building the fountain.

Workflow's as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

This is to be a place of rest and relaxation, so let's do a good job of it, eh?

Augebert",,70312
31,"Thanks to your tireless efforts, the Mattock now stretches out before us in splendor. This thoroughfare will serve as a vital artery for transporting materials for upcoming works, and ere long its paving stones shall ring with the footfalls of residents. My humblest gratitude to one and all.

The next step in the phase is the construction of Saint Roelle's Dais. The site is rife with uneven surfaces, so please exercise the utmost caution when navigating the area.

Francel de Haillenarte",,70313
32,"The Mattock's complete thanks to everyone's hard work, but don't dust off your hands just yet. The next stage of construction beckons, and we need to put up a bunch of scaffolds.

Here's how we're going to go about it:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Nothing I reckon you haven't done before.

Augebert",,70314
33,"Esteemed builders,

I pray this announcement finds you ready and willing to participate in the upcoming concerted works, which will unfold in the following manner:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

I look forward to seeing beads of sweat glistening upon your brows like so many glittering jewels!

Your faithful skyward score tallier,

Ludovraint",,70315
34,"For the upcoming concerted works, we're going to do some clearing and repairing for Saint Roelle's Dais.

Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

Fundamental work, but let's give it no less than our best.

Augebert",,70316
35,"Next up for Saint Roelle's Dais, we're building the water channel and the stage itself.

We'll take it as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

It's the finishing touches now, so let's do it with pride!

Augebert",,70317
36,"It is with great pleasure that I announce the completion of Saint Roelle's Dais. With its inviting ambience, it promises to bring together folk from all walks of life, for great things and small.

Having finished our work on the connecting pathways, we now turn our gaze towards the New Nest proper. Given the expansive size of the area, this will be a long undertaking, but together we shall see it completed to the last brick.

Francel de Haillenarte",,70318
37,"We're finally getting started on the New Nest itself. First order of business is to clear out debris, and we'll be working according to the following steps:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

There's a lot of ground to cover, so every hand counts.

Augebert",,70319
38,"Owing to your generous donations, we have been able to make steady progress on the construction effort. We now humbly request your participation in the forthcoming concerted works, which aim to clear away more debris.

The task will be performed as follows:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

I thank you for your continued cooperation.

Potkin",,70320
39,"Dear friends of the Firmament,

I am pleased to say that the New Nest site is almost free of debris, and the next concerted works should see the last of it removed.

For the sake of thoroughness, here is the workflow again:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

Many thanks as always, and may the Kupo of Fortune favor you!

Lizbeth",,70321
40,"It took us a good while, but the New Nest site is now ready for construction. On the docket for the upcoming concerted works is some clearing and repairing.

Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

Hope to see you out there helping to lay the groundwork.

Augebert",,70322
41,"Thanks to all the donations we've received, we can finally start working on the centerpiece of the New Nest: houses.

The workflow's as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Let's set to it and build warm, welcoming dwellings that folk'll be proud to call home.

Augebert",,70323
42,"What a fine feeling it is to see one house rise after the next! Let us keep up with our efforts in the next concerted works!

Below are the particulars:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

And remember, when you've collected enough skybuilders' scrips, I should be glad to exchange them for you!

Enie",,70324
43,"This is it, people! We're down to the final three houses to be built!

You'll all know this by now, but here're the steps again:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

With this, all works for the phase will be complete, so let's hold absolutely nothing back!

Augebert",,70325
44,"Words cannot well express my joy at the completion of the New Nest. The residential quarter stands ready to warmly welcome those Ishgardians bereft of hearth and home, and I am immeasurably grateful to all of you who helped to make it possible.

Suffice it to say this is a tremendous achievement in the restoration effort, yet much and more remains to be done. Until such time as we finalize our plans for the next phase, I humbly ask for your continued contribution in the way of supplies.

Francel de Haillenarte",,70326
45,"The Kupo of Fortune is a game of chance that can be played by delivering certain items to Potkin and collecting stamps on a voucher.

Once you have collected five stamps, you may exchange the voucher for a Kupo of Fortune card. Upon each card, there are four treasure chests depicted by hexagons─one on the left and three on the right. You may choose one chest to scratch open.

The lone chest on the left offers second to fourth prize, while the three chests on the right offer first to fifth, with the fifth being a consolation prize. The prizes available change each time, and we recommend that you review the prize list before playing.

Simply by donating supplies, you could win rare and fabulous prizes! Seek out Lizbeth to test your luck!",,0
46,"Let it be known that the Diadem has received official designation as a foraging ground for the Ishgardian restoration project. Against this background, passage to the isles is now provided to able gatherers, who will additionally be furnished with a device known as an aetheromatic auger as a means of personal protection and resource procurement both.

For safety reasons, materials thus obtained in the Diadem must undergo inspection. Upon returning from a foray, we ask that you please present all items to our resource inspector, Flotpassant. You will be awarded an amount in skybuilders' scrips by way of recompense.

For further information, please seek out the head of exploratory missions, Aurvael de Haillenarte.",,0
47,Works on Featherfall have begun.,Francel,0
48,Works on the Abacus have begun.,Francel,0
49,Works on Hoarfrost Hall have begun.,Francel,0
50,The reconstruction of Featherfall is complete!,Francel,0
51,"Pray allow me to express my most sincere gratitude to all skybuilders for your tireless efforts on our behalf.

The construction of the New Nest was no small challenge, but once again you proved yourselves more than up to the task, as proven by the countless adventurers and others who are now proud to call the district home.

In this next stage of the restoration, we shall transform the western area into Featherfall, a commercial quarter that is to serve as the beating heart of the Firmament's new economy, bringing prosperity and a higher standard of living to Ishgardians one and all. My humble thanks for your selfless contribution to the cause.

Francel de Haillenarte",,70327
52,"The area to the west of the Mendicant's Court is going to be home to a lively market one day, but right now it's only home to an unsightly collection of refuse and debris─and that's where you come in.

The order of the day:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

It ain't a glamorous job, but it's an important one. We're counting on you.

Augebert",,70328
53,"Greetings, brave skybuilders, and please know that your efforts on the Firmament's behalf do not go unappreciated by me or any of my colleagues. Today's task will involve clearing more debris from the district that will one day be Featherfall.

We will proceed as follows:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

Should you ever have need of dyes or other materials for repairing, pray visit my shop. I would be happy to afford you with whatever you need.

Eilonwy",,70329
54,"Honored skybuilders,

I pray this notice finds you hale, hearty, and eager to participate in another round of concerted works, which are set to proceed as follows:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

I look forward to hearing the sound of your mighty hammers and pickaxes ringing out throughout Featherfall!

Ever your dutiful skyward score tallier,

Ludovraint",,70330
55,"How inspiring it is to see Featherfall slowly but surely restored to grandeur! Truly, we are ever in your debt.

Today, we wish to ask your cooperation in two most vital tasks:
Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

And pray do not forget that it would be my
pleasure to exchange the skybuilders'
scrips you've accumulated at any time!

Enie",,70331
56,"Good work paving the streets of Featherfall, builders. Now we can get to the heart of it: putting up the buildings that will serve as the district's residences and shops.

Task's simple enough:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

Let's make Featherfall a place traders and artisans will be happy to call home, shall we?

Augebert",,70332
57,"Thanks to your efforts, the supplies keep flowing in, which means Potkin's as pleased as a man can be. I'm also pleased to announce the commencement of the next round of concerted works, your participation in which would be most appreciated.

The workflow is one you're doubtless familiar with:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

May the Kupo of Fortune smile upon you, skybuilders!

Potkin",,70333
58,"Your friendly local resource inspector, Flotpassant, here! Did you miss me? Today's works will see us put the finishing touches on Featherfall's residences─an important task, to say the least.

The agenda for the day:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

Should any of our brave gatherers wish to lend their aid to the cause before your next expedition to the Diadem, know that we would be full glad for your support!

Flotpassant",,70334
59,"It is with great pleasure and pride that I announce the completion of Featherfall's commercial district. The branch office of the Skysteel Manufactory that now stands as a testament to your tireless efforts is sure to bring forth a wealth of technological wonders that will enrich the daily lives of Ishgardians and spur the restoration to still greater heights.

And yet, our work is far from done. The next stage of works will see us pave the way for the Abacus─so named for the counting instruments employed by the myriad merchants and traders that will peddle all manner of wondrous wares on the majestic avenue
that it will be when construction is
done. It is in this spirit that I humbly
ask for the continued cooperation of all
who are willing and able.

Francel de Haillenarte",,70335
60,"When our work is done, the Abacus will cut a clear path all the way to the Mattock, but as is, you can barely take two steps without tripping over a pile of debris. That's where we come in.

We'll proceed in the following manner:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

Steep slopes abound, so take care to watch your footing.

Augebert",,70336
61,"Dear friends of the Firmament,

Progress proceeds apace on the Abacus, and we are set to commence the next stage of concerted works, which shall comprise the following:

Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

Our sincere thanks for your efforts, and
may the Kupo of Fortune ever
smile upon you!

Lizbeth",,70337
62,"Esteemed builders,

Thanks in no small part to your dedicated efforts on our behalf, the Abacus is beginning to resemble the thriving marketplace it will be more and more by the day. Today's concerted efforts, as detailed below, will bring us ever closer to that goal.

1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

I look forward to seeing these streets shine as a testament to your artisanal prowess and
aesthetic sensibilities.

Your faithful skyward score tallier,

Ludovraint",,70338
63,"Thanks to your tireless efforts and surpassing skill, the Abacus is complete, and it is a more majestic avenue than even I had ever envisioned. Truly, I have not the words to express my gratitude.

And yet, there is still work to be done. With the Firmament serving ever more as the beating heart of the new Ishgard, we have need of a residence hall sufficient to house the increasing numbers of craftsmen, merchants, and laborers that have relocated here. And so we shall commence work on our most ambitious project to date─the construction of the Hoarfrost. I most humbly entreat your continued support.

Francel de Haillenarte",,70339
64,"In all my years, I've never worked on a structure as ambitious as the Hoarfrost, and I reckon you haven't either. This will demand the best from all our builders, but I'm sure you're up to the task.

Concerted works will be carried out as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Let's set to it and build a residence hall that folk'll be happy to come home to every night.

Augebert",,70340
65,"Friends, builders, countrymen─it is with the utmost pride and joy that I announce the completion of Featherfall. From this day forward, Ishgard shall have a new center of trade and commerce worthy of this new age of enlightenment and prosperity.

It goes without saying that is a momentous achievement─not only in the restoration, but in the annals of our fair nation─and it is one that would not have been possible without each and every one of you working selflessly and tirelessly on our behalf. Ishgard shall not soon forget your invaluable contributions, and neither shall I.

Francel de Haillenarte",,70341
66,Works on the western Risensong Quarter have begun.,Francel,0
67,Works on Bright Ballad's Passage have begun.,Francel,0
68,Works on the eastern Risensong Quarter have begun.,Francel,0
69,Works on the skybuilders' monument have begun.,Francel,0
70,The reconstruction of the Firmament is complete!,Francel,0
71,"Thanks to your tireless efforts, we are now come to the fourth and final phase of the Firmament's restoration. Much work yet remains to be done, but together we shall see the district stand completed as a shining symbol of a new age for Ishgard.

Francel de Haillenarte",,70342
72,"All right, people, to begin with we're going to clear away debris─did you ever doubt it?

You'll all be dab hands by now, but for good measure here's how it works:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

This marks the start of the final phase of the reconstruction, so let's move with purpose.

Augebert",,70343
73,"Esteemed builders,

Pleased am I to announce the upcoming works, which will see the western Risensong Quarter prepared for construction as follows:
Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

I look forward to hearing the soothing swish of your broomsticks in every corner of the work site.

Your faithful skyward score tallier,

Ludovraint",,70344
74,"The groundwork's been laid, so it's time to build in earnest.

We have some residences on the docket, and here's how we'll go about it:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Hope to see you all out there doing your bit!

Augebert",,70345
75,"Dear friends of the Firmament,

The western Risensong Quarter begins to take shape, and the next concerted works will see more residences built.

The work will take place as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

Our heartfelt thanks for your contributions, and may the Kupo of Fortune bring you many happy returns!

Lizbeth",,70346
76,"On behalf of my colleagues, I would like to express my gratitude for your generous donations, without which I would not be posting this notice for the upcoming concerted works.

 The particulars are as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

These works will see the western Risensong Quarter completed, and I hope to see our skybuilders out in force!

Potkin",,70347
77,"Owing to your tireless contributions, the western Risensong Quarter has been completed. Yet it is but the first of many tasks ahead, and we now turn our gaze towards the next: Bright Ballad's Passage.

Connecting the Firmament to the Pillars, the passage shall enhance accessibility and encourage ever more people to visit our fair district. As we set about laying the paving stones, it is my hope that we can rely upon your continued aid.

Francel de Haillenarte",,70353
78,"This is your friendly local resource inspector, Flotpassant, back once more to inform you of the impending works on Bright Ballad's Passage.

For these works, you will be required to:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

When all is said and done (well), we shall have our passage, so let no builder spare any effort!

Flotpassant",,70354
79,"Venerable builders,

Your unflagging efforts have seen Bright Ballad's Passage laid to the last paving stone. The way now lies open not only to the Pillars, but also the next stage of our plan: the construction of the eastern Risensong Quarter.

As always, it begins with the amassing of supplies, and we look forward to your generous donations in the coming days.

Francel de Haillenarte",,70348
80,"Ahead of works on the eastern Risensong Quarter, we're going to─you guessed it─clear out debris.

For the sake of thoroughness, here's how we'll go about it:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

On a brighter note, this will be the last bit of rubble we'll see. Ever. So let's give it everything we've got, eh?

Augebert",,70349
81,"Dear friends of the Firmament,

Please be kindly informed that the forthcoming works will involve clearing and repairing as follows:
Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

Once the above tasks are finished, all that remains will be to build, build, and build some more!

Lizbeth",,70350
82,"Distinguished builders, we thank you for your patience. For the upcoming works, we will be building the first of the residences in the eastern Risensong Quarter.

The order of the day:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

On a side note, should you have need of sundry supplies or repairs, you need look no further than yours truly.

Eilonwy",,70351
83,"Thanks to the wealth of supplies you have donated, we are now ready to build the last of the residences.

The work will proceed as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

I keenly look forward to seeing the fruits of our artisans' labors!

Potkin",,70352
84,"It gives me great pleasure to announce the completion of the eastern Risensong Quarter, an achievement that brings us to the cusp of our long journey's end.

As we take our final steps, we shall next build Snowsoak Springs. These bathhouses will provide relaxation and healing to one and all, and I can imagine no facility more fitting upon which to conclude our labors. I pray that you will lend your expertise to its construction.

Francel de Haillenarte",,70355
85,"The construction of Snowsoak Springs will soon commence, and we call upon the adept aid of all available builders.

The works will comprise:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

When the bathhouses are finished, we can all enjoy a nice, relaxing soak! Wouldn't that be grand?

Enie",,70356
86,"Our work's more or less done, but there's one more thing I'd like everyone's help on: a monument to honor those who made the reconstruction possible.

We're planning to erect this at the Abacus like so:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Yes, yes, I realize you'd essentially be building a monument to yourselves, but by now you ought to know we wouldn't trust the job to anyone else!

Augebert",,70357
87,"Ours has been a long road, but we have reached our destination. We have completed the reconstruction of the Firmament. And though this is by any measure a remarkable feat, we have not simply rebuilt structures. We have rebuilt lives. And beside the honor of working with such a gathering of fine folk, this is what fills me with the greatest pride.

We could not have accomplished this without the tireless efforts of all involved. No words will suffice to express my gratitude, but I wish to thank you from the bottom of my heart. Till fate next sees fit to bring us together again, I wish you every success.

Francel de Haillenarte

～Addendum～
Supplies are ever needed in the running of the district, and we will continue to welcome your kind donations.",,70358
88,The Skyrise Celebration is underway!,Francel,0
89,"Owing to the tireless efforts of our esteemed skybuilders, the Firmament stands completed in all its resplendent glory. To mark this most momentous of occasions, and to bid welcome to visitors from lands near and far to our new home, we are presently hosting a festival─the Skyrise Celebration.

Chief among the amusements at the festival are diverting games known as fêtes, and attractive prizes await those who participate. We hope that you will find a moment to join us in the revelry.

Francel",,70359
90,"Fêtes are large-scale games held at regular intervals as part of the Skyrise Celebration.

During an event period, several fêtes are held in succession and offer rewards to participants.

We look forward to seeing artisans of all persuasions out there taking part in these light-hearted challenges.",,0
