#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
10,wind crystal,wind crystals,A crystalline manifestation of aetheric wind energy.,Wind Crystal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,229,0,0,0,20010,25,20030,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
11,earth crystal,earth crystals,A crystalline manifestation of aetheric earth energy.,Earth Crystal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,229,0,0,0,20012,25,20040,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
12,lightning crystal,lightning crystals,A crystalline manifestation of aetheric lightning energy.,Lightning Crystal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,229,0,0,0,20011,25,20050,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
13,water crystal,water crystals,A crystalline manifestation of aetheric water energy.,Water Crystal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,229,0,0,0,20008,25,20060,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
14,fire cluster,fire clusters,A large crystalline manifestation of aetheric fire energy.,Fire Cluster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,990,0,0,0,20013,50,30010,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
15,ice cluster,ice clusters,A large crystalline manifestation of aetheric ice energy.,Ice Cluster,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,990,0,0,0,20015,50,30020,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
16,wind cluster,wind clusters,A large crystalline manifestation of aetheric wind energy.,Wind Cluster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,990,0,0,0,20016,50,30030,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
17,earth cluster,earth clusters,A large crystalline manifestation of aetheric earth energy.,Earth Cluster,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,990,0,0,0,20018,50,30040,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
18,lightning cluster,lightning clusters,A large crystalline manifestation of aetheric lightning energy.,Lightning Cluster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,990,0,0,0,20017,50,30050,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
19,water cluster,water clusters,A large crystalline manifestation of aetheric water energy.,Water Cluster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999,990,0,0,0,20014,50,30060,0,0,0,0,1,11,59,58,0,4,0,2,0,False,False,False,False,False,False,False,False
20,Storm Seal,Storm Seals,Grand Company currency printed and distributed by the Maelstrom.,Storm Seal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,200000,1,0,0,0,65004,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
21,Serpent Seal,Serpent Seals,Grand Company currency printed and distributed by the Order of the Twin Adder.,Serpent Seal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,200000,1,0,0,0,65005,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
22,Flame Seal,Flame Seals,Grand Company currency printed and distributed by the Immortal Flames.,Flame Seal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,200000,1,0,0,0,65006,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
23,Allagan tomestone of philosophy,Allagan tomestones of philosophy,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Philosophy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,1,0,0,0,65012,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
24,Allagan tomestone of mythology,Allagan tomestones of mythology,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Mythology,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,1,0,0,0,65013,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
25,Wolf Mark,Wolf Marks,Currency printed and distributed by the Alliance.,Wolf Mark,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,20000,1,0,0,0,65014,55,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
26,Allagan tomestone of soldiery,Allagan tomestones of soldiery,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Soldiery,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,1,0,0,0,65022,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
27,Allied Seal,Allied Seals,Yet another currency printed and distributed by the Eorzean Alliance. Rewarded for slaying marks specified in the Hunt.,Allied Seal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,4000,1,0,0,0,65024,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
28,Allagan tomestone of poetics,Allagan tomestones of poetics,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Poetics,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,1,0,0,0,65023,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
29,MGP,MGP,Official currency of the Manderville Gold Saucer. Redeemable only on Manderville property.,MGP,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,9999999,1,0,0,0,65025,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
30,Allagan tomestone of law,Allagan tomestones of law,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Law,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65032,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
31,Allagan tomestone of esoterics,Allagan tomestones of esoterics,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Esoterics,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65033,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
32,Allagan tomestone of lore,Allagan tomestones of lore,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Lore,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65038,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
33,Allagan tomestone of scripture,Allagan tomestones of scripture,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Scripture,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65041,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
34,Allagan tomestone of verity,Allagan tomestones of verity,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Verity,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65045,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
35,Allagan tomestone of creation,Allagan tomestones of creation,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information gathered by the lost Allagan Empire.",Allagan Tomestone of Creation,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65046,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
36,Allagan tomestone of mendacity,Allagan tomestones of mendacity,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on untruths gathered by the lost Allagan Empire.",Allagan Tomestone of Mendacity,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65062,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
37,Allagan tomestone of genesis,Allagan tomestones of genesis,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on creation gathered by the lost Allagan Empire.",Allagan Tomestone of Genesis,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65065,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
38,Allagan tomestone of goetia,Allagan tomestones of goetia,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on demonology gathered by the lost Allagan Empire.",Allagan Tomestone of Goetia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65066,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
39,Allagan tomestone of phantasmagoria,Allagan tomestones of phantasmagoria,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on the fantastic gathered by the lost Allagan Empire.",Allagan Tomestone of Phantasmagoria,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65067,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
40,Allagan tomestone of allegory,Allagan tomestones of allegory,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on allegories gathered by the lost Allagan Empire.",Allagan Tomestone of Allegory,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65075,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
41,Allagan tomestone of revelation,Allagan tomestones of revelation,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on allegories gathered by the lost Allagan Empire.",Allagan Tomestone of Revelation,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65083,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
42,Allagan tomestone of aphorism,Allagan tomestones of aphorism,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable principles gathered by the lost Allagan Empire.",Allagan Tomestone of Aphorism,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65085,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
43,Allagan tomestone of astronomy,Allagan tomestones of astronomy,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on the sea of stars gathered by the lost Allagan Empire.",Allagan Tomestone of Astronomy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65086,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
44,Allagan tomestone of causality,Allagan tomestones of causality,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on the nature of cause and effect gathered by the lost Allagan Empire.",Allagan Tomestone of Causality,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65094,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
45,Allagan tomestone of comedy,Allagan tomestones of comedy,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of uplifting narrative poetry gathered by the lost Allagan Empire.",Allagan Tomestone of Comedy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65103,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
46,Allagan tomestone of aesthetics,Allagan tomestones of aesthetics,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on the nature of beauty gathered by the lost Allagan Empire.",Allagan Tomestone of Aesthetics,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65107,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
47,Allagan tomestone of heliometry,Allagan tomestones of heliometry,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on solar measurements gathered by the lost Allagan Empire.",Allagan Tomestone of Heliometry,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65108,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
48,Allagan tomestone of mathematics,Allagan tomestones of mathematics,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable numerical calculations gathered by the lost Allagan Empire.",Allagan Tomestone of Mathematics,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,2,0,0,0,65122,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,False,False,False,False,False,False,False
49,Allagan tomestone of mnemonics,Allagan tomestones of mnemonics,"Though they appear to be naught more than simple stones, Garlond Ironworks engineers insist they contain reams of invaluable information on the enhancement of memory gathered by the lost Allagan Empire.",Allagan Tomestone of Mnemonics,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,2000,99999,0,0,0,65137,1,0,0,0,0,0,1,16,63,0,0,3,0,2,0,False,True,True,False,False,False,False,False
