#,Path,PathAlly,Type,Unknown0,RestrictYScale,LargeScale
108,gl_sircle_1005bf,,0,0,True,False
109,m0311sp06o0c,,0,0,True,False
110,m0257gimmick0h,,0,0,True,False
111,gl_sircle_2010bf,,0,0,True,False
112,gl_sircle_3020bf,,0,0,True,False
113,gl_sircle_5003bf,,0,0,True,False
114,m0263_tossin01s,,0,0,True,False
115,m0285laser_o0t,,0,0,True,False
116,m330_zombi0ah,,0,0,True,False
117,zombieraise1o0h,,0,0,True,False
118,m0329_tossin01h,,0,0,True,False
119,m0336ice0f,,0,0,True,False
120,m0119_trap_01t,,0,0,True,False
121,undeadraise2o0c,,0,0,True,False
122,m0344_quasar01ah,,0,0,True,False
123,m0344_quasar02ah,,0,0,True,False
124,m0344sp08o0h,,0,0,True,False
125,m0361en_o0t,m0361en_o0pf,0,0,True,False
126,m0344_quasar01bh,,0,0,True,False
127,m0012bitlz_o0t,,0,0,True,False
128,gl_fan210_1bf,,0,0,True,False
129,m0347hadou_o0t,,0,0,True,False
130,m0347tossin_o0t,,0,0,True,False
131,m0375handc0c,,0,4,True,False
132,m0307_aeroga0h,,0,0,True,False
133,m0307_aeroja0h,,0,0,True,False
134,m0307_blizzaga0h,,0,0,True,False
135,m0307_death0h,,0,0,True,False
136,gl_sircle_1034bf,,0,0,True,False
137,gl_sircle_3014bf,,0,0,True,False
138,gl_blu_lz01af,,0,0,True,False
139,m0376_mizu_o0p,,0,0,True,False
140,m0430gl_lz01i,,0,0,True,False
141,m0430gl_sircle_2013b01i,,0,0,True,False
142,general02f,,0,0,True,False
143,m074fire_circle_1504_01i,,0,0,True,False
144,m389singentic0n,,0,0,True,False
145,yazirushi1o0c,,0,0,True,False
146,gl_fan020_0f,gl_fan020_0pt,0,0,True,False
147,m0372_stlight01j,,0,0,True,False
148,m0372_umiwari01j,,0,0,True,False
149,m0372_ultrikou01j,,0,0,True,False
150,m0372_meilst01j,,0,0,True,False
151,m0376_tossin01h,,0,0,True,False
152,gl_shipimpact1f,,0,0,True,False
153,g3fc_b0_g02_o0c,,0,4,True,False
154,m0163_holy01h,,0,0,True,False
155,m0448_sp01red_o0v,m0448_sp01blue_o0v,0,0,True,False
156,m0445houtei_o0c,,0,0,True,False
157,m0446show01o0h,,0,0,True,False
158,m0446sp14o0h,,0,0,True,False
159,bl_fan060_0f,,0,0,True,False
160,m0441sp03o0c,,0,0,True,False
161,general_1bxf,general_1bpxf,0,0,True,False
162,general02xf,general02pxf,0,0,True,False
163,gl_fan090_1bxf,gl_fan090_1bpxf,0,0,True,False
164,gl_fan120_1bxf,gl_fan120_1bpxf,0,0,True,False
165,gl_shipimpact0xf,gl_shipimpact0pxf,0,0,True,False
166,m0445sp03o0c,,0,0,True,False
167,m0121_blizzaga0f,,0,0,True,False
168,circle_sp01f,,0,0,True,False
169,m0462cir_a_o0c,,0,0,True,False
170,m0462don_a_o0c,,0,0,True,False
171,m0462lay_a_o0c,,0,0,True,False
172,m0462cir_b_o0c,,0,0,True,False
173,m0462don_b_o0c,,0,0,True,False
174,m0462lay_b_o0c,,0,0,True,False
175,m0462tenso_o0c,,0,0,True,False
176,m0456_sp03o1v,,2,0,True,False
177,m0454sp05_sircle_2504_01i,,0,0,True,False
178,general_1bwf,,0,0,True,False
179,general02wf,,0,0,True,False
180,gl_sircle_4010bwf,,0,0,True,False
181,er_general_1f,,0,0,True,False
182,er_general02f,,0,0,True,False
183,er_gl_fan060_1bf,,0,0,True,False
184,er_gl_fan090_1bf,,0,0,True,False
185,er_gl_fan120_1bf,,0,0,True,False
186,m0454sp17_sircle_2505_01i,,0,0,True,False
187,m0227_sp03_omen2f,,0,0,True,False
188,general_x02f,general_x02pf,0,0,True,False
189,m0487_light0h,,0,0,True,False
190,m0480_highspeed_c0x,,0,0,True,False
191,m0480_lowspeed_c0x,,0,0,True,False
192,m0506en_o0f,,0,0,True,False
193,m0481pot_o0c,,0,0,True,False
194,er_gl_fan180_1bf,,0,0,True,False
195,m0096sp_05c1bf,,0,0,True,False
196,m063mist_omen_o0v,,0,0,True,False
197,m0295_fire_sircle_h30m10_01i,,0,0,True,False
198,m0295_tunami_lz15_40_01i,,0,0,True,False
199,d2d9_b2_o0v,,0,0,True,False
200,d2d9_b2_o1v,,0,0,True,False
201,m0295_wind_sircle_h10_01i,,0,0,True,False
202,m0295_earth_lz4020_01i,,0,0,True,False
203,m0295_nockback_omen01i,,0,0,True,False
204,m0295_hikiyose_omen01i,,0,0,True,False
205,m0515cir_a_o0c,,0,0,True,False
206,gl_fan045_1bf,gl_fan045_1bpf,0,0,True,False
207,gl_fan045_1bxf,gl_fan045_1bpxf,0,0,True,False
208,m0461om_hana0x,,0,0,True,False
209,m0461_umiwari01x,,0,0,True,False
210,m0001_ikaku_omen01p,,0,0,True,False
211,m513sp03o0w,,0,0,True,False
212,m514sp04o0w,,0,0,True,False
213,er_gl_fan270_1bf,,0,0,True,False
214,er_sicle_1005f,,0,0,True,False
215,m0531_light_o0v,,0,0,True,False
216,m0531_dark_o0v,,0,0,True,False
217,m0531_sp03l_o0v,,0,0,True,False
218,m0531_sp03d_o0v,,0,0,True,False
219,gl_sircle_3015ac,,0,0,True,False
220,gl_sircle_2008bi,,0,0,True,False
221,m0532om_fan01x,,0,0,True,False
222,m0532om_don01x,,0,0,True,False
223,m0532om_don02x,,0,0,True,False
224,m0532om_don03x,,0,0,True,False
225,m0534_omen_c0v,,0,0,True,False
226,m0557m0204sp07c0p,,0,0,True,False
227,gl_sircle_2005bf,,0,0,True,False
228,gl_sircle_3007bx,,0,0,True,False
229,m0532_hukitobashi_o0w,,0,0,True,False
230,m0532_gimc_ae01f,,0,0,True,False
231,m0559donut_o0v,,0,0,True,False
232,m0118sp30_o0p,,0,0,True,False
233,gl_sircle_1610_o0v,,0,0,True,False
234,m0559hidesp001_o0v,,0,0,True,False
235,er_gl_fan100_o0v,,0,0,True,False
236,er_gl_fan100_o1v,,0,0,True,False
237,er_m0551_don_4005x,,0,0,True,False
238,m0559yazirushio0v,,0,0,True,False
239,co_trap00h1,,0,0,True,False
240,gl_sircle_1203bf,,0,0,True,False
241,m0573_mizu_o0p,,0,0,True,False
242,gl_sircle_4005bf,,0,0,True,False
243,gl_sircle_3008bf,,0,0,True,False
244,m0581dom_a_o0c,,0,0,True,False
245,m0561_omen_c0t,,0,0,True,False
246,m0118rai_omen1h,,0,0,True,False
247,gl_sircle_6005at1,,0,0,True,False
248,gl_sircle_3218_o0v,,0,0,True,False
249,general02_y1m_t,,0,0,True,False
250,gl_sircle_4008ah1,,0,0,True,False
251,gl_shipimpact2f,,0,0,True,False
252,gl_sircle_2412_o0v,,0,0,True,False
253,gl_sircle_3624_o0v,,0,0,True,False
254,gl_sircle_4836_o0v,,0,0,True,False
255,n4d9_b0_g2_o0w,,0,0,True,False
256,m0598cir1_o0c,,2,0,True,False
257,general_1bf_y0x,,0,0,True,False
258,gl_fan060_1bf_y0x,,0,0,True,False
259,gl_sircle_1005y0x,,0,0,True,False
260,gl_sircle_1510bx,,0,0,True,False
261,gl_sircle_1510y0x,,0,0,True,False
262,gl_sircle_2015bx,,0,0,True,False
263,gl_sircle_2015y0x,,0,0,True,False
264,gl_sircle_1907y0x,,0,0,True,False
265,m0611_don_1907x,,0,0,True,False
266,m0611_don_2015x,,0,0,True,False
267,m0611_fan_60x,,0,0,True,False
268,m0611_sircle_01x,,0,0,True,False
269,yazirushi2o0p,,0,0,True,False
270,ytc_sonicb_om1p,,0,0,True,False
271,gl_sircle_2004bv,,0,0,True,False
272,shine_don_1106x,,0,0,True,False
273,shine_don_1611x,,0,0,True,False
274,shine_don_2916x,,0,0,True,False
275,dark_don_1106x,,0,0,True,False
276,dark_don_1611x,,0,0,True,False
277,dark_don_2916x,,0,0,True,False
278,daiichiram_tossin01p,,0,0,True,False
279,gl_fan180_4010c,,0,0,True,False
280,m0640_8s_omen0v,,0,0,True,False
281,gl_sircle_2508_o0t1,,0,0,True,False
282,m0088_aizou_0t,,0,0,True,False
283,er_gl_fan150_1bt,,0,0,True,False
284,m0674_omen_c0v,,0,0,True,False
285,er_sicle_2010t,,0,0,True,False
286,er_sicle_3020t,,0,0,True,False
287,c0501_fin240_01m1,,0,0,True,False
288,m0347_omen_01m1,,0,0,True,False
289,m0347_don6022_01m1,,0,0,True,False
290,m0347_sircle_01m1,,0,0,True,False
291,er_sicle_1205f,,0,0,True,False
292,er_sicle_1811t,,0,0,True,False
293,ytc2b3_dnt_omen0p,,0,0,True,False
294,er_general_x02t,,0,0,True,False
295,m0617_tossin01w,,0,0,True,False
296,m0359wind_lz_o0t,,0,0,True,False
297,gl_fan270_1908at,,0,0,True,False
298,gl_fan_o60h30m6p,,0,0,True,False
299,gl_fan_o60h16m6p,,0,0,True,False
300,gl_fan_o60h23m14p,,0,0,True,False
301,gl_fan_o60h30m21p,,0,0,True,False
302,gl_sircle_6010ax,,0,0,True,False
303,m0408sp_08c0d1,,0,0,True,False
304,m0689_lava01t1,,0,0,True,False
305,m676_kage_6min6m_0p,,0,0,True,False
306,gl_fan130_0x,,0,0,True,False
307,gl_sircle_1710_o0p,,0,0,True,False
308,gl_sircle_2316_o0p,,0,0,True,False
309,n4fg_betaest_o0p,,0,0,True,False
310,n4b5_tr_g04o0g,,2,0,True,False
311,n4b5_tr_g05o0g,,2,0,True,False
312,m676_kage_6min6m1third_0p,,0,0,True,False
313,n4b5_tr_g08o0g,,0,0,True,False
314,m0637_hukitobashi_o0w,,4,0,True,False
315,n4b5_omen_b1_g02_c0_n1,,0,0,True,False
316,d1048_sircle_o15m_gen_c0m1,,0,0,True,False
317,d1048_sircle_o15m_c0m1,,0,0,True,False
318,m0676_sicle_2015t,,0,0,True,False
319,m0676_sicle_2520t,,0,0,True,False
320,gl_sircle_1905bf,,0,0,True,False
321,igyou_cir_o0c,,0,0,True,False
322,er_sicle_1004r1,,0,0,True,False
323,m0418_laser6sk1,,0,0,True,False
324,m0418_laser8sk1,,0,0,True,False
325,m0418_laser10sk1,,0,0,True,False
326,m0237_lay6010_o0m1,,0,0,True,False
327,m0237_don3010_o0m1,,0,0,True,False
328,er_sircle_4006_o0d1,,0,0,True,False
329,m0153sp12_laser_o0d1,,0,0,True,False
330,d1050_white_o0w,,0,0,True,False
331,d1050_black_o0w,,0,0,True,False
332,gl_sircle_6009at,,0,0,True,False
333,yazirushi_3way_o0x,,2,0,True,False
334,expan_circle_o0x,,2,0,True,False
335,general_trap_o2x,,2,0,True,False
336,general_trap_o3x,,2,0,True,False
337,general_trap_o4x,,2,0,True,False
338,gl_sircle_7015k1,,0,0,True,False
339,n4r3_b4_o0v,,0,0,True,False
340,m0098om_mag_plus_r1,,0,0,True,False
341,m0098om_mag_minus_r1,,0,0,True,False
342,k5d1_b3_g01o0g,,3,0,True,False
343,k5d1_b3_g01o1g,,3,0,True,False
344,m0501_o60h145m12p_d1,,0,0,True,False
345,m0501_o60h225m12p_d1,,0,0,True,False
346,m0501_fan145_d1,,0,0,True,False
347,gl_sircle_6012_m1,,0,0,True,False
348,m0501_nockback_omen01d1,,0,0,True,False
349,m0731_fan270_m1,,0,0,True,False
350,nockback_omen02t,,0,0,True,False
351,m0746_er_general_d1,,0,0,True,False
352,m0746_er_sicle_4005_o0d1,,0,0,True,False
353,omen_aizou_sks_00_n1,,0,0,True,False
354,er_sicle_2006_n1,,0,0,True,False
355,er_sicle_4010_n1,,0,0,True,False
356,gl_circle4006_o0g,,2,0,True,False
357,nockback_omen03t,,0,0,True,False
358,ec031_mizu_o0x,,2,0,True,False
359,k5d1_omen_o01pg,,2,0,True,False
360,gl_sircle_7006x,,0,0,True,False
361,mks_omen_o0g,,2,0,True,False
362,firedonuts_30m6m0p,,2,0,True,False
363,gl_sircle_4004bp1,,0,0,True,False
364,nockback_omen04k1,,0,0,True,False
365,gl_sircle_1505bt1,,0,0,True,False
366,m0777cir_a_o0c,,0,0,True,False
367,m0777cir_b_o0c,,0,0,True,False
368,m0777cir_c_o0c,,0,0,True,False
369,m0777don_a_o0c,,0,0,True,False
370,m0777don_b_o0c,,0,0,True,False
371,m0777don_c_o0c,,0,0,True,False
372,m0777fan_a_o0c,,0,0,True,False
373,m0777fan_b_o0c,,0,0,True,False
374,m0777fan_c_o0c,,0,0,True,False
375,m0777fan_d_o0c,,0,0,True,False
376,w1d5_omen_o0w,,0,0,True,False
377,z5r1_boss3_o0v,,0,0,True,False
378,gl_fan015_0x,,0,0,True,False
379,gl_fan120_o0g,,0,0,True,False
380,m0678_akm2x,,0,0,True,False
381,m0678_akm3x,,0,0,True,False
382,m0779_meteor_omen01k1,,0,0,True,False
383,z5r1_b2_g02omen0k1,,0,0,True,False
384,m0777cir_d_o0c,,0,0,True,False
385,m0777cir_e_o0c,,0,0,True,False
386,nockback_omen04t1,,0,0,True,False
387,general01_cline0k1,,0,0,True,False
388,m0132_cir_1_r1,,0,0,True,False
389,m0777cir_f_o0c,,0,0,True,False
390,m0779_omen11s_r0k1,,0,0,True,False
391,m0779_omen11s_l0k1,,0,0,True,False
392,w1d5_re_laser_o0w,,0,0,True,False
393,nockback_ex_omen01k1,,0,0,True,False
394,m0779_meteor_omen02k1,,0,0,True,False
395,m0678_maf1x,,0,0,True,False
396,gl_sircle_3520x,,0,0,True,False
397,nockback_omen05t,,0,0,True,False
398,m0058fan_a_o0c,,0,0,True,False
399,m0058fan_b_o0c,,0,0,True,False
400,m0057_charge_rush_o0x,,0,0,True,False
401,m0057_charge_spin_o0x,,0,0,True,False
402,gl_sircle_1703x,,0,0,True,False
403,gl_sircle_2011v,,0,0,True,False
404,m0226_bom3_om_r1,,0,0,True,False
405,m0792_knockaside01k1,,0,0,True,False
406,m0057_charge_rush_o1x,,0,0,True,False
407,gl_fan225_c0g,,0,0,True,False
408,gl_sicle_4010r1,,0,0,True,False
409,general_trialaser_o0p,,12,0,True,False
410,m0119_laser_omen01e1,,0,0,True,False
411,m0790_omen_c0k1,,0,0,True,False
412,gen_4normalcircle4_o0p,,0,0,True,False
413,gen_bent_5circle3_o0p,,0,0,True,False
414,m0800sp04o0w,,0,0,True,False
415,m0064_show_sp001_c0e1,,0,0,True,False
416,n5r7_b3_g05o0w,,0,0,True,False
417,m0102laser_220_20o0t,,0,0,True,False
418,m0102laser_160_44o0t,,0,0,True,False
419,general02_side_lt,,0,0,True,False
420,general02_side_rt,,0,0,True,False
421,general_red01k1,,0,0,True,False
422,nockback_omen_red01k1,,0,0,True,False
423,m0792_knockaside_red01k1,,0,0,True,False
424,m0800_nockback_o0w,,0,0,True,False
425,m0119_eye_omen0e1,,0,0,True,False
426,m0793_don_o0v,,0,0,True,False
427,m0792_knockaside_red02k1,,0,0,True,False
428,zignzan_mdl_1v,,0,0,True,False
429,m0264_zngk_o0g,,0,0,True,False
430,mdl_circle_1703x,,0,0,True,False
431,m0070_fan360_0a1,,0,0,True,False
432,sayuu_omen1v,,0,0,True,False
433,z5r2_b1_dnt_o0g,,0,0,True,False
434,m0820_don_3024k1,,0,0,True,False
435,m0820_sircle01k1,,0,0,True,False
436,m0820_d3010_01k1,,0,0,True,False
437,m0820_fan01k1,,0,0,True,False
438,m0820_fan02k1,,0,0,True,False
439,nockup_omen00e1,,0,0,True,False
440,m0472_laser_o0a1,,0,0,True,False
441,m0472_laser_o1a1,,0,0,True,False
442,firedonuts_30m6m1t,,0,0,True,False
443,m0515cir_b_o0t1,,0,0,True,False
444,m0058sp37_oa1,,0,0,True,False
445,yazirushi3o0e1,,0,0,True,False
446,z5r2_b1_arrow_o0g,,0,0,True,False
447,z5r2_b1_circle_o0g,,0,0,True,False
448,z5r2_b1_laser_o0g,,0,0,True,False
449,mdl_general_02x,,0,0,True,False
450,m0501_nockback_omen02v,,0,0,True,False
451,general_1bgt,,0,0,True,False
452,gl_fan030_1bw,,0,0,True,False
453,share_trap01k1,,0,0,True,False
454,m0515cir_c_o0c,,0,0,True,False
455,gl_fan060_y10_1bt,,0,0,True,False
456,gl_fan150_y10_1bf,,0,0,True,False
457,gl_fan180_y10_1bf,,0,0,True,False
458,gl_fan210_y10_1bf,,0,0,True,False
459,gl_fan270_y10_0100at,,0,0,True,False
460,gl_sircle_3007_y10_bt,,0,0,True,False
461,gl_sircle_4008_y10at,,0,0,True,False
462,m0055_fan240r_2620_e1,,0,0,True,False
463,n5r9_dnt_o0g,,0,0,True,False
464,c1401_laser_01p1,,0,0,True,False
465,c1401_fan45_01p1,,0,0,True,False
466,m0834cir_a_o0c,,0,0,True,False
467,m0834cir_b_o0c,,0,0,True,False
468,m0196_trap_mei01v,,0,0,True,False
469,m0196_trap_an01v,,0,0,True,False
470,m109_contraction_o0p,,0,0,True,False
471,m0844tricas_o0a1,,0,0,True,False
472,n5r9_dnt_o1g,,0,0,True,False
473,m0427_lightning00e1,,0,0,True,False
474,m0427_erap00e1,,0,0,True,False
475,gl_sircle_0806w,,0,0,True,False
476,gl_sircle_1109w,,0,0,True,False
477,gl_sircle_1412w,,0,0,True,False
478,gl_sircle_1715w,,0,0,True,False
479,gl_sircle_2018w,,0,0,True,False
480,e5d1_b1_kblaser_t1,,0,0,True,False
481,gl_fan180_red01w,,0,0,True,False
482,m0830_laser_light_01k1,,0,0,True,False
483,m0830_circle_light_01k1,,0,0,True,False
484,m0830_laser_dark_01k1,,0,0,True,False
485,m0830_circle_dark_01k1,,0,0,True,False
486,m0830_donut50_7_dark_01k1,,0,0,True,False
487,m0119_trap_02t,,0,0,True,False
488,n5r9_dnt_o2g,,0,0,True,False
489,n5r9_dnt_o3g,,0,0,True,False
490,m0828_ikari_o0w,,0,0,True,False
491,m0828_warai_o0w,,0,0,True,False
492,gl_sircle_0703c,,0,0,True,False
493,n5r9_fire_o0g,,0,0,True,False
494,n5r9_ice_o0g,,0,0,True,False
495,n5r9_fire_o1g,,0,0,True,False
496,n5r9_ice_o1g,,0,0,True,False
497,m0427_erap01e1,,0,0,True,False
498,m0830_erap01k1,,0,0,True,False
499,gl_sircle_5030c,,0,0,True,False
500,yazirushi_red_o0x,,0,0,True,False
501,m0830_donut9_2_dark_01k1,,0,0,True,False
502,gl_sircle_4012c,,0,0,True,False
503,gl_sircle_0803c,,0,0,True,False
504,e5d1_wave_om1t1,,0,0,True,False
505,gl_sircle_6010bf,,0,0,True,False
506,nockback_ex_laser_o0c,,0,0,True,False
507,m0868_laser_fire_01r1,,0,0,True,False
508,m0853_slash_o0x,,0,0,True,False
509,z5fc_cross_o0g,,0,0,True,False
510,z5fc_dkry_o0g,,0,0,True,False
511,z5fc_dkry_o1g,,0,0,True,False
512,z5fc_crack_o0g,,0,0,True,False
513,sxt_3s_o1v,,0,0,True,False
514,o5d1_dunut_e1,,0,0,True,False
515,m0852_ryoshin_a_o0w,,0,0,True,False
516,m0852_ryoshin_b_o0w,,0,0,True,False
517,z5fc_bs_o0g,,0,0,True,False
518,gl_sircle_1805r1,,0,0,True,False
519,sxt_trap_o1v,,0,0,True,False
520,z5fc_fan40_o0g,,0,0,True,False
521,m0777fan_a_o0t1,,0,0,True,False
522,o5d1_circle_01p1,,0,0,True,False
523,nockup_bubble_omen00b2,,0,0,True,False
524,m0874target_o0w,,0,0,True,False
525,m0857_a_sircle_4008t1,,0,0,True,False
526,m0857_a_laser_4016t1,,0,0,True,False
527,z5d2_b2_o0x,,0,0,True,False
528,s5p5_sandpull_01e1,,0,0,True,False
529,s5p5_general_blue_01e1,,0,0,True,False
530,nockback_ex_omen02k1,,0,0,True,False
531,m0856_meteor_omen01k1,,0,0,True,False
532,gl_fan180_1bwf_g2,,0,0,True,False
533,m0852sp03o0w,,0,0,True,False
534,m0852sp04o0w,,0,0,True,False
535,z5r3_donut_01c2,,0,0,True,False
536,z5r3_cross_01c2,,0,0,True,False
537,general_1bzt,,0,0,True,False
538,x6d2_pk_o0e1,,0,0,True,False
539,gl_fan135_c0g,,0,0,True,False
540,tank2_trap_o0g,,0,0,True,False
541,fire_trap_o0g,,0,0,True,False
542,gl_fan20_c0g,,0,0,True,False
543,gl_fan90_2520_o0g,,0,0,True,False
544,gl_fan90_3025_o0g,,0,0,True,False
545,gl_fan90_3530_o0g,,0,0,True,False
546,gl_fan90_4035_o0g,,0,0,True,False
547,d1014_omen01_0b2,,0,0,True,False
548,x6d3_b1_fan240_p1,,0,0,True,False
549,x6d3_b3_laser6s_p1,,0,0,True,False
550,x6d3_b3_laser8s_p1,,0,0,True,False
551,x6d3_b3_laser10s_p1,,0,0,True,False
552,gl_fan180_6014g2,,0,0,True,False
553,m0296wat_lz_o0g2,,0,0,True,False
554,d1068_laser01_o0a1,,0,0,True,False
555,gl_fan210red_o0e1,,0,0,True,False
556,m0071_fan180_01k2,,0,0,True,False
557,m0460_lz_fire_o0g2,,0,0,True,False
558,m0562_share_trap_o0g2,,0,0,True,False
559,m0132_laser_1_r1,,0,0,True,False
560,x6fa_donut01_o0a1,,0,0,True,False
561,m0901_omen_30_50_r1,,0,0,True,False
562,m0866_crs01_b2,,0,0,True,False
563,d1070_laser_01c2,,0,0,True,False
564,m0884_foot_01p1,,0,0,True,False
565,m0884_clow_01p1,,0,0,True,False
566,m0563_omen_c0e1,,0,0,True,False
567,gl_fan80_o0g,,0,0,True,False
568,m0901_omen_180_240_r1,,0,0,True,False
569,m0746_er_cross_0t,,0,0,True,False
570,m0746_er_sicle_4010_o0t,,0,0,True,False
571,yazirushi_laser_o0g2,,0,0,True,False
572,m0901_omen_180_300_r1,,0,0,True,False
573,m0906_circle_hart01k2,,0,0,True,False
574,x6d3_b2_triangle90_p1,,0,0,True,False
575,x6d3_b2_triangle30_p1,,0,0,True,False
576,x6d3_b2_triangle60_p1,,0,0,True,False
577,brs_lb_o0c,,0,0,False,False
578,m0901_omen_180_330_r1,,0,0,True,False
579,gl_fan90_1bwf_k1,,0,0,True,False
580,gl_sircle_6012_02k1,,0,0,True,False
581,general_cross01k1,,0,0,True,False
582,gl_shipimpact01g,,0,0,True,False
583,er_gl_fan045_0p1,,0,0,True,False
584,movepos_mark_01t,,0,0,True,False
585,general_1bzk1,,0,0,True,False
586,model_don3010_o0t1,,0,0,True,False
587,gl_fan150_6012x,,0,0,True,False
588,gl_sircle_4021x,,0,0,True,False
589,exa_rz_o1v,,0,0,True,False
590,m0102_wind_in_o0g,,0,0,True,False
591,m0102_wind_out_o0g,,0,0,True,False
592,gl_circle3023_o0g,,0,0,True,False
593,gl_circle2316_o0g,,0,0,True,False
594,gl_circle1609_o0g,,0,0,True,False
595,m0799_arc_a_0k2,,0,0,True,False
596,m0799_arc_b_0k2,,0,0,True,False
597,m0706_rush_l01_k2,,0,0,True,False
598,m0706_rush_r01_k2,,0,0,True,False
599,m0146_holy_o0h,,2,0,True,False
600,m0146_win_o0h,,3,0,True,False
601,m0146_roc_o0h,,3,0,True,False
