#,VFX[0],VFX[1],VFX[2],VFX[3],Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
92,653,0,0,0,0,0,0,2,True,True,False
93,0,0,0,0,0,0,0,2,False,True,False
94,656,0,0,0,0,0,0,2,False,True,False
95,657,0,0,0,0,0,0,2,False,True,False
96,658,0,0,0,0,0,0,3,True,True,False
97,659,0,0,0,0,0,0,2,False,True,False
98,661,0,0,0,0,0,0,2,False,True,False
99,662,0,0,0,0,0,0,2,False,True,False
100,664,0,0,0,0,0,0,2,False,True,False
101,665,0,0,0,0,0,0,2,False,True,False
102,666,0,0,0,0,0,0,2,False,True,False
103,667,0,0,0,0,0,0,2,False,True,False
104,668,0,0,0,0,0,0,2,False,True,False
105,669,0,0,0,0,0,0,2,False,True,False
106,672,0,0,0,0,0,0,2,False,True,False
107,683,0,0,0,0,0,1,2,False,False,False
108,687,0,0,0,0,0,0,2,False,True,False
109,688,0,0,0,0,0,0,2,False,True,False
110,689,0,0,0,0,0,1,2,False,False,False
111,690,0,0,0,0,0,1,2,False,False,False
112,701,0,0,0,0,0,0,2,False,True,False
113,709,0,0,0,0,0,0,2,False,True,False
114,713,0,0,0,0,0,1,2,False,False,False
115,719,0,0,0,0,0,0,2,False,True,False
116,721,0,0,0,0,0,0,2,False,True,False
117,736,0,0,0,0,0,0,2,False,True,False
118,742,0,0,0,0,0,0,2,False,True,False
119,743,0,0,0,0,0,0,2,False,True,False
120,744,0,0,0,0,0,0,2,False,True,False
121,745,0,0,0,0,0,0,2,False,True,False
122,746,0,0,0,0,0,0,2,False,True,False
123,753,0,0,0,0,0,0,2,False,True,False
124,754,0,0,0,0,0,0,2,False,True,False
125,755,0,0,0,0,0,0,2,False,True,False
126,756,0,0,0,0,0,0,2,False,True,False
127,757,0,0,0,0,0,0,2,False,True,False
128,758,0,0,0,0,0,0,2,False,True,False
129,759,0,0,0,0,0,0,2,False,True,False
130,765,0,0,0,0,0,0,3,False,True,False
131,777,0,0,0,0,0,0,2,False,True,False
132,780,0,0,0,0,0,0,2,False,True,False
133,781,0,0,0,0,0,0,2,False,True,False
134,786,0,0,0,0,0,0,2,False,True,False
135,787,0,0,0,0,0,0,2,False,True,False
136,788,0,0,0,0,0,0,2,False,True,False
137,789,0,0,0,0,0,1,2,False,True,False
138,792,0,0,0,0,0,0,2,False,True,False
139,796,0,0,0,0,0,0,2,False,True,False
140,797,0,0,0,0,0,1,2,False,True,False
141,798,0,0,0,0,0,0,2,False,True,False
142,799,0,0,0,0,0,0,2,False,True,False
143,800,0,0,0,0,0,0,2,False,True,False
144,801,0,0,0,0,0,0,2,False,True,False
145,802,0,0,0,0,0,0,2,False,True,False
146,803,0,0,0,0,0,0,2,False,True,False
147,805,0,0,0,0,0,0,2,False,True,False
148,806,0,0,0,0,0,0,2,False,True,False
149,808,0,0,0,0,0,0,2,False,True,False
150,822,0,0,0,0,0,0,2,False,True,False
151,823,0,0,0,0,0,0,2,False,True,False
152,824,0,0,0,0,0,0,2,False,True,False
153,825,0,0,0,0,0,0,2,False,True,False
154,837,0,0,0,0,0,0,2,False,True,False
155,838,0,0,0,0,0,0,2,False,True,False
156,839,0,0,0,0,0,0,2,False,True,False
157,840,0,0,0,0,0,0,2,False,True,False
158,841,0,0,0,0,0,0,2,False,True,False
159,842,0,0,0,0,0,0,2,False,True,False
160,844,0,0,0,0,0,0,2,False,True,False
161,849,0,0,0,0,0,0,2,False,True,False
162,850,0,0,0,0,0,0,2,False,True,False
163,853,0,0,0,0,0,0,2,False,True,False
164,854,0,0,0,0,0,0,2,False,True,False
165,855,0,0,0,0,0,0,2,False,True,False
166,857,0,0,0,0,0,0,2,False,True,False
167,860,0,0,0,0,0,0,2,False,True,False
168,866,0,0,0,0,0,0,2,False,True,False
169,867,0,0,0,0,0,0,2,False,True,False
170,869,0,0,0,0,0,0,2,False,True,False
171,870,0,0,0,0,0,0,2,False,True,False
172,872,0,0,0,0,0,0,2,False,True,False
173,875,0,0,0,0,0,0,2,False,True,False
174,876,0,0,0,0,0,0,2,False,True,False
175,878,0,0,0,0,0,0,2,False,True,False
176,879,0,0,0,0,0,1,2,False,True,False
177,880,0,0,0,0,0,1,2,False,True,False
178,881,0,0,0,0,0,1,2,False,True,False
179,882,0,0,0,0,0,1,2,False,True,False
180,883,0,0,0,0,0,1,2,False,True,False
181,884,0,0,0,0,0,1,2,False,True,False
182,886,0,0,0,0,0,0,2,False,True,False
183,888,0,0,0,0,0,0,2,False,True,False
184,889,0,0,0,0,0,0,2,False,True,False
185,891,0,0,0,0,0,0,2,False,True,False
186,893,0,0,0,0,0,0,2,False,True,False
187,894,0,0,0,0,0,0,2,False,True,False
188,895,0,0,0,0,0,0,2,False,True,False
189,896,0,0,0,0,0,0,2,False,True,False
190,900,0,0,0,0,0,1,2,False,True,False
191,901,0,0,0,0,0,0,2,False,True,False
192,905,0,0,0,0,0,0,2,False,True,False
193,906,0,0,0,0,0,0,2,False,True,False
194,907,0,0,0,0,0,0,2,False,True,False
195,915,916,0,0,2,0,0,2,False,True,False
196,910,0,0,0,0,0,0,2,False,True,False
197,911,0,0,0,0,0,0,2,False,True,False
198,912,0,0,0,0,0,0,2,False,True,False
199,913,0,0,0,0,0,0,2,False,True,False
200,914,0,0,0,0,0,0,2,False,True,False
201,922,0,0,0,0,0,1,2,False,True,False
202,923,0,0,0,0,0,1,2,False,True,False
203,917,0,0,0,0,0,0,2,False,True,False
204,919,0,0,0,0,0,0,2,False,True,False
205,920,0,0,0,0,0,0,2,False,True,False
206,924,0,0,0,0,0,0,2,False,True,False
207,927,0,0,0,0,0,0,2,False,True,False
208,928,0,0,0,0,0,1,2,False,True,False
209,929,0,0,0,0,0,0,2,False,True,False
210,932,0,0,0,0,0,0,2,False,True,False
211,937,0,0,0,0,0,0,2,True,True,False
212,938,0,0,0,0,0,0,2,True,True,False
213,939,0,0,0,0,0,0,2,True,True,False
214,940,0,0,0,0,0,0,2,True,True,False
215,941,0,0,0,0,0,0,2,True,True,False
216,942,0,0,0,0,0,0,2,False,True,False
217,943,0,0,0,0,0,0,2,False,True,False
218,944,0,0,0,0,0,0,2,False,True,False
219,945,0,0,0,0,0,0,2,False,True,False
220,946,0,0,0,0,0,0,2,False,True,False
221,950,0,0,0,0,0,0,2,False,True,False
222,951,0,0,0,0,0,0,2,False,True,False
223,963,0,0,0,0,0,0,2,False,True,False
224,962,0,0,0,0,0,0,2,False,True,False
225,964,0,0,0,0,0,0,2,False,True,False
226,968,0,0,0,0,0,0,2,False,True,False
227,969,0,0,0,0,0,0,2,False,True,False
228,970,0,0,0,0,0,0,2,False,True,False
229,971,0,0,0,0,0,0,2,False,True,False
230,973,0,0,0,0,0,0,2,False,True,False
231,974,0,0,0,0,0,0,2,False,True,False
232,646,0,0,0,0,0,0,2,True,True,False
233,647,0,0,0,0,0,0,2,True,True,False
234,648,0,0,0,0,0,0,2,True,True,False
235,983,0,0,0,0,0,0,2,False,True,False
236,984,0,0,0,0,0,0,2,False,True,False
237,985,0,0,0,0,0,0,2,False,True,False
238,986,0,0,0,0,0,0,2,False,True,False
239,987,0,0,0,0,0,0,2,False,True,False
240,988,0,0,0,0,0,0,2,False,True,False
241,989,0,0,0,0,0,0,2,False,True,False
242,990,0,0,0,0,0,0,2,False,True,False
243,991,0,0,0,0,0,0,2,False,True,False
244,992,0,0,0,0,0,0,2,False,True,False
245,995,0,0,0,0,0,0,2,False,True,False
246,996,0,0,0,0,0,0,2,False,True,False
247,997,0,0,0,0,0,0,2,False,True,False
248,998,0,0,0,0,0,0,2,False,True,False
249,999,0,0,0,0,0,0,2,False,True,False
250,1000,0,0,0,0,0,0,2,False,True,False
251,1001,0,0,0,0,0,0,2,False,True,False
252,1002,0,0,0,0,0,0,2,False,True,False
253,1003,0,0,0,0,0,0,2,False,True,False
254,1004,0,0,0,0,0,0,2,False,True,False
255,1015,0,0,0,0,0,0,2,False,True,False
256,1016,0,0,0,0,0,0,2,False,True,False
257,1017,0,0,0,0,0,0,2,False,True,False
258,1018,0,0,0,0,0,0,2,False,True,False
259,1026,0,0,0,0,0,0,2,True,True,False
260,1027,0,0,0,0,0,0,2,True,True,False
261,1028,0,0,0,0,0,0,2,True,True,False
262,1029,0,0,0,0,0,0,2,True,True,False
263,1030,0,0,0,0,0,0,2,False,True,False
264,1025,0,0,0,0,0,0,2,False,True,False
265,1037,0,0,0,0,0,0,2,True,True,False
266,1038,0,0,0,0,0,0,2,True,True,False
267,1039,0,0,0,0,0,0,2,True,True,False
268,1031,0,0,0,0,0,0,2,False,True,False
269,1032,0,0,0,0,0,0,2,False,True,False
270,1033,0,0,0,0,0,0,2,False,True,False
271,1041,0,0,0,0,0,0,2,False,True,False
272,1055,0,0,0,0,0,1,3,False,True,False
273,1056,0,0,0,0,0,0,2,False,True,False
274,1061,0,0,0,0,0,0,2,False,True,False
275,1065,0,0,0,0,0,0,2,False,True,False
276,1069,0,0,0,0,0,0,2,False,True,False
277,1073,0,0,0,0,0,0,2,False,True,False
278,1074,0,0,0,0,0,0,2,False,True,False
279,1075,0,0,0,0,0,0,2,False,True,False
280,1076,0,0,0,0,0,0,2,False,True,False
281,1080,0,0,0,0,0,0,2,False,True,False
282,1081,0,0,0,0,0,0,2,False,True,False
283,1085,0,0,0,0,0,0,2,False,True,False
284,1086,0,0,0,0,0,0,2,False,True,False
285,1089,0,0,0,0,0,0,2,False,True,False
286,1090,0,0,0,0,0,1,2,False,True,False
287,1095,0,0,0,0,0,0,2,False,True,False
288,1097,0,0,0,0,0,0,2,True,True,False
289,1103,0,0,0,0,0,0,2,False,True,False
290,1104,0,0,0,0,0,0,2,False,True,False
291,1105,0,0,0,0,0,0,2,False,True,False
292,1106,0,0,0,0,0,0,2,False,True,False
293,1107,0,0,0,0,0,0,2,False,True,False
294,1115,0,0,0,0,0,0,2,False,True,False
295,1116,0,0,0,0,0,1,2,False,True,False
296,1117,0,0,0,0,0,0,2,False,True,False
297,1118,0,0,0,0,0,0,2,False,True,False
298,1119,0,0,0,0,0,0,2,False,True,False
299,1120,0,0,0,0,0,0,2,False,True,False
300,1121,0,0,0,0,0,0,2,False,True,False
301,1122,0,0,0,0,0,0,2,False,True,False
302,1123,0,0,0,0,0,0,2,False,True,False
303,1125,0,0,0,0,0,0,2,False,True,False
304,1126,0,0,0,0,0,0,2,False,True,False
305,1128,0,0,0,0,0,0,2,False,True,False
306,1130,0,0,0,0,0,0,2,False,True,False
307,1138,0,0,0,0,0,0,2,False,True,False
308,1139,0,0,0,0,0,0,2,False,True,False
309,1140,0,0,0,0,0,0,2,False,True,False
310,1141,0,0,0,0,0,0,2,False,True,False
311,1152,0,0,0,0,0,0,2,False,True,False
312,1153,0,0,0,0,0,0,2,False,True,False
313,1144,0,0,0,0,0,0,2,False,True,False
314,1160,0,0,0,0,0,0,2,False,True,False
315,1161,0,0,0,0,0,0,2,False,True,False
316,1162,0,0,0,0,0,0,2,False,True,False
317,1163,0,0,0,0,0,0,2,False,True,False
318,1166,0,0,0,0,0,0,2,False,True,False
319,1167,0,0,0,0,0,0,2,False,True,False
320,1168,0,0,0,0,0,0,2,False,True,False
321,1169,0,0,0,0,0,0,2,False,True,False
322,1170,0,0,0,0,0,0,2,False,True,False
323,538,0,0,0,0,0,0,2,False,True,False
324,1173,0,0,0,0,0,0,2,False,True,False
325,1174,0,0,0,0,0,0,2,False,True,False
326,1175,0,0,0,0,0,0,2,False,True,False
327,1176,0,0,0,0,0,0,2,False,True,False
328,1177,0,0,0,0,0,0,2,False,True,False
329,1178,0,0,0,0,0,0,2,False,True,False
330,1179,0,0,0,0,0,0,2,False,True,False
331,1180,0,0,0,0,0,0,2,False,True,False
332,1186,0,0,0,0,0,0,2,False,True,False
333,1187,0,0,0,0,0,0,2,False,True,False
334,1188,0,0,0,0,0,0,2,False,True,False
335,1199,0,0,0,0,0,1,2,False,True,False
336,1203,0,0,0,0,0,0,2,False,True,False
337,1209,0,0,0,0,0,0,2,False,True,False
338,1210,0,0,0,0,0,0,2,False,True,False
339,1211,0,0,0,0,0,0,2,False,True,False
340,1213,0,0,0,0,0,0,2,False,True,False
341,1214,0,0,0,0,0,0,2,False,True,False
342,1224,0,0,0,0,0,0,2,False,True,False
343,1223,0,0,0,0,0,0,2,False,True,False
344,150,0,0,0,0,0,1,2,False,True,False
345,1230,0,0,0,0,0,0,2,False,True,False
346,1231,0,0,0,0,0,0,2,False,True,False
347,1232,0,0,0,0,0,0,2,False,True,False
348,1233,0,0,0,0,0,0,2,False,True,False
349,1241,0,0,0,0,0,0,2,False,True,False
350,1243,0,0,0,0,0,0,2,False,True,False
351,1244,0,0,0,0,0,0,2,False,True,False
352,1245,0,0,0,0,0,0,2,False,True,False
353,1251,0,0,0,0,0,0,2,False,True,False
354,1254,0,0,0,0,0,0,2,False,True,False
355,1256,0,0,0,0,0,0,2,False,True,False
356,819,0,0,0,0,0,0,2,False,True,False
357,746,0,0,0,0,0,0,2,True,True,False
358,1271,0,0,0,0,0,0,2,False,True,False
359,1274,0,0,0,0,0,0,2,False,True,False
360,1279,0,0,0,0,0,0,2,False,True,False
361,1280,0,0,0,0,0,0,2,False,True,False
362,1281,0,0,0,0,0,1,2,False,True,False
363,1282,0,0,0,0,0,0,2,False,True,False
364,1283,0,0,0,0,0,0,2,False,True,False
365,665,0,0,0,0,0,1,2,False,True,False
366,1287,0,0,0,0,0,0,2,False,True,False
367,1288,0,0,0,0,0,0,3,False,True,False
368,1289,0,0,0,0,0,0,2,False,True,False
369,1290,0,0,0,0,0,0,2,False,True,False
370,1291,0,0,0,0,0,0,2,False,True,False
371,1292,0,0,0,0,0,0,2,False,True,False
372,1297,0,0,0,0,0,0,2,False,True,False
373,1298,0,0,0,0,0,0,2,False,True,False
374,1299,0,0,0,0,0,0,2,False,True,False
375,1303,0,0,0,0,0,0,2,False,True,False
376,1304,0,0,0,0,0,1,2,False,True,False
377,1305,0,0,0,0,0,1,2,False,True,False
378,1306,0,0,0,0,0,1,2,False,True,False
379,1308,0,0,0,0,0,0,2,False,True,False
380,1311,0,0,0,0,0,0,2,False,True,False
381,1312,0,0,0,0,0,0,2,False,True,False
382,1313,0,0,0,0,0,0,2,False,True,False
383,1314,0,0,0,0,0,0,2,False,True,False
384,1319,0,0,0,0,0,0,2,False,True,False
385,1320,0,0,0,0,0,0,2,False,True,False
386,1321,0,0,0,0,0,0,2,False,True,False
387,1322,0,0,0,0,0,0,2,False,True,False
388,1324,0,0,0,0,0,0,2,False,True,False
389,1325,0,0,0,0,0,0,2,False,True,False
390,1326,0,0,0,0,0,0,2,False,True,False
391,1328,0,0,0,0,0,0,2,False,True,False
392,1329,0,0,0,0,0,0,3,False,True,False
393,1331,0,0,0,0,0,0,2,False,True,False
394,1334,0,0,0,0,0,0,2,False,True,False
395,1335,0,0,0,0,0,0,2,False,True,False
396,1338,0,0,0,0,0,0,2,False,True,False
397,1341,0,0,0,0,0,0,1,False,True,True
398,1346,0,0,0,0,0,0,2,False,True,False
399,1347,0,0,0,0,0,0,2,False,True,False
400,1348,0,0,0,0,0,1,2,False,True,False
401,1349,0,0,0,0,0,1,2,False,True,False
402,1351,0,0,0,0,0,0,2,False,True,False
403,1352,0,0,0,0,0,1,2,False,True,False
404,1353,0,0,0,0,0,1,2,False,True,False
405,1354,0,0,0,0,0,0,2,False,True,False
406,1356,0,0,0,0,0,1,2,False,False,False
407,1357,0,0,0,0,0,0,2,False,True,False
408,1367,0,0,0,0,0,1,2,False,False,False
409,1368,0,0,0,0,0,1,2,False,True,False
410,1371,0,0,0,0,0,0,3,False,True,False
411,1372,0,0,0,0,0,0,2,False,True,False
412,1373,0,0,0,0,0,0,2,False,True,False
413,1377,0,0,1904,0,0,1,3,False,False,False
414,1378,0,0,0,0,0,1,2,False,False,True
415,1379,0,0,0,0,0,1,2,False,False,True
416,1381,0,0,0,0,0,0,2,False,True,False
417,1389,0,0,0,0,0,0,2,False,True,False
418,1390,0,0,0,0,0,0,2,False,True,False
419,1391,0,0,0,0,0,0,2,False,True,False
420,1392,0,0,0,0,0,0,2,False,True,False
421,1393,0,0,0,0,0,0,2,False,True,False
422,1394,0,0,0,0,0,0,2,False,True,False
423,1395,0,0,0,0,0,0,2,False,True,False
424,1396,0,0,0,0,0,0,2,False,True,False
425,1397,0,0,0,0,0,0,2,False,True,False
426,1398,0,0,0,0,0,0,2,False,True,False
427,1399,0,0,0,0,0,0,2,False,True,False
428,1400,0,0,0,0,0,0,2,False,True,False
429,1401,0,0,0,0,0,0,2,False,True,False
430,1402,0,0,0,0,0,0,2,False,True,False
431,1403,0,0,0,0,0,0,2,False,True,False
432,1404,0,0,0,0,0,0,2,False,True,False
433,1405,0,0,0,0,0,0,2,False,True,False
434,1406,0,0,0,0,0,0,2,False,True,False
435,1407,0,0,0,0,0,1,2,False,False,False
436,1408,0,0,0,0,0,0,2,False,True,False
437,1412,0,0,0,0,0,0,1,False,True,False
438,1413,0,0,0,0,0,0,2,False,True,False
439,1414,0,0,0,0,0,0,2,False,True,False
440,1415,0,0,0,0,0,0,2,False,True,False
441,1418,0,0,0,0,0,0,2,False,True,False
442,1419,0,0,0,0,0,0,2,False,True,False
443,1420,0,0,0,0,0,0,2,False,True,False
444,1421,0,0,0,0,0,0,2,False,True,False
445,1422,0,0,0,0,0,0,2,False,True,False
446,1424,0,0,0,0,0,0,2,False,True,False
447,1427,0,0,0,0,0,0,2,False,True,False
448,1428,0,0,0,0,0,0,2,False,True,False
449,1429,0,0,0,0,0,0,2,False,True,False
450,1430,0,0,0,0,0,0,2,False,True,False
451,1431,0,0,0,0,0,0,2,False,True,False
452,1432,0,0,0,0,0,0,2,False,True,False
453,1433,0,0,0,0,0,0,2,False,True,False
454,1434,0,0,0,0,0,0,2,False,True,False
455,1435,0,0,0,0,0,0,2,False,True,False
456,1436,0,0,0,0,0,0,2,False,True,False
457,1437,0,0,0,0,0,0,2,False,True,False
458,1438,0,0,0,0,0,0,2,False,True,False
459,1439,0,0,0,0,0,0,2,False,True,False
460,1440,0,0,0,0,0,0,2,False,True,False
461,1441,0,0,0,0,0,0,2,False,True,False
462,1442,0,0,0,0,0,0,2,False,True,False
463,1443,0,0,0,0,0,0,2,False,True,False
464,1444,0,0,0,0,0,0,2,False,True,False
465,1449,0,0,0,0,0,0,2,False,True,False
466,1450,0,0,0,0,0,0,2,False,True,False
467,1451,0,0,0,0,0,0,2,False,True,False
468,1472,0,0,0,0,0,0,2,False,True,False
469,1473,0,0,0,0,0,0,2,False,True,False
470,1474,0,0,0,0,0,0,2,False,True,False
471,1475,0,0,0,0,0,0,2,False,True,False
472,1476,0,0,0,0,0,0,2,False,True,False
473,1477,0,0,0,0,0,0,2,False,True,False
474,1481,0,0,0,0,0,0,2,False,True,False
475,1482,0,0,0,0,0,0,2,False,True,False
476,1483,0,0,0,0,0,0,2,False,True,False
477,1484,0,0,0,0,0,0,2,False,True,False
478,1485,0,0,0,0,0,0,2,False,True,False
479,1486,0,0,0,0,0,0,2,False,True,False
480,1487,0,0,0,0,0,0,2,False,True,False
481,1488,0,0,0,0,0,0,2,False,True,False
482,1489,0,0,0,0,0,0,2,False,True,False
483,1490,0,0,0,0,0,0,2,False,True,False
484,1491,0,0,0,0,0,0,2,False,True,False
485,1492,0,0,0,0,0,0,2,False,True,False
486,1493,0,0,0,0,0,0,2,False,True,False
487,1494,0,0,0,0,0,0,2,False,True,False
488,1497,0,0,0,0,0,0,2,False,True,False
489,1500,0,0,0,0,0,0,2,False,True,False
490,1501,0,0,0,0,0,0,2,False,True,False
491,1502,0,0,0,0,0,0,2,False,True,False
492,1503,0,0,0,0,0,0,2,False,True,False
493,1508,0,0,0,0,0,0,2,False,True,False
494,1509,0,0,0,0,0,0,2,False,True,False
495,1510,0,0,0,0,0,1,2,False,True,False
496,1511,0,0,0,0,0,1,2,False,True,False
497,1512,0,0,0,0,0,1,2,False,True,False
498,1514,0,0,0,0,0,0,2,False,True,False
499,1517,0,0,0,0,0,0,2,False,True,False
500,1520,0,0,0,0,0,0,2,False,True,False
501,1523,0,0,0,0,0,0,2,False,True,False
502,1524,0,0,0,0,0,0,2,False,True,False
503,1533,0,0,0,0,0,0,2,False,True,False
504,1534,0,0,0,0,0,0,2,False,True,False
505,1535,0,0,0,0,0,0,2,False,True,False
506,1536,0,0,0,0,0,0,2,False,True,False
507,1546,0,0,0,0,0,0,2,False,True,False
508,1547,0,0,0,0,0,0,2,False,True,False
509,1548,0,0,0,0,0,0,2,False,True,False
510,1549,0,0,0,0,0,0,2,False,True,False
511,1543,0,0,0,0,0,0,2,False,True,False
512,1544,0,0,0,0,0,0,2,False,True,False
513,1545,0,0,0,0,0,0,2,False,True,False
514,1555,0,0,0,0,0,0,2,False,True,False
515,1556,0,0,0,0,0,0,2,False,True,False
516,1557,0,0,0,0,0,0,2,False,True,False
517,1558,0,0,0,0,0,0,2,False,True,False
518,1559,0,0,0,0,0,0,2,False,True,False
519,1562,0,0,0,0,0,0,2,False,True,False
520,1569,0,0,0,0,0,0,2,False,True,False
521,1572,0,0,0,0,0,0,2,False,True,False
522,1573,0,0,0,0,0,0,2,False,True,False
523,1574,0,0,0,0,0,0,2,False,True,False
524,1575,0,0,0,0,0,0,3,False,True,False
525,1576,0,0,0,0,0,0,3,False,True,False
526,1577,0,0,0,0,0,0,3,False,True,False
527,1578,0,0,0,0,0,0,3,False,True,False
528,1581,0,0,0,0,0,0,2,False,True,False
529,1582,0,0,0,0,0,0,2,False,True,False
530,124,0,0,0,0,0,1,3,False,True,False
531,1135,0,0,0,0,0,0,2,False,True,False
532,1589,0,0,0,0,0,0,2,False,True,False
533,1590,0,0,0,0,0,0,2,False,True,False
534,1591,0,0,0,0,0,0,2,False,True,False
535,1592,0,0,0,0,0,0,2,False,True,False
536,1594,0,0,0,0,0,1,2,False,True,False
537,1596,0,0,0,0,0,0,2,False,True,False
538,1597,0,0,0,0,0,0,2,False,True,False
539,1600,0,0,0,0,0,0,2,False,True,False
540,1605,0,0,0,0,0,0,2,False,True,False
541,1606,0,0,0,0,0,0,2,False,True,False
542,1613,0,0,0,0,0,0,2,False,True,False
543,1614,0,0,0,0,0,0,2,False,True,False
544,1615,0,0,0,0,0,0,2,False,True,False
545,1616,0,0,0,0,0,0,2,False,True,False
546,1617,0,0,0,0,0,0,2,False,True,False
547,1618,0,0,0,0,0,0,2,False,True,False
548,1619,0,0,0,0,0,0,2,False,True,False
549,1620,0,0,0,0,0,0,2,False,True,False
550,1621,0,0,0,0,0,0,2,False,True,False
551,1622,0,0,0,0,0,0,2,False,True,False
552,1626,0,0,0,0,0,0,2,False,True,False
553,1629,0,0,0,0,0,0,2,False,True,False
554,1634,0,0,0,0,0,0,2,False,True,False
555,1646,0,0,0,0,0,0,2,False,True,False
556,1648,0,0,0,0,0,0,2,False,True,False
557,1649,0,0,0,0,0,0,2,False,True,False
558,1652,0,0,0,0,0,0,2,False,True,False
559,1656,0,0,0,0,0,0,2,True,True,False
560,1657,0,0,0,0,0,0,2,True,True,False
561,1658,0,0,0,0,0,0,2,False,True,False
562,1661,0,0,0,0,0,1,2,False,True,False
563,1662,0,0,0,0,0,1,2,False,True,False
