#,Item[0],Item[1],Item[2],ItemCount[0],ItemCount[1],ItemCount[2]
205,455,0,0,4,0,0
206,455,0,0,3,0,0
207,455,0,0,3,0,0
208,455,0,0,2,0,0
209,455,0,0,2,0,0
210,455,0,0,4,0,0
211,455,0,0,3,0,0
212,455,0,0,2,0,0
213,455,0,0,2,0,0
214,455,0,0,3,0,0
215,455,0,0,2,0,0
216,455,0,0,2,0,0
217,455,0,0,3,0,0
218,455,0,0,3,0,0
219,455,0,0,2,0,0
220,455,0,0,2,0,0
221,455,0,0,2,0,0
222,455,0,0,2,0,0
223,455,0,0,2,0,0
224,455,0,0,3,0,0
225,455,0,0,3,0,0
226,455,0,0,3,0,0
227,455,0,0,2,0,0
228,455,0,0,2,0,0
229,455,0,0,1,0,0
230,455,0,0,5,0,0
231,455,0,0,5,0,0
232,455,0,0,5,0,0
233,455,0,0,5,0,0
234,455,0,0,5,0,0
235,455,0,0,5,0,0
236,455,0,0,5,0,0
237,455,0,0,5,0,0
238,455,0,0,4,0,0
239,455,0,0,5,0,0
240,455,0,0,3,0,0
241,455,0,0,7,0,0
242,455,0,0,5,0,0
243,455,0,0,4,0,0
244,455,0,0,4,0,0
245,455,0,0,3,0,0
246,455,0,0,4,0,0
247,455,0,0,4,0,0
248,455,0,0,4,0,0
249,455,0,0,4,0,0
250,455,0,0,4,0,0
251,455,0,0,3,0,0
252,455,0,0,3,0,0
253,455,0,0,2,0,0
254,455,0,0,2,0,0
255,455,0,0,4,0,0
256,455,0,0,3,0,0
257,455,0,0,2,0,0
258,455,0,0,2,0,0
259,455,0,0,3,0,0
260,455,0,0,2,0,0
261,455,0,0,2,0,0
262,455,0,0,3,0,0
263,455,0,0,3,0,0
264,455,0,0,2,0,0
265,455,0,0,2,0,0
266,455,0,0,2,0,0
267,455,0,0,2,0,0
268,455,0,0,2,0,0
269,455,0,0,3,0,0
270,455,0,0,3,0,0
271,455,0,0,3,0,0
272,455,0,0,2,0,0
273,455,0,0,2,0,0
274,455,0,0,1,0,0
275,455,0,0,5,0,0
276,455,0,0,5,0,0
277,455,0,0,5,0,0
278,455,0,0,5,0,0
279,455,0,0,5,0,0
280,455,0,0,5,0,0
281,455,0,0,5,0,0
282,455,0,0,5,0,0
283,455,0,0,4,0,0
284,455,0,0,5,0,0
285,455,0,0,3,0,0
286,455,0,0,7,0,0
287,455,0,0,5,0,0
288,455,0,0,4,0,0
289,455,0,0,4,0,0
290,455,0,0,3,0,0
291,455,0,0,4,0,0
292,455,0,0,4,0,0
293,455,0,0,4,0,0
294,455,0,0,4,0,0
295,455,0,0,4,0,0
296,455,0,0,3,0,0
297,455,0,0,3,0,0
298,455,0,0,2,0,0
299,455,0,0,2,0,0
300,455,0,0,4,0,0
301,455,0,0,3,0,0
302,455,0,0,2,0,0
303,455,0,0,2,0,0
304,455,0,0,3,0,0
305,455,0,0,2,0,0
306,455,0,0,2,0,0
307,455,0,0,3,0,0
308,455,0,0,3,0,0
309,455,0,0,2,0,0
310,455,0,0,2,0,0
311,455,0,0,2,0,0
312,455,0,0,2,0,0
313,455,0,0,2,0,0
314,455,0,0,3,0,0
315,455,0,0,3,0,0
316,455,0,0,3,0,0
317,455,0,0,2,0,0
318,455,0,0,2,0,0
319,455,0,0,1,0,0
320,455,0,0,5,0,0
321,455,0,0,5,0,0
322,455,0,0,5,0,0
323,455,0,0,5,0,0
324,455,0,0,5,0,0
325,455,0,0,5,0,0
326,455,0,0,5,0,0
327,455,0,0,5,0,0
328,455,0,0,4,0,0
329,455,0,0,5,0,0
330,455,0,0,3,0,0
331,455,0,0,7,0,0
332,455,0,0,5,0,0
333,455,0,0,4,0,0
334,455,0,0,4,0,0
335,455,0,0,3,0,0
336,455,0,0,4,0,0
337,455,0,0,4,0,0
338,455,0,0,4,0,0
339,455,0,0,4,0,0
340,455,0,0,4,0,0
341,455,0,0,3,0,0
342,455,0,0,3,0,0
343,455,0,0,2,0,0
344,455,0,0,2,0,0
345,455,0,0,4,0,0
346,455,0,0,3,0,0
347,455,0,0,2,0,0
348,455,0,0,2,0,0
349,455,0,0,3,0,0
350,455,0,0,2,0,0
351,455,0,0,2,0,0
352,455,0,0,3,0,0
353,455,0,0,3,0,0
354,455,0,0,2,0,0
355,455,0,0,2,0,0
356,455,0,0,2,0,0
357,455,0,0,2,0,0
358,455,0,0,2,0,0
359,455,0,0,3,0,0
360,455,0,0,3,0,0
361,455,0,0,3,0,0
362,455,0,0,2,0,0
363,455,0,0,2,0,0
364,455,0,0,1,0,0
365,455,0,0,5,0,0
366,455,0,0,5,0,0
367,455,0,0,5,0,0
368,455,0,0,5,0,0
369,455,0,0,5,0,0
370,455,0,0,5,0,0
371,455,0,0,5,0,0
372,455,0,0,5,0,0
373,455,0,0,4,0,0
374,455,0,0,5,0,0
375,455,0,0,3,0,0
376,455,0,0,7,0,0
377,455,0,0,5,0,0
378,455,0,0,4,0,0
379,455,0,0,4,0,0
380,455,0,0,3,0,0
381,455,0,0,4,0,0
382,455,0,0,4,0,0
383,455,0,0,4,0,0
384,455,0,0,4,0,0
385,455,0,0,4,0,0
386,455,0,0,3,0,0
387,455,0,0,3,0,0
388,455,0,0,2,0,0
389,455,0,0,2,0,0
390,455,0,0,4,0,0
391,455,0,0,3,0,0
392,455,0,0,2,0,0
393,455,0,0,2,0,0
394,455,0,0,3,0,0
395,455,0,0,2,0,0
396,455,0,0,2,0,0
397,455,0,0,3,0,0
398,455,0,0,3,0,0
399,455,0,0,2,0,0
400,455,0,0,2,0,0
401,455,0,0,2,0,0
402,455,0,0,2,0,0
403,455,0,0,2,0,0
404,455,0,0,3,0,0
405,455,0,0,3,0,0
406,455,0,0,3,0,0
407,455,0,0,2,0,0
408,455,0,0,2,0,0
409,455,0,0,1,0,0
410,319,0,0,999,0,0
411,318,0,0,999,0,0
412,319,0,0,999,0,0
413,318,0,0,999,0,0
414,455,0,0,15,0,0
415,455,0,0,15,0,0
416,455,0,0,15,0,0
417,455,0,0,15,0,0
418,455,0,0,15,0,0
419,455,0,0,15,0,0
420,455,0,0,15,0,0
421,455,0,0,15,0,0
422,455,0,0,15,0,0
423,455,0,0,15,0,0
424,455,0,0,15,0,0
425,455,0,0,15,0,0
426,455,0,0,15,0,0
427,455,0,0,15,0,0
428,455,0,0,15,0,0
429,455,0,0,15,0,0
430,455,0,0,15,0,0
431,455,0,0,15,0,0
432,455,0,0,15,0,0
433,455,0,0,15,0,0
434,455,0,0,15,0,0
435,455,0,0,15,0,0
436,455,0,0,15,0,0
437,455,0,0,15,0,0
438,455,0,0,15,0,0
439,455,0,0,15,0,0
440,455,0,0,15,0,0
441,455,0,0,15,0,0
442,455,0,0,15,0,0
443,455,0,0,15,0,0
444,455,0,0,15,0,0
445,455,0,0,15,0,0
446,455,0,0,15,0,0
447,455,0,0,15,0,0
448,455,0,0,15,0,0
449,455,0,0,15,0,0
450,455,0,0,15,0,0
451,455,0,0,15,0,0
452,455,0,0,15,0,0
453,455,0,0,15,0,0
454,313,455,0,999,20,0
455,312,455,0,999,20,0
456,317,455,0,999,20,0
457,311,455,0,999,20,0
458,455,0,0,20,0,0
459,455,0,0,20,0,0
460,455,0,0,20,0,0
461,455,0,0,20,0,0
462,455,0,0,20,0,0
463,455,0,0,20,0,0
464,455,0,0,20,0,0
465,455,0,0,20,0,0
466,455,0,0,20,0,0
467,455,0,0,20,0,0
468,455,0,0,20,0,0
469,455,0,0,20,0,0
470,1088,0,0,999,0,0
471,1088,0,0,5,0,0
472,1088,0,0,999,0,0
473,1089,0,0,999,0,0
474,1089,0,0,999,0,0
475,1089,0,0,999,0,0
476,1090,0,0,5,0,0
477,1090,0,0,999,0,0
478,1091,0,0,999,0,0
479,1091,0,0,20,0,0
480,1092,0,0,999,0,0
481,1090,0,0,999,0,0
482,1091,1092,0,999,999,0
483,1093,0,0,999,0,0
484,1094,0,0,999,0,0
485,1096,0,0,12,0,0
486,1094,0,0,999,0,0
487,1098,0,0,999,0,0
488,1093,1096,0,999,999,0
489,1095,0,0,999,0,0
490,1097,0,0,999,0,0
491,1100,0,0,999,0,0
492,1099,0,0,15,0,0
493,1099,0,0,999,0,0
494,1104,0,0,999,0,0
495,1102,0,0,999,0,0
496,1100,0,0,15,0,0
497,1102,0,0,999,0,0
498,1102,0,0,999,0,0
499,1104,0,0,999,0,0
500,1099,0,0,10,0,0
501,1101,0,0,999,0,0
502,1099,0,0,999,0,0
503,1100,0,0,999,0,0
504,1101,0,0,999,0,0
505,1099,0,0,999,0,0
506,1099,0,0,10,0,0
507,1101,0,0,999,0,0
508,1106,0,0,999,0,0
509,1105,0,0,999,0,0
510,1102,0,0,999,0,0
511,1106,0,0,999,0,0
512,455,0,0,5,0,0
513,455,0,0,5,0,0
514,455,0,0,5,0,0
515,455,0,0,5,0,0
516,455,0,0,5,0,0
517,455,0,0,5,0,0
518,455,0,0,5,0,0
519,455,0,0,5,0,0
520,455,0,0,4,0,0
521,455,0,0,5,0,0
522,455,0,0,3,0,0
523,455,0,0,3,0,0
524,455,0,0,5,0,0
525,455,0,0,4,0,0
526,455,0,0,4,0,0
527,455,0,0,3,0,0
528,455,0,0,4,0,0
529,455,0,0,4,0,0
530,455,0,0,4,0,0
531,455,0,0,4,0,0
532,455,0,0,4,0,0
533,455,0,0,4,0,0
534,455,0,0,3,0,0
535,455,0,0,2,0,0
536,455,0,0,2,0,0
537,455,0,0,4,0,0
538,455,0,0,3,0,0
539,455,0,0,3,0,0
540,455,0,0,1,0,0
541,455,0,0,2,0,0
542,455,0,0,2,0,0
543,455,0,0,3,0,0
544,455,0,0,3,0,0
545,455,0,0,2,0,0
546,455,0,0,2,0,0
547,455,0,0,2,0,0
548,455,0,0,2,0,0
549,455,0,0,2,0,0
550,455,0,0,2,0,0
551,455,0,0,2,0,0
552,455,0,0,2,0,0
553,455,0,0,1,0,0
554,455,0,0,5,0,0
555,455,0,0,5,0,0
556,455,0,0,5,0,0
557,455,0,0,5,0,0
558,455,0,0,5,0,0
559,455,0,0,5,0,0
560,455,0,0,5,0,0
561,455,0,0,5,0,0
562,455,0,0,4,0,0
563,455,0,0,5,0,0
564,455,0,0,3,0,0
565,455,0,0,3,0,0
566,455,0,0,5,0,0
567,455,0,0,4,0,0
568,455,0,0,4,0,0
569,455,0,0,3,0,0
570,455,0,0,4,0,0
571,455,0,0,4,0,0
572,455,0,0,4,0,0
573,455,0,0,4,0,0
574,455,0,0,4,0,0
575,455,0,0,4,0,0
576,455,0,0,3,0,0
577,455,0,0,2,0,0
578,455,0,0,2,0,0
579,455,0,0,4,0,0
580,455,0,0,3,0,0
581,455,0,0,3,0,0
582,455,0,0,1,0,0
583,455,0,0,2,0,0
584,455,0,0,2,0,0
585,455,0,0,3,0,0
586,455,0,0,3,0,0
587,455,0,0,2,0,0
588,455,0,0,2,0,0
589,455,0,0,2,0,0
590,455,0,0,2,0,0
591,455,0,0,2,0,0
592,455,0,0,2,0,0
593,455,0,0,2,0,0
594,455,0,0,2,0,0
595,455,0,0,1,0,0
596,455,0,0,5,0,0
597,455,0,0,5,0,0
598,455,0,0,5,0,0
599,455,0,0,5,0,0
600,455,0,0,5,0,0
601,455,0,0,5,0,0
602,455,0,0,5,0,0
603,455,0,0,5,0,0
604,455,0,0,4,0,0
605,455,0,0,5,0,0
606,455,0,0,3,0,0
607,455,0,0,3,0,0
608,455,0,0,5,0,0
609,455,0,0,4,0,0
610,455,0,0,4,0,0
611,455,0,0,3,0,0
612,455,0,0,4,0,0
613,455,0,0,4,0,0
614,455,0,0,4,0,0
615,455,0,0,4,0,0
616,455,0,0,4,0,0
617,455,0,0,4,0,0
618,455,0,0,3,0,0
619,455,0,0,2,0,0
620,455,0,0,2,0,0
621,455,0,0,4,0,0
622,455,0,0,3,0,0
623,455,0,0,3,0,0
624,455,0,0,1,0,0
625,455,0,0,2,0,0
626,455,0,0,2,0,0
627,455,0,0,3,0,0
628,455,0,0,3,0,0
629,455,0,0,2,0,0
630,455,0,0,2,0,0
631,455,0,0,2,0,0
632,455,0,0,2,0,0
633,455,0,0,2,0,0
634,455,0,0,2,0,0
635,455,0,0,2,0,0
636,455,0,0,2,0,0
637,455,0,0,1,0,0
638,455,0,0,5,0,0
639,455,0,0,5,0,0
640,455,0,0,5,0,0
641,455,0,0,5,0,0
642,455,0,0,5,0,0
643,455,0,0,5,0,0
644,455,0,0,5,0,0
645,455,0,0,5,0,0
646,455,0,0,4,0,0
647,455,0,0,5,0,0
648,455,0,0,3,0,0
649,455,0,0,3,0,0
650,455,0,0,5,0,0
651,455,0,0,4,0,0
652,455,0,0,4,0,0
653,455,0,0,3,0,0
654,455,0,0,4,0,0
655,455,0,0,4,0,0
656,455,0,0,4,0,0
657,455,0,0,4,0,0
658,455,0,0,4,0,0
659,455,0,0,4,0,0
660,455,0,0,3,0,0
661,455,0,0,2,0,0
662,455,0,0,2,0,0
663,455,0,0,4,0,0
664,455,0,0,3,0,0
665,455,0,0,3,0,0
666,455,0,0,1,0,0
667,455,0,0,2,0,0
668,455,0,0,2,0,0
669,455,0,0,3,0,0
670,455,0,0,3,0,0
671,455,0,0,2,0,0
672,455,0,0,2,0,0
673,455,0,0,2,0,0
674,455,0,0,2,0,0
675,455,0,0,2,0,0
676,455,0,0,2,0,0
677,455,0,0,2,0,0
678,455,0,0,2,0,0
679,455,0,0,1,0,0
680,455,0,0,5,0,0
681,455,0,0,5,0,0
682,455,0,0,5,0,0
683,455,0,0,5,0,0
684,455,0,0,5,0,0
685,455,0,0,5,0,0
686,455,0,0,5,0,0
687,455,0,0,5,0,0
688,455,0,0,4,0,0
689,455,0,0,5,0,0
690,455,0,0,3,0,0
691,455,0,0,3,0,0
692,455,0,0,5,0,0
693,455,0,0,4,0,0
694,455,0,0,4,0,0
695,455,0,0,3,0,0
696,455,0,0,4,0,0
697,455,0,0,4,0,0
698,455,0,0,4,0,0
699,455,0,0,4,0,0
700,455,0,0,4,0,0
701,455,0,0,4,0,0
702,455,0,0,3,0,0
703,455,0,0,2,0,0
704,455,0,0,2,0,0
705,455,0,0,4,0,0
706,455,0,0,3,0,0
707,455,0,0,3,0,0
708,455,0,0,1,0,0
709,455,0,0,2,0,0
710,455,0,0,2,0,0
711,455,0,0,3,0,0
712,455,0,0,3,0,0
713,455,0,0,2,0,0
714,455,0,0,2,0,0
715,455,0,0,2,0,0
716,455,0,0,2,0,0
717,455,0,0,2,0,0
718,455,0,0,2,0,0
719,455,0,0,2,0,0
720,455,0,0,2,0,0
721,455,0,0,1,0,0
722,455,0,0,5,0,0
723,455,0,0,5,0,0
724,455,0,0,5,0,0
725,455,0,0,5,0,0
726,455,0,0,5,0,0
727,455,0,0,5,0,0
728,455,0,0,5,0,0
729,455,0,0,5,0,0
730,455,0,0,4,0,0
731,455,0,0,5,0,0
732,455,0,0,3,0,0
733,455,0,0,3,0,0
734,455,0,0,5,0,0
735,455,0,0,4,0,0
736,455,0,0,4,0,0
737,455,0,0,3,0,0
738,455,0,0,4,0,0
739,455,0,0,4,0,0
740,455,0,0,4,0,0
741,455,0,0,4,0,0
742,455,0,0,4,0,0
743,455,0,0,4,0,0
744,455,0,0,3,0,0
745,455,0,0,2,0,0
746,455,0,0,2,0,0
747,455,0,0,4,0,0
748,455,0,0,3,0,0
749,455,0,0,3,0,0
750,455,0,0,1,0,0
751,455,0,0,2,0,0
752,455,0,0,2,0,0
753,455,0,0,3,0,0
754,455,0,0,3,0,0
755,455,0,0,2,0,0
756,455,0,0,2,0,0
757,455,0,0,2,0,0
758,455,0,0,2,0,0
759,455,0,0,2,0,0
760,455,0,0,2,0,0
761,455,0,0,2,0,0
762,455,0,0,2,0,0
763,455,0,0,1,0,0
764,455,0,0,5,0,0
765,455,0,0,5,0,0
766,455,0,0,5,0,0
767,455,0,0,5,0,0
768,455,0,0,5,0,0
769,455,0,0,5,0,0
770,455,0,0,5,0,0
771,455,0,0,5,0,0
772,455,0,0,4,0,0
773,455,0,0,5,0,0
774,455,0,0,3,0,0
775,455,0,0,3,0,0
776,455,0,0,5,0,0
777,455,0,0,4,0,0
778,455,0,0,4,0,0
779,455,0,0,3,0,0
780,455,0,0,4,0,0
781,455,0,0,4,0,0
782,455,0,0,4,0,0
783,455,0,0,4,0,0
784,455,0,0,4,0,0
785,455,0,0,4,0,0
786,455,0,0,3,0,0
787,455,0,0,2,0,0
788,455,0,0,2,0,0
789,455,0,0,4,0,0
790,455,0,0,3,0,0
791,455,0,0,3,0,0
792,455,0,0,1,0,0
793,455,0,0,2,0,0
794,455,0,0,2,0,0
795,455,0,0,3,0,0
796,455,0,0,3,0,0
797,455,0,0,2,0,0
798,455,0,0,2,0,0
799,455,0,0,2,0,0
800,455,0,0,2,0,0
801,455,0,0,2,0,0
802,455,0,0,2,0,0
803,455,0,0,2,0,0
804,455,0,0,2,0,0
805,455,0,0,1,0,0
806,455,0,0,5,0,0
807,455,0,0,5,0,0
808,455,0,0,5,0,0
809,455,0,0,5,0,0
810,455,0,0,5,0,0
811,455,0,0,5,0,0
812,455,0,0,5,0,0
813,455,0,0,5,0,0
814,455,0,0,4,0,0
815,455,0,0,5,0,0
816,455,0,0,3,0,0
817,455,0,0,3,0,0
818,455,0,0,5,0,0
819,455,0,0,4,0,0
820,455,0,0,4,0,0
821,455,0,0,3,0,0
822,455,0,0,4,0,0
823,455,0,0,4,0,0
824,455,0,0,4,0,0
825,455,0,0,4,0,0
826,455,0,0,4,0,0
827,455,0,0,4,0,0
828,455,0,0,3,0,0
829,455,0,0,2,0,0
830,455,0,0,2,0,0
831,455,0,0,4,0,0
832,455,0,0,3,0,0
833,455,0,0,3,0,0
834,455,0,0,1,0,0
835,455,0,0,2,0,0
836,455,0,0,2,0,0
837,455,0,0,3,0,0
838,455,0,0,3,0,0
839,455,0,0,2,0,0
840,455,0,0,2,0,0
841,455,0,0,2,0,0
842,455,0,0,2,0,0
843,455,0,0,2,0,0
844,455,0,0,2,0,0
845,455,0,0,2,0,0
846,455,0,0,2,0,0
847,455,0,0,1,0,0
848,455,0,0,10,0,0
849,455,0,0,10,0,0
850,455,0,0,10,0,0
851,455,0,0,10,0,0
852,455,0,0,10,0,0
853,455,0,0,10,0,0
854,455,0,0,10,0,0
855,455,0,0,10,0,0
856,455,0,0,10,0,0
857,455,0,0,10,0,0
858,455,0,0,10,0,0
859,455,0,0,10,0,0
860,455,0,0,10,0,0
861,455,0,0,10,0,0
862,455,0,0,10,0,0
863,455,0,0,10,0,0
864,455,0,0,10,0,0
865,455,0,0,10,0,0
866,455,0,0,10,0,0
867,455,0,0,10,0,0
868,455,0,0,10,0,0
869,455,0,0,10,0,0
870,455,0,0,10,0,0
871,455,0,0,10,0,0
872,1109,0,0,999,0,0
873,1109,0,0,999,0,0
874,1110,0,0,999,0,0
875,455,0,0,5,0,0
876,455,0,0,5,0,0
877,455,0,0,5,0,0
878,455,0,0,5,0,0
879,455,0,0,5,0,0
880,455,0,0,5,0,0
881,455,0,0,4,0,0
882,455,0,0,5,0,0
883,455,0,0,4,0,0
884,455,0,0,4,0,0
885,455,0,0,4,0,0
886,455,0,0,4,0,0
887,455,0,0,3,0,0
888,455,0,0,2,0,0
889,455,0,0,2,0,0
890,455,0,0,2,0,0
891,455,0,0,2,0,0
892,455,0,0,2,0,0
893,455,0,0,1,0,0
894,455,0,0,2,0,0
895,455,0,0,2,0,0
896,455,0,0,2,0,0
897,455,0,0,2,0,0
898,455,0,0,2,0,0
899,455,0,0,2,0,0
900,455,0,0,2,0,0
901,455,0,0,2,0,0
902,455,0,0,1,0,0
903,455,0,0,5,0,0
904,455,0,0,5,0,0
905,455,0,0,5,0,0
906,455,0,0,5,0,0
907,455,0,0,5,0,0
908,455,0,0,5,0,0
909,455,0,0,4,0,0
910,455,0,0,3,0,0
911,455,0,0,4,0,0
912,455,0,0,4,0,0
913,455,0,0,4,0,0
914,455,0,0,4,0,0
915,455,0,0,3,0,0
916,455,0,0,2,0,0
917,455,0,0,2,0,0
918,455,0,0,2,0,0
919,455,0,0,2,0,0
920,455,0,0,2,0,0
921,455,0,0,1,0,0
922,455,0,0,2,0,0
923,455,0,0,2,0,0
924,455,0,0,2,0,0
925,455,0,0,2,0,0
926,455,0,0,2,0,0
927,455,0,0,2,0,0
928,455,0,0,2,0,0
929,455,0,0,2,0,0
930,455,0,0,1,0,0
931,455,0,0,5,0,0
932,455,0,0,5,0,0
933,455,0,0,5,0,0
934,455,0,0,5,0,0
935,455,0,0,5,0,0
936,455,0,0,5,0,0
937,455,0,0,4,0,0
938,455,0,0,3,0,0
939,455,0,0,4,0,0
940,455,0,0,4,0,0
941,455,0,0,4,0,0
942,455,0,0,4,0,0
943,455,0,0,3,0,0
944,455,0,0,2,0,0
945,455,0,0,2,0,0
946,455,0,0,2,0,0
947,455,0,0,2,0,0
948,455,0,0,2,0,0
949,455,0,0,1,0,0
950,455,0,0,2,0,0
951,455,0,0,2,0,0
952,455,0,0,2,0,0
953,455,0,0,2,0,0
954,455,0,0,2,0,0
955,455,0,0,2,0,0
956,455,0,0,2,0,0
957,455,0,0,2,0,0
958,455,0,0,1,0,0
959,455,0,0,5,0,0
960,455,0,0,5,0,0
961,455,0,0,5,0,0
962,455,0,0,5,0,0
963,455,0,0,5,0,0
964,455,0,0,5,0,0
965,455,0,0,4,0,0
966,455,0,0,3,0,0
967,455,0,0,4,0,0
968,455,0,0,4,0,0
969,455,0,0,4,0,0
970,455,0,0,4,0,0
971,455,0,0,3,0,0
972,455,0,0,2,0,0
973,455,0,0,2,0,0
974,455,0,0,2,0,0
975,455,0,0,2,0,0
976,455,0,0,2,0,0
977,455,0,0,1,0,0
978,455,0,0,2,0,0
979,455,0,0,2,0,0
980,455,0,0,2,0,0
981,455,0,0,2,0,0
982,455,0,0,2,0,0
983,455,0,0,2,0,0
984,455,0,0,2,0,0
985,455,0,0,2,0,0
986,455,0,0,1,0,0
987,455,0,0,5,0,0
988,455,0,0,5,0,0
989,455,0,0,5,0,0
