#,Filename,BlendGroup,Unknown_70_1,Unknown_70_2,IsLoop,IsBlinkEnable,IsLipEnable,Unknown0
55,cbbm_abl_syukufuku,20,0,0,False,False,False,False
56,cbbm_abl_taim,20,0,0,False,False,False,False
57,cbbm_abl_taunt,20,0,0,False,False,False,False
58,cbbm_abl_zanei,20,0,0,False,False,False,False
59,cbbm_ded,20,0,0,False,False,False,False
60,cbbm_dedpose,20,0,0,True,False,False,False
61,cbbm_ft_ded_1,20,0,0,False,False,False,False
62,cbbm_ft_ded_2lp,20,0,0,True,False,False,False
63,cbbm_ft_ded_3,20,0,0,False,False,False,False
64,cbbm_itm_2lp,0,0,0,True,False,False,False
65,cbbm_itm_3,20,0,0,False,False,False,False
66,cbbm_lbk_party_act,20,0,0,False,False,False,False
67,cbbm_mgc_blk_2lp,0,0,0,True,False,False,False
68,cbbm_mgc_blk_3,20,0,0,False,False,False,False
69,cbbm_mgc_cnj_2lp,0,0,0,True,False,False,False
70,cbbm_mgc_cnj_3,20,0,0,False,False,False,False
71,cbbm_mgc_cnj_3b,20,0,0,False,False,False,False
72,cbbm_mgc_cnj_3c,20,0,0,False,False,False,False
73,cbbm_mgc_pld_2lp,0,0,0,True,False,False,False
74,cbbm_mgc_pld_3,20,0,0,False,False,False,False
75,cbbm_mgc_sng_2lp,0,0,0,True,False,False,False
76,cbbm_mgc_sng_3,20,0,0,False,False,False,False
77,cbbm_mgc_swd_3,20,0,0,False,False,False,False
78,cbbm_mgc_swl_2lp,0,0,0,True,False,False,False
79,cbbm_mgc_swl_3,20,0,0,False,False,False,False
80,cbbm_mgc_thm_2lp,0,0,0,True,False,False,False
81,cbbm_mgc_thm_3,20,0,0,False,False,False,False
82,cbbm_mgc_thm_3b,20,0,0,False,False,False,False
83,cbbm_mgc_thm_3c,20,0,0,False,False,False,False
84,cbbm_mgc_wht_2lp,0,0,0,True,False,False,False
85,cbbm_mgc_wht_3,20,0,0,False,False,False,False
86,cbbm_sp_a_2lp,0,0,0,True,False,False,False
87,cbbm_sp_b_2lp,0,0,0,True,False,False,False
88,cbbm_sp_c_2lp,0,0,0,True,False,False,False
89,cbbm_sp_d_2lp,0,0,0,True,False,False,False
90,cbbm_sp_e_2lp,0,0,0,True,False,False,False
91,cbbm_sp01,20,0,0,False,False,False,False
92,cbbm_sp02,20,0,0,False,False,False,False
93,cbbm_sp03,20,0,0,False,False,False,False
94,cbbm_sp04,20,0,0,False,False,False,False
95,cbbm_sp05,20,0,0,False,False,False,False
96,cbbm_sp06,20,0,0,False,False,False,False
97,cbbm_sp07,20,0,0,False,False,False,False
98,cbbm_sp08,20,0,0,False,False,False,False
99,cbbm_sp09,20,0,0,False,False,False,False
100,cbbm_sp10,20,0,0,False,False,False,False
101,cbbm_sp11,20,0,0,False,False,False,False
102,cbbm_sp12,20,0,0,False,False,False,False
103,cbbm_sp13,20,0,0,False,False,False,False
104,cbbm_sp14,20,0,0,False,False,False,False
105,cbbm_sp15,20,0,0,False,False,False,False
106,cbbm_sp16,20,0,0,False,False,False,False
107,cbbm_sp17,20,0,0,False,False,False,False
108,cbbm_sp18,20,0,0,False,False,False,False
109,cbbm_sp19,20,0,0,False,False,False,False
110,cbbm_sp20,20,0,0,False,False,False,False
111,cbbm_sp50,20,0,0,False,False,False,False
112,cbbm_sp51,20,0,0,False,False,False,False
113,cbbm_sp52,20,0,0,False,False,False,False
114,cbbm_sp53,20,0,0,False,False,False,False
115,cbbm_sp54,20,0,0,False,False,False,False
116,cbbm_sp55,20,0,0,False,False,False,False
117,cbbm_sp21,20,0,0,False,False,False,False
118,cbbm_sp22,20,0,0,False,False,False,False
119,cbbm_sp23,20,0,0,False,False,False,False
120,cbbm_sp24,20,0,0,False,False,False,False
121,cbbm_sp25,20,0,0,False,False,False,False
122,cbba_add_dmg_f,4,0,0,False,False,False,False
123,cbbm_01b_lp0,0,0,0,True,False,False,False
124,cbbm_01f_lp0,0,0,0,True,False,False,False
125,cbbm_01l_lp0,0,0,0,True,False,False,False
126,cbbm_01r_lp0,0,0,0,True,False,False,False
127,cbbm_02f_lp0,11,0,0,True,False,False,False
128,cbbm_02l_lp0,12,0,0,True,False,False,False
129,cbbm_02r_lp0,12,0,0,True,False,False,False
130,cbbm_atk1,20,0,0,False,False,False,False
131,cbbm_atk2,20,0,0,False,False,False,False
132,cbbm_atk3,20,0,0,False,False,False,False
133,cbbm_grd,5,0,0,False,False,False,False
134,cbbm_id0,7,0,0,True,False,False,False
135,cbbm_jump_1,17,0,0,False,False,False,False
136,cbbm_jump_2,18,0,0,False,False,False,False
137,cbbm_jump_3,19,0,0,False,False,False,False
138,cbbm_sht1,20,0,0,False,False,False,False
139,cbbm_sht2,20,0,0,False,False,False,False
140,cbbm_sht3,20,0,0,False,False,False,False
141,cbbm_sprint_lp0,32,0,0,True,False,False,False
142,cbbm_trn_l_lp,0,0,0,True,False,False,False
143,cbbm_trn_r_lp,0,0,0,True,False,False,False
144,cbbm_ws_h01,20,0,0,False,False,False,False
145,cbbm_ws_h02,20,0,0,False,False,False,False
146,cbbm_ws_h03,20,0,0,False,False,False,False
147,cbbm_ws_h04,20,0,0,False,False,False,False
148,cbbm_ws_h05,20,0,0,False,False,False,False
149,cbbm_ws_s21,20,0,0,False,False,False,False
150,cbbm_ws_s22,20,0,0,False,False,False,False
151,cbbm_ws_s23,20,0,0,False,False,False,False
152,cbbm_ws_s24,20,0,0,False,False,False,False
153,cbbm_ws_s25,20,0,0,False,False,False,False
154,cbbm_ws_s26,20,0,0,False,False,False,False
155,cbbm_mgc_cnj_3d,20,0,0,False,False,False,False
156,cbbm_mgc_pld_3b,20,0,0,False,False,False,False
157,cbbm_mgc_sum_3b,20,0,0,False,False,False,False
158,cbbm_mgc_wht_3b,20,0,0,False,False,False,False
159,cbbm_mgc_sch_3b,20,0,0,False,False,False,False
160,cbbm_mgc_ast_2lp,0,0,0,True,False,False,False
161,cbbm_mgc_ast_3,20,0,0,False,False,False,False
162,cbbm_mgc_ast_3b,20,0,0,False,False,False,False
163,cbbm_mgc_ast_3c,20,0,0,False,False,False,False
164,cbbm_ws_s01,20,0,0,False,False,False,False
165,cbbm_ws_s02,20,0,0,False,False,False,False
166,cbbm_ws_s03,20,0,0,False,False,False,False
167,cbbm_ws_s04,20,0,0,False,False,False,False
168,cbbm_ws_s05,20,0,0,False,False,False,False
169,cbbm_ws_s06,20,0,0,False,False,False,False
170,cbbm_ws_s07,20,0,0,False,False,False,False
171,cbbm_ws_s08,20,0,0,False,False,False,False
172,cbbm_ws_s09,20,0,0,False,False,False,False
173,cbbm_ws_s10,20,0,0,False,False,False,False
174,cbbm_ws_s11,20,0,0,False,False,False,False
175,cbbm_ws_s12,20,0,0,False,False,False,False
176,cbbm_ws_s13,20,0,0,False,False,False,False
177,cbbm_ws_s14,20,0,0,False,False,False,False
178,cbbm_ws_s15,20,0,0,False,False,False,False
179,cbbm_ws_s16,20,0,0,False,False,False,False
180,cbbm_ws_s17,20,0,0,False,False,False,False
181,cbbm_ws_s18,20,0,0,False,False,False,False
182,cbbm_ws_s19,20,0,0,False,False,False,False
183,cbbm_ws_s20,20,0,0,False,False,False,False
184,cbbp_a_activ,6,0,0,False,False,False,False
185,cbbp_a_deact,6,0,0,False,False,False,False
186,cblm_joy_m,30,0,0,False,False,False,False
187,cblm_upset_m,30,0,0,False,False,False,False
188,cblm_abl_m_a,30,0,0,False,False,False,False
189,cblm_abl_s_a,30,0,0,False,False,False,False
190,cblm_act_m_l,30,0,0,False,False,False,False
191,cblm_act_m_n,30,0,0,False,False,False,False
192,cblm_act_m_s,30,0,0,False,False,False,False
193,cblm_act_s_l,30,0,0,False,False,False,False
194,cblm_act_s_n,30,0,0,False,False,False,False
195,cblm_act_s_s,30,0,0,False,False,False,False
196,cblm_id0_m_1,24,0,0,False,False,False,False
197,cblm_id0_m_2lp,25,0,0,True,False,False,False
198,cblm_id0_m_3,26,0,0,False,False,False,False
199,cblm_id0_s_1,24,0,0,False,False,False,False
200,cblm_id0_s_2lp,25,0,0,True,False,False,False
201,cblm_id0_s_3,26,0,0,False,False,False,False
202,cblm_item_m,30,0,0,False,False,False,False
203,cblm_item_s,30,0,0,False,False,False,False
204,cblm_abl_pm_a,30,0,0,False,False,False,False
205,cblm_abl_pm_b,30,0,0,False,False,False,False
206,cblm_abl_pm_c,30,0,0,False,False,False,False
207,cblm_abl_ps_a,30,0,0,False,False,False,False
208,cblm_abl_ps_b,30,0,0,False,False,False,False
209,cblm_abl_ps_c,30,0,0,False,False,False,False
210,cblm_act_pm_n,30,0,0,False,False,False,False
211,cblm_act_ps_n,30,0,0,False,False,False,False
212,cblm_id0_pm_1,27,0,0,False,False,False,False
213,cblm_id0_pm_2lp,28,0,0,True,False,False,False
214,cblm_id0_pm_3,29,0,0,False,False,False,False
215,cblm_id0_ps_1,27,0,0,False,False,False,False
216,cblm_id0_ps_2lp,28,0,0,True,False,False,False
217,cblm_id0_ps_3,29,0,0,False,False,False,False
218,cblm_item_pm,30,0,0,False,False,False,False
219,cblm_item_ps,30,0,0,False,False,False,False
220,cblm_id0_fs,0,0,0,True,False,False,False
221,cblm_id1_fs,41,0,0,True,False,False,False
222,cblm_id2_fs,41,0,0,True,False,False,False
223,cblm_reel_fs_f,41,0,0,True,False,False,False
224,cblm_reel_fs_s,41,0,0,True,False,False,False
225,cbem_jmn,52,0,0,True,False,False,False
226,cbem_sit,0,0,0,True,False,False,False
227,cbfa_add_all,39,0,0,True,False,False,False
228,cbfm_base_id1,44,0,0,True,False,False,False
229,cbfm_base_id2,44,0,0,True,False,False,False
230,cbfm_base_id3,44,0,0,True,False,False,False
231,cbfm_base_id4,44,0,0,True,False,False,False
232,cbfm_base_chair_sit_relax,0,0,0,True,False,False,False
233,cbfm_base_chair_sit_table,0,0,0,True,False,False,False
234,cbfm_base_speech,0,0,0,True,False,False,False
235,cbfm_base_please_r,0,0,0,True,False,False,False
236,cbfm_base_please_l,0,0,0,True,False,False,False
237,cbfm_base_stand_talk,0,0,0,True,False,False,False
238,cbfm_base_chair_talk,0,0,0,True,False,False,False
239,cbfm_base_stand_listen,0,0,0,True,False,False,False
240,cbfm_base_chair_listen,0,0,0,True,False,False,False
241,cbfm_base_ground_rest,0,0,0,True,False,False,False
242,cbfm_base_chair_rest,0,0,0,True,False,False,False
243,cbfm_base_sleep,0,0,0,True,False,False,False
244,cbfm_base_box_sit,0,0,0,True,False,False,False
245,cbfm_base_wall,0,0,0,True,False,False,False
246,cbfm_base_cooking_spoon,0,0,0,True,False,False,False
247,cbfm_base_guard_stand,0,0,0,True,False,False,False
248,cbfm_base_shop_call,0,0,0,True,False,False,False
249,cbfm_base_shop_review,0,0,0,True,False,False,False
250,cbfm_base_rack_check,0,0,0,True,False,False,False
251,cbfm_base_box_count,0,0,0,True,False,False,False
252,cbfm_base_waiter_listen,0,0,0,True,False,False,False
253,cbfm_base_waiter_wait,0,0,0,True,False,False,False
254,cbfm_base_to_pray,0,0,0,True,False,False,False
255,cbfm_base_all_direction,0,0,0,True,False,False,False
256,cbfm_base_coach,0,0,0,True,False,False,False
257,cbfm_base_attention,0,0,0,True,False,False,False
258,cbfm_base_sorry,0,0,0,True,False,False,False
259,cbfm_base_eat,0,0,0,True,False,False,False
260,cbfm_base_drink,0,0,0,True,False,False,False
261,cbfm_base_table_elbow,0,0,0,True,False,False,False
262,cbfm_base_chocobo_side,0,0,0,True,False,False,False
263,cbfm_base_ground_tired,0,0,0,True,False,False,False
264,cbfm_base_bad_chair,0,0,0,True,False,False,False
265,cbfm_base_bad_drink,0,0,0,True,False,False,False
266,cbfm_base_bad_stand,0,0,0,True,False,False,False
267,cbfm_base_bad_talk,0,0,0,True,False,False,False
268,cbfm_base_leather,0,0,0,True,False,False,False
269,cbfm_base_carpenter,0,0,0,True,False,False,False
270,cbfm_base_spear_action1,0,0,0,True,False,False,False
271,cbfm_base_spear_action2,0,0,0,True,False,False,False
272,cbfm_base_bow_action1,0,0,0,True,False,False,False
273,cbfm_base_bow_action2,0,0,0,True,False,False,False
274,cbfm_base_bow_repair,0,0,0,True,False,False,False
275,cbfm_base_muse,0,0,0,True,False,False,False
276,cbfm_base_healing,0,0,0,True,False,False,False
277,cbfm_base_spirit_listen,0,0,0,True,False,False,False
278,cbfm_base_grass_pick,0,0,0,True,False,False,False
279,cbfm_base_water_sprinkle,0,0,0,True,False,False,False
280,cbfm_base_manure_sprinkle,0,0,0,True,False,False,False
281,cbfm_base_park_play1,0,0,0,True,False,False,False
282,cbfm_base_park_play2,0,0,0,True,False,False,False
283,cbfm_base_park_play3,0,0,0,True,False,False,False
284,cbfm_base_guard_look_away,0,0,0,True,False,False,False
285,cbfm_base_grass_plow,0,0,0,True,False,False,False
286,cbfm_base_chocobo_shine,0,0,0,True,False,False,False
287,cbfm_base_chocobo_brush,0,0,0,True,False,False,False
288,cbfm_base_headdown,0,0,0,True,False,False,False
289,cbfm_base_ship_stand,0,0,0,True,False,False,False
290,cbfm_base_yumi_touch,0,0,0,True,False,False,False
291,cbfm_base_dagger_touch,0,0,0,True,False,False,False
292,cbfm_base_woodchop,0,0,0,True,False,False,False
293,cbfm_base_teach,0,0,0,True,False,False,False
294,cbfm_base_rookie,0,0,0,True,False,False,False
295,cbfm_base_chocobo_sleep,0,0,0,True,False,False,False
296,cbfm_base_smith,0,0,0,True,False,False,False
297,cbfm_base_smith2,0,0,0,True,False,False,False
298,cbfm_base_chef,0,0,0,True,False,False,False
299,cbfm_base_axe_attack,0,0,0,True,False,False,False
300,cbfm_base_axe_stretch,0,0,0,True,False,False,False
301,cbfm_base_gun_shoot,0,0,0,True,False,False,False
302,cbfm_base_arcanist_action1,0,0,0,True,False,False,False
303,cbfm_base_arcanist_action2,0,0,0,True,False,False,False
304,cbfm_base_angler,0,0,0,True,False,False,False
305,cbfm_base_bad_ground_eat,0,0,0,True,False,False,False
306,cbfm_base_bad_ground_drink,0,0,0,True,False,False,False
307,cbfm_base_chair_eat_delicious,0,0,0,True,False,False,False
308,cbfm_base_scrub_deck,0,0,0,True,False,False,False
309,cbfm_base_appeal_bust,0,0,0,True,False,False,False
310,cbfm_base_appeal_head,0,0,0,True,False,False,False
311,cbfm_base_bad_chair_harp,0,0,0,True,False,False,False
312,cbfm_base_harp,0,0,0,True,False,False,False
313,cbfm_base_bad_stir_up,0,0,0,True,False,False,False
314,cbfm_base_bad_ground_stir_up,0,0,0,True,False,False,False
315,cbfm_base_bad_chair_drink,0,0,0,True,False,False,False
316,cbfm_base_brawl_ready,0,0,0,True,False,False,False
317,cbfm_base_brawl_come_on,0,0,0,True,False,False,False
318,cbfm_base_brawl_provoke,0,0,0,True,False,False,False
319,cbfm_base_push_up,0,0,0,True,False,False,False
320,cbfm_base_push_up_sit,0,0,0,True,False,False,False
321,cbfm_base_warming_up,0,0,0,True,False,False,False
322,cbfm_base_squat,0,0,0,True,False,False,False
323,cbfm_base_hangdman,0,0,0,True,False,False,False
324,cbfm_base_sit_yankee,0,0,0,True,False,False,False
325,cbfm_base_sit_ground_ladies,0,0,0,True,False,False,False
326,cbfm_base_carry_up,0,0,0,True,False,False,False
327,cbfm_base_carry_up_one_hand,0,0,0,True,False,False,False
328,cbfm_base_carry_up_ready,0,0,0,True,False,False,False
329,cbfm_base_vender_call,0,0,0,True,False,False,False
330,cbfm_base_farmer_check,0,0,0,True,False,False,False
331,cbfm_base_shipbuilder_work,0,0,0,True,False,False,False
332,cbfm_base_chair_reclining,0,0,0,True,False,False,False
333,cbfm_base_leaf_fan,0,0,0,True,False,False,False
334,cbfm_base_sit_bath_stretch,0,0,0,True,False,False,False
335,cbfm_base_chaser,0,0,0,True,False,False,False
336,cbfm_base_tailor,0,0,0,True,False,False,False
337,cbfm_base_fitting_check,0,0,0,True,False,False,False
338,cbfm_base_alchemist,0,0,0,True,False,False,False
339,cbfm_base_gladiator_attack,0,0,0,True,False,False,False
340,cbfm_base_sword,0,0,0,True,False,False,False
341,cbfm_base_fighter,0,0,0,True,False,False,False
342,cbfm_base_fighter2,0,0,0,True,False,False,False
343,cbfm_base_fighter_shadow,0,0,0,True,False,False,False
344,cbfm_base_mysterious,0,0,0,True,False,False,False
345,cbfm_base_mineral_select,0,0,0,True,False,False,False
346,cbfm_base_handbills_call,0,0,0,True,False,False,False
347,cbfm_base_colosseum_call,0,0,0,True,False,False,False
348,cbfm_base_fishing,0,0,0,True,False,False,False
349,cbfm_base_beggar_please,0,0,0,True,False,False,False
350,cbfm_base_tobacco,0,0,0,True,False,False,False
351,cbfm_base_sit_tobacco,0,0,0,True,False,False,False
352,cbfm_base_hand_fan,0,0,0,True,False,False,False
353,cbfm_base_handbills_look,0,0,0,True,False,False,False
354,cbfm_base_play_light,0,0,0,True,False,False,False
355,cbfm_base_talk_drunker,0,0,0,True,False,False,False
356,cbfm_base_sleep_drunker,0,0,0,True,False,False,False
357,cbfm_base_groggy_drunker,0,0,0,True,False,False,False
358,cbfm_base_alcohol_drunk,0,0,0,True,False,False,False
359,cbfm_base_id_celeb,0,0,0,True,False,False,False
360,cbfm_base_carry_butler,0,0,0,True,False,False,False
361,cbfm_base_talk_celeb,0,0,0,True,False,False,False
362,cbfm_base_talk_secret,0,0,0,True,False,False,False
363,cbfm_base_talk_memo,0,0,0,True,False,False,False
364,cbfm_base_sad_over,0,0,0,True,False,False,False
365,cbfm_base_colosseum_laught,0,0,0,True,False,False,False
366,cbfm_base_colosseum_provoke,0,0,0,True,False,False,False
367,cbfm_base_colosseum_come_on,0,0,0,True,False,False,False
368,cbfm_base_performer,0,0,0,True,False,False,False
369,cbfm_base_dancer,0,0,0,True,False,False,False
370,cbfm_base_sexy_bath,0,0,0,True,False,False,False
371,cbfm_base_knee_suffering,33,0,0,True,False,False,False
372,cbfm_base_orz,0,0,0,True,False,False,False
373,cbfm_base_ground_end,34,0,0,False,False,False,False
374,cbfm_base_stand_read,0,0,0,True,False,False,False
375,cfxb_blink1,31,1,1,False,True,True,False
376,cfxf_smile_st,21,0,1,False,False,True,True
377,cfxf_angry,21,1,0,False,True,False,True
378,cfxf_angry_st,21,1,0,False,True,False,True
379,cfxf_blush,21,1,1,False,True,True,True
380,cfxf_bossy,21,1,1,False,True,True,True
381,cfxf_bow,21,0,1,False,False,True,True
382,cfxf_cheer,21,1,0,False,True,False,True
383,cfxf_clench,21,1,1,False,True,True,True
384,cfxf_comeon,21,1,1,False,True,True,True
385,cfxf_complain,21,1,1,False,True,True,True
386,cfxf_cry,21,0,1,False,False,True,True
387,cfxf_default,21,1,1,False,True,True,True
388,cfxf_die,21,0,1,False,False,True,True
389,cfxf_distress,21,0,1,False,False,True,True
390,cfxf_fear,21,1,0,False,True,False,True
391,cfxf_flash,21,1,0,False,True,False,True
392,cfxf_freeze,21,1,1,False,True,True,True
393,cfxf_frightened,21,1,1,False,True,True,True
394,cfxf_frustrated,21,0,1,False,False,True,True
395,cfxf_f_distrust,21,0,1,False,False,True,True
396,cfxf_f_hate,21,0,1,False,False,True,True
397,cfxf_f_puzzled,21,0,1,False,False,True,True
398,cfxf_f_relaxed,21,0,0,False,False,False,True
399,cfxf_f_scornful,21,0,1,False,False,True,True
400,cfxf_f_sorry,21,1,1,False,True,True,True
401,cfxf_f_umm,21,1,1,False,True,True,True
402,cfxf_f_upset,21,1,0,False,True,False,True
403,cfxf_grin,21,0,0,False,False,False,True
404,cfxf_ho,21,1,0,False,True,False,True
405,cfxf_hu,21,1,0,False,True,False,True
406,cfxf_laugh,21,0,0,False,False,False,True
407,cfxf_laugh_st,21,0,0,False,False,False,True
408,cfxf_ouch,21,0,1,False,False,True,True
409,cfxf_ouch_st,21,0,0,False,False,False,True
410,cfxf_pant,21,0,0,False,False,False,True
411,cfxf_praise,21,1,0,False,True,False,True
412,cfxf_relieved,21,1,1,False,True,True,True
413,cfxf_salute,21,1,1,False,True,True,True
414,cfxf_shock,21,1,0,False,True,False,True
415,cfxf_sigh,21,0,1,False,False,True,True
416,cfxf_sleep,21,0,1,False,False,True,True
417,cfxf_smile,21,1,1,False,True,True,True
418,cfxf_spewing,21,0,1,False,False,True,True
419,cfxf_stunned,21,1,1,False,True,True,True
420,cfxf_sulk,21,0,1,False,False,True,True
421,cfxf_surprised,21,1,0,False,True,False,True
422,cfxf_think,21,0,1,False,False,True,True
423,cfxf_uh,21,1,1,False,True,True,True
424,cfxf_what,21,1,1,False,True,True,True
425,cfxf_worry,21,1,1,False,True,True,True
426,cfxf_wrysmile,21,1,0,False,True,False,True
427,cfxf_base,21,1,1,False,True,True,True
428,cfxb_sisen_down,21,1,1,True,True,True,False
429,cfxf_bad,21,0,1,False,False,True,True
430,cfxf_meditate,21,0,1,False,False,True,True
431,cfxf_tired,21,0,1,False,False,True,True
432,cfxf_oho,21,1,1,False,True,True,True
433,cfxf_empty,21,1,1,False,True,True,True
434,cfxf_doubtful,21,1,1,False,True,True,True
435,cfxf_struggle,21,0,1,False,False,True,True
436,cfxf_satisfied,21,1,1,False,True,True,True
437,cfxf_smile_wk,21,1,1,False,True,True,True
438,cfxf_painful,21,0,1,False,False,True,True
439,cfxf_praise_cl,21,1,1,False,True,True,True
440,cfxf_angry_cl,21,1,1,False,True,True,True
441,cfxf_fear_cl,21,1,1,False,True,True,True
442,cfxf_laugh_cl,21,0,1,False,False,True,True
443,cfxf_wrysmile_cl,21,1,1,False,True,True,True
444,cfxf_shock_cl,21,1,1,False,True,True,True
445,cfxf_surprised_cl,21,1,1,False,True,True,True
446,cfxf_pant_cl,21,0,1,False,False,True,True
447,cfxl_lip_nor1,35,0,0,False,False,False,False
448,cfxl_lip_nor2,35,0,0,False,False,False,False
449,cfxl_lip_sho1,35,0,0,False,False,False,False
450,cfxl_lip_sho2,35,0,0,False,False,False,False
451,cfxl_lip_wis1,35,0,0,False,False,False,False
452,cfxl_lip_wis2,35,0,0,False,False,False,False
453,cbbw_id0,48,0,0,True,False,False,False
454,cblw_id0,38,0,0,True,False,False,False
455,cblw_id0_fs,0,0,0,True,False,False,False
456,cblw_id1_fs,41,0,0,True,False,False,False
457,cblw_id2_fs,41,0,0,True,False,False,False
458,cblw_reel_fs_f,41,0,0,True,False,False,False
459,cblw_reel_fs_s,41,0,0,True,False,False,False
460,cbnw_id0,0,0,0,True,False,False,False
461,cbfm_base_guard_spear,0,0,0,True,False,False,False
462,cbfm_base_desk_memo,0,0,0,True,False,False,False
463,cbfm_base_bind_ground_sit,0,0,0,True,False,False,False
464,cbfm_base_lie1,0,0,0,True,False,False,False
465,cbfm_base_lie2,0,0,0,True,False,False,False
466,cbfm_base_move_dance,0,0,0,True,False,False,False
467,cbfm_base_escape,0,0,0,True,False,False,False
468,cbfm_base_captured,0,0,0,True,False,False,False
469,cbfm_base_trouble_loop,0,0,0,True,False,False,False
470,cbfm_base_weak_idle,0,0,0,True,False,False,False
471,cbfm_base_stick_idle,0,0,0,True,False,False,False
472,cbnm_lookaction_2lp,0,0,0,True,False,False,False
473,cbnm_lookaction_3,20,0,0,False,False,False,False
474,cbfm_base_frightened,0,0,0,True,False,False,False
475,cbbm_sp26,20,0,0,False,False,False,False
476,cbbm_sp27,20,0,0,False,False,False,False
477,cbbm_sp28,20,0,0,False,False,False,False
478,cbbm_sp29,20,0,0,False,False,False,False
479,cbbm_sp30,20,0,0,False,False,False,False
480,cbbm_sp31,20,0,0,False,False,False,False
481,cbbm_sp32,20,0,0,False,False,False,False
482,cbbm_sp33,20,0,0,False,False,False,False
483,cbbm_sp34,20,0,0,False,False,False,False
484,cbbm_sp35,20,0,0,False,False,False,False
485,cbbm_sp90,38,0,0,False,False,False,False
486,cbnm_event_1,37,0,0,False,False,False,False
487,cbem_bed_in_2,0,0,0,True,False,False,False
488,cbem_bed_out_1,0,0,0,True,False,False,False
489,cbfm_base_arcanist_master,0,0,0,True,False,False,False
490,cbfm_base_ship_stand_mini,0,0,0,True,False,False,False
491,cbfm_base_mysterious_talk,0,0,0,True,False,False,False
492,cbbm_abl_fight,20,0,0,False,False,False,False
493,cbbm_abl_shieldbarrier,20,0,0,False,False,False,False
494,cbbm_abl_foresight,20,0,0,False,False,False,False
495,cbbm_abl_bloodbath,20,0,0,False,False,False,False
496,cbbm_abl_berserk,20,0,0,False,False,False,False
497,cbbm_abl_defender,20,0,0,False,False,False,False
498,cbbm_abl_thrillofbattle,20,0,0,False,False,False,False
499,cbbm_abl_unchained,20,0,0,False,False,False,False
500,cbbm_abl_vengeance,20,0,0,False,False,False,False
501,cbbm_abl_warcry,20,0,0,False,False,False,False
502,cbbm_abl_featherstep,20,0,0,False,False,False,False
503,cbbm_abl_hakkei,20,0,0,False,False,False,False
