#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
62,"Selecting the title will open the quest in your **journal**, allowing you to review objectives and rewards.",,,150032,1,1,0
63,,,,0,0,0,0
64,,,,0,0,0,0
65,"Key items can be used on targets by first right-clicking on the target, then right-clicking the appropriate icon from the **Key Items** window and selecting **Use**.",,,150051,1,1,0
66,"Key items can be used on targets by first selecting the target, then selecting the appropriate icon from the **Key Items** window and choosing **Use**.",,,150051,1,1,0
67,,,,0,0,0,0
68,,,,0,0,0,0
69,,,,0,0,0,0
70,"On some quests, you will encounter objects with which you can interact simply by approaching, then right-clicking.",,,150061,1,1,0
71,"On some quests, you will encounter objects with which you can interact simply by approaching, then selecting.",,,150061,1,1,0
72,,,,0,0,0,0
73,,,,0,0,0,0
74,,,,0,0,0,0
75,,,,0,0,0,0
76,,,,0,0,0,0
77,,,,0,0,0,0
78,,,,0,0,0,0
79,,,,0,0,0,0
80,"When words are just not enough, emotes can be used to express your feelings towards a person or situation. First, highlight a target (if necessary), then select **Social** from the **main menu**, and then **Emotes**.",,,150381,1,1,0
81,"Finally, select the desired emote from the list.

In this case, select **Kneel** after targeting Rhoswen to complete the quest objectives.","Finally, select the desired emote from the list.

In this case, select **Bow** after targeting Aunillie to complete the quest objectives.","Finally, select the desired emote from the list.

In this case, select **Welcome** after targeting Juliana to complete the quest objectives.",150382,1,1,1
82,"Emotes can be set to your **hotbars** by simply dragging them from the Emote interface.

※In addition to emotes, **items** and **user macros** can also be set to your hotbars.",,,150383,1,1,0
83,"Finally, select the desired emote from the list.

In this case, select **Kneel** after targeting Rhoswen to complete the quest objectives.","Finally, select the desired emote from the list.

In this case, select **Bow** after targeting Aunillie to complete the quest objectives.","Finally, select the desired emote from the list.

In this case, select **Welcome** after targeting Juliana to complete the quest objectives.",150382,1,1,1
84,,,,0,0,0,0
85,,,,0,0,0,0
86,,,,0,0,0,0
87,,,,0,0,0,0
88,,,,0,0,0,0
89,,,,0,0,0,0
90,"When your **HP** is reduced to zero, you are **KO'd** and rendered unable to perform any actions. In this state, you are left with two options: either **return** immediately to your current **home point** or wait for another PC to revive you using an action or spell such as **Raise**. When in an **instanced dungeon**, you will return to the area entrance.",,,150161,1,0,0
91,"In addition to rendering you temporarily **weakened** after being raised, suffering a KO also severely damages your currently equipped gear. When a piece of equipment's **durability** reaches 0%, its stats drop significantly, so do not forget to **repair** your gear regularly.

**※ Gear damage through KO is only experienced if you have reached level 10.**
**※ KO in certain special duties will also not result in gear damage.**",,,150162,1,0,0
92,,,,0,0,0,0
93,,,,0,0,0,0
94,,,,0,0,0,0
95,,,,0,0,0,0
96,,,,0,0,0,0
97,,,,0,0,0,0
98,,,,0,0,0,0
99,,,,0,0,0,0
100,,,,0,0,0,0
101,,,,0,0,0,0
102,,,,0,0,0,0
103,,,,0,0,0,0
104,,,,0,0,0,0
105,"Instanced raids come with several rules─including time limits and restrictions on changing classes or jobs. Instanced areas can be left at any time by using an **exit** or selecting **Leave** from the **Duty Finder**, but by doing so, remember that you will be abandoning your party in the process. Exits will also appear after defeating a raid boss, allowing your party easy access out of the area without having to backtrack.",,,150572,1,0,0
106,"Once a boss has been engaged, players will be unable to enter or leave the immediate area. Make sure that all your party members are nearby and prepared beforehand, lest you incur their undying wrath.",,,150573,1,0,0
107,"If you are KO'd during an instanced raid, you may either have a party member **Raise** you, or choose to return to the instance entrance.",,,150574,1,0,0
108,,,,0,0,0,0
109,,,,0,0,0,0
110,Your main weapon determines your current class. Changing classes is as easy as equipping a different type of weapon or tool to your **Main Hand** slot.,,,150111,1,0,0
111,"When playing more than one class or job, **gear sets** allow you to save several different combinations of equipment and swap them at your leisure. A button for the Gear Set interface is located in the upper portion of the **Character** window.",,,150112,1,0,0
112,,,,0,0,0,0
113,,,,0,0,0,0
114,,,,0,0,0,0
115,You now have access to the Armoury system. Quests to unlock other classes can be undertaken by speaking to the receptionist in the corresponding guild.,,,150101,1,0,0
116,"It should be noted that, in addition to martial classes, you may also choose to become a Disciple of the Hand─one who synthesizes items from on hand materials─or a Disciple of the Land─one who harvests resources from the field.

Mastering more than one class is the first step to becoming a well-rounded adventurer.",,,150102,1,0,0
117,,,,0,0,0,0
118,,,,0,0,0,0
119,,,,0,0,0,0
120,You are about to enter a special instance. These areas are reserved for important battles which feature unique environmental conditions or powerful boss enemies. Instance objectives can be confirmed in the **duty list**.,,,150791,1,1,0
121,"For the duration of the battle, you will be unable to pass beyond the **red line** displayed on the field.

You will automatically leave the instance once all quest objectives have been met.",,,150792,1,1,0
122,,,,0,0,0,0
123,,,,0,0,0,0
124,,,,0,0,0,0
125,Important quests used to tell the story of Eorzea and her people are called **main scenario quests**. These tasks are easily distinguishable from others by their unique **icon**.,,,150801,1,0,0
126,Quests using this icon indicate a task or series of tasks are tied to new duties or features you have yet to unlock.,,,150802,1,0,0
127,,,,0,0,0,0
128,,,,0,0,0,0
129,,,,0,0,0,0
130,"There are some **actions** which only can be learned by completing specific **class quests**. For example, the ranged lancer weaponskill **Piercing Talon** is acquired by completing the Lancers' Guild quest available at level 15.",,,150891,1,0,0
131,,,,0,0,0,0
132,,,,0,0,0,0
133,,,,0,0,0,0
134,,,,0,0,0,0
135,"A myriad of items can be bought and sold from vendors all across Eorzea. Purchasing an item is as simple as clicking on an item in a shopkeep's inventory, while selling an item is as simple as dragging an item from your inventory or Armoury Chest. You can also sell items by right-clicking them and selecting **Sell**.",,,150201,1,0,0
136,"If you happen to have second thoughts about a sale, you can always **buy back** your item from the vendor, but only if you have yet to leave the area or log out of the game.",,,150202,1,0,0
137,"A myriad of items can be bought and sold from vendors all across Eorzea. Purchasing an item is as simple as selecting an item from a shopkeep's inventory, while selling an item is as simple as selecting an item from your inventory or Armoury Chest and choosing **Sell** from the subcommand menu.",,,150201,1,0,0
138,,,,0,0,0,0
139,,,,0,0,0,0
140,,,,0,0,0,0
141,,,,0,0,0,0
142,,,,0,0,0,0
143,,,,0,0,0,0
144,,,,0,0,0,0
145,,,,0,0,0,0
146,,,,0,0,0,0
147,,,,0,0,0,0
148,,,,0,0,0,0
149,,,,0,0,0,0
150,Right-click on a target to switch to active mode and ready auto-attack. Approach and face the target to start the battle. Two rotating **arrows** will appear over the target you are currently attacking.,,,150931,1,0,0
151,"Various actions such as spells and weaponskills can be performed by clicking the icons located in the
**hotbar** on the bottom of your screen. These actions can also be initiated using the shortcut keys indicated in the upper left-hand corner of each icon.",,,150082,1,0,0
152,"Most actions require magic points (**MP**) to execute, in addition to having recast times of various lengths. Detailed information on an action can be viewed by mousing over its icon.",,,150083,1,0,0
153,Disciples of Magic and Disciples of War who specialize in ranged attacks (such as archers) are best suited fighting their targets from a distance. The range and radius of an action can also be confirmed in the help window.,,,150084,1,0,0
154,,,,0,0,0,0
155,,,,0,0,0,0
156,,,,0,0,0,0
157,,,,0,0,0,0
158,,,,0,0,0,0
159,,,,0,0,0,0
160,"Since the Armoury system in FINAL FANTASY XIV allows you to change your class or job by simply changing the weapon or tool in your main hand, it is recommended that you always have several sets of gear on hand. However, gear can take up a tremendous amount of space in one's inventory, which is why all adventurers carry an **Armoury Chest**.",,,151141,1,0,0
161,"All gear purchased, crafted, or found is automatically stored in this chest, leaving your inventory free to fill with other items such as potions, crafting materials, and food.

Gear in your Armoury Chest is categorized and sorted by type, and can be equipped or discarded directly from the chest interface.",,,151142,1,0,0
162,"The Armoury Chest can be accessed at any time by selecting **Character** from the main menu followed by **Armoury Chest**, or pressing **Ctrl+I**.",,,151143,1,0,0
163,The Armoury Chest can be accessed at any time by selecting **Character** from the main menu followed by **Armoury Chest**.,,,151143,1,0,0
164,,,,0,0,0,0
165,,,,0,0,0,0
166,,,,0,0,0,0
167,,,,0,0,0,0
168,,,,0,0,0,0
169,,,,0,0,0,0
170,"A crescent moon icon will appear to the right of your **experience bar** whenever you enter a **sanctuary**. While in this special area, you will accrue a **rested bonus**. The bonus will continue to grow even if you are offline.",,,150361,1,0,0
171,"All experience earned through battle, crafting, and gathering while under the benefit of the rested bonus will be increased by 50%.",,,150362,1,0,0
172,"Your current rested bonus is displayed on top of your experience bar. The dark orange bar shows how much more experience can be earned before the bonus fades. If the bar is blue, it indicates your bonus will carry over to the next level.",,,150363,1,0,0
173,"Inns in cities, as well as various outposts and settlements, are classified as sanctuaries. To maximize your experience-earning potential, make it a habit to always log out in one of these areas.",,,150364,1,0,0
174,,,,0,0,0,0
175,,,,0,0,0,0
176,,,,0,0,0,0
177,,,,0,0,0,0
178,,,,0,0,0,0
179,,,,0,0,0,0
180,"You have formed a **party** with another player! Parties make it possible to tackle challenges that would be impossible to overcome alone, such as defeating powerful enemies or exploring perilous dungeons.",,,150901,1,0,0
181,The Party chat mode can be used to communicate solely with the other members of your party. You can change your chat mode at any time via the speech bubble icon located below the chat log.,,,150903,1,0,0
182,"While in a party, a list of your party's members is displayed on the left side of the screen. This can be used to quickly identify each member's current condition. You can also target party members by clicking on their name in the list. This is especially helpful when there are many objects on the screen and it is difficult or time-consuming to target a member by ordinary means.",,,150902,1,0,0
183,"Your party will sometimes be awarded boosts to various attributes based on class and job combinations. If your party is receiving one of these bonuses, it will be indicated by a **party bonus icon** located above your **party list**. The bonus is nullified if you leave your party for another area.",,,150904,1,0,0
184,"Remember, your party members are all the in-game embodiment of real, living people, and chances are you will see them again online. Karma is alive and well in Eorzea. Treat people well, and your life in Eorzea will be a pleasant one. Treat them poorly, and it will come back to you.",,,150905,1,0,0
185,"While in a party, a list of your party's members is displayed on the left side of the screen. This can be used to quickly identify each member's current condition. You can also target party members by pressing up and down on the D-pad to select their names from the list. This is especially helpful when there are many objects on the screen and it is difficult or time-consuming to target a member by ordinary means.",,,150902,1,0,0
186,,,,0,0,0,0
187,,,,0,0,0,0
188,,,,0,0,0,0
189,,,,0,0,0,0
190,Select a target with the directional buttons and press confirm once to target it. Press confirm a second time to switch to active mode and ready auto-attack. Approach and face the target to start the battle. Two rotating **arrows** will appear over the target you are currently attacking.,,,150931,1,0,0
191,"Various actions such as spells and weaponskills can be performed by using the **cross hotbar** on the bottom of your screen.

※The cross hotbar is only available in controller mode.",,,150932,1,0,0
192,"The actions set to your cross hotbar can be initiated via the corresponding button combination, which consists of holding one of the  buttons and pressing one of the D-pad or  buttons.

※When a new action is learned, it will be automatically added to your cross hotbar.",,,150933,1,0,0
193,"Most actions require magic points (**MP**) to execute, in addition to having recast times of various lengths.

Though MP slowly regenerate over time, there exist items and actions which can be used to immediately restore them.",,,150934,1,0,0
194,,,,0,0,0,0
195,,,,0,0,0,0
196,,,,0,0,0,0
197,,,,0,0,0,0
198,,,,0,0,0,0
199,,,,0,0,0,0
200,"Some quests will require you to deliver items. If an NPC requires an item, an **Item Request** window will appear. Drag the items from your inventory or Armoury Chest into the Item Request window and click **Hand Over** to complete the transaction. Items can also be added to the Item Request window by right-clicking them.",,,150921,1,0,0
201,"Some quests will require you to deliver items. If an NPC requires an item, an **Item Request** window will appear. Select the items from your inventory or Armoury Chest and press **Hand Over** to complete the transaction.",,,150922,1,0,0
202,,,,0,0,0,0
203,,,,0,0,0,0
204,,,,0,0,0,0
205,,,,0,0,0,0
206,,,,0,0,0,0
207,,,,0,0,0,0
208,,,,0,0,0,0
209,,,,0,0,0,0
210,"The **Player Search** feature found under **Social** in the **main menu** can be used to easily and instantly locate other logged-in player characters (PCs). Searches will list up to 200 results, starting with the ones which are physically closest to your own character.",,,150631,1,0,0
211,"Selecting **Search Conditions** will open a new window in which you can specify the conditions of your search to produce more accurate results. Options include partial name searches for both first and last names, as well as searching by online status, class, level, location, or languages spoken. Press the **Execute** button to initiate your search.",,,150632,1,0,0
212,"If there are any players who meet the conditions specified, they will be displayed in the social window. You can right-click on player names to view their search info.

You can adjust your own search info by selecting the **Party Members** tab in the **Party** section of the **main menu**, right-clicking your own name, and selecting **Edit Search Info**.",,,150633,1,0,0
213,"To allow your character to be included in searches for multiple classes, first change your online status to **Looking for Party**, then select the corresponding icons. If no class is highlighted, then you will only be included in searches for your current class.",,,150634,1,0,0
214,"Your current class and any selected classes will have a border. This indicates to other players that while you may have other classes at your disposal, these are the particular ones you wish to play as.",,,150635,1,0,0
215,"If there are any players who meet the conditions specified, they will be displayed in the social window. You can select player names to view their search info.

You can adjust your own search info by selecting the **Party Members** tab in the **Party** section of the **main menu**, selecting your own name, and choosing **Edit Search Info** from the subcommand menu.",,,150633,1,0,0
216,"Your current class and any selected classes will have a border. This indicates to other players that while you may have other classes at your disposal, these are the particular ones you wish to play as.",,,150635,1,0,0
217,,,,0,0,0,0
218,,,,0,0,0,0
219,,,,0,0,0,0
220,,,,0,0,0,0
221,,,,0,0,0,0
222,,,,0,0,0,0
223,,,,0,0,0,0
224,,,,0,0,0,0
225,,,,0,0,0,0
226,,,,0,0,0,0
227,,,,0,0,0,0
228,,,,0,0,0,0
229,,,,0,0,0,0
230,,,,0,0,0,0
231,,,,0,0,0,0
232,,,,0,0,0,0
233,,,,0,0,0,0
234,,,,0,0,0,0
235,,,,0,0,0,0
236,,,,0,0,0,0
237,,,,0,0,0,0
238,,,,0,0,0,0
239,,,,0,0,0,0
240,Limit breaks are powerful actions which are only available to parties of four or more members. The actions can be executed when the party's **limit gauge** is full. The gauge is located directly above the **party list**.,,,150971,1,0,0
241,"The limit gauge will slowly fill as battle progresses, while certain acts of heroism─such as curing an ally while they are on the brink of death, or preventing an enemy from using its special attack─will cause the gauge to rise quicker.",,,150972,1,0,0
242,"The **Limit Break** trigger is located in the **Actions & Traits** menu under **General**. It can be set to your **hotbar** for easy access.

There are five different types of limit breaks: single-target attack (melee), attack to all targets in a straight line (ranged), area of effect attack (caster), increase party defense (tank), and HP restoration (healer). Which type is used depends on the class/job of the person who initiates the action.",,,150973,1,0,0
243,"Limit gauge length varies depending on party size and battle type. The more party members you have, and the more difficult the foe you face, the more options you will have.",,,150974,1,0,0
244,,,,0,0,0,0
245,,,,0,0,0,0
246,,,,0,0,0,0
247,,,,0,0,0,0
248,,,,0,0,0,0
249,,,,0,0,0,0
250,"**Level sync** is a system which allows players to participate in lower level duties by temporarily adjusting their levels, and is available for most FATEs and instanced raids.",,,150981,1,0,0
251,"When your level is synced, not only your personal attributes, but the attributes of your gear will automatically be lowered to meet the requirements set by the duty in which you are participating. Once the duty ends, everything is restored to its original state.",,,150982,1,0,0
252,"Experience earned while level synced is based off the synced level, not your current level; however, it will be added to the progress of the latter.",,,150983,1,0,0
253,,,,0,0,0,0
254,,,,0,0,0,0
255,,,,0,0,0,0
256,,,,0,0,0,0
257,,,,0,0,0,0
258,,,,0,0,0,0
259,,,,0,0,0,0
260,"You have obtained a **soul crystal**!

Soul crystals are required to change from your current class to a more specialized **job**. Each job has its own crystal and arms which can be equipped via the **Armoury Chest**.",,,150991,1,0,0
261,"While using a job, you will have limited access to actions from other classes. You will, however, have access to new, job-specific actions.",,,150992,1,0,0
262,"Job levels coincide with those of the base class. When a job level rises, so, too, does the level of the base class, and vice versa.

Jobs that do not have a base class, however, will start from the level required to unlock them, and their level can be raised independently of other classes and jobs.",,,150993,1,0,0
263,,,,0,0,0,0
264,,,,0,0,0,0
265,,,,0,0,0,0
266,,,,0,0,0,0
267,,,,0,0,0,0
268,,,,0,0,0,0
269,,,,0,0,0,0
270,"You have obtained an **untradable** item. This item is yours, and yours alone, and cannot be sold or traded.",,,151051,1,0,0
271,,,,0,0,0,0
272,,,,0,0,0,0
273,,,,0,0,0,0
274,,,,0,0,0,0
275,,,,0,0,0,0
276,,,,0,0,0,0
277,,,,0,0,0,0
278,,,,0,0,0,0
279,,,,0,0,0,0
280,"Some items can be used, granting various effects such as instant HP restoration, attribute boosts, and more. Using an item is as simple as selecting **Use** from the item's subcommands.",,,151061,1,0,0
281,"All items with **recast** timers cannot be used again until the timer has expired.

Items you use often can be set to your hotbar for easy access.",,,151062,1,0,0
282,,,,0,0,0,0
283,"All items with **recast** timers cannot be used again until the timer has expired.

Items you use often can be set to your hotbar for easy access.",,,151064,1,0,0
284,,,,0,0,0,0
285,,,,0,0,0,0
286,,,,0,0,0,0
287,,,,0,0,0,0
288,,,,0,0,0,0
289,,,,0,0,0,0
290,"The **linkshell** feature is now available!

Linkshells are chat groups which allow for quick and easy communication between players who are not necessarily in a party or free company.",,,151171,1,0,0
291,"Linkshells can have up to **128** members, while players may possess as many as **eight** separate linkshells.",,,151172,1,0,0
292,,,,0,0,0,0
293,,,,0,0,0,0
294,,,,0,0,0,0
295,,,,0,0,0,0
296,,,,0,0,0,0
297,,,,0,0,0,0
298,,,,0,0,0,0
299,,,,0,0,0,0
300,"Upon reaching level 10, you will be allowed to rent chocobos from stables across Eorzea. Chocobos can be used for speedy transport to areas which are not readily accessible via aetheryte.

While riding, you will have complete control over the chocobo until you either dismount, enter deep water, are attacked, or the rental period expires.",,,150821,1,0,0
301,,,,0,0,0,0
302,,,,0,0,0,0
303,,,,0,0,0,0
304,,,,0,0,0,0
305,,,,0,0,0,0
306,,,,0,0,0,0
307,,,,0,0,0,0
308,,,,0,0,0,0
309,,,,0,0,0,0
310,"While on chocoback, a **chocobo icon** will appear near your status effects bar indicating how much time is remaining before the rental period expires. You can end your ride at any time by selecting **Dismount** from the pet hotbar. Be aware, however, that once you have dismounted, the chocobo will return to his stables, regardless of how much time is remaining.",,,150831,1,0,0
311,"While on chocoback, a **chocobo icon** will appear near your status effects bar indicating how much time is remaining before the rental period expires. You can end your ride at any time by selecting **Dismount** from the pet hotbar. Be aware, however, that once you have dismounted, the chocobo will return to his stables, regardless of how much time is remaining.",,,150831,1,0,0
312,,,,0,0,0,0
313,,,,0,0,0,0
314,,,,0,0,0,0
315,,,,0,0,0,0
316,,,,0,0,0,0
317,,,,0,0,0,0
318,,,,0,0,0,0
319,,,,0,0,0,0
320,"**Porters** are similar to rental chocobos in that they can be hired to carry you quickly to various destinations, the differences being that you cannot control these birds, and that they will not stop until they have arrived at their destination. On the other hand, porters are trained to take the safest route, meaning that they will never be attacked while in transit.",,,150841,1,0,0
321,,,,0,0,0,0
322,,,,0,0,0,0
323,,,,0,0,0,0
324,,,,0,0,0,0
325,,,,0,0,0,0
326,,,,0,0,0,0
327,,,,0,0,0,0
328,,,,0,0,0,0
329,,,,0,0,0,0
330,"While mounted, a **chocobo icon** will appear in your status effects bar. You can end your ride at any time by selecting **Dismount** from the pet hotbar. Be aware, however, that once you have dismounted, the chocobo or falcon will continue on to his destination, leaving you behind.",,,150851,1,0,0
331,"While mounted, a **chocobo icon** will appear in your status effects bar. You can end your ride at any time by selecting **Dismount** from the pet hotbar. Be aware, however, that once you have dismounted, the chocobo or falcon will continue on to his destination, leaving you behind.",,,150851,1,0,0
332,,,,0,0,0,0
333,,,,0,0,0,0
334,,,,0,0,0,0
335,,,,0,0,0,0
336,,,,0,0,0,0
337,,,,0,0,0,0
338,,,,0,0,0,0
339,,,,0,0,0,0
340,"You can **Use** a **chocobo whistle** to acquire the **action** to summon your personal chocobo. Unlike rental chocobos, there is no time limit regulating how long you may remain on chocoback. Remember, however, there are areas, such as highly populated cities and narrow dungeons, that your chocobo will refuse to enter.",,,150861,1,0,0
341,The action to summon your chocobo can be set to your **hotbar** and is located within your **Mount Guide** found under **Character** in the **main menu**.,,,150862,1,0,0
342,,,,0,0,0,0
343,"Chocobo armor, or “barding,” can be equipped via the **Companion** interface situated in the **Character** section of the **main menu**.",,,150864,1,0,0
344,,,,0,0,0,0
345,,,,0,0,0,0
346,,,,0,0,0,0
347,,,,0,0,0,0
348,,,,0,0,0,0
349,,,,0,0,0,0
350,"While on chocoback, a **chocobo icon** will appear in your status effects bar. You can dismount your chocobo at any time by right-clicking this icon or by reclicking the **action** you used to mount your steed. Use the chocobo whistle to summon your steed again.",,,150871,1,0,0
351,"While on chocoback, a **chocobo icon** will appear in your status effects bar. You can dismount your chocobo at any time by selecting this icon or by reselecting the **action** you used to mount your steed. Use the chocobo whistle to summon your steed again.",,,150871,1,0,0
352,,,,0,0,0,0
353,,,,0,0,0,0
354,,,,0,0,0,0
355,,,,0,0,0,0
356,,,,0,0,0,0
357,,,,0,0,0,0
358,,,,0,0,0,0
359,,,,0,0,0,0
360,"In addition to riding him, you can also summon your chocobo to fight alongside you. To do so, you will first require a bunch of **gysahl greens**. This chocobo favorite can be purchased in stores.",,,151151,1,0,0
361,"To summon your chocobo, simply **Use** the greens. Chocobos gain experience points and grow just as you do in combat, but they can only fight in the same places in which they can be ridden. When traveling the world alone, your feathered companion may turn the tide when fighting enemies of a comparable level.",,,151152,1,0,0
362,,,,0,0,0,0
363,,,,0,0,0,0
364,,,,0,0,0,0
365,,,,0,0,0,0
366,,,,0,0,0,0
367,,,,0,0,0,0
368,,,,0,0,0,0
369,,,,0,0,0,0
370,"Once summoned to battle, your chocobo will remain with you for 30 minutes (Earth time), or until he suffers injuries grievous enough to make him flee.

To give your companion orders, use the commands located under **Orders** in the Actions & Traits interface.",,,151161,1,0,0
371,"To order your chocobo to auto-attack, simply select **Free Stance**. You can dismiss your companion at any time by selecting the command **Withdraw**.",,,151162,1,0,0
372,Use another bunch of gysahl greens to summon your steed again.,,,151163,1,0,0
373,,,,0,0,0,0
374,,,,0,0,0,0
375,,,,0,0,0,0
376,,,,0,0,0,0
377,,,,0,0,0,0
378,,,,0,0,0,0
379,,,,0,0,0,0
