#,DefaultTalkParams[0].ActionTimelinePose,DefaultTalkParams[0].Unknown0,DefaultTalkParams[0].Unknown1,DefaultTalkParams[0].Unknown2,DefaultTalkParams[0].Unknown3,DefaultTalkParams[0].Unknown4,DefaultTalkParams[1].ActionTimelinePose,DefaultTalkParams[1].Unknown0,DefaultTalkParams[1].Unknown1,DefaultTalkParams[1].Unknown2,DefaultTalkParams[1].Unknown3,DefaultTalkParams[1].Unknown4,DefaultTalkParams[2].ActionTimelinePose,DefaultTalkParams[2].Unknown0,DefaultTalkParams[2].Unknown1,DefaultTalkParams[2].Unknown2,DefaultTalkParams[2].Unknown3,DefaultTalkParams[2].Unknown4,Text[0],Text[1],Text[2],Unknown0,Unknown1
589863,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,0,0,False,The younglings at the Acorn Orchard have all had it rough.,"I'm the grown-up around here, so it's my job to look after them.",0,0,1
589864,0,0,2,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,1
589865,0,0,2,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,1
589866,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"You stand before the White Wolf Gate. The road beyond leads to regions rife with danger, and the gate is to remain closed until further notice.","Curiosity has been the demise of many an adventurer, but it need not be yours. Move along now.",0,0,1
589867,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Gridania is but a part of the Twelveswood.,"Whether you are within her walls or without, pray remember to pay the elementals due deference.",0,0,1
589868,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"No thief's gonna get his grubby bloody hands on our grain while I'm on watch. Nay, not so much as a single mangy squirrel!",0,0,0,1
589869,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589870,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"You know who Mother Miounne is, sister? You'd do well to take her advice to heart.","There's some as say she's overbearing, but without her, we adventurers wouldn't be able to get by here in the Black Shroud. I myself owe her much and more.",0,0,1
589871,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Why, hello there, madam. I take it you've come to see about a retainer?","Well, I'm sorry to disappoint, but we're not in a position to introduce anyone to you at present. If you visit us again at a later date, we will of course do our utmost to accommodate your needs. Apologies again for the inconvenience.",0,0,1
589872,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"This here's the Bannock, where Twin Adder recruits are drilled.","You're free to observe, but see to it you don't get in anyone's way.",0,0,1
589873,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589874,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"You stand within the Archers' Guild, where men and women gather to learn the way of the bow, as passed down to us from the Elezen sentries and Miqo'te hunters of eld.",I am tasked with providing guidance to those who seek membership here. Let me know if I can assist you in any way.,0,0,1
589875,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589876,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"It was my people, the Elezen, who gave rise to the noble tradition of archery.","To see it thus...*parodied* by outsiders...
It is an outrage.",0,0,1
589877,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"The world can seem clearer when viewed down an arrow's shaft, but an archer must think of more than just the target.",0,0,0,1
589878,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589879,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589880,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Mih Khetto's Amphitheatre is open to citizens and outsiders alike.,"We ask only that you use the facility with care, out of respect for the kind-hearted souls who took such pains to rebuild it.",0,0,1
589881,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Some five years ago, a great scholar stood vigil before these waters. It's said he came here to rally all of Eorzea in the fight against the Garlean Empire.",I do wonder what became of the man... I should like the chance to meet him in person.,0,0,1
589882,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"My wife and child... The men and women with whom I shared a stage... They're gone, every last one of them. There's nothing left in my life worth a damn.",0,0,0,1
589883,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"The district beyond is home to distinguished Gridanians. Commoners may not enter. That includes *you*, adventurer. ","Go back whence you came, or I will be forced to remind you of your place.",0,0,1
589884,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589885,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589886,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Greetings and welcome to the Lancers' Guild. Here you may train in the polearm and learn to conquer your fears.,"It is my duty to provide guidance to those who would enroll. If there is aught you wish to know, I should be glad to assist you.",0,0,1
589887,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"The Wailing Barracks lies beyond. If you have no business here, I would thank you to return whence you came.",0,0,0,1
589888,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589889,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"I came all the way from Ul'dah to sell my wares, but the locals are proving an unreceptive lot.","Why, it's as if they're averse to novelty─to change and progress! I'm going to need a new approach if I'm to make any coin here...or perhaps an *old* one?",0,0,1
589890,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589891,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Down this path and across the lake lies the East Shroud.,You'll need to take the ferry if you have business in the Honey Yard or Nine Ivies.,0,0,1
589892,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589893,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,That godsdamned merchant from Ul'dah... I wish she'd bugger off back to where she came from!,"I swear, every time she opens her mouth, it's about coin, coin, and more bloody coin!",0,0,1
589894,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Gridania's markets are divided into two main rows of stalls, named Ebony and Rosewood. Medicine and sundry goods can be had at the former, while arms and armor are found at the latter.",0,0,0,1
589895,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,You'll find none with greater skill or deeper passion than the leatherworkers of our guild.,0,0,0,1
589896,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589897,755,0,1,1,0,True,0,0,0,1,0,True,0,0,0,1,0,False,"As the Twelveswood changes, so too must we change. To evolve and grow is the nature of life.","We endured the Calamity not by fearing the forest, but by following its example and adapting to survive.",0,0,1
589898,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Welcome to the Leatherworkers' Guild, where the most magnificent leather goods in all the realm take shape.",0,0,0,1
589899,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,The guild's reputation for peerless craftsmanship is acknowledged even in Ul'dah.,Hence do the products of Fen–Yll Fineries command such high prices. And no right-thinking person with so much as an *onze* of taste would deny that they are worth every gil.,"Why, I often visit Gridania just to look upon the exquisite quality of their work.",0,1
589900,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"We're closed. Come back later.
<sigh> Would that every day could be a festival...",0,0,0,1
589901,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589902,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Mind the flowerpots! You break it, you bought it!",0,0,0,1
589903,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,"You know, it was only after I became a botanist that I came to appreciate the hard work necessary to bring even a single flower into bloom.",0,0,1
589904,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589905,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Hello there, and welcome to the Botanists' Guild. We manage all the plots of the Greatloam Growery.",0,0,0,1
589906,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"The nerve of some outsiders, waltzing into Gridania as if they were the elementals' gift to the Twelveswood... I'll wager most of them don't even know what a hoe is!",0,0,0,1
589907,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Go quietly within these caverns.
...Lest you misunderstand, I speak not of such sounds as one's ears might hear.",Here we open our hearts to the whispers of the elementals. Take care that you do not disturb this communion by bringing in tumultuous thoughts.,0,0,1
589908,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589909,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589910,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589911,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,0,0,False,Breathe deep. Focus on the flow as you draw the energies into your body. Exhale and observe the changes within and without.,These forces of creation envelop and permeate us all. Fully comprehending this truth shall make you a superior conjurer.,0,0,1
589912,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Pfarahr always treats me like a child. It fair drives me up the wall!,0,0,0,1
589913,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Memama never listens to me! I've told her countless times not to venture outside without her parents' permission, yet she never bothers to ask them.",0,0,0,1
589914,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589915,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Welcome to the airship landing.,0,0,0,1
589916,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"I'm terribly sorry, madam, but our services are restricted to those who possess airship passes.",0,0,0,1
589917,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Greetings, traveler, and welcome to Gridania's airship landing. How may I be of service?",0,0,0,1
589918,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589919,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589920,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589921,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589922,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589923,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589924,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"You are come to Stillglade Fane, home of the Conjurers' Guild.",All may learn the art of conjury if our guildmaster accepts their supplication.,0,0,1
589925,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589926,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,Ow! That smarts!,0,0,1
589927,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"As an apprentice, I assist the conjurers in all manner of work, from the treatment of visitors to the observance of auguries.",There is no greater honor than to serve the people of Gridania.,0,0,1
589928,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Only those of the Gods' Quiver are permitted past this point. I suggest you step away from the doors.,0,0,0,1
589929,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589930,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Why the Archers' Guild, you ask? Hmmm... Perchance you are familiar with the popular saying about “keeping one's friends close,” and so on? Yes, well, I strongly disagree with its sentiments on enemies.",0,0,0,1
589931,764,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589932,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589933,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Welcome to the Carpenters' Guild. Here we produce all manner of wooden products─from weapons to wardrobes, shields to stools, and much more.",0,0,0,1
589934,755,0,1,1,0,True,0,0,0,1,0,True,0,0,0,1,0,True,There is no such thing as an all-purpose wood. An archer's bow is quite unlike a scholar's bookshelf.,"Different parts of the same tree can have different uses as well. Mind you, these are but the fundamentals of carpentry.",0,0,1
589935,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,None are as selfless as the trees. They sacrifice their mortal shells that we might live to die another day. This is not a gift to be accepted lightly.,0,0,0,1
589936,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589937,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,How does he do it? Such clean cuts and alacritous assembly... I cannot hope to mimic such mastery!,0,0,0,1
589938,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589939,0,0,0,1,0,False,0,0,0,1,0,False,755,0,1,1,0,False,0,0,0,0,1
589940,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"When we must risk incurring the wrath of the elementals, we Wood Wailers and the archers of the Gods' Quiver wear these masks.","However, more than a few of us are beginning to think them naught but superstitious trinkets. I, for one, would be sorely troubled were it revealed that the guardians of the Twelveswood could be so easily deceived...",0,0,1
589941,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589942,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,The Wood Wailers were wise to allow the Lancers' Guild the use of their facilities.,Training together can only lead to mutual improvement─and better qualified recruits for the Order of the Twin Adder.,0,0,1
589943,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"The new recruits are quite promising. If they continue to hone their skills, who knows how strong they will become?",0,0,0,1
589944,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589945,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589946,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"You are come to the Wailing Barracks, home of the Wood Wailers─the keepers of the peace within Gridania.",Visitors are welcome to observe the lancers in training. More than a few have been inspired to join after doing so.,0,0,1
589947,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,The Calamity forced many a local merchant out of business. It was only when the Ul'dahns appeared that the markets began to regain a semblance of their former life.,"Profits are high, but so is tension between locals and outsiders. While it can't be denied that the Ul'dahns have helped us greatly, their presence gives rise to new problems.",0,0,1
589948,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"My brother Hadrefort and I oversee the Rosewood Stalls, while that Ul'dahn merchant Rishushu is responsible for the Ebony Stalls. 'Course, Master Parsemontret holds the real power in the markets.","Hadrefort thinks Rishushu is a decent enough lass, but I say that Ul'dahn wench can't be trusted. Aye, she's always dealt fairly with me, but it doesn't pay to ignore one's instincts in business...",0,0,1
589949,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"This is the aetheryte plaza, hub of the Gridanian Aethernet.","It used to be situated in the western part of the city, but it was moved here after the Calamity. Veteran adventurers who return after a long absence are wont to find the change somewhat disorientating.",0,0,1
589950,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,You know why this place is called Apkallu Falls?,"Someone once tried to breed apkallus here, or so the story goes. Looks like it didn't go too well, though...unless they're *really* good at hiding.",0,0,1
589951,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"I heard that the Order of the Twin Adder was officially reformed right here, in Mih Khetto's Amphitheatre. That was before the amphitheatre was moved, of course.",0,0,0,1
589952,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,Well do I remember the day the Order of the Twin Adder was reformed─the day I first laid eyes upon the Elder Seedseer.,"Graceful yet strong, with a voice like song... When I close my eyes I can still see her standing there, clear as day.",0,0,1
589953,763,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"We learn much by tending the gardens─not only about plants, but ourselves as well. As we help the plants to grow, so too do they help us.",0,0,0,1
589954,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"These gates lead outside the city. Take the road north if you seek Hyrstmill, and keep west if you're headed to Fallgourd Float.",0,0,0,1
589955,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589956,755,0,1,1,0,False,755,0,1,1,0,False,0,0,0,1,0,False,Please be informed that Atelier Fen–Yll is not accepting orders for bristletail boots at present.,"The hunting of bristletail marmots has been prohibited due to incessant poaching. As a result, we have been forced to cease production until further notice.",0,0,1
589957,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Damn those stubborn leatherworkers! I spent a fortune on this marmot pelt, but they refuse to use it in my order! Gods' sakes, the blasted creature's already *dead*! Surely, it'd be the greater crime *not* to make it into a pair of boots!",0,0,0,1
589958,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"This here's the Leatherworkers' Guild, renowned throughout Eorzea for producin' the best leather goods that gil can buy.","...If you're willin' to wait two years, that is. They've more orders than they can fill, see─which is why it's become necessary to maintain a Wailer presence here. Suffice to say, some customers ain't used to disappointment.",Like that prickly fellow over yonder. Wonder when he'll give up and go home...,0,1
589959,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589960,0,0,0,0,0,False,755,0,1,1,0,False,0,0,0,1,0,False,...,"Back off, will you? It's hot enough without you breathing down my neck.",0,0,1
589961,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,What is today a tiny sprout may one day grow into a mighty oak and spread its seeds throughout the land.,"It is no different with men. We are all equals in the circle of life, seeking only to survive.",0,0,1
589962,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589963,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589964,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Welcome to Fen–Yll Fineries! It would be my pleasure to serve you, milady...","...if you had an order placed, that is. We only deal in bespoke items, you see.",0,0,1
589965,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"...Aye! 'Tis the perfect plan! If I can just get the trim right, these “genuine Fen–Yll fashions” will net me an Admiral's ransom back in Lims─","H-Hey, what's that look for? I'm simply *considering* a purchase for...my mum! Y–Yes, only the *finest* leathers for my *dearest* mum!",0,0,1
589966,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Greetings, madam. Might you be looking to secure the services of a retainer?","My sincerest apologies, but we currently have no retainers available for hire.",0,0,1
589967,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Greetings, madam. Please feel free to use the market board to search for any items you desire.",0,0,0,1
589968,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589969,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589970,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,This shop usually sells only to the Wood Wailers and the Gods' Quiver. But I am never one to turn down a woman with coin in her purse.,0,0,0,1
589971,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589972,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"These gates are to remain closed until further notice. If you wish to venture outside the walls, you can ride the ferry from Westshore Pier south of the Lancers' Guild.",0,0,0,1
589973,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,You... Could you possibly be...?,"...N-No, forget I said anything. My mistake.",0,0,1
589974,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Mih Khetto's Amphitheatre, so named for the legendary minstrel, once stood just beyond this rubble.","That all changed five years ago, when the Calamity laid it to waste. The amphitheatre has since been rebuilt at the center of our city, thanks to the tireless efforts of the carpenters of the Oak Atrium.",0,0,1
589975,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"Lost your way, have you? This path here will take you to Mih Khetto's Amphitheatre and the Leatherworkers' Guild.",0,0,0,1
589976,1019,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,"I-I'm fine. Nothing wrong at all, no need to concern yourself.",0,0,0,1
589977,755,0,1,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589978,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
589979,764,0,2,1,0,False,0,0,0,1,0,False,0,0,0,1,0,False,0,0,0,0,1
