#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown22[0],Unknown22[1],Unknown22[2],Unknown22[3],Unknown22[4],Unknown22[5],Unknown22[6],Unknown22[7],Unknown22[8],Unknown22[9],Unknown22[10],Unknown22[11],Unknown22[12],Unknown22[13],Unknown22[14],Unknown22[15],Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21
26,162586,0,0,0,0,0,90,339,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,2,1,1,0,0,0,0,0,0,False,False,False,True
27,162586,148694,0,0,0,0,90,340,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,0,0,0,0,0,0,0,0,0,False,False,False,True
28,38519,617532,611921,2257,0,0,90,5383,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
29,38519,617532,611921,0,0,0,90,5382,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
30,2387,160508673,568894703,2257,0,3794,90,6945,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,2,0,0,0,0,0,0,0,False,True,False,True
31,2387,160508673,2275570044,2257,0,3796,90,6946,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,2,0,0,0,0,0,0,0,False,True,False,True
32,2387,160508673,568894703,9480,0,0,90,6944,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
33,2387,160508673,568894703,0,0,3793,7,6942,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,2,0,0,0,0,0,0,False,True,False,True
34,2387,160508673,2275570044,0,0,3795,7,6943,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,2,0,0,0,0,0,0,False,True,False,True
35,2387,493,9281,0,0,0,90,7200,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
36,2387,493,40056,38518,40669,3990,90,7201,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,0,0,0,0,0,0,0,0,0,False,True,False,True
37,2387,493,40056,38518,8808,3991,90,7202,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,0,0,0,0,0,0,0,0,0,False,True,False,True
38,2387,493,40056,38972,0,3992,7,7203,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
39,2387,493,39151,9281,0,3987,5,7204,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
40,2387,493,39151,2375,0,3993,90,7205,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,True
41,2387,493,39151,38518,0,3994,90,7206,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
42,2387,493,9455,9281,0,3998,5,7207,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
43,2387,493,9455,2375,0,3995,7,7208,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,True
44,2387,493,9455,38518,0,3996,90,7209,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
45,2387,493,567,0,0,3997,90,7210,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,3,1,1,1,0,0,0,0,0,False,True,False,True
46,2387,600833,37815,0,0,0,90,6947,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
47,2387,600833,2270447,0,0,0,90,6948,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
48,2387,600833,559864,0,0,0,90,6949,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
49,2387,600833,9480,0,0,0,90,6950,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
50,2387,648040,9281,0,0,0,90,7300,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
51,2387,648040,141207,34840,0,3982,90,7301,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,3,1,1,1,0,0,0,0,0,False,True,False,True
52,2387,648040,2300743,0,0,0,90,7302,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,False,False,True
53,2387,648040,2267163,0,0,3981,90,7303,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,True
54,2387,648040,141207,563,0,3983,90,7304,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,1,0,0,0,0,0,0,0,False,True,False,True
55,2387,648040,548615,0,0,3980,90,7305,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
56,2387,600833,34562,37815,0,0,90,6951,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
57,2387,2496744,9281,0,0,3735,90,6920,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,True,False,True
58,2387,2496744,38972,2097,0,0,90,6921,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
59,2387,2496744,38972,2375,0,3730,90,6922,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
60,2387,2496744,2248322,0,0,3731,90,6923,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
61,2387,2496744,138899,0,0,3733,90,6924,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
62,2387,2496744,38518,0,0,0,90,6925,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
63,2387,160508673,619807264,0,0,0,90,6952,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
64,2387,38118,0,0,0,0,90,7380,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,2,1,2,0,0,0,0,0,0,False,False,False,True
65,2387,156285104,0,0,0,0,90,7381,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,2,1,2,0,0,0,0,0,0,False,False,False,True
66,2387,2496744,2201880,0,0,3734,90,6926,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
67,2387,146447616088,0,0,0,0,90,6900,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,1,1,0,0,0,0,0,0,0,False,False,False,True
68,2387,2336,0,0,0,0,90,6900,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,1,1,0,0,0,0,0,0,0,False,False,False,True
69,2387,600833,34562,2270447,0,3790,90,6954,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
70,2387,600833,34562,2242178,0,0,90,6955,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
71,2387,2212967,2317540,9480,0,3703,5,6990,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
72,2387,2212967,2317540,2375,0,3704,7,6991,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
73,2387,8810,2507761,0,0,0,90,6910,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
74,2387,8810,9295555,0,0,0,90,6911,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
75,2387,8810,41960046523207,0,0,0,90,6912,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
76,2387,8810,40976601283,0,0,0,90,6913,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
77,2387,8810,2141,0,0,0,90,6914,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
78,2387,2496744,5525122,0,0,3732,90,6927,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,True
79,2387,2212967,34899,9480,0,0,90,6992,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
80,2387,2212967,34899,2375,0,0,90,6993,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
81,2387,600833,9523,0,0,3791,90,6956,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
82,2387,600833,2439464,0,0,3792,90,6957,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,True,False,True
83,566946120,37539,0,0,0,4000,90,7051,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,1,1,0,0,0,0,0,0,0,False,True,False,True
84,2387,36492,2496744,9480,0,3705,5,6918,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
85,2387,36492,2496744,2375,0,3702,7,6919,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
86,2387,39913443,0,0,0,3819,7,6969,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,2,1,1,0,0,0,0,0,0,False,True,False,True
87,2387,9649,0,0,0,3701,90,6901,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,0,0,0,0,0,0,0,0,0,False,True,False,True
88,2387,157297144,0,0,0,0,90,6902,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,1,1,0,0,0,0,0,0,0,False,False,False,True
89,2387,2185,9923,155619,0,0,90,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,True,False,False,False
90,2387,2185,9923,34899,0,3765,90,7360,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
91,2387,2185,9923,152432,0,0,90,7361,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
92,2387,2185,9923,137635,0,0,90,7362,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
93,2387,2185,2375,612803,0,0,90,7363,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
94,2387,2185,2375,35411,0,3760,90,7364,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
95,2387,2185,2375,40852580994,0,0,90,7365,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
