#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
73,You have elected to begin FINAL FANTASY XIV: A Realm Reborn as an . You will start your new adventure in .,,,0,0,0
74,OK,,,0,0,0
75,Cancel,,,0,0,0
76,"To log in with this character from version 1.0, you must first specify the Disciple of War or Magic class you wish to begin the game as. You are also granted one opportunity to edit your character's race, tribe, gender, appearance, and name.",,,0,0,0
77,Edit now.,,,0,0,0
78,Edit later.,,,0,0,0
79,Re-edit Character,,,0,0,0
80,Create new character with saved appearance data.,,,0,0,0
81,Save Appearance Data,,,0,0,0
82,Load Appearance Data,,,0,0,0
83,"To better facilitate the login process, the display of character information has been simplified.
Please use the Retrieve Character Data subcommand if you are re-editing your character's appearance or if they require a name change.",,,0,0,0
84,"Welcome to Eorzea!
Before your adventure can begin, you must first create a character.",,,0,0,0
85,Proceed,,,0,0,0
86,"Welcome to Eorzea!
Start your adventure by selecting an existing character, or creating a new one.
You currently have one character on UNKNOWN. To select another World, press the World button in the upper right of your screen.",,,0,0,0
87,Proceed,,,0,0,0
88,Select a World.,,,0,0,0
89,,,,0,0,0
90,,,,0,0,0
91,,,,0,0,0
92,,,,0,0,0
93,,,,0,0,0
94,,,,0,0,0
95,"Logging in with UNKNOWN.

**Your character is currently on a World Server different from your Home World. Visit an aetheryte in either Limsa Lominsa, Gridania, or Ul'dah to return.**",,,0,0,0
96,"Logging in with UNKNOWN.

**Your character is currently in a data center different from your Home World's. To return, select “Return to Home World” from the character subcommand menu before logging in.**",,,0,0,0
97,,,,0,120,0
98,,,,0,0,0
99,"

Starting Attributes: STR UNKNOWN/DEX UNKNOWN/VIT UNKNOWN/INT UNKNOWN/MND UNKNOWN",,,0,0,0
100,? ? ?,,,0,0,0
101,Race & Gender,種族,,0,0,0
102,Clan,部族,,0,0,0
103,Gender,性別,,0,0,0
104,Appearance,ルックス,,0,0,0
105,Nameday,誕生日,,0,0,0
106,Guardian,守護神,,0,0,0
107,Class,クラス,,0,0,0
108,Home World,ワールド,,0,0,0
109,Name,名前,,0,0,0
110,Hyur ©,,"The Hyur are said to have first traveled to Eorzea from her surrounding
continents and islands. Three great migratory waves later, they are now
the most populous of all the civilized races. They exhibit a relatively
modest physique, both in height and build, and are known for their
peculiarly short, rounded ears. Hyurs are well suited for traveling long
distances by foot, a trait thought to account for their swift proliferation.

Their espousal of an eclectic variety of languages and traditions is
a legacy of their diverse heritage－as is their resulting lack of a
unified cultural identity.",0,0,0
111,,,,0,0,0
112,Elezen ©,,"In former times, the Elezen were the sole inhabitants of Eorzea,
claiming dominion over her. Traditionally a nomadic people, the tall,
slender Elezen believed the realm to be theirs by divine right.
Unfortunately, this belief made the eventual appearance of the
Hyur in their multitudes akin to an invasion, and a long history of
conflict ensued.

Ultimately, the Elezen diverged into the two clans that exist today.
The Wildwood Elezen took to the forests to protect their homeland,
while the Duskwight Elezen withdrew to caves and subterrane, opting
instead to avoid all contact with any but their own.",0,0,0
113,,,,0,0,0
114,Lalafell ©,,"A wee people sporting short, rotund bodies, the Lalafell appear as
no more than children to the eyes of most. Many of these nimble
little folk hail from the islands of the south seas, where they practice
a simple agricultural lifestyle. It was not until the opening of maritime
trade routes that the gradual migration of Lalafells to Eorzea began.

Now one of the most well-established races in the realm, Lalafells
can be found in great numbers in nearly every city. Though Lalafellin
culture places great emphasis on blood relations, individuals are known
for getting along amicably with members of all races.",0,0,0
115,,,,0,0,0
116,Miqo'te ©,,"The ancestors of the Miqo'te made their way to Eorzea during the
Age of Endless Frost, traversing the frozen seas in pursuit of the
wildlife upon which they subsisted. Adaptation to a hunting lifestyle
has fashioned them with a keen sense of smell, powerful legs, and
a tail which provides them with exceptional balance.

Miqo'te are known to be very territorial, and many individuals tend
to lead solitary lifestyles, particularly males.",0,0,0
117,,,,0,0,0
118,Roegadyn ©,,"Known for their brawny builds and piercing eyes, the Roegadyn
are the largest and most rugged of Eorzea's races. The majority
of the realm's Roegadyn belong to the Sea Wolf clan, a maritime
people who earn their keep on or by the sea, be it as sailors,
fishermen, or pirates. Comparatively fewer in number are the
Hellsguard, who are known for their more earnest demeanors
and can often be found working as bodyguards and smithies.",0,0,0
119,,,,0,0,0
120,Midlander,,"The Midlander clan comprises over half of the total population of
Eorzea's Hyurs. They have established themselves throughout
every city in the realm and lead lives as diverse as their heritage.

Trained in letters from infancy, the Midlanders are generally more
educated than many of the other races and clans. Despite the fact
that males tend to be slightly taller than females, there are no
significant differences between the genders.",0,0,0
121,,,,0,0,0
122,Highlander,,"The Highlanders were the first of the Hyur to reach Eorzea.
Their name derives from their long tradition of building strongholds
in the mountains. Compared to their Midland brethren, the
Highlanders are noticeably larger in build.

Of late, Highlanders have become an increasingly rare sight
in Eorzea, their number represented almost exclusively by those
who fled Ala Mhigo after its fall and now work in the desert
city-state of Ul'dah as mercenaries and sellswords.",0,0,0
123,,,,0,0,0
124,Wildwood,,"For hundreds of years, the Wildwood Elezen have lived in the
relative safety of Eorzea's lush forests. With the formation of
Eorzea's governments, however, many Wildwood ventured forth
from the forests, drawn to the exhilarating cosmopolitanism of
nearby Gridania. There is minimal dimorphism between the two
genders, though males are generally considered to be milder and
more chivalrous in demeanor. Among their Duskwight brethren,
Wildwood Elezen are referred to as Greens, for their love of the forest.",0,0,0
125,,,,0,0,0
126,Duskwight,,"Centuries ago, a number of Elezen sought out a life of peace and
seclusion in the depths of Eorzea's caves and caverns. Today,
they are called the Duskwight, though to their Wildwood cousins
they are known simply as the Greys, after their preference for
darkness and stone.

The cave-dwelling ways of the Duskwight persist, with some
among them turning to robbery and pillaging to survive, earning
them the scorn of their woodland relatives. There are few
differences between the genders, but Duskwight females are
often regarded as being the more passionate and unyielding of
the two.",0,0,0
127,,,,0,0,0
128,Plainsfolk,,"From the flat landscapes of the Plainsfolk's home islands are where
this Lalafellin clan takes its name. Their distinct hair coloration－
a myriad of earthy and grassy tones－helps them to blend in well
with their environment, acting as an effective camouflage against
would-be attackers. It was the similarity of La Noscea's grassy
fields to those in their homeland which drew the first settlers to
the island of Vylbrand and what is now Limsa Lominsa.

They are a clever and opportunistic people, and crafty with
their words. The generally accepted view of Plainsfolk is that
they are a vibrant lot, with a penchant for excessive conversation.",0,0,0
129,,,,0,0,0
130,Dunesfolk,,"Perhaps the most unique characteristic of the Dunesfolk is their
luminous eyes─a result of a glossy, protective layer which covers
the pupil, an evolutionary response to their homeland's glaring sunlight.
Many individuals wear a small, traditional gemstone on their forehead,
a symbol of their zodiacal sign. They are adamant about scholasticism,
placing the advancement of knowledge before all else. Other races
tend to perceive male Dunesfolk as introverts who care more for
books, business, and the prosperity of Ul'dah─a city-state built upon
Dunesfolk ingenuity─than the goings-on of the rest of the realm.",0,0,0
131,,,,0,0,0
132,Seekers of the Sun,,"The self-proclaimed Seekers of the Sun are the diurnal clan of
the Miqo'te race. Their preference for the warm light of day
pervades all aspects of their culture, as is apparent in their
devout reverence for Azeyma, the Warden, keeper of the sun
and goddess of inquiry.

They are perhaps known best for their striking eyes－the result
of their vertically aligned pupils and faintly colored irises. It is also
not uncommon for their eyes to be disparately colored from birth,
a trait considered auspicious amongst their kind.

Seeker tribes can be found throughout Eorzea, with large
concentrations appearing near Limsa Lominsa and the Sagolii Desert.",0,0,0
133,,,,0,0,0
134,Keepers of the Moon,,"The nocturnal among the Miqo'te have dubbed themselves the
Keepers of the Moon. Shying from the garish light of day, they
revel in the shroud of night, with most offering their piety to
Menphina, the Lover, goddess of the moon.

They are distinguishable from their diurnal cousins by their
darker fur, larger ears, rounder eyes, more pronounced canines,
and longer, skinnier tails. The ritual application of war paint to
the face is still regularly practiced, as it is believed the vivid
colors grant lunar powers.

After a great many summers of conflict with the people of
Gridania, the Keepers have finally made amends with the
people of the sylvan city-state, with some even choosing
to make their homes there.",0,0,0
135,,,,0,0,0
136,Sea Wolves,,"Long ago, no vessel or coastal village was safe from
the fury of the Sea Wolves and their maritime brand
of brutality. The mere mention of the clan was enough
to strike fear into the hearts of any who drew their
livelihood from the sea. The Sea Wolves originally hail
from the islands of the far north seas, where they still
subsist as fishermen and women.

It was not until the large-scale deployment of Limsa
Lominsa's armada that the Sea Wolves' appetite for
piracy diminished. Now, it is not uncommon to see them
employed as sailors or naval mercenaries on all manner
of vessels. However, they have never forgotten the
ways of their homeland, and still use the ancient
Roegadyn language in their names.",0,0,0
137,,,,0,0,0
138,Hellsguard,,"The Hellsguard are a Roegadyn clan with body and mind
tempered by the unforgiving heat of the volcanic regions
they inhabit. Believing these mountains of flame to be
gates to the underworld, their line has for centuries
stood vigil to prevent the passage of souls back to the
realm of the living.

As the harsh environs of their homelands produce
little sustenance, the second- and third-born are often
sent forth from their mountain villages, with many and
more making their way to the great cities. It is there that
their sheer girth and steely demeanors place them in
high demand as soldiers and sellswords, allowing the
young of even the largest families to surpass their
elder siblings in prosperity.",0,0,0
139,,,,0,0,0
140,Au Ra ©,,"The curved horns and beautifully patterned scales that characterize
the Au Ra oft give rise to speculation that members of this Hyur-like
race native to the Far Eastern continent of Othard are, in fact, the
progeny of dragons. This, however, has long been disputed, with
scholars citing several distinct differences in the two races as
evidence of decidedly dissimilar roots─the first and foremost being
the enhanced hearing and spatial recognition granted by an Au Ra's
cranial projections (traits not attributed to draconian horns), and the
second being the gross disproportion in body mass between Auri
males and females (again, a trait widely unseen in dragons).",0,0,0
141,,,,0,0,0
142,Raen,,"Auri creation myth tells of a Dawn Father and a
Dusk Mother from whom all Au Ra are descended.
The Raen believe their veins to run thick with the
blood of the former─their brilliant white scales and
iron wills serving as proof of this divine lineage.

Unlike their sister clan, the Xaela, who bloody the
land with endless tribal conflict, the Raen have
embraced a life of tranquility and solitude, long
abandoning the nomadic lifestyle of their ancestors
to settle the deep valleys of Othard's mountainous
eastern reaches. Only on rare occasions will one
emerge from the valley mists to seek adventure
in realms afar.",0,0,0
143,,,,0,0,0
144,Xaela,,"Auri creation myth tells of a Dawn Father and a
Dusk Mother from whom all Au Ra are descended.
The Xaela believe their veins to run thick with the
blood of the latter─their lustrous black scales and
fiery wills serving as proof of this divine lineage.

Unlike their sister clan, the Raen, who lead solitary
lives hidden behind the savage peaks of Othard's
eastern reaches, the Xaela are free spirits who
roam the vast western steppe in close-knit tribes
hunting, gathering, and warring as their ancestors
have for countless generations.",0,0,0
145,,,,0,0,0
146,,,,0,0,0
147,,,,0,0,0
148,,,,0,0,0
149,,,,0,0,0
150,,,,0,0,0
151,,,,0,0,0
152,Custom,,,0,0,0
153,,,,0,0,0
154,Halone,,,0,0,0
155,The Fury,,,0,0,0
156,Menphina,,,0,0,0
157,The Lover,,,0,0,0
158,Thaliak,,,0,0,0
159,The Scholar,,,0,0,0
160,Nymeia,,,0,0,0
161,The Spinner,,,0,0,0
162,Llymlaen,,,0,0,0
163,The Navigator,,,0,0,0
164,Oschon,,,0,0,0
165,The Wanderer,,,0,0,0
166,Byregot,,,0,0,0
167,The Builder,,,0,0,0
168,Rhalgr,,,0,0,0
169,The Destroyer,,,0,0,0
170,Azeyma,,,0,0,0
171,The Warden,,,0,0,0
172,Nald'thal,,,0,0,0
173,The Traders,,,0,0,0
174,Nophica,,,0,0,0
175,The Matron,,,0,0,0
176,Althyk,,,0,0,0
177,The Keeper,,,0,0,0
178,Gladiator, ,"Gladiators specialize in the handling of all manner of one-handed
blades, from daggers to longswords, be they single- or double-edged,
straight or curved. A defining characteristic of the art is its emphasis
on diverse combat tactics, training its members to bring their martial
skills to bear in any situation. As such, there are practitioners who
marry sword with shield, seeking to defend their fellow companions.
Others opt for an empty off hand, choosing instead to focus entirely
on their sword arm. In all instances, the ages-old art of the sword
makes the gladiator a formidable adversary in any encounter.

Corresponding Job: Paladin",0,230904,0
179,,,,0,0,0
180,Pugilist, ,"The path of the pugilist is one of incessant training aimed at mastering
the traditional techniques of hand-to-hand combat. Though they
command formidable power when unarmed, they are wont to use metal,
leather, and bone weaponry to maximize their destructive potential.

Their preference for fighting at close quarters makes negotiating
distances an absolute necessity. This is why many pugilists are quick
to learn that lightweight gear allowing for maximum agility ensures them
better success in battle than does cumbersome plate or chain.

Corresponding Job: Monk",0,230905,0
181,,,,0,0,0
182,Marauder, ,"The marauder is a combat specialist whose weapon of choice is
the greataxe－a fearsome arm emblematic of Eorzea's pirates.
Their approach to battle is one of brute force, relying on strength
and steel to crush enemies and sunder weapons. They are highly
sought after for their ferocity and intimidating presence, and are
often employed to hunt down monsters plaguing the land, or to turn
the tide of battle between warring nations.

Corresponding Job: Warrior",0,230906,0
183,,,,0,0,0
184,Lancer, ,"The strategy of the lancers is to outrange and fluster opponents
with their long, two-handed polearms, peppering them with a barrage
of thrusting attacks. They are trained with a number of weapons,
giving a diversity to their attacks that makes them extremely
versatile combatants.

In former times, the longspear saw the most widespread use,
due in great part to the influence of the proud lancer legions of
Ala Mhigo. Since then, the guild has greatly expanded its armories
to include a variety of weaponry, such as the halberd and the trident.

Corresponding Job: Dragoon",0,230907,0
185,,,,0,0,0
186,Archer, ,"The enduring popularity of the bow is a testament to its elegant
design, but this simple weapon would be of little worth without the
surpassing skill of those who master it－the archers. Projectile
techniques such as high-angle fire enable archers to assail their
foes with deadly precision even at great distances.

Constant assessment of the battlefield enables them to carefully
determine the most advantageous ground from which to loose,
as well as the nature of the arrows best suited to their enemy.
Together with the longbow sentries of the Elezen military, the
shortbow hunters among the Miqo'te are widely regarded as
most skilled with the bow.

Corresponding Job: Bard",0,230908,0
187,,,,0,0,0
188,Conjurer, ,"Conjury calls upon elemental forces present in nature and concentrates
them to a potency at which spells can be woven. Through practiced
meditation on the essences of creation, conjurers draw forth and
absorb aether from their immediate surroundings. A wand or cane
made from unworked wood is then utilized to focus the aether until it
manifests as the desired spell. The seat of the Conjurers' Guild lies at
Stillglade Fane in Gridania, where the voices of Eorzea's elementals are
said to be most powerful.

Corresponding Job: White Mage",0,230909,0
189,,,,0,0,0
190,Thaumaturge, ,"In the hands of a skilled practitioner, thaumaturgy can be a force of
terrifying destruction. At the heart of this school of magic lies the
ability to call forth and command the latent aether within oneself
through deep introspection. To then mold that aether into sorcery,
the thaumaturge makes use of a scepter or staff, within which is
housed a medium－a natural stone imbued with magical properties.

Corresponding Job: Black Mage",0,230910,0
191,,,,0,0,0
192,Arcanist, ,"Adepts of the art of arcanum derive their might from symbols of power
born of geometric techniques hailing from across the southern seas.
Held within occult grimoires, these symbols lend shape to the arcanist's
aether, thereby allowing him to produce myriad powerful spells. Using
the selfsame symbols to unlock the latent power contained within
gemstones, arcanists are also able to summon forth the familiar known
as Carbuncle to carry out their bidding.

Corresponding Jobs: Summoner, Scholar",0,230929,0
193,,,,0,0,0
194,,,,0,0,0
195,,,,0,0,0
196,,,,0,0,0
197,,,,0,0,0
198,,,,0,0,0
199,,,,0,0,0
200,Presets,,,0,0,0
201,Height,,,0,0,0
202,Skin Color,,,0,0,0
203,Voice,,,0,0,0
204,Muscle Tone,,,0,0,0
205,,,,0,0,0
206,,,,0,0,0
207,Muscle Tone,,,0,0,0
208,,,,0,0,0
209,Bust Size,,,0,0,0
210,Ear Size,,,0,0,0
211,Ear Shape,,,0,0,0
212,,,,0,0,0
213,Ear Size,,,0,0,0
214,Ear Shape,,,0,0,0
215,Bust Size,,,0,0,0
216,Ear Size,,,0,0,0
217,Ear Shape,,,0,0,0
218,,,,0,0,0
219,Ear Size,,,0,0,0
220,Ear Shape,,,0,0,0
221,Bust Size,,,0,0,0
222,Tail Length,,,0,0,0
223,Tail Shape,,,0,0,0
224,,,,0,0,0
225,Tail Length,,,0,0,0
226,Tail Shape,,,0,0,0
227,Bust Size,,,0,0,0
228,Muscle Tone,,,0,0,0
229,,,,0,0,0
230,,,,0,0,0
231,Muscle Tone,,,0,0,0
232,,,,0,0,0
233,Bust Size,,,0,0,0
234,Hairstyle,,,0,0,0
235,Hair Features,,,0,0,0
236,Hair Color,,,0,0,0
237,Highlights,,,0,0,0
238,Face,,,0,0,0
239,Facial Features,,,0,0,0
240,Facial Feature Color,,,0,0,0
241,Jaw,,,0,0,0
242,Eyebrows,,,0,0,0
243,Eye Shape,,,0,0,0
244,Iris Size,,,0,0,0
245,Eye Color,,,0,0,0
246,Nose,,,0,0,0
247,Mouth,,,0,0,0
248,Lip Color,,,0,0,0
249,Face Paint,,,0,0,0
250,Face Paint Color,,,0,0,0
251,OK,,,0,0,0
252,Face,,,0,0,0
253,Tail Length,,,0,0,0
254,Tail Shape,,,0,0,0
255,,,,0,0,0
256,Tail Length,,,0,0,0
257,Tail Shape,,,0,0,0
258,Bust Size,,,0,0,0
259,,,,0,0,0
260,,,,0,0,0
261,,,,0,0,0
262,,,,0,0,0
263,,,,0,0,0
264,,,,0,0,0
265,Short,,,0,0,0
266,Short,,,0,0,0
267,Average,,,0,0,0
268,Tall,,,0,0,0
269,Tall,,,0,0,0
270,Approximately UNKNOWN.UNKNOWN inches,,,0,0,0
271,,,,0,0,0
272,,,,0,0,0
273,,,,0,0,0
274,,,,0,0,0
275,Type 1,,,0,0,0
276,Type 2,,,0,0,0
277,Type 3,,,0,0,0
278,Type 4,,,0,0,0
279,Type 5,,,0,0,0
280,Type 6,,,0,0,0
281,Type 7,,,0,0,0
282,Type 8,,,0,0,0
283,Type 9,,,0,0,0
284,Type 10,,,0,0,0
285,Type 11,,,0,0,0
286,Type 12,,,0,0,0
287,,,,0,0,0
288,,,,0,0,0
289,,,,0,0,0
290,Smooth,,,0,0,0
291,Smooth,,,0,0,0
292,Average,,,0,0,0
293,Chiseled,,,0,0,0
294,Chiseled,,,0,0,0
295,,,,0,0,0
296,,,,0,0,0
297,,,,0,0,0
298,,,,0,0,0
299,,,,0,0,0
300,,,,0,0,0
301,,,,0,0,0
302,,,,0,0,0
303,,,,0,0,0
304,,,,0,0,0
305,Smooth,,,0,0,0
306,Smooth,,,0,0,0
307,Average,,,0,0,0
308,Chiseled,,,0,0,0
309,Chiseled,,,0,0,0
310,,,,0,0,0
311,,,,0,0,0
312,,,,0,0,0
313,,,,0,0,0
314,,,,0,0,0
315,Small,,,0,0,0
316,Small,,,0,0,0
317,Average,,,0,0,0
318,Large,,,0,0,0
319,Large,,,0,0,0
320,Short,,,0,0,0
321,Short,,,0,0,0
322,Average,,,0,0,0
323,Long,,,0,0,0
324,Long,,,0,0,0
325,Type 1,,,0,0,0
326,Type 2,,,0,0,0
327,Type 3,,,0,0,0
328,Type 4,,,0,0,0
329,,,,0,0,0
330,,,,0,0,0
331,,,,0,0,0
332,,,,0,0,0
333,,,,0,0,0
334,,,,0,0,0
335,Short,,,0,0,0
336,Short,,,0,0,0
337,Average,,,0,0,0
338,Long,,,0,0,0
339,Long,,,0,0,0
340,Type 1,,,0,0,0
341,Type 2,,,0,0,0
342,Type 3,,,0,0,0
343,Type 4,,,0,0,0
344,,,,0,0,0
345,Small,,,0,0,0
346,Small,,,0,0,0
347,Average,,,0,0,0
348,Large,,,0,0,0
349,Large,,,0,0,0
350,Short,,,0,0,0
351,Short,,,0,0,0
352,Average,,,0,0,0
353,Long,,,0,0,0
354,Long,,,0,0,0
355,Type 1,,,0,0,0
356,Type 2,,,0,0,0
357,Type 3,,,0,0,0
358,Type 4,,,0,0,0
359,,,,0,0,0
360,,,,0,0,0
361,,,,0,0,0
362,,,,0,0,0
363,,,,0,0,0
364,,,,0,0,0
365,Short,,,0,0,0
366,Short,,,0,0,0
367,Average,,,0,0,0
368,Long,,,0,0,0
369,Long,,,0,0,0
370,Type 1,,,0,0,0
371,Type 2,,,0,0,0
372,Type 3,,,0,0,0
373,Type 4,,,0,0,0
374,,,,0,0,0
375,Small,,,0,0,0
376,Small,,,0,0,0
377,Average,,,0,0,0
378,Large,,,0,0,0
379,Large,,,0,0,0
380,Short,,,0,0,0
381,Short,,,0,0,0
382,Average,,,0,0,0
383,Long,,,0,0,0
384,Long,,,0,0,0
385,Type 1,,,0,0,0
386,Type 2,,,0,0,0
387,Type 3,,,0,0,0
388,Type 4,,,0,0,0
389,,,,0,0,0
390,,,,0,0,0
391,,,,0,0,0
392,,,,0,0,0
393,,,,0,0,0
394,,,,0,0,0
395,Short,,,0,0,0
396,Short,,,0,0,0
397,Average,,,0,0,0
398,Long,,,0,0,0
399,Long,,,0,0,0
400,Type 1,,,0,0,0
401,Type 2,,,0,0,0
402,Type 3,,,0,0,0
403,Type 4,,,0,0,0
404,,,,0,0,0
405,Small,,,0,0,0
406,Small,,,0,0,0
407,Average,,,0,0,0
408,Large,,,0,0,0
409,Large,,,0,0,0
410,Smooth,,,0,0,0
411,Smooth,,,0,0,0
412,Average,,,0,0,0
413,Chiseled,,,0,0,0
414,Chiseled,,,0,0,0
415,,,,0,0,0
416,,,,0,0,0
417,,,,0,0,0
418,,,,0,0,0
419,,,,0,0,0
420,,,,0,0,0
421,,,,0,0,0
422,,,,0,0,0
423,,,,0,0,0
424,,,,0,0,0
425,Smooth,,,0,0,0
426,Smooth,,,0,0,0
427,Average,,,0,0,0
428,Chiseled,,,0,0,0
429,Chiseled,,,0,0,0
430,,,,0,0,0
431,,,,0,0,0
432,,,,0,0,0
433,,,,0,0,0
434,,,,0,0,0
435,Small,,,0,0,0
436,Small,,,0,0,0
437,Average,,,0,0,0
438,Large,,,0,0,0
439,Large,,,0,0,0
440,,,,0,0,0
441,,,,0,0,0
442,,,,0,0,0
443,,,,0,0,0
444,,,,0,0,0
445,Disciples of War,,,0,0,0
446,,,,0,0,0
447,Disciples of Magic,,,0,0,0
448,,,,0,0,0
449,,,,0,1200,0
450,,,,0,0,0
451,,,,0,0,0
452,,,,0,1210,0
453,,,,0,36020,0
454,,,,0,1420,0
455,,,,0,36015,0
456,,,,0,930,0
457,,,,0,38130,0
458,Hrothgar ©,,"Hailing from the distant shores of Ilsabard, the Hrothgar are a burly
people of lionlike appearance—or the males are, at least. Females
number staggeringly few among their population, and thus are
rarely so much as glimpsed by the other races.

The Hrothgar's imposing countenance─mitigated not at all by their
sharp claws and still sharper fangs—incited panic amongst
Eorzeans upon their arrival. As they were also unable to
communicate, initial interactions with the commonfolk often
escalated into conflict. It was not until the Hrothgar gained mastery
of the common tongue that fears were allayed, and in time they
would be as neighbors, welcome in all corners of the realm.",0,0,0
459,,,,0,0,0
460,Viera ©,,"Of tall stature and slender frame, the Viera's physical appearance is
strikingly similar to that of the Hyur and Elezen, save for their
distinctive long ears. Adhering to a strict code known as the Green
Word, they are prohibited from contact with the outside world under
threat of exile. Their society is purely matriarchal, and males of age
are seldom, if ever, found within the bounds of any village. They
instead serve as protectors of the wood from the shadows, that no
evil may ever encroach on their sacred lands.",0,0,0
461,,,,0,0,0
462,Helions,,"Helions have traditionally been content to reside in southern Ilsabard
with their respective tribes, devout servants to their queens,
one and all—and thus have they only but recently begun to make
their presence felt throughout the remainder of the three continents.
Though these Hrothgar initially had no word to describe themselves,
scholars came to call them ""Helions"" after observing how their lives
all but revolved about their queen's needs, as planets circle the sun.",0,0,0
463,,,,0,0,0
464,The Lost,,"Unlike their Helion brethren, the Lost are unbound by the whims of any
reigning monarch, having long since found themselves bereft of the
warm radiance of their queen. Most find that a nomadic lifestyle
best suits their situation, and are known to ply a variety of trades
that align with their propensity to travel—seasonal laborer,
mercenary, and peddler among them.",0,0,0
465,,,,0,0,0
466,Rava,,"Viera of the Rava clan live primarily in the Golmore Jungle, their
umber skin allowing them to readily blend in with their surroundings.
Though the males stand as wards of the forest, the females are
adept hunters and protectors in their own right, fiercely guarding their homes and
their young. Despite attempts by the Dalmascans to subjugate
them, they have ever maintained a self-governing dominion. Though
most would adhere to the traditions of the wood, some few have
chosen to venture out into the world.",0,0,0
467,,,,0,0,0
468,Veena,,"With skin as fair as the snowcapped mountains towering above, the
Veena clan make their homes in the forests lining the southwestern
foothills of the Skatay Range. Like the members of their sister clan,
the Veena live as hunters and gatherers, laboring not only to protect
the woods, but to nurture them. As the winds of war swept up a
number of those who left their mountain homes, many such
hardened hunters chose to set out for the distant shores of Eorzea.",0,0,0
469,,,,0,0,0
470,,,,0,0,0
