#,SnipeData[0].DataEventNPC,SnipeData[0].Unknown0,SnipeData[0].Unknown1,SnipeData[0].Unknown2,SnipeData[0].Unknown3,SnipeData[0].Unknown4,SnipeData[0].Unknown5,SnipeData[1].DataEventNPC,SnipeData[1].Unknown0,SnipeData[1].Unknown1,SnipeData[1].Unknown2,SnipeData[1].Unknown3,SnipeData[1].Unknown4,SnipeData[1].Unknown5,SnipeData[2].DataEventNPC,SnipeData[2].Unknown0,SnipeData[2].Unknown1,SnipeData[2].Unknown2,SnipeData[2].Unknown3,SnipeData[2].Unknown4,SnipeData[2].Unknown5,SnipeData[3].DataEventNPC,SnipeData[3].Unknown0,SnipeData[3].Unknown1,SnipeData[3].Unknown2,SnipeData[3].Unknown3,SnipeData[3].Unknown4,SnipeData[3].Unknown5,SnipeData[4].DataEventNPC,SnipeData[4].Unknown0,SnipeData[4].Unknown1,SnipeData[4].Unknown2,SnipeData[4].Unknown3,SnipeData[4].Unknown4,SnipeData[4].Unknown5,SnipeData[5].DataEventNPC,SnipeData[5].Unknown0,SnipeData[5].Unknown1,SnipeData[5].Unknown2,SnipeData[5].Unknown3,SnipeData[5].Unknown4,SnipeData[5].Unknown5,SnipeData[6].DataEventNPC,SnipeData[6].Unknown0,SnipeData[6].Unknown1,SnipeData[6].Unknown2,SnipeData[6].Unknown3,SnipeData[6].Unknown4,SnipeData[6].Unknown5,SnipeData[7].DataEventNPC,SnipeData[7].Unknown0,SnipeData[7].Unknown1,SnipeData[7].Unknown2,SnipeData[7].Unknown3,SnipeData[7].Unknown4,SnipeData[7].Unknown5,EventNPC[0],EventNPC[1],EventNPC[2],EventNPC[3],EventNPC[4],EventNPC[5],EventNPC[6],EventNPC[7],Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Objective0,Hint0,Objective1,Hint1,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,ActionText,Unknown19,Unknown20,VFXFire,VFXHit,VFXMiss,VFXAdditional,LGBTargetMarker,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32
11,6949952,27,0,0,3600,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Follow the Traitor!,"Find the soldier accused of
treason and observe his actions.",,Observe the soldier,,,,,,,,Observe,15,15,ev_snipe_clic0f,,,,7021040,0,9500,0,0,8,7,15,23,0,20,False,False
12,6949953,27,0,0,2200,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Follow the Traitor!,"Find the soldier accused of
treason and observe his actions.",,Observe the soldier,,,,,,,,Observe,15,15,ev_snipe_clic0f,,,,7021041,0,7700,0,0,8,11,19,30,0,20,False,False
13,6949954,27,0,0,2200,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,6949955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Follow the Traitor!,"Find the soldier accused of
treason and observe his actions.",,Observe the soldier,,,,,,,,Observe,15,15,ev_snipe_clic0f,,,,7021042,0,3020,0,0,20,30,62,39,0,20,False,False
14,6875122,28,0,0,2000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Put the Sheep to Sleep!,"Find the sheep that strayed from
the flock and use your blowgun
to put it to sleep.",,Hit the sheep with the darts,,,,,,,,Blow,35,26,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7021043,0,5800,0,0,4,4,15,7,1,20,False,False
15,7022106,29,0,0,2000,0,1,7022108,29,0,0,2000,0,1,7022109,29,0,0,2000,0,1,7022110,29,0,0,2000,0,1,7022111,30,0,0,20000,0,0,7022112,30,0,0,20000,0,0,7022113,30,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peer through the Looking Glass!,"Journey through the looking glass
to uncover what Master Gegeruju
was spying with his little eye.",Do not let your eyes wander!,Discover the object of Gegeruju's attention,,,,,,,,Observe,15,15,ev_snipe_clic0f,,,,7022105,0,7700,0,0,4,5,13,3,0,20,False,False
16,7083176,31,0,0,10000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Launch Bubbles at the Ray!,"Single striped ray seeks meaningful
relationship with female in heat. Enjoys
stinging Lalafells and launching bubbles.",,Launch bubbles at the eligible female ray,,,,,,,,Launch,15,15,ev_snipe1cf,ev_snipe_hit0f,ev_snipe_mis0f,,7083179,0,9000,0,0,15,15,15,15,2,20,False,False
17,7108347,32,0,0,1500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,7089197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Learn More about the Yabby!,"Observe the yabby to
determine its vulnerabilities.",,Discover the yabby's weak point,,,,,,,,Observe,20,14,ev_snipe_clic0f,,,,7089186,0,2800,0,0,4,2,8,13,0,20,False,False
18,7109884,33,0,0,1500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,7089198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Learn More about the Phoebad!,"Observe the phoebad to
determine its vulnerabilities.",,Discover the phoebad's weak point,,,,,,,,Observe,20,14,ev_snipe_clic0f,,,,7089199,0,2900,0,0,5,1,7,9,0,20,False,False
19,7107674,34,0,0,2500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch the Namazu!,"One of the Namazu is acting odd.
Keep a close eye on his movements.",,Observe the Namazu's actions,,,,,,,,Observe,35,26,ev_snipe_clic0f,,,,7107673,0,7000,0,0,6,8,4,30,0,20,False,False
20,7107680,34,0,0,2500,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watch the Namazu!,"One of the Namazu is acting odd.
Keep a close eye on his movements.",,Observe the Namazu's actions,,,,,,,,Observe,35,26,ev_snipe_clic0f,,,,7107679,0,8200,0,0,6,8,10,3,0,20,False,False
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
22,7238920,35,0,0,20000,0,1,7238921,35,0,0,20000,0,1,7238923,35,0,0,20000,0,1,7247105,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eliminate the dharas!,"Unruly dharas are threatening the
Resistance encampment. Strike down
the spirits before they reach the ore.",Do not allow them to reach the ore!,Fire upon the crazed dharas,,,,,,,,Fire,35,35,ev_snipe2cf,ev_snipe2_hit0f,ev_snipe2_hit0f,ev_snipe2_mis0f,7241979,0,300,0,0,17,7,24,22,2,20,False,True
23,7359005,37,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Find Ba'Gamnan!,"The Bangaa captain is somewhere
on the island. Find him before it is
too late.",,Find Ba'Gamnan,,,,,,,,Confirm,24,20,ev_snipe_clic0f,,,,7352833,0,2000,0,0,3,29,18,118,0,20,False,False
24,7400606,38,0,0,20000,0,1,7400611,39,0,0,20000,0,0,7516452,41,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hit the Target!,"Demonstrate your skill with a bow
by hitting the target held by Gyoshin.",Do not hit Gyoshin!,Hit the Namazu target,,,,,,,,Shoot,35,35,ev_snipe3cf,ev_snipe_hit0f,ev_snipe_hit0f,ev_snipe_hit0f,7400603,0,900,0,0,16,5,15,15,1,7,False,False
25,7453963,40,0,0,6000,0,1,7453964,40,0,0,6000,0,1,7453965,40,0,0,6000,0,1,7453966,40,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hit the Targets!,"Demonstrate your skill with a bow
by hitting all the targets.",,Hit the Namazu targets,,,,,,,,Shoot,35,35,ev_snipe3cf,ev_snipe_hit0f,ev_snipe_mis0f,,7453945,0,500,0,1,18,5,25,25,1,7,False,False
26,8010875,66,0,0,20000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hit the Swine!,"Locate a razor-tusked swine and
use your blowgun to paralyze it.",,Hit a razor-tusked swine,,,,,,,,Shoot,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7941310,0,4000,0,0,16,50,50,60,0,20,False,False
27,7964369,42,0,0,20000,0,1,7964370,43,0,0,20000,0,1,7964371,44,0,0,20000,0,1,7964372,45,0,0,20000,0,1,7964344,46,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Browse the Wares!,"Rhon Ron's eatery has a variety of
goods available for purchase.
Inspect each of his exotic dishes.",,Browse Rhon Ron's wares,,,,,,,,Confirm,35,35,ev_snipe_clic0f,,,,7964390,0,0,0,0,15,10,30,30,0,7,False,False
28,7964427,47,0,0,900,0,1,7964431,48,0,0,20000,0,0,7964432,49,0,0,20000,0,0,7964433,50,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Find the Timeworn Tablet!,"Locate the timeworn tablet hidden
in the church.",,Find the timeworn tablet,,,,,,,,Confirm,35,26,ev_snipe_clic0f,,,,7964462,0,1000,0,1,15,5,45,45,0,7,False,False
29,7964480,51,0,0,20000,0,1,7964482,52,0,0,20000,0,1,7964486,53,0,0,20000,0,1,7964487,54,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Observe the Murals!,"Y'shtola has asked you to inspect
the murals on the wall. See if there
is aught you can learn from them while
she inspects the monolith.",,Observe the murals,,,,,,,,Observe,35,26,ev_snipe_clic0f,,,,7964494,0,1000,0,0,18,2,70,85,0,20,False,False
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
32,7981478,65,0,0,5000,0,1,7981479,67,0,0,5000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Find the Mystel!,"A Mystel youth with short blue hair
has made off with Alphinaud's produce.
Track him down!",,Locate the blue-haired Mystel youth,,,,,,,,Confirm,35,26,ev_snipe_clic0f,,,,7981474,0,10200,0,0,5,5,16,16,0,7,False,False
33,7981482,68,0,0,3000,0,1,7981483,69,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Find the Mysterious Person!,"Find the mysterious person from
the village spying in your direction.",,Locate the mysterious person,,,,,,,,Confirm,35,26,ev_snipe_clic0f,,,,7981481,0,6500,0,0,12,12,16,16,0,7,False,False
34,7981491,70,0,0,4000,0,1,7981429,62,0,0,3000,0,0,7981433,63,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hit the Dwarf!,"Locate the dwarf who is wearing
the wrong helm and shoot them
with your slingshot.",,Shoot the dwarf wearing the wrong helm,,,,,,,,Shoot,35,26,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7981428,0,1000,0,0,5,40,25,25,1,20,False,False
35,7981430,59,0,0,4000,0,1,7981431,60,0,0,4000,0,0,7981432,61,0,0,4000,0,0,7981429,74,0,0,3000,0,0,7981433,75,0,0,3000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hit the Dwarf!,"Locate the dwarf who is wearing
the wrong helm and shoot them
with your slingshot.",Do not hit a dwarf with a Tholl helm!,Shoot the dwarf wearing the wrong helm,,,,,,,,Shoot,35,26,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,7981428,0,1000,0,0,5,40,25,25,1,20,False,False
36,8035302,71,0,0,12800,0,1,8035305,73,0,0,3000,0,0,8035306,72,0,0,4000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inspect the Buildings!,"Inspect the structures which comprise
the Ondo Cups, and identify their most
distinctive feature.",,Inspect the building for defining features,,,,,,,,Confirm,35,26,ev_snipe_clic0f,,,,8035299,0,9200,0,0,32,3,15,13,0,7,False,False
37,7981756,64,0,0,6000,0,1,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,7981751,7981752,7981753,7981755,8052961,8052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Count the Pixies!,Count the number of pixies within the time limit.,,Count the number of pixies,,,,,,,,Observe,24,20,ev_snipe_clic0f,,,,7949226,30,2600,0,0,10,3,30,30,0,20,False,False
38,8049677,76,0,0,20000,0,1,8049678,76,0,0,20000,0,1,8049679,76,0,0,20000,0,1,8049697,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defeat the Ghilman!,"Protect the bleary-eyed guard as he
searches for his mother's pendant!",Objective failed if the ghilman reach the bleary-eyed guard.,Ghilman defeated: ,,,,,,,,Fire Enchanted Dart,35,35,ev_snipe0cf,ev_snipe_hit0f,ev_snipe_mis0f,,8049671,0,500,0,0,17,20,70,70,2,20,False,True
39,8225506,77,0,0,20000,0,1,8225509,78,0,0,20000,0,0,8225510,0,0,0,20000,0,0,8225511,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Help Master Chai!,Alert Master Chai when it is safe to approach the Talos.,Objective failed if Master Chai is spotted along the way.,Give Master Chai the signal to approach,,,,,,,,Signal,35,35,ev_snipe_clic0f,,,,8225532,0,0,0,0,9,9,22,6,0,20,False,False
40,8149746,80,0,0,20000,0,1,8149747,80,0,0,20000,0,1,8149748,80,0,0,20000,0,1,8149749,81,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Protect the flower-picking pixie!,Throw porxies at any threats that appear.,Objective failed if any threats reach the flower-picking pixie.,Threats Eliminated: ,,,,,,,,Throw,35,35,ev_snipe4cf,ev_snipe4_hit0f,ev_snipe4_mis0f,,8149851,0,1300,0,0,7,3,25,25,3,20,False,False
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,False,False
