key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
15,20,20,16,20,20,22,0,0,0,95,91,22,22,0,0,0,64,64,22,0,192,22,0,192,0,0,22,0,5,5,5,0,0,0,0,0,14,14,14,14,14,14,0,22,22,22,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,148,148,155,155,0
16,21,21,18,21,21,23,0,0,0,98,92,23,23,0,0,0,67,67,23,0,200,23,0,200,0,0,23,0,5,5,5,0,0,0,0,0,14,14,14,14,14,14,0,23,23,23,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,152,152,160,160,0
17,23,23,20,23,23,25,0,0,0,101,94,24,24,0,0,0,69,69,25,0,208,25,0,208,0,0,25,0,5,5,5,0,0,0,0,0,14,14,14,14,14,14,0,25,25,25,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,157,157,165,165,0
18,24,24,22,24,24,27,0,0,0,104,95,26,26,0,0,0,73,73,27,0,217,27,0,217,0,0,27,0,5,5,5,0,0,0,0,0,15,15,15,15,15,15,0,27,27,27,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,162,162,170,170,0
19,25,25,24,25,25,29,0,0,0,107,96,27,27,0,0,0,75,75,29,0,225,29,0,225,0,0,29,0,5,5,5,0,0,0,0,0,15,15,15,15,15,15,0,29,29,29,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,167,167,175,175,0
20,27,27,27,27,27,30,0,0,0,110,98,28,28,0,0,0,77,77,30,0,233,30,0,233,0,0,30,0,5,5,5,0,0,0,0,0,16,16,16,16,16,16,0,30,30,30,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,172,172,180,180,0
21,29,29,29,29,29,32,0,0,0,113,99,29,29,0,0,0,81,81,32,0,243,32,0,243,0,0,32,0,5,5,5,0,0,0,0,0,17,17,17,17,17,17,0,32,32,32,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,176,176,185,185,0
22,31,31,32,31,31,35,0,0,0,116,101,30,30,0,0,0,85,85,35,0,253,35,0,253,0,0,35,0,5,5,5,0,0,0,0,0,17,17,17,17,17,17,0,35,35,35,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,181,181,190,190,0
23,32,32,34,32,32,38,0,0,0,119,102,30,30,0,0,0,89,89,38,0,265,38,0,265,0,0,38,0,5,5,5,0,0,0,0,0,18,18,18,18,18,18,0,38,38,38,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,186,186,195,195,0
24,34,34,37,34,34,40,0,0,0,122,104,31,31,0,0,0,92,92,40,0,277,40,0,277,0,0,40,0,5,5,5,0,0,0,0,0,18,18,18,18,18,18,0,40,40,40,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,191,191,200,200,0
25,36,36,39,36,36,43,0,0,0,125,105,32,32,0,0,0,96,96,43,0,289,43,0,289,0,0,43,0,5,5,5,0,0,0,0,0,19,19,19,19,19,19,0,43,43,43,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,196,196,205,205,0
26,38,38,41,38,38,46,0,0,0,128,107,33,33,0,0,0,100,100,46,0,301,46,0,301,0,0,46,0,5,5,5,0,0,0,0,0,20,20,20,20,20,20,0,46,46,46,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,200,200,210,210,0
27,40,40,43,40,40,49,0,0,0,131,108,34,34,0,0,0,103,103,49,0,311,49,0,311,0,0,49,0,5,5,5,0,0,0,0,0,20,20,20,20,20,20,0,49,49,49,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,205,205,215,215,0
28,41,41,44,41,41,53,0,0,0,134,110,34,34,0,0,0,108,108,53,0,323,53,0,323,0,0,53,0,5,5,5,0,0,0,0,0,21,21,21,21,21,21,0,53,53,53,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,210,210,220,220,0
29,43,43,47,43,43,57,0,0,0,137,111,35,35,0,0,0,112,112,57,0,335,57,0,335,0,0,57,0,5,5,5,0,0,0,0,0,22,22,22,22,22,22,0,57,57,57,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,215,215,225,225,0
30,45,45,50,45,45,60,0,0,0,140,112,36,36,0,0,0,115,115,60,0,347,60,0,347,0,0,60,0,5,5,5,0,0,0,0,0,22,22,22,22,22,22,0,60,60,60,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,220,220,230,230,0
31,47,47,51,47,47,64,0,0,0,143,114,37,37,0,0,0,121,121,64,0,362,64,0,362,0,0,64,0,5,5,5,0,0,0,0,0,23,23,23,23,23,23,0,64,64,64,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,224,224,235,235,0
32,50,50,53,50,50,68,0,0,0,146,115,37,37,0,0,0,125,125,68,0,376,68,0,376,0,0,68,0,5,5,5,0,0,0,0,0,24,24,24,24,24,24,0,68,68,68,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,229,229,240,240,0
33,52,52,56,52,52,71,0,0,0,149,117,38,38,0,0,0,129,129,71,0,389,71,0,389,0,0,71,0,5,5,5,0,0,0,0,0,25,25,25,25,25,25,0,71,71,71,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,234,234,245,245,0
34,54,54,59,54,54,75,0,0,0,152,118,39,39,0,0,0,135,135,75,0,404,75,0,404,0,0,75,0,5,5,5,0,0,0,0,0,26,26,26,26,26,26,0,75,75,75,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,239,239,250,250,0
35,57,57,61,57,57,79,0,0,0,155,120,40,40,0,0,0,139,139,79,0,418,79,0,418,0,0,79,0,5,5,5,0,0,0,0,0,27,27,27,27,27,27,0,79,79,79,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,244,244,255,255,0
36,59,59,64,59,59,83,0,0,0,158,121,40,40,0,0,0,143,143,83,0,430,83,0,430,0,0,83,0,5,5,5,0,0,0,0,0,28,28,28,28,28,28,0,83,83,83,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,248,248,260,260,0
37,61,61,67,61,61,89,0,0,0,161,123,41,41,0,0,0,149,149,89,0,444,89,0,444,0,0,89,0,5,5,5,0,0,0,0,0,29,29,29,29,29,29,0,89,89,89,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,253,253,265,265,0
38,63,63,71,63,63,94,0,0,0,164,124,42,42,0,0,0,153,153,94,0,458,94,0,458,0,0,94,0,5,5,5,0,0,0,0,0,30,30,30,30,30,30,0,94,94,94,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,258,258,270,270,0
39,66,66,77,66,66,99,0,0,0,167,125,42,42,0,0,0,157,157,99,0,472,99,0,472,0,0,99,0,5,5,5,0,0,0,0,0,31,31,31,31,31,31,0,99,99,99,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,263,263,275,275,0
40,68,68,82,68,68,104,0,0,0,170,127,43,43,0,0,0,163,163,104,0,488,104,0,488,0,0,104,0,5,5,5,0,0,0,0,0,32,32,32,32,32,32,0,104,104,104,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,268,268,280,280,0
41,71,71,86,71,71,110,0,0,0,173,128,44,44,0,0,0,169,169,110,0,506,110,0,506,0,0,110,0,5,5,5,0,0,0,0,0,33,33,33,33,33,33,0,110,110,110,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,272,272,285,285,0
42,73,73,90,73,73,116,0,0,0,176,130,46,46,0,0,0,175,175,116,0,524,116,0,524,0,0,116,0,5,5,5,0,0,0,0,0,34,34,34,34,34,34,0,116,116,116,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,277,277,290,290,0
43,76,76,95,76,76,122,0,0,0,179,131,47,47,0,0,0,181,181,122,0,544,122,0,544,0,0,122,0,5,5,5,0,0,0,0,0,35,35,35,35,35,35,0,122,122,122,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,282,282,295,295,0
44,79,79,98,79,79,128,0,0,0,182,133,49,49,0,0,0,189,189,128,0,564,128,0,564,0,0,128,0,5,5,5,0,0,0,0,0,37,37,37,37,37,37,0,128,128,128,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,287,287,300,300,0
45,82,82,102,82,82,135,0,0,0,185,134,50,50,0,0,0,195,195,135,0,584,135,0,584,0,0,135,0,5,5,5,0,0,0,0,0,38,38,38,38,38,38,0,135,135,135,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,292,292,305,305,0
46,84,84,106,84,84,142,0,0,0,188,136,51,51,0,0,0,201,201,142,0,604,142,0,604,0,0,142,0,5,5,5,0,0,0,0,0,39,39,39,39,39,39,0,142,142,142,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,296,296,310,310,0
47,87,87,109,87,87,149,0,0,0,191,137,53,53,0,0,0,207,207,149,0,623,149,0,623,0,0,149,0,5,5,5,0,0,0,0,0,41,41,41,41,41,41,0,149,149,149,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,301,301,315,315,0
48,90,90,113,90,90,156,0,0,0,194,138,54,54,0,0,0,215,215,156,0,643,156,0,643,0,0,156,0,5,5,5,0,0,0,0,0,42,42,42,42,42,42,0,156,156,156,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,306,306,320,320,0
49,92,92,118,92,92,163,0,0,0,197,140,56,56,0,0,0,221,221,163,0,663,163,0,663,0,0,163,0,5,5,5,0,0,0,0,0,43,43,43,43,43,43,0,163,163,163,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,311,311,325,325,0
50,95,95,121,95,95,170,0,0,0,200,141,57,57,0,0,0,227,227,170,0,683,170,0,683,0,0,170,0,5,5,5,0,0,0,0,0,45,45,45,45,45,45,0,170,170,170,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,316,316,330,330,0
51,98,98,124,98,98,172,0,0,0,200,142,57,57,0,0,0,227,227,172,0,685,172,0,685,0,0,172,0,5,5,5,0,0,0,0,0,47,47,47,47,47,47,0,172,172,172,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,324,324,339,339,0
52,101,101,126,101,101,174,0,0,0,200,144,57,57,0,0,0,227,227,174,0,688,174,0,688,0,0,174,0,5,5,5,0,0,0,0,0,50,50,50,50,50,50,0,174,174,174,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,333,333,348,348,0
53,104,104,128,104,104,175,0,0,0,200,146,57,57,0,0,0,227,227,175,0,690,175,0,690,0,0,175,0,5,5,5,0,0,0,0,0,52,52,52,52,52,52,0,175,175,175,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,342,342,357,357,0
54,107,107,131,107,107,177,0,0,0,200,148,57,57,0,0,0,227,227,177,0,692,177,0,692,0,0,177,0,5,5,5,0,0,0,0,0,54,54,54,54,54,54,0,177,177,177,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,351,351,366,366,0
55,110,110,135,110,110,179,0,0,0,210,150,58,58,0,0,0,227,227,179,0,694,179,0,694,0,0,179,0,5,5,5,0,0,0,0,0,56,56,56,56,56,56,0,179,179,179,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,360,360,376,376,0
56,113,113,135,113,113,181,0,0,0,210,150,58,58,0,0,0,227,227,181,0,697,181,0,697,0,0,181,0,5,5,5,0,0,0,0,0,59,59,59,59,59,59,0,181,181,181,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,367,366,382,382,0
57,116,116,138,116,116,182,0,0,0,210,151,58,58,0,0,0,227,227,182,0,699,182,0,699,0,0,182,0,5,5,5,0,0,0,0,0,61,61,61,61,61,61,0,182,182,182,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,374,373,389,389,0
58,119,119,140,119,119,184,0,0,0,210,152,58,58,0,0,0,227,227,184,0,701,184,0,701,0,0,184,0,5,5,5,0,0,0,0,0,63,63,63,63,63,63,0,184,184,184,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,381,379,396,396,0
59,122,122,142,122,122,186,0,0,0,210,152,58,58,0,0,0,227,227,186,0,703,186,0,703,0,0,186,0,5,5,5,0,0,0,0,0,65,65,65,65,65,65,0,186,186,186,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,388,386,403,403,0
60,126,126,144,126,126,188,0,0,0,220,153,58,58,0,0,0,227,227,188,0,706,188,0,706,0,0,188,0,5,5,5,0,0,0,0,0,68,68,68,68,68,68,0,188,188,188,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,396,393,410,410,0
61,129,129,147,129,129,189,0,0,0,220,154,58,58,0,0,0,227,227,189,0,708,189,0,708,0,0,189,0,5,5,5,0,0,0,0,0,70,70,70,70,70,70,0,189,189,189,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,403,399,417,417,0
62,132,132,150,132,132,191,0,0,0,220,154,58,58,0,0,0,227,227,191,0,710,191,0,710,0,0,191,0,5,5,5,0,0,0,0,0,72,72,72,72,72,72,0,191,191,191,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,410,406,424,424,0
63,135,135,152,135,135,193,0,0,0,220,155,58,58,0,0,0,227,227,193,0,712,193,0,712,0,0,193,0,5,5,5,0,0,0,0,0,74,74,74,74,74,74,0,193,193,193,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,417,412,431,431,0
64,138,138,155,138,138,195,0,0,0,220,156,58,58,0,0,0,227,227,195,0,715,195,0,715,0,0,195,0,5,5,5,0,0,0,0,0,77,77,77,77,77,77,0,195,195,195,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,424,419,438,438,0
65,141,141,157,141,141,196,0,0,0,220,156,59,59,0,0,0,227,227,196,0,717,196,0,717,0,0,196,0,5,5,5,0,0,0,0,0,79,79,79,79,79,79,0,196,196,196,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,432,426,445,445,0
66,144,144,160,144,144,198,0,0,0,220,157,59,59,0,0,0,227,227,198,0,719,198,0,719,0,0,198,0,5,5,5,0,0,0,0,0,81,81,81,81,81,81,0,198,198,198,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,439,432,452,452,0
67,147,147,163,147,147,200,0,0,0,220,158,59,59,0,0,0,227,227,200,0,721,200,0,721,0,0,200,0,5,5,5,0,0,0,0,0,83,83,83,83,83,83,0,200,200,200,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,446,439,459,459,0
68,150,150,165,150,150,202,0,0,0,220,158,59,59,0,0,0,227,227,202,0,724,202,0,724,0,0,202,0,5,5,5,0,0,0,0,0,86,86,86,86,86,86,0,202,202,202,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,453,445,466,466,0
69,153,153,168,153,153,203,0,0,0,220,159,59,59,0,0,0,227,227,203,0,726,203,0,726,0,0,203,0,5,5,5,0,0,0,0,0,88,88,88,88,88,88,0,203,203,203,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,460,452,473,473,0
70,156,156,170,156,156,205,0,0,0,220,160,59,59,0,0,0,227,227,205,0,728,205,0,728,0,0,205,0,5,5,5,0,0,0,0,0,90,90,90,90,90,90,0,205,205,205,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,468,459,480,480,0
71,159,159,174,159,159,208,0,0,0,220,161,59,59,0,0,0,227,227,208,0,729,208,0,729,0,0,208,0,5,5,5,0,0,0,0,0,92,92,92,92,92,92,0,208,208,208,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,474,464,480,480,0
72,163,163,177,163,163,211,0,0,0,220,162,59,59,0,0,0,227,227,211,0,730,211,0,730,0,0,211,0,5,5,5,0,0,0,0,0,95,95,95,95,95,95,0,211,211,211,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,481,470,480,480,0
73,166,166,180,166,166,214,0,0,0,220,163,59,59,0,0,0,227,227,214,0,731,214,0,731,0,0,214,0,5,5,5,0,0,0,0,0,97,97,97,97,97,97,0,214,214,214,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,488,475,480,480,0
74,170,170,184,170,170,217,0,0,0,220,164,59,59,0,0,0,227,227,217,0,732,217,0,732,0,0,217,0,5,5,5,0,0,0,0,0,99,99,99,99,99,99,0,217,217,217,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,495,481,480,480,0
75,173,173,187,173,173,220,0,0,0,220,165,60,60,0,0,0,227,227,220,0,734,220,0,734,0,0,220,0,5,5,5,0,0,0,0,0,101,101,101,101,101,101,0,220,220,220,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,502,486,515,515,0
76,176,176,190,176,176,222,0,0,0,220,166,60,60,0,0,0,227,227,222,0,735,222,0,735,0,0,222,0,5,5,5,0,0,0,0,0,104,104,104,104,104,104,0,222,222,222,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,509,492,515,515,0
77,180,180,194,180,180,225,0,0,0,220,167,60,60,0,0,0,227,227,225,0,736,225,0,736,0,0,225,0,5,5,5,0,0,0,0,0,106,106,106,106,106,106,0,225,225,225,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,516,497,515,515,0
78,183,183,197,183,183,228,0,0,0,220,168,60,60,0,0,0,227,227,228,0,737,228,0,737,0,0,228,0,5,5,5,0,0,0,0,0,108,108,108,108,108,108,0,228,228,228,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,523,503,515,515,0
79,187,187,200,187,187,231,0,0,0,220,169,60,60,0,0,0,227,227,231,0,738,231,0,738,0,0,231,0,5,5,5,0,0,0,0,0,110,110,110,110,110,110,0,231,231,231,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,530,508,515,515,0
80,190,190,203,190,190,234,0,0,0,220,170,60,60,0,0,0,227,227,234,0,739,234,0,739,0,0,234,0,10,10,10,0,0,0,0,0,113,113,113,113,113,113,0,234,234,234,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,537,514,555,555,0
81,193,193,207,193,193,237,0,0,0,220,171,60,60,0,0,0,227,227,237,0,740,237,0,740,0,0,237,0,10,10,10,0,0,0,0,0,115,115,115,115,115,115,0,237,237,237,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,543,519,555,555,0
82,197,197,210,197,197,240,0,0,0,220,172,60,60,0,0,0,227,227,240,0,741,240,0,741,0,0,240,0,10,10,10,0,0,0,0,0,117,117,117,117,117,117,0,240,240,240,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,550,525,555,555,0
83,200,200,213,200,200,243,0,0,0,220,173,60,60,0,0,0,227,227,243,0,742,243,0,742,0,0,243,0,10,10,10,0,0,0,0,0,119,119,119,119,119,119,0,243,243,243,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,557,530,555,555,0
84,204,204,216,204,204,246,0,0,0,220,174,60,60,0,0,0,227,227,246,0,743,246,0,743,0,0,246,0,10,10,10,0,0,0,0,0,122,122,122,122,122,122,0,246,246,246,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,564,536,555,555,0
