#,Name,WKSMissionText,ClassJobCategory[0],ClassJobCategory[1],MissionTime,MissionReward,SilverStarRequirement,GoldStarRequirement,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSFunction,LevelGroup,Unknown0,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest,Unknown1,Unknown2
18, Long-term Storage Paper,1600,2400,18,9,0,100,0,18,160,0,0,0,67,19,0,0,0,3,0,0,1,False,False
19, Habitation Module Chairs,2700,3000,30,9,0,100,0,19,161,0,0,0,68,20,0,0,3,3,0,0,1,False,False
20, Test Material Gathering Tools,1000,1300,22,9,0,100,0,20,162,0,0,0,69,21,0,0,0,3,0,0,1,False,False
21, High-quality Rest Beds,1000,1300,24,9,0,100,0,21,163,0,0,0,70,22,0,0,0,3,0,0,1,False,False
22,High-durability Fiberboard,1800,2400,17,9,0,100,1200,22,164,0,0,0,71,23,0,1200,0,4,0,0,0,False,False
23,Premium-grade Paper,2300,3000,18,9,0,100,1200,23,165,0,0,0,72,24,0,1200,3,4,0,0,0,False,False
24,Starship Insulation,700,1000,19,9,0,100,0,24,166,0,0,0,73,25,0,1200,3,4,0,0,0,False,False
25,High Burn Charcoal,700,1000,20,9,0,100,1200,25,167,0,0,0,74,26,0,1200,3,4,0,0,0,False,False
26,Lunar Flora Test Processing,2600,3000,21,9,0,100,1200,26,168,0,0,0,75,27,0,1200,3,4,0,0,0,False,False
27,EX: Test Material Final Processing,2500,3000,22,9,0,100,1200,27,169,0,0,0,76,28,0,1100,3,5,0,0,0,False,False
28,EX: Serving Trays,840,1000,23,9,0,100,1200,28,170,0,0,0,77,29,0,1100,3,5,0,0,0,False,False
29,EX: Bunk Beds,840,1000,24,9,0,100,1200,29,171,0,0,0,78,30,0,1100,3,5,2,0,0,False,False
30,EX: Work Support Equipment,2800,3000,25,9,0,100,1200,30,172,0,0,0,79,31,0,1100,3,5,1,13,0,False,False
31,EX+: High-quality Crafting Tools,560,880,26,9,0,100,420,31,173,0,0,0,80,32,0,1000,0,6,0,14,0,False,False
32,EX+: Elevating Platforms,560,880,27,9,0,100,330,32,174,0,0,0,81,33,0,1000,0,6,0,13,0,False,False
33,Power Transmission Shafts I,2300,3000,28,9,0,100,1200,33,175,0,0,0,82,34,0,1200,3,4,0,0,0,False,False
34,EX: Power Transmission Shafts II,2500,3000,28,9,0,100,1200,34,176,0,0,33,83,35,0,1100,3,5,0,0,0,False,False
35,Specialized Materials I,1000,1600,29,9,0,100,1200,35,177,0,0,0,84,36,0,1200,0,4,0,0,0,False,False
36,EX: Specialized Materials II,1000,1600,29,9,0,100,1200,36,178,0,0,35,85,37,0,1100,0,5,0,0,0,False,False
37,EX+: Research Water Tank,1000,1600,29,9,0,100,300,37,179,0,0,36,86,38,0,1000,0,6,0,0,0,False,False
38,EX: Rest Facility Materials,850,1000,30,9,0,100,1200,38,180,0,0,0,87,39,0,1100,3,5,0,0,0,False,False
39,EX+: Rest Facility Furnishings,900,1000,30,9,0,100,240,39,181,0,0,38,88,40,0,1000,3,6,2,0,0,False,False
40,Packing Materials I,2300,3000,31,9,0,100,1200,40,182,0,0,0,89,41,0,1200,3,4,0,1,0,False,False
41,EX: Packing Materials II,2500,3000,31,9,0,100,1200,41,183,0,0,40,90,42,0,1100,3,5,1,0,0,False,False
42,EX+: Rover Packing Materials,2700,3000,31,9,0,100,270,42,184,0,0,41,91,43,0,1000,3,6,2,0,0,False,False
43,EX+: Biofuel I,980,1080,32,9,0,100,600,43,185,0,0,0,92,44,0,1000,3,6,1,7,0,False,False
44,EX+: Biofuel II,980,1080,32,9,0,100,600,44,186,0,0,43,93,45,0,1000,3,6,1,0,0,False,False
45,EX+: Biofuel III,1000,1080,32,9,0,100,420,45,187,0,0,44,94,46,0,1000,0,6,1,0,0,False,False
46, Multi-purpose Plating,1200,2400,1,10,0,100,0,46,188,0,0,0,95,47,0,0,0,1,0,0,1,False,False
47, Spare Starship Parts,1200,2400,14,10,0,100,0,47,189,0,0,0,96,48,0,0,0,1,0,0,1,False,False
48, Alloy Inspection,1200,2400,2,10,0,100,0,48,190,0,0,0,97,49,0,0,0,1,0,0,1,False,False
49, Custom Parts (Simple),1200,2400,15,10,0,100,0,49,191,0,0,0,98,50,0,0,0,1,0,0,1,False,False
50, Multi-purpose Metal Components,1200,2400,3,10,0,100,0,50,192,0,0,0,99,51,0,0,0,1,0,0,1,False,False
51, Mass-produced Necessities,1200,2400,3,10,0,100,0,51,193,0,0,0,100,52,0,0,0,1,0,0,1,False,False
52, Standardized Heavy Plating,1200,2400,1,10,0,100,0,52,194,0,0,0,101,53,0,0,0,2,0,0,1,False,False
53, Starship Shafts,1200,2400,14,10,0,100,0,53,195,0,0,0,102,54,0,0,0,2,0,0,1,False,False
54, Worker's Mining Tools,1300,3000,4,10,0,100,0,54,196,0,0,0,103,55,0,0,3,2,0,0,1,False,False
55, Standardized Alloy Rivets,700,1500,3,10,0,100,0,55,197,0,0,0,104,56,0,0,3,2,0,0,1,False,False
56, Worker's Carpentry Tools,1100,2500,4,10,0,100,0,56,198,0,0,0,105,57,0,0,3,2,0,0,1,False,False
57, Custom Parts (Intermediate),1200,2250,15,10,0,100,0,57,199,0,0,0,106,58,0,0,3,2,0,0,1,False,False
58, Insulated Equipment,700,1500,9,10,0,100,0,58,200,0,0,0,107,59,0,0,3,2,0,0,1,False,False
59, Rover Shafts,1600,2400,3,10,0,100,0,59,201,0,0,0,108,60,0,0,0,3,0,0,1,False,False
60, Standardized Light Plating,1600,2400,1,10,0,100,0,60,202,0,0,0,109,61,0,0,0,3,0,0,1,False,False
61, Worker's Smithing Tools,1700,2000,4,10,0,100,0,61,203,0,0,0,110,62,0,0,3,3,0,0,1,False,False
62, Bathing Fixtures,2700,3000,6,10,0,100,0,62,204,0,0,0,111,63,0,0,3,3,0,0,1,False,False
63, Ceruleum Stoves,1600,2400,9,10,0,100,0,63,205,0,0,0,112,64,0,0,0,3,0,0,1,False,False
64, Habitation Lighting,2700,3000,12,10,0,100,0,64,206,0,0,0,113,65,0,0,3,3,0,0,1,False,False
65, Lunar Material Tool Processing,1000,1300,4,10,0,100,0,65,207,0,0,0,114,66,0,0,0,3,0,0,1,False,False
66, Lunar Material Part Processing,1000,1300,7,10,0,100,0,66,208,0,0,0,115,67,0,0,0,3,0,0,1,False,False
67,Key Facility Plating,1800,2400,1,10,0,100,1200,67,209,0,0,0,116,68,0,2200,0,4,0,0,0,False,False
68,Rare Material Processing,2300,3000,2,10,0,100,1200,68,210,0,0,0,117,69,0,2200,3,4,0,0,0,False,False
69,Construction Necessities,700,1000,3,10,0,100,0,69,211,0,0,0,118,70,0,2200,3,4,0,0,0,False,False
70,Worker's Sheet Metal Tools,700,1000,4,10,0,100,1200,70,212,0,0,0,119,71,0,2200,3,4,0,0,0,False,False
71,Meteoric Material Test Processing,2600,3000,5,10,0,100,1200,71,213,0,0,0,120,72,0,2200,3,4,0,0,0,False,False
72,EX: Replica Far Eastern Furnishings,2500,3000,6,10,0,100,1200,72,214,0,0,0,121,73,0,2100,3,5,0,0,0,False,False
73,EX: Fine-grade Material Processing,840,1000,7,10,0,100,1200,73,215,0,0,0,122,74,0,2100,3,5,0,0,0,False,False
74,EX: Moongate Hub Equipment,840,1000,8,10,0,100,1200,74,216,0,0,0,123,75,0,2100,3,5,2,0,0,False,False
75,EX: Work Support Equipment,2800,3000,9,10,0,100,1200,75,217,0,0,0,124,76,0,2100,3,5,1,14,0,False,False
76,EX+: High-durability Material Processing,560,880,10,10,0,100,420,76,218,0,0,0,125,77,0,2000,0,6,0,13,0,False,False
77,EX+: Impact-resistant Material Processing,560,880,11,10,0,100,330,77,219,0,0,0,126,78,0,2000,0,6,0,14,0,False,False
78,Hub Furnishings and Fixtures I,2300,3000,12,10,0,100,1200,78,220,0,0,0,127,79,0,2200,3,4,0,0,0,False,False
79,EX: Hub Furnishings and Fixtures II,2500,3000,12,10,0,100,1200,79,221,0,0,78,128,80,0,2100,3,5,0,0,0,False,False
80,Specialized Materials I,1000,1600,13,10,0,100,1200,80,222,0,0,0,129,81,0,2200,0,4,0,0,0,False,False
81,EX: Specialized Materials II,1000,1600,13,10,0,100,1200,81,223,0,0,80,130,82,0,2100,0,5,0,0,0,False,False
82,EX+: Research Water Tank,1000,1600,13,10,0,100,300,82,224,0,0,81,131,83,0,2000,0,6,0,0,0,False,False
83,EX: Starship Building Materials,850,1000,14,10,0,100,1200,83,225,0,0,0,132,84,0,2100,3,5,0,0,0,False,False
84,EX+: Starship Building Material Processing,900,1000,14,10,0,100,240,84,226,0,0,83,133,85,0,2000,3,6,2,0,0,False,False
85,High-performance Drone Materials I,2300,3000,15,10,0,100,1200,85,227,0,0,0,134,86,0,2200,3,4,0,3,0,False,False
86,EX: High-performance Drone Materials II,2500,3000,15,10,0,100,1200,86,228,0,0,85,135,87,0,2100,3,5,1,0,0,False,False
87,EX+: High-performance Drones,2700,3000,15,10,0,100,270,87,229,0,0,86,136,88,0,2000,3,6,2,0,0,False,False
88,EX+: Cosmotized Equipment Materials I,980,1080,16,10,0,100,600,88,230,0,0,0,137,89,0,2000,3,6,1,9,0,False,False
89,EX+: Cosmotized Equipment Materials II,980,1080,16,10,0,100,600,89,231,0,0,88,138,90,0,2000,3,6,1,0,0,False,False
90,EX+: Cosmotized Equipment Materials III,1000,1080,16,10,0,100,420,90,232,0,0,89,139,91,0,2000,0,6,1,0,0,False,False
91, Multi-purpose Plating,1200,2400,1,11,0,100,0,91,233,0,0,0,140,92,0,0,0,1,0,0,1,False,False
92, Spare Starship Parts,1200,2400,14,11,0,100,0,92,234,0,0,0,141,93,0,0,0,1,0,0,1,False,False
93, Alloy Inspection,1200,2400,2,11,0,100,0,93,235,0,0,0,142,94,0,0,0,1,0,0,1,False,False
94, Custom Parts (Simple),1200,2400,15,11,0,100,0,94,236,0,0,0,143,95,0,0,0,1,0,0,1,False,False
95, Multi-purpose Metal Components,1200,2400,3,11,0,100,0,95,237,0,0,0,144,96,0,0,0,1,0,0,1,False,False
96, Mass-produced Necessities,1200,2400,3,11,0,100,0,96,238,0,0,0,145,97,0,0,0,1,0,0,1,False,False
97, Standardized Heavy Plating,1200,2400,1,11,0,100,0,97,239,0,0,0,146,98,0,0,0,2,0,0,1,False,False
98, Starship Shafts,1200,2400,14,11,0,100,0,98,240,0,0,0,147,99,0,0,0,2,0,0,1,False,False
99, Worker's Culinary Tools I,1300,3000,4,11,0,100,0,99,241,0,0,0,148,100,0,0,3,2,0,0,1,False,False
100, Standardized Chainmail Sheets,700,1500,3,11,0,100,0,100,242,0,0,0,149,101,0,0,3,2,0,0,1,False,False
101, Dust-filtering Equipment,1100,2500,4,11,0,100,0,101,243,0,0,0,150,102,0,0,3,2,0,0,1,False,False
102, Custom Parts (Intermediate),1200,2250,15,11,0,100,0,102,244,0,0,0,151,103,0,0,3,2,0,0,1,False,False
103, Insulated Equipment,700,1500,9,11,0,100,0,103,245,0,0,0,152,104,0,0,3,2,0,0,1,False,False
104, Rover Parts,1600,2400,3,11,0,100,0,104,246,0,0,0,153,105,0,0,0,3,0,0,1,False,False
105, Standardized Light Plating,1600,2400,1,11,0,100,0,105,247,0,0,0,154,106,0,0,0,3,0,0,1,False,False
106, Worker's Culinary Tools II,1700,2000,4,11,0,100,0,106,248,0,0,0,155,107,0,0,3,3,0,0,1,False,False
107, Beverage Stations,2700,3000,6,11,0,100,0,107,249,0,0,0,156,108,0,0,3,3,0,0,1,False,False
108, Campfire Fixtures,1600,2400,9,11,0,100,0,108,250,0,0,0,157,109,0,0,0,3,0,0,1,False,False
109, Habitation Storage,2700,3000,12,11,0,100,0,109,251,0,0,0,158,110,0,0,3,3,0,0,1,False,False
110, Lunar Material Tool Processing,1000,1300,4,11,0,100,0,110,252,0,0,0,159,111,0,0,0,3,0,0,1,False,False
111, Lunar Material Part Processing,1000,1300,7,11,0,100,0,111,253,0,0,0,160,112,0,0,0,3,0,0,1,False,False
112,Key Facility Plating,1800,2400,1,11,0,100,1200,112,254,0,0,0,161,113,0,3200,0,4,0,0,0,False,False
113,Rare Material Processing,2300,3000,2,11,0,100,1200,113,255,0,0,0,162,114,0,3200,3,4,0,0,0,False,False
114,Construction Necessities,700,1000,3,11,0,100,0,114,256,0,0,0,163,115,0,3200,3,4,0,0,0,False,False
115,High-conductivity Culinary Tools,700,1000,4,11,0,100,1200,115,257,0,0,0,164,116,0,3200,3,4,0,0,0,False,False
116,Meteoric Material Test Processing,2600,3000,5,11,0,100,1200,116,258,0,0,0,165,117,0,3200,3,4,0,0,0,False,False
117,EX: Replica Incensories,2500,3000,6,11,0,100,1200,117,259,0,0,0,166,118,0,3100,3,5,0,0,0,False,False
118,EX: Fine-grade Material Processing,840,1000,7,11,0,100,1200,118,260,0,0,0,167,119,0,3100,3,5,0,0,0,False,False
119,EX: Moongate Hub Equipment,840,1000,8,11,0,100,1200,119,261,0,0,0,168,120,0,3100,3,5,2,0,0,False,False
120,EX: Workspace Lighting,2800,3000,9,11,0,100,1200,120,262,0,0,0,169,121,0,3100,3,5,1,13,0,False,False
121,EX+: High-durability Material Processing,560,880,10,11,0,100,420,121,263,0,0,0,170,122,0,3000,0,6,0,13,0,False,False
122,EX+: Impact-resistant Material Processing,560,880,11,11,0,100,330,122,264,0,0,0,171,123,0,3000,0,6,0,14,0,False,False
123,Hub Furnishings and Fixtures I,2300,3000,12,11,0,100,1200,123,265,0,0,0,172,124,0,3200,3,4,0,0,0,False,False
124,EX: Hub Furnishings and Fixtures II,2500,3000,12,11,0,100,1200,124,266,0,0,123,173,125,0,3100,3,5,0,0,0,False,False
125,Specialized Materials I,1000,1600,13,11,0,100,1200,125,267,0,0,0,174,126,0,3200,0,4,0,0,0,False,False
126,EX: Specialized Materials II,1000,1600,13,11,0,100,1200,126,268,0,0,125,175,127,0,3100,0,5,0,0,0,False,False
127,EX+: Priority Sample Storage,1000,1600,13,11,0,100,300,127,269,0,0,126,176,128,0,3000,0,6,0,0,0,False,False
128,EX: Starship Building Materials,850,1000,14,11,0,100,1200,128,270,0,0,0,177,129,0,3100,3,5,0,0,0,False,False
129,EX+: Starship Building Material Processing,900,1000,14,11,0,100,240,129,271,0,0,128,178,130,0,3000,3,6,2,0,0,False,False
130,High-performance Drone Materials I,2300,3000,15,11,0,100,1200,130,272,0,0,0,179,131,0,3200,3,4,0,5,0,False,False
131,EX: High-performance Drone Materials II,2500,3000,15,11,0,100,1200,131,273,0,0,130,180,132,0,3100,3,5,1,0,0,False,False
132,EX+: High-performance Drones,2700,3000,15,11,0,100,270,132,274,0,0,131,181,133,0,3000,3,6,2,0,0,False,False
133,EX+: Cosmotized Equipment Materials I,980,1080,16,11,0,100,600,133,275,0,0,0,182,134,0,3000,3,6,1,11,0,False,False
134,EX+: Cosmotized Equipment Materials II,980,1080,16,11,0,100,600,134,276,0,0,133,183,135,0,3000,3,6,1,0,0,False,False
135,EX+: Cosmotized Equipment Materials III,1000,1080,16,11,0,100,420,135,277,0,0,134,184,136,0,3000,0,6,1,0,0,False,False
136, Multi-purpose Plating,1200,2400,1,12,0,100,0,136,278,0,0,0,185,137,0,0,0,1,0,0,1,False,False
137, Spare Starship Parts,1200,2400,14,12,0,100,0,137,279,0,0,0,186,138,0,0,0,1,0,0,1,False,False
138, Alloy Inspection,1200,2400,2,12,0,100,0,138,280,0,0,0,187,139,0,0,0,1,0,0,1,False,False
139, Custom Parts (Simple),1200,2400,15,12,0,100,0,139,281,0,0,0,188,140,0,0,0,1,0,0,1,False,False
140, Multi-purpose Metal Components,1200,2400,3,12,0,100,0,140,282,0,0,0,189,141,0,0,0,1,0,0,1,False,False
141, Mass-produced Necessities,1200,2400,3,12,0,100,0,141,283,0,0,0,190,142,0,0,0,1,0,0,1,False,False
142, Standardized Heavy Plating,1200,2400,1,12,0,100,0,142,284,0,0,0,191,143,0,0,0,2,0,0,1,False,False
143, Starship Shafts,1200,2400,14,12,0,100,0,143,285,0,0,0,192,144,0,0,0,2,0,0,1,False,False
144, Worker's Grinding Tools,1300,3000,4,12,0,100,0,144,286,0,0,0,193,145,0,0,3,2,0,0,1,False,False
145, Standardized Chainmail Sheets,700,1500,3,12,0,100,0,145,287,0,0,0,194,146,0,0,3,2,0,0,1,False,False
146, Eye Protection Equipment,1100,2500,4,12,0,100,0,146,288,0,0,0,195,147,0,0,3,2,0,0,1,False,False
147, Custom Parts (Intermediate),1200,2250,15,12,0,100,0,147,289,0,0,0,196,148,0,0,3,2,0,0,1,False,False
148, Heat Dissipation Equipment,700,1500,9,12,0,100,0,148,290,0,0,0,197,149,0,0,3,2,0,0,1,False,False
149, Rover Parts,1600,2400,3,12,0,100,0,149,291,0,0,0,198,150,0,0,0,3,0,0,1,False,False
150, Standardized Light Plating,1600,2400,1,12,0,100,0,150,292,0,0,0,199,151,0,0,0,3,0,0,1,False,False
151, Worker's Weaving Tools,1700,2000,4,12,0,100,0,151,293,0,0,0,200,152,0,0,3,3,0,0,1,False,False
152, Observation Devices,2700,3000,6,12,0,100,0,152,294,0,0,0,201,153,0,0,3,3,0,0,1,False,False
153, Fireplace Fixtures,1600,2400,9,12,0,100,0,153,295,0,0,0,202,154,0,0,0,3,0,0,1,False,False
154, Habitation Vanities,2700,3000,12,12,0,100,0,154,296,0,0,0,203,155,0,0,3,3,0,0,1,False,False
155, Lunar Material Tool Processing,1000,1300,4,12,0,100,0,155,297,0,0,0,204,156,0,0,0,3,0,0,1,False,False
156, Lunar Material Part Processing,1000,1300,7,12,0,100,0,156,298,0,0,0,205,157,0,0,0,3,0,0,1,False,False
157,Key Facility Plating,1800,2400,1,12,0,100,1200,157,299,0,0,0,206,158,0,4200,0,4,0,0,0,False,False
158,Rare Material Processing,2300,3000,2,12,0,100,1200,158,300,0,0,0,207,159,0,4200,3,4,0,0,0,False,False
159,Construction Necessities,700,1000,3,12,0,100,0,159,301,0,0,0,208,160,0,4200,3,4,0,0,0,False,False
160,Fine-grade Knives,700,1000,4,12,0,100,1200,160,302,0,0,0,209,161,0,4200,3,4,0,0,0,False,False
161,Meteoric Material Test Processing,2600,3000,5,12,0,100,1200,161,303,0,0,0,210,162,0,4200,3,4,0,0,0,False,False
162,EX: Replica Bathing Fixtures,2500,3000,6,12,0,100,1200,162,304,0,0,0,211,163,0,4100,3,5,0,0,0,False,False
163,EX: Fine-grade Material Processing,840,1000,7,12,0,100,1200,163,305,0,0,0,212,164,0,4100,3,5,0,0,0,False,False
164,EX: Moongate Hub Equipment,840,1000,8,12,0,100,1200,164,306,0,0,0,213,165,0,4100,3,5,2,0,0,False,False
165,EX: Work Support Mechanical Arms,2800,3000,9,12,0,100,1200,165,307,0,0,0,214,166,0,4100,3,5,1,14,0,False,False
166,EX+: High-durability Material Processing,560,880,10,12,0,100,420,166,308,0,0,0,215,167,0,4000,0,6,0,13,0,False,False
167,EX+: Impact-resistant Material Processing,560,880,11,12,0,100,330,167,309,0,0,0,216,168,0,4000,0,6,0,14,0,False,False
168,Hub Furnishings and Fixtures I,2300,3000,12,12,0,100,1200,168,310,0,0,0,217,169,0,4200,3,4,0,0,0,False,False
169,EX: Hub Furnishings and Fixtures II,2500,3000,12,12,0,100,1200,169,311,0,0,168,218,170,0,4100,3,5,0,0,0,False,False
170,Specialized Materials I,1000,1600,13,12,0,100,1200,170,312,0,0,0,219,171,0,4200,0,4,0,0,0,False,False
171,EX: Specialized Materials II,1000,1600,13,12,0,100,1200,171,313,0,0,170,220,172,0,4100,0,5,0,0,0,False,False
172,EX+: Vending Machines,1000,1600,13,12,0,100,300,172,314,0,0,171,221,173,0,4000,0,6,0,0,0,False,False
173,EX: Starship Building Materials,850,1000,14,12,0,100,1200,173,315,0,0,0,222,174,0,4100,3,5,0,0,0,False,False
174,EX+: Starship Building Material Processing,900,1000,14,12,0,100,240,174,316,0,0,173,223,175,0,4000,3,6,2,0,0,False,False
175,High-performance Drone Materials I,2300,3000,15,12,0,100,1200,175,317,0,0,0,224,176,0,4200,3,4,0,7,0,False,False
176,EX: High-performance Drone Materials II,2500,3000,15,12,0,100,1200,176,318,0,0,175,225,177,0,4100,3,5,1,0,0,False,False
177,EX+: High-performance Drones,2700,3000,15,12,0,100,270,177,319,0,0,176,226,178,0,4000,3,6,2,0,0,False,False
178,EX+: Cosmotized Equipment Materials I,980,1080,16,12,0,100,600,178,320,0,0,0,227,179,0,4000,3,6,1,1,0,False,False
179,EX+: Cosmotized Equipment Materials II,980,1080,16,12,0,100,600,179,321,0,0,178,228,180,0,4000,3,6,1,0,0,False,False
180,EX+: Cosmotized Equipment Materials III,1000,1080,16,12,0,100,420,180,322,0,0,179,229,181,0,4000,0,6,1,0,0,False,False
181, Multi-purpose Leather Straps,1200,2400,17,13,0,100,0,181,323,0,0,0,230,182,0,0,0,1,0,0,1,False,False
182, First-aid Leather,1200,2400,20,13,0,100,0,182,324,0,0,0,231,183,0,0,0,1,0,0,1,False,False
183, Gatherer's Gloves,1200,2400,22,13,0,100,0,183,325,0,0,0,232,184,0,0,0,1,0,0,1,False,False
184, Essential Research Materials,1200,2400,29,13,0,100,0,184,326,0,0,0,233,185,0,0,0,1,0,0,1,False,False
185, Work Pouches,1200,2400,20,13,0,100,0,185,327,0,0,0,234,186,0,0,0,1,0,0,1,False,False
186, Leather Room Shoes,1200,2400,19,13,0,100,0,186,328,0,0,0,235,187,0,0,0,1,0,0,1,False,False
187, Heat-resistant Leather String,1200,2400,17,13,0,100,0,187,329,0,0,0,236,188,0,0,0,2,0,0,1,False,False
188, Worker's Bags,1200,2400,20,13,0,100,0,188,330,0,0,0,237,189,0,0,0,2,0,0,1,False,False
189, Worker's Belts,1300,3000,26,13,0,100,0,189,331,0,0,0,238,190,0,0,3,2,0,0,1,False,False
190, High-grade Paper,700,1500,18,13,0,100,0,190,332,0,0,0,239,191,0,0,3,2,0,0,1,False,False
191, Sheep Rugs,1100,2500,19,13,0,100,0,191,333,0,0,0,240,192,0,0,3,2,0,0,1,False,False
192, Cosmoliner Materials,1200,2250,28,13,0,100,0,192,334,0,0,0,241,193,0,0,3,2,0,0,1,False,False
193, New Material Jackets,700,1500,22,13,0,100,0,193,335,0,0,0,242,194,0,0,3,2,0,0,1,False,False
194, Leather First-aid Bags,1600,2400,20,13,0,100,0,194,336,0,0,0,243,195,0,0,0,3,0,0,1,False,False
195, Sterile Leather String,1600,2400,17,13,0,100,0,195,337,0,0,0,244,196,0,0,0,3,0,0,1,False,False
196, High-grade Rugs,1700,2000,19,13,0,100,0,196,338,0,0,0,245,197,0,0,3,3,0,0,1,False,False
197, Transport Leather,2700,3000,31,13,0,100,0,197,339,0,0,0,246,198,0,0,3,3,0,0,1,False,False
198, Long-term Storage Paper,1600,2400,18,13,0,100,0,198,340,0,0,0,247,199,0,0,0,3,0,0,1,False,False
199, High-grade Rest Chairs,2700,3000,30,13,0,100,0,199,341,0,0,0,248,200,0,0,3,3,0,0,1,False,False
200, Test Material Gloves,1000,1300,22,13,0,100,0,200,342,0,0,0,249,201,0,0,0,3,0,0,1,False,False
201, High-grade Rest Lounges,1000,1300,24,13,0,100,0,201,343,0,0,0,250,202,0,0,0,3,0,0,1,False,False
202,High-durability Leather String,1800,2400,17,13,0,100,1200,202,344,0,0,0,251,203,0,5200,0,4,0,0,0,False,False
203,Premium-grade Paper,2300,3000,18,13,0,100,1200,203,345,0,0,0,252,204,0,5200,3,4,0,0,0,False,False
204,Research Plant Rug,700,1000,19,13,0,100,0,204,346,0,0,0,253,205,0,5200,3,4,0,0,0,False,False
205,Thermal Leather,700,1000,20,13,0,100,1200,205,347,0,0,0,254,206,0,5200,3,4,0,0,0,False,False
206,Lunar Flora Test Processing,2600,3000,21,13,0,100,1200,206,348,0,0,0,255,207,0,5200,3,4,0,0,0,False,False
207,EX: Test Material Final Processing,2500,3000,22,13,0,100,1200,207,349,0,0,0,256,208,0,5100,3,5,0,0,0,False,False
208,EX: Work Pouches,840,1000,23,13,0,100,1200,208,350,0,0,0,257,209,0,5100,3,5,0,0,0,False,False
209,EX: High-grade Sofas,840,1000,24,13,0,100,1200,209,351,0,0,0,258,210,0,5100,3,5,2,0,0,False,False
210,EX: Familiar Furnishings,2800,3000,25,13,0,100,1200,210,352,0,0,0,259,211,0,5100,3,5,1,13,0,False,False
211,EX+: Safety Shoes,560,880,26,13,0,100,420,211,353,0,0,0,260,212,0,5000,0,6,0,14,0,False,False
212,EX+: Gatherer's Overalls,560,880,27,13,0,100,330,212,354,0,0,0,261,213,0,5000,0,6,0,13,0,False,False
213,Base Supplies I,2300,3000,28,13,0,100,1200,213,355,0,0,0,262,214,0,5200,3,4,0,0,0,False,False
214,EX: Base Supplies II,2500,3000,28,13,0,100,1200,214,356,0,0,213,263,215,0,5100,3,5,0,0,0,False,False
215,Specialized Materials I,1000,1600,29,13,0,100,1200,215,357,0,0,0,264,216,0,5200,0,4,0,0,0,False,False
216,EX: Specialized Materials II,1000,1600,29,13,0,100,1200,216,358,0,0,215,265,217,0,5100,0,5,0,0,0,False,False
217,EX+: Large Research Materials,1000,1600,29,13,0,100,300,217,359,0,0,216,266,218,0,5000,0,6,0,0,0,False,False
