key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
8,"s1d2_re",1041,1,8,False,False,0,0,0,108,2,0,0,0,0,0,0,32,34,0,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Brayflox's Longstop","",2,6,284,8,7,112007,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,"w1d3_re",1267,1,9,False,False,0,0,0,108,2,0,0,0,0,0,0,35,37,0,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Sunken Temple of Qarn","",2,6,284,9,8,112009,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,"s1d3",159,1,10,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,45,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Wanderer's Palace","",2,6,284,10,13,112010,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,"r1d1_re",1042,1,11,False,False,0,0,0,108,2,0,0,0,0,0,0,41,43,0,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Stone Vigil","",2,6,284,11,10,112012,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,"w1r1_re",1303,1,12,False,False,0,0,0,108,2,0,0,0,0,0,0,38,40,0,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Cutter's Cry","",2,6,284,12,9,112011,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,"r1r1_re",1330,1,13,False,False,0,0,0,108,2,0,0,0,0,0,0,44,46,0,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Dzemael Darkhold","",2,6,284,13,11,112013,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,"f1d3",167,1,14,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,45,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Amdapor Keep","",2,6,284,14,16,112015,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,"w1d4_re",1043,1,15,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,42,60,False,True,True,False,True,True,True,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Castrum Meridianum","",2,6,284,15,14,112016,0,-1,0,True,True,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,"w1d5_re",1044,1,86,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,42,60,False,True,True,False,True,True,True,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"the Praetorium","",2,6,284,16,15,112017,0,-1,0,True,True,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,"s1d4",160,1,17,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,48,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Pharos Sirius","",2,6,284,17,17,112027,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,"w1d6",349,1,18,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,48,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Copperbell Mines (Hard)","",2,6,284,18,18,112025,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,"f1d4",350,1,19,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,48,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Haukke Manor (Hard)","",2,6,284,19,19,112026,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,"s1d6",362,1,20,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,55,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Brayflox's Longstop (Hard)","",2,6,284,20,22,112048,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,"w1d7",360,1,21,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,55,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Halatali (Hard)","",2,6,284,21,21,112049,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,"f1d5",363,1,22,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,55,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Lost City of Amdapor","",2,6,284,22,20,112042,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,"s1d5",361,1,23,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,70,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Hullbreaker Isle","",2,6,284,23,23,112058,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,"f1d6",373,1,24,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,70,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Tam–Tara Deepcroft (Hard)","",2,6,284,24,24,112059,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,"r1d2",365,1,25,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,70,110,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Stone Vigil (Hard)","",2,6,284,25,25,112060,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,"w1d8",367,1,26,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,80,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Sunken Temple of Qarn (Hard)","",2,6,284,26,28,112068,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,"r1d3_re",1062,1,27,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,80,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Snowcloak","",2,6,284,27,26,112066,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,"s1d7",387,1,28,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,80,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Sastasha (Hard)","",2,6,284,28,27,112067,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,"f1d7",189,1,29,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,90,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Amdapor Keep (Hard)","",2,6,284,29,31,112077,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,"s1d8",188,1,30,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,90,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Wanderer's Palace (Hard)","",2,6,284,30,30,112078,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,"d2d3_re",1109,1,31,False,False,1,0,0,108,2,0,0,0,0,0,0,59,60,120,150,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Great Gubal Library","",2,7,287,31,44,112091,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,"l1d1_re",1063,1,32,False,False,0,0,0,108,2,0,0,0,0,0,0,50,50,90,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Keeper of the Lake","",2,6,284,32,29,112076,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,"a2d2",420,1,33,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,145,210,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Neverreap","",2,7,287,33,46,112093,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,"r2d2_re",1066,1,34,False,False,1,0,0,108,2,0,0,0,0,0,0,57,58,115,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Vault","",2,7,287,34,43,112090,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,"a2d3",430,1,35,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,145,210,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Fractal Continuum","",2,7,287,35,47,112094,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,"r2d1",434,1,36,False,False,1,0,0,108,2,0,0,0,0,0,0,51,52,100,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Dusk Vigil","",2,7,287,36,40,112087,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,"d2d1_re",1064,1,37,False,False,1,0,0,108,2,0,0,0,0,0,0,53,54,105,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Sohm Al","",2,7,287,37,41,112088,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,"a2d1_re",1110,1,38,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,142,180,False,True,True,False,True,True,True,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"the Aetherochemical Research Facility","",2,7,287,38,45,112092,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,"d2d2_re",1065,1,39,False,False,1,0,0,108,2,0,0,0,0,0,0,55,56,110,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Aery","",2,7,287,39,42,112089,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,"s1d9",510,1,40,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,170,240,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Pharos Sirius (Hard)","",2,7,287,40,49,112117,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,"d2d4",511,1,41,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,170,240,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Saint Mocianne's Arboretum","",2,7,287,41,48,112116,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,"go001",214,1,10001,False,False,0,0,0,108,2,0,0,0,0,0,0,10,11,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Basic Training: Enemy Parties","",3,0,311,1001,1,111006,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,"go002",190,1,10002,False,False,0,0,0,108,2,0,0,0,0,0,0,10,11,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Under the Armor","",3,0,311,1002,2,111001,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,"go003",215,1,10003,False,False,0,0,0,108,2,0,0,0,0,0,0,15,16,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Basic Training: Enemy Strongholds","",3,0,311,1003,3,111007,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,"go004",216,1,10004,False,False,0,0,0,108,2,0,0,0,0,0,0,15,16,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Hero on the Half Shell","",3,0,311,1004,4,111008,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,"go005",191,1,10005,False,False,0,0,0,108,2,0,0,0,0,0,0,20,21,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Pulling Poison Posies","",3,0,311,1005,5,111002,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,"go006",192,1,10006,False,False,0,0,0,108,2,0,0,0,0,0,0,20,21,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Stinging Back","",3,0,311,1006,6,111003,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,"go007",220,1,10007,False,False,0,0,0,108,2,0,0,0,0,0,0,25,26,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"All's Well that Ends in the Well","",3,0,311,1007,7,111005,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,"go008",219,1,10008,False,False,0,0,0,108,2,0,0,0,0,0,0,25,26,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Flicking Sticks and Taking Names","",3,0,311,1008,8,111004,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,"go009",221,1,10009,False,False,0,0,0,108,2,0,0,0,0,0,0,30,31,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"More than a Feeler","",3,0,311,1009,9,111009,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,"go010",222,1,10010,False,False,0,0,0,108,2,0,0,0,0,0,0,30,31,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Annoy the Void","",3,0,311,1010,10,111010,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,"go011",223,1,10011,False,False,0,0,0,108,2,0,0,0,0,0,0,35,36,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Shadow and Claw","",3,0,311,1011,11,111011,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,"go012",298,1,10012,False,False,0,0,0,108,2,0,0,0,0,0,0,35,36,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Long Live the Queen","",3,0,311,1012,12,111012,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,"go013",299,1,10013,False,False,0,0,0,108,2,0,0,0,0,0,0,40,41,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Ward Up","",3,0,311,1013,13,111013,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,"go014",300,1,10014,False,False,0,0,0,108,3,0,0,0,0,0,0,40,41,0,0,False,False,False,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Solemn Trinity","",3,0,311,1014,14,111014,0,-1,0,True,True,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,"w1fa_re",1045,1,20001,False,False,0,0,0,108,2,0,0,0,0,0,0,20,22,0,0,False,True,True,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"the Bowl of Embers","",4,8,286,2001,1,112008,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,"s1fa_re",1046,1,20002,False,False,0,0,0,108,2,0,0,0,0,0,0,34,36,0,0,False,True,True,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"the Navel","",4,8,286,2002,2,112018,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,"r1fa_re",1047,1,20003,False,False,0,0,0,108,2,0,0,0,0,0,0,44,46,0,0,False,True,True,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"the Howling Eye","",4,8,286,2003,3,112019,0,-1,0,True,True,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
