#,GatheringPointBase,GatheringPointBonus[0],GatheringPointBonus[1],TerritoryType,PlaceName,GatheringSubCategory,Type,Unknown0,Count,Unknown1
30081,12,0,0,154,83,0,1,0,4,False
30082,13,0,0,154,83,0,1,0,4,False
30083,31,0,0,135,164,0,1,0,4,False
30084,31,17,0,135,164,0,1,0,4,False
30085,31,0,0,135,164,0,1,0,4,False
30086,175,10,0,141,247,0,1,0,4,False
30087,175,0,0,141,247,0,1,0,4,False
30088,175,20,0,141,247,0,1,0,4,False
30089,175,0,0,141,247,0,1,0,4,False
30090,33,8,0,141,248,0,1,0,4,False
30091,33,0,0,141,248,0,1,0,4,False
30092,33,18,0,141,248,0,1,0,4,False
30093,33,0,0,141,248,0,1,0,4,False
30094,34,8,0,135,165,0,1,0,4,False
30095,34,0,0,135,165,0,1,0,4,False
30096,34,18,0,135,165,0,1,0,4,False
30097,34,0,0,135,165,0,1,0,4,False
30098,35,8,0,138,171,0,1,0,4,False
30099,35,0,0,138,171,0,1,0,4,False
30100,35,18,0,138,171,0,1,0,4,False
30101,35,0,0,138,171,0,1,0,4,False
30102,38,8,0,145,251,0,1,0,4,False
30103,38,0,0,145,251,0,1,0,4,False
30104,38,18,0,145,251,0,1,0,4,False
30105,47,9,0,153,78,0,1,0,4,False
30106,47,0,0,153,78,0,1,0,4,False
30107,47,19,0,153,78,0,1,0,4,False
30108,48,9,0,153,78,0,1,0,4,False
30109,48,0,0,153,78,0,1,0,4,False
30110,48,19,0,153,78,0,1,0,4,False
30111,49,12,0,153,82,0,1,0,4,False
30112,49,0,0,153,82,0,1,0,4,False
30113,49,22,0,153,82,0,1,0,4,False
30114,38,0,0,145,251,0,1,0,4,False
30115,39,8,0,138,170,0,1,0,4,False
30116,39,0,0,138,170,0,1,0,4,False
30117,39,18,0,138,170,0,1,0,4,False
30118,39,0,0,138,170,0,1,0,4,False
30119,40,9,0,145,250,0,1,0,4,False
30120,63,0,0,1,0,0,3,0,6,False
30121,63,0,0,1,0,0,3,0,6,False
30122,63,0,0,1,0,0,3,0,6,False
30123,63,84,0,1,0,0,3,0,6,False
30124,63,0,0,1,0,0,3,0,6,False
30125,63,0,0,1,0,0,3,0,6,False
30126,63,0,0,1,0,0,3,0,6,False
30127,63,0,0,1,0,0,3,0,6,False
30128,63,85,0,1,0,0,3,0,6,False
30129,63,0,0,1,0,0,3,0,6,False
30130,64,0,0,1,0,0,3,0,6,False
30131,64,0,0,1,0,0,3,0,6,False
30132,64,0,0,1,0,0,3,0,6,False
30133,64,86,0,1,0,0,3,0,6,False
30134,65,0,0,1,0,0,3,0,6,False
30135,65,0,0,1,0,0,3,0,6,False
30136,65,0,0,1,0,0,3,0,6,False
30137,65,87,0,1,0,0,3,0,6,False
30138,66,0,0,1,0,0,3,0,6,False
30139,66,0,0,1,0,0,3,0,6,False
30140,66,0,0,1,0,0,3,0,6,False
30141,66,0,0,1,0,0,3,0,6,False
30142,67,0,0,1,0,0,3,0,6,False
30143,67,0,0,1,0,0,3,0,6,False
30144,40,0,0,145,250,0,1,0,4,False
30145,173,10,0,1,70,0,1,0,4,False
30146,173,20,0,148,70,0,1,0,4,False
30147,173,0,0,148,70,0,1,0,4,False
30148,40,19,0,145,250,0,1,0,4,False
30149,40,0,0,145,250,0,1,0,4,False
30150,41,9,0,139,174,0,1,0,4,False
30151,41,0,0,139,174,0,1,0,4,False
30152,51,0,0,1,0,0,3,0,6,False
30153,51,0,0,1,0,0,3,0,6,False
30154,51,0,0,1,0,0,3,0,6,False
30155,51,0,0,1,0,0,3,0,6,False
30156,51,0,0,1,0,0,3,0,6,False
30157,51,0,0,1,0,0,3,0,6,False
30158,51,0,0,1,0,0,3,0,6,False
30159,51,0,0,1,0,0,3,0,6,False
30160,51,0,0,1,0,0,3,0,6,False
30161,51,0,0,1,0,0,3,0,6,False
30162,52,0,0,1,0,0,3,0,6,False
30163,52,0,0,1,0,0,3,0,6,False
30164,52,0,0,1,0,0,3,0,6,False
30165,52,0,0,1,0,0,3,0,6,False
30166,52,0,0,1,0,0,3,0,6,False
30167,52,0,0,1,0,0,3,0,6,False
30168,52,0,0,1,0,0,3,0,6,False
30169,52,0,0,1,0,0,3,0,6,False
30170,52,0,0,1,0,0,3,0,6,False
30171,52,0,0,1,0,0,3,0,6,False
30172,53,0,0,1,0,0,3,0,6,False
30173,53,0,0,1,0,0,3,0,6,False
30174,53,0,0,1,0,0,3,0,6,False
30175,53,92,0,1,0,0,3,0,6,False
30176,54,0,0,1,0,0,3,0,6,False
30177,54,0,0,1,0,0,3,0,6,False
30178,54,0,0,1,0,0,3,0,6,False
30179,54,93,0,1,0,0,3,0,6,False
30180,55,0,0,1,0,0,3,0,6,False
30181,55,0,0,1,0,0,3,0,6,False
30182,55,0,0,1,0,0,3,0,6,False
30183,55,0,0,1,0,0,3,0,6,False
30184,55,0,0,1,0,0,3,0,6,False
30185,55,0,0,1,0,0,3,0,6,False
30186,55,0,0,1,0,0,3,0,6,False
30187,55,0,0,1,0,0,3,0,6,False
30188,55,0,0,1,0,0,3,0,6,False
30189,55,0,0,1,0,0,3,0,6,False
30190,56,0,0,1,0,0,3,0,6,False
30191,56,0,0,1,0,0,3,0,6,False
30192,56,0,0,1,0,0,3,0,6,False
30193,56,0,0,1,0,0,3,0,6,False
30194,56,0,0,1,0,0,3,0,6,False
30195,56,0,0,1,0,0,3,0,6,False
30196,56,0,0,1,0,0,3,0,6,False
30197,56,0,0,1,0,0,3,0,6,False
30198,56,0,0,1,0,0,3,0,6,False
30199,56,0,0,1,0,0,3,0,6,False
30200,57,0,0,1,0,0,3,0,6,False
30201,57,0,0,1,0,0,3,0,6,False
30202,57,0,0,1,0,0,3,0,6,False
30203,57,94,0,1,0,0,3,0,6,False
30204,58,0,0,1,0,0,3,0,6,False
30205,58,0,0,1,0,0,3,0,6,False
30206,58,0,0,1,0,0,3,0,6,False
30207,58,0,0,1,0,0,3,0,6,False
30208,58,0,0,1,0,0,3,0,6,False
30209,58,0,0,1,0,0,3,0,6,False
30210,58,0,0,1,0,0,3,0,6,False
30211,58,0,0,1,0,0,3,0,6,False
30212,58,0,0,1,0,0,3,0,6,False
30213,58,0,0,1,0,0,3,0,6,False
30214,59,0,0,1,0,0,3,0,6,False
30215,59,0,0,1,0,0,3,0,6,False
30216,59,0,0,1,0,0,3,0,6,False
30217,59,95,0,1,0,0,3,0,6,False
30218,59,0,0,1,0,0,3,0,6,False
30219,59,0,0,1,0,0,3,0,6,False
30220,59,0,0,1,0,0,3,0,6,False
30221,59,0,0,1,0,0,3,0,6,False
30222,59,96,0,1,0,0,3,0,6,False
30223,59,0,0,1,0,0,3,0,6,False
30224,60,0,0,1,0,0,3,0,6,False
30225,60,0,0,1,0,0,3,0,6,False
30226,60,0,0,1,0,0,3,0,6,False
30227,60,97,0,1,0,0,3,0,6,False
30228,60,0,0,1,0,0,3,0,6,False
30229,60,0,0,1,0,0,3,0,6,False
30230,60,0,0,1,0,0,3,0,6,False
30231,60,0,0,1,0,0,3,0,6,False
30232,60,98,0,1,0,0,3,0,6,False
30233,60,0,0,1,0,0,3,0,6,False
30234,61,0,0,1,0,0,3,0,6,False
30235,61,0,0,1,0,0,3,0,6,False
30236,61,0,0,1,0,0,3,0,6,False
30237,61,99,0,1,0,0,3,0,6,False
30238,62,0,0,1,0,0,3,0,6,False
30239,62,0,0,1,0,0,3,0,6,False
30240,62,0,0,1,0,0,3,0,6,False
30241,62,0,0,1,0,0,3,0,6,False
30242,62,0,0,1,0,0,3,0,6,False
30243,62,0,0,1,0,0,3,0,6,False
30244,62,0,0,1,0,0,3,0,6,False
30245,62,0,0,1,0,0,3,0,6,False
30246,68,0,0,1,0,0,3,0,6,False
30247,68,0,0,1,0,0,3,0,6,False
30248,68,0,0,1,0,0,3,0,6,False
30249,68,100,0,1,0,0,3,0,6,False
30250,68,0,0,1,0,0,3,0,6,False
30251,68,0,0,1,0,0,3,0,6,False
30252,68,0,0,1,0,0,3,0,6,False
30253,68,0,0,1,0,0,3,0,6,False
30254,68,101,0,1,0,0,3,0,6,False
30255,68,0,0,1,0,0,3,0,6,False
30256,69,0,0,1,0,0,3,0,6,False
30257,69,0,0,1,0,0,3,0,6,False
30258,69,0,0,1,0,0,3,0,6,False
30259,69,102,0,1,0,0,3,0,6,False
30260,70,0,0,1,0,0,3,0,6,False
30261,70,0,0,1,0,0,3,0,6,False
30262,70,0,0,1,0,0,3,0,6,False
30263,70,103,0,1,0,0,3,0,6,False
30264,71,0,0,1,0,0,3,0,6,False
30265,71,0,0,1,0,0,3,0,6,False
30266,71,0,0,1,0,0,3,0,6,False
30267,71,0,0,1,0,0,3,0,6,False
30268,71,0,0,1,0,0,3,0,6,False
30269,71,0,0,1,0,0,3,0,6,False
30270,71,0,0,1,0,0,3,0,6,False
30271,71,0,0,1,0,0,3,0,6,False
30272,71,0,0,1,0,0,3,0,6,False
30273,71,0,0,1,0,0,3,0,6,False
30274,72,0,0,1,0,0,3,0,6,False
30275,72,0,0,1,0,0,3,0,6,False
30276,72,0,0,1,0,0,3,0,6,False
30277,72,104,0,1,0,0,3,0,6,False
30278,73,0,0,1,0,0,3,0,6,False
30279,73,0,0,1,0,0,3,0,6,False
30280,73,0,0,1,0,0,3,0,6,False
30281,73,0,0,1,0,0,3,0,6,False
30282,73,105,0,1,0,0,3,0,6,False
30283,73,0,0,1,0,0,3,0,6,False
30284,74,0,0,1,0,0,3,0,6,False
30285,74,0,0,1,0,0,3,0,6,False
30286,74,0,0,1,0,0,3,0,6,False
30287,74,106,0,1,0,0,3,0,6,False
30288,75,0,0,1,0,0,3,0,6,False
30289,75,0,0,1,0,0,3,0,6,False
30290,75,0,0,1,0,0,3,0,6,False
30291,75,0,0,1,0,0,3,0,6,False
30292,75,0,0,1,0,0,3,0,6,False
30293,75,0,0,1,0,0,3,0,6,False
30294,75,0,0,1,0,0,3,0,6,False
30295,75,0,0,1,0,0,3,0,6,False
30296,75,0,0,1,0,0,3,0,6,False
30297,75,0,0,1,0,0,3,0,6,False
30298,76,0,0,1,0,0,3,0,6,False
30299,76,0,0,1,0,0,3,0,6,False
30300,76,0,0,1,0,0,3,0,6,False
30301,76,0,0,1,0,0,3,0,6,False
30302,76,0,0,1,0,0,3,0,6,False
30303,76,0,0,1,0,0,3,0,6,False
30304,76,0,0,1,0,0,3,0,6,False
30305,76,0,0,1,0,0,3,0,6,False
30306,76,0,0,1,0,0,3,0,6,False
30307,76,0,0,1,0,0,3,0,6,False
30308,41,19,0,139,174,0,1,0,4,False
30309,15,0,0,154,83,0,1,0,4,False
30310,17,0,0,148,70,0,1,0,4,False
30311,22,0,0,152,74,0,1,0,4,False
30312,173,0,0,148,70,0,1,0,4,False
30313,23,0,0,152,74,0,1,0,4,False
30314,24,0,0,153,78,0,1,0,4,False
30315,41,0,0,139,174,0,1,0,4,False
30316,26,0,0,154,85,0,1,0,4,False
30317,27,0,0,153,81,0,1,0,4,False
30318,28,0,0,153,79,0,1,0,4,False
30319,29,0,0,153,79,0,1,0,4,False
30320,19,0,0,148,70,0,1,0,4,False
30321,139,10,0,134,163,0,1,0,4,False
30322,139,0,0,134,163,0,1,0,4,False
30323,139,20,0,134,163,0,1,0,4,False
30324,139,0,0,134,163,0,1,0,4,False
30325,165,10,0,153,78,0,1,0,4,False
30326,165,0,0,153,78,0,1,0,4,False
30327,165,20,0,153,78,0,1,0,4,False
30328,165,0,0,153,78,0,1,0,4,False
30329,171,10,0,154,84,0,1,0,4,False
30330,171,0,0,154,84,0,1,0,4,False
30331,171,20,0,154,84,0,1,0,4,False
30332,171,0,0,154,84,0,1,0,4,False
30333,133,11,0,146,254,0,1,0,4,False
30334,133,0,0,146,254,0,1,0,4,False
30335,133,21,0,146,254,0,1,0,4,False
30336,133,0,0,146,254,0,1,0,4,False
30337,134,11,0,137,167,0,1,0,4,False
30338,134,0,0,137,167,0,1,0,4,False
30339,134,21,0,137,167,0,1,0,4,False
30340,134,0,0,137,167,0,1,0,4,False
30341,188,12,0,1,0,0,1,0,4,False
30342,188,0,0,1,0,0,1,0,4,False
30343,188,22,0,1,0,0,1,0,4,False
30344,188,0,0,1,0,0,1,0,4,False
30345,195,12,0,1,0,0,1,0,4,False
30346,195,0,0,1,0,0,1,0,4,False
30347,195,22,0,1,0,0,1,0,4,False
30348,195,0,0,1,0,0,1,0,4,False
30349,137,12,0,137,168,0,1,0,4,False
30350,137,0,0,137,168,0,1,0,4,False
30351,137,22,0,137,168,0,1,0,4,False
30352,137,0,0,137,168,0,1,0,4,False
30353,184,10,0,137,167,0,1,0,4,False
30354,184,0,0,137,167,0,1,0,4,False
30355,184,20,0,137,167,0,1,0,4,False
30356,184,0,0,137,167,0,1,0,4,False
30357,140,12,0,153,79,0,1,0,4,False
30358,140,0,0,153,79,0,1,0,4,False
30359,140,22,0,153,79,0,1,0,4,False
30360,140,0,0,153,79,0,1,0,4,False
30361,141,12,0,137,168,0,1,0,4,False
30362,141,0,0,137,168,0,1,0,4,False
30363,141,22,0,137,168,0,1,0,4,False
30364,141,0,0,137,168,0,1,0,4,False
30365,142,13,0,155,383,0,1,0,4,False
30366,142,0,0,155,383,0,1,0,4,False
30367,142,23,0,155,383,0,1,0,4,False
30368,142,0,0,155,383,0,1,0,4,False
30369,143,13,0,139,177,0,1,0,4,False
30370,143,0,0,139,177,0,1,0,4,False
30371,143,23,0,139,177,0,1,0,4,False
30372,143,0,0,139,177,0,1,0,4,False
30373,197,14,0,134,162,0,1,0,4,False
30374,197,0,0,134,162,0,1,0,4,False
30375,197,24,0,134,162,0,1,0,4,False
30376,197,0,0,134,162,0,1,0,4,False
30377,196,12,0,1,0,0,1,0,4,False
30378,196,0,0,1,0,0,1,0,4,False
30379,196,22,0,1,0,0,1,0,4,False
30380,196,0,0,1,0,0,1,0,4,False
30381,198,14,0,137,168,0,1,0,4,False
30382,198,0,0,137,168,0,1,0,4,False
30383,198,24,0,137,168,0,1,0,4,False
30384,198,0,0,137,168,0,1,0,4,False
30385,147,14,0,152,75,0,1,0,4,False
30386,147,0,0,152,75,0,1,0,4,False
30387,147,24,0,152,75,0,1,0,4,False
30388,147,0,0,152,75,0,1,0,4,False
30389,148,6,0,141,247,0,1,0,4,False
30390,148,0,0,141,247,0,1,0,4,False
30391,148,16,0,141,247,0,1,0,4,False
30392,148,0,0,141,247,0,1,0,4,False
30393,149,14,0,146,257,0,1,0,4,False
30394,149,0,0,146,257,0,1,0,4,False
30395,149,24,0,146,257,0,1,0,4,False
30396,149,0,0,146,257,0,1,0,4,False
30397,46,13,0,139,177,0,1,0,4,False
30398,46,0,0,139,177,0,1,0,4,False
30399,46,23,0,139,177,0,1,0,4,False
30400,46,0,0,139,177,0,1,0,4,False
30401,151,14,0,140,266,0,1,0,4,False
30402,151,0,0,140,266,0,1,0,4,False
30403,151,24,0,140,266,0,1,0,4,False
30404,151,0,0,140,266,0,1,0,4,False
30405,152,6,0,154,83,0,1,0,4,False
30406,152,0,0,154,83,0,1,0,4,False
30407,152,16,0,154,83,0,1,0,4,False
30408,152,0,0,154,83,0,1,0,4,False
30409,153,5,0,141,247,0,1,0,4,False
30410,153,0,0,141,247,0,1,0,4,False
30411,153,15,0,141,247,0,1,0,4,False
30412,153,0,0,141,247,0,1,0,4,False
30413,154,5,0,140,243,0,1,0,4,False
30414,154,0,0,140,243,0,1,0,4,False
30415,154,15,0,140,243,0,1,0,4,False
30416,154,0,0,140,243,0,1,0,4,False
30417,155,6,0,141,248,0,1,0,4,False
30418,155,0,0,141,248,0,1,0,4,False
30419,155,16,0,141,248,0,1,0,4,False
30420,155,0,0,141,248,0,1,0,4,False
30421,156,6,0,140,243,0,1,0,4,False
30422,156,0,0,140,243,0,1,0,4,False
30423,156,16,0,140,243,0,1,0,4,False
30424,156,0,0,140,243,0,1,0,4,False
30425,157,5,0,141,247,0,1,0,4,False
30426,157,0,0,141,247,0,1,0,4,False
30427,157,15,0,141,247,0,1,0,4,False
30428,157,0,0,141,247,0,1,0,4,False
30429,158,7,0,140,244,0,1,0,4,False
30430,158,0,0,140,244,0,1,0,4,False
30431,158,17,0,140,244,0,1,0,4,False
30432,158,0,0,140,244,0,1,0,4,False
30433,159,7,0,140,244,0,1,0,4,False
30434,159,0,0,140,244,0,1,0,4,False
30435,159,17,0,140,244,0,1,0,4,False
30436,159,0,0,140,244,0,1,0,4,False
30437,160,8,0,145,250,0,1,0,4,False
30438,160,0,0,145,250,0,1,0,4,False
30439,160,18,0,145,250,0,1,0,4,False
30440,160,0,0,145,250,0,1,0,4,False
30441,161,8,0,138,171,0,1,0,4,False
30442,161,0,0,138,171,0,1,0,4,False
30443,161,18,0,138,171,0,1,0,4,False
30444,161,0,0,138,171,0,1,0,4,False
30445,204,10,0,140,264,0,1,0,4,False
30446,204,0,0,140,264,0,1,0,4,False
30447,204,20,0,140,264,0,1,0,4,False
30448,204,0,0,140,264,0,1,0,4,False
30449,206,5,0,156,413,0,1,0,4,False
30450,206,0,0,156,413,0,1,0,4,False
30451,206,15,0,156,413,0,1,0,4,False
30452,206,0,0,156,413,0,1,0,4,False
30453,164,8,0,134,163,0,1,0,4,False
30454,164,0,0,134,163,0,1,0,4,False
30455,164,18,0,134,163,0,1,0,4,False
30456,164,0,0,134,163,0,1,0,4,False
30457,166,8,0,138,171,0,1,0,4,False
30458,166,0,0,138,171,0,1,0,4,False
30459,166,18,0,138,171,0,1,0,4,False
30460,166,0,0,138,171,0,1,0,4,False
30461,47,0,0,153,78,0,1,0,4,False
30462,48,0,0,153,78,0,1,0,4,False
30463,167,9,0,139,174,0,1,0,4,False
30464,167,0,0,139,174,0,1,0,4,False
30465,167,19,0,139,174,0,1,0,4,False
30466,167,0,0,139,174,0,1,0,4,False
30467,168,10,0,145,252,0,1,0,4,False
30468,168,0,0,145,252,0,1,0,4,False
30469,168,20,0,145,252,0,1,0,4,False
30470,168,0,0,145,252,0,1,0,4,False
30471,169,10,0,146,257,0,1,0,4,False
30472,169,0,0,146,257,0,1,0,4,False
30473,169,20,0,146,257,0,1,0,4,False
30474,169,0,0,146,257,0,1,0,4,False
30475,200,10,0,152,74,0,1,0,4,False
30476,200,0,0,152,74,0,1,0,4,False
30477,200,20,0,152,74,0,1,0,4,False
30478,200,0,0,152,74,0,1,0,4,False
30479,201,10,0,145,252,0,1,0,4,False
30480,201,0,0,145,252,0,1,0,4,False
30481,201,20,0,145,252,0,1,0,4,False
30482,201,0,0,145,252,0,1,0,4,False
30483,202,10,0,146,254,0,1,0,4,False
30484,202,0,0,146,254,0,1,0,4,False
30485,202,20,0,146,254,0,1,0,4,False
30486,202,0,0,146,254,0,1,0,4,False
30487,176,10,0,139,174,0,1,0,4,False
30488,176,0,0,139,174,0,1,0,4,False
30489,176,20,0,139,174,0,1,0,4,False
30490,176,0,0,139,174,0,1,0,4,False
30491,177,11,0,146,257,0,1,0,4,False
30492,177,0,0,146,257,0,1,0,4,False
30493,177,21,0,146,257,0,1,0,4,False
30494,177,0,0,146,257,0,1,0,4,False
30495,178,11,0,148,71,0,1,0,4,False
30496,178,0,0,148,71,0,1,0,4,False
30497,178,21,0,148,71,0,1,0,4,False
30498,178,0,0,148,71,0,1,0,4,False
30499,179,11,0,137,167,0,1,0,4,False
30500,179,0,0,137,167,0,1,0,4,False
30501,179,21,0,137,167,0,1,0,4,False
30502,179,0,0,137,167,0,1,0,4,False
30503,49,0,0,153,82,0,1,0,4,False
30504,180,12,0,155,380,0,1,0,4,False
30505,180,0,0,155,380,0,1,0,4,False
30506,180,22,0,155,380,0,1,0,4,False
30507,180,0,0,155,380,0,1,0,4,False
30508,208,5,0,155,383,0,1,0,4,False
30509,208,0,0,155,383,0,1,0,4,False
30510,208,15,0,155,383,0,1,0,4,False
30511,208,0,0,155,383,0,1,0,4,False
30512,207,12,0,1,0,0,1,0,4,False
30513,207,0,0,1,0,0,1,0,4,False
30514,207,22,0,1,0,0,1,0,4,False
30515,207,0,0,1,0,0,1,0,4,False
30516,203,10,0,135,165,0,1,0,4,False
30517,203,0,0,135,165,0,1,0,4,False
30518,203,20,0,135,165,0,1,0,4,False
30519,203,0,0,135,165,0,1,0,4,False
30520,185,13,0,145,250,0,1,0,4,False
30521,185,0,0,145,250,0,1,0,4,False
30522,185,23,0,145,250,0,1,0,4,False
30523,185,0,0,145,250,0,1,0,4,False
30524,186,13,0,139,177,0,1,0,4,False
30525,186,0,0,139,177,0,1,0,4,False
30526,186,23,0,139,177,0,1,0,4,False
30527,186,0,0,139,177,0,1,0,4,False
30528,187,6,0,135,165,0,1,0,4,False
30529,187,0,0,135,165,0,1,0,4,False
30530,187,16,0,135,165,0,1,0,4,False
30531,187,0,0,135,165,0,1,0,4,False
30532,20,12,0,147,258,0,1,0,4,False
30533,20,0,0,147,258,0,1,0,4,False
30534,20,22,0,147,258,0,1,0,4,False
30535,20,0,0,147,258,0,1,0,4,False
30536,189,14,0,147,258,0,1,0,4,False
30537,189,0,0,147,258,0,1,0,4,False
30538,189,24,0,147,258,0,1,0,4,False
30539,189,0,0,147,258,0,1,0,4,False
30540,190,8,0,154,84,0,1,0,4,False
30541,190,0,0,154,84,0,1,0,4,False
30542,190,18,0,154,84,0,1,0,4,False
30543,190,0,0,154,84,0,1,0,4,False
30544,209,14,0,152,75,0,1,0,4,False
30545,209,0,0,152,75,0,1,0,4,False
30546,209,24,0,152,75,0,1,0,4,False
30547,209,0,0,152,75,0,1,0,4,False
30548,210,14,0,138,170,0,1,0,4,False
30549,210,0,0,138,170,0,1,0,4,False
30550,210,24,0,138,170,0,1,0,4,False
30551,210,0,0,138,170,0,1,0,4,False
30552,150,14,0,135,166,0,1,0,4,False
30553,150,0,0,135,166,0,1,0,4,False
30554,150,24,0,135,166,0,1,0,4,False
30555,150,0,0,135,166,0,1,0,4,False
30556,194,7,0,141,248,0,1,0,4,False
30557,194,0,0,141,248,0,1,0,4,False
30558,194,17,0,141,248,0,1,0,4,False
30559,194,0,0,141,248,0,1,0,4,False
30560,77,0,0,1,0,0,3,0,6,False
30561,77,0,0,1,0,0,3,0,6,False
30562,77,0,0,1,0,0,3,0,6,False
30563,77,259,0,1,0,0,3,0,6,False
30564,77,0,0,1,0,0,3,0,6,False
30565,77,0,0,1,0,0,3,0,6,False
30566,77,0,0,1,0,0,3,0,6,False
30567,77,0,0,1,0,0,3,0,6,False
30568,77,260,0,1,0,0,3,0,6,False
30569,77,0,0,1,0,0,3,0,6,False
30570,78,0,0,1,0,0,3,0,6,False
30571,78,0,0,1,0,0,3,0,6,False
30572,78,0,0,1,0,0,3,0,6,False
30573,78,261,0,1,0,0,3,0,6,False
30574,79,0,0,1,0,0,3,0,6,False
30575,79,0,0,1,0,0,3,0,6,False
30576,79,0,0,1,0,0,3,0,6,False
30577,79,0,0,1,0,0,3,0,6,False
30578,79,0,0,1,0,0,3,0,6,False
30579,79,0,0,1,0,0,3,0,6,False
30580,79,0,0,1,0,0,3,0,6,False
30581,79,0,0,1,0,0,3,0,6,False
30582,79,0,0,1,0,0,3,0,6,False
30583,79,0,0,1,0,0,3,0,6,False
30584,80,0,0,1,0,0,3,0,6,False
30585,80,0,0,1,0,0,3,0,6,False
30586,80,0,0,1,0,0,3,0,6,False
30587,80,0,0,1,0,0,3,0,6,False
30588,80,0,0,1,0,0,3,0,6,False
30589,80,0,0,1,0,0,3,0,6,False
30590,80,0,0,1,0,0,3,0,6,False
30591,80,0,0,1,0,0,3,0,6,False
30592,80,0,0,1,0,0,3,0,6,False
30593,80,0,0,1,0,0,3,0,6,False
30594,81,0,0,1,0,0,3,0,6,False
30595,81,0,0,1,0,0,3,0,6,False
30596,81,0,0,1,0,0,3,0,6,False
30597,81,262,0,1,0,0,3,0,6,False
30598,81,0,0,1,0,0,3,0,6,False
30599,81,0,0,1,0,0,3,0,6,False
30600,81,0,0,1,0,0,3,0,6,False
30601,81,0,0,1,0,0,3,0,6,False
