#,Unknown0,Unknown1,Unknown2
4400,Conflict:,Be magnanimous in thine encounters.,True
4401,,Apprehension shall beget failure. Take to battle with naught save complete resolve.,True
4402,,Victory must not be rushed. Allow it to come in due course.,True
4403,,"Even in victory, thy heart's desire shall elude thee. Perseverance is the key.",True
4404,,"Even in victory, thy heart's desire shall elude thee. Perseverance is the key.",True
4405,,,False
4406,,,False
4500,Favor:,"Like unto the Destroyer's bolt, misfortune may strike without warning. Be ever prepared.",True
4501,,"To defeat adversity as unassailable as the Fury's shield, thou must strike with resolve unwavering.",True
4502,,"To triumph over foes as ferocious as the Lover's loyal hound, thou must devise a stratagem.",True
4503,,"To rise above hardship as tumultuous as the Navigator's raging waves, thou must bide thy time.",True
4504,,"To resolve dilemmas as confounding as the Scholar's scrolls, thou must seek new wisdom.",True
5100,Adventure:,Thou shalt not be blessed with the weather. Abide in patience.,True
5101,,Be alert lest a celebration pass thee by.,True
5102,,"Thou shalt be made to wait to sally forth. With apologies, pray abide in patience.",True
5103,,"Think upon thy daily conduct, lest thou be incarcerated.",True
5104,,"Beware the shooting star, for it bringeth destruction.",True
5105,,Fortune favors those who brave the shadows.,True
5106,,"Hearken back to journeys past, for thy memories shall be thy strength.",True
5200,Relationships:,Thou shalt hear from the object of thine affection. Choose well thy words.,True
5201,,The flower is beyond thy reach. Seek it to thy sorrow.,True
5202,,"Pursue not deeply, lest thou be bogged in a mire.",True
5203,,That which is said cannot be unsaid. Mind thy words.,True
5204,,Thou standest at a precipice. Act in good faith.,True
5205,,Resign thyself not to disharmony. Dialogue fosters understanding.,True
5206,,Vanity is the enemy of reputation. Stay true to thyself.,True
5300,Prosperity:,"The greater thy desire, the smaller the prize. Clear thy mind.",True
5301,,A thief's map shall avail you not. Turn instead to that of thine allies.,True
5302,,Seek not profit in gilded halls. Let the amusement be its own reward.,True
5303,,"The mightier the materia, the greater the risk. Purify thyself.",True
5304,,Now is not the time to collect tomestones.,True
5305,,Thy belongings shall be borne away. Hasten thou home.,True
5306,,Much wilt thou spend at the market. By thine own efforts seek gain.,True
5400,Conflict:,A dull blade is quick to break. Hone thyself well.,True
5401,,"Cast aside idle thoughts, and focus wholly on that which requireth thine attention.",True
5402,,"Shouldst thou struggle to advance, look to a different path.",True
5403,,"In times of trial, allies must turn to each other for strength.",True
5404,,A dull blade is quick to break. Hone thyself well.,True
5405,,,False
5406,,,False
5500,Favor:,"Shouldst thou pursue forbidden love like unto the Spinner, thou shalt walk the path of destruction.",True
5501,,"Shouldst thou abide in duplicity like unto the Traders, thou shalt be lost to trust.",True
5502,,"Unless thou castest aside thine anger like unto the Matron, thou shalt know no respite from conflict.",True
5503,,"Unless thou embrace order like unto the Keeper, thy difficulties shall become graver still.",True
5504,,"Shouldst thou cling to thine audacity like unto the Warden, thou shalt scorch those around thee.",True
