#,Unknown0,Unknown1,Unknown2,Unknown3,Pet,Action,Location,Unknown7,Unknown8,Unknown9,LocationKey,Unknown11[0],Unknown11[1],Unknown11[2],Unknown11[3],Unknown11[4],Unknown11[5],Unknown11[6],Unknown11[7],Unknown11[8],Unknown11[9],Unknown11[10],Unknown11[11],Unknown11[12],Unknown11[13],Unknown11[14],Unknown11[15]
18,"Considered a type of golem, a dullahan is a hulking suit of animated armor. While some believe they were created by mages of eld as implacable servants, others posit they once clad men whose souls now inhabit the empty shell. Yet another theory claims they are simply vessels for voidsent─any and all postulations may prove true.",Delivers a slashing physical attack.,Increases physical damage dealt by allies.,242018,65,45186,7,7,15,2,2,97,97,97,97,97,False,False,False,True,False,False,False,False,False,False,False
19,"These leathery-winged cloudkin make their homes in the dark recesses of caves and tree hollows, hanging dormant during the day and venturing forth in the hours of twilight. Bats are known to feed on insects, fruit, or even blood, and their feces have been long valued as fuel and fertilizer.",Deals unaspected damage that generates beastmaster HP.,"Deals unaspected damage, reduces enemy accuracy, and removes a status ailment from allies.",242019,66,49689,31,3,16,2,1,94,94,94,94,94,False,False,False,False,True,False,False,False,False,False,False
20,"Flying traps assume the guise of vivid flowers to attract large insects in forests and grasslands. Once prey makes contact, they become stuck to the flying trap's leaves and subsequently impaled and drained by the roots. Fools who blithely use this seedkin as decoration are generally devoured by their houseplant.",Deals wind-aspected damage that knocks back and poisons enemies.,Deals unaspected damage and increases magic vulnerability of enemies.,242020,67,49697,54,4,16,2,1,100,97,97,97,97,False,False,False,False,False,True,False,False,False,False,False
21,"With its muscular legs and sharp talons, the ziz is capable of impressive bursts of speed. It is thought to be closely related to the raptor and thus classified as scalekin, capturing prey with internally generated venomous secretions. The color of the feathers it does bear changes according to diet.",Deals ice-aspected damage.,Deals unaspected damage that petrifies enemies.,242021,68,48644,33,6,5,2,1,97,94,97,97,97,False,True,False,False,False,False,False,False,False,False,False
22,"Conditioned by the brutal nature of the arid regions they inhabit, cactuars are quick to defend themselves with a barrage of painful needles. Cactuar-related injuries have risen since a certain recreational establishment endorsed the creature, leading ignorant pleasure-seekers to chase what they believe to be a beloved mascot.",Delivers a piercing physical attack.,Grants a keen edge to allies.,242022,69,45187,42,4,18,2,1,97,94,94,94,94,False,False,False,False,False,True,False,False,False,False,False
23,"Golems are magical constructs of clay or stone that have been imbued with temporary life. While most are artificially created by mages, natural manifestations have been documented under certain circumstances, particularly in conjunction with calamities and other periods of aetheric instability.",Deals earth-aspected damage.,Deals earth-aspected damage and lowers earth resistance of enemies.,242023,70,48647,45,7,25,2,1,94,94,94,94,94,False,False,False,True,False,False,False,False,False,False,False
24,"The apkallu is a flightless aquatic bird that inhabits coastal regions. It mainly feeds upon small fish such as sardines, and, when threatened, will vomit the caustic contents of its stomach with alarming range and intensity. Some even guise their propellants into fish as large as tuna, to further intimidate potential predators.",Deals water-aspected damage.,Deals water-aspected damage that slows enemy.,242024,71,45187,32,3,48,2,1,97,97,97,97,85,True,False,False,False,False,False,False,False,False,False,False
25,"These immense tortoises native to Thavnair found their way to Eorzea near the end of the Sixth Astral Era─a shipment of dodo eggs intended for feast days had some unintentional additions. The scalekin that were spared consumption hatched and proliferated, their eggs now considered a rare delicacy.",Deals lightning-aspected damage.,Reduces physical vulnerability and improves petrification resistance of allies.,242025,72,49692,43,6,44,2,1,94,97,94,94,94,False,False,False,False,False,False,False,False,False,False,False
26,"The buffalo is a hulking beast with four sturdy legs and a stout pair of curved horns. Most are reared in La Noscea and the Black Shroud as beasts of burden and a source of food, but some have fled their farms for the wilds. Aspiring adventurers tasked with retrieving belligerent buffalo are often trampled by them.",Delivers a blunt physical attack.,Deals unaspected damage that stuns enemies.,242026,73,45188,30,1,30,3,1,88,88,88,88,88,False,False,False,False,False,False,True,False,False,False,False
27,"According to records from the Fifth Astral Era, Nymians ensorcelled uragnites to their current gigantic size to serve as a reliable food source. While this shellfish's texture is serviceable, its flavor is nearly nonexistent, rendering it unpalatable to modern tastes─a notion the Culinarians' Guild seeks to overturn.",Deals ice-aspected damage.,Deals unaspected damage that poisons enemies.,242027,74,48644,42,5,39,2,1,91,91,91,91,91,False,False,False,False,False,True,False,False,False,False,False
28,"Worms are massive, segmented creatures of voracious appetite. By rhythmically vibrating their bodies, they are able to propel themselves through sand at remarkable speeds. Furthermore, as worms possess no developmental apex, they simply grow bigger the longer they live, making size a clear indication of age.",Deals earth-aspected damage that blinds enemies.,Deals earth-aspected damage and inflicts heaviness on enemies.,242028,75,49694,45,2,26,2,1,91,91,91,91,91,False,False,False,False,True,False,False,False,False,True,False
29,"These black-furred soulkin are known to inhabit rocky regions and the deep recesses of mines. Their classification as soulkin is based on a theory expounded in the Codex of Stone, which asserts that the creatures are naught but vessels for the will of earth. Yet, some spriggans have exhibited intelligence enough to understand the common tongue.",Deals fire-aspected damage.,Delivers a sevenfold blunt physical attack.,242029,76,49691,43,7,33,2,1,91,91,100,91,91,False,False,False,True,False,False,False,False,False,False,False
30,"This lumbering beast enjoys a symbiotic relationship with the moss and lichen growing atop its head, reaping the benefits of its camouflage in return for ample moisture. The goobbue is a relentless predator, shoveling anything that skitters or crawls into its cavernous mouth─though often expelling it again with a sneeze.",Delivers a blunt physical attack.,Deals unaspected damage that sickens enemies.,242030,77,45188,31,1,21,3,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,True,False
31,"Gigantoads are possessed of bloated bodies supported by four stumpy limbs. The celerity with which their sticky tongue extends to trap beetles and other vilekin before swallowing them whole is an unforgettable sight. Ninja of the Far East are known to call upon similar familiars in battle, great toads known as ""gama.""",Deals ice-aspected damage.,Delivers a blunt physical attack that draws in and reduces accuracy of enemy.,242031,78,45188,31,5,19,2,1,88,88,88,88,88,False,False,False,False,True,False,False,False,False,False,False
32,"Native to tropical climes, the colorful colibri has a curved beak developed to better access nectar hidden deep within flowers. This cloudkin also possesses a fascination for shiny objects and the uncanny skill of mimicry, the combination of which allows them to distract merchants with a few choice words before stealing their merchandise.",Delivers a piercing physical attack.,Delivers a fivefold piercing physical attack.,242032,79,45187,32,3,50,2,1,88,88,88,88,88,False,False,False,False,False,False,False,False,False,False,False
33,"These predatory quadrupeds, unrivaled in their savagery, trace their origins to regions of the Near East. Coeurls subdue their prey by unleashing electrical shocks from the two whip-like appendages that frame their fang-lined jaws, making them highly valued beasts of war─especially amongst pirates.",Deals lightning-aspected damage.,Deals lightning-aspected damage that paralyzes and lowers lightning resistance of enemies.,242033,80,48645,350,1,14,3,1,94,94,94,94,79,False,False,True,False,False,False,False,False,False,False,False
34,"Though not related to birds, raptors are so named for the speed with which they fall upon their prey. These forest-dwelling carnivorous scalekin hunt in tandem, and the bond between partners is known to be both fierce and deep.",Deals ice-aspected damage.,Deals fire-aspected damage and lowers fire resistance of enemies.,242034,81,48644,54,6,14,2,1,91,91,100,91,91,False,False,False,False,False,False,False,False,False,False,False
35,"These large and vicious scalekin roast their quarry with torrid breath before feasting. The Amalj'aa domesticate drakes as mounts, and dragons command their allegiance. Depending on the subspecies, the quality of their breath may differ, a most notable example found in the biast, which spits lightning instead of flame.",Deals fire-aspected damage.,Reduces magic vulnerability and improves fire resistance of allies.,242035,82,49691,45,6,46,2,1,88,100,88,88,88,False,False,False,False,False,False,False,False,False,False,False
36,"Treants are towering, ambulatory seedkin that are oft spotted in the Black Shroud. These treelike creatures are stirred to action by empty stomachs and will readily swallow any beast they find, even aggressive predators. Perhaps it is for this reason that people warmly refer to these lumbering giants as guardians of the forest.",Deals earth-aspected damage that causes nightmares.,Deals wind-aspected damage that knocks back enemies.,242036,83,48647,54,4,10,2,1,94,100,91,91,91,False,False,False,False,False,True,False,True,False,False,False
37,"Gigantic vilekin ubiquitous in desert regions. Despite their lack of intelligence, antlings adhere to a rigidly structured society with the queen ensconced at its heart. Their underground nest grows grander as the colony increases in scope, becoming positively labyrinthine at places─enough to trap explorers for eternity.",Delivers a piercing physical attack.,"Slows enemies and improves water, earth, and ice resistance of allies.",242037,84,45186,12,2,32,1,2,88,88,88,88,88,True,False,False,False,False,False,False,False,False,False,False
38,"A nightmarish combination of lion, goat, and dragon, the fell chimera has three heads, a pair of mighty wings, and a cruelly barbed tail. This creature is a classic example of the twisted creations birthed by fusing beasts with forbidden sorcery.",Deals fire-aspected damage particularly effective against deeply frozen enemies.,Deals ice-aspected damage that deeply freezes and lowers ice resistance of enemies.,242038,85,45186,12,1,21,3,2,79,79,79,100,94,False,True,False,False,False,False,False,False,False,False,False
39,"The morbol moves upon slime-covered vines and roots. This aggressive seedkin is most notable for the noxious breath it releases to immobilize and capture prey. The quality of said breath varies according to subspecies, location, and diet, driving extreme aromatic connoisseurs to keep morbols as pets for study.",Delivers a piercing physical attack.,"Deals unaspected damage that slows, blinds, and paralyzes enemies.",242039,86,45188,54,4,22,2,1,88,88,88,88,88,True,False,True,False,True,True,False,False,False,False,False
40,"As they most often appear in graveyards and places of passing, these drifting apparitions are said to be souls tethered to the mortal world by regret and thwarted purpose. Those that whisper curses are indeed malevolent spirits, yet all ghosts mysteriously possess perfectly tangible skin.",Deals wind-aspected damage that may doom enemies.,Deals unaspected damage that may doom enemies. Inflicts additional damage upon diseased enemies.,242040,87,49693,30,8,17,5,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,True
41,"Salamanders wait motionless on riverbeds for the perfect moment to strike, stunning their prey with electricity generated by a specialized organ before swallowing their victims whole. This formidable wavekin boasts various combative abilities, including viscous secretions projected upon encroaching enemies.",Deals water-aspected damage.,Deals unaspected damage that increases magic vulnerability of enemies.,242041,88,48648,54,5,16,2,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,False,False
42,"The cobra is a gigantic scalekin, large enough to swallow a man whole. So powerful is this beast that its blood is purported to hold powerful alchemical agents, and for this reason, many have attempted its capture. Unfortunately, just as many have failed in their attempts, leaving the true nature of this serpent's blood in perpetual mystery.",Delivers a piercing physical attack that poisons enemy.,Deals unaspected damage that petrifies enemy.,242042,89,45187,67,6,30,2,1,85,85,85,85,85,False,True,False,False,False,True,False,False,False,False,False
43,"Developed by the Imperial Allagan Army, the hydra is very much draconian in appearance. Amongst its several heads it boasts a wide array of breath-based weaponry, but the blood of dragons did not grant it a modicum of its forebearer's intelligence. The heads are wont to squabble and thus inflict devastating damage upon its own body.",Delivers a piercing physical attack.,Deals unaspected damage that sickens enemies.,242043,90,45186,75,6,13,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,True,False
44,"Damselflies possess six wings; a slender, knotted body; and a taste for meat. Extremely territorial, this vilekin will patrol an endless circuit in protection of its watery spawning grounds. Oftentimes, damselflies are subject to parasitism, and the larvae of other large flies can be readily harvested from their stomachs.",Deals wind-aspected damage.,Deals unaspected damage that poisons enemies.,242044,91,49693,22,2,41,1,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,False
45,"Rotting goobbues are believed to be mobile corpses manipulated by a deadly funguar. Perishing almost immediately upon infection, the goobbue is guided like a puppet to fertile territory where the funguar proliferates. Naturalists have yet to conclude whether its spores are harmful to mankind.",Deals earth-aspected damage.,Deals unaspected damage that draws in enemies.,242045,92,49694,22,8,29,5,2,91,97,91,91,91,False,False,False,False,False,False,False,False,False,False,False
46,"Zu migrate seasonally and have become more prevalent in Eorzea since the Calamity. With unease at more frequent sightings came an upsurge in swindlers eager to profit off fear, some Ul'dahn merchants going as far to tout ""single-strike zu-slaying swords"" amongst their other dubious offerings.",Rushes enemy and delivers a blunt physical attack.,Deals wind-aspected damage and lowers wind resistance of enemies.,242046,93,49698,17,3,15,3,2,85,85,85,85,97,False,False,False,False,False,False,False,False,False,False,False
47,"Magical constructs of ice that have been imbued with temporary life. While natural manifestations are not unheard of, most ice golems are intentionally created. Records indicate that at least one great mage of eld brought to bear an army of ice soldiers during the War of the Magi.",Deals ice-aspected damage.,Increases magic damage dealt by allies.,242047,94,49690,27,7,28,3,2,88,88,88,88,88,False,False,False,True,False,False,False,False,False,False,False
48,"This scorpion-like wavekin uses its rear appendage to catch and dismember its victims before gorging on their innards. Sailors still pass down the tale of that one cursed waterway─how a beast lay in wait beneath the waves, hulled countless vessels, and interred a graveyard of ships upon the ocean floor.",Delivers a piercing physical attack.,Deals water-aspected damage. Occasionally reduces enemy HP to a single digit.,242048,95,49695,28,5,24,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,False,True
49,"Thought to be long extinct, this carnivorous seedkin has made a resurgence after dormant seeds buried in ancient soil were unearthed during the Calamity. The peculiar aroma emitted by the rafflesia's flowers are said to attract and control bees, making them especially loathsome creatures amongst certain adventurers.",Deals wind-aspected damage.,Deals unaspected damage that may doom enemies.,242049,96,45187,98,4,49,3,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,True
50,"As the first sightings of these heavily muscled beasts coincided with the Seventh Umbral Calamity, scholars believed them to be spawn of the elder primal Bahamut and thus dubbed them ""behemoths."" Recent studies have offered a new popular opinion, suggesting that these creatures have existed independently since time immemorial.",Deals lightning-aspected damage.,Deals fire-aspected damage.,242050,97,48645,92,1,26,4,2,76,76,76,76,97,False,False,False,False,False,False,False,False,False,False,False
