#,Stats,Description,Icon,RequiredForQuest,PreviousQuest,Location,Number,LocationKey,TargetsEnemy,TargetsSelfOrAlly,CauseSlow,CausePetrify,CauseParalysis,CauseInterrupt,CauseBlind,CauseStun,CauseSleep,CauseBind,CauseHeavy,CauseDeath
11,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","Instinctive to beastkin, Bristle channels sheer animalistic rage into heightened spiritual and physical power. The blue mage will find that she can adapt this technique to increase her spells' potency. ",72211,0,0,55,12,1,False,True,False,False,False,False,False,False,False,False,False,False
12,"**Type: **Magic
**Aspect: **None
**Rank: **★
","Primarily used by soulflayers, though reportedly also found in Blaster's arsenal, Mind Blast assaults nearby foes' perceptions, tormenting them with the sensation of manifold cuts. Senses overwhelmed, victims' bodies react as if perception were reality, leaving them wounded and paralyzed.",72212,68731,68730,2,41,4,True,False,False,False,True,False,False,False,False,False,False,False
13,"**Type: **Magic
**Aspect: **None
**Rank: **★
","Through the draining of blood, this spell saps a foe's aether, a portion of which is then absorbed by the caster. In nature, such habits first appeared in creatures such as bats and chigoes, who naturalists theorize developed the ability to absorb nutrients via blood over the course of centuries.",72213,68730,68729,31,17,1,True,True,False,False,False,False,False,False,False,False,False,False
14,"**Type: **Magic
**Aspect: **Fire
**Rank: **★★
","This spell creates an aetherial replica of the sort of bomb preferred by goblins. Of course, goblin bombs acquire their combustive force through the use of magically enhanced gunpowder, so mimicking this effect with aether alone requires no small amount of effort, but the results are...explosive.",72214,0,0,30,19,1,True,False,False,False,False,False,False,True,False,False,False,False
15,"**Type: **Physical
**Damage: **Piercing
**Rank: **★★★★
","Highly famed─and feared─due to its frequent use by cactuars, 1000 Needles showers one's surroundings with a hail of slim projectiles. Despite their magical nature, the velocity at which the blue mage's pseudo-spines are propelled ensures that they are quite as painful as the real thing.",72215,68733,68732,45,36,1,True,False,False,False,False,False,False,False,False,False,False,False
16,"**Type: **Physical
**Damage: **Piercing
**Rank: **★★
","This technique mimics the Drill Cannons of machina by winding aetherial currents until they resemble rapidly spinning projectiles. Like the physical drills upon which they are patterned, these projectiles excel at penetrating stone.",72216,0,0,46,5,1,True,False,False,False,False,False,False,False,False,False,False,False
17,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","Common amongst dahaks, this technique requires using the position of one's own eyes to anchor arcane geometries in which to concentrate aether. The user then expels the aether, propelled by ill will, in the direction of his gaze─though this tends to earn him a fair bit of ire in return.",72217,0,0,14,27,4,True,False,False,False,False,False,False,False,False,False,False,False
18,"**Type: **Physical
**Damage: **Slashing
**Rank: **★★★★
","At this point, tonberries' predilection for sharpened knives is well known. By manipulating aether to harness feelings of resentment, one hones a keener blade for driving into the heart of the enemy. Naturally, being beset by this attack while unable to move is a uniquely harrowing experience.",72218,0,0,10,15,4,True,False,False,False,False,False,False,False,False,False,False,False
19,"**Type: **Magic
**Aspect: **None
**Rank: **★
","To utilize this simple teleportation spell, casters must create an aetherial current upon which to travel between their location and the desired position. Though this is only effective over short distances, it is nevertheless an invaluable tool in the event that one needs to beat a hasty retreat.",72219,0,0,46,7,1,False,False,False,False,False,False,False,False,False,False,False,False
20,"**Type: **Magic
**Aspect: **Fire
**Rank: **★★★★
","As with thaumaturgical fire spells, the jet of flame produced by this technique manifests from a burst of fire-aspected aether. Certain weapons produce similar effects; however, this is not through aetherial manipulation, but rather the copious use of highly flammable liquid.",72220,0,0,20,2,4,True,False,False,False,False,False,False,False,False,False,False,False
21,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","Originally developed as a means of defense from flesh-eating beasts, this favorite of the Qiqirn tribes produces a shockwave as its user strikes together palms filled with concentrated aether, leaving foes witless.",72221,68732,68731,32,23,1,True,False,False,False,False,False,False,True,False,False,False,False
22,"**Type: **Magic
**Aspect: **Lightning
**Rank: **★★★★
","Perhaps best known as the unsettling hallmark of the cyclops, Glower involves funneling aether through the eyes as if they were arcane circles─much like its sister spell, The Look. Its highly concentrated aether strikes foes like a levinbolt, leaving their skin singed and muscles seizing.",72222,68734,68733,5,10,4,True,False,False,False,True,False,False,False,False,False,False,False
23,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","A magical imitation of warmachina technology, this technique allows the user to fire a barrage of aetherial missiles. When efficacious─which, bear in mind, is not guaranteed─it sends a shock through the foe that appears to resonate more the greater their vitality.",72223,0,0,85,35,4,True,False,False,False,False,False,False,False,False,False,False,True
24,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","White Wind imbues a localized current of air with purified aether, distributing its curative effects throughout the vicinity. Though powerful for such a simple spell, the purification of sufficient aether requires significant magical exertion on the part of the caster, and thus should be used sparingly.  ",72224,0,0,0,13,2,False,True,False,False,False,False,False,False,False,False,False,False
25,"**Type: **Physical
**Damage: **Piercing
**Rank: **★★
","A desperate mage's last resort, this technique converts all of the user's life force to an aetherial poison that is then injected into a single adversary. Suffice it to say that, as with the physical sting of the wespe, it should not be relied upon in but the most dire of circumstances.",72225,0,0,30,8,1,True,False,False,False,False,False,False,False,False,False,False,False
26,"**Type: **Magic
**Aspect: **Fire
**Rank: **★
","Credited as the source of the “bomb” voidsent family's name, Self-destruct, when used by blue mages, converts the entirety of its caster's energy into fire-aspected aether to cause an explosion. The application of oil has been observed to make it more effective─though likely also more painful.",72226,0,0,42,21,1,True,False,False,False,False,False,False,False,False,False,False,False
27,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","At times used by self-sacrificing spirits of the dead roaming the New World, this technique consumes the entirety of one's being to fully restore both the body and mind of another. Though the sacrifice required is great, the use of this spell is a deed not soon forgotten.",72227,0,0,0,22,2,False,True,False,False,False,False,False,False,False,False,False,False
28,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","This technique covers the blue mage's body in oil, much like a gigantoad's slime would its own, allowing the caster to slip and slide away from foes' attacks. Though most consider it uncouth at best, make no mistake─its devotees are few, but ardent.",72228,0,0,42,32,1,False,True,False,False,False,False,False,False,False,False,False,False
29,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","A primitive type of curse cast by giants in the New World, this spell sunders opponents' defenses by breaking their spirits. Pairing it with strong offensive magic allows the blue mage to weaken and strike down foe after foe without cease. ",72229,0,0,0,20,2,True,False,False,False,False,False,False,False,False,False,False,False
30,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★★★
","In nature, Sticky Tongue is employed by gigantoads, who extend said lengthy and unusually adhesive appendages to capture distant prey. The blue magic rendition utilizes a far more sanitary aetherial “tongue,” but the principle is the same.",72230,0,0,42,31,1,True,False,False,False,False,False,False,True,False,False,False,False
31,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","Karlabos performs Tail Screw by collecting turbulent aether in the tip of its tail, then unleashing it at once as a violent whorl that rips foes' lives from their bodies. This is notoriously difficult to imitate, due to the challenges inherent in attempting to control such a volatile aetherial vortex.",72231,0,0,28,40,4,True,False,False,False,False,False,False,False,False,False,False,True
32,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","This curse, commonly used by ahrimans and similar voidsent, takes advantage of the hubris that living creatures tend to fall prey to upon reaching certain malmstones in development, targeting mental weaknesses to give foes a paralyzing reminder of their own fallibility.",72232,0,0,6,14,4,True,False,False,True,False,False,False,False,False,False,False,False
33,"**Type: **Magic
**Aspect: **None
**Rank: **★
","This technique imitates a peculiar flute wrested from the grasp of a vanquished voidsent. Said creature was initially welcomed as a god by those New World peoples who worship the moon, but it soon became clear to them that the flute was the true source of its power and cruel authority. ",72233,0,0,0,39,2,False,True,False,False,False,False,False,False,False,False,False,False
34,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","Oft cast by voidsent in the New World, this mortal curse merely hints that one's time may be nigh. For particularly suggestible opponents, however, this is enough─the looming specter of death will send them leaping to their graves.",72234,0,0,0,42,2,True,False,False,False,False,False,False,False,False,False,False,True
35,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","Protected by only a dainty layer of scales, some Indigo Deep-dwellers' survival has come to depend on aetherial manipulation─this technique included. By reducing the amount of aether used for offense, more becomes available for the creation of a strong─if flashy─barrier.",72235,0,0,0,30,2,False,True,False,False,False,False,False,False,False,False,False,False
36,"**Type: **Magic
**Aspect: **Ice
**Rank: **★
","Favored by certain types of voidsent, this spell─technically a curse, cast upon oneself─converts the malice of attackers into aetherial spikes of ice, impaling them each time they strike. The more furious their flurries, the more pain they cause themselves─poetic justice, one might say.",72236,0,0,54,16,1,False,True,True,False,False,False,False,False,False,False,False,False
37,"**Type: **Magic
**Aspect: **Ice
**Rank: **★★
","Scholars theorize that this particular spell was born of the variety of aetherial manipulation often performed by northern rams to survive the harsh climes of high elevations─but when ram became chimerical head, it began to favor offense over defense.",72237,0,0,12,33,4,True,False,False,True,False,False,False,False,False,False,False,False
38,"**Type: **Magic
**Aspect: **Lightning
**Rank: **★★
","The blue mage's ability to precisely direct volatile levin to form the smooth ring produced by this spell is owed to the chimera from which the technique was learned─and whose control of lightning aether was, in turn, owed to its draconic head.",72238,0,0,12,34,4,True,False,False,False,True,False,False,False,False,False,False,False
39,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","A variant on a salamander specialty, Peculiar Light disperses radiance naturally emitted during spellcasting into a half-globe, clouding victims' vision. Thus unbeknownst to them, malignant aether lurking within the rapidly reflecting beams renders them more susceptible to further aetherial assaults.",72239,0,0,67,43,1,True,False,False,False,False,False,False,False,False,False,False,False
40,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","Ink Jet can be considered a more advanced form of Water Cannon─fitting, as both come courtesy of the kraken. The spell infuses aetherially concentrated water with whatever impure substances are most readily available to create and expel a synthetic “ink,” blinding opponents.",72240,0,0,28,37,4,True,False,False,False,False,False,True,False,False,False,False,False
41,"**Type: **Physical
**Damage: **Piercing
**Rank: **★
","The apkallu, in the wild, violently regurgitates its latest pescatarian meal at predators as a defense mechanism. In blue magic trials, Flying Sardine has proven to be an equally effective deterrent even when the sardine in question is not entirely physical, reliably shocking adversaries into silence.",72241,0,0,32,24,1,True,False,False,False,False,True,False,False,False,False,False,False
42,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","Diamondback weaves earth-aspected aether into a hard mineral shield, mimicking what many describe as the “maddening” effect of shelled dragons' carapaces. Alas, though its defensive properties are superlative, its weight makes it impossible for the caster to move while under its aegis.",72242,0,0,25,29,4,False,True,False,False,False,False,False,False,False,False,False,False
43,"**Type: **Physical
**Damage: **Piercing/Fire
**Rank: **★★★
","In imitation of a martial technique passed down for generations by Mamool Ja tribes in the New World, this spell imbues a long-headed spear called an “angon”─or rather, an aetherial replica of the same─with fire-aspected aether and propels it across the field at enemy combatants.",72243,0,0,30,38,4,True,False,False,False,False,False,False,False,False,False,False,False
44,"**Type: **Magic
**Aspect: **Wind
**Rank: **★★★★★
","Feather Rain, as swift and brutal as most of Garuda's skills, puts the force of a gale behind a storm of sharp plumes, afflicting foes with innumerable cuts and lashes that cause lingering agony.",72244,0,0,65,44,4,True,False,False,False,False,False,False,False,False,False,False,False
45,"**Type: **Magic
**Aspect: **Fire
**Rank: **★★★★★
","Necessitating the skill to manipulate currents beneath the earth as Ifrit does, Eruption drives the fire within the land above ground in a burst of explosive flame, creating an effect similar to that of a volcano.",72245,0,0,63,45,4,True,False,False,False,False,False,False,False,False,False,False,False
46,"**Type: **Physical
**Damage: **Blunt/Earth
**Rank: **★★★★★
","In a devastating recreation of one of Titan's most fearsome techniques, Mountain Buster strikes opponents with an upheaval of earth-aspected aether, as if the land itself were ripping free of its confines to pulverize its defilers─or any unfortunate bystanders, as it were.",72246,0,0,64,46,4,True,False,False,False,False,False,False,False,False,False,False,False
47,"**Type: **Magic
**Aspect: **Lightning
**Rank: **★★★★★
","Shock Strike, never so imposing as when cast by Ramuh, calls down a bolt from the heavens. Though measurements are difficult to come by, its power is thought to far exceed that of levinbolts found in nature─indeed, it more closely resembles a warhammer crashing to the earth.",72247,0,0,78,47,4,True,False,False,False,False,False,False,False,False,False,False,False
48,"**Type: **Magic
**Aspect: **Ice
**Rank: **★★★★★
","To fully replicate this technique, beloved of Shiva, the blue mage calls forth a bow of aether from which she fires a hail of razor-sharp icicles. Those who knew the lady Ysayle believe that Glass Dance may have taken form from her memories of observing hunters in Tailfeather. ",72248,0,0,80,48,4,True,False,False,False,False,False,False,False,False,False,False,False
49,"**Type: **Magic
**Aspect: **Water
**Rank: **★★★★★
","This fearsome magic, inspired by Leviathan, creates an aqueous film of water collected from the atmosphere. Though a veil in the sense of offering protection from outside forces, it also functions as a mirror, reflecting foes' aether back upon them.",72249,0,0,73,49,4,False,True,False,False,False,False,False,False,False,False,False,False
50,"**Type: **Magic
**Aspect: **Wind
**Rank: **★★
","So fierce as to match the gales that pierce Abalathia's Spine, the gusting wind produced by this spell is commonly put to use by wild griffins in driving trespassers from their jealously guarded territory.",72251,0,0,36,50,4,True,False,False,False,False,False,False,False,False,False,False,False
51,"**Type: **Magic
**Aspect: **Water
**Rank: **★★★
","This technique originates with the living liquid, which coalesces about a hydrate core that allows it to dispense its own fluid in a violent flood. The magically reproduced version, correctly applied, is equally effective in sweeping away even the bulkiest of foes.",72252,0,0,114,51,4,True,False,False,False,False,False,False,False,False,False,False,False
52,"**Type: **Magic
**Aspect: **Ice
**Rank: **★★★★
","Owing to the unique refrigerant in its saliva, the yeti is able to chill its own breath to such great extent that said gust of air rapidly freezes ambient water-aspected aether. By magically generating a similar blizzard, the mage becomes particularly effective against foes afflicted with dropsy.",72253,69269,69268,2200,52,1,True,False,False,True,False,False,False,False,False,False,False,False
53,"**Type: **Magic
**Aspect: **Lightning
**Rank: **★★
","This efficacious technique is, in nature, employed by the voracious sea serpent, which will spit a bubble of water that takes on the electric charge of the serpent's own scales─giving the creature's prey a rather nasty shock upon impact.",72254,0,0,2100,53,1,True,False,False,False,False,False,False,False,False,False,False,False
54,"**Type: **Physical
**Damage: **Slashing
**Rank: **★★
","To employ this technique, it is first necessary to replicate the panzer doll's fearsome spear, which is then swung in an arc to cut foes down quicker than they can blink.",72255,0,0,112,54,4,True,False,False,False,False,False,False,False,False,False,False,False
55,"**Type: **Physical
**Damage: **Piercing
**Rank: **★★★★
","An arch demon specialty, Abyssal Transfixion weaves aether into a globe of blades that are then plunged inward to pierce a target in unison. This harrowing experience generally has the effect of paralyzing said target with a visceral terror, making it an invaluable addition to one's arsenal.",72256,0,0,31,55,4,True,False,False,False,True,False,False,False,False,False,False,False
56,"**Type: **Magic
**Aspect: **None
**Rank: **★
","This spell mimics the queer cry of the paissa, which is known to impart those who hear it with the answer to life, the universe, and everything─an experience to which the mind reacts by shutting down entirely, plunging its host into a deep slumber.",72257,0,0,2100,56,1,True,False,False,False,False,False,False,False,True,False,False,False
57,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","The empuse generates its Eerie Soundwave by rapidly vibrating parts of its body, emitting an unsettling tone that can only be described as “gods-awful.” Said tone can, however, be harnessed by the mage to disrupt certain harmonious aetherial frequencies and nullify their beneficial effects.",72258,0,0,2101,57,1,True,False,False,False,False,False,False,False,False,False,False,False
58,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","This spell seems fundamentally no different from those used by the conjurers of Stillglade Fane, though upon inquiry as to its detailed workings, an anonymous moogle provided the following words of advice: “Stuff your pom with magic─you know, the sparkly kind─then go 'bwaaa'!”",72259,0,0,66,58,4,False,True,False,False,False,False,False,False,False,False,False,False
59,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","Only select goblins are privy to this technique, developed through unscrupulous scientific experimentation conducted by the Illuminati. It allows one to weave a thin, skintight veil of aether across their entire body, handily augmenting the usual defenses.",72260,0,0,2001,59,1,False,True,False,False,False,False,False,False,False,False,False,False
60,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","Memorably employed by Byblos, this technique, simply put, drops a massive metal─or, in many cases, aetherial─hammer directly upon a foe's pate with resounding impact. Such foes understandably find their mental acuity somewhat reduced thereafter.",72261,0,0,196,60,4,True,True,False,False,False,False,False,False,False,False,False,False
61,"**Type: **Magic
**Aspect: **None
**Rank: **★
","In nature, the queen hawk secretes a particular pheromone when threatened that encourages her adoring swarm to put itself in harm's way in her name. The astute caster may create a similar effect by magical means─acquiring herself a “meat shield,” as it were.",72262,0,0,41,61,4,False,True,False,False,False,False,False,False,False,False,False,False
62,"**Type: **Magic
**Aspect: **None
**Rank: **★
","This incantation-like song is evidently considered a toe-tapper by poroggos─and poroggos exclusively, for to all other creatures it sounds much like a frog being run over by a carriage. Brazenly chanting it without remorse, therefore, is an effective means of drawing ire when necessary.",72263,69272,69271,2001,62,1,True,False,False,False,False,False,False,False,False,False,False,False
63,"**Type: **Magic
**Aspect: **Wind
**Rank: **★★★★
","A favored technique of the zu, who are able to perform it with a particularly vigorous flap of the wing, Sonic Boom produces a gust of wind-aspected aether so finely compressed that its lethality is oft likened unto that of a finely crafted blade.",72264,0,0,17,63,4,True,False,False,False,False,False,False,False,False,False,False,False
64,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","This technique is in fact one of psychological suggestion, albeit suggestion performed on the self. When the proper pitch is attained, the body will respond by producing adrenaline, which can be used to advantage in combat─or, if one happens to be a dhalmel, in attracting a mate.",72265,69270,69269,2100,64,1,False,True,False,False,False,False,False,False,False,False,False,False
65,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","Developed as an efficient means for subduing heretics, this spell unleashes a concentrated wave of aether that sears and warps the flesh, leaving its target pained and stumbling─particularly if said target has already succumbed to mental torments.",72266,0,0,34,65,4,True,False,True,False,False,False,False,False,False,False,False,False
66,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","Never particularly concerned with mercy, the Holy See intended this spell to crush heretics' spirits with a mentally destabilizing beam of aether. If the target is already suffering from physical distress, all the better.",72267,0,0,34,66,4,True,False,False,False,False,False,False,False,False,True,False,False
67,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","One of several voidsent curses that rely upon the hubris that living creatures fall prey to upon reaching certain growth malmstones, this spell twists its way into a victim's mind, causing such acute distress that the body's organs are forced to shut down.",72268,0,0,31,67,4,True,False,False,False,False,False,False,False,False,False,False,True
68,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","This spell─particularly effective on the gullible─conjures a volley of illusory missiles, fooling foes into feeling as if they have met the singularly unpleasant fate of being fired upon by Garlean magitek and causing their bodies to react accordingly.",72269,0,0,219,68,4,True,False,False,False,False,False,False,False,False,False,False,True
69,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","Employed to great effect by a certain godlike machine, the concentrated heat that comprises Perpetual Ray has the capacity to deaden nerve endings and sever links between mind and muscle. By directing the beam with particular finesse, the savvy mage can render a foe entirely immobile.",72270,0,0,115,69,4,True,False,False,False,False,False,False,True,False,False,False,False
70,"**Type: **Magic
**Aspect: **None
**Rank: **★
",Wild sabotenders are believed to have developed this ability to channel their aether toward others as a means of protecting particularly fruitful members of their species─as survival in arid climes ever comes at a cost.,72271,0,0,26,70,4,False,True,False,False,False,False,False,False,False,False,False,False
71,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★
","The Whalaqee are generally willing to pass on this close-quarter technique, which allows the mage to harness his own feelings of desperation at being driven closer to death and launch a last-ditch offensive. The name of the creature who originally possessed it, however, remains a closely guarded secret.",72272,0,0,0,71,2,True,False,False,False,False,False,False,False,False,False,False,False
72,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","The origin of this revitalizing spell is steeped in mystery, as it requires healing aether be amplified through a familiar that appears for all the world to be a messenger from the heavens─a concept soundly at odds with Whalaqee religious beliefs.",72273,0,0,0,72,2,False,True,False,False,False,False,False,False,False,False,False,False
73,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","This spell enhances the body's natural detoxification processes, stimulating organs and the growth of new tissue. Perhaps due to it having originated with wamourae, it feels much like shedding an old layer of scales.",72274,69271,69270,2100,73,1,False,True,False,False,False,False,False,False,False,False,False,False
74,"**Type: **Magic
**Aspect: **Lightning
**Rank: **★★★
","This technique strikes a foe with a ball of concentrated electricity─accumulated by wild elder wyverns during their passage through the clouds, but eminently reproducible through magical means─the power of which causes its body to seize as if being crushed by monumental weight.",72275,0,0,39,74,4,True,False,False,False,False,False,False,False,False,False,True,False
75,"**Type: **Magic
**Aspect: **None
**Rank: **★
","No longer merely the domain of savage beasts, this technique, when reproduced by the blue mage, involves not the devouring of rent flesh, but rather heals and invigorates its caster through the absorption of aether.",72276,0,0,93,75,4,True,True,False,False,False,False,False,False,False,False,False,False
76,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","Invented by complete accident whilst a master mechanic attempted to manufacture an automaton that might monitor his lover's suspected illicit activities, and now a staple mechanism of mechanoscribes, Condensed Libra allows for the rapid analysis and amplification of a foe's weaknesses.",72277,0,0,196,76,4,True,False,False,False,False,False,False,False,False,False,False,False
77,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","A useful little ability originating with the ghrah, Aetheric Mimicry allows the mage to match his aetherial wavelength to that of another person, granting the same benefits as their hard-won combat training.",72278,0,0,40,77,4,False,True,False,False,False,False,False,False,False,False,False,False
78,"**Type: **Magic
**Aspect: **Earth
**Rank: **★★★★★
","Favored by Ravana, this spell subtly manipulates earth-aspected aether to draw metallic particles from nearby mineral deposits, then propels them forward in an expansive wave to pierce foes' flesh like shrapnel.",72279,0,0,86,78,4,True,False,False,False,False,False,False,False,False,False,False,False
79,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★★
","Calling upon a rain of aetherial stars like that delivered unto those who upset Sophia's precious harmony, this spell leaves foes shaking from both the impact of a sky fallen and the thought of what fell fate it may portend.",72280,0,0,183,79,4,True,False,False,False,False,False,False,False,False,False,False,False
80,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★★★★
","The signature move of Brute Justice, this technique involves unleashing the full force of justice, delirium unsuspected, static tuned in to reason─before falling back right in with the system, falling back to the end.",72281,0,0,139,80,4,True,False,False,False,False,False,False,False,False,False,False,False
81,"**Type: **Physical
**Damage: **Piercing
**Rank: **★
","Originally developed by the Namazu as a spearfishing technique, this blindingly fast triple strike has proven just as effective against creatures more intent on devouring the fisher.",72282,0,0,2410,81,1,True,False,False,False,False,False,False,False,False,False,False,False
82,"**Type: **Magic
**Aspect: **Lightning
**Rank: **★★
","The Namazu likely named this ability more for the pleasantly tingling current that energizes the caster, rather than the shocking bolt of devastation that smites the distant target. Devised by idle hunters who prefer to stay in one comfortable spot on the river, and strike at whatever swims into range.",72283,69527,69526,2410,82,1,True,True,False,False,False,False,False,False,False,False,False,False
83,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","The dojun-maru employ this ability to weave a row of phantom tatami mats, which they then flip onto an enemy with stunning force. A true master of the technique can even imbue the creation with the faint scent of tatami straw. ",72284,0,0,262,83,4,True,False,False,False,False,False,False,True,False,False,False,False
84,"**Type: **Magic
**Aspect: **Ice
**Rank: **★★★★
","A mist dragon will instinctively cloak itself in a chilling fog, which allows it to freeze any aggressor foolish enough to test its defenses. Practitioners of this spell have discovered that the trick to not freezing oneself in the process is to surround the body with a pocket of warm air.",72285,0,0,585,84,4,True,True,False,True,False,False,False,False,False,False,False,False
85,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","A paean to love favored by Lakshmi, this spell produces an explosion of light, the effect of which varies depending on the caster's mindset─a heart intent on harm will scorch foes caught in the blast, whilst a heart filled with mercy will mend the wounds of those held dear.",72286,0,0,263,85,4,True,True,False,False,False,False,False,False,False,False,False,False
86,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","Cast by, of all things, a phantom train, this purifying light burns away restless spirits and consumes tainted souls. In Garlemald, where travel by machina is commonplace, the tale is told of a spectral locomotive whose passengers are the spirits of the dead...",72287,0,0,286,86,4,True,False,False,False,False,False,False,False,False,False,False,False
87,"**Type: **Magic
**Aspect: **Earth
**Rank: **★
","The signature technique of Tokkapchi, this ability draws on earth-aspected aether to generate a stinging geyser of mud. Widely believed to deal additional psychological damage against opponents dressed in white.",72288,0,0,584,87,4,True,False,False,False,False,False,False,False,False,False,False,False
88,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
",A spell attributed to the guardian statues of the New World wherein the caster manifests a spread of aetherial treats with panacean properties. Those nourished by the feast find their wounds quickly closing─an effect which lingers when provided by a practitioner with knowledge of healing.,72289,0,0,0,88,2,False,True,False,False,False,False,False,False,False,False,False,False
