#,Text,Unknown0,Unknown1,Name,Unknown2,Unknown3
45,You have sedated the wrong bird...,,,0,57,7
46,"This statue is a representation of Thaliak, one of the Twelve divinities of Eorzea, and guardian deity of Sharlayan. As the god of knowledge, He rules over rivers and wisdom.",There was once a system of governance in Sharlayan known as the Ecclesia─a great gathering at which each citizen was given a voice in decisions affecting the nation's future─and it was during one such forum wherein the people voted to elect Thaliak as our patron.,"It was not piety which drove this choice, but rather a natural progression of our principles and creeds. We Sharlayans have, after all, always devoted ourselves to the pursuit of knowledge.",23,61,1
47,"Mythology tells us that Thaliak bore a magicked pitcher, from which poured forth the waters of knowledge.","See how the water is drawn up from the canals and cascades endlessly into the sea? As well as recreating the divine ewer from the tale, it also symbolizes the wisdom which rises from our city and flows out into the world.","If you would like to learn more about the mechanism by which it works, the stonemasons who built it left records of their struggle in the archives of Noumenon. A rather challenging construction, by all accounts.",23,61,1
48,"If you've learned your history, you will know that the Sixth Umbral Era brought a catastrophic flood to the lands of Eorzea. Yet when all seemed lost, the Twelve Archons rose up and saved multitudes from a terrible fate.","Of those twelve, it was Archon Nyunkrepf who brought our ancestors here in his ark, and together they founded what was to become the great nation of Sharlayan.","The beach at the foot of Thaliak's statue is the very spot where those first Sharlayans made land. I imagine how they must have felt on that day, some sixteen hundred years ago...",23,61,1
49,,,,0,0,0
50,,,,0,0,0
51,"The Omicron stands unmoving, the very picture of a unit on standby.",,,0,57,7
52,The Omicron stands dutifully next to a device. There is naught to suggest unusual behavior.,,,0,57,7
53,"The Omicron is speaking with Alphinaud. Though you can't hear the conversation, all appears otherwise normal.",,,0,57,7
54,"That's no Omicron─it's an ambystoma! An especially lively one, at that.","Perhaps it snuck aboard the *Ragnarok*, but however it came to be here, it seems to be completely in its element...",,0,57,7
55,"The Omicron wanders about ceaselessly, as if lacking a clear objective.",,,0,57,7
56,"Rugged features belie what is, at closer glance, the sensitive mien of a cultured gentleman.","While he still breathes, he appears to be locked in a deep slumber...",,0,57,7
57,"Rippling muscles bespeak impressive strength, while smooth skin suggests that only on the rarest of occasions does the man resort to violence.","Troublingly, his limbs are stiff and cool to the touch, as if the blood runs cold in his veins...",,0,57,7
58,The exquisite buckles of the stylish footwear are a design unique to House Manderville. These shoes would almost certainly fetch a small fortune in the markets.,,,0,57,7
59,"Beside the bed, Hildibrand's loyal assistant Nashu dozes peacefully. Her ability to stay calm in the most trying of times has been sorely tested of late...",,,0,57,7
60,"Parigha, the master of the house, searches the shelves with a remarkable dexterity for one so large of body and limb.",,,0,57,7
61,A familiar youth dangles beneath the alien craft. Best pretend you didn't see that...,,,0,57,7
62,"Nashu is romping around with Argos, already forgetting why she was out here...",,,0,57,7
63,Delion is searching high and low for any sign of alien vessels. Like a true professional.,,,0,57,7
64,"Oh dear, one of the bird's eyes seems to be missing a gemstone.",,,25,61,1
65,"Oh, that's definitely broken. How will they lift this great big vessel without all the carrying poles intact?",,,19,61,1
66,These tail feathers have seen better days. I swear the colors were a lot brighter the last time I saw them.,,,24,61,1
67,"He must be boiling sitting so close to the furnace, and there's no airflow to speak of. How could anyone work in that stifling heat?",,,24,61,1
68,Those tools are looking pretty worn down. Maybe it's time for some new ones...?,,,24,61,1
69,"He's barely touched his meal! That dish is meant to be eaten hot, or it loses its savor...",,,24,61,1
70,"The general shape of this weapon resembles a gun, but its construction suggests it's far more advanced than anything you've seen before.",,,0,57,7
71,"In place of where eyes or a mouth might be, you see a strange sigil on the front of this helm.",,,0,57,7
72,"From a distance it appeared to be simple armor, but upon closer inspection its construction is quite intricate.","The material from which it is made is unclear, and you see no signs of a power source.",,0,57,7
73,"You're supposed to be inspecting the soldier, remember?",,,19,61,1
74,"The derrick pump is functioning correctly at present, but will probably deteriorate in a few years.",,,0,57,7
75,Excess ceruleum gas is expelled at regular intervals. This apparatus is working as intended.,,,0,57,7
76,"Large wooden barrels are used to transport the ceruleum. Although these containers are secure enough, their immense size and weight are likely to cause problems.",,,0,57,7
77,That must be him─but what happened!? We'd better get down there quickly!,,,0,57,7
78,"Footprints, but whose? There's no way to tell if they were left by the Radiant Host soldier or the Justiciar...",,,0,57,7
79,"Whatever that is, it isn't moving anymore. Could it be one of the fiends the Justiciar is after?",,,0,57,7
80,"Well, he has no shortage of crafting materials. There must be something else he's missing.",,,24,61,1
81,The head on your left represents Hoobigo lineage─you can see a warrior's fierceness in its expression. The color red symbolizes the sun and by extension the land which blessed siblings must claim for their people. ,,,26,61,1
82,"The head on your right represents Boonewa blood. Its serene expression shows the wisdom of a sage, and the color blue symbolizes both this forest and a vow to protect it.",,,26,61,1
83,We celebrate the birth of healthy blessed siblings with a new flag. Our hope is to replace the flag before it becomes too tattered.,,,26,61,1
84,"The pillar? It's not technically part of the statue, but that one is carved with images of Mamook's flora and fauna. Abstractly, of course.",,,26,61,1
85,"Quite a grand house, isn't it? That's the residence provided to the Autarch.",Only fathers of blessed siblings can become Autarch...though I suppose that rule will change before long.,,26,61,1
86,A lone guest floats facedown in the water. She needs help!,,,0,57,7
87,These guests look to be at peace on the water. Perhaps assistance is needed elsewhere.,,,0,57,7
88,This guest is merely enjoying the sights. Your aid is not like to be required.,,,0,57,7
