#,Name,Description,Cost,Icon,FCRank,Order,Purchasable
49,,,0,0,0,0,False
50,,,0,0,0,0,False
51,,,0,0,0,0,False
52,,,0,0,0,0,False
53,,,0,0,0,0,False
54,,,0,0,0,0,False
55,,,0,0,0,0,False
56,,,0,0,0,0,False
57,,,0,0,0,0,False
58,,,0,0,0,0,False
59,,,0,0,0,0,False
60,,,0,0,0,0,False
61,The Heat of Battle III,"Increases EXP earned through battle by 15%.
**Duration:** 24h",10500,64263,8,35,False
62,Earth and Water III,"Increases EXP earned through gathering by 20%.
**Duration:** 24h",10500,64265,8,36,False
63,Helping Hand III,"Increases EXP earned through crafting by 20%.
**Duration:** 24h",10500,64266,8,37,False
64,A Man's Best Friend III,"Increases EXP earned by companions by 20%.
**Duration:** 24h",10500,64264,8,38,False
65,Mark Up III,"Increases Wolf Marks earned by 15%.
**Duration:** 24h",10500,64267,8,39,False
66,Seal Sweetener III,"Increases company seals earned by 15%.
**Duration:** 24h",10500,64268,8,40,False
67,,,0,0,0,0,False
68,Live off the Land III,"Increases gathering by 15.
**Duration:** 24h",10500,64252,8,43,False
69,What You See III,"Increases perception by 15.
**Duration:** 24h",10500,64253,8,44,False
70,Eat from the Hand III,"Increases craftsmanship by 15.
**Duration:** 24h",10500,64254,8,45,False
71,In Control III,"Increases control by 15.
**Duration:** 24h",10500,64255,8,46,False
72,That Which Binds Us III,"Increases spiritbonding speed.
**Duration:** 24h",10500,64259,8,47,False
73,Meat and Mead III,"Increases duration of food effects by fifteen minutes.
**Duration:** 24h",10500,64258,8,48,False
74,Proper Care III,"Slows gear wear by 30%.
**Duration:** 24h",10500,64260,8,49,False
75,,,0,0,0,0,False
76,Reduced Rates III,"Reduces teleportation fees by 40%.
**Duration:** 24h",10500,64262,8,51,False
77,Jackpot III,"Increases MGP payout by 15%.
**Duration:** 24h",10500,64269,8,41,False
78,,,0,0,0,0,False
79,,,0,0,0,0,False
80,,,0,0,0,0,False
81,,,0,0,0,0,False
82,,,0,0,0,0,False
83,,,0,0,0,0,False
84,,,0,0,0,0,False
85,,,0,0,0,0,False
86,,,0,0,0,0,False
87,,,0,0,0,0,False
88,,,0,0,0,0,False
89,,,0,0,0,0,False
90,,,0,0,0,0,False
91,,,0,0,0,0,False
92,,,0,0,0,0,False
93,,,0,0,0,0,False
94,,,0,0,0,0,False
95,,,0,0,0,0,False
96,,,0,0,0,0,False
97,,,0,0,0,0,False
98,,,0,0,0,0,False
99,,,0,0,0,0,False
100,,,0,0,0,0,False
