#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article
53,3rd Cohort hoplomachus,3rd Cohort hoplomachi,0,0,0,1,0,0
54,hornet swarm,hornet swarms,0,0,0,1,0,0
55,deathgaze,deathgazes,0,0,0,1,0,0
56,water sprite,water sprites,0,0,0,1,0,0
57,3rd Cohort decurion,3rd Cohort decurions,0,0,0,1,0,0
58,3rd Cohort laquearius,3rd Cohort laquearii,0,0,0,1,0,0
59,3rd Cohort eques,3rd Cohort equites,0,0,0,1,0,0
60,3rd Cohort secutor,3rd Cohort secutores,0,0,0,1,0,0
61,3rd Cohort signifer,3rd Cohort signiferi,0,0,0,1,0,0
62,pteroc,pterocs,0,0,0,1,0,0
63,pudding,puddings,0,0,0,1,0,0
64,sylvan screech,sylvan screeches,0,0,0,1,0,0
65,sylvan sigh,sylvan sighs,0,0,0,1,0,0
66,sylvan snarl,sylvan snarls,0,0,0,1,0,0
67,sylpheed screech,sylpheed screeches,0,0,0,1,0,0
68,sylpheed sigh,sylpheed sighs,0,0,0,1,0,0
69,sylpheed snarl,sylpheed snarls,0,0,0,1,0,0
70,sylpheed song,sylpheed songs,0,0,0,1,0,0
71,Silbexio of the Dusken Knot,Silbexio of the Dusken Knot,0,0,0,1,0,1
72,Bockman,Bockman,0,0,0,1,0,1
73,Galvanth the Dominator,Galvanth the Dominator,0,0,0,1,0,1
74,Shredder,Shredder,0,0,0,1,0,1
75,Aerico,Aerico,0,0,0,1,0,1
76,Gelmorran strutfinder,Gelmorran strutfinders,0,0,0,1,0,0
77,Gelmorran cogfinder,Gelmorran cogfinders,0,0,0,1,0,0
78,Gelmorran nailfinder,Gelmorran nailfinders,0,0,0,1,0,0
79,Dalamud priest,Dalamud priests,0,0,0,1,0,0
80,Redbelly gutter,Redbelly gutters,0,0,0,1,0,0
81,Severaint Seven Splinter,Severaint Seven Splinter,0,0,0,1,0,1
82,Redbelly hivekeep,Redbelly hivekeeps,0,0,0,1,0,0
83,Redbelly sharpeye,Redbelly sharpeyes,0,0,0,1,0,0
84,Redbelly chanter,Redbelly chanters,0,0,0,1,0,0
85,Dofagan the Penitent,Dofagan the Penitent,0,0,0,1,0,1
86,Hollow Baron lodesman,Hollow Baron lodesmen,0,0,0,1,0,0
87,Hollow Baron waister,Hollow Baron waisters,0,0,0,1,0,0
88,Hollow Baron engineer,Hollow Baron engineers,0,0,0,1,0,0
89,Hollow Baron gunner,Hollow Baron gunners,0,0,0,1,0,0
90,spriggan collector,spriggan collectors,0,0,0,1,0,0
91,spriggan,spriggans,0,0,0,1,0,0
92,Antares,Antares,0,0,0,1,0,1
93,Sargas,Sargas,0,0,0,1,0,1
94,Shaula,Shaula,0,0,0,1,0,1
95,flux flan,flux flans,0,0,0,1,0,0
96,hecatoncheir overseer,hecatoncheir overseers,0,0,0,1,0,0
97,hecatoncheir stonehauler,hecatoncheir stonehaulers,0,0,0,1,0,0
98,hecatoncheir shockblocker,hecatoncheir shockblockers,0,0,0,1,0,0
99,hecatoncheir piledriver,hecatoncheir piledrivers,0,0,0,1,0,0
100,hecatoncheir blastmaster,hecatoncheir blastmasters,0,0,0,1,0,0
101,Gyges the Great,Gyges the Great,0,0,0,1,0,1
102,Ixali swordfighter,Ixali swordfighters,0,0,1,1,0,0
103,Ixali boldwing,Ixali boldwings,0,0,1,1,0,0
104,Ixali swiftbeak,Ixali swiftbeaks,0,0,1,1,0,0
105,Ixali fogcaller,Ixali fogcallers,0,0,1,1,0,0
106,coeurl,coeurls,0,0,0,1,0,0
107,mandragora,mandragoras,0,0,0,1,0,0
108,,,0,0,0,0,0,0
109,gravedigger,gravediggers,0,0,0,1,0,0
110,skeleton soldier,skeleton soldiers,0,0,0,1,0,0
111,Deepcroft miteling,Deepcroft mitelings,0,0,0,1,0,0
112,lesser kalong,lesser kalongs,0,0,0,1,0,0
113,earth sprite,earth sprites,0,0,1,1,0,0
114,ice sprite,ice sprites,0,0,1,1,0,0
115,wind sprite,wind sprites,0,0,0,1,0,0
116,fire sprite,fire sprites,0,0,0,1,0,0
117,lightning sprite,lightning sprites,0,0,0,1,0,0
118,midge swarm,midge swarms,0,0,0,1,0,0
119,Octavel the Unforgiving,Octavel the Unforgiving,0,0,0,1,0,1
120,anole,anoles,0,0,1,1,0,0
121,Redbelly swarmpoint,Redbelly swarmpoints,0,0,0,1,0,0
122,Redbelly stinger,Redbelly stingers,0,0,0,1,0,0
123,toxic battrap,toxic battraps,0,0,0,1,0,0
124,toxic flytrap,toxic flytraps,0,0,0,1,0,0
125,pus gnat,pus gnats,0,0,0,1,0,0
126,giant slug,giant slugs,0,0,0,1,0,0
127,enormous slug,enormous slugs,0,0,1,1,0,0
128,treant sapling,treant saplings,0,0,0,1,0,0
129,firefly,fireflies,0,0,0,1,0,0
130,lindwurm,lindwurms,0,0,0,1,0,0
131,crater golem,crater golems,0,0,0,1,0,0
132,smoke bomb,smoke bombs,0,0,0,1,0,0
133,giant bat,giant bats,0,0,0,1,0,0
134,tainted earth sprite,tainted earth sprites,0,0,0,1,0,0
135,tainted wind sprite,tainted wind sprites,0,0,0,1,0,0
136,tainted water sprite,tainted water sprites,0,0,0,1,0,0
137,wandering bones,wandering bones,0,0,0,1,0,0
138,Redbelly jack,Redbelly jacks,0,0,0,1,0,0
139,Coeurlclaw hunter,Coeurlclaw hunters,0,0,0,1,0,0
140,Coeurlclaw poacher,Coeurlclaw poachers,0,0,0,1,0,0
141,parasite funguar,parasite funguars,0,0,0,1,0,0
142,young antelope stag,young antelope stags,0,0,0,1,0,0
143,Ak-Inik varlet,Ak-Inik varlets,0,0,1,1,0,0
144,Ak-Mena varlet,Ak-Mena varlets,0,0,1,1,0,0
145,carrion beetle,carrion beetles,0,0,0,1,0,0
146,fleshfly swarm,fleshfly swarms,0,0,0,1,0,0
147,croftlight,croftlights,0,0,0,1,0,0
148,void lamp,void lamp,0,0,0,1,0,0
149,horde mite,horde mites,0,0,0,1,0,0
150,bastard mite,bastard mites,0,0,0,1,0,0
151,tainted louse,tainted lice,0,0,0,1,0,0
152,void flame,void flames,0,0,0,1,0,0
153,prison pteroc,prison pterocs,0,0,0,1,0,0
154,Mun-Tuy sapling,Mun-Tuy saplings,0,0,0,1,0,0
155,mitetrap,mitetraps,0,0,0,1,0,0
156,gaoler's lantern,gaoler's lanterns,0,0,0,1,0,0
157,cell mite,cell mites,0,0,0,1,0,0
158,prison pudding,prison puddings,0,0,0,1,0,0
159,widow's suitor,widow's suitors,0,0,0,1,0,0
160,Sylphlands buzzard,Sylphlands buzzards,0,0,0,1,0,0
161,pit boar,pit boars,0,0,0,1,0,0
162,milkroot sapling,milkroot saplings,0,0,0,1,0,0
163,Sylphlands sentinel,Sylphlands sentinels,0,0,0,1,0,0
164,dreamtoad,dreamtoads,0,0,0,1,0,0
165,milkroot cluster,milkroot clusters,0,0,0,1,0,0
166,sylph bonnet,sylph bonnets,0,0,0,1,0,0
167,sylpheed dream,sylpheed dreams,0,0,0,1,0,0
168,hoverfly swarm,hoverfly swarms,0,0,0,1,0,0
169,Coeurlclaw cutter,Coeurlclaw cutters,0,0,0,1,0,0
170,deepvoid deathmouse,deepvoid deathmice,0,0,0,1,0,0
171,lesser kalong,lesser kalongs,0,0,0,1,0,0
172,Redbelly larcener,Redbelly larceners,0,0,0,1,0,0
173,anole familiar,anole familiars,0,0,1,1,0,0
174,watchwolf,watchwolves,0,0,0,1,0,0
175,poisonous flytrap,poisonous flytraps,0,0,0,1,0,0
176,foraging doe,foraging does,0,0,0,1,0,0
177,leafbleed slug,leafbleed slugs,0,0,0,1,0,0
178,leafbleed mite,leafbleed mites,0,0,0,1,0,0
179,Shroudbee swarm,Shroudbee swarms,0,0,0,1,0,0
180,leafbleed roseling,leafbleed roselings,0,0,0,1,0,0
181,carrion chigoe,carrion chigoes,0,0,0,1,0,0
182,zombie pikeman,zombie pikemen,0,0,0,1,0,0
183,North Shroud lemur,North Shroud lemurs,0,0,0,1,0,0
184,South Shroud opo-opo,South Shroud opo-opos,0,0,0,1,0,0
185,Janremi Blackheart,Janremi Blackheart,0,0,0,1,0,1
186,hedge knight,hedge knights,0,0,0,1,0,0
187,marshlight,marshlights,0,0,0,1,0,0
188,saprophagous slug,saprophagous slugs,0,0,0,1,0,0
189,Ailbert the Lost,Ailbert the Lost,0,0,0,1,0,1
190,Ixali scout,Ixali scouts,0,0,1,1,0,0
191,dewdrinker ladybug,dewdrinker ladybugs,0,0,0,1,0,0
192,Ixali dulltalon,Ixali dulltalons,0,0,1,1,0,0
193,Ixali lostwing,Ixali lostwings,0,0,1,1,0,0
194,Ixali slowbeak,Ixali slowbeaks,0,0,1,1,0,0
195,hoglet,hoglets,0,0,0,1,0,0
196,black eft,black efts,0,0,0,1,0,0
197,bog yarzon,bog yarzons,0,0,0,1,0,0
198,nutbreaker squirrel,nutbreaker squirrels,0,0,0,1,0,0
199,stumbling funguar,stumbling funguars,0,0,0,1,0,0
200,carrier ladybug,carrier ladybugs,0,0,0,1,0,0
201,syrphid cloud,syrphid clouds,0,0,0,1,0,0
202,greedy hoglet,greedy hoglets,0,0,0,1,0,0
203,leathervine microchu,leathervine microchus,0,0,0,1,0,0
204,russet yarzon,russet yarzons,0,0,0,1,0,0
205,mottled eft,mottled efts,0,0,0,1,0,0
206,anole stalker,anole stalkers,0,0,1,1,0,0
207,floating eye,floating eyes,0,0,0,1,0,0
208,Ixali lightwing,Ixali lightwings,0,0,1,1,0,0
209,Ixali deftalon,Ixali deftalons,0,0,1,1,0,0
210,Ixali straightbeak,Ixali straightbeaks,0,0,1,1,0,0
211,glowfly,glowflies,0,0,0,1,0,0
212,pack wolf,pack wolves,0,0,0,1,0,0
213,strangling ivy,strangling ivies,0,0,0,1,0,0
214,overgrown ivy,overgrown ivies,0,0,1,1,0,0
215,overgrown offering,overgrown offerings,0,0,1,1,0,0
216,toxic toad,toxic toads,0,0,0,1,0,0
217,laughing toad,laughing toads,0,0,0,1,0,0
218,Qiqirn scrambler,Qiqirn scramblers,0,0,0,1,0,0
219,Qiqirn beater,Qiqirn beaters,0,0,0,1,0,0
220,faerie funguar,faerie funguars,0,0,0,1,0,0
221,brood ziz,brood ziz,0,0,0,1,0,0
222,molted ziz,molted ziz,0,0,0,1,0,0
223,ziz gorlin,ziz gorlins,0,0,0,1,0,0
224,ziz,ziz,0,0,0,1,0,0
225,goblin hunter,goblin hunters,0,0,0,1,0,0
226,river yarzon,river yarzons,0,0,0,1,0,0
227,yarzon scavenger,yarzon scavengers,0,0,0,1,0,0
228,bark eft,bark efts,0,0,0,1,0,0
229,sylvan scream,sylvan screams,0,0,0,1,0,0
230,sylvan sough,sylvan soughs,0,0,0,1,0,0
231,sylvan groan,sylvan groans,0,0,0,1,0,0
232,diseased treant,diseased treants,0,0,0,1,0,0
233,old-growth treant,old-growth treants,0,0,1,1,0,0
234,smallmouth orobon,smallmouth orobon,0,0,0,1,0,0
235,bigmouth orobon,bigmouth orobon,0,0,0,1,0,0
236,revenant,revenants,0,0,0,1,0,0
237,morbol,morbols,0,0,0,1,0,0
238,stroper,stropers,0,0,0,1,0,0
239,raptor poacher,raptor poachers,0,0,0,1,0,0
240,boar poacher,boar poachers,0,0,0,1,0,0
241,wolf poacher,wolf poachers,0,0,0,1,0,0
242,ahriman,ahrimans,0,0,1,1,0,0
243,iron tortoise,iron tortoises,0,0,1,1,0,0
244,giant tortoise,giant tortoises,0,0,0,1,0,0
245,Amalj'aa lancer,Amalj'aa lancers,0,0,1,1,0,0
246,Amalj'aa impaler,Amalj'aa impalers,0,0,1,1,0,0
247,Amalj'aa javelinier,Amalj'aa javeliniers,0,0,1,1,0,0
248,Amalj'aa halberdier,Amalj'aa halberdiers,0,0,1,1,0,0
249,Amalj'aa archer,Amalj'aa archers,0,0,1,1,0,0
250,Amalj'aa hunter,Amalj'aa hunters,0,0,1,1,0,0
251,Amalj'aa ranger,Amalj'aa rangers,0,0,1,1,0,0
252,Amalj'aa sniper,Amalj'aa snipers,0,0,1,1,0,0
253,Amalj'aa pugilist,Amalj'aa pugilists,0,0,1,1,0,0
254,Amalj'aa striker,Amalj'aa strikers,0,0,1,1,0,0
255,Glassjaw Nazagg Gah,Glassjaw Nazagg Gah,0,0,0,1,0,1
256,Amalj'aa bruiser,Amalj'aa bruisers,0,0,1,1,0,0
257,Diamondjaw Nezedd Gah,Diamondjaw Nezedd Gah,0,0,0,1,0,1
258,Amalj'aa thaumaturge,Amalj'aa thaumaturges,0,0,1,1,0,0
259,Amalj'aa seer,Amalj'aa seers,0,0,1,1,0,0
260,Amalj'aa divinator,Amalj'aa divinators,0,0,1,1,0,0
261,clockwork spider,clockwork spider,0,0,0,1,0,0
262,star marmot,star marmots,0,0,0,1,0,0
263,dreadwolf,dreadwolves,0,0,0,1,0,0
264,sundrake,sundrakes,0,0,0,1,0,0
265,sandtoad,sandtoads,0,0,0,1,0,0
266,Qiqirn shellsweeper,Qiqirn shellsweepers,0,0,0,1,0,0
267,Allagan naga,Allagan naga,0,0,0,1,0,0
268,Qiqirn roerunner,Qiqirn roerunners,0,0,0,1,0,0
269,magitek vanguard,magitek vanguards,0,0,0,1,0,0
270,grenade,grenades,0,0,0,1,0,0
271,golden fleece,golden fleeces,0,0,0,1,0,0
272,phurble,phurbles,0,0,0,1,0,0
273,myotragus billy,myotragus billies,0,0,0,1,0,0
274,myotragus nanny,myotragus nannies,0,0,0,1,1,0
275,quartz doblyn,quartz doblyns,0,0,0,1,0,0
276,rusty coblyn,rusty coblyns,0,0,0,1,0,0
277,copper coblyn,copper coblyns,0,0,0,1,0,0
278,lead coblyn,lead coblyns,0,0,0,1,0,0
279,sun bat,sun bats,0,0,0,1,0,0
280,sandstone golem,sandstone golems,0,0,0,1,0,0
281,axe beak,axe beaks,0,0,1,1,0,0
282,hammer beak,hammer beaks,0,0,0,1,0,0
283,goblin mugger,goblin muggers,0,0,0,1,0,0
284,yarzon feeder,yarzon feeders,0,0,0,1,0,0
285,russet yarzon,russet yarzons,0,0,0,1,0,0
286,sabotender,sabotenders,0,0,0,1,0,0
287,cactuar,cactuars,0,0,0,1,0,0
288,cochineal cactuar,cochineal cactuars,0,0,0,1,0,0
289,eft,efts,0,0,1,1,0,0
290,sandworm,sandworms,0,0,0,1,0,0
291,ouroboros,ouroboros,0,0,1,1,0,0
292,antling soldier,antling soldiers,0,0,1,1,0,0
293,antling sentry,antling sentries,0,0,1,1,0,0
294,antling worker,antling workers,0,0,1,1,0,0
295,simurgh,simurghs,0,0,0,1,0,0
296,bumble beetle,bumble beetles,0,0,0,1,0,0
297,magitek colossus,magitek colossi,0,0,0,1,0,0
298,sun midge swarm,sun midge swarms,0,0,0,1,0,0
299,nesting buzzard,nesting buzzards,0,0,0,1,0,0
300,cove buzzard,cove buzzards,0,0,0,1,0,0
301,chasm buzzard,chasm buzzards,0,0,0,1,0,0
302,dusty mongrel,dusty mongrels,0,0,0,1,0,0
303,sandskin peiste,sandskin peistes,0,0,0,1,0,0
304,basilisk,basilisks,0,0,0,1,0,0
305,desert peiste,desert peistes,0,0,0,1,0,0
306,tuco-tuco,tuco-tucos,0,0,0,1,0,0
307,angler,anglers,0,0,1,1,0,0
308,orobon,orobon,0,0,1,1,0,0
309,bloated bogy,bloated bogies,0,0,0,1,0,0
310,Moondrip stonehauler,Moondrip stonehaulers,0,0,0,1,0,0
311,Amajina stonehauler,Amajina stonehaulers,0,0,1,1,0,0
312,Moondrip blastmaster,Moondrip blastmasters,0,0,0,1,0,0
313,Amajina blastmaster,Amajina blastmasters,0,0,1,1,0,0
314,Moondrip piledriver,Moondrip piledrivers,0,0,0,1,0,0
315,Amajina piledriver,Amajina piledrivers,0,0,1,1,0,0
316,bomb,bombs,0,0,0,1,0,0
317,spriggan graverobber,spriggan graverobbers,0,0,0,1,0,0
318,snapping shrew,snapping shrews,0,0,0,1,0,0
319,rotting corpse,rotting corpses,0,0,0,1,0,0
320,fallen soldier,fallen soldiers,0,0,0,1,0,0
321,fallen pikeman,fallen pikemen,0,0,0,1,0,0
322,rotting noble,rotting nobles,0,0,0,1,0,0
323,fallen mage,fallen mages,0,0,0,1,0,0
324,fallen wizard,fallen wizards,0,0,0,1,0,0
325,Deathstroke assassin,Deathstroke assassins,0,0,0,1,0,0
326,Quiveron guard,Quiveron guards,0,0,0,1,0,0
327,Venomtongue assassin,Venomtongue assassins,0,0,0,1,0,0
328,Baron von Quiveron III Esquire,Baron von Quiveron III Esquire,0,0,0,1,0,1
329,Straightshot assassin,Straightshot assassins,0,0,0,1,0,0
330,Quiveron attendant,Quiveron attendants,0,0,0,1,0,0
331,Corpse Brigade knuckledancer,Corpse Brigade knuckledancers,0,0,0,1,0,0
332,Corpse Brigade firedancer,Corpse Brigade firedancers,0,0,0,1,1,0
333,Corpse Brigade pikedancer,Corpse Brigade pikedancers,0,0,0,1,0,0
334,Noble Whoresons smuggler,Noble Whoresons smugglers,0,0,0,1,0,0
335,Noble Whoresons ringleader,Noble Whoresons ringleaders,0,0,0,1,0,0
336,Noble Whoresons penman,Noble Whoresons penmen,0,0,0,1,0,0
337,tempered gladiator,tempered gladiators,0,0,0,1,0,0
338,tempered champion,tempered champions,0,0,0,1,0,0
339,tempered orator,tempered orators,0,0,0,1,0,0
340,archelon,archelons,0,0,1,1,0,0
341,apkallu,apkallus,0,0,1,1,0,0
342,shallowtail Reaver,shallowtail Reavers,0,0,0,1,0,0
343,Aermswys the Stained,Aermswys the Stained,0,0,0,1,1,1
344,shallowclaw Reaver,shallowclaw Reavers,0,0,0,1,0,0
345,shelfclaw Reaver,shelfclaw Reavers,0,0,0,1,0,0
346,shallowscale Reaver,shallowscale Reavers,0,0,0,1,0,0
347,shelfscale Reaver,shelfscale Reavers,0,0,0,1,0,0
348,shalloweye Reaver,shalloweye Reavers,0,0,0,1,0,0
349,rivertoad,rivertoads,0,0,0,1,0,0
350,Qiqirn eggdigger,Qiqirn eggdiggers,0,0,0,1,0,0
351,Qiqirn gullroaster,Qiqirn gullroasters,0,0,0,1,0,0
352,jungle coeurl,jungle coeurls,0,0,0,1,0,0
353,goobbue,goobbues,0,0,0,1,0,0
354,mossless goobbue,mossless goobbues,0,0,0,1,0,0
355,mildewed goobbue,mildewed goobbues,0,0,0,1,0,0
356,mossy goobbue,mossy goobbues,0,0,0,1,0,0
357,aurochs,aurochs,0,0,1,1,0,0
358,wounded aurochs,wounded aurochs,0,0,0,1,0,0
359,great buffalo,great buffaloes,0,0,0,1,0,0
360,sea wasp,sea wasps,0,0,0,1,0,0
361,Bloodshore bell,Bloodshore bells,0,0,0,1,0,0
362,drifting aurelia,drifting aureliae,0,0,0,1,0,0
363,dusk bat,dusk bats,0,0,0,1,0,0
364,cave bat,cave bats,0,0,0,1,0,0
365,basalt golem,basalt golems,0,0,0,1,0,0
366,giant pelican,giant pelicans,0,0,0,1,0,0
367,goblin fisher,goblin fishers,0,0,0,1,0,0
368,kobold dustman,kobold dustmen,0,0,0,1,0,0
369,kobold pitman,kobold pitmen,0,0,0,1,0,0
370,kobold pickman,kobold pickmen,0,0,0,1,0,0
371,kobold priest,kobold priests,0,0,0,1,0,0
372,kobold supplicant,kobold supplicants,0,0,0,1,0,0
373,kobold missionary,kobold missionaries,0,0,0,1,0,0
374,kobold deacon,kobold deacons,0,0,0,1,0,0
375,kobold bedesman,kobold bedesmen,0,0,0,1,0,0
376,kobold sidesman,kobold sidesmen,0,0,0,1,0,0
377,kobold roundsman,kobold roundsmen,0,0,0,1,0,0
378,kobold potman,kobold potmen,0,0,0,1,0,0
379,kobold patrolman,kobold patrolmen,0,0,0,1,0,0
380,kobold footman,kobold footmen,0,0,0,1,0,0
381,forest yarzon,forest yarzons,0,0,0,1,0,0
382,waterskipper,waterskippers,0,0,0,1,0,0
383,yarzon bleeder,yarzon bleeders,0,0,0,1,0,0
384,shelfclaw Sahagin,shelfclaw Sahagin,0,0,0,1,0,0
385,trenchclaw Sahagin,trenchclaw Sahagin,0,0,0,1,0,0
386,shelfscale Sahagin,shelfscale Sahagin,0,0,0,1,0,0
387,North Tidegate grieve,North Tidegate grieves,0,0,0,1,0,0
388,trenchfang Sahagin,trenchfang Sahagin,0,0,0,1,0,0
389,shelfspine Sahagin,shelfspine Sahagin,0,0,0,1,0,0
390,South Tidegate grieve,South Tidegate grieves,0,0,0,1,0,0
391,salamander,salamanders,0,0,0,1,0,0
392,lost lamb,lost lambs,0,0,0,1,0,0
393,wild dodo,wild dodos,0,0,0,1,0,0
394,fat dodo,fat dodos,0,0,0,1,0,0
395,bee cloud,bee clouds,0,0,0,1,0,0
396,dung midge swarm,dung midge swarms,0,0,0,1,0,0
397,condor,condors,0,0,0,1,0,0
398,highland condor,highland condors,0,0,0,1,0,0
399,wild jackal,wild jackals,0,0,0,1,0,0
400,roseling,roselings,0,0,0,1,0,0
401,puk hatchling,puk hatchlings,0,0,0,1,0,0
402,puk hatchling,puk hatchlings,0,0,0,1,0,0
403,hedgemole,hedgemoles,0,0,0,1,0,0
404,bogy,bogies,0,0,0,1,0,0
405,tiny mandragora,tiny mandragoras,0,0,0,1,0,0
406,raincatcher mandragora,raincatcher mandragoras,0,0,0,1,0,0
407,ringtail,ringtails,0,0,0,1,0,0
408,galago,galagos,0,0,0,1,0,0
409,Moraby mole,Moraby moles,0,0,0,1,0,0
410,sewer mole,sewer moles,0,0,0,1,0,0
411,grass raptor,grass raptors,0,0,0,1,0,0
412,velociraptor,velociraptors,0,0,0,1,0,0
413,Mamool Ja executioner,Mamool Ja executioners,0,0,0,1,0,0
414,Mamool Ja breeder,Mamool Ja breeders,0,0,0,1,0,0
415,Mamool Ja sophist,Mamool Ja sophists,0,0,0,1,0,0
416,Mamool Ja infiltrator,Mamool Ja infiltrators,0,0,0,1,0,0
417,wharf rat,wharf rats,0,0,0,1,0,0
418,grounded raider,grounded raiders,0,0,0,1,0,0
419,Captain Petyr Pigeontoe,Captain Petyr Pigeontoe,0,0,0,1,0,1
420,Rhotano buccaneer,Rhotano buccaneers,0,0,0,1,0,0
421,grounded pirate,grounded pirates,0,0,0,1,0,0
422,Lady Amandine,Lady Amandine,0,0,0,1,1,1
423,manor claviger,manor clavigers,0,0,0,1,1,0
424,lady's handmaiden,lady's handmaidens,0,0,0,1,1,0
425,lady's candle,lady's candles,0,0,0,1,0,0
426,manor jester,manor jesters,0,0,0,1,0,0
427,manor steward,manor stewards,0,0,0,1,0,0
428,manor sentry,manor sentries,0,0,0,1,0,0
429,manor chef,manor chefs,0,0,0,1,1,0
430,attic bat,attic bats,0,0,1,1,0,0
431,attack hound,attack hounds,0,0,1,1,0,0
432,carpet stain,carpet stains,0,0,0,1,0,0
433,divan mold,divan molds,0,0,0,1,0,0
434,manor servitor,manor servitors,0,0,0,1,0,0
435,corpsefly,corpseflies,0,0,0,1,0,0
436,Ixali windtalon,Ixali windtalons,0,0,1,1,0,0
437,fleshy pod,fleshy pods,0,0,0,1,0,0
438,prisoner's delight,prisoner's delights,0,0,0,1,0,0
439,sticky web,sticky web,0,0,0,1,0,0
440,Graffias's tail,Graffias's tail,0,0,0,1,0,0
441,warden's whip,warden's whips,0,0,0,1,0,0
442,Coeurl o' Nine Tails,Coeurl o' Nine Tails,0,0,0,1,0,0
443,comesmite,comesmites,0,0,0,1,0,0
444,Graffias,Graffias,0,0,0,1,1,1
445,stagnant water sprite,stagnant water sprites,0,0,0,1,1,0
446,Asipatra,Asipatra,0,0,0,1,0,1
447,Matagaigai,Matagaigai,0,0,0,1,0,1
448,Lou Carcolh,Lou Carcolh,0,0,0,1,0,1
449,Jackanapes,Jackanapes,0,0,0,1,0,0
450,Spenser of the Bottomless Cup,Spenser of the Bottomless Cup,0,0,0,1,0,1
451,Yabi Two-tails,Yabi Two-tails,0,0,0,1,1,1
452,Curupira,Curupira,0,0,0,1,0,1
453,Wood Wailer sentry,Wood Wailer sentries,0,0,0,1,0,0
454,disorderly adventurer,disorderly adventurers,0,0,0,1,0,0
455,void soulcounter,void soulcounters,0,0,0,1,0,0
456,inconspicuous imp,inconspicuous imps,0,0,1,1,0,0
457,unbalanced bandit,unbalanced bandits,0,0,1,1,0,0
458,foraging doe,foraging does,0,0,0,1,1,0
459,vile gnat,vile gnats,0,0,0,1,0,0
460,foraging stag,foraging stags,0,0,0,1,0,0
461,banemite,banemites,0,0,0,1,0,0
462,snapscales,snapscales,0,0,0,1,0,0
463,slithertwine,slithertwines,0,0,0,1,0,0
464,goblin outlaw,goblin outlaws,0,0,0,1,0,0
465,Stikflix Grumblytoss,Stikflix Grumblytoss,0,0,0,1,0,1
466,domesticated banemite,domesticated banemites,0,0,0,1,0,0
467,fachan,fachans,0,0,0,1,0,0
468,pack ziz,pack ziz,0,0,0,1,0,0
469,milkroot mandragora,milkroot mandragoras,0,0,0,1,0,0
470,Briaxio of the Well,Briaxio of the Well,0,0,0,1,0,1
471,angry sow,angry sows,0,0,1,1,1,0
472,rotting sentinel,rotting sentinels,0,0,0,1,0,0
