key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
15,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,0,True,False,0,True,True,False,False,False,False
16,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
17,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
18,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,False,True,False,False,False,False,True,False,False,False,6,False,False,0,False,True,True,True,False,False
19,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,1000,1,False,True,True,False,True,True,False,False,False,False,False,False,0,True,True,8,True,True,False,False,False,False
20,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
21,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,1000,1,False,True,True,False,True,False,False,False,False,True,False,False,0,True,True,8,True,True,False,False,False,True
22,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,False,True,False,False,0,True,True,8,True,True,False,False,False,False
23,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,1000,1,False,True,True,False,True,True,False,False,False,False,False,False,0,True,True,8,True,True,False,False,False,True
24,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
25,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
26,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1000,2,False,True,True,False,False,False,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
27,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
28,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1000,0,False,True,False,True,False,False,False,False,True,False,False,True,2,False,False,0,False,True,True,True,False,False
29,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
30,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,1000,0,False,True,True,False,False,False,False,False,False,True,False,False,0,True,True,0,True,True,False,False,False,False
31,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
32,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,0,True,False,0,True,True,False,False,False,True
33,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
34,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
35,False,True,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,1000,1,False,True,True,False,True,True,True,True,False,False,False,False,5,False,False,0,False,True,False,False,False,False
36,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1000,0,True,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
37,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1000,0,False,True,False,True,False,False,False,False,True,False,False,True,3,False,False,0,False,True,True,True,False,False
38,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1000,2,False,True,True,False,False,False,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
39,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,False,True,False,False,False,False,True,False,False,False,7,False,False,0,False,True,True,True,False,False
40,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,0,False,False,0,True,True,False,False,False,False
41,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,True,False,False,False,False,False,True,True,False,False,8,True,False,0,False,True,False,False,True,False
42,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1000,0,False,True,False,True,False,False,False,False,True,False,False,True,9,False,False,0,False,True,True,True,False,False
43,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,8,True,False,0,False,True,False,False,False,False
44,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,8,True,False,0,False,True,False,False,False,False
45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
46,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
47,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,True,False,False,False,False,False,False,True,False,False,8,True,False,0,False,True,False,False,False,False
48,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,True,False,False,False,False,False,True,True,False,False,8,True,False,0,False,True,False,False,True,False
49,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,1000,0,False,True,True,False,True,False,False,False,False,True,True,False,0,True,True,8,True,True,False,False,False,False
50,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,False,True,True,False,False,False,False,False,False,1,False,False,0,False,True,False,False,False,False
51,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,False,True,True,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
52,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,True,False,False,False,False,False,True,True,False,False,8,True,False,0,False,True,True,False,False,False
53,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1000,0,True,True,True,False,False,False,False,False,True,True,False,False,8,True,False,0,False,True,True,False,False,False
54,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,0,True,False,0,False,True,False,False,False,False
55,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,0,True,False,0,True,True,False,False,False,True
56,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,0,True,False,0,True,True,False,False,False,False
57,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
58,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
59,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1000,0,True,True,True,False,False,False,False,False,True,False,False,False,10,False,False,0,False,True,False,False,False,False
60,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,False,1000,1,False,True,True,False,False,False,False,False,False,True,False,False,0,True,True,8,True,True,False,False,False,True
61,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,True,False,False,False,False,False,True,True,False,False,8,True,False,0,False,True,False,False,True,True
62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,False,False,False,False,5,False,False,0,False,True,False,False,False,False
63,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1000,0,False,True,False,False,False,False,False,False,False,True,False,False,0,False,False,0,False,False,False,False,False,False
64,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,1000,0,False,True,True,True,False,False,False,False,False,False,False,False,0,False,False,0,False,False,False,False,False,False
