#,Name,Icon,Quest,AcceptTalk,FailTalk,FestivalId,FestivalPhase,Unknown2
262247,Purchase Battle Gear,0,0,0,0,0,0,True
262248,Purchase Field Gear,0,0,0,0,0,0,True
262249,Purchase Tools,0,0,0,0,0,0,True
262250,Purchase Weapons,0,0,0,0,0,0,True
262251,Purchase Battle Gear,0,0,0,0,0,0,True
262252,Purchase Field Gear,0,0,0,0,0,0,True
262253,Purchase Tools,0,0,0,0,0,0,True
262254,Purchase Weapons,0,0,0,0,0,0,True
262255,Purchase Battle Gear,0,0,0,0,0,0,True
262256,Purchase Field Gear,0,0,0,0,0,0,True
262257,,0,0,0,0,0,0,True
262258,Purchase Tools,0,0,0,0,0,0,True
262259,Purchase Weapons,0,0,0,0,0,0,True
262260,Purchase Battle Gear,0,0,0,0,0,0,True
262261,Purchase Field Gear,0,0,0,0,0,0,True
262262,Purchase Tools,0,0,0,0,0,0,True
262263,Purchase Weapons,0,0,0,0,0,0,True
262264,Purchase Battle Gear,0,0,0,0,0,0,True
262265,Purchase Field Gear,0,0,0,0,0,0,True
262266,Purchase Tools,0,0,0,0,0,0,True
262267,Purchase Weapons,0,0,0,0,0,0,True
262268,Purchase Battle Gear,0,0,0,0,0,0,True
262269,Purchase Field Gear,0,0,0,0,0,0,True
262270,Purchase Weapons,0,0,0,0,0,0,True
262271,Purchase Tools,0,0,0,0,0,0,True
262272,Purchase Battle Gear,0,0,0,0,0,0,True
262273,Purchase Field Gear,0,0,0,0,0,0,True
262274,Purchase Tools,0,0,0,0,0,0,True
262275,Purchase Weapons,0,0,0,0,0,0,True
262276,Purchase Battle Gear,0,0,0,0,0,0,True
262277,Purchase Field Gear,0,0,0,0,0,0,True
262278,Purchase Weapons,0,0,0,0,0,0,True
262279,Purchase Tools,0,0,0,0,0,0,True
262280,Purchase Battle Gear,0,0,0,0,0,0,True
262281,Purchase Field Gear,0,0,0,0,0,0,True
262282,Purchase Tools,0,0,0,0,0,0,True
262283,Purchase Weapons,0,0,0,0,0,0,True
262284,Purchase Battle Gear,0,0,0,0,0,0,True
262285,Purchase Field Gear,0,0,0,0,0,0,True
262286,Purchase Weapons,0,0,0,0,0,0,True
262287,Purchase Tools,0,0,0,0,0,0,True
262288,Purchase Battle Gear,0,0,0,0,0,0,True
262289,Purchase Field Gear,0,0,0,0,0,0,True
262290,Purchase Tools,0,0,0,0,0,0,True
262291,Purchase Weapons,0,0,0,0,0,0,True
262292,Purchase Battle Gear,0,0,0,0,0,0,True
262293,Purchase Field Gear,0,0,0,0,0,0,True
262294,Purchase Tools,0,0,0,0,0,0,True
262295,Purchase Weapons,0,0,0,0,0,0,True
262296,Purchase Battle Gear,0,0,0,0,0,0,True
262297,Purchase Field Gear,0,0,0,0,0,0,True
262298,Purchase Tools,0,0,0,0,0,0,True
262299,Purchase Weapons,0,0,0,0,0,0,True
262300,Purchase Battle Gear,0,0,0,0,0,0,True
262301,Purchase Field Gear,0,0,0,0,0,0,True
262302,Purchase Tools,0,0,0,0,0,0,True
262303,Purchase Weapons,0,0,0,0,0,0,True
262304,Purchase Battle Gear,0,0,0,0,0,0,True
262305,Purchase Field Gear,0,0,0,0,0,0,True
262306,Purchase Tools,0,0,0,0,0,0,True
262307,Purchase Weapons,0,0,0,0,0,0,True
262308,Purchase Battle Gear,0,0,0,0,0,0,True
262309,Purchase Field Gear,0,0,0,0,0,0,True
262310,Purchase Tools,0,0,0,0,0,0,True
262311,Purchase Weapons,0,0,0,0,0,0,True
262312,Purchase Battle Gear,0,0,0,0,0,0,True
262313,Purchase Field Gear,0,0,0,0,0,0,True
262314,Purchase Tools,0,0,0,0,0,0,True
262315,Purchase Weapons,0,0,0,0,0,0,True
262316,Purchase Battle Gear,0,0,0,0,0,0,True
262317,Purchase Field Gear,0,0,0,0,0,0,True
262318,Purchase Tools,0,0,0,0,0,0,True
262319,Purchase Weapons,0,0,0,0,0,0,True
262320,Purchase Battle Gear,0,0,0,0,0,0,True
262321,Purchase Field Gear,0,0,0,0,0,0,True
262322,Purchase Tools,0,0,0,0,0,0,True
262323,Purchase Weapons,0,0,0,0,0,0,True
262324,Purchase Battle Gear,0,0,0,0,0,0,True
262325,Purchase Field Gear,0,0,0,0,0,0,True
262326,Purchase Tools,0,0,0,0,0,0,True
262327,Purchase Weapons,0,0,0,0,0,0,True
262328,Purchase Battle Gear,0,0,0,0,0,0,True
262329,Purchase Field Gear,0,0,0,0,0,0,True
262330,Purchase Tools,0,0,0,0,0,0,True
262331,Purchase Weapons,0,0,0,0,0,0,True
262332,Purchase Battle Gear,0,0,0,0,0,0,True
262333,Purchase Field Gear,0,0,0,0,0,0,True
262334,Purchase Tools,0,0,0,0,0,0,True
262335,Purchase Weapons,0,0,0,0,0,0,True
262336,Purchase Battle Gear,0,0,0,0,0,0,True
262337,Purchase Field Gear,0,0,0,0,0,0,True
262338,Purchase Tools,0,0,0,0,0,0,True
262339,Purchase Weapons,0,0,0,0,0,0,True
262340,Purchase Battle Gear,0,0,0,0,0,0,True
262341,Purchase Field Gear,0,0,0,0,0,0,True
262342,Purchase Tools,0,0,0,0,0,0,True
262343,Purchase Weapons,0,0,0,0,0,0,True
262344,Purchase Battle Gear,0,0,0,0,0,0,True
262345,Purchase Field Gear,0,0,0,0,0,0,True
262346,Purchase Weapons,0,0,0,0,0,0,True
262347,Purchase Tools,0,0,0,0,0,0,True
262348,Purchase Battle Gear,0,0,0,0,0,0,True
262349,Purchase Field Gear,0,0,0,0,0,0,True
262350,,0,0,0,0,0,0,True
262351,Purchase Tools,0,0,0,0,0,0,True
262352,Purchase Weapons,0,0,0,0,0,0,True
262353,Purchase Battle Gear,0,0,0,0,0,0,True
262354,Purchase Field Gear,0,0,0,0,0,0,True
262355,Purchase Tools,0,0,0,0,0,0,True
262356,Purchase Weapons,0,0,0,0,0,0,True
262357,Purchase Battle Gear,0,0,0,0,0,0,True
262358,Purchase Field Gear,0,0,0,0,0,0,True
262359,Purchase Tools,0,0,0,0,0,0,True
262360,Purchase Weapons,0,0,0,0,0,0,True
262361,Purchase Battle Gear,0,0,0,0,0,0,True
262362,Purchase Field Gear,0,0,0,0,0,0,True
262363,Purchase Tools,0,0,0,0,0,0,True
262364,Purchase Weapons,0,0,0,0,0,0,True
262365,Purchase Battle Gear,0,0,0,0,0,0,True
262366,Purchase Field Gear,0,0,0,0,0,0,True
262367,Purchase Tools,0,0,0,0,0,0,True
262368,Purchase Weapons,0,0,0,0,0,0,True
262369,Purchase Battle Gear,0,0,0,0,0,0,True
262370,Purchase Field Gear,0,0,0,0,0,0,True
262371,Purchase Tools,0,0,0,0,0,0,True
262372,Purchase Tools,0,0,0,0,0,0,True
262373,Purchase Weapons,0,0,0,0,0,0,True
262374,Purchase Battle Gear,0,0,0,0,0,0,True
262375,Purchase Field Gear,0,0,0,0,0,0,True
262376,,0,0,0,0,0,0,True
262377,,0,0,0,0,0,0,True
262378,Purchase Tools,0,0,0,0,0,0,True
262379,Purchase Weapons,0,0,0,0,0,0,True
262380,Purchase Battle Gear,0,0,0,0,0,0,True
262381,Purchase Field Gear,0,0,0,0,0,0,True
262382,Purchase Tools,0,0,0,0,0,0,True
262383,Purchase Weapons,0,0,0,0,0,0,True
262384,Purchase Battle Gear,0,0,0,0,0,0,True
262385,Purchase Field Gear,0,0,0,0,0,0,True
262386,Purchase Tools,0,0,0,0,0,0,True
262387,Purchase Weapons,0,0,0,0,0,0,True
262388,Purchase Battle Gear,0,0,0,0,0,0,True
262389,Purchase Field Gear,0,0,0,0,0,0,True
262390,Purchase Tools,0,0,0,0,0,0,True
262391,Purchase Tools,0,0,0,0,0,0,True
262392,Purchase Tools,0,0,0,0,0,0,True
262393,Purchase Weapons,0,0,0,0,0,0,True
262394,Purchase Battle Gear,0,0,0,0,0,0,True
262395,Purchase Field Gear,0,0,0,0,0,0,True
262396,Purchase Tools,0,0,0,0,0,0,True
262397,Purchase Weapons,0,0,0,0,0,0,True
262398,Purchase Battle Gear,0,0,0,0,0,0,True
262399,Purchase Field Gear,0,0,0,0,0,0,True
262400,Purchase Tools,0,0,0,0,0,0,True
262401,Purchase Weapons,0,0,0,0,0,0,True
262402,Purchase Battle Gear,0,0,0,0,0,0,True
262403,Purchase Field Gear,0,0,0,0,0,0,True
262404,,0,0,0,0,0,0,True
262405,,0,0,0,0,0,0,True
262406,,0,0,0,0,0,0,True
262407,,0,0,0,0,0,0,True
262408,Purchase Weapons,0,0,0,0,0,0,True
262409,Purchase Battle Gear,0,0,0,0,0,0,True
262410,Purchase Weapons,0,0,0,0,0,0,True
262411,Purchase Battle Gear,0,0,0,0,0,0,True
262412,Purchase Weapons,0,0,0,0,0,0,True
262413,Purchase Battle Gear,0,0,0,0,0,0,True
262414,,0,0,0,0,13,0,True
262415,,0,0,0,0,2,0,True
262419,"Purchase Furnishings (Exterior, Garden, Orchestrion)",0,0,0,0,0,0,True
262420,"Purchase Furnishings (Exterior, Garden, Orchestrion)",0,0,0,0,0,0,True
262421,"Purchase Furnishings (Exterior, Garden, Orchestrion)",0,0,0,0,0,0,True
262422,Purchase Items,0,0,0,0,0,0,True
262423,,0,0,0,0,5,0,True
262424,,0,0,0,0,8,0,True
262425,,0,0,0,0,9,0,True
262426,,0,0,0,0,0,0,False
262427,,0,0,0,0,0,0,False
262428,,0,0,0,0,0,0,False
262429,,0,0,0,0,0,0,False
262430,,0,0,0,0,0,0,False
262431,,0,0,0,0,0,0,False
262432,,0,0,0,0,0,0,False
262433,,0,0,0,0,0,0,False
262434,,0,0,0,0,0,0,True
262435,,0,0,0,0,0,0,True
262436,,0,0,0,0,0,0,True
262437,,0,0,0,0,0,0,True
262438,,0,0,0,0,0,0,True
262439,,0,0,0,0,0,0,True
262440,,0,0,0,0,0,0,True
262441,,0,0,0,0,0,0,True
262442,,0,0,0,0,0,0,True
262443,Purchase Lv. 50 Gear (DoW),0,0,0,0,0,0,True
262444,Purchase Lv. 50 Gear (DoM),0,0,0,0,0,0,True
262445,Purchase Lv. 50 Arms & Tools,0,0,0,0,0,0,True
262446,Purchase Quest Rewards I,0,0,0,0,0,0,True
262449,Purchase Achievement Rewards I,0,0,0,0,0,0,True
262450,Purchase Achievement Rewards II,0,0,0,0,0,0,True
262451,,0,0,0,0,0,0,False
262452,,0,0,0,0,0,0,False
262453,,0,0,0,0,0,0,False
262454,,0,0,0,0,0,0,False
262455,,0,0,0,0,0,0,False
262456,,0,0,0,0,0,0,False
262457,,0,0,0,0,0,0,False
262458,,0,0,0,0,0,0,False
262459,Purchase Glamouring Items,0,66958,0,0,0,0,True
262460,Purchase Items,0,0,0,0,10,0,True
262461,"Purchase Items (Lumber, Metal, Stone, Bone, Leather)",60412,0,0,0,0,0,True
262462,"Purchase Items (Cloth, Reagents)",60412,0,0,0,0,0,True
262463,"Purchase Items (Gardening, Dyes)",60412,0,0,0,0,0,True
262464,,0,0,0,0,0,0,True
262466,,0,0,0,0,0,0,False
262468,Purchase Gender-specific Gear (Male),0,0,0,0,11,0,True
262469,Purchase Gender-specific Gear (Female),0,0,0,0,11,0,True
262470,Purchase Items,0,0,0,0,11,0,True
262471,Purchase Items (Catalysts),60412,0,0,0,0,0,True
262472,Purchase (Cooking Ingredients),60412,0,0,0,0,0,True
262473,,0,0,0,0,0,0,False
262474,,0,0,0,0,0,0,False
262475,,0,0,0,0,0,0,False
262476,,0,0,0,0,0,0,False
262477,,0,0,0,0,0,0,False
262478,,0,0,0,0,0,0,False
262479,,0,0,0,0,0,0,False
262480,,0,0,0,0,0,0,False
262481,,0,0,0,0,0,0,False
262482,,0,0,0,0,0,0,False
262483,,0,0,0,0,0,0,False
262484,,0,0,0,0,0,0,False
262485,,0,0,0,0,7,0,True
262486,,0,0,0,0,0,0,True
262488,Purchase Novelty Gear,0,0,0,0,0,0,True
262489,Purchase Items,0,0,0,0,16,0,True
262491,Purchase Race Chocobo Forms,0,0,0,592240,0,0,True
262492,Purchase Items,0,0,0,0,0,0,True
262493,Purchase Items,0,0,0,0,19,0,True
262494,Purchase Items,0,0,0,0,0,0,True
262495,Purchase Items,0,0,0,592222,20,0,True
262496,Purchase Items,0,0,0,0,0,0,True
262497,Replicate Excalibur Zeta.,0,291,0,0,0,0,True
262498,Replicate Ragnarok Zeta.,0,294,0,0,0,0,True
262499,Replicate the Kaiser Knuckles Zeta.,0,293,0,0,0,0,True
262500,Replicate Longinus Zeta.,0,295,0,0,0,0,True
262501,Replicate the Sasuke's Blades Zeta.,0,297,0,0,0,0,True
262502,Replicate the Yoichi Bow Zeta.,0,296,0,0,0,0,True
262503,Replicate the Lilith Rod Zeta.,0,299,0,0,0,0,True
262504,Replicate Apocalypse Zeta.,0,300,0,0,0,0,True
262505,Replicate Nirvana Zeta.,0,298,0,0,0,0,True
262506,Replicate Last Resort Zeta.,0,301,0,0,0,0,True
262507,Replicate the Aegis Shield Zeta.,0,292,0,0,0,0,True
262508,,0,0,0,0,0,0,False
262509,Purchase Items,0,0,0,0,0,0,True
262510,,0,0,0,0,0,0,False
262511,,0,0,0,0,0,0,False
262512,,0,0,0,0,0,0,False
262513,Purchase Items,0,0,0,0,0,0,True
262514,,0,0,0,0,0,0,False
262515,Purchase Items,0,0,0,0,0,0,True
262516,Purchase Items,0,0,0,0,0,0,True
262517,Purchase Weapons,0,0,0,0,0,0,True
262518,Purchase Weapons,0,0,0,0,0,0,True
262519,Purchase Tools,0,0,0,0,0,0,True
262520,Purchase Weapons,0,0,0,0,0,0,True
262521,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262522,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262523,Purchase Tools,0,0,0,0,0,0,True
262524,Purchase Weapons,0,0,0,0,0,0,True
262525,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262526,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262527,Purchase Tools,0,0,0,0,0,0,True
262528,Purchase Weapons,0,0,0,0,0,0,True
262529,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262530,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262531,Purchase Tools,0,0,0,0,0,0,True
262532,Purchase Weapons,0,0,0,0,0,0,True
262533,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262534,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262536,Purchase Tools,0,0,0,0,0,0,True
262537,Purchase Weapons,0,0,0,0,0,0,True
262538,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262539,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262540,Purchase Tools,0,0,0,0,0,0,True
262541,Purchase Weapons,0,0,0,0,0,0,True
262542,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262543,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262544,Purchase Field Gear,0,0,0,0,0,0,True
262545,Purchase Tools,0,0,0,0,0,0,True
262546,Purchase Weapons,0,0,0,0,0,0,True
262547,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262548,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262549,Purchase Field Gear,0,0,0,0,0,0,True
262550,Purchase Tools,0,0,0,0,0,0,True
262551,Purchase Weapons,0,0,0,0,0,0,True
262552,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262553,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262554,Purchase Tools,0,0,0,0,0,0,True
262555,Purchase Weapons,0,0,0,0,0,0,True
262556,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262557,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262558,Purchase Items,0,0,0,0,23,0,True
262559,Purchase Items,0,0,0,0,22,0,True
262560,,0,0,0,0,0,0,False
262561,,0,0,0,0,0,0,False
262562,,0,0,0,0,0,0,False
262564,Purchase Tools,0,0,0,0,0,0,True
262565,Purchase Weapons,0,0,0,0,0,0,True
262566,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262567,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262569,Purchase Weapons,0,0,0,0,0,0,True
262570,Purchase Tools,0,0,0,0,0,0,True
262571,Purchase Weapons,0,0,0,0,0,0,True
262572,Purchase Battle Gear (DoW),0,0,0,0,0,0,True
262573,Purchase Battle Gear (DoM),0,0,0,0,0,0,True
262574,Purchase Minions (Gil),0,0,0,0,0,0,True
262575,,0,0,0,0,28,0,True
262576,,0,0,0,0,0,0,False
262577,,0,0,0,0,0,0,False
262578,,0,0,0,0,0,0,False
262579,,0,0,0,0,0,0,False
262580,,0,0,0,0,0,0,False
262581,,0,0,0,0,0,0,False
262582,,0,0,0,0,0,0,False
262584,,0,0,0,0,0,0,False
262585,Purchase Items,0,0,0,0,31,0,True
262586,Purchase Items,0,0,0,0,32,0,True
262587,Purchase Items,0,0,0,0,33,0,True
262588,Purchase Items,60412,0,0,0,0,0,True
262603,,0,0,0,0,0,0,False
262604,,0,0,0,0,0,0,False
262605,,0,0,0,0,0,0,False
262606,,0,0,0,0,0,0,False
262607,,0,0,0,0,0,0,False
262608,,0,0,0,0,0,0,False
262609,Deal in Kettles,0,0,593139,592260,0,0,True
262610,Replicate Awoken Weapons,0,0,0,0,0,0,True
262611,Replicate Anima Weapons,0,0,0,0,0,0,True
262612,Purchase Items (Gil),0,0,0,593234,0,0,True
262613,,0,0,0,0,0,0,False
262614,,0,0,0,0,0,0,False
262615,,0,0,0,0,0,0,False
262616,,0,0,0,0,0,0,False
262617,,0,0,0,0,0,0,False
262618,,0,0,0,0,0,0,False
262619,,0,0,0,0,0,0,False
262620,,0,0,0,0,0,0,False
262621,Purchase Tools,0,0,0,0,0,0,True
262622,Purchase Field Gear,0,0,0,0,0,0,True
262623,,0,0,0,0,0,0,False
262624,,0,0,0,0,0,0,False
262625,Replicate Hyperconductive Weapons,0,0,0,593415,0,0,True
262626,Purchase Moonfire Faire Items I,0,0,0,0,0,0,True
262627,Purchase Moonfire Faire Items II,0,0,0,0,0,0,True
262628,Purchase All Saints' Wake Items,0,0,0,0,0,0,True
262629,Purchase Starlight Celebration Items,0,0,0,0,0,0,True
262630,Purchase Heavensturn Items,0,0,0,0,0,0,True
262631,Purchase Valentione's Day Items,0,0,0,0,0,0,True
262632,Purchase Little Ladies' Day Items,0,0,0,0,0,0,True
262633,Purchase Hatching-tide Items,0,0,0,0,0,0,True
262634,Purchase Other Seasonal Event Items,0,0,0,0,0,0,True
262635,Purchase Items,0,0,0,0,0,0,True
262636,Purchase Items,0,0,0,0,38,0,True
262637,Purchase Items,0,0,0,0,0,0,True
262638,Purchase Items I,0,0,0,0,0,0,True
262639,Purchase Items,0,0,0,0,0,0,True
262640,Purchase Battle Accessories,0,0,0,0,0,0,True
262641,Purchase Items,0,0,0,0,37,0,True
262642,Purchase Items,0,0,0,0,0,0,True
262643,Purchase Items,0,0,0,0,0,0,True
262644,Purchase Items,0,0,0,0,0,0,True
262645,Replicate Anima Weapons II,0,0,0,593415,0,0,True
262646,Purchase Seasonal Event Rewards,0,0,0,0,43,0,True
262647,Purchase Seasonal Event Rewards,0,0,0,0,44,0,True
262648,Purchase Items (Gil),0,0,0,0,46,0,True
262649,,0,0,0,0,0,0,False
262650,,0,0,0,0,0,0,False
262651,,0,0,0,0,0,0,False
262652,Replicate Sharp Anima Weapons,0,67932,0,0,0,0,True
262653,Replicate Complete Anima Weapons,0,67940,0,0,0,0,True
262654,Purchase Furnishings (Interior),0,0,0,0,0,0,True
262655,"Purchase Furnishings (Chairs, Beds)",0,0,0,0,0,0,True
262656,"Purchase Furnishings (Tables, Food)",0,0,0,0,0,0,True
262657,"Purchase Furnishings (Shelves, Rugs, Lighting)",0,0,0,0,0,0,True
262658,Purchase Furnishings (Other),0,0,0,0,0,0,True
262659,Purchase Paintings (La Noscea),0,0,0,0,0,0,True
262660,Purchase Paintings (The Black Shroud),0,0,0,0,0,0,True
262661,Purchase Paintings (Thanalan),0,0,0,0,0,0,True
262662,"Purchase Paintings (Coerthas, Mor Dhona)",0,0,0,0,0,0,True
262663,,0,0,0,0,45,0,True
262664,,0,0,0,0,47,0,True
262665,Purchase Seasonal Event Rewards,0,0,0,0,50,0,True
262666,Purchase Seasonal Event Rewards,0,0,0,0,51,0,True
262667,Purchase Seasonal Event Rewards,0,0,0,0,52,0,True
262668,,0,0,0,0,0,0,True
262669,,0,0,0,0,0,0,True
262670,,0,0,0,0,0,0,True
262671,Purchase Lalafellin Gear,0,0,0,0,0,0,True
262672,Purchase Roegadyn Gear,0,0,0,0,0,0,True
262673,Purchase Elezen Gear,0,0,0,0,0,0,True
262674,Purchase Hyuran Gear,0,0,0,0,0,0,True
262675,Purchase Miqo'te Gear,0,0,0,0,0,0,True
262676,Purchase Auri Gear,0,0,0,0,0,0,True
262677,Repurchase Paladin Gear,0,0,0,0,0,0,True
262678,Repurchase Warrior Gear,0,0,0,0,0,0,True
262679,Repurchase Dark Knight Gear,0,0,0,0,0,0,True
262680,Repurchase Monk Gear,0,0,0,0,0,0,True
262681,Repurchase Dragoon Gear,0,0,0,0,0,0,True
262682,Repurchase Ninja Gear,0,0,0,0,0,0,True
262683,Repurchase Bard Gear,0,0,0,0,0,0,True
262684,Repurchase Machinist Gear,0,0,0,0,0,0,True
262685,Repurchase Black Mage Gear,0,0,0,0,0,0,True
262686,Repurchase Summoner Gear,0,0,0,0,0,0,True
262687,Repurchase White Mage Gear,0,0,0,0,0,0,True
262688,Repurchase Scholar Gear,0,0,0,0,0,0,True
262689,Repurchase Astrologian Gear,0,0,0,0,0,0,True
262690,"Purchase Furnishings (Garden, Orchestrion)",0,0,0,0,0,0,True
262691,Purchase Items,0,0,0,0,0,0,True
262692,Purchase Items,0,66754,0,0,0,0,True
262693,Purchase Items,0,66789,0,0,0,0,True
262694,Purchase Items,0,66857,0,0,0,0,True
262695,Purchase Items,0,66911,0,0,0,0,True
262696,Purchase Items,0,67023,0,0,0,0,True
262697,Purchase Items,0,67701,0,0,0,0,True
262698,Purchase Items,0,67791,0,0,0,0,True
262699,Purchase Items,0,67856,0,0,0,0,True
262700,Purchase Gear (Lv. 1-9),0,0,0,0,0,0,True
262701,Purchase Gear (Lv. 10-19),0,0,0,0,0,0,True
262702,Purchase Gear (Lv. 20-29),0,0,0,0,0,0,True
262703,Purchase Gear (Lv. 30-39),0,0,0,0,0,0,True
262704,Purchase Gear (Lv. 40-49),0,0,0,0,0,0,True
262705,Purchase Gear (Lv. 1-9),0,0,0,0,0,0,True
262706,Purchase Gear (Lv. 10-19),0,0,0,0,0,0,True
262707,Purchase Gear (Lv. 20-29),0,0,0,0,0,0,True
262708,Purchase Gear (Lv. 30-39),0,0,0,0,0,0,True
262709,Purchase Gear (Lv. 40-49),0,0,0,0,0,0,True
262710,Purchase Gear (Lv. 1-9),0,0,0,0,0,0,True
262711,Purchase Gear (Lv. 10-19),0,0,0,0,0,0,True
262712,Purchase Gear (Lv. 20-29),0,0,0,0,0,0,True
262713,Purchase Gear (Lv. 30-39),0,0,0,0,0,0,True
262714,Purchase Gear (Lv. 40-49),0,0,0,0,0,0,True
262715,Purchase Weapons (Lv. 1-9),0,0,0,0,0,0,True
262716,Purchase Weapons (Lv. 10-19),0,0,0,0,0,0,True
262717,Purchase Weapons (Lv. 20-29),0,0,0,0,0,0,True
262718,Purchase Weapons (Lv. 30-39),0,0,0,0,0,0,True
262719,Purchase Weapons (Lv. 40-49),0,0,0,0,0,0,True
262720,Purchase Weapons (Lv. 1-9),0,0,0,0,0,0,True
262721,Purchase Weapons (Lv. 10-19),0,0,0,0,0,0,True
